Orthogroup	Prbe	Syai
OG0000076	Prbe.g_00774	Syai.g_00111
OG0000077	Prbe.g_00183	Syai.g_02486
OG0000078	Prbe.g_01792	Syai.g_00543
OG0000079	Prbe.g_01805	Syai.g_00300
OG0000081	Prbe.g_00604	Syai.g_00553, Syai.g_02292
OG0000082	Prbe.g_00549, Prbe.g_00996	Syai.g_00781
OG0000084	Prbe.g_00314	Syai.g_01196, Syai.g_00958
OG0000085	Prbe.g_00007, Prbe.g_00993	Syai.g_02365
OG0000086	Prbe.g_00192	Syai.g_02507
OG0000087	Prbe.g_01683	Syai.g_02592
OG0000088	Prbe.g_01714	Syai.g_02630
OG0000089	Prbe.g_01915	Syai.g_00517
OG0000090	Prbe.g_00602	Syai.g_00707
OG0000091	Prbe.g_01477	Syai.g_01112
OG0000092	Prbe.g_00422	Syai.g_01358
OG0000093	Prbe.g_01448	Syai.g_01306
OG0000094	Prbe.g_01399	Syai.g_01424
OG0000095	Prbe.g_01297	Syai.g_02007
OG0000097	Prbe.g_01503	Syai.g_01787
OG0000098	Prbe.g_00397	Syai.g_01718
OG0000099	Prbe.g_00350	Syai.g_00199
OG0000100	Prbe.g_00232	Syai.g_01372
OG0000101	Prbe.g_00836	Syai.g_00404
OG0000102	Prbe.g_00769	Syai.g_00106
OG0000103	Prbe.g_01195	Syai.g_02912
OG0000104	Prbe.g_01061	Syai.g_02929
OG0000105	Prbe.g_01828	Syai.g_00267
OG0000106	Prbe.g_00740	Syai.g_01601
OG0000107	Prbe.g_00921	Syai.g_00319
OG0000108	Prbe.g_00653	Syai.g_00638
OG0000109	Prbe.g_00639	Syai.g_00653
OG0000110	Prbe.g_00560	Syai.g_00878, Syai.g_00766
OG0000111	Prbe.g_01207	Syai.g_00884, Syai.g_01998
OG0000112	Prbe.g_00487	Syai.g_01512
OG0000113	Prbe.g_01245	Syai.g_01367
OG0000114	Prbe.g_00417	Syai.g_01261
OG0000115	Prbe.g_01618	Syai.g_00932
OG0000116	Prbe.g_01560	Syai.g_02156
OG0000117	Prbe.g_01522	Syai.g_01756
OG0000118	Prbe.g_00880	Syai.g_00818
OG0000119	Prbe.g_01603, Prbe.g_00214	Syai.g_02127
OG0000120	Prbe.g_00353	Syai.g_00198
OG0000121	Prbe.g_00309	Syai.g_00951
OG0000122	Prbe.g_01625, Prbe.g_00268	Syai.g_01143
OG0000123	Prbe.g_00829	Syai.g_00411
OG0000124	Prbe.g_00745	Syai.g_00089
OG0000125	Prbe.g_01158	Syai.g_02782
OG0000126	Prbe.g_01060	Syai.g_02927
OG0000128	Prbe.g_01076	Syai.g_00012
OG0000129	Prbe.g_00145	Syai.g_02771
OG0000130	Prbe.g_00174	Syai.g_02474
OG0000131	Prbe.g_01692	Syai.g_02608
OG0000132	Prbe.g_01712	Syai.g_02628
OG0000133	Prbe.g_01875	Syai.g_01507
OG0000134	Prbe.g_01917	Syai.g_00520
OG0000135	Prbe.g_00911	Syai.g_02826
OG0000136	Prbe.g_01939	Syai.g_02217
OG0000137	Prbe.g_00658	Syai.g_00865
OG0000138	Prbe.g_00638	Syai.g_00654
OG0000139	Prbe.g_00598	Syai.g_00714
OG0000140	Prbe.g_00597	Syai.g_00716
OG0000141	Prbe.g_00526	Syai.g_01041
OG0000142	Prbe.g_01485	Syai.g_01104
OG0000143	Prbe.g_01481	Syai.g_01108
OG0000144	Prbe.g_01467	Syai.g_01608
OG0000145	Prbe.g_00909	Syai.g_00660
OG0000146	Prbe.g_00488	Syai.g_01513
OG0000147	Prbe.g_00489	Syai.g_01514
OG0000148	Prbe.g_01239	Syai.g_01361
OG0000149	Prbe.g_01271	Syai.g_02059
OG0000150	Prbe.g_01281	Syai.g_00717
OG0000151	Prbe.g_00427	Syai.g_01280
OG0000152	Prbe.g_01350	Syai.g_01503
OG0000153	Prbe.g_01369	Syai.g_01461
OG0000154	Prbe.g_01389	Syai.g_01434
OG0000155	Prbe.g_01528	Syai.g_02109
OG0000156	Prbe.g_00904	Syai.g_02162
OG0000157	Prbe.g_00903	Syai.g_02163
OG0000158	Prbe.g_00792	Syai.g_00135
OG0000160	Prbe.g_00310	Syai.g_00952
OG0000161	Prbe.g_00304	Syai.g_00946
OG0000162	Prbe.g_00298	Syai.g_00939
OG0000163	Prbe.g_00259	Syai.g_02300
OG0000164	Prbe.g_00961	Syai.g_02411
OG0000165	Prbe.g_00954	Syai.g_02244
OG0000166	Prbe.g_01083	Syai.g_00364
OG0000167	Prbe.g_00802	Syai.g_00164
OG0000168	Prbe.g_00791	Syai.g_00134
OG0000169	Prbe.g_00781	Syai.g_00123
OG0000170	Prbe.g_00778	Syai.g_00116
OG0000171	Prbe.g_00758	Syai.g_00090
OG0000172	Prbe.g_00751	Syai.g_00083
OG0000173	Prbe.g_01143	Syai.g_00064
OG0000174	Prbe.g_01173	Syai.g_02828
OG0000175	Prbe.g_01186	Syai.g_02901
OG0000176	Prbe.g_01069	Syai.g_00004
OG0000177	Prbe.g_01070	Syai.g_00005
OG0000178	Prbe.g_01071	Syai.g_00006
OG0000179	Prbe.g_00116	Syai.g_00023
OG0000180	Prbe.g_00117	Syai.g_00024
OG0000181	Prbe.g_00118	Syai.g_00025
OG0000182	Prbe.g_00119	Syai.g_00026
OG0000183	Prbe.g_00123	Syai.g_00030
OG0000184	Prbe.g_00149	Syai.g_02756
OG0000185	Prbe.g_00152	Syai.g_02734
OG0000186	Prbe.g_00168	Syai.g_02469
OG0000187	Prbe.g_00169	Syai.g_02471
OG0000188	Prbe.g_00186	Syai.g_00696, Syai.g_02494
OG0000189	Prbe.g_01636	Syai.g_02530
OG0000190	Prbe.g_01638	Syai.g_02532
OG0000191	Prbe.g_01661	Syai.g_02562
OG0000192	Prbe.g_01666	Syai.g_02569
OG0000193	Prbe.g_01693	Syai.g_02609
OG0000194	Prbe.g_01696	Syai.g_02612
OG0000195	Prbe.g_01698	Syai.g_02614
OG0000196	Prbe.g_01709	Syai.g_02625
OG0000197	Prbe.g_01710	Syai.g_02626
OG0000198	Prbe.g_01711	Syai.g_02627
OG0000199	Prbe.g_01718	Syai.g_02635
OG0000200	Prbe.g_01732	Syai.g_02651
OG0000201	Prbe.g_01741	Syai.g_02667
OG0000202	Prbe.g_01742	Syai.g_02668
OG0000203	Prbe.g_01743	Syai.g_02669
OG0000204	Prbe.g_01744	Syai.g_02670
OG0000205	Prbe.g_01751	Syai.g_02677
OG0000206	Prbe.g_01756	Syai.g_02684
OG0000207	Prbe.g_01759	Syai.g_02686
OG0000208	Prbe.g_01760	Syai.g_02687
OG0000209	Prbe.g_01769	Syai.g_02699
OG0000210	Prbe.g_01770	Syai.g_02700
OG0000211	Prbe.g_01785	Syai.g_00533
OG0000212	Prbe.g_01793	Syai.g_00544
OG0000213	Prbe.g_01811	Syai.g_00292
OG0000214	Prbe.g_01821	Syai.g_00276
OG0000215	Prbe.g_01848	Syai.g_00245
OG0000216	Prbe.g_01849	Syai.g_00241
OG0000217	Prbe.g_01852	Syai.g_00237
OG0000218	Prbe.g_01854	Syai.g_00235
OG0000219	Prbe.g_01855	Syai.g_00234
OG0000220	Prbe.g_01856	Syai.g_00233
OG0000221	Prbe.g_01857	Syai.g_00227
OG0000222	Prbe.g_01864	Syai.g_00215
OG0000223	Prbe.g_01876	Syai.g_00194
OG0000224	Prbe.g_01878	Syai.g_00186
OG0000225	Prbe.g_01904	Syai.g_00502
OG0000226	Prbe.g_01908	Syai.g_00506
OG0000227	Prbe.g_01910	Syai.g_00508
OG0000228	Prbe.g_01914	Syai.g_00516
OG0000229	Prbe.g_01934	Syai.g_02228
OG0000230	Prbe.g_01936	Syai.g_02226
OG0000231	Prbe.g_01947	Syai.g_02208
OG0000232	Prbe.g_00672	Syai.g_00846
OG0000233	Prbe.g_00666	Syai.g_00855
OG0000234	Prbe.g_00657	Syai.g_00866
OG0000235	Prbe.g_00654	Syai.g_00637
OG0000236	Prbe.g_00640	Syai.g_00652
OG0000237	Prbe.g_00627	Syai.g_00669
OG0000238	Prbe.g_00621	Syai.g_00674
OG0000239	Prbe.g_00610	Syai.g_00691
OG0000240	Prbe.g_00609	Syai.g_00692
OG0000241	Prbe.g_00605	Syai.g_01085, Syai.g_01089
OG0000242	Prbe.g_00603	Syai.g_00705
OG0000243	Prbe.g_00592	Syai.g_00726
OG0000244	Prbe.g_00589	Syai.g_00731
OG0000245	Prbe.g_00587	Syai.g_00733
OG0000246	Prbe.g_00583	Syai.g_00737
OG0000247	Prbe.g_00573	Syai.g_00748
OG0000248	Prbe.g_00570	Syai.g_00751
OG0000249	Prbe.g_00568	Syai.g_00753
OG0000250	Prbe.g_00563	Syai.g_00762
OG0000251	Prbe.g_00543	Syai.g_00789
OG0000252	Prbe.g_00540	Syai.g_00797
OG0000253	Prbe.g_00539	Syai.g_00798
OG0000254	Prbe.g_00522	Syai.g_01045
OG0000255	Prbe.g_00516	Syai.g_01061
OG0000256	Prbe.g_00506	Syai.g_01077
OG0000257	Prbe.g_01490	Syai.g_01084
OG0000258	Prbe.g_01476	Syai.g_01113
OG0000259	Prbe.g_01459	Syai.g_01229
OG0000260	Prbe.g_01456	Syai.g_01232
OG0000261	Prbe.g_01453	Syai.g_01235
OG0000262	Prbe.g_01449	Syai.g_01240
OG0000263	Prbe.g_00455	Syai.g_01776
OG0000264	Prbe.g_00466	Syai.g_01962
OG0000265	Prbe.g_01214	Syai.g_02245
OG0000266	Prbe.g_01430	Syai.g_01401
OG0000267	Prbe.g_01418	Syai.g_01569
OG0000268	Prbe.g_01417	Syai.g_01568
OG0000269	Prbe.g_01217	Syai.g_01316
OG0000270	Prbe.g_01220	Syai.g_01319
OG0000271	Prbe.g_01228	Syai.g_01327
OG0000272	Prbe.g_01229	Syai.g_01328
OG0000273	Prbe.g_01253	Syai.g_02037
OG0000274	Prbe.g_01254	Syai.g_02038
OG0000275	Prbe.g_01257	Syai.g_02043
OG0000276	Prbe.g_01263	Syai.g_02051
OG0000277	Prbe.g_01264	Syai.g_02052
OG0000278	Prbe.g_01267	Syai.g_02055
OG0000279	Prbe.g_01274	Syai.g_02063
OG0000280	Prbe.g_01275	Syai.g_02084
OG0000281	Prbe.g_01282	Syai.g_01719
OG0000282	Prbe.g_00419	Syai.g_01263
OG0000283	Prbe.g_01326	Syai.g_01554
OG0000284	Prbe.g_01331	Syai.g_01548
OG0000285	Prbe.g_01336	Syai.g_01522
OG0000286	Prbe.g_01349	Syai.g_01504
OG0000287	Prbe.g_01615	Syai.g_01469
OG0000288	Prbe.g_01388	Syai.g_01435
OG0000289	Prbe.g_01404	Syai.g_01421
OG0000290	Prbe.g_01300	Syai.g_02010
OG0000291	Prbe.g_01298	Syai.g_02008
OG0000292	Prbe.g_01594	Syai.g_02926
OG0000293	Prbe.g_01559	Syai.g_02155
OG0000294	Prbe.g_01558	Syai.g_02154
OG0000295	Prbe.g_01535	Syai.g_02117
OG0000296	Prbe.g_01533	Syai.g_02115
OG0000297	Prbe.g_01524	Syai.g_01754
OG0000298	Prbe.g_01523	Syai.g_01755
OG0000299	Prbe.g_01504	Syai.g_01783
OG0000300	Prbe.g_01501	Syai.g_01790
OG0000301	Prbe.g_01500	Syai.g_01791
OG0000302	Prbe.g_01498	Syai.g_01793
OG0000303	Prbe.g_01492	Syai.g_01802
OG0000304	Prbe.g_00501	Syai.g_01826
OG0000305	Prbe.g_01592	Syai.g_02005
OG0000306	Prbe.g_01286	Syai.g_02090
OG0000307	Prbe.g_00364	Syai.g_00619
OG0000308	Prbe.g_00363	Syai.g_00617
OG0000309	Prbe.g_00359	Syai.g_00612
OG0000310	Prbe.g_00325	Syai.g_00989
OG0000311	Prbe.g_00323	Syai.g_00985
OG0000312	Prbe.g_00320	Syai.g_00966
OG0000313	Prbe.g_00307	Syai.g_00949
OG0000314	Prbe.g_00284	Syai.g_00908
OG0000315	Prbe.g_00274	Syai.g_00897
OG0000316	Prbe.g_00249	Syai.g_02320, Syai.g_02322
OG0000317	Prbe.g_00988	Syai.g_02373
OG0000318	Prbe.g_00984	Syai.g_02379
OG0000319	Prbe.g_00971	Syai.g_02395
OG0000320	Prbe.g_00969	Syai.g_02397
OG0000321	Prbe.g_00968	Syai.g_02398
OG0000322	Prbe.g_00967	Syai.g_02399
OG0000323	Prbe.g_00958	Syai.g_02413
OG0000324	Prbe.g_00931	Syai.g_02272
OG0000325	Prbe.g_00920	Syai.g_00320
OG0000326	Prbe.g_01109	Syai.g_00327
OG0000327	Prbe.g_01088	Syai.g_00359
OG0000328	Prbe.g_01087	Syai.g_00360
OG0000329	Prbe.g_00860	Syai.g_00378
OG0000330	Prbe.g_00859	Syai.g_00379
OG0000331	Prbe.g_00858	Syai.g_00380
OG0000332	Prbe.g_00844	Syai.g_00395
OG0000333	Prbe.g_00842	Syai.g_00398
OG0000334	Prbe.g_00833	Syai.g_00407
OG0000335	Prbe.g_00828	Syai.g_00412
OG0000336	Prbe.g_00824	Syai.g_00416
OG0000337	Prbe.g_00806	Syai.g_00169
OG0000338	Prbe.g_00805	Syai.g_00166
OG0000339	Prbe.g_00799	Syai.g_00160
OG0000340	Prbe.g_00790	Syai.g_00133
OG0000341	Prbe.g_00788	Syai.g_00131
OG0000342	Prbe.g_00787	Syai.g_00130
OG0000343	Prbe.g_00786	Syai.g_00129
OG0000344	Prbe.g_00783	Syai.g_00125
OG0000345	Prbe.g_00777	Syai.g_00115
OG0000346	Prbe.g_00773	Syai.g_00110
OG0000347	Prbe.g_00746	Syai.g_00087
OG0000348	Prbe.g_00754	Syai.g_00076
OG0000349	Prbe.g_01149	Syai.g_00057
OG0000350	Prbe.g_00709	Syai.g_00334
OG0000351	Prbe.g_01189	Syai.g_02904
OG0000352	Prbe.g_01190	Syai.g_02905
OG0000353	Prbe.g_01064	Syai.g_02932
OG0000355	Prbe.g_01066	Syai.g_00001
OG0000356	Prbe.g_01067	Syai.g_00002
OG0000357	Prbe.g_01068	Syai.g_00003
OG0000358	Prbe.g_01072	Syai.g_00007
OG0000359	Prbe.g_01073	Syai.g_00009
OG0000360	Prbe.g_01074	Syai.g_00010
OG0000361	Prbe.g_01075	Syai.g_00011
OG0000362	Prbe.g_01077	Syai.g_00013
OG0000363	Prbe.g_00114	Syai.g_00015
OG0000364	Prbe.g_00115	Syai.g_00016
OG0000365	Prbe.g_00120	Syai.g_00027
OG0000366	Prbe.g_00121	Syai.g_00028
OG0000367	Prbe.g_00122	Syai.g_00029
OG0000368	Prbe.g_00124	Syai.g_00031
OG0000369	Prbe.g_00125	Syai.g_00032
OG0000370	Prbe.g_00126	Syai.g_00033
OG0000371	Prbe.g_00133	Syai.g_00041
OG0000372	Prbe.g_00136	Syai.g_00047
OG0000373	Prbe.g_00137	Syai.g_00048
OG0000374	Prbe.g_00138	Syai.g_00049
OG0000375	Prbe.g_00140	Syai.g_00053
OG0000376	Prbe.g_00142	Syai.g_00055
OG0000377	Prbe.g_00146	Syai.g_02769
OG0000378	Prbe.g_00150	Syai.g_02751
OG0000379	Prbe.g_00153	Syai.g_02733
OG0000380	Prbe.g_00170	Syai.g_02472
OG0000381	Prbe.g_00175	Syai.g_02475
OG0000382	Prbe.g_00185	Syai.g_02493
OG0000383	Prbe.g_00187	Syai.g_02498
OG0000384	Prbe.g_00188	Syai.g_02499
OG0000385	Prbe.g_00189	Syai.g_02500
OG0000386	Prbe.g_00190	Syai.g_02501
OG0000387	Prbe.g_01640	Syai.g_02534
OG0000388	Prbe.g_01644	Syai.g_02538
OG0000389	Prbe.g_01647	Syai.g_02542
OG0000390	Prbe.g_01657	Syai.g_02556
OG0000391	Prbe.g_01660	Syai.g_02561
OG0000392	Prbe.g_01664	Syai.g_02568
OG0000393	Prbe.g_01667	Syai.g_02570
OG0000394	Prbe.g_01668	Syai.g_02571
OG0000395	Prbe.g_01669	Syai.g_02572
OG0000396	Prbe.g_01671	Syai.g_02575
OG0000397	Prbe.g_01673	Syai.g_02577
OG0000398	Prbe.g_01676	Syai.g_02582
OG0000399	Prbe.g_01677	Syai.g_02583
OG0000400	Prbe.g_01678	Syai.g_02584
OG0000401	Prbe.g_01679	Syai.g_02585
OG0000402	Prbe.g_01412	Syai.g_02588
OG0000403	Prbe.g_01681	Syai.g_02589
OG0000404	Prbe.g_01682	Syai.g_02590
OG0000405	Prbe.g_01686	Syai.g_02606
OG0000406	Prbe.g_01694	Syai.g_02610
OG0000407	Prbe.g_01695	Syai.g_02611
OG0000408	Prbe.g_01697	Syai.g_02613
OG0000409	Prbe.g_01699	Syai.g_02615
OG0000410	Prbe.g_01700	Syai.g_02616
OG0000411	Prbe.g_01701	Syai.g_02617
OG0000412	Prbe.g_01702	Syai.g_02618
OG0000413	Prbe.g_01704	Syai.g_02620
OG0000414	Prbe.g_01705	Syai.g_02621
OG0000415	Prbe.g_01706	Syai.g_02622
OG0000416	Prbe.g_01707	Syai.g_02623
OG0000417	Prbe.g_01708	Syai.g_02624
OG0000418	Prbe.g_01713	Syai.g_02629
OG0000419	Prbe.g_01715	Syai.g_02631
OG0000420	Prbe.g_01716	Syai.g_02633
OG0000421	Prbe.g_01721	Syai.g_02638
OG0000422	Prbe.g_01722	Syai.g_02639
OG0000423	Prbe.g_01723	Syai.g_02640
OG0000424	Prbe.g_01724	Syai.g_02641
OG0000425	Prbe.g_01725	Syai.g_02642
OG0000426	Prbe.g_01726	Syai.g_02643
OG0000427	Prbe.g_01727	Syai.g_02644
OG0000428	Prbe.g_01729	Syai.g_02647
OG0000429	Prbe.g_01730	Syai.g_02649
OG0000430	Prbe.g_01731	Syai.g_02650
OG0000431	Prbe.g_01733	Syai.g_02654
OG0000432	Prbe.g_01737	Syai.g_02660
OG0000433	Prbe.g_01738	Syai.g_02662
OG0000434	Prbe.g_01739	Syai.g_02663
OG0000435	Prbe.g_01740	Syai.g_02666
OG0000436	Prbe.g_01745	Syai.g_02671
OG0000437	Prbe.g_01746	Syai.g_02672
OG0000438	Prbe.g_01747	Syai.g_02673
OG0000439	Prbe.g_01749	Syai.g_02675
OG0000440	Prbe.g_01750	Syai.g_02676
OG0000441	Prbe.g_01753	Syai.g_02681
OG0000442	Prbe.g_01754	Syai.g_02682
OG0000443	Prbe.g_01755	Syai.g_02683
OG0000444	Prbe.g_01761	Syai.g_02688
OG0000445	Prbe.g_01762	Syai.g_02689
OG0000446	Prbe.g_01763	Syai.g_02690
OG0000447	Prbe.g_01764	Syai.g_02693
OG0000448	Prbe.g_01765	Syai.g_02694
OG0000449	Prbe.g_01766	Syai.g_02695
OG0000450	Prbe.g_01767	Syai.g_02696
OG0000451	Prbe.g_01768	Syai.g_02697
OG0000452	Prbe.g_01771	Syai.g_02701
OG0000453	Prbe.g_01772	Syai.g_02702
OG0000454	Prbe.g_01773	Syai.g_02703
OG0000455	Prbe.g_01774	Syai.g_02704
OG0000456	Prbe.g_01775	Syai.g_02705
OG0000457	Prbe.g_01777	Syai.g_02707
OG0000458	Prbe.g_01778	Syai.g_02708
OG0000459	Prbe.g_01779	Syai.g_02709
OG0000460	Prbe.g_01787	Syai.g_00535
OG0000461	Prbe.g_01795	Syai.g_00314
OG0000462	Prbe.g_01797	Syai.g_00311
OG0000463	Prbe.g_01798	Syai.g_00310
OG0000464	Prbe.g_01799	Syai.g_00309
OG0000465	Prbe.g_01800	Syai.g_00307
OG0000466	Prbe.g_01803	Syai.g_00303
OG0000467	Prbe.g_01804	Syai.g_00301
OG0000468	Prbe.g_01807	Syai.g_00296
OG0000469	Prbe.g_01815	Syai.g_00282
OG0000470	Prbe.g_01817	Syai.g_00280
OG0000471	Prbe.g_01818	Syai.g_00279
OG0000472	Prbe.g_01820	Syai.g_00277
OG0000473	Prbe.g_01822	Syai.g_00275
OG0000474	Prbe.g_01823	Syai.g_00274
OG0000475	Prbe.g_01824	Syai.g_00273
OG0000476	Prbe.g_01826	Syai.g_00271
OG0000477	Prbe.g_01829	Syai.g_00265
OG0000478	Prbe.g_01830	Syai.g_00264
OG0000479	Prbe.g_01831	Syai.g_00263
OG0000480	Prbe.g_01836	Syai.g_00256
OG0000481	Prbe.g_01839	Syai.g_00254
OG0000482	Prbe.g_01840	Syai.g_00253
OG0000483	Prbe.g_01843	Syai.g_00249
OG0000484	Prbe.g_01844	Syai.g_00248
OG0000485	Prbe.g_01846	Syai.g_00247
OG0000486	Prbe.g_01847	Syai.g_00246
OG0000487	Prbe.g_01850	Syai.g_00240
OG0000488	Prbe.g_01853	Syai.g_00236
OG0000489	Prbe.g_01858	Syai.g_00226
OG0000490	Prbe.g_01862	Syai.g_00218
OG0000491	Prbe.g_01863	Syai.g_00217
OG0000492	Prbe.g_01865	Syai.g_00214
OG0000493	Prbe.g_01866	Syai.g_00213
OG0000494	Prbe.g_01867	Syai.g_00212
OG0000495	Prbe.g_01868	Syai.g_00211
OG0000496	Prbe.g_01869	Syai.g_00210
OG0000497	Prbe.g_01870	Syai.g_00209
OG0000498	Prbe.g_01871	Syai.g_00208
OG0000499	Prbe.g_01872	Syai.g_00207
OG0000500	Prbe.g_01873	Syai.g_00206
OG0000501	Prbe.g_01874	Syai.g_00203
OG0000502	Prbe.g_01877	Syai.g_00192
OG0000503	Prbe.g_01892	Syai.g_00486
OG0000504	Prbe.g_01894	Syai.g_00488
OG0000505	Prbe.g_01895	Syai.g_00489
OG0000506	Prbe.g_01896	Syai.g_00491
OG0000507	Prbe.g_01899	Syai.g_00497
OG0000508	Prbe.g_01903	Syai.g_00501
OG0000509	Prbe.g_01905	Syai.g_00503
OG0000510	Prbe.g_01906	Syai.g_00504
OG0000511	Prbe.g_01907	Syai.g_00505
OG0000512	Prbe.g_01909	Syai.g_00507
OG0000513	Prbe.g_01918	Syai.g_00521
OG0000514	Prbe.g_01929	Syai.g_00528
OG0000515	Prbe.g_01930	Syai.g_00529
OG0000516	Prbe.g_01931	Syai.g_02223
OG0000517	Prbe.g_01933	Syai.g_02229
OG0000518	Prbe.g_01944	Syai.g_02211
OG0000519	Prbe.g_01945	Syai.g_02210
OG0000520	Prbe.g_01946	Syai.g_02209
OG0000521	Prbe.g_00676	Syai.g_00842
OG0000522	Prbe.g_00674	Syai.g_00844
OG0000523	Prbe.g_00673	Syai.g_00845
OG0000524	Prbe.g_00668	Syai.g_00852
OG0000525	Prbe.g_00664	Syai.g_00856
OG0000526	Prbe.g_00663	Syai.g_00859
OG0000527	Prbe.g_00660	Syai.g_00863
OG0000528	Prbe.g_00655	Syai.g_00633
OG0000529	Prbe.g_00652	Syai.g_00639
OG0000530	Prbe.g_00649	Syai.g_00642
OG0000531	Prbe.g_00648	Syai.g_00643
OG0000532	Prbe.g_00646	Syai.g_00646
OG0000533	Prbe.g_00645	Syai.g_00647
OG0000534	Prbe.g_00644	Syai.g_00648
OG0000535	Prbe.g_00643	Syai.g_00649
OG0000536	Prbe.g_00642	Syai.g_00650
OG0000537	Prbe.g_00641	Syai.g_00651
OG0000538	Prbe.g_00632	Syai.g_00662
OG0000539	Prbe.g_00631	Syai.g_00663
OG0000540	Prbe.g_00630	Syai.g_00664
OG0000541	Prbe.g_00629	Syai.g_00665
OG0000542	Prbe.g_00628	Syai.g_00668
OG0000543	Prbe.g_00626	Syai.g_00670
OG0000544	Prbe.g_00625	Syai.g_00671
OG0000545	Prbe.g_00623	Syai.g_00673
OG0000546	Prbe.g_00620	Syai.g_00675
OG0000547	Prbe.g_00618	Syai.g_00677
OG0000548	Prbe.g_00617	Syai.g_00678
OG0000549	Prbe.g_00615	Syai.g_00684
OG0000550	Prbe.g_00611	Syai.g_00689
OG0000551	Prbe.g_00608	Syai.g_00694
OG0000552	Prbe.g_00607	Syai.g_00695
OG0000553	Prbe.g_00606	Syai.g_00698
OG0000554	Prbe.g_00601	Syai.g_00708
