Orthogroup	Prbe	Syam
OG0000191	Prbe.g_01661	Syam.g_02142
OG0000192	Prbe.g_01666	Syam.g_02148
OG0000193	Prbe.g_01693	Syam.g_02192
OG0000194	Prbe.g_01696	Syam.g_02195
OG0000195	Prbe.g_01698	Syam.g_02197
OG0000196	Prbe.g_01709	Syam.g_02208
OG0000197	Prbe.g_01710	Syam.g_02209
OG0000198	Prbe.g_01711	Syam.g_02210
OG0000199	Prbe.g_01718	Syam.g_02218
OG0000200	Prbe.g_01732	Syam.g_02234
OG0000201	Prbe.g_01741	Syam.g_02248
OG0000202	Prbe.g_01742	Syam.g_02249
OG0000203	Prbe.g_01743	Syam.g_02250
OG0000204	Prbe.g_01744	Syam.g_02251
OG0000205	Prbe.g_01751	Syam.g_02258
OG0000206	Prbe.g_01756	Syam.g_02264
OG0000207	Prbe.g_01759	Syam.g_02266
OG0000208	Prbe.g_01760	Syam.g_02267
OG0000209	Prbe.g_01769	Syam.g_02278
OG0000210	Prbe.g_01770	Syam.g_02279
OG0000211	Prbe.g_01785	Syam.g_00504
OG0000212	Prbe.g_01793	Syam.g_00515
OG0000213	Prbe.g_01811	Syam.g_00263
OG0000214	Prbe.g_01821	Syam.g_00247
OG0000215	Prbe.g_01848	Syam.g_00216
OG0000216	Prbe.g_01849	Syam.g_00212
OG0000217	Prbe.g_01852	Syam.g_00208
OG0000218	Prbe.g_01854	Syam.g_00206
OG0000219	Prbe.g_01855	Syam.g_00205
OG0000220	Prbe.g_01856	Syam.g_00204
OG0000221	Prbe.g_01857	Syam.g_00198
OG0000222	Prbe.g_01864	Syam.g_00186
OG0000223	Prbe.g_01876	Syam.g_00168
OG0000224	Prbe.g_01878	Syam.g_00164
OG0000225	Prbe.g_01904	Syam.g_00473
OG0000226	Prbe.g_01908	Syam.g_00477
OG0000227	Prbe.g_01910	Syam.g_00479
OG0000228	Prbe.g_01914	Syam.g_00488
OG0000229	Prbe.g_01934	Syam.g_01867
OG0000230	Prbe.g_01936	Syam.g_01865
OG0000231	Prbe.g_01947	Syam.g_01848
OG0000232	Prbe.g_00672	Syam.g_01692
OG0000233	Prbe.g_00666	Syam.g_01678
OG0000234	Prbe.g_00657	Syam.g_01667
OG0000235	Prbe.g_00654	Syam.g_00582
OG0000236	Prbe.g_00640	Syam.g_00597
OG0000237	Prbe.g_00627	Syam.g_00614
OG0000238	Prbe.g_00621	Syam.g_00619
OG0000239	Prbe.g_00610	Syam.g_00637
OG0000240	Prbe.g_00609	Syam.g_00638
OG0000241	Prbe.g_00605	Syam.g_01477
OG0000242	Prbe.g_00603	Syam.g_00649
OG0000243	Prbe.g_00592	Syam.g_00668
OG0000244	Prbe.g_00589	Syam.g_00674
OG0000245	Prbe.g_00587	Syam.g_00676
OG0000246	Prbe.g_00583	Syam.g_00680
OG0000247	Prbe.g_00573	Syam.g_00692
OG0000248	Prbe.g_00570	Syam.g_00695
OG0000249	Prbe.g_00568	Syam.g_00697
OG0000250	Prbe.g_00563	Syam.g_01747
OG0000251	Prbe.g_00543	Syam.g_01722
OG0000252	Prbe.g_00540	Syam.g_01719
OG0000253	Prbe.g_00539	Syam.g_01718
OG0000254	Prbe.g_00522	Syam.g_01510
OG0000255	Prbe.g_00516	Syam.g_01500
OG0000256	Prbe.g_00506	Syam.g_01484
OG0000257	Prbe.g_01490	Syam.g_01478
OG0000258	Prbe.g_01476	Syam.g_01459
OG0000259	Prbe.g_01459	Syam.g_01378
OG0000260	Prbe.g_01456	Syam.g_01375
OG0000261	Prbe.g_01453	Syam.g_01372
OG0000262	Prbe.g_01449	Syam.g_01367
OG0000263	Prbe.g_00455	Syam.g_00885
OG0000264	Prbe.g_00466	Syam.g_00805
OG0000265	Prbe.g_01214	Syam.g_01880
OG0000266	Prbe.g_01430	Syam.g_01234
OG0000267	Prbe.g_01418	Syam.g_01071
OG0000268	Prbe.g_01417	Syam.g_01072
OG0000269	Prbe.g_01217	Syam.g_01295
OG0000270	Prbe.g_01220	Syam.g_01292
OG0000271	Prbe.g_01228	Syam.g_01284
OG0000272	Prbe.g_01229	Syam.g_01283
OG0000273	Prbe.g_01253	Syam.g_00745
OG0000274	Prbe.g_01254	Syam.g_00744
OG0000275	Prbe.g_01257	Syam.g_00741
OG0000276	Prbe.g_01263	Syam.g_00733
OG0000277	Prbe.g_01264	Syam.g_00732
OG0000278	Prbe.g_01267	Syam.g_00729
OG0000279	Prbe.g_01274	Syam.g_00721
OG0000280	Prbe.g_01275	Syam.g_00701
OG0000281	Prbe.g_01282	Syam.g_00943
OG0000282	Prbe.g_00419	Syam.g_01347
OG0000283	Prbe.g_01326	Syam.g_01087
OG0000284	Prbe.g_01331	Syam.g_01093
OG0000285	Prbe.g_01336	Syam.g_01105
OG0000286	Prbe.g_01349	Syam.g_01123
OG0000287	Prbe.g_01615	Syam.g_01153
OG0000288	Prbe.g_01388	Syam.g_01186
OG0000289	Prbe.g_01404	Syam.g_01201
OG0000290	Prbe.g_01300	Syam.g_00771
OG0000291	Prbe.g_01298	Syam.g_00773
OG0000292	Prbe.g_01594	Syam.g_02439
OG0000293	Prbe.g_01559	Syam.g_01806
OG0000294	Prbe.g_01558	Syam.g_01805
OG0000295	Prbe.g_01535	Syam.g_01771
OG0000296	Prbe.g_01533	Syam.g_01769
OG0000297	Prbe.g_01524	Syam.g_00906
OG0000298	Prbe.g_01523	Syam.g_00905
OG0000299	Prbe.g_01504	Syam.g_00878
OG0000300	Prbe.g_01501	Syam.g_00871
OG0000301	Prbe.g_01500	Syam.g_00870
OG0000302	Prbe.g_01498	Syam.g_00868
OG0000303	Prbe.g_01492	Syam.g_00859
OG0000304	Prbe.g_00501	Syam.g_00853
OG0000305	Prbe.g_01592	Syam.g_00776
OG0000306	Prbe.g_01286	Syam.g_01757
OG0000307	Prbe.g_00364	Syam.g_00566
OG0000308	Prbe.g_00363	Syam.g_00564
OG0000309	Prbe.g_00359	Syam.g_00559
OG0000310	Prbe.g_00325	Syam.g_01591
OG0000311	Prbe.g_00323	Syam.g_01595
OG0000312	Prbe.g_00320	Syam.g_01601
OG0000313	Prbe.g_00307	Syam.g_01617
OG0000314	Prbe.g_00284	Syam.g_01647
OG0000315	Prbe.g_00274	Syam.g_01658
OG0000316	Prbe.g_00249	Syam.g_01945
OG0000317	Prbe.g_00988	Syam.g_01987
OG0000318	Prbe.g_00984	Syam.g_01991
OG0000319	Prbe.g_00971	Syam.g_02006
OG0000320	Prbe.g_00969	Syam.g_02008
OG0000321	Prbe.g_00968	Syam.g_02009
OG0000322	Prbe.g_00967	Syam.g_02010
OG0000323	Prbe.g_00958	Syam.g_02025
OG0000324	Prbe.g_00931	Syam.g_01906
OG0000325	Prbe.g_00920	Syam.g_00289
OG0000326	Prbe.g_01109	Syam.g_00296
OG0000327	Prbe.g_01088	Syam.g_00325
OG0000328	Prbe.g_01087	Syam.g_00326
OG0000329	Prbe.g_00860	Syam.g_00344
OG0000330	Prbe.g_00859	Syam.g_00345
OG0000331	Prbe.g_00858	Syam.g_00346
OG0000332	Prbe.g_00844	Syam.g_00361
OG0000333	Prbe.g_00842	Syam.g_00364
OG0000334	Prbe.g_00833	Syam.g_00375
OG0000335	Prbe.g_00828	Syam.g_00380
OG0000336	Prbe.g_00824	Syam.g_00384
OG0000337	Prbe.g_00806	Syam.g_00155
OG0000338	Prbe.g_00805	Syam.g_00153
OG0000339	Prbe.g_00799	Syam.g_00147
OG0000340	Prbe.g_00790	Syam.g_00137
OG0000341	Prbe.g_00788	Syam.g_00135
OG0000342	Prbe.g_00787	Syam.g_00134
OG0000343	Prbe.g_00786	Syam.g_00133
OG0000344	Prbe.g_00783	Syam.g_00129
OG0000345	Prbe.g_00777	Syam.g_00119
OG0000346	Prbe.g_00773	Syam.g_00114
OG0000347	Prbe.g_00746	Syam.g_00083
OG0000348	Prbe.g_00754	Syam.g_00068
OG0000349	Prbe.g_01149	Syam.g_00050
OG0000350	Prbe.g_00709	Syam.g_00303
OG0000351	Prbe.g_01189	Syam.g_02420
OG0000352	Prbe.g_01190	Syam.g_02421
OG0000353	Prbe.g_01064	Syam.g_02445
OG0000355	Prbe.g_01066	Syam.g_00001
OG0000356	Prbe.g_01067	Syam.g_00002
OG0000357	Prbe.g_01068	Syam.g_00003
OG0000358	Prbe.g_01072	Syam.g_00007
OG0000359	Prbe.g_01073	Syam.g_00009
OG0000360	Prbe.g_01074	Syam.g_00010
OG0000361	Prbe.g_01075	Syam.g_00011
OG0000362	Prbe.g_01077	Syam.g_00013
OG0000363	Prbe.g_00114	Syam.g_00015
OG0000364	Prbe.g_00115	Syam.g_00016
OG0000365	Prbe.g_00120	Syam.g_00025
OG0000366	Prbe.g_00121	Syam.g_00026
OG0000367	Prbe.g_00122	Syam.g_00027
OG0000368	Prbe.g_00124	Syam.g_00029
OG0000369	Prbe.g_00125	Syam.g_00030
OG0000370	Prbe.g_00126	Syam.g_00031
OG0000371	Prbe.g_00133	Syam.g_00038
OG0000372	Prbe.g_00136	Syam.g_00043
OG0000373	Prbe.g_00137	Syam.g_00044
OG0000374	Prbe.g_00138	Syam.g_00045
OG0000375	Prbe.g_00140	Syam.g_00046
OG0000376	Prbe.g_00142	Syam.g_00048
OG0000377	Prbe.g_00146	Syam.g_02306
OG0000378	Prbe.g_00150	Syam.g_02297
OG0000379	Prbe.g_00153	Syam.g_02294
OG0000380	Prbe.g_00170	Syam.g_02060
OG0000381	Prbe.g_00175	Syam.g_02063
OG0000382	Prbe.g_00185	Syam.g_02080
OG0000383	Prbe.g_00187	Syam.g_02083
OG0000384	Prbe.g_00188	Syam.g_02084
OG0000385	Prbe.g_00189	Syam.g_02085
OG0000386	Prbe.g_00190	Syam.g_02086
OG0000387	Prbe.g_01640	Syam.g_02112
OG0000388	Prbe.g_01644	Syam.g_02116
OG0000389	Prbe.g_01647	Syam.g_02120
OG0000390	Prbe.g_01657	Syam.g_02136
OG0000391	Prbe.g_01660	Syam.g_02141
OG0000392	Prbe.g_01664	Syam.g_02147
OG0000393	Prbe.g_01667	Syam.g_02149
OG0000394	Prbe.g_01668	Syam.g_02150
OG0000395	Prbe.g_01669	Syam.g_02151
OG0000396	Prbe.g_01671	Syam.g_02153
OG0000397	Prbe.g_01673	Syam.g_02160
OG0000398	Prbe.g_01676	Syam.g_02165
OG0000399	Prbe.g_01677	Syam.g_02166
OG0000400	Prbe.g_01678	Syam.g_02167
OG0000401	Prbe.g_01679	Syam.g_02168
OG0000402	Prbe.g_01412	Syam.g_02171
OG0000403	Prbe.g_01681	Syam.g_02172
OG0000404	Prbe.g_01682	Syam.g_02173
OG0000405	Prbe.g_01686	Syam.g_02189
OG0000406	Prbe.g_01694	Syam.g_02193
OG0000407	Prbe.g_01695	Syam.g_02194
OG0000408	Prbe.g_01697	Syam.g_02196
OG0000409	Prbe.g_01699	Syam.g_02198
OG0000410	Prbe.g_01700	Syam.g_02199
OG0000411	Prbe.g_01701	Syam.g_02200
OG0000412	Prbe.g_01702	Syam.g_02201
OG0000413	Prbe.g_01704	Syam.g_02203
OG0000414	Prbe.g_01705	Syam.g_02204
OG0000415	Prbe.g_01706	Syam.g_02205
OG0000416	Prbe.g_01707	Syam.g_02206
OG0000417	Prbe.g_01708	Syam.g_02207
OG0000418	Prbe.g_01713	Syam.g_02212
OG0000419	Prbe.g_01715	Syam.g_02214
OG0000420	Prbe.g_01716	Syam.g_02216
OG0000421	Prbe.g_01721	Syam.g_02221
OG0000422	Prbe.g_01722	Syam.g_02222
OG0000423	Prbe.g_01723	Syam.g_02223
OG0000424	Prbe.g_01724	Syam.g_02224
OG0000425	Prbe.g_01725	Syam.g_02225
OG0000426	Prbe.g_01726	Syam.g_02226
OG0000427	Prbe.g_01727	Syam.g_02227
OG0000428	Prbe.g_01729	Syam.g_02230
OG0000429	Prbe.g_01730	Syam.g_02232
OG0000430	Prbe.g_01731	Syam.g_02233
OG0000431	Prbe.g_01733	Syam.g_02237
OG0000432	Prbe.g_01737	Syam.g_02243
OG0000433	Prbe.g_01738	Syam.g_02244
OG0000434	Prbe.g_01739	Syam.g_02245
OG0000435	Prbe.g_01740	Syam.g_02246
OG0000436	Prbe.g_01745	Syam.g_02252
OG0000437	Prbe.g_01746	Syam.g_02253
OG0000438	Prbe.g_01747	Syam.g_02254
OG0000439	Prbe.g_01749	Syam.g_02256
OG0000440	Prbe.g_01750	Syam.g_02257
OG0000441	Prbe.g_01753	Syam.g_02261
OG0000442	Prbe.g_01754	Syam.g_02262
OG0000443	Prbe.g_01755	Syam.g_02263
OG0000444	Prbe.g_01761	Syam.g_02268
OG0000445	Prbe.g_01762	Syam.g_02269
OG0000446	Prbe.g_01763	Syam.g_02270
OG0000447	Prbe.g_01764	Syam.g_02272
OG0000448	Prbe.g_01765	Syam.g_02273
OG0000449	Prbe.g_01766	Syam.g_02274
OG0000450	Prbe.g_01767	Syam.g_02275
OG0000451	Prbe.g_01768	Syam.g_02276
OG0000452	Prbe.g_01771	Syam.g_02280
OG0000453	Prbe.g_01772	Syam.g_02281
OG0000454	Prbe.g_01773	Syam.g_02282
OG0000455	Prbe.g_01774	Syam.g_02283
OG0000456	Prbe.g_01775	Syam.g_02284
OG0000457	Prbe.g_01777	Syam.g_02286
OG0000458	Prbe.g_01778	Syam.g_02287
OG0000459	Prbe.g_01779	Syam.g_02288
OG0000460	Prbe.g_01787	Syam.g_00506
OG0000461	Prbe.g_01795	Syam.g_00284
OG0000462	Prbe.g_01797	Syam.g_00281
OG0000463	Prbe.g_01798	Syam.g_00280
OG0000464	Prbe.g_01799	Syam.g_00279
OG0000465	Prbe.g_01800	Syam.g_00277
OG0000466	Prbe.g_01803	Syam.g_00273
OG0000467	Prbe.g_01804	Syam.g_00271
OG0000468	Prbe.g_01807	Syam.g_00266
OG0000469	Prbe.g_01815	Syam.g_00253
OG0000470	Prbe.g_01817	Syam.g_00251
OG0000471	Prbe.g_01818	Syam.g_00250
OG0000472	Prbe.g_01820	Syam.g_00248
OG0000473	Prbe.g_01822	Syam.g_00246
OG0000474	Prbe.g_01823	Syam.g_00245
OG0000475	Prbe.g_01824	Syam.g_00244
OG0000476	Prbe.g_01826	Syam.g_00242
OG0000477	Prbe.g_01829	Syam.g_00236
OG0000478	Prbe.g_01830	Syam.g_00235
OG0000479	Prbe.g_01831	Syam.g_00234
OG0000480	Prbe.g_01836	Syam.g_00227
OG0000481	Prbe.g_01839	Syam.g_00225
OG0000482	Prbe.g_01840	Syam.g_00224
OG0000483	Prbe.g_01843	Syam.g_00220
OG0000484	Prbe.g_01844	Syam.g_00219
OG0000485	Prbe.g_01846	Syam.g_00218
OG0000486	Prbe.g_01847	Syam.g_00217
OG0000487	Prbe.g_01850	Syam.g_00211
OG0000488	Prbe.g_01853	Syam.g_00207
OG0000489	Prbe.g_01858	Syam.g_00197
OG0000490	Prbe.g_01862	Syam.g_00189
OG0000491	Prbe.g_01863	Syam.g_00187
OG0000492	Prbe.g_01865	Syam.g_00185
OG0000493	Prbe.g_01866	Syam.g_00184
OG0000494	Prbe.g_01867	Syam.g_00183
OG0000495	Prbe.g_01868	Syam.g_00182
OG0000496	Prbe.g_01869	Syam.g_00181
OG0000497	Prbe.g_01870	Syam.g_00180
OG0000498	Prbe.g_01871	Syam.g_00179
OG0000499	Prbe.g_01872	Syam.g_00178
OG0000500	Prbe.g_01873	Syam.g_00177
OG0000501	Prbe.g_01874	Syam.g_00174
OG0000502	Prbe.g_01877	Syam.g_00165
OG0000503	Prbe.g_01892	Syam.g_00457
OG0000504	Prbe.g_01894	Syam.g_00459
OG0000505	Prbe.g_01895	Syam.g_00460
OG0000506	Prbe.g_01896	Syam.g_00462
OG0000507	Prbe.g_01899	Syam.g_00468
OG0000508	Prbe.g_01903	Syam.g_00472
OG0000509	Prbe.g_01905	Syam.g_00474
OG0000510	Prbe.g_01906	Syam.g_00475
OG0000511	Prbe.g_01907	Syam.g_00476
OG0000512	Prbe.g_01909	Syam.g_00478
OG0000513	Prbe.g_01918	Syam.g_00493
OG0000514	Prbe.g_01929	Syam.g_00499
OG0000515	Prbe.g_01930	Syam.g_00500
OG0000516	Prbe.g_01931	Syam.g_01862
OG0000517	Prbe.g_01933	Syam.g_01868
OG0000518	Prbe.g_01944	Syam.g_01851
OG0000519	Prbe.g_01945	Syam.g_01850
OG0000520	Prbe.g_01946	Syam.g_01849
OG0000521	Prbe.g_00676	Syam.g_01696
OG0000522	Prbe.g_00674	Syam.g_01694
OG0000523	Prbe.g_00673	Syam.g_01693
OG0000524	Prbe.g_00668	Syam.g_01681
OG0000525	Prbe.g_00664	Syam.g_01677
OG0000526	Prbe.g_00663	Syam.g_01674
OG0000527	Prbe.g_00660	Syam.g_01670
OG0000528	Prbe.g_00655	Syam.g_00580
OG0000529	Prbe.g_00652	Syam.g_00584
OG0000530	Prbe.g_00649	Syam.g_00587
OG0000531	Prbe.g_00648	Syam.g_00588
OG0000532	Prbe.g_00646	Syam.g_00591
OG0000533	Prbe.g_00645	Syam.g_00592
OG0000534	Prbe.g_00644	Syam.g_00593
OG0000535	Prbe.g_00643	Syam.g_00594
OG0000536	Prbe.g_00642	Syam.g_00595
OG0000537	Prbe.g_00641	Syam.g_00596
OG0000538	Prbe.g_00632	Syam.g_00607
OG0000539	Prbe.g_00631	Syam.g_00608
OG0000540	Prbe.g_00630	Syam.g_00609
OG0000541	Prbe.g_00629	Syam.g_00610
OG0000542	Prbe.g_00628	Syam.g_00613
OG0000543	Prbe.g_00626	Syam.g_00615
OG0000544	Prbe.g_00625	Syam.g_00616
OG0000545	Prbe.g_00623	Syam.g_00618
OG0000546	Prbe.g_00620	Syam.g_00620
OG0000547	Prbe.g_00618	Syam.g_00622
OG0000548	Prbe.g_00617	Syam.g_00623
OG0000549	Prbe.g_00615	Syam.g_00630
OG0000550	Prbe.g_00611	Syam.g_00635
OG0000551	Prbe.g_00608	Syam.g_00640
OG0000552	Prbe.g_00607	Syam.g_00641
OG0000553	Prbe.g_00606	Syam.g_00643
OG0000554	Prbe.g_00601	Syam.g_00652
OG0000555	Prbe.g_00593	Syam.g_00667
OG0000556	Prbe.g_00591	Syam.g_00670
OG0000557	Prbe.g_00590	Syam.g_00672
OG0000558	Prbe.g_00588	Syam.g_00675
