Orthogroup	Praz	Prbn
OG0000271	Praz.g_01506	Prbn.g_01540
OG0000272	Praz.g_01505	Prbn.g_01539
OG0000273	Praz.g_01482	Prbn.g_01515
OG0000274	Praz.g_01481	Prbn.g_01514
OG0000275	Praz.g_01478	Prbn.g_01511
OG0000276	Praz.g_01473	Prbn.g_01505
OG0000277	Praz.g_01472	Prbn.g_01504
OG0000278	Praz.g_01469	Prbn.g_01501
OG0000279	Praz.g_01462	Prbn.g_01494
OG0000280	Praz.g_01461	Prbn.g_01493
OG0000281	Praz.g_01456	Prbn.g_01486
OG0000282	Praz.g_01406	Prbn.g_01619
OG0000283	Praz.g_01373	Prbn.g_01442
OG0000284	Praz.g_01368	Prbn.g_01437
OG0000285	Praz.g_01363	Prbn.g_01432
OG0000286	Praz.g_01351	Prbn.g_01419
OG0000287	Praz.g_01334	Prbn.g_01123
OG0000288	Praz.g_01304	Prbn.g_01380
OG0000289	Praz.g_01292	Prbn.g_01364
OG0000290	Praz.g_01279, Praz.g_00063	Prbn.g_01468
OG0000291	Praz.g_00065	Prbn.g_01470
OG0000292	Praz.g_00114	Prbn.g_01144
OG0000293	Praz.g_00001	Prbn.g_01179
OG0000294	Praz.g_00763	Prbn.g_01180
OG0000295	Praz.g_00742	Prbn.g_01203
OG0000296	Praz.g_00740	Prbn.g_01205
OG0000297	Praz.g_00732	Prbn.g_00387
OG0000298	Praz.g_00731	Prbn.g_00388
OG0000299	Praz.g_00714	Prbn.g_00407
OG0000300	Praz.g_00711	Prbn.g_00410
OG0000301	Praz.g_00710	Prbn.g_00411
OG0000302	Praz.g_00708	Prbn.g_00413
OG0000303	Praz.g_00701	Prbn.g_00419
OG0000304	Praz.g_00697	Prbn.g_00482
OG0000305	Praz.g_01147	Prbn.g_01146
OG0000306	Praz.g_01144	Prbn.g_01482
OG0000307	Praz.g_01130	Prbn.g_00159
OG0000308	Praz.g_01129	Prbn.g_00160
OG0000309	Praz.g_01125	Prbn.g_00164
OG0000310	Praz.g_01056	Prbn.g_00198
OG0000311	Praz.g_01054	Prbn.g_00200
OG0000312	Praz.g_01051	Prbn.g_00203
OG0000313	Praz.g_01037	Prbn.g_00216
OG0000314	Praz.g_01014	Prbn.g_00239
OG0000315	Praz.g_01004	Prbn.g_00249
OG0000316	Praz.g_00984	Prbn.g_00274
OG0000317	Praz.g_00879	Prbn.g_01742
OG0000318	Praz.g_00876	Prbn.g_01746
OG0000319	Praz.g_00863	Prbn.g_01759
OG0000320	Praz.g_00861	Prbn.g_01761
OG0000321	Praz.g_00860	Prbn.g_01762
OG0000322	Praz.g_00859	Prbn.g_01763
OG0000323	Praz.g_00850	Prbn.g_01773
OG0000324	Praz.g_00824	Prbn.g_01800
OG0000325	Praz.g_00334	Prbn.g_01811
OG0000326	Praz.g_00328	Prbn.g_01818
OG0000327	Praz.g_00304	Prbn.g_01839
OG0000328	Praz.g_00303	Prbn.g_01840
OG0000329	Praz.g_00286	Prbn.g_01857
OG0000330	Praz.g_00285	Prbn.g_01858
OG0000331	Praz.g_00284	Prbn.g_01859
OG0000332	Praz.g_00270	Prbn.g_01873
OG0000333	Praz.g_00268	Prbn.g_01875
OG0000334	Praz.g_00260	Prbn.g_01884
OG0000335	Praz.g_00255	Prbn.g_01889
OG0000336	Praz.g_00251	Prbn.g_01893
OG0000337	Praz.g_00234	Prbn.g_01911
OG0000338	Praz.g_00233	Prbn.g_01912
OG0000339	Praz.g_00229	Prbn.g_01918
OG0000340	Praz.g_00221	Prbn.g_01012
OG0000341	Praz.g_00219	Prbn.g_01010
OG0000342	Praz.g_00218	Prbn.g_01009
OG0000343	Praz.g_00217	Prbn.g_01008
OG0000344	Praz.g_00214	Prbn.g_01005
OG0000345	Praz.g_00209	Prbn.g_00999
OG0000346	Praz.g_00204	Prbn.g_00995
OG0000347	Praz.g_00188	Prbn.g_00978
OG0000348	Praz.g_00178	Prbn.g_00970
OG0000349	Praz.g_00161	Prbn.g_00953
OG0000350	Praz.g_00142	Prbn.g_00798
OG0000351	Praz.g_00125	Prbn.g_00913
OG0000352	Praz.g_00124	Prbn.g_00912
OG0000353	Praz.g_00364	Prbn.g_00299
OG0000355	Praz.g_00366	Prbn.g_00301
OG0000356	Praz.g_00367	Prbn.g_00302
OG0000357	Praz.g_00368	Prbn.g_00011
OG0000358	Praz.g_00372	Prbn.g_00007
OG0000359	Praz.g_00373	Prbn.g_00006
OG0000360	Praz.g_00374	Prbn.g_00005
OG0000361	Praz.g_00375	Prbn.g_00004
OG0000362	Praz.g_00377	Prbn.g_00001
OG0000363	Praz.g_00379	Prbn.g_00768
OG0000364	Praz.g_00380	Prbn.g_00767
OG0000365	Praz.g_00385	Prbn.g_00762
OG0000366	Praz.g_00386	Prbn.g_00761
OG0000367	Praz.g_00387	Prbn.g_00760
OG0000368	Praz.g_00389	Prbn.g_00758
OG0000369	Praz.g_00390	Prbn.g_00757
OG0000370	Praz.g_00391	Prbn.g_00756
OG0000371	Praz.g_00397	Prbn.g_00749
OG0000372	Praz.g_00400	Prbn.g_00746
OG0000373	Praz.g_00401	Prbn.g_00745
OG0000374	Praz.g_00402	Prbn.g_00744
OG0000375	Praz.g_00406	Prbn.g_00742
OG0000376	Praz.g_00408	Prbn.g_00740
OG0000377	Praz.g_00411	Prbn.g_00736
OG0000378	Praz.g_00413	Prbn.g_00732
OG0000379	Praz.g_00416	Prbn.g_00729
OG0000380	Praz.g_00426	Prbn.g_00712
OG0000381	Praz.g_00430	Prbn.g_00707
OG0000382	Praz.g_00441	Prbn.g_01340
OG0000383	Praz.g_00443	Prbn.g_01338
OG0000384	Praz.g_00444	Prbn.g_01337
OG0000385	Praz.g_00445	Prbn.g_01336
OG0000386	Praz.g_00446	Prbn.g_01335
OG0000387	Praz.g_00459	Prbn.g_01321
OG0000388	Praz.g_00462	Prbn.g_01317
OG0000389	Praz.g_00466	Prbn.g_01314
OG0000390	Praz.g_00473	Prbn.g_01304
OG0000391	Praz.g_00476	Prbn.g_01301
OG0000392	Praz.g_00480	Prbn.g_01297
OG0000393	Praz.g_00482	Prbn.g_01294
OG0000394	Praz.g_00483	Prbn.g_01293
OG0000395	Praz.g_00484	Prbn.g_01292
OG0000396	Praz.g_00487	Prbn.g_01290
OG0000397	Praz.g_00489	Prbn.g_01288
OG0000398	Praz.g_00491	Prbn.g_01285
OG0000399	Praz.g_00492	Prbn.g_01284
OG0000400	Praz.g_00493	Prbn.g_01283
OG0000401	Praz.g_00494	Prbn.g_01282
OG0000402	Praz.g_00496	Prbn.g_01356
OG0000403	Praz.g_00497	Prbn.g_01280
OG0000404	Praz.g_00498	Prbn.g_01279
OG0000405	Praz.g_00502	Prbn.g_01275
OG0000406	Praz.g_00507	Prbn.g_01267
OG0000407	Praz.g_00508	Prbn.g_01266
OG0000408	Praz.g_00510	Prbn.g_01264
OG0000409	Praz.g_00512	Prbn.g_01262
OG0000410	Praz.g_00513	Prbn.g_01261
OG0000411	Praz.g_00514	Prbn.g_01260
OG0000412	Praz.g_00515	Prbn.g_01259
OG0000413	Praz.g_00516	Prbn.g_01257
OG0000414	Praz.g_00517	Prbn.g_01256
OG0000415	Praz.g_00518	Prbn.g_01255
OG0000416	Praz.g_00519	Prbn.g_01254
OG0000417	Praz.g_00520	Prbn.g_01253
OG0000418	Praz.g_00525	Prbn.g_01248
OG0000419	Praz.g_00527	Prbn.g_01246
OG0000420	Praz.g_00528	Prbn.g_01245
OG0000421	Praz.g_00533	Prbn.g_00381
OG0000422	Praz.g_00534	Prbn.g_00380
OG0000423	Praz.g_00535	Prbn.g_00379
OG0000424	Praz.g_00536	Prbn.g_00378
OG0000425	Praz.g_00537	Prbn.g_00377
OG0000426	Praz.g_00538	Prbn.g_00376
OG0000427	Praz.g_00539	Prbn.g_00375
OG0000428	Praz.g_00541	Prbn.g_00373
OG0000429	Praz.g_00542	Prbn.g_00372
OG0000430	Praz.g_00543	Prbn.g_00371
OG0000431	Praz.g_00545	Prbn.g_00369
OG0000432	Praz.g_00548	Prbn.g_00365
OG0000433	Praz.g_00549	Prbn.g_00364
OG0000434	Praz.g_00550	Prbn.g_00363
OG0000435	Praz.g_00551	Prbn.g_00362
OG0000436	Praz.g_00556	Prbn.g_00357
OG0000437	Praz.g_00557	Prbn.g_00356
OG0000438	Praz.g_00558	Prbn.g_00355
OG0000439	Praz.g_00560	Prbn.g_00353
OG0000440	Praz.g_00561	Prbn.g_00352
OG0000441	Praz.g_00564	Prbn.g_00349
OG0000442	Praz.g_00565	Prbn.g_00348
OG0000443	Praz.g_00566	Prbn.g_00347
OG0000444	Praz.g_00571	Prbn.g_00341
OG0000445	Praz.g_00572	Prbn.g_00340
OG0000446	Praz.g_00573	Prbn.g_00339
OG0000447	Praz.g_00574	Prbn.g_00338
OG0000448	Praz.g_00575	Prbn.g_00337
OG0000449	Praz.g_00576	Prbn.g_00336
OG0000450	Praz.g_00577	Prbn.g_00335
OG0000451	Praz.g_00578	Prbn.g_00334
OG0000452	Praz.g_00581	Prbn.g_00331
OG0000453	Praz.g_00582	Prbn.g_00330
OG0000454	Praz.g_00583	Prbn.g_00329
OG0000455	Praz.g_00584	Prbn.g_00328
OG0000456	Praz.g_00585	Prbn.g_00327
OG0000457	Praz.g_00586	Prbn.g_00325
OG0000458	Praz.g_00587	Prbn.g_00324
OG0000459	Praz.g_00588	Prbn.g_00323
OG0000460	Praz.g_00595	Prbn.g_00315
OG0000461	Praz.g_00602	Prbn.g_00307
OG0000462	Praz.g_00604	Prbn.g_00305
OG0000463	Praz.g_00605	Prbn.g_00304
OG0000464	Praz.g_00606	Prbn.g_00012
OG0000465	Praz.g_00607	Prbn.g_00013
OG0000466	Praz.g_00610	Prbn.g_00016
OG0000467	Praz.g_00611	Prbn.g_00017
OG0000468	Praz.g_00613	Prbn.g_00020
OG0000469	Praz.g_00621	Prbn.g_00028
OG0000470	Praz.g_00623	Prbn.g_00030
OG0000471	Praz.g_00624	Prbn.g_00031
OG0000472	Praz.g_00625	Prbn.g_00033
OG0000473	Praz.g_00627	Prbn.g_00035
OG0000474	Praz.g_00628	Prbn.g_00036
OG0000475	Praz.g_00629	Prbn.g_00037
OG0000476	Praz.g_00630	Prbn.g_00039
OG0000477	Praz.g_00633	Prbn.g_00042
OG0000478	Praz.g_00634	Prbn.g_00043
OG0000479	Praz.g_00635	Prbn.g_00044
OG0000480	Praz.g_00640	Prbn.g_00049
OG0000481	Praz.g_00642	Prbn.g_00052
OG0000482	Praz.g_00643	Prbn.g_00053
OG0000483	Praz.g_00646	Prbn.g_00056
OG0000484	Praz.g_00647	Prbn.g_00057
OG0000485	Praz.g_00648	Prbn.g_00059
OG0000486	Praz.g_00649	Prbn.g_00060
OG0000487	Praz.g_00652	Prbn.g_00063
OG0000488	Praz.g_00655	Prbn.g_00066
OG0000489	Praz.g_00660	Prbn.g_00071
OG0000490	Praz.g_00665	Prbn.g_00075
OG0000491	Praz.g_00666	Prbn.g_00076
OG0000492	Praz.g_00668	Prbn.g_00078
OG0000493	Praz.g_00669	Prbn.g_00079
OG0000494	Praz.g_00670	Prbn.g_00080
OG0000495	Praz.g_00671	Prbn.g_00081
OG0000496	Praz.g_00672	Prbn.g_00082
OG0000497	Praz.g_00673	Prbn.g_00083
OG0000498	Praz.g_00674	Prbn.g_00084
OG0000499	Praz.g_00675	Prbn.g_00085
OG0000500	Praz.g_00676	Prbn.g_00086
OG0000501	Praz.g_00678	Prbn.g_00087
OG0000502	Praz.g_00681	Prbn.g_00090
OG0000503	Praz.g_01931	Prbn.g_00105
OG0000504	Praz.g_01932	Prbn.g_00107
OG0000505	Praz.g_01933	Prbn.g_00108
OG0000506	Praz.g_01935	Prbn.g_00109
OG0000507	Praz.g_00343	Prbn.g_00112
OG0000508	Praz.g_00347	Prbn.g_00116
OG0000509	Praz.g_00349	Prbn.g_00118
OG0000510	Praz.g_00350	Prbn.g_00119
OG0000511	Praz.g_00351	Prbn.g_00120
OG0000512	Praz.g_00353	Prbn.g_00122
OG0000513	Praz.g_00816	Prbn.g_00693
OG0000514	Praz.g_01897	Prbn.g_00682
OG0000515	Praz.g_01896	Prbn.g_00681
OG0000516	Praz.g_01895	Prbn.g_00680
OG0000517	Praz.g_01893	Prbn.g_00678
OG0000518	Praz.g_01882	Prbn.g_00667
OG0000519	Praz.g_01881	Prbn.g_00666
OG0000520	Praz.g_01880	Prbn.g_00665
OG0000521	Praz.g_01875	Prbn.g_00657
OG0000522	Praz.g_01873	Prbn.g_00655
OG0000523	Praz.g_01872	Prbn.g_00654
OG0000524	Praz.g_01867	Prbn.g_00649
OG0000525	Praz.g_01864	Prbn.g_00645
OG0000526	Praz.g_01863	Prbn.g_00644
OG0000527	Praz.g_01855	Prbn.g_00641
OG0000528	Praz.g_01850	Prbn.g_00636
OG0000529	Praz.g_01847	Prbn.g_00633
OG0000530	Praz.g_01844	Prbn.g_00630
OG0000531	Praz.g_01843	Prbn.g_00629
OG0000532	Praz.g_01841	Prbn.g_00627
OG0000533	Praz.g_01840	Prbn.g_00626
OG0000534	Praz.g_01839	Prbn.g_00625
OG0000535	Praz.g_01838	Prbn.g_00624
OG0000536	Praz.g_01837	Prbn.g_00623
OG0000537	Praz.g_01836	Prbn.g_00622
OG0000538	Praz.g_01828	Prbn.g_00613
OG0000539	Praz.g_01827	Prbn.g_00612
OG0000540	Praz.g_01826	Prbn.g_00611
OG0000541	Praz.g_01825	Prbn.g_00610
OG0000542	Praz.g_01823	Prbn.g_00609
OG0000543	Praz.g_01821	Prbn.g_00607
OG0000544	Praz.g_01820	Prbn.g_00606
OG0000545	Praz.g_01818	Prbn.g_00604
OG0000546	Praz.g_01815	Prbn.g_00601
OG0000547	Praz.g_01813	Prbn.g_00599
OG0000548	Praz.g_01812	Prbn.g_00598
OG0000549	Praz.g_01810	Prbn.g_00596
OG0000550	Praz.g_01805	Prbn.g_00592
OG0000551	Praz.g_01801	Prbn.g_00589
OG0000552	Praz.g_01800	Prbn.g_00588
OG0000553	Praz.g_01799	Prbn.g_00587
OG0000554	Praz.g_01794	Prbn.g_00582
OG0000555	Praz.g_01786	Prbn.g_00574
OG0000556	Praz.g_01784	Prbn.g_00572
OG0000557	Praz.g_01783	Prbn.g_00571
OG0000558	Praz.g_01781	Prbn.g_00569
OG0000559	Praz.g_01777	Prbn.g_00565
