Orthogroup	Praz	Prbc
OG0000142	Praz.g_01695	Prbc.g_01712
OG0000143	Praz.g_01691	Prbc.g_01716
OG0000144	Praz.g_01678	Prbc.g_01729
OG0000145	Praz.g_01554	Prbc.g_02142
OG0000146	Praz.g_01546	Prbc.g_02027
OG0000147	Praz.g_01545	Prbc.g_02026
OG0000148	Praz.g_01496	Prbc.g_01876
OG0000149	Praz.g_01465	Prbc.g_01908
OG0000150	Praz.g_01457	Prbc.g_01916
OG0000151	Praz.g_01398	Prbc.g_01988
OG0000152	Praz.g_01350	Prbc.g_02036
OG0000153	Praz.g_01331	Prbc.g_02054
OG0000154	Praz.g_01303	Prbc.g_02083
OG0000155	Praz.g_00734	Prbc.g_01424
OG0000156	Praz.g_01191	Prbc.g_00555
OG0000157	Praz.g_01190	Prbc.g_00556
OG0000158	Praz.g_01097	Prbc.g_00228
OG0000160	Praz.g_01040	Prbc.g_00710
OG0000161	Praz.g_01034	Prbc.g_00716
OG0000162	Praz.g_01028	Prbc.g_00722
OG0000163	Praz.g_00994	Prbc.g_00758
OG0000164	Praz.g_00853	Prbc.g_00854
OG0000165	Praz.g_00846	Prbc.g_00862
OG0000166	Praz.g_00299	Prbc.g_00321
OG0000167	Praz.g_00232	Prbc.g_00238
OG0000168	Praz.g_00222	Prbc.g_00227
OG0000169	Praz.g_00212	Prbc.g_00217
OG0000170	Praz.g_00210	Prbc.g_00215
OG0000171	Praz.g_00190	Prbc.g_00194
OG0000172	Praz.g_00181	Prbc.g_00967
OG0000173	Praz.g_00166	Prbc.g_00982
OG0000174	Praz.g_00138	Prbc.g_01013
OG0000175	Praz.g_00128	Prbc.g_01044
OG0000176	Praz.g_00369	Prbc.g_01074
OG0000177	Praz.g_00370	Prbc.g_01075
OG0000178	Praz.g_00371	Prbc.g_01076
OG0000179	Praz.g_00381	Prbc.g_01086
OG0000180	Praz.g_00382	Prbc.g_01087
OG0000181	Praz.g_00383	Prbc.g_01088
OG0000182	Praz.g_00384	Prbc.g_01089
OG0000183	Praz.g_00388	Prbc.g_01093
OG0000184	Praz.g_00412	Prbc.g_01124
OG0000185	Praz.g_00415	Prbc.g_01127
OG0000186	Praz.g_00424	Prbc.g_00509
OG0000187	Praz.g_00425	Prbc.g_00508
OG0000188	Praz.g_00442	Prbc.g_00491
OG0000189	Praz.g_00456	Prbc.g_00477
OG0000190	Praz.g_00457	Prbc.g_00476
OG0000191	Praz.g_00477	Prbc.g_00453
OG0000192	Praz.g_00481	Prbc.g_00449
OG0000193	Praz.g_00506	Prbc.g_00425
OG0000194	Praz.g_00509	Prbc.g_00422
OG0000195	Praz.g_00511	Prbc.g_00420
OG0000196	Praz.g_00521	Prbc.g_00410
OG0000197	Praz.g_00522	Prbc.g_00409
OG0000198	Praz.g_00523	Prbc.g_00408
OG0000199	Praz.g_00530	Prbc.g_00401
OG0000200	Praz.g_00544	Prbc.g_00388
OG0000201	Praz.g_00552	Prbc.g_00379
OG0000202	Praz.g_00553	Prbc.g_00378
OG0000203	Praz.g_00554	Prbc.g_00377
OG0000204	Praz.g_00555	Prbc.g_00376
OG0000205	Praz.g_00562	Prbc.g_00369
OG0000206	Praz.g_00567	Prbc.g_00365
OG0000207	Praz.g_00569	Prbc.g_00363
OG0000208	Praz.g_00570	Prbc.g_00362
OG0000209	Praz.g_00579	Prbc.g_00352
OG0000210	Praz.g_00580	Prbc.g_00351
OG0000211	Praz.g_00593	Prbc.g_00337
OG0000212	Praz.g_00600	Prbc.g_00329
OG0000213	Praz.g_00617	Prbc.g_01153
OG0000214	Praz.g_00626	Prbc.g_01161
OG0000215	Praz.g_00650	Prbc.g_01185
OG0000216	Praz.g_00651	Prbc.g_01186
OG0000217	Praz.g_00654	Prbc.g_01189
OG0000218	Praz.g_00656	Prbc.g_01191
OG0000219	Praz.g_00657	Prbc.g_01192
OG0000220	Praz.g_00658	Prbc.g_01193
OG0000221	Praz.g_00659	Prbc.g_01194
OG0000222	Praz.g_00667	Prbc.g_01202
OG0000223	Praz.g_00680	Prbc.g_01215
OG0000224	Praz.g_00682	Prbc.g_01217
OG0000225	Praz.g_00348	Prbc.g_01257
OG0000226	Praz.g_00352	Prbc.g_01261
OG0000227	Praz.g_00354	Prbc.g_01263
OG0000228	Praz.g_00819	Prbc.g_01267
OG0000229	Praz.g_01892	Prbc.g_01497
OG0000230	Praz.g_01890	Prbc.g_01499
OG0000231	Praz.g_01879	Prbc.g_01510
OG0000232	Praz.g_01870	Prbc.g_01518
OG0000233	Praz.g_01865	Prbc.g_01526
OG0000234	Praz.g_01852	Prbc.g_01535
OG0000235	Praz.g_01849	Prbc.g_01539
OG0000236	Praz.g_01835	Prbc.g_01552
OG0000237	Praz.g_01822	Prbc.g_01586
OG0000238	Praz.g_01816	Prbc.g_01592
OG0000239	Praz.g_01803	Prbc.g_01604
OG0000240	Praz.g_01802	Prbc.g_01605
OG0000241	Praz.g_01798	Prbc.g_01609
OG0000242	Praz.g_01796	Prbc.g_01611
OG0000243	Praz.g_01785	Prbc.g_01622
OG0000244	Praz.g_01782	Prbc.g_01626
OG0000245	Praz.g_01780	Prbc.g_01628
OG0000246	Praz.g_01776	Prbc.g_01632
OG0000247	Praz.g_01766	Prbc.g_01642
OG0000248	Praz.g_01764	Prbc.g_01644
OG0000249	Praz.g_01762	Prbc.g_01646
OG0000250	Praz.g_01757	Prbc.g_01651
OG0000251	Praz.g_01739	Prbc.g_01667
OG0000252	Praz.g_01736	Prbc.g_01669
OG0000253	Praz.g_01735	Prbc.g_01671
OG0000254	Praz.g_01719	Prbc.g_01688
OG0000255	Praz.g_01713	Prbc.g_01694
OG0000256	Praz.g_01703	Prbc.g_01704
OG0000257	Praz.g_01700	Prbc.g_01707
OG0000258	Praz.g_01687	Prbc.g_01720
OG0000259	Praz.g_01670	Prbc.g_01737
OG0000260	Praz.g_01667	Prbc.g_01740
OG0000261	Praz.g_01665	Prbc.g_01743
OG0000262	Praz.g_01661	Prbc.g_01748
OG0000263	Praz.g_01649	Prbc.g_01762
OG0000264	Praz.g_01639	Prbc.g_01773
OG0000265	Praz.g_01607	Prbc.g_01787
OG0000266	Praz.g_01597	Prbc.g_01797
OG0000267	Praz.g_01586	Prbc.g_01810
OG0000268	Praz.g_01585	Prbc.g_01811
OG0000269	Praz.g_01517	Prbc.g_01853
OG0000270	Praz.g_01514	Prbc.g_01856
OG0000271	Praz.g_01506	Prbc.g_01864
OG0000272	Praz.g_01505	Prbc.g_01865
OG0000273	Praz.g_01482	Prbc.g_01890
OG0000274	Praz.g_01481	Prbc.g_01891
OG0000275	Praz.g_01478	Prbc.g_01893
OG0000276	Praz.g_01473	Prbc.g_01899
OG0000277	Praz.g_01472	Prbc.g_01900
OG0000278	Praz.g_01469	Prbc.g_01904
OG0000279	Praz.g_01462	Prbc.g_01911
OG0000280	Praz.g_01461	Prbc.g_00068
OG0000281	Praz.g_01456	Prbc.g_01917
OG0000282	Praz.g_01406	Prbc.g_01979
OG0000283	Praz.g_01373	Prbc.g_02010
OG0000284	Praz.g_01368	Prbc.g_02015
OG0000285	Praz.g_01363	Prbc.g_02020
OG0000286	Praz.g_01351	Prbc.g_02035
OG0000287	Praz.g_01334	Prbc.g_02190
OG0000288	Praz.g_01304	Prbc.g_02082
OG0000289	Praz.g_01292	Prbc.g_02094
OG0000290	Praz.g_01279, Praz.g_00063	Prbc.g_02110
OG0000291	Praz.g_00065	Prbc.g_02112
OG0000292	Praz.g_00114	Prbc.g_00173
OG0000293	Praz.g_00001	Prbc.g_01456
OG0000294	Praz.g_00763	Prbc.g_01455
OG0000295	Praz.g_00742	Prbc.g_01431
OG0000296	Praz.g_00740	Prbc.g_01429
OG0000297	Praz.g_00732	Prbc.g_01421
OG0000298	Praz.g_00731	Prbc.g_01420
OG0000299	Praz.g_00714	Prbc.g_01401
OG0000300	Praz.g_00711	Prbc.g_01398
OG0000301	Praz.g_00710	Prbc.g_01397
OG0000302	Praz.g_00708	Prbc.g_01395
OG0000303	Praz.g_00701	Prbc.g_01390
OG0000304	Praz.g_00697	Prbc.g_01387
OG0000305	Praz.g_01147	Prbc.g_00810
OG0000306	Praz.g_01144	Prbc.g_01921
OG0000307	Praz.g_01130	Prbc.g_00666
OG0000308	Praz.g_01129	Prbc.g_00667
OG0000309	Praz.g_01125	Prbc.g_00671
OG0000310	Praz.g_01056	Prbc.g_00693
OG0000311	Praz.g_01054	Prbc.g_00695
OG0000312	Praz.g_01051	Prbc.g_00698
OG0000313	Praz.g_01037	Prbc.g_00713
OG0000314	Praz.g_01014	Prbc.g_00734
OG0000315	Praz.g_01004	Prbc.g_00744
OG0000316	Praz.g_00984	Prbc.g_00768
OG0000317	Praz.g_00879	Prbc.g_00830
OG0000318	Praz.g_00876	Prbc.g_00833
OG0000319	Praz.g_00863	Prbc.g_00844
OG0000320	Praz.g_00861	Prbc.g_00846
OG0000321	Praz.g_00860	Prbc.g_00847
OG0000322	Praz.g_00859	Prbc.g_00848
OG0000323	Praz.g_00850	Prbc.g_00857
OG0000324	Praz.g_00824	Prbc.g_00884
OG0000325	Praz.g_00334	Prbc.g_00935
OG0000326	Praz.g_00328	Prbc.g_00941
OG0000327	Praz.g_00304	Prbc.g_00326
OG0000328	Praz.g_00303	Prbc.g_00325
OG0000329	Praz.g_00286	Prbc.g_00308
OG0000330	Praz.g_00285	Prbc.g_00307
OG0000331	Praz.g_00284	Prbc.g_00306
OG0000332	Praz.g_00270	Prbc.g_00292
OG0000333	Praz.g_00268	Prbc.g_00290
OG0000334	Praz.g_00260	Prbc.g_00281
OG0000335	Praz.g_00255	Prbc.g_00276
OG0000336	Praz.g_00251	Prbc.g_00272
OG0000337	Praz.g_00234	Prbc.g_00241
OG0000338	Praz.g_00233	Prbc.g_00240
OG0000339	Praz.g_00229	Prbc.g_00235
OG0000340	Praz.g_00221	Prbc.g_00226
OG0000341	Praz.g_00219	Prbc.g_00224
OG0000342	Praz.g_00218	Prbc.g_00223
OG0000343	Praz.g_00217	Prbc.g_00222
OG0000344	Praz.g_00214	Prbc.g_00219
OG0000345	Praz.g_00209	Prbc.g_00214
OG0000346	Praz.g_00204	Prbc.g_00210
OG0000347	Praz.g_00188	Prbc.g_00190
OG0000348	Praz.g_00178	Prbc.g_00970
OG0000349	Praz.g_00161	Prbc.g_00988
OG0000350	Praz.g_00142	Prbc.g_01009
OG0000351	Praz.g_00125	Prbc.g_01047
OG0000352	Praz.g_00124	Prbc.g_01048
OG0000353	Praz.g_00364	Prbc.g_01068
OG0000355	Praz.g_00366	Prbc.g_01071
OG0000356	Praz.g_00367	Prbc.g_01072
OG0000357	Praz.g_00368	Prbc.g_01073
OG0000358	Praz.g_00372	Prbc.g_01077
OG0000359	Praz.g_00373	Prbc.g_01078
OG0000360	Praz.g_00374	Prbc.g_01079
OG0000361	Praz.g_00375	Prbc.g_01080
OG0000362	Praz.g_00377	Prbc.g_01082
OG0000363	Praz.g_00379	Prbc.g_01084
OG0000364	Praz.g_00380	Prbc.g_01085
OG0000365	Praz.g_00385	Prbc.g_01090
OG0000366	Praz.g_00386	Prbc.g_01091
OG0000367	Praz.g_00387	Prbc.g_01092
OG0000368	Praz.g_00389	Prbc.g_01094
OG0000369	Praz.g_00390	Prbc.g_01095
OG0000370	Praz.g_00391	Prbc.g_01096
OG0000371	Praz.g_00397	Prbc.g_01102
OG0000372	Praz.g_00400	Prbc.g_01104
OG0000373	Praz.g_00401	Prbc.g_01105
OG0000374	Praz.g_00402	Prbc.g_01106
OG0000375	Praz.g_00406	Prbc.g_01118
OG0000376	Praz.g_00408	Prbc.g_01120
OG0000377	Praz.g_00411	Prbc.g_01123
OG0000378	Praz.g_00413	Prbc.g_01125
OG0000379	Praz.g_00416	Prbc.g_01128
OG0000380	Praz.g_00426	Prbc.g_00507
OG0000381	Praz.g_00430	Prbc.g_00503
OG0000382	Praz.g_00441	Prbc.g_00492
OG0000383	Praz.g_00443	Prbc.g_00490
OG0000384	Praz.g_00444	Prbc.g_00489
OG0000385	Praz.g_00445	Prbc.g_00488
OG0000386	Praz.g_00446	Prbc.g_00487
OG0000387	Praz.g_00459	Prbc.g_00474
OG0000388	Praz.g_00462	Prbc.g_00470
OG0000389	Praz.g_00466	Prbc.g_00467
OG0000390	Praz.g_00473	Prbc.g_00458
OG0000391	Praz.g_00476	Prbc.g_00454
OG0000392	Praz.g_00480	Prbc.g_00451
OG0000393	Praz.g_00482	Prbc.g_00448
OG0000394	Praz.g_00483	Prbc.g_00447
OG0000395	Praz.g_00484	Prbc.g_00446
OG0000396	Praz.g_00487	Prbc.g_00443
OG0000397	Praz.g_00489	Prbc.g_00441
OG0000398	Praz.g_00491	Prbc.g_00438
OG0000399	Praz.g_00492	Prbc.g_00437
OG0000400	Praz.g_00493	Prbc.g_00436
OG0000401	Praz.g_00494	Prbc.g_00435
OG0000402	Praz.g_00496	Prbc.g_02145
OG0000403	Praz.g_00497	Prbc.g_00434
OG0000404	Praz.g_00498	Prbc.g_00433
OG0000405	Praz.g_00502	Prbc.g_00428
OG0000406	Praz.g_00507	Prbc.g_00424
OG0000407	Praz.g_00508	Prbc.g_00423
OG0000408	Praz.g_00510	Prbc.g_00421
OG0000409	Praz.g_00512	Prbc.g_00419
OG0000410	Praz.g_00513	Prbc.g_00418
OG0000411	Praz.g_00514	Prbc.g_00417
OG0000412	Praz.g_00515	Prbc.g_00416
OG0000413	Praz.g_00516	Prbc.g_00415
OG0000414	Praz.g_00517	Prbc.g_00414
OG0000415	Praz.g_00518	Prbc.g_00413
OG0000416	Praz.g_00519	Prbc.g_00412
OG0000417	Praz.g_00520	Prbc.g_00411
OG0000418	Praz.g_00525	Prbc.g_00406
OG0000419	Praz.g_00527	Prbc.g_00404
OG0000420	Praz.g_00528	Prbc.g_00403
OG0000421	Praz.g_00533	Prbc.g_00399
OG0000422	Praz.g_00534	Prbc.g_00398
OG0000423	Praz.g_00535	Prbc.g_00397
OG0000424	Praz.g_00536	Prbc.g_00396
OG0000425	Praz.g_00537	Prbc.g_00395
OG0000426	Praz.g_00538	Prbc.g_00394
OG0000427	Praz.g_00539	Prbc.g_00393
OG0000428	Praz.g_00541	Prbc.g_00391
OG0000429	Praz.g_00542	Prbc.g_00390
OG0000430	Praz.g_00543	Prbc.g_00389
OG0000431	Praz.g_00545	Prbc.g_00387
OG0000432	Praz.g_00548	Prbc.g_00383
OG0000433	Praz.g_00549	Prbc.g_00382
OG0000434	Praz.g_00550	Prbc.g_00381
OG0000435	Praz.g_00551	Prbc.g_00380
OG0000436	Praz.g_00556	Prbc.g_00375
OG0000437	Praz.g_00557	Prbc.g_00374
OG0000438	Praz.g_00558	Prbc.g_00373
OG0000439	Praz.g_00560	Prbc.g_00371
OG0000440	Praz.g_00561	Prbc.g_00370
OG0000441	Praz.g_00564	Prbc.g_00368
OG0000442	Praz.g_00565	Prbc.g_00367
OG0000443	Praz.g_00566	Prbc.g_00366
OG0000444	Praz.g_00571	Prbc.g_00361
OG0000445	Praz.g_00572	Prbc.g_00360
OG0000446	Praz.g_00573	Prbc.g_00358
OG0000447	Praz.g_00574	Prbc.g_00357
OG0000448	Praz.g_00575	Prbc.g_00356
OG0000449	Praz.g_00576	Prbc.g_00355
OG0000450	Praz.g_00577	Prbc.g_00354
OG0000451	Praz.g_00578	Prbc.g_00353
OG0000452	Praz.g_00581	Prbc.g_00350
OG0000453	Praz.g_00582	Prbc.g_00349
OG0000454	Praz.g_00583	Prbc.g_00348
OG0000455	Praz.g_00584	Prbc.g_00347
OG0000456	Praz.g_00585	Prbc.g_00346
OG0000457	Praz.g_00586	Prbc.g_00345
OG0000458	Praz.g_00587	Prbc.g_00344
OG0000459	Praz.g_00588	Prbc.g_00343
OG0000460	Praz.g_00595	Prbc.g_00335
OG0000461	Praz.g_00602	Prbc.g_01140
OG0000462	Praz.g_00604	Prbc.g_01142
OG0000463	Praz.g_00605	Prbc.g_01143
OG0000464	Praz.g_00606	Prbc.g_01144
OG0000465	Praz.g_00607	Prbc.g_01145
OG0000466	Praz.g_00610	Prbc.g_01146
OG0000467	Praz.g_00611	Prbc.g_01147
OG0000468	Praz.g_00613	Prbc.g_01149
OG0000469	Praz.g_00621	Prbc.g_01156
OG0000470	Praz.g_00623	Prbc.g_01158
OG0000471	Praz.g_00624	Prbc.g_01159
OG0000472	Praz.g_00625	Prbc.g_01160
OG0000473	Praz.g_00627	Prbc.g_01162
OG0000474	Praz.g_00628	Prbc.g_01163
OG0000475	Praz.g_00629	Prbc.g_01164
OG0000476	Praz.g_00630	Prbc.g_01166
OG0000477	Praz.g_00633	Prbc.g_01168
OG0000478	Praz.g_00634	Prbc.g_01169
OG0000479	Praz.g_00635	Prbc.g_01170
OG0000480	Praz.g_00640	Prbc.g_01175
OG0000481	Praz.g_00642	Prbc.g_01177
OG0000482	Praz.g_00643	Prbc.g_01178
OG0000483	Praz.g_00646	Prbc.g_01181
OG0000484	Praz.g_00647	Prbc.g_01182
OG0000485	Praz.g_00648	Prbc.g_01183
OG0000486	Praz.g_00649	Prbc.g_01184
OG0000487	Praz.g_00652	Prbc.g_01187
OG0000488	Praz.g_00655	Prbc.g_01190
OG0000489	Praz.g_00660	Prbc.g_01195
OG0000490	Praz.g_00665	Prbc.g_01200
OG0000491	Praz.g_00666	Prbc.g_01201
OG0000492	Praz.g_00668	Prbc.g_01203
OG0000493	Praz.g_00669	Prbc.g_01204
OG0000494	Praz.g_00670	Prbc.g_01205
OG0000495	Praz.g_00671	Prbc.g_01206
OG0000496	Praz.g_00672	Prbc.g_01207
OG0000497	Praz.g_00673	Prbc.g_01208
OG0000498	Praz.g_00674	Prbc.g_01209
OG0000499	Praz.g_00675	Prbc.g_01210
OG0000500	Praz.g_00676	Prbc.g_01211
OG0000501	Praz.g_00678	Prbc.g_01213
OG0000502	Praz.g_00681	Prbc.g_01216
OG0000503	Praz.g_01931	Prbc.g_01246
OG0000504	Praz.g_01932	Prbc.g_01248
OG0000505	Praz.g_01933	Prbc.g_01249
OG0000506	Praz.g_01935	Prbc.g_01250
OG0000507	Praz.g_00343	Prbc.g_01253
OG0000508	Praz.g_00347	Prbc.g_01256
OG0000509	Praz.g_00349	Prbc.g_01258
OG0000510	Praz.g_00350	Prbc.g_01259
OG0000511	Praz.g_00351	Prbc.g_01260
OG0000512	Praz.g_00353	Prbc.g_01262
OG0000513	Praz.g_00816	Prbc.g_01271
OG0000514	Praz.g_01897	Prbc.g_01492
OG0000515	Praz.g_01896	Prbc.g_01493
OG0000516	Praz.g_01895	Prbc.g_01494
OG0000517	Praz.g_01893	Prbc.g_01496
OG0000518	Praz.g_01882	Prbc.g_01507
OG0000519	Praz.g_01881	Prbc.g_01508
OG0000520	Praz.g_01880	Prbc.g_01509
OG0000521	Praz.g_01875	Prbc.g_01514
OG0000522	Praz.g_01873	Prbc.g_01516
OG0000523	Praz.g_01872	Prbc.g_01517
OG0000524	Praz.g_01867	Prbc.g_01524
OG0000525	Praz.g_01864	Prbc.g_01528
OG0000526	Praz.g_01863	Prbc.g_01529
OG0000527	Praz.g_01855	Prbc.g_01532
OG0000528	Praz.g_01850	Prbc.g_01538
OG0000529	Praz.g_01847	Prbc.g_01541
OG0000530	Praz.g_01844	Prbc.g_01544
OG0000531	Praz.g_01843	Prbc.g_01545
OG0000532	Praz.g_01841	Prbc.g_01546
OG0000533	Praz.g_01840	Prbc.g_01547
OG0000534	Praz.g_01839	Prbc.g_01548
OG0000535	Praz.g_01838	Prbc.g_01549
OG0000536	Praz.g_01837	Prbc.g_01550
OG0000537	Praz.g_01836	Prbc.g_01551
OG0000538	Praz.g_01828	Prbc.g_01580
OG0000539	Praz.g_01827	Prbc.g_01581
OG0000540	Praz.g_01826	Prbc.g_01582
OG0000541	Praz.g_01825	Prbc.g_01583
OG0000542	Praz.g_01823	Prbc.g_01585
OG0000543	Praz.g_01821	Prbc.g_01587
OG0000544	Praz.g_01820	Prbc.g_01588
