Orthogroup	Praz	Syaa
OG0000102	Praz.g_00200	Syaa.g_00118
OG0000103	Praz.g_00120	Syaa.g_02740
OG0000104	Praz.g_00361	Syaa.g_02754
OG0000105	Praz.g_00632	Syaa.g_00270
OG0000106	Praz.g_00804	Syaa.g_01439
OG0000107	Praz.g_00788	Syaa.g_02351
OG0000108	Praz.g_01848	Syaa.g_02051
OG0000109	Praz.g_01834	Syaa.g_02036
OG0000110	Praz.g_01754	Syaa.g_01918
OG0000111	Praz.g_01631	Syaa.g_00888
OG0000112	Praz.g_01547	Syaa.g_01366
OG0000113	Praz.g_01490	Syaa.g_01196
OG0000114	Praz.g_01408	Syaa.g_01094
OG0000115	Praz.g_00054	Syaa.g_01795
OG0000116	Praz.g_00002	Syaa.g_00757
OG0000117	Praz.g_01237	Syaa.g_01009
OG0000118	Praz.g_01168	Syaa.g_01874
OG0000119	Praz.g_01143	Syaa.g_00785
OG0000120	Praz.g_01118	Syaa.g_00201
OG0000121	Praz.g_01039	Syaa.g_01777
OG0000122	Praz.g_01001	Syaa.g_01598
OG0000123	Praz.g_00256	Syaa.g_02242
OG0000124	Praz.g_00189	Syaa.g_00092
OG0000125	Praz.g_00152	Syaa.g_02598
OG0000126	Praz.g_00360	Syaa.g_02752
OG0000127	Praz.g_01255	Syaa.g_00934, Syaa.g_00377, Syaa.g_00390
OG0000128	Praz.g_00376	Syaa.g_00012
OG0000129	Praz.g_00410	Syaa.g_02586
OG0000130	Praz.g_00429	Syaa.g_00354
OG0000131	Praz.g_00505	Syaa.g_02448
OG0000132	Praz.g_00524	Syaa.g_02472
OG0000133	Praz.g_00679	Syaa.g_01361
OG0000134	Praz.g_00817	Syaa.g_02146
OG0000135	Praz.g_00791	Syaa.g_02649
OG0000136	Praz.g_01887	Syaa.g_00708
OG0000137	Praz.g_01853	Syaa.g_01842
OG0000138	Praz.g_01833	Syaa.g_02035
OG0000139	Praz.g_01791	Syaa.g_01974
OG0000140	Praz.g_01790	Syaa.g_01971
OG0000141	Praz.g_01723	Syaa.g_01689
OG0000142	Praz.g_01695	Syaa.g_01633
OG0000143	Praz.g_01691	Syaa.g_01629
OG0000144	Praz.g_01678	Syaa.g_01446
OG0000145	Praz.g_01554	Syaa.g_02029
OG0000146	Praz.g_01546	Syaa.g_01367
OG0000147	Praz.g_01545	Syaa.g_01368
OG0000148	Praz.g_01496	Syaa.g_01190
OG0000149	Praz.g_01465	Syaa.g_00826
OG0000150	Praz.g_01457	Syaa.g_01688
OG0000151	Praz.g_01398	Syaa.g_01107
OG0000152	Praz.g_01350	Syaa.g_01357
OG0000153	Praz.g_01331	Syaa.g_01324
OG0000154	Praz.g_01303	Syaa.g_01298
OG0000155	Praz.g_00734	Syaa.g_00804
OG0000156	Praz.g_01191	Syaa.g_00751
OG0000157	Praz.g_01190	Syaa.g_00750
OG0000158	Praz.g_01097	Syaa.g_00148
OG0000160	Praz.g_01040	Syaa.g_01776
OG0000161	Praz.g_01034	Syaa.g_01782
OG0000162	Praz.g_01028	Syaa.g_01788
OG0000163	Praz.g_00994	Syaa.g_00624
OG0000164	Praz.g_00853	Syaa.g_00507
OG0000165	Praz.g_00846	Syaa.g_00681
OG0000166	Praz.g_00299	Syaa.g_02289
OG0000167	Praz.g_00232	Syaa.g_00160
OG0000168	Praz.g_00222	Syaa.g_00145
OG0000169	Praz.g_00212	Syaa.g_00134
OG0000170	Praz.g_00210	Syaa.g_00128
OG0000171	Praz.g_00190	Syaa.g_00093
OG0000172	Praz.g_00181	Syaa.g_00079
OG0000173	Praz.g_00166	Syaa.g_00060
OG0000174	Praz.g_00138	Syaa.g_02651
OG0000175	Praz.g_00128	Syaa.g_02726
OG0000176	Praz.g_00369	Syaa.g_00004
OG0000177	Praz.g_00370	Syaa.g_00005
OG0000178	Praz.g_00371	Syaa.g_00006
OG0000179	Praz.g_00381	Syaa.g_00023
OG0000180	Praz.g_00382	Syaa.g_00024
OG0000181	Praz.g_00383	Syaa.g_00025
OG0000182	Praz.g_00384	Syaa.g_00026
OG0000183	Praz.g_00388	Syaa.g_00030
OG0000184	Praz.g_00412	Syaa.g_02578
OG0000185	Praz.g_00415	Syaa.g_02575
OG0000186	Praz.g_00424	Syaa.g_00359
OG0000187	Praz.g_00425	Syaa.g_00358
OG0000188	Praz.g_00442	Syaa.g_00334
OG0000189	Praz.g_00456	Syaa.g_02367
OG0000190	Praz.g_00457	Syaa.g_02369
OG0000191	Praz.g_00477	Syaa.g_02404
OG0000192	Praz.g_00481	Syaa.g_02410
OG0000193	Praz.g_00506	Syaa.g_02449
OG0000194	Praz.g_00509	Syaa.g_02452
OG0000195	Praz.g_00511	Syaa.g_02459
OG0000196	Praz.g_00521	Syaa.g_02469
OG0000197	Praz.g_00522	Syaa.g_02470
OG0000198	Praz.g_00523	Syaa.g_02471
OG0000199	Praz.g_00530	Syaa.g_02479
OG0000200	Praz.g_00544	Syaa.g_02496
OG0000201	Praz.g_00552	Syaa.g_02521
OG0000202	Praz.g_00553	Syaa.g_02522
OG0000203	Praz.g_00554	Syaa.g_02523
OG0000204	Praz.g_00555	Syaa.g_02524
OG0000205	Praz.g_00562	Syaa.g_02531
OG0000206	Praz.g_00567	Syaa.g_02538
OG0000207	Praz.g_00569	Syaa.g_02540
OG0000208	Praz.g_00570	Syaa.g_02541
OG0000209	Praz.g_00579	Syaa.g_02556
OG0000210	Praz.g_00580	Syaa.g_02557
OG0000211	Praz.g_00593	Syaa.g_02113
OG0000212	Praz.g_00600	Syaa.g_02102
OG0000213	Praz.g_00617	Syaa.g_00295
OG0000214	Praz.g_00626	Syaa.g_00279
OG0000215	Praz.g_00650	Syaa.g_00248
OG0000216	Praz.g_00651	Syaa.g_00244
OG0000217	Praz.g_00654	Syaa.g_00240
OG0000218	Praz.g_00656	Syaa.g_00238
OG0000219	Praz.g_00657	Syaa.g_00237
OG0000220	Praz.g_00658	Syaa.g_00236
OG0000221	Praz.g_00659	Syaa.g_00229
OG0000222	Praz.g_00667	Syaa.g_00215
OG0000223	Praz.g_00680	Syaa.g_00192
OG0000224	Praz.g_00682	Syaa.g_00183
OG0000225	Praz.g_00348	Syaa.g_02166
OG0000226	Praz.g_00352	Syaa.g_02162
OG0000227	Praz.g_00354	Syaa.g_02160
OG0000228	Praz.g_00819	Syaa.g_02150
OG0000229	Praz.g_01892	Syaa.g_00703
OG0000230	Praz.g_01890	Syaa.g_00705
OG0000231	Praz.g_01879	Syaa.g_00717
OG0000232	Praz.g_01870	Syaa.g_01858
OG0000233	Praz.g_01865	Syaa.g_01853
OG0000234	Praz.g_01852	Syaa.g_01841
OG0000235	Praz.g_01849	Syaa.g_02052
OG0000236	Praz.g_01835	Syaa.g_02037
OG0000237	Praz.g_01822	Syaa.g_02020
OG0000238	Praz.g_01816	Syaa.g_02015
OG0000239	Praz.g_01803	Syaa.g_01996
OG0000240	Praz.g_01802	Syaa.g_01995
OG0000241	Praz.g_01798	Syaa.g_01644
OG0000242	Praz.g_01796	Syaa.g_01982
OG0000243	Praz.g_01785	Syaa.g_01960
OG0000244	Praz.g_01782	Syaa.g_01954
OG0000245	Praz.g_01780	Syaa.g_01952
OG0000246	Praz.g_01776	Syaa.g_01948
OG0000247	Praz.g_01766	Syaa.g_01937
OG0000248	Praz.g_01764	Syaa.g_01934
OG0000249	Praz.g_01762	Syaa.g_01932
OG0000250	Praz.g_01757	Syaa.g_01922
OG0000251	Praz.g_01739	Syaa.g_01897
OG0000252	Praz.g_01736	Syaa.g_01894
OG0000253	Praz.g_01735	Syaa.g_01893
OG0000254	Praz.g_01719	Syaa.g_01684
OG0000255	Praz.g_01713	Syaa.g_01668
OG0000256	Praz.g_01703	Syaa.g_01651
OG0000257	Praz.g_01700	Syaa.g_01645
OG0000258	Praz.g_01687	Syaa.g_01624
OG0000259	Praz.g_01670	Syaa.g_01063
OG0000260	Praz.g_01667	Syaa.g_01066
OG0000261	Praz.g_01665	Syaa.g_01069
OG0000262	Praz.g_01661	Syaa.g_01074
OG0000263	Praz.g_01649	Syaa.g_00989
OG0000264	Praz.g_01639	Syaa.g_00910
OG0000265	Praz.g_01607	Syaa.g_00931, Syaa.g_01498
OG0000266	Praz.g_01597	Syaa.g_01257, Syaa.g_01258
OG0000267	Praz.g_01586	Syaa.g_01409
OG0000268	Praz.g_01585	Syaa.g_01408
OG0000269	Praz.g_01517	Syaa.g_01149
OG0000270	Praz.g_01514	Syaa.g_01152
OG0000271	Praz.g_01506	Syaa.g_01160
OG0000272	Praz.g_01505	Syaa.g_01161
OG0000273	Praz.g_01482	Syaa.g_00844
OG0000274	Praz.g_01481	Syaa.g_00843
OG0000275	Praz.g_01478	Syaa.g_00840
OG0000276	Praz.g_01473	Syaa.g_00834
OG0000277	Praz.g_01472	Syaa.g_00833
OG0000278	Praz.g_01469	Syaa.g_00830
OG0000279	Praz.g_01462	Syaa.g_00822
OG0000280	Praz.g_01461	Syaa.g_00815
OG0000282	Praz.g_01406	Syaa.g_01096
OG0000283	Praz.g_01373	Syaa.g_01396
OG0000284	Praz.g_01368	Syaa.g_01390
OG0000285	Praz.g_01363	Syaa.g_01377
OG0000286	Praz.g_01351	Syaa.g_01358
OG0000287	Praz.g_01334	Syaa.g_01330
OG0000288	Praz.g_01304	Syaa.g_01299
OG0000289	Praz.g_01292	Syaa.g_01285
OG0000290	Praz.g_01279, Praz.g_00063	Syaa.g_00875
OG0000291	Praz.g_00065	Syaa.g_00877
OG0000292	Praz.g_00114	Syaa.g_02751
OG0000293	Praz.g_00001	Syaa.g_00758
OG0000294	Praz.g_00763	Syaa.g_00759
OG0000295	Praz.g_00742	Syaa.g_00796
OG0000296	Praz.g_00740	Syaa.g_00798
OG0000297	Praz.g_00732	Syaa.g_01021
OG0000298	Praz.g_00731	Syaa.g_01010
OG0000299	Praz.g_00714	Syaa.g_00982
OG0000300	Praz.g_00711	Syaa.g_00976
OG0000301	Praz.g_00710	Syaa.g_00975
OG0000302	Praz.g_00708	Syaa.g_00972
OG0000303	Praz.g_00701	Syaa.g_00963
OG0000304	Praz.g_00697	Syaa.g_00957
OG0000305	Praz.g_01147	Syaa.g_00881
OG0000306	Praz.g_01144	Syaa.g_00807
OG0000307	Praz.g_01130	Syaa.g_02068
OG0000308	Praz.g_01129	Syaa.g_02070
OG0000309	Praz.g_01125	Syaa.g_02075
OG0000310	Praz.g_01056	Syaa.g_01752
OG0000311	Praz.g_01054	Syaa.g_01757
OG0000312	Praz.g_01051	Syaa.g_01762
OG0000313	Praz.g_01037	Syaa.g_01779
OG0000314	Praz.g_01014	Syaa.g_01806
OG0000315	Praz.g_01004	Syaa.g_01816
OG0000316	Praz.g_00984	Syaa.g_00598
OG0000317	Praz.g_00879	Syaa.g_00556
OG0000318	Praz.g_00876	Syaa.g_00550
OG0000319	Praz.g_00863	Syaa.g_00532
OG0000320	Praz.g_00861	Syaa.g_00530
OG0000321	Praz.g_00860	Syaa.g_00529
OG0000322	Praz.g_00859	Syaa.g_00528
OG0000323	Praz.g_00850	Syaa.g_00496
OG0000324	Praz.g_00824	Syaa.g_00653
OG0000325	Praz.g_00334	Syaa.g_02350
OG0000326	Praz.g_00328	Syaa.g_02343
OG0000327	Praz.g_00304	Syaa.g_02294
OG0000328	Praz.g_00303	Syaa.g_02293
OG0000329	Praz.g_00286	Syaa.g_02275
OG0000330	Praz.g_00285	Syaa.g_02274
OG0000331	Praz.g_00284	Syaa.g_02273
OG0000332	Praz.g_00270	Syaa.g_02258
OG0000333	Praz.g_00268	Syaa.g_02255
OG0000334	Praz.g_00260	Syaa.g_02246
OG0000335	Praz.g_00255	Syaa.g_02241
OG0000336	Praz.g_00251	Syaa.g_02237
OG0000337	Praz.g_00234	Syaa.g_00167
OG0000338	Praz.g_00233	Syaa.g_00162
OG0000339	Praz.g_00229	Syaa.g_00156
OG0000340	Praz.g_00221	Syaa.g_00144
OG0000341	Praz.g_00219	Syaa.g_00142
OG0000342	Praz.g_00218	Syaa.g_00141
OG0000343	Praz.g_00217	Syaa.g_00140
OG0000344	Praz.g_00214	Syaa.g_00136
OG0000345	Praz.g_00209	Syaa.g_00127
OG0000346	Praz.g_00204	Syaa.g_00122
OG0000347	Praz.g_00188	Syaa.g_00088
OG0000348	Praz.g_00178	Syaa.g_00071
OG0000349	Praz.g_00161	Syaa.g_00053
OG0000350	Praz.g_00142	Syaa.g_02336
OG0000351	Praz.g_00125	Syaa.g_02730
OG0000352	Praz.g_00124	Syaa.g_02731
OG0000353	Praz.g_00364	Syaa.g_02757
OG0000355	Praz.g_00366	Syaa.g_00001
OG0000356	Praz.g_00367	Syaa.g_00002
OG0000357	Praz.g_00368	Syaa.g_00003
OG0000358	Praz.g_00372	Syaa.g_00007
OG0000359	Praz.g_00373	Syaa.g_00009
OG0000360	Praz.g_00374	Syaa.g_00010
OG0000361	Praz.g_00375	Syaa.g_00011
OG0000362	Praz.g_00377	Syaa.g_00013
OG0000363	Praz.g_00379	Syaa.g_00015
OG0000364	Praz.g_00380	Syaa.g_00016
OG0000365	Praz.g_00385	Syaa.g_00027
OG0000366	Praz.g_00386	Syaa.g_00028
OG0000367	Praz.g_00387	Syaa.g_00029
OG0000368	Praz.g_00389	Syaa.g_00031
OG0000369	Praz.g_00390	Syaa.g_00032
OG0000370	Praz.g_00391	Syaa.g_00033
OG0000371	Praz.g_00397	Syaa.g_00041
OG0000372	Praz.g_00400	Syaa.g_00046
OG0000373	Praz.g_00401	Syaa.g_00047
OG0000374	Praz.g_00402	Syaa.g_00048
OG0000375	Praz.g_00406	Syaa.g_00049
OG0000376	Praz.g_00408	Syaa.g_00051
OG0000377	Praz.g_00411	Syaa.g_02585
OG0000378	Praz.g_00413	Syaa.g_02577
OG0000379	Praz.g_00416	Syaa.g_02574
OG0000380	Praz.g_00426	Syaa.g_00357
OG0000381	Praz.g_00430	Syaa.g_00353
OG0000382	Praz.g_00441	Syaa.g_00335
OG0000383	Praz.g_00443	Syaa.g_00333
OG0000384	Praz.g_00444	Syaa.g_00332
OG0000385	Praz.g_00445	Syaa.g_00331
OG0000386	Praz.g_00446	Syaa.g_00330
OG0000387	Praz.g_00459	Syaa.g_02371
OG0000388	Praz.g_00462	Syaa.g_02375
OG0000389	Praz.g_00466	Syaa.g_02379
OG0000390	Praz.g_00473	Syaa.g_02398
OG0000391	Praz.g_00476	Syaa.g_02403
OG0000392	Praz.g_00480	Syaa.g_02409
OG0000393	Praz.g_00482	Syaa.g_02412
OG0000394	Praz.g_00483	Syaa.g_02413
OG0000395	Praz.g_00484	Syaa.g_02414
OG0000396	Praz.g_00487	Syaa.g_02417
OG0000397	Praz.g_00489	Syaa.g_02419
OG0000398	Praz.g_00491	Syaa.g_02424
OG0000399	Praz.g_00492	Syaa.g_02425
OG0000400	Praz.g_00493	Syaa.g_02426
OG0000401	Praz.g_00494	Syaa.g_02427
OG0000402	Praz.g_00496	Syaa.g_02429
OG0000403	Praz.g_00497	Syaa.g_02430
OG0000404	Praz.g_00498	Syaa.g_02431
OG0000405	Praz.g_00502	Syaa.g_02446
OG0000406	Praz.g_00507	Syaa.g_02450
OG0000407	Praz.g_00508	Syaa.g_02451
OG0000408	Praz.g_00510	Syaa.g_02458
OG0000409	Praz.g_00512	Syaa.g_02460
OG0000410	Praz.g_00513	Syaa.g_02461
OG0000411	Praz.g_00514	Syaa.g_02462
OG0000412	Praz.g_00515	Syaa.g_02463
OG0000413	Praz.g_00516	Syaa.g_02465
OG0000415	Praz.g_00518	Syaa.g_02466
OG0000416	Praz.g_00519	Syaa.g_02467
OG0000417	Praz.g_00520	Syaa.g_02468
OG0000418	Praz.g_00525	Syaa.g_02473
OG0000419	Praz.g_00527	Syaa.g_02475
OG0000420	Praz.g_00528	Syaa.g_02477
OG0000421	Praz.g_00533	Syaa.g_02482
OG0000422	Praz.g_00534	Syaa.g_02483
OG0000423	Praz.g_00535	Syaa.g_02484
OG0000424	Praz.g_00536	Syaa.g_02485
OG0000425	Praz.g_00537	Syaa.g_02486
OG0000426	Praz.g_00538	Syaa.g_02487
OG0000427	Praz.g_00539	Syaa.g_02488
OG0000428	Praz.g_00541	Syaa.g_02491
OG0000429	Praz.g_00542	Syaa.g_02493
OG0000430	Praz.g_00543	Syaa.g_02495
OG0000431	Praz.g_00545	Syaa.g_02498
OG0000432	Praz.g_00548	Syaa.g_02504
OG0000433	Praz.g_00549	Syaa.g_02513
OG0000434	Praz.g_00550	Syaa.g_02514
OG0000435	Praz.g_00551	Syaa.g_02516
OG0000436	Praz.g_00556	Syaa.g_02525
OG0000437	Praz.g_00557	Syaa.g_02526
OG0000438	Praz.g_00558	Syaa.g_02527
OG0000439	Praz.g_00560	Syaa.g_02529
OG0000440	Praz.g_00561	Syaa.g_02530
OG0000441	Praz.g_00564	Syaa.g_02534
OG0000442	Praz.g_00565	Syaa.g_02535
OG0000443	Praz.g_00566	Syaa.g_02536
OG0000444	Praz.g_00571	Syaa.g_02542
OG0000445	Praz.g_00572	Syaa.g_02543
OG0000446	Praz.g_00573	Syaa.g_02545
OG0000447	Praz.g_00574	Syaa.g_02548
OG0000448	Praz.g_00575	Syaa.g_02549
OG0000449	Praz.g_00576	Syaa.g_02550
OG0000450	Praz.g_00577	Syaa.g_02553
OG0000451	Praz.g_00578	Syaa.g_02554
OG0000452	Praz.g_00581	Syaa.g_02558
OG0000453	Praz.g_00582	Syaa.g_02559
OG0000454	Praz.g_00583	Syaa.g_02560
OG0000455	Praz.g_00584	Syaa.g_02561
OG0000456	Praz.g_00585	Syaa.g_02562
OG0000457	Praz.g_00586	Syaa.g_02564
OG0000458	Praz.g_00587	Syaa.g_02565
OG0000459	Praz.g_00588	Syaa.g_02566
OG0000460	Praz.g_00595	Syaa.g_02111
OG0000461	Praz.g_00602	Syaa.g_00318
OG0000462	Praz.g_00604	Syaa.g_00315
OG0000463	Praz.g_00605	Syaa.g_00314
OG0000464	Praz.g_00606	Syaa.g_00313
OG0000465	Praz.g_00607	Syaa.g_00311
OG0000466	Praz.g_00610	Syaa.g_00306
OG0000467	Praz.g_00611	Syaa.g_00304
OG0000468	Praz.g_00613	Syaa.g_00299
OG0000469	Praz.g_00621	Syaa.g_00285
OG0000470	Praz.g_00623	Syaa.g_00283
OG0000471	Praz.g_00624	Syaa.g_00282
OG0000472	Praz.g_00625	Syaa.g_00280
OG0000473	Praz.g_00627	Syaa.g_00278
OG0000474	Praz.g_00628	Syaa.g_00277
OG0000475	Praz.g_00629	Syaa.g_00276
OG0000476	Praz.g_00630	Syaa.g_00274
OG0000477	Praz.g_00633	Syaa.g_00268
OG0000478	Praz.g_00634	Syaa.g_00267
OG0000479	Praz.g_00635	Syaa.g_00266
OG0000480	Praz.g_00640	Syaa.g_00259
OG0000481	Praz.g_00642	Syaa.g_00257
OG0000482	Praz.g_00643	Syaa.g_00256
OG0000483	Praz.g_00646	Syaa.g_00252
OG0000484	Praz.g_00647	Syaa.g_00251
OG0000485	Praz.g_00648	Syaa.g_00250
OG0000486	Praz.g_00649	Syaa.g_00249
OG0000487	Praz.g_00652	Syaa.g_00243
OG0000488	Praz.g_00655	Syaa.g_00239
OG0000489	Praz.g_00660	Syaa.g_00228
OG0000490	Praz.g_00665	Syaa.g_00220
OG0000491	Praz.g_00666	Syaa.g_00218
OG0000492	Praz.g_00668	Syaa.g_00214
OG0000493	Praz.g_00669	Syaa.g_00213
OG0000494	Praz.g_00670	Syaa.g_00212
OG0000495	Praz.g_00671	Syaa.g_00211
OG0000496	Praz.g_00672	Syaa.g_00210
OG0000497	Praz.g_00673	Syaa.g_00209
OG0000498	Praz.g_00674	Syaa.g_00208
OG0000499	Praz.g_00675	Syaa.g_00207
OG0000500	Praz.g_00676	Syaa.g_00206
OG0000501	Praz.g_00678	Syaa.g_00203
OG0000502	Praz.g_00681	Syaa.g_00190
OG0000503	Praz.g_01931	Syaa.g_02182
OG0000504	Praz.g_01932	Syaa.g_02180
OG0000505	Praz.g_01933	Syaa.g_02179
OG0000506	Praz.g_01935	Syaa.g_02177
OG0000507	Praz.g_00343	Syaa.g_02171
OG0000508	Praz.g_00347	Syaa.g_02167
OG0000509	Praz.g_00349	Syaa.g_02165
OG0000510	Praz.g_00350	Syaa.g_02164
OG0000511	Praz.g_00351	Syaa.g_02163
OG0000512	Praz.g_00353	Syaa.g_02161
OG0000513	Praz.g_00816	Syaa.g_02145
OG0000514	Praz.g_01897	Syaa.g_02118
OG0000515	Praz.g_01896	Syaa.g_02117
OG0000516	Praz.g_01895	Syaa.g_00698
OG0000517	Praz.g_01893	Syaa.g_00702
OG0000518	Praz.g_01882	Syaa.g_00714
OG0000519	Praz.g_01881	Syaa.g_00715
OG0000520	Praz.g_01880	Syaa.g_00716
OG0000521	Praz.g_01875	Syaa.g_01864
OG0000522	Praz.g_01873	Syaa.g_01862
OG0000523	Praz.g_01872	Syaa.g_01859
OG0000524	Praz.g_01867	Syaa.g_01856
OG0000525	Praz.g_01864	Syaa.g_01851
OG0000526	Praz.g_01863	Syaa.g_01848
OG0000527	Praz.g_01855	Syaa.g_01844
OG0000528	Praz.g_01850	Syaa.g_02054
OG0000529	Praz.g_01847	Syaa.g_02050
OG0000530	Praz.g_01844	Syaa.g_02047
OG0000531	Praz.g_01843	Syaa.g_02046
OG0000532	Praz.g_01841	Syaa.g_02043
OG0000533	Praz.g_01840	Syaa.g_02042
OG0000534	Praz.g_01839	Syaa.g_02041
OG0000535	Praz.g_01838	Syaa.g_02040
OG0000536	Praz.g_01837	Syaa.g_02039
OG0000537	Praz.g_01836	Syaa.g_02038
OG0000538	Praz.g_01828	Syaa.g_02027
OG0000539	Praz.g_01827	Syaa.g_02026
OG0000540	Praz.g_01826	Syaa.g_02025
OG0000541	Praz.g_01825	Syaa.g_02024
OG0000542	Praz.g_01823	Syaa.g_02021
OG0000543	Praz.g_01821	Syaa.g_02019
OG0000544	Praz.g_01820	Syaa.g_02018
OG0000545	Praz.g_01818	Syaa.g_02016
OG0000546	Praz.g_01815	Syaa.g_02014
OG0000547	Praz.g_01813	Syaa.g_02012
OG0000548	Praz.g_01812	Syaa.g_02011
OG0000549	Praz.g_01810	Syaa.g_02003
OG0000550	Praz.g_01805	Syaa.g_01998
OG0000551	Praz.g_01801	Syaa.g_01993
OG0000552	Praz.g_01800	Syaa.g_01992
OG0000553	Praz.g_01799	Syaa.g_01990
OG0000554	Praz.g_01794	Syaa.g_01979
OG0000555	Praz.g_01786	Syaa.g_01961
