Orthogroup	Pram	Prae
OG0000089	Pram.g_00352	Prae.g_00355
OG0000090	Pram.g_00471	Prae.g_00508
OG0000091	Pram.g_01068	Prae.g_00616
OG0000092	Pram.g_00739	Prae.g_00913
OG0000093	Pram.g_01038	Prae.g_00933
OG0000094	Pram.g_00987	Prae.g_01021
OG0000095	Pram.g_00888	Prae.g_01040
OG0000096	Pram.g_01505, Pram.g_00621	Prae.g_01110, Prae.g_01283
OG0000097	Pram.g_01093	Prae.g_01204
OG0000098	Pram.g_01478	Prae.g_01350
OG0000099	Pram.g_01445	Prae.g_01390
OG0000100	Pram.g_01298	Prae.g_01533
OG0000101	Pram.g_01770	Prae.g_01758
OG0000102	Pram.g_01838	Prae.g_01820
OG0000103	Pram.g_01925	Prae.g_01899
OG0000104	Pram.g_01934	Prae.g_01907
OG0000105	Pram.g_00262	Prae.g_01440
OG0000106	Pram.g_00677	Prae.g_00370
OG0000107	Pram.g_01696	Prae.g_00385
OG0000108	Pram.g_00416	Prae.g_00454
OG0000109	Pram.g_00430	Prae.g_00468
OG0000110	Pram.g_00513	Prae.g_00549
OG0000111	Pram.g_00793	Prae.g_00673
OG0000112	Pram.g_00935	Prae.g_00770
OG0000113	Pram.g_00832	Prae.g_00828
OG0000114	Pram.g_00734	Prae.g_00908
OG0000115	Pram.g_01201	Prae.g_01102
OG0000116	Pram.g_01151	Prae.g_01153
OG0000117	Pram.g_01112	Prae.g_01263
OG0000118	Pram.g_01242	Prae.g_01341
OG0000119	Pram.g_01283	Prae.g_01364
OG0000120	Pram.g_01446	Prae.g_01389
OG0000121	Pram.g_01376	Prae.g_01461
OG0000122	Pram.g_01204, Pram.g_01334	Prae.g_01499
OG0000123	Pram.g_01777	Prae.g_01766
OG0000124	Pram.g_01850	Prae.g_01831
OG0000125	Pram.g_01886	Prae.g_01867
OG0000126	Pram.g_01933	Prae.g_01906
OG0000128	Pram.g_01949	Prae.g_00011
OG0000129	Pram.g_00029	Prae.g_00046
OG0000130	Pram.g_00054	Prae.g_00069
OG0000131	Pram.g_00130	Prae.g_00148
OG0000132	Pram.g_00149	Prae.g_00167
OG0000133	Pram.g_00310	Prae.g_00323
OG0000134	Pram.g_00354	Prae.g_00356
OG0000135	Pram.g_01589	Prae.g_00382
OG0000136	Pram.g_00376	Prae.g_00415
OG0000137	Pram.g_00411	Prae.g_00449
OG0000138	Pram.g_00431	Prae.g_00469
OG0000139	Pram.g_00475	Prae.g_00512
OG0000140	Pram.g_00476	Prae.g_00513
OG0000141	Pram.g_00545	Prae.g_00581
OG0000142	Pram.g_01075	Prae.g_00609
OG0000143	Pram.g_01072	Prae.g_00613
OG0000144	Pram.g_01058	Prae.g_00626
OG0000145	Pram.g_01534	Prae.g_00766
OG0000146	Pram.g_00934	Prae.g_00771
OG0000147	Pram.g_00933	Prae.g_00772
OG0000148	Pram.g_00826	Prae.g_00822
OG0000149	Pram.g_00858	Prae.g_00852
OG0000150	Pram.g_00868	Prae.g_00860
OG0000151	Pram.g_00744	Prae.g_00918
OG0000152	Pram.g_00943	Prae.g_00964
OG0000153	Pram.g_00961	Prae.g_00983
OG0000154	Pram.g_00978	Prae.g_01014
OG0000155	Pram.g_01118	Prae.g_01183
OG0000156	Pram.g_01219	Prae.g_01317
OG0000157	Pram.g_01220	Prae.g_01318
OG0000158	Pram.g_01815	Prae.g_01426
OG0000159	Pram.g_01438	Prae.g_01438
OG0000160	Pram.g_01377	Prae.g_01460
OG0000161	Pram.g_01145, Pram.g_01371	Prae.g_01466
OG0000162	Pram.g_01365	Prae.g_01472
OG0000163	Pram.g_01326	Prae.g_01506
OG0000164	Pram.g_01656	Prae.g_01647
OG0000165	Pram.g_01664	Prae.g_01654
OG0000166	Pram.g_01733	Prae.g_01722
OG0000167	Pram.g_01805	Prae.g_01789
OG0000168	Pram.g_01816	Prae.g_01799
OG0000169	Pram.g_01826	Prae.g_01809
OG0000170	Pram.g_01829	Prae.g_01811
OG0000171	Pram.g_01849	Prae.g_01830
OG0000172	Pram.g_01856	Prae.g_01838
OG0000173	Pram.g_01871	Prae.g_01853
OG0000174	Pram.g_01902	Prae.g_01881
OG0000175	Pram.g_01914	Prae.g_01891
OG0000176	Pram.g_01942	Prae.g_00004
OG0000177	Pram.g_01943	Prae.g_00005
OG0000178	Pram.g_01944	Prae.g_00006
OG0000179	Pram.g_00003	Prae.g_00016
OG0000180	Pram.g_00004	Prae.g_00017
OG0000181	Pram.g_00005	Prae.g_00018
OG0000182	Pram.g_00006	Prae.g_00019
OG0000183	Pram.g_00010	Prae.g_00023
OG0000184	Pram.g_00033	Prae.g_00048
OG0000185	Pram.g_00036	Prae.g_00051
OG0000186	Pram.g_00048	Prae.g_00064
OG0000187	Pram.g_00049	Prae.g_00065
OG0000188	Pram.g_00066	Prae.g_00082
OG0000189	Pram.g_00080	Prae.g_00096
OG0000190	Pram.g_00081	Prae.g_00097
OG0000191	Pram.g_00103	Prae.g_00117
OG0000192	Pram.g_00108	Prae.g_00121
OG0000193	Pram.g_00131	Prae.g_00149
OG0000194	Pram.g_00134	Prae.g_00152
OG0000195	Pram.g_00136	Prae.g_00154
OG0000196	Pram.g_00146	Prae.g_00164
OG0000197	Pram.g_00147	Prae.g_00165
OG0000198	Pram.g_00148	Prae.g_00166
OG0000199	Pram.g_00155	Prae.g_00173
OG0000200	Pram.g_00168	Prae.g_00187
OG0000201	Pram.g_00177	Prae.g_00195
OG0000202	Pram.g_00178	Prae.g_00196
OG0000203	Pram.g_00179	Prae.g_00197
OG0000204	Pram.g_00180	Prae.g_00198
OG0000205	Pram.g_00187	Prae.g_00205
OG0000206	Pram.g_00192	Prae.g_00210
OG0000207	Pram.g_00194	Prae.g_00212
OG0000208	Pram.g_00195	Prae.g_00213
OG0000209	Pram.g_00204	Prae.g_00222
OG0000210	Pram.g_00205	Prae.g_00223
OG0000211	Pram.g_00220	Prae.g_00236
OG0000212	Pram.g_00228	Prae.g_00243
OG0000213	Pram.g_00246	Prae.g_00260
OG0000214	Pram.g_00255	Prae.g_00270
OG0000215	Pram.g_00282	Prae.g_00293
OG0000216	Pram.g_00283	Prae.g_00295
OG0000217	Pram.g_00286	Prae.g_00298
OG0000218	Pram.g_00288	Prae.g_00300
OG0000219	Pram.g_00289	Prae.g_00301
OG0000220	Pram.g_00290	Prae.g_00302
OG0000221	Pram.g_00291	Prae.g_00303
OG0000222	Pram.g_00298	Prae.g_00311
OG0000223	Pram.g_00311	Prae.g_00324
OG0000224	Pram.g_00313	Prae.g_00326
OG0000225	Pram.g_00341	Prae.g_00345
OG0000226	Pram.g_00345	Prae.g_00349
OG0000227	Pram.g_00347	Prae.g_00351
OG0000228	Pram.g_00351	Prae.g_00354
OG0000229	Pram.g_00371	Prae.g_00410
OG0000230	Pram.g_00373	Prae.g_00412
OG0000231	Pram.g_00384	Prae.g_00423
OG0000232	Pram.g_00397	Prae.g_00432
OG0000233	Pram.g_00402	Prae.g_00437
OG0000234	Pram.g_00412	Prae.g_00450
OG0000235	Pram.g_00415	Prae.g_00453
OG0000236	Pram.g_00429	Prae.g_00467
OG0000237	Pram.g_00443	Prae.g_00480
OG0000238	Pram.g_00449	Prae.g_00486
OG0000239	Pram.g_00462	Prae.g_00499
OG0000240	Pram.g_00463	Prae.g_00500
OG0000241	Pram.g_00468	Prae.g_00504
OG0000242	Pram.g_00470	Prae.g_00506
OG0000243	Pram.g_00480	Prae.g_00518
OG0000244	Pram.g_00483	Prae.g_00521
OG0000245	Pram.g_00485	Prae.g_00523
OG0000246	Pram.g_00489	Prae.g_00527
OG0000247	Pram.g_00500	Prae.g_00537
OG0000248	Pram.g_00503	Prae.g_00539
OG0000249	Pram.g_00505	Prae.g_00541
OG0000250	Pram.g_00510	Prae.g_00546
OG0000251	Pram.g_00528	Prae.g_00565
OG0000252	Pram.g_00531	Prae.g_00568
OG0000253	Pram.g_00532	Prae.g_00569
OG0000254	Pram.g_00549	Prae.g_00585
OG0000255	Pram.g_00555	Prae.g_00591
OG0000256	Pram.g_00566	Prae.g_00601
OG0000257	Pram.g_01080	Prae.g_00604
OG0000258	Pram.g_01067	Prae.g_00617
OG0000259	Pram.g_01050	Prae.g_00634
OG0000260	Pram.g_01047	Prae.g_00637
OG0000261	Pram.g_01044	Prae.g_00639
OG0000262	Pram.g_01039	Prae.g_00643
OG0000263	Pram.g_00771	Prae.g_00655
OG0000264	Pram.g_00782	Prae.g_00665
OG0000265	Pram.g_00801	Prae.g_00711
OG0000266	Pram.g_01020	Prae.g_00721
OG0000267	Pram.g_01007	Prae.g_00732
OG0000268	Pram.g_01006	Prae.g_00733
OG0000269	Pram.g_00804	Prae.g_00801
OG0000270	Pram.g_00807	Prae.g_00804
OG0000271	Pram.g_00815	Prae.g_00812
OG0000272	Pram.g_00816	Prae.g_00813
OG0000273	Pram.g_00839	Prae.g_00836
OG0000274	Pram.g_00840	Prae.g_00837
OG0000275	Pram.g_00843	Prae.g_00839
OG0000276	Pram.g_00849	Prae.g_00844
OG0000277	Pram.g_00850	Prae.g_00845
OG0000278	Pram.g_00853	Prae.g_00848
OG0000279	Pram.g_00861	Prae.g_00855
OG0000280	Pram.g_00862	Prae.g_00856
OG0000281	Pram.g_00870	Prae.g_00861
OG0000282	Pram.g_00736	Prae.g_00910
OG0000283	Pram.g_00916	Prae.g_00941
OG0000284	Pram.g_00921	Prae.g_00946
OG0000285	Pram.g_00926	Prae.g_00951
OG0000286	Pram.g_00942	Prae.g_00963
OG0000287	Pram.g_01199	Prae.g_00980
OG0000288	Pram.g_00977	Prae.g_01013
OG0000289	Pram.g_00992	Prae.g_01024
OG0000290	Pram.g_00891	Prae.g_01037
OG0000291	Pram.g_00889	Prae.g_01039
OG0000292	Pram.g_01185	Prae.g_01090
OG0000293	Pram.g_01150	Prae.g_01154
OG0000294	Pram.g_01149	Prae.g_01155
OG0000295	Pram.g_01125	Prae.g_01175
OG0000296	Pram.g_01123	Prae.g_01177
OG0000297	Pram.g_01114	Prae.g_01185
OG0000298	Pram.g_01113	Prae.g_01186
OG0000299	Pram.g_01094	Prae.g_01203
OG0000300	Pram.g_01091	Prae.g_01206
OG0000301	Pram.g_01090	Prae.g_01207
OG0000302	Pram.g_01088	Prae.g_01209
OG0000303	Pram.g_01082	Prae.g_01216
OG0000304	Pram.g_00571	Prae.g_01220
OG0000305	Pram.g_01183	Prae.g_01360
OG0000306	Pram.g_00874	Prae.g_01363
OG0000307	Pram.g_01458	Prae.g_01377
OG0000308	Pram.g_01457	Prae.g_01378
OG0000309	Pram.g_01453	Prae.g_01382
OG0000310	Pram.g_01395	Prae.g_01444
OG0000311	Pram.g_01393	Prae.g_01446
OG0000312	Pram.g_01390	Prae.g_01449
OG0000313	Pram.g_01374	Prae.g_01463
OG0000314	Pram.g_01351	Prae.g_01486
OG0000315	Pram.g_01341	Prae.g_01496
OG0000316	Pram.g_01315	Prae.g_01516
OG0000317	Pram.g_01629	Prae.g_01621
OG0000318	Pram.g_01633	Prae.g_01624
OG0000319	Pram.g_01646	Prae.g_01637
OG0000320	Pram.g_01648	Prae.g_01639
OG0000321	Pram.g_01649	Prae.g_01640
OG0000322	Pram.g_01650	Prae.g_01641
OG0000323	Pram.g_01659	Prae.g_01650
OG0000324	Pram.g_01687	Prae.g_01676
OG0000325	Pram.g_01697	Prae.g_01687
OG0000326	Pram.g_01704	Prae.g_01693
OG0000327	Pram.g_01728	Prae.g_01717
OG0000328	Pram.g_01729	Prae.g_01718
OG0000329	Pram.g_01746	Prae.g_01735
OG0000330	Pram.g_01747	Prae.g_01736
OG0000331	Pram.g_01748	Prae.g_01737
OG0000332	Pram.g_01762	Prae.g_01751
OG0000333	Pram.g_01764	Prae.g_01753
OG0000334	Pram.g_01773	Prae.g_01761
OG0000335	Pram.g_01778	Prae.g_01767
OG0000336	Pram.g_01782	Prae.g_01771
OG0000337	Pram.g_01801	Prae.g_01787
OG0000338	Pram.g_01802	Prae.g_01788
OG0000339	Pram.g_01808	Prae.g_01792
OG0000340	Pram.g_01817	Prae.g_01800
OG0000341	Pram.g_01819	Prae.g_01802
OG0000342	Pram.g_01820	Prae.g_01803
OG0000343	Pram.g_01821	Prae.g_01804
OG0000344	Pram.g_01824	Prae.g_01807
OG0000345	Pram.g_01830	Prae.g_01812
OG0000346	Pram.g_01834	Prae.g_01816
OG0000347	Pram.g_01851	Prae.g_01832
OG0000348	Pram.g_01859	Prae.g_01841
OG0000349	Pram.g_01877	Prae.g_01858
OG0000350	Pram.g_01898	Prae.g_01877
OG0000351	Pram.g_01917	Prae.g_01894
OG0000352	Pram.g_01918	Prae.g_01895
OG0000353	Pram.g_01937	Prae.g_01910
OG0000355	Pram.g_01939	Prae.g_00001
OG0000356	Pram.g_01940	Prae.g_00002
OG0000357	Pram.g_01941	Prae.g_00003
OG0000358	Pram.g_01945	Prae.g_00007
OG0000359	Pram.g_01946	Prae.g_00008
OG0000360	Pram.g_01947	Prae.g_00009
OG0000361	Pram.g_01948	Prae.g_00010
OG0000362	Pram.g_01950	Prae.g_00012
OG0000363	Pram.g_00001	Prae.g_00014
OG0000364	Pram.g_00002	Prae.g_00015
OG0000365	Pram.g_00007	Prae.g_00020
OG0000366	Pram.g_00008	Prae.g_00021
OG0000367	Pram.g_00009	Prae.g_00022
OG0000368	Pram.g_00011	Prae.g_00024
OG0000369	Pram.g_00012	Prae.g_00025
OG0000370	Pram.g_00013	Prae.g_00026
OG0000371	Pram.g_00019	Prae.g_00032
OG0000372	Pram.g_00021	Prae.g_00035
OG0000373	Pram.g_00022	Prae.g_00036
OG0000374	Pram.g_00023	Prae.g_00037
OG0000375	Pram.g_00024	Prae.g_00042
OG0000376	Pram.g_00026	Prae.g_00044
OG0000377	Pram.g_00030	Prae.g_00047
OG0000378	Pram.g_00034	Prae.g_00049
OG0000379	Pram.g_00037	Prae.g_00052
OG0000380	Pram.g_00050	Prae.g_00066
OG0000381	Pram.g_00055	Prae.g_00070
OG0000382	Pram.g_00065	Prae.g_00081
OG0000383	Pram.g_00067	Prae.g_00083
OG0000384	Pram.g_00068	Prae.g_00084
OG0000385	Pram.g_00069	Prae.g_00085
OG0000386	Pram.g_00070	Prae.g_00086
OG0000387	Pram.g_00083	Prae.g_00099
OG0000388	Pram.g_00087	Prae.g_00102
OG0000389	Pram.g_00090	Prae.g_00105
OG0000390	Pram.g_00099	Prae.g_00112
OG0000391	Pram.g_00102	Prae.g_00116
OG0000392	Pram.g_00106	Prae.g_00120
OG0000393	Pram.g_00109	Prae.g_00122
OG0000394	Pram.g_00110	Prae.g_00123
OG0000395	Pram.g_00111	Prae.g_00124
OG0000396	Pram.g_00113	Prae.g_00127
OG0000397	Pram.g_00115	Prae.g_00129
OG0000398	Pram.g_00118	Prae.g_00131
OG0000399	Pram.g_00119	Prae.g_00132
OG0000400	Pram.g_00120	Prae.g_00133
OG0000401	Pram.g_00121	Prae.g_00134
OG0000402	Pram.g_01001	Prae.g_00136
OG0000403	Pram.g_00123	Prae.g_00137
OG0000404	Pram.g_00124	Prae.g_00138
OG0000405	Pram.g_00128	Prae.g_00142
OG0000406	Pram.g_00132	Prae.g_00150
OG0000407	Pram.g_00133	Prae.g_00151
OG0000408	Pram.g_00135	Prae.g_00153
OG0000409	Pram.g_00137	Prae.g_00155
OG0000410	Pram.g_00138	Prae.g_00156
OG0000411	Pram.g_00139	Prae.g_00157
OG0000412	Pram.g_00140	Prae.g_00158
OG0000413	Pram.g_00141	Prae.g_00159
OG0000414	Pram.g_00142	Prae.g_00160
OG0000415	Pram.g_00143	Prae.g_00161
OG0000416	Pram.g_00144	Prae.g_00162
OG0000417	Pram.g_00145	Prae.g_00163
OG0000418	Pram.g_00150	Prae.g_00168
OG0000419	Pram.g_00152	Prae.g_00170
OG0000420	Pram.g_00153	Prae.g_00171
OG0000421	Pram.g_00157	Prae.g_00176
OG0000422	Pram.g_00158	Prae.g_00177
OG0000423	Pram.g_00159	Prae.g_00178
OG0000424	Pram.g_00160	Prae.g_00179
OG0000425	Pram.g_00161	Prae.g_00180
OG0000426	Pram.g_00162	Prae.g_00181
OG0000427	Pram.g_00163	Prae.g_00182
OG0000428	Pram.g_00165	Prae.g_00184
OG0000429	Pram.g_00166	Prae.g_00185
OG0000430	Pram.g_00167	Prae.g_00186
OG0000431	Pram.g_00169	Prae.g_00188
OG0000432	Pram.g_00173	Prae.g_00191
OG0000433	Pram.g_00174	Prae.g_00192
OG0000434	Pram.g_00175	Prae.g_00193
OG0000435	Pram.g_00176	Prae.g_00194
OG0000436	Pram.g_00181	Prae.g_00199
OG0000437	Pram.g_00182	Prae.g_00200
OG0000438	Pram.g_00183	Prae.g_00201
OG0000439	Pram.g_00185	Prae.g_00203
OG0000440	Pram.g_00186	Prae.g_00204
OG0000441	Pram.g_00189	Prae.g_00207
OG0000442	Pram.g_00190	Prae.g_00208
OG0000443	Pram.g_00191	Prae.g_00209
OG0000444	Pram.g_00196	Prae.g_00214
OG0000445	Pram.g_00197	Prae.g_00215
OG0000446	Pram.g_00198	Prae.g_00216
OG0000447	Pram.g_00199	Prae.g_00217
OG0000448	Pram.g_00200	Prae.g_00218
OG0000449	Pram.g_00201	Prae.g_00219
OG0000450	Pram.g_00202	Prae.g_00220
OG0000451	Pram.g_00203	Prae.g_00221
OG0000452	Pram.g_00206	Prae.g_00224
OG0000453	Pram.g_00207	Prae.g_00225
OG0000454	Pram.g_00208	Prae.g_00226
OG0000455	Pram.g_00209	Prae.g_00227
OG0000456	Pram.g_00210	Prae.g_00228
OG0000457	Pram.g_00212	Prae.g_00229
OG0000458	Pram.g_00213	Prae.g_00230
OG0000459	Pram.g_00214	Prae.g_00231
OG0000460	Pram.g_00222	Prae.g_00238
OG0000461	Pram.g_00230	Prae.g_00245
OG0000462	Pram.g_00232	Prae.g_00247
OG0000463	Pram.g_00233	Prae.g_00248
OG0000464	Pram.g_00234	Prae.g_00249
OG0000465	Pram.g_00235	Prae.g_00250
OG0000466	Pram.g_00238	Prae.g_00253
OG0000467	Pram.g_00239	Prae.g_00254
OG0000468	Pram.g_00242	Prae.g_00256
OG0000469	Pram.g_00250	Prae.g_00265
OG0000470	Pram.g_00252	Prae.g_00267
OG0000471	Pram.g_00253	Prae.g_00268
OG0000472	Pram.g_00254	Prae.g_00269
OG0000473	Pram.g_00256	Prae.g_00271
OG0000474	Pram.g_00257	Prae.g_00272
OG0000475	Pram.g_00258	Prae.g_00273
OG0000476	Pram.g_00260	Prae.g_00274
OG0000477	Pram.g_00263	Prae.g_00276
OG0000478	Pram.g_00264	Prae.g_00277
OG0000479	Pram.g_00265	Prae.g_00278
OG0000480	Pram.g_00270	Prae.g_00283
OG0000481	Pram.g_00273	Prae.g_00285
OG0000482	Pram.g_00274	Prae.g_00286
OG0000483	Pram.g_00277	Prae.g_00289
OG0000484	Pram.g_00278	Prae.g_00290
OG0000485	Pram.g_00280	Prae.g_00291
OG0000486	Pram.g_00281	Prae.g_00292
OG0000487	Pram.g_00284	Prae.g_00296
OG0000488	Pram.g_00287	Prae.g_00299
OG0000489	Pram.g_00292	Prae.g_00304
OG0000490	Pram.g_00296	Prae.g_00309
OG0000491	Pram.g_00297	Prae.g_00310
OG0000492	Pram.g_00299	Prae.g_00312
OG0000493	Pram.g_00300	Prae.g_00313
OG0000494	Pram.g_00301	Prae.g_00314
OG0000495	Pram.g_00302	Prae.g_00315
OG0000496	Pram.g_00303	Prae.g_00316
OG0000497	Pram.g_00304	Prae.g_00317
OG0000498	Pram.g_00305	Prae.g_00318
OG0000499	Pram.g_00306	Prae.g_00319
OG0000500	Pram.g_00307	Prae.g_00320
OG0000501	Pram.g_00309	Prae.g_00322
OG0000502	Pram.g_00312	Prae.g_00325
OG0000503	Pram.g_00328	Prae.g_00335
OG0000504	Pram.g_00330	Prae.g_00336
OG0000505	Pram.g_00331	Prae.g_00337
OG0000506	Pram.g_00332	Prae.g_00338
OG0000507	Pram.g_00336	Prae.g_00341
OG0000508	Pram.g_00340	Prae.g_00344
OG0000509	Pram.g_00342	Prae.g_00346
OG0000510	Pram.g_00343	Prae.g_00347
OG0000511	Pram.g_00344	Prae.g_00348
OG0000512	Pram.g_00346	Prae.g_00350
OG0000513	Pram.g_00355	Prae.g_00357
OG0000514	Pram.g_00366	Prae.g_00405
OG0000515	Pram.g_00367	Prae.g_00406
OG0000516	Pram.g_00368	Prae.g_00407
OG0000517	Pram.g_00370	Prae.g_00409
OG0000518	Pram.g_00381	Prae.g_00420
OG0000519	Pram.g_00382	Prae.g_00421
OG0000520	Pram.g_00383	Prae.g_00422
OG0000521	Pram.g_00393	Prae.g_00427
OG0000522	Pram.g_00395	Prae.g_00429
OG0000523	Pram.g_00396	Prae.g_00430
OG0000524	Pram.g_00400	Prae.g_00435
OG0000525	Pram.g_00404	Prae.g_00438
OG0000526	Pram.g_00406	Prae.g_00439
OG0000527	Pram.g_00409	Prae.g_00447
OG0000528	Pram.g_00414	Prae.g_00452
OG0000529	Pram.g_00417	Prae.g_00455
OG0000530	Pram.g_00420	Prae.g_00458
OG0000531	Pram.g_00421	Prae.g_00459
OG0000532	Pram.g_00423	Prae.g_00461
OG0000533	Pram.g_00424	Prae.g_00462
OG0000534	Pram.g_00425	Prae.g_00463
OG0000535	Pram.g_00426	Prae.g_00464
OG0000536	Pram.g_00427	Prae.g_00465
OG0000537	Pram.g_00428	Prae.g_00466
OG0000538	Pram.g_00438	Prae.g_00474
OG0000539	Pram.g_00439	Prae.g_00475
OG0000540	Pram.g_00440	Prae.g_00476
OG0000541	Pram.g_00441	Prae.g_00477
OG0000542	Pram.g_00442	Prae.g_00479
OG0000543	Pram.g_00444	Prae.g_00481
OG0000544	Pram.g_00445	Prae.g_00482
OG0000545	Pram.g_00447	Prae.g_00484
OG0000546	Pram.g_00450	Prae.g_00487
OG0000547	Pram.g_00452	Prae.g_00489
OG0000548	Pram.g_00453	Prae.g_00490
OG0000549	Pram.g_00456	Prae.g_00492
OG0000550	Pram.g_00461	Prae.g_00497
OG0000551	Pram.g_00464	Prae.g_00501
OG0000552	Pram.g_00465	Prae.g_00502
OG0000553	Pram.g_00466	Prae.g_00503
OG0000554	Pram.g_00472	Prae.g_00509
OG0000555	Pram.g_00479	Prae.g_00517
OG0000556	Pram.g_00481	Prae.g_00519
OG0000557	Pram.g_00482	Prae.g_00520
OG0000558	Pram.g_00484	Prae.g_00522
OG0000559	Pram.g_00488	Prae.g_00526
OG0000560	Pram.g_00491	Prae.g_00529
OG0000561	Pram.g_00492	Prae.g_00530
OG0000562	Pram.g_00493	Prae.g_00531
OG0000563	Pram.g_00494	Prae.g_00532
OG0000564	Pram.g_00495	Prae.g_00533
OG0000565	Pram.g_00498	Prae.g_00536
OG0000566	Pram.g_00502	Prae.g_00538
OG0000567	Pram.g_00506	Prae.g_00542
OG0000568	Pram.g_00507	Prae.g_00543
OG0000569	Pram.g_00508	Prae.g_00544
OG0000570	Pram.g_00509	Prae.g_00545
OG0000571	Pram.g_00511	Prae.g_00547
OG0000572	Pram.g_00523	Prae.g_00560
OG0000573	Pram.g_00529	Prae.g_00566
OG0000574	Pram.g_00530	Prae.g_00567
OG0000575	Pram.g_00534	Prae.g_00571
OG0000576	Pram.g_00536	Prae.g_00573
OG0000577	Pram.g_00537	Prae.g_00574
OG0000578	Pram.g_00538	Prae.g_00575
OG0000579	Pram.g_00539	Prae.g_00576
OG0000580	Pram.g_00540	Prae.g_00577
OG0000581	Pram.g_00543	Prae.g_00579
OG0000582	Pram.g_00546	Prae.g_00582
OG0000583	Pram.g_00547	Prae.g_00583
OG0000584	Pram.g_00548	Prae.g_00584
OG0000585	Pram.g_00550	Prae.g_00586
OG0000586	Pram.g_00551	Prae.g_00587
OG0000587	Pram.g_00552	Prae.g_00588
