Orthogroup	Pram	Syaj
OG0000103	Pram.g_01925	Syaj.g_02243
OG0000104	Pram.g_01934	Syaj.g_02258
OG0000105	Pram.g_00262	Syaj.g_02573
OG0000106	Pram.g_00677	Syaj.g_01130
OG0000107	Pram.g_01696	Syaj.g_02637
OG0000108	Pram.g_00416	Syaj.g_00072
OG0000109	Pram.g_00430	Syaj.g_00087
OG0000110	Pram.g_00513	Syaj.g_00215
OG0000111	Pram.g_00793	Syaj.g_00437
OG0000112	Pram.g_00935	Syaj.g_00907
OG0000113	Pram.g_00832	Syaj.g_00992
OG0000114	Pram.g_00734	Syaj.g_00741
OG0000115	Pram.g_01201	Syaj.g_01402
OG0000116	Pram.g_01151	Syaj.g_00289
OG0000117	Pram.g_01112	Syaj.g_00637
OG0000118	Pram.g_01242	Syaj.g_00267
OG0000119	Pram.g_01283	Syaj.g_00317
OG0000120	Pram.g_01446	Syaj.g_02502
OG0000121	Pram.g_01376	Syaj.g_01383
OG0000122	Pram.g_01204, Pram.g_01334	Syaj.g_01250
OG0000123	Pram.g_01777	Syaj.g_02745
OG0000124	Pram.g_01850	Syaj.g_02388
OG0000125	Pram.g_01886	Syaj.g_02117
OG0000126	Pram.g_01933	Syaj.g_02256
OG0000127	Pram.g_00611	Syaj.g_00538, Syaj.g_00036
OG0000128	Pram.g_01949	Syaj.g_02274
OG0000129	Pram.g_00029	Syaj.g_02106
OG0000130	Pram.g_00054	Syaj.g_01818
OG0000131	Pram.g_00130	Syaj.g_01964
OG0000132	Pram.g_00149	Syaj.g_00688, Syaj.g_01984
OG0000133	Pram.g_00310	Syaj.g_00902
OG0000134	Pram.g_00354	Syaj.g_02832
OG0000135	Pram.g_01589	Syaj.g_02167
OG0000136	Pram.g_00376	Syaj.g_01550
OG0000137	Pram.g_00411	Syaj.g_01444
OG0000138	Pram.g_00431	Syaj.g_00088
OG0000139	Pram.g_00475	Syaj.g_00150
OG0000140	Pram.g_00476	Syaj.g_00153
OG0000141	Pram.g_00545	Syaj.g_01340
OG0000142	Pram.g_01075	Syaj.g_01283
OG0000143	Pram.g_01072	Syaj.g_01279
OG0000144	Pram.g_01058	Syaj.g_01151
OG0000145	Pram.g_01534	Syaj.g_00094
OG0000146	Pram.g_00934	Syaj.g_00908
OG0000147	Pram.g_00933	Syaj.g_00909
OG0000148	Pram.g_00826	Syaj.g_01003
OG0000149	Pram.g_00858	Syaj.g_00369
OG0000150	Pram.g_00868	Syaj.g_01339, Syaj.g_00154
OG0000151	Pram.g_00744	Syaj.g_01074
OG0000152	Pram.g_00943	Syaj.g_00898
OG0000153	Pram.g_00961	Syaj.g_00842
OG0000154	Pram.g_00978	Syaj.g_00814
OG0000155	Pram.g_01118	Syaj.g_00338
OG0000156	Pram.g_01219	Syaj.g_00282
OG0000157	Pram.g_01220	Syaj.g_00281
OG0000158	Pram.g_01815	Syaj.g_02445
OG0000160	Pram.g_01377	Syaj.g_01382
OG0000161	Pram.g_01145, Pram.g_01371	Syaj.g_01389
OG0000162	Pram.g_01365	Syaj.g_01395
OG0000163	Pram.g_01326	Syaj.g_01639
OG0000164	Pram.g_01656	Syaj.g_01758
OG0000165	Pram.g_01664	Syaj.g_01582
OG0000166	Pram.g_01733	Syaj.g_02698
OG0000167	Pram.g_01805	Syaj.g_02460
OG0000168	Pram.g_01816	Syaj.g_02444
OG0000169	Pram.g_01826	Syaj.g_02431, Syaj.g_02429
OG0000170	Pram.g_01829	Syaj.g_02422
OG0000171	Pram.g_01849	Syaj.g_02389
OG0000172	Pram.g_01856	Syaj.g_02365
OG0000173	Pram.g_01871	Syaj.g_02321
OG0000174	Pram.g_01902	Syaj.g_02169
OG0000175	Pram.g_01914	Syaj.g_02229
OG0000176	Pram.g_01942	Syaj.g_02266
OG0000177	Pram.g_01943	Syaj.g_02267
OG0000178	Pram.g_01944	Syaj.g_02268
OG0000179	Pram.g_00003	Syaj.g_02283
OG0000180	Pram.g_00004	Syaj.g_02284
OG0000181	Pram.g_00005	Syaj.g_02285
OG0000182	Pram.g_00006	Syaj.g_02286
OG0000183	Pram.g_00010	Syaj.g_02290
OG0000184	Pram.g_00033	Syaj.g_02098
OG0000185	Pram.g_00036	Syaj.g_02087
OG0000186	Pram.g_00048	Syaj.g_01812
OG0000187	Pram.g_00049	Syaj.g_01814
OG0000188	Pram.g_00066	Syaj.g_01837
OG0000189	Pram.g_00080	Syaj.g_01874
OG0000190	Pram.g_00081	Syaj.g_01876
OG0000191	Pram.g_00103	Syaj.g_01910
OG0000192	Pram.g_00108	Syaj.g_01919
OG0000193	Pram.g_00131	Syaj.g_01965
OG0000194	Pram.g_00134	Syaj.g_01968
OG0000195	Pram.g_00136	Syaj.g_01971
OG0000196	Pram.g_00146	Syaj.g_01981
OG0000197	Pram.g_00147	Syaj.g_01982
OG0000198	Pram.g_00148	Syaj.g_01983
OG0000199	Pram.g_00155	Syaj.g_01991
OG0000200	Pram.g_00168	Syaj.g_02008
OG0000201	Pram.g_00177	Syaj.g_02024
OG0000202	Pram.g_00178	Syaj.g_02025
OG0000203	Pram.g_00179	Syaj.g_02026
OG0000204	Pram.g_00180	Syaj.g_02027
OG0000205	Pram.g_00187	Syaj.g_02035
OG0000206	Pram.g_00192	Syaj.g_02043
OG0000207	Pram.g_00194	Syaj.g_02045
OG0000208	Pram.g_00195	Syaj.g_02046
OG0000209	Pram.g_00204	Syaj.g_02070
OG0000210	Pram.g_00205	Syaj.g_02071
OG0000211	Pram.g_00220	Syaj.g_02856
OG0000212	Pram.g_00228	Syaj.g_02881
OG0000213	Pram.g_00246	Syaj.g_02601
OG0000214	Pram.g_00255	Syaj.g_02582
OG0000215	Pram.g_00282	Syaj.g_02551
OG0000216	Pram.g_00283	Syaj.g_02547
OG0000217	Pram.g_00286	Syaj.g_02543
OG0000218	Pram.g_00288	Syaj.g_02541
OG0000219	Pram.g_00289	Syaj.g_02540
OG0000220	Pram.g_00290	Syaj.g_02539
OG0000221	Pram.g_00291	Syaj.g_02530
OG0000222	Pram.g_00298	Syaj.g_02516
OG0000223	Pram.g_00311	Syaj.g_02494
OG0000224	Pram.g_00313	Syaj.g_02487
OG0000225	Pram.g_00341	Syaj.g_02821
OG0000226	Pram.g_00345	Syaj.g_02825
OG0000227	Pram.g_00347	Syaj.g_02827
OG0000228	Pram.g_00351	Syaj.g_02828
OG0000229	Pram.g_00371	Syaj.g_01555
OG0000230	Pram.g_00373	Syaj.g_01553
OG0000231	Pram.g_00384	Syaj.g_01541
OG0000232	Pram.g_00397	Syaj.g_01497
OG0000233	Pram.g_00402	Syaj.g_01481
OG0000234	Pram.g_00412	Syaj.g_01442
OG0000235	Pram.g_00415	Syaj.g_00071
OG0000236	Pram.g_00429	Syaj.g_00086
OG0000237	Pram.g_00443	Syaj.g_00103
OG0000238	Pram.g_00449	Syaj.g_00108
OG0000239	Pram.g_00462	Syaj.g_00125
OG0000240	Pram.g_00463	Syaj.g_00126
OG0000241	Pram.g_00468	Syaj.g_01291
OG0000242	Pram.g_00470	Syaj.g_00142
OG0000243	Pram.g_00480	Syaj.g_00164
OG0000244	Pram.g_00483	Syaj.g_00180
OG0000245	Pram.g_00485	Syaj.g_00182
OG0000246	Pram.g_00489	Syaj.g_00186
OG0000247	Pram.g_00500	Syaj.g_00197
OG0000248	Pram.g_00503	Syaj.g_00200
OG0000249	Pram.g_00505	Syaj.g_00202
OG0000250	Pram.g_00510	Syaj.g_00211
OG0000251	Pram.g_00528	Syaj.g_00237
OG0000252	Pram.g_00531	Syaj.g_00243
OG0000253	Pram.g_00532	Syaj.g_00245
OG0000254	Pram.g_00549	Syaj.g_01335
OG0000255	Pram.g_00555	Syaj.g_01315
OG0000256	Pram.g_00566	Syaj.g_01297
OG0000257	Pram.g_01080	Syaj.g_01292
OG0000258	Pram.g_01067	Syaj.g_01274
OG0000259	Pram.g_01050	Syaj.g_00707
OG0000260	Pram.g_01047	Syaj.g_00712
OG0000261	Pram.g_01044	Syaj.g_00715
OG0000262	Pram.g_01039	Syaj.g_00720
OG0000263	Pram.g_00771	Syaj.g_00605
OG0000264	Pram.g_00782	Syaj.g_00485
OG0000265	Pram.g_00801	Syaj.g_00510
OG0000266	Pram.g_01020	Syaj.g_00946
OG0000267	Pram.g_01007	Syaj.g_00770
OG0000268	Pram.g_01006	Syaj.g_00771
OG0000269	Pram.g_00804	Syaj.g_01031
OG0000270	Pram.g_00807	Syaj.g_01025
OG0000271	Pram.g_00815	Syaj.g_01017
OG0000272	Pram.g_00816	Syaj.g_01016
OG0000273	Pram.g_00839	Syaj.g_00389
OG0000274	Pram.g_00840	Syaj.g_00388
OG0000275	Pram.g_00843	Syaj.g_00384
OG0000276	Pram.g_00849	Syaj.g_00377
OG0000277	Pram.g_00850	Syaj.g_00376
OG0000278	Pram.g_00853	Syaj.g_00373
OG0000279	Pram.g_00861	Syaj.g_00357
OG0000280	Pram.g_00862	Syaj.g_00348
OG0000281	Pram.g_00870	Syaj.g_02670
OG0000282	Pram.g_00736	Syaj.g_00743
OG0000283	Pram.g_00916	Syaj.g_00790
OG0000284	Pram.g_00921	Syaj.g_00930
OG0000285	Pram.g_00926	Syaj.g_00917
OG0000286	Pram.g_00942	Syaj.g_00899
OG0000287	Pram.g_01199	Syaj.g_00849
OG0000288	Pram.g_00977	Syaj.g_00815
OG0000289	Pram.g_00992	Syaj.g_00800
OG0000290	Pram.g_00891	Syaj.g_00424
OG0000291	Pram.g_00889	Syaj.g_00426
OG0000292	Pram.g_01185	Syaj.g_02255
OG0000293	Pram.g_01150	Syaj.g_00290
OG0000294	Pram.g_01149	Syaj.g_00291
OG0000295	Pram.g_01125	Syaj.g_00330
OG0000296	Pram.g_01123	Syaj.g_00332
OG0000297	Pram.g_01114	Syaj.g_00639
OG0000298	Pram.g_01113	Syaj.g_00638
OG0000299	Pram.g_01094	Syaj.g_00592
OG0000300	Pram.g_01091	Syaj.g_00586
OG0000301	Pram.g_01090	Syaj.g_00585
OG0000302	Pram.g_01088	Syaj.g_00582
OG0000303	Pram.g_01082	Syaj.g_00572
OG0000304	Pram.g_00571	Syaj.g_00566
OG0000305	Pram.g_01183	Syaj.g_00429
OG0000306	Pram.g_00874	Syaj.g_01126
OG0000307	Pram.g_01458	Syaj.g_00051
OG0000308	Pram.g_01457	Syaj.g_00049
OG0000309	Pram.g_01453	Syaj.g_00044
OG0000310	Pram.g_01395	Syaj.g_01358
OG0000311	Pram.g_01393	Syaj.g_01362
OG0000312	Pram.g_01390	Syaj.g_01368
OG0000313	Pram.g_01374	Syaj.g_01386
OG0000314	Pram.g_01351	Syaj.g_01420
OG0000315	Pram.g_01341	Syaj.g_01430
OG0000316	Pram.g_01315	Syaj.g_01664
OG0000317	Pram.g_01629	Syaj.g_01715
OG0000318	Pram.g_01633	Syaj.g_01722
OG0000319	Pram.g_01646	Syaj.g_01741
OG0000320	Pram.g_01648	Syaj.g_01743
OG0000321	Pram.g_01649	Syaj.g_01744
OG0000322	Pram.g_01650	Syaj.g_01745
OG0000323	Pram.g_01659	Syaj.g_01760
OG0000324	Pram.g_01687	Syaj.g_01609
OG0000325	Pram.g_01697	Syaj.g_02638
OG0000326	Pram.g_01704	Syaj.g_02645
OG0000327	Pram.g_01728	Syaj.g_02693
OG0000328	Pram.g_01729	Syaj.g_02694
OG0000329	Pram.g_01746	Syaj.g_02712
OG0000330	Pram.g_01747	Syaj.g_02713
OG0000331	Pram.g_01748	Syaj.g_02714
OG0000332	Pram.g_01762	Syaj.g_02729
OG0000333	Pram.g_01764	Syaj.g_02732
OG0000334	Pram.g_01773	Syaj.g_02741
OG0000335	Pram.g_01778	Syaj.g_02746
OG0000336	Pram.g_01782	Syaj.g_02750
OG0000337	Pram.g_01801	Syaj.g_02466
OG0000338	Pram.g_01802	Syaj.g_02462
OG0000339	Pram.g_01808	Syaj.g_02455
OG0000340	Pram.g_01817	Syaj.g_02443
OG0000341	Pram.g_01819	Syaj.g_02441
OG0000342	Pram.g_01820	Syaj.g_02440
OG0000343	Pram.g_01821	Syaj.g_02437
OG0000344	Pram.g_01824	Syaj.g_02433
OG0000345	Pram.g_01830	Syaj.g_02421
OG0000346	Pram.g_01834	Syaj.g_02416
OG0000347	Pram.g_01851	Syaj.g_02383
OG0000348	Pram.g_01859	Syaj.g_02333
OG0000349	Pram.g_01877	Syaj.g_02314
OG0000350	Pram.g_01898	Syaj.g_02652
OG0000351	Pram.g_01917	Syaj.g_02234
OG0000352	Pram.g_01918	Syaj.g_02235
OG0000353	Pram.g_01937	Syaj.g_02261
OG0000355	Pram.g_01939	Syaj.g_02263
OG0000356	Pram.g_01940	Syaj.g_02264
OG0000357	Pram.g_01941	Syaj.g_02265
OG0000358	Pram.g_01945	Syaj.g_02269
OG0000359	Pram.g_01946	Syaj.g_02271
OG0000360	Pram.g_01947	Syaj.g_02272
OG0000361	Pram.g_01948	Syaj.g_02273
OG0000362	Pram.g_01950	Syaj.g_02275
OG0000363	Pram.g_00001	Syaj.g_02277
OG0000364	Pram.g_00002	Syaj.g_02278
OG0000365	Pram.g_00007	Syaj.g_02287
OG0000366	Pram.g_00008	Syaj.g_02288
OG0000367	Pram.g_00009	Syaj.g_02289
OG0000368	Pram.g_00011	Syaj.g_02291
OG0000369	Pram.g_00012	Syaj.g_02292
OG0000370	Pram.g_00013	Syaj.g_02293
OG0000371	Pram.g_00019	Syaj.g_02301
OG0000372	Pram.g_00021	Syaj.g_02307
OG0000373	Pram.g_00022	Syaj.g_02308
OG0000374	Pram.g_00023	Syaj.g_02309
OG0000375	Pram.g_00024	Syaj.g_02310
OG0000376	Pram.g_00026	Syaj.g_02312
OG0000377	Pram.g_00030	Syaj.g_02105
OG0000378	Pram.g_00034	Syaj.g_02091
OG0000379	Pram.g_00037	Syaj.g_02086
OG0000380	Pram.g_00050	Syaj.g_01815
OG0000381	Pram.g_00055	Syaj.g_01819
OG0000382	Pram.g_00065	Syaj.g_01836
OG0000383	Pram.g_00067	Syaj.g_01839
OG0000384	Pram.g_00068	Syaj.g_01840
OG0000385	Pram.g_00069	Syaj.g_01841
OG0000386	Pram.g_00070	Syaj.g_01842
OG0000387	Pram.g_00083	Syaj.g_01878
OG0000388	Pram.g_00087	Syaj.g_01882
OG0000389	Pram.g_00090	Syaj.g_01886
OG0000390	Pram.g_00099	Syaj.g_01904
OG0000391	Pram.g_00102	Syaj.g_01909
OG0000392	Pram.g_00106	Syaj.g_01918
OG0000393	Pram.g_00109	Syaj.g_01922
OG0000394	Pram.g_00110	Syaj.g_01923
OG0000395	Pram.g_00111	Syaj.g_01924
OG0000396	Pram.g_00113	Syaj.g_01928
OG0000397	Pram.g_00115	Syaj.g_01930
OG0000398	Pram.g_00118	Syaj.g_01935
OG0000399	Pram.g_00119	Syaj.g_01936
OG0000400	Pram.g_00120	Syaj.g_01937
OG0000401	Pram.g_00121	Syaj.g_01938
OG0000402	Pram.g_01001	Syaj.g_01940
OG0000403	Pram.g_00123	Syaj.g_01941
OG0000404	Pram.g_00124	Syaj.g_01943
OG0000405	Pram.g_00128	Syaj.g_01961
OG0000406	Pram.g_00132	Syaj.g_01966
OG0000407	Pram.g_00133	Syaj.g_01967
OG0000408	Pram.g_00135	Syaj.g_01970
OG0000409	Pram.g_00137	Syaj.g_01972
OG0000410	Pram.g_00138	Syaj.g_01973
OG0000411	Pram.g_00139	Syaj.g_01974
OG0000412	Pram.g_00140	Syaj.g_01975
OG0000413	Pram.g_00141	Syaj.g_01977
OG0000415	Pram.g_00143	Syaj.g_01978
OG0000416	Pram.g_00144	Syaj.g_01979
OG0000417	Pram.g_00145	Syaj.g_01980
OG0000418	Pram.g_00150	Syaj.g_01985
OG0000419	Pram.g_00152	Syaj.g_01987
OG0000420	Pram.g_00153	Syaj.g_01989
OG0000421	Pram.g_00157	Syaj.g_01994
OG0000422	Pram.g_00158	Syaj.g_01995
OG0000423	Pram.g_00159	Syaj.g_01996
OG0000424	Pram.g_00160	Syaj.g_01997
OG0000425	Pram.g_00161	Syaj.g_01998
OG0000426	Pram.g_00162	Syaj.g_01999
OG0000427	Pram.g_00163	Syaj.g_02000
OG0000428	Pram.g_00165	Syaj.g_02003
OG0000429	Pram.g_00166	Syaj.g_02005
OG0000430	Pram.g_00167	Syaj.g_02007
OG0000431	Pram.g_00169	Syaj.g_02010
OG0000432	Pram.g_00173	Syaj.g_02017
OG0000433	Pram.g_00174	Syaj.g_02020
OG0000434	Pram.g_00175	Syaj.g_02021
OG0000435	Pram.g_00176	Syaj.g_02023
OG0000436	Pram.g_00181	Syaj.g_02029
OG0000437	Pram.g_00182	Syaj.g_02030
OG0000438	Pram.g_00183	Syaj.g_02031
OG0000439	Pram.g_00185	Syaj.g_02033
OG0000440	Pram.g_00186	Syaj.g_02034
OG0000441	Pram.g_00189	Syaj.g_02038
OG0000442	Pram.g_00190	Syaj.g_02039
OG0000443	Pram.g_00191	Syaj.g_02040
OG0000444	Pram.g_00196	Syaj.g_02052
OG0000445	Pram.g_00197	Syaj.g_02053
OG0000446	Pram.g_00198	Syaj.g_02055
OG0000447	Pram.g_00199	Syaj.g_02058
OG0000448	Pram.g_00200	Syaj.g_02059
OG0000449	Pram.g_00201	Syaj.g_02060
OG0000450	Pram.g_00202	Syaj.g_02067
OG0000451	Pram.g_00203	Syaj.g_02068
OG0000452	Pram.g_00206	Syaj.g_02072
OG0000453	Pram.g_00207	Syaj.g_02073
OG0000454	Pram.g_00208	Syaj.g_02074
OG0000455	Pram.g_00209	Syaj.g_02075
OG0000456	Pram.g_00210	Syaj.g_02076
OG0000457	Pram.g_00212	Syaj.g_02078
OG0000458	Pram.g_00213	Syaj.g_02079
OG0000459	Pram.g_00214	Syaj.g_02080
OG0000460	Pram.g_00222	Syaj.g_02858
OG0000461	Pram.g_00230	Syaj.g_02623
OG0000462	Pram.g_00232	Syaj.g_02620
OG0000463	Pram.g_00233	Syaj.g_02619
OG0000464	Pram.g_00234	Syaj.g_02618
OG0000465	Pram.g_00235	Syaj.g_02617
OG0000466	Pram.g_00238	Syaj.g_02612
OG0000467	Pram.g_00239	Syaj.g_02610
OG0000468	Pram.g_00242	Syaj.g_02605
OG0000469	Pram.g_00250	Syaj.g_02590
OG0000470	Pram.g_00252	Syaj.g_02586
OG0000471	Pram.g_00253	Syaj.g_02585
OG0000472	Pram.g_00254	Syaj.g_02583
OG0000473	Pram.g_00256	Syaj.g_02581
OG0000474	Pram.g_00257	Syaj.g_02580
OG0000475	Pram.g_00258	Syaj.g_02579
OG0000476	Pram.g_00260	Syaj.g_02577
OG0000477	Pram.g_00263	Syaj.g_02571
OG0000478	Pram.g_00264	Syaj.g_02570
OG0000479	Pram.g_00265	Syaj.g_02569
OG0000480	Pram.g_00270	Syaj.g_02562
OG0000481	Pram.g_00273	Syaj.g_02560
OG0000482	Pram.g_00274	Syaj.g_02559
OG0000483	Pram.g_00277	Syaj.g_02555
OG0000484	Pram.g_00278	Syaj.g_02554
OG0000485	Pram.g_00280	Syaj.g_02553
OG0000486	Pram.g_00281	Syaj.g_02552
OG0000487	Pram.g_00284	Syaj.g_02546
OG0000488	Pram.g_00287	Syaj.g_02542
OG0000489	Pram.g_00292	Syaj.g_02529
OG0000490	Pram.g_00296	Syaj.g_02519
OG0000491	Pram.g_00297	Syaj.g_02517
OG0000492	Pram.g_00299	Syaj.g_02515
OG0000493	Pram.g_00300	Syaj.g_02514
OG0000494	Pram.g_00301	Syaj.g_02513
OG0000495	Pram.g_00302	Syaj.g_02512
OG0000496	Pram.g_00303	Syaj.g_02511
OG0000497	Pram.g_00304	Syaj.g_02510
OG0000498	Pram.g_00305	Syaj.g_02509
OG0000499	Pram.g_00306	Syaj.g_02508
OG0000500	Pram.g_00307	Syaj.g_02507
OG0000501	Pram.g_00309	Syaj.g_02504
OG0000502	Pram.g_00312	Syaj.g_02492
OG0000503	Pram.g_00328	Syaj.g_02805
OG0000504	Pram.g_00330	Syaj.g_02807
OG0000505	Pram.g_00331	Syaj.g_02808
OG0000506	Pram.g_00332	Syaj.g_02810
OG0000507	Pram.g_00336	Syaj.g_02816
OG0000508	Pram.g_00340	Syaj.g_02820
OG0000509	Pram.g_00342	Syaj.g_02822
OG0000510	Pram.g_00343	Syaj.g_02823
OG0000511	Pram.g_00344	Syaj.g_02824
OG0000512	Pram.g_00346	Syaj.g_02826
OG0000513	Pram.g_00355	Syaj.g_02833
OG0000514	Pram.g_00366	Syaj.g_02839
OG0000515	Pram.g_00367	Syaj.g_02840
OG0000516	Pram.g_00368	Syaj.g_01561
OG0000517	Pram.g_00370	Syaj.g_01556
OG0000518	Pram.g_00381	Syaj.g_01544
OG0000519	Pram.g_00382	Syaj.g_01543
OG0000520	Pram.g_00383	Syaj.g_01542
OG0000521	Pram.g_00393	Syaj.g_00271
OG0000522	Pram.g_00395	Syaj.g_00273
OG0000523	Pram.g_00396	Syaj.g_00274
OG0000524	Pram.g_00400	Syaj.g_01485
OG0000525	Pram.g_00404	Syaj.g_01454
OG0000526	Pram.g_00406	Syaj.g_01451
OG0000527	Pram.g_00409	Syaj.g_01446
OG0000528	Pram.g_00414	Syaj.g_00065
OG0000529	Pram.g_00417	Syaj.g_00073
OG0000530	Pram.g_00420	Syaj.g_00076
OG0000531	Pram.g_00421	Syaj.g_00077
OG0000532	Pram.g_00423	Syaj.g_00080
OG0000533	Pram.g_00424	Syaj.g_00081
OG0000534	Pram.g_00425	Syaj.g_00082
OG0000535	Pram.g_00426	Syaj.g_00083
OG0000536	Pram.g_00427	Syaj.g_00084
OG0000537	Pram.g_00428	Syaj.g_00085
OG0000538	Pram.g_00438	Syaj.g_00096
OG0000539	Pram.g_00439	Syaj.g_00097
OG0000540	Pram.g_00440	Syaj.g_00098
OG0000541	Pram.g_00441	Syaj.g_00099
OG0000542	Pram.g_00442	Syaj.g_00102
OG0000543	Pram.g_00444	Syaj.g_00104
OG0000544	Pram.g_00445	Syaj.g_00105
OG0000545	Pram.g_00447	Syaj.g_00107
OG0000546	Pram.g_00450	Syaj.g_00109
OG0000547	Pram.g_00452	Syaj.g_00111
OG0000548	Pram.g_00453	Syaj.g_00112
OG0000549	Pram.g_00456	Syaj.g_00118
OG0000550	Pram.g_00461	Syaj.g_00123
OG0000551	Pram.g_00464	Syaj.g_00128
OG0000552	Pram.g_00465	Syaj.g_00129
OG0000553	Pram.g_00466	Syaj.g_00133
