Orthogroup	Pram	Praw
OG0000039	Pram.g_00777	Praw.g_01836
OG0000040	Pram.g_01599	Praw.g_00476
OG0000041	Pram.g_01680	Praw.g_00562
OG0000042	Pram.g_01841	Praw.g_00032
OG0000043	Pram.g_01161	Praw.g_01627
OG0000048	Pram.g_00259	Praw.g_00504, Praw.g_00758
OG0000053	Pram.g_01357, Pram.g_01580	Praw.g_00357
OG0000054	Pram.g_00544	Praw.g_00142
OG0000055	Pram.g_01189, Pram.g_01617	Praw.g_01716
OG0000057	Pram.g_00792	Praw.g_01824
OG0000058	Pram.g_01447	Praw.g_01055
OG0000059	Pram.g_01719	Praw.g_01894
OG0000061	Pram.g_01140	Praw.g_00234
OG0000062	Pram.g_01293	Praw.g_00415
OG0000065	Pram.g_00091	Praw.g_01328
OG0000066	Pram.g_01558	Praw.g_00609
OG0000067	Pram.g_00809	Praw.g_01697
OG0000068	Pram.g_01468	Praw.g_01016
OG0000069	Pram.g_00391	Praw.g_00448
OG0000070	Pram.g_00385	Praw.g_00697
OG0000071	Pram.g_01230	Praw.g_00981
OG0000072	Pram.g_00156	Praw.g_01264
OG0000073	Pram.g_01426, Pram.g_00437	Praw.g_00649
OG0000074	Pram.g_00772, Pram.g_00715, Pram.g_00684	Praw.g_01840
OG0000075	Pram.g_01807	Praw.g_00064
OG0000076	Pram.g_01833	Praw.g_00039
OG0000077	Pram.g_00063	Praw.g_01356
OG0000078	Pram.g_00227	Praw.g_01196
OG0000081	Pram.g_00469	Praw.g_00617
OG0000082	Pram.g_01559	Praw.g_01932
OG0000084	Pram.g_01384	Praw.g_01087
OG0000085	Pram.g_01265	Praw.g_00508
OG0000086	Pram.g_00072	Praw.g_01346
OG0000087	Pram.g_00125	Praw.g_01296
OG0000088	Pram.g_00151	Praw.g_01269
OG0000089	Pram.g_00352	Praw.g_00776
OG0000090	Pram.g_00471	Praw.g_00615
OG0000091	Pram.g_01068	Praw.g_01880
OG0000092	Pram.g_00739	Praw.g_01592
OG0000093	Pram.g_01038	Praw.g_01571
OG0000094	Pram.g_00987	Praw.g_01486
OG0000095	Pram.g_00888	Praw.g_01467
OG0000096	Pram.g_01505, Pram.g_00621	Praw.g_00482, Praw.g_00184, Praw.g_00945
OG0000097	Pram.g_01093	Praw.g_00275
OG0000098	Pram.g_01478	Praw.g_00997
OG0000099	Pram.g_01445	Praw.g_01051
OG0000100	Pram.g_01298	Praw.g_00411
OG0000101	Pram.g_01770	Praw.g_00096
OG0000102	Pram.g_01838	Praw.g_00034
OG0000103	Pram.g_01925	Praw.g_01148
OG0000104	Pram.g_01934	Praw.g_01140
OG0000105	Pram.g_00262	Praw.g_00860
OG0000106	Pram.g_00677	Praw.g_00762
OG0000107	Pram.g_01696	Praw.g_00748
OG0000108	Pram.g_00416	Praw.g_00667
OG0000109	Pram.g_00430	Praw.g_00654
OG0000110	Pram.g_00513	Praw.g_01922
OG0000111	Pram.g_00793	Praw.g_01823
OG0000112	Pram.g_00935	Praw.g_01732
OG0000113	Pram.g_00832	Praw.g_01675
OG0000114	Pram.g_00734	Praw.g_01597
OG0000115	Pram.g_01201	Praw.g_00178
OG0000116	Pram.g_01151	Praw.g_00224
OG0000117	Pram.g_01112	Praw.g_00926
OG0000118	Pram.g_01242	Praw.g_00993
OG0000119	Pram.g_01283	Praw.g_01012
OG0000120	Pram.g_01446	Praw.g_01050
OG0000121	Pram.g_01376	Praw.g_01078
OG0000122	Pram.g_01204, Pram.g_01334	Praw.g_00377
OG0000123	Pram.g_01777	Praw.g_00089
OG0000124	Pram.g_01850	Praw.g_00023
OG0000125	Pram.g_01886	Praw.g_01180
OG0000126	Pram.g_01933	Praw.g_01141
OG0000128	Pram.g_01949	Praw.g_01125
OG0000129	Pram.g_00029	Praw.g_01384
OG0000130	Pram.g_00054	Praw.g_01365
OG0000131	Pram.g_00130	Praw.g_01290
OG0000132	Pram.g_00149	Praw.g_01271
OG0000133	Pram.g_00310	Praw.g_00812
OG0000134	Pram.g_00354	Praw.g_00775
OG0000135	Pram.g_01589	Praw.g_00751
OG0000136	Pram.g_00376	Praw.g_00706
OG0000137	Pram.g_00411	Praw.g_00672
OG0000138	Pram.g_00431	Praw.g_00653
OG0000139	Pram.g_00475	Praw.g_00611
OG0000140	Pram.g_00476	Praw.g_00610
OG0000141	Pram.g_00545	Praw.g_00143
OG0000142	Pram.g_01075	Praw.g_01887
OG0000143	Pram.g_01072	Praw.g_01883
OG0000144	Pram.g_01058	Praw.g_01870
OG0000145	Pram.g_01534	Praw.g_01745
OG0000146	Pram.g_00934	Praw.g_01731
OG0000147	Pram.g_00933	Praw.g_01730
OG0000148	Pram.g_00826	Praw.g_01681
OG0000149	Pram.g_00858	Praw.g_01652
OG0000150	Pram.g_00868	Praw.g_01644
OG0000151	Pram.g_00744	Praw.g_01587
OG0000152	Pram.g_00943	Praw.g_01539
OG0000153	Pram.g_00961	Praw.g_01520
OG0000154	Pram.g_00978	Praw.g_01493
OG0000155	Pram.g_01118	Praw.g_00254
OG0000156	Pram.g_01219	Praw.g_00968
OG0000157	Pram.g_01220	Praw.g_00969
OG0000158	Pram.g_01815	Praw.g_01052
OG0000159	Pram.g_01438	Praw.g_01054
OG0000160	Pram.g_01377	Praw.g_01079, Praw.g_01080
OG0000161	Pram.g_01145, Pram.g_01371	Praw.g_00344
OG0000162	Pram.g_01365	Praw.g_00350
OG0000163	Pram.g_01326	Praw.g_00384
OG0000164	Pram.g_01656	Praw.g_00539
OG0000165	Pram.g_01664	Praw.g_00546
OG0000166	Pram.g_01733	Praw.g_00132
OG0000167	Pram.g_01805	Praw.g_00066
OG0000168	Pram.g_01816	Praw.g_00056
OG0000169	Pram.g_01826	Praw.g_00046
OG0000170	Pram.g_01829	Praw.g_00044
OG0000171	Pram.g_01849	Praw.g_00024
OG0000172	Pram.g_01856	Praw.g_00016
OG0000173	Pram.g_01871	Praw.g_00001
OG0000174	Pram.g_01902	Praw.g_01166
OG0000175	Pram.g_01914	Praw.g_01156
OG0000176	Pram.g_01942	Praw.g_01132
OG0000177	Pram.g_01943	Praw.g_01131
OG0000178	Pram.g_01944	Praw.g_01130
OG0000179	Pram.g_00003	Praw.g_01412
OG0000180	Pram.g_00004	Praw.g_01411
OG0000181	Pram.g_00005	Praw.g_01410
OG0000182	Pram.g_00006	Praw.g_01409
OG0000183	Pram.g_00010	Praw.g_01405
OG0000184	Pram.g_00033	Praw.g_01382
OG0000185	Pram.g_00036	Praw.g_01379
OG0000186	Pram.g_00048	Praw.g_01370
OG0000187	Pram.g_00049	Praw.g_01369
OG0000188	Pram.g_00066	Praw.g_01352
OG0000189	Pram.g_00080	Praw.g_01339
OG0000190	Pram.g_00081	Praw.g_01338
OG0000191	Pram.g_00103	Praw.g_01318
OG0000192	Pram.g_00108	Praw.g_01314
OG0000193	Pram.g_00131	Praw.g_01289
OG0000194	Pram.g_00134	Praw.g_01286
OG0000195	Pram.g_00136	Praw.g_01284
OG0000196	Pram.g_00146	Praw.g_01274
OG0000197	Pram.g_00147	Praw.g_01273
OG0000198	Pram.g_00148	Praw.g_01272
OG0000199	Pram.g_00155	Praw.g_01265
OG0000200	Pram.g_00168	Praw.g_01251
OG0000201	Pram.g_00177	Praw.g_01243
OG0000202	Pram.g_00178	Praw.g_01242
OG0000203	Pram.g_00179	Praw.g_01241
OG0000204	Pram.g_00180	Praw.g_01240
OG0000205	Pram.g_00187	Praw.g_01233
OG0000206	Pram.g_00192	Praw.g_01228
OG0000207	Pram.g_00194	Praw.g_01226
OG0000208	Pram.g_00195	Praw.g_01225
OG0000209	Pram.g_00204	Praw.g_01216
OG0000210	Pram.g_00205	Praw.g_01215
OG0000211	Pram.g_00220	Praw.g_01202
OG0000212	Pram.g_00228	Praw.g_01195
OG0000213	Pram.g_00246	Praw.g_00876
OG0000214	Pram.g_00255	Praw.g_00867
OG0000215	Pram.g_00282	Praw.g_00842
OG0000216	Pram.g_00283	Praw.g_00840
OG0000217	Pram.g_00286	Praw.g_00837
OG0000218	Pram.g_00288	Praw.g_00835
OG0000219	Pram.g_00289	Praw.g_00834
OG0000220	Pram.g_00290	Praw.g_00833
OG0000221	Pram.g_00291	Praw.g_00832
OG0000222	Pram.g_00298	Praw.g_00824
OG0000223	Pram.g_00311	Praw.g_00811
OG0000224	Pram.g_00313	Praw.g_00809
OG0000225	Pram.g_00341	Praw.g_00786
OG0000226	Pram.g_00345	Praw.g_00782
OG0000227	Pram.g_00347	Praw.g_00780
OG0000228	Pram.g_00351	Praw.g_00777
OG0000229	Pram.g_00371	Praw.g_00711
OG0000230	Pram.g_00373	Praw.g_00709
OG0000231	Pram.g_00384	Praw.g_00698
OG0000232	Pram.g_00397	Praw.g_00689
OG0000233	Pram.g_00402	Praw.g_00684
OG0000234	Pram.g_00412	Praw.g_00671
OG0000235	Pram.g_00415	Praw.g_00668
OG0000236	Pram.g_00429	Praw.g_00655
OG0000237	Pram.g_00443	Praw.g_00642
OG0000238	Pram.g_00449	Praw.g_00636
OG0000239	Pram.g_00462	Praw.g_00623
OG0000240	Pram.g_00463	Praw.g_00622
OG0000241	Pram.g_00468	Praw.g_00618
OG0000242	Pram.g_00470	Praw.g_00616
OG0000243	Pram.g_00480	Praw.g_00605
OG0000244	Pram.g_00483	Praw.g_00602
OG0000245	Pram.g_00485	Praw.g_00600
OG0000246	Pram.g_00489	Praw.g_00596
OG0000247	Pram.g_00500	Praw.g_00586
OG0000248	Pram.g_00503	Praw.g_00584
OG0000249	Pram.g_00505	Praw.g_00582
OG0000250	Pram.g_00510	Praw.g_00577
OG0000251	Pram.g_00528	Praw.g_01937
OG0000252	Pram.g_00531	Praw.g_01940
OG0000253	Pram.g_00532	Praw.g_01941
OG0000254	Pram.g_00549	Praw.g_00147
OG0000255	Pram.g_00555	Praw.g_00153
OG0000256	Pram.g_00566	Praw.g_00163
OG0000257	Pram.g_01080	Praw.g_00166
OG0000258	Pram.g_01067	Praw.g_01879
OG0000259	Pram.g_01050	Praw.g_01862
OG0000260	Pram.g_01047	Praw.g_01859
OG0000261	Pram.g_01044	Praw.g_01857
OG0000262	Pram.g_01039	Praw.g_01853
OG0000263	Pram.g_00771	Praw.g_01841
OG0000264	Pram.g_00782	Praw.g_01831
OG0000265	Pram.g_00801	Praw.g_01809
OG0000266	Pram.g_01020	Praw.g_01799
OG0000267	Pram.g_01007	Praw.g_01788
OG0000268	Pram.g_01006	Praw.g_01787
OG0000269	Pram.g_00804	Praw.g_01702
OG0000270	Pram.g_00807	Praw.g_01699
OG0000271	Pram.g_00815	Praw.g_01691
OG0000272	Pram.g_00816	Praw.g_01690
OG0000273	Pram.g_00839	Praw.g_01668
OG0000274	Pram.g_00840	Praw.g_01667
OG0000275	Pram.g_00843	Praw.g_01665
OG0000276	Pram.g_00849	Praw.g_01660
OG0000277	Pram.g_00850	Praw.g_01659
OG0000278	Pram.g_00853	Praw.g_01656
OG0000279	Pram.g_00861	Praw.g_01649
OG0000280	Pram.g_00862	Praw.g_01648
OG0000281	Pram.g_00870	Praw.g_01643
OG0000282	Pram.g_00736	Praw.g_01595
OG0000283	Pram.g_00916	Praw.g_01562
OG0000284	Pram.g_00921	Praw.g_01557
OG0000285	Pram.g_00926	Praw.g_01552
OG0000286	Pram.g_00942	Praw.g_01540
OG0000287	Pram.g_01199	Praw.g_01523
OG0000288	Pram.g_00977	Praw.g_01494
OG0000289	Pram.g_00992	Praw.g_01483
OG0000290	Pram.g_00891	Praw.g_01470
OG0000291	Pram.g_00889	Praw.g_01468
OG0000292	Pram.g_01185	Praw.g_01418
OG0000293	Pram.g_01150	Praw.g_00225
OG0000294	Pram.g_01149	Praw.g_00226
OG0000295	Pram.g_01125	Praw.g_00246
OG0000296	Pram.g_01123	Praw.g_00248
OG0000297	Pram.g_01114	Praw.g_00256
OG0000298	Pram.g_01113	Praw.g_00257
OG0000299	Pram.g_01094	Praw.g_00274
OG0000300	Pram.g_01091	Praw.g_00277
OG0000301	Pram.g_01090	Praw.g_00278
OG0000302	Pram.g_01088	Praw.g_00280
OG0000303	Pram.g_01082	Praw.g_00287
OG0000304	Pram.g_00571	Praw.g_00291
OG0000305	Pram.g_01183	Praw.g_01008
OG0000306	Pram.g_00874	Praw.g_01011
OG0000307	Pram.g_01458	Praw.g_01025
OG0000308	Pram.g_01457	Praw.g_01026
OG0000309	Pram.g_01453	Praw.g_01030
OG0000310	Pram.g_01395	Praw.g_01098
OG0000311	Pram.g_01393	Praw.g_01096
OG0000312	Pram.g_01390	Praw.g_01093
OG0000313	Pram.g_01374	Praw.g_01076
OG0000314	Pram.g_01351	Praw.g_00363
OG0000315	Pram.g_01341	Praw.g_00374
OG0000316	Pram.g_01315	Praw.g_00394
OG0000317	Pram.g_01629	Praw.g_00513
OG0000318	Pram.g_01633	Praw.g_00516
OG0000319	Pram.g_01646	Praw.g_00529
OG0000320	Pram.g_01648	Praw.g_00531
OG0000321	Pram.g_01649	Praw.g_00532
OG0000322	Pram.g_01650	Praw.g_00533
OG0000323	Pram.g_01659	Praw.g_00542
OG0000324	Pram.g_01687	Praw.g_00569
OG0000325	Pram.g_01697	Praw.g_01916
OG0000326	Pram.g_01704	Praw.g_01910
OG0000327	Pram.g_01728	Praw.g_00137
OG0000328	Pram.g_01729	Praw.g_00136
OG0000329	Pram.g_01746	Praw.g_00119
OG0000330	Pram.g_01747	Praw.g_00118
OG0000331	Pram.g_01748	Praw.g_00117
OG0000332	Pram.g_01762	Praw.g_00103
OG0000333	Pram.g_01764	Praw.g_00101
OG0000334	Pram.g_01773	Praw.g_00093
OG0000335	Pram.g_01778	Praw.g_00088
OG0000336	Pram.g_01782	Praw.g_00084
OG0000337	Pram.g_01801	Praw.g_00068
OG0000338	Pram.g_01802	Praw.g_00067
OG0000339	Pram.g_01808	Praw.g_00063
OG0000340	Pram.g_01817	Praw.g_00055
OG0000341	Pram.g_01819	Praw.g_00053
OG0000342	Pram.g_01820	Praw.g_00052
OG0000343	Pram.g_01821	Praw.g_00051
OG0000344	Pram.g_01824	Praw.g_00048
OG0000345	Pram.g_01830	Praw.g_00043
OG0000346	Pram.g_01834	Praw.g_00038
OG0000347	Pram.g_01851	Praw.g_00022
OG0000348	Pram.g_01859	Praw.g_00013
OG0000349	Pram.g_01877	Praw.g_01189
OG0000350	Pram.g_01898	Praw.g_01170
OG0000351	Pram.g_01917	Praw.g_01153
OG0000352	Pram.g_01918	Praw.g_01152
OG0000353	Pram.g_01937	Praw.g_01137
OG0000355	Pram.g_01939	Praw.g_01135
OG0000356	Pram.g_01940	Praw.g_01134
OG0000357	Pram.g_01941	Praw.g_01133
OG0000358	Pram.g_01945	Praw.g_01129
OG0000359	Pram.g_01946	Praw.g_01128
OG0000360	Pram.g_01947	Praw.g_01127
OG0000361	Pram.g_01948	Praw.g_01126
OG0000362	Pram.g_01950	Praw.g_01124
OG0000363	Pram.g_00001	Praw.g_01414
OG0000364	Pram.g_00002	Praw.g_01413
OG0000365	Pram.g_00007	Praw.g_01408
OG0000366	Pram.g_00008	Praw.g_01407
OG0000367	Pram.g_00009	Praw.g_01406
OG0000368	Pram.g_00011	Praw.g_01404
OG0000369	Pram.g_00012	Praw.g_01403
OG0000370	Pram.g_00013	Praw.g_01402
OG0000371	Pram.g_00019	Praw.g_01396
OG0000372	Pram.g_00021	Praw.g_01393
OG0000373	Pram.g_00022	Praw.g_01392
OG0000374	Pram.g_00023	Praw.g_01391
OG0000375	Pram.g_00024	Praw.g_01388
OG0000376	Pram.g_00026	Praw.g_01386
OG0000377	Pram.g_00030	Praw.g_01383
OG0000378	Pram.g_00034	Praw.g_01381
OG0000379	Pram.g_00037	Praw.g_01378
OG0000380	Pram.g_00050	Praw.g_01368
OG0000381	Pram.g_00055	Praw.g_01364
OG0000382	Pram.g_00065	Praw.g_01353
OG0000383	Pram.g_00067	Praw.g_01351
OG0000384	Pram.g_00068	Praw.g_01350
OG0000385	Pram.g_00069	Praw.g_01349
OG0000386	Pram.g_00070	Praw.g_01348
OG0000387	Pram.g_00083	Praw.g_01336
OG0000388	Pram.g_00087	Praw.g_01333
OG0000389	Pram.g_00090	Praw.g_01329
OG0000390	Pram.g_00099	Praw.g_01322
OG0000391	Pram.g_00102	Praw.g_01319
OG0000392	Pram.g_00106	Praw.g_01315
OG0000393	Pram.g_00109	Praw.g_01313
OG0000394	Pram.g_00110	Praw.g_01312
OG0000395	Pram.g_00111	Praw.g_01311
OG0000396	Pram.g_00113	Praw.g_01308
OG0000397	Pram.g_00115	Praw.g_01306
OG0000398	Pram.g_00118	Praw.g_01304
OG0000399	Pram.g_00119	Praw.g_01303
OG0000400	Pram.g_00120	Praw.g_01302
OG0000401	Pram.g_00121	Praw.g_01301
OG0000402	Pram.g_01001	Praw.g_01299
OG0000403	Pram.g_00123	Praw.g_01298
OG0000404	Pram.g_00124	Praw.g_01297
OG0000405	Pram.g_00128	Praw.g_01293
OG0000406	Pram.g_00132	Praw.g_01288
OG0000407	Pram.g_00133	Praw.g_01287
OG0000408	Pram.g_00135	Praw.g_01285
OG0000409	Pram.g_00137	Praw.g_01283
OG0000410	Pram.g_00138	Praw.g_01282
OG0000411	Pram.g_00139	Praw.g_01281
OG0000412	Pram.g_00140	Praw.g_01280
OG0000413	Pram.g_00141	Praw.g_01279
OG0000414	Pram.g_00142	Praw.g_01278
OG0000415	Pram.g_00143	Praw.g_01277
OG0000416	Pram.g_00144	Praw.g_01276
OG0000417	Pram.g_00145	Praw.g_01275
OG0000418	Pram.g_00150	Praw.g_01270
OG0000419	Pram.g_00152	Praw.g_01268
OG0000420	Pram.g_00153	Praw.g_01267
OG0000421	Pram.g_00157	Praw.g_01262
OG0000422	Pram.g_00158	Praw.g_01261
OG0000423	Pram.g_00159	Praw.g_01260
OG0000424	Pram.g_00160	Praw.g_01259
OG0000425	Pram.g_00161	Praw.g_01258
OG0000426	Pram.g_00162	Praw.g_01257
OG0000427	Pram.g_00163	Praw.g_01256
OG0000428	Pram.g_00165	Praw.g_01254
OG0000429	Pram.g_00166	Praw.g_01253
OG0000430	Pram.g_00167	Praw.g_01252
OG0000431	Pram.g_00169	Praw.g_01250
OG0000432	Pram.g_00173	Praw.g_01247
OG0000433	Pram.g_00174	Praw.g_01246
OG0000434	Pram.g_00175	Praw.g_01245
OG0000435	Pram.g_00176	Praw.g_01244
OG0000436	Pram.g_00181	Praw.g_01239
OG0000437	Pram.g_00182	Praw.g_01238
OG0000438	Pram.g_00183	Praw.g_01237
OG0000439	Pram.g_00185	Praw.g_01235
OG0000440	Pram.g_00186	Praw.g_01234
OG0000441	Pram.g_00189	Praw.g_01231
OG0000442	Pram.g_00190	Praw.g_01230
OG0000443	Pram.g_00191	Praw.g_01229
OG0000444	Pram.g_00196	Praw.g_01224
OG0000445	Pram.g_00197	Praw.g_01223
OG0000446	Pram.g_00198	Praw.g_01222
OG0000447	Pram.g_00199	Praw.g_01221
OG0000448	Pram.g_00200	Praw.g_01220
OG0000449	Pram.g_00201	Praw.g_01219
OG0000450	Pram.g_00202	Praw.g_01218
OG0000451	Pram.g_00203	Praw.g_01217
OG0000452	Pram.g_00206	Praw.g_01214
OG0000453	Pram.g_00207	Praw.g_01213
OG0000454	Pram.g_00208	Praw.g_01212
OG0000455	Pram.g_00209	Praw.g_01211
OG0000456	Pram.g_00210	Praw.g_01210
OG0000457	Pram.g_00212	Praw.g_01209
OG0000458	Pram.g_00213	Praw.g_01208
OG0000459	Pram.g_00214	Praw.g_01207
OG0000460	Pram.g_00222	Praw.g_01200
OG0000461	Pram.g_00230	Praw.g_00891
OG0000462	Pram.g_00232	Praw.g_00889
OG0000463	Pram.g_00233	Praw.g_00888
OG0000464	Pram.g_00234	Praw.g_00887
OG0000465	Pram.g_00235	Praw.g_00886
OG0000466	Pram.g_00238	Praw.g_00883
OG0000467	Pram.g_00239	Praw.g_00882
OG0000468	Pram.g_00242	Praw.g_00880
OG0000469	Pram.g_00250	Praw.g_00872
OG0000470	Pram.g_00252	Praw.g_00870
OG0000471	Pram.g_00253	Praw.g_00869
OG0000472	Pram.g_00254	Praw.g_00868
OG0000473	Pram.g_00256	Praw.g_00866
OG0000474	Pram.g_00257	Praw.g_00865
OG0000475	Pram.g_00258	Praw.g_00864
OG0000476	Pram.g_00260	Praw.g_00863
OG0000477	Pram.g_00263	Praw.g_00859
OG0000478	Pram.g_00264	Praw.g_00858
OG0000479	Pram.g_00265	Praw.g_00857
OG0000480	Pram.g_00270	Praw.g_00852
OG0000481	Pram.g_00273	Praw.g_00850
OG0000482	Pram.g_00274	Praw.g_00849
OG0000483	Pram.g_00277	Praw.g_00846
OG0000484	Pram.g_00278	Praw.g_00845
OG0000485	Pram.g_00280	Praw.g_00844
OG0000486	Pram.g_00281	Praw.g_00843
OG0000487	Pram.g_00284	Praw.g_00839
OG0000488	Pram.g_00287	Praw.g_00836
OG0000489	Pram.g_00292	Praw.g_00831
OG0000490	Pram.g_00296	Praw.g_00826
OG0000491	Pram.g_00297	Praw.g_00825
OG0000492	Pram.g_00299	Praw.g_00823
OG0000493	Pram.g_00300	Praw.g_00822
OG0000494	Pram.g_00301	Praw.g_00821
OG0000495	Pram.g_00302	Praw.g_00820
OG0000496	Pram.g_00303	Praw.g_00819
OG0000497	Pram.g_00304	Praw.g_00818
OG0000498	Pram.g_00305	Praw.g_00817
OG0000499	Pram.g_00306	Praw.g_00816
OG0000500	Pram.g_00307	Praw.g_00815
OG0000501	Pram.g_00309	Praw.g_00813
OG0000502	Pram.g_00312	Praw.g_00810
OG0000503	Pram.g_00328	Praw.g_00796
OG0000504	Pram.g_00330	Praw.g_00795
OG0000505	Pram.g_00331	Praw.g_00794
OG0000506	Pram.g_00332	Praw.g_00792
OG0000507	Pram.g_00336	Praw.g_00790
OG0000508	Pram.g_00340	Praw.g_00787
OG0000509	Pram.g_00342	Praw.g_00785
OG0000510	Pram.g_00343	Praw.g_00784
OG0000511	Pram.g_00344	Praw.g_00783
OG0000512	Pram.g_00346	Praw.g_00781
OG0000513	Pram.g_00355	Praw.g_00774
OG0000514	Pram.g_00366	Praw.g_00716
OG0000515	Pram.g_00367	Praw.g_00715
OG0000516	Pram.g_00368	Praw.g_00714
OG0000517	Pram.g_00370	Praw.g_00712
OG0000518	Pram.g_00381	Praw.g_00701
OG0000519	Pram.g_00382	Praw.g_00700
OG0000520	Pram.g_00383	Praw.g_00699
OG0000521	Pram.g_00393	Praw.g_00694
OG0000522	Pram.g_00395	Praw.g_00692
OG0000523	Pram.g_00396	Praw.g_00691
OG0000524	Pram.g_00400	Praw.g_00686
OG0000525	Pram.g_00404	Praw.g_00683
OG0000526	Pram.g_00406	Praw.g_00682
OG0000527	Pram.g_00409	Praw.g_00674
OG0000528	Pram.g_00414	Praw.g_00669
OG0000529	Pram.g_00417	Praw.g_00666
OG0000530	Pram.g_00420	Praw.g_00664
OG0000531	Pram.g_00421	Praw.g_00663
OG0000532	Pram.g_00423	Praw.g_00661
OG0000533	Pram.g_00424	Praw.g_00660
OG0000534	Pram.g_00425	Praw.g_00659
OG0000535	Pram.g_00426	Praw.g_00658
OG0000536	Pram.g_00427	Praw.g_00657
OG0000537	Pram.g_00428	Praw.g_00656
OG0000538	Pram.g_00438	Praw.g_00648
OG0000539	Pram.g_00439	Praw.g_00647
OG0000540	Pram.g_00440	Praw.g_00646
OG0000541	Pram.g_00441	Praw.g_00645
OG0000542	Pram.g_00442	Praw.g_00643
OG0000543	Pram.g_00444	Praw.g_00641
OG0000544	Pram.g_00445	Praw.g_00640
OG0000545	Pram.g_00447	Praw.g_00638
OG0000546	Pram.g_00450	Praw.g_00635
OG0000547	Pram.g_00452	Praw.g_00633
OG0000548	Pram.g_00453	Praw.g_00632
OG0000549	Pram.g_00456	Praw.g_00630
OG0000550	Pram.g_00461	Praw.g_00625
OG0000551	Pram.g_00464	Praw.g_00621
OG0000552	Pram.g_00465	Praw.g_00620
OG0000553	Pram.g_00466	Praw.g_00619
OG0000554	Pram.g_00472	Praw.g_00614
OG0000555	Pram.g_00479	Praw.g_00606
OG0000556	Pram.g_00481	Praw.g_00604
OG0000557	Pram.g_00482	Praw.g_00603
OG0000558	Pram.g_00484	Praw.g_00601
OG0000559	Pram.g_00488	Praw.g_00597
OG0000560	Pram.g_00491	Praw.g_00594
OG0000561	Pram.g_00492	Praw.g_00593
OG0000562	Pram.g_00493	Praw.g_00592
OG0000563	Pram.g_00494	Praw.g_00591
OG0000564	Pram.g_00495	Praw.g_00590
OG0000565	Pram.g_00498	Praw.g_00587
OG0000566	Pram.g_00502	Praw.g_00585
OG0000567	Pram.g_00506	Praw.g_00581
OG0000568	Pram.g_00507	Praw.g_00580
OG0000569	Pram.g_00508	Praw.g_00579
OG0000570	Pram.g_00509	Praw.g_00578
OG0000571	Pram.g_00511	Praw.g_00576
OG0000572	Pram.g_00523	Praw.g_01933
OG0000573	Pram.g_00529	Praw.g_01938
OG0000574	Pram.g_00530	Praw.g_01939
OG0000575	Pram.g_00534	Praw.g_01943
OG0000576	Pram.g_00536	Praw.g_01945
OG0000577	Pram.g_00537	Praw.g_01946
OG0000578	Pram.g_00538	Praw.g_01947
OG0000579	Pram.g_00539	Praw.g_01948
OG0000580	Pram.g_00540	Praw.g_01949
OG0000581	Pram.g_00543	Praw.g_00141
OG0000582	Pram.g_00546	Praw.g_00144
OG0000583	Pram.g_00547	Praw.g_00145
