Orthogroup	Pram	Pray
OG0000076	Pram.g_01833	Pray.g_01364
OG0000077	Pram.g_00063	Pray.g_00211
OG0000078	Pram.g_00227	Pray.g_00720
OG0000079	Pram.g_00240	Pray.g_00733
OG0000081	Pram.g_00469	Pray.g_01022
OG0000082	Pram.g_01559	Pray.g_01177
OG0000084	Pram.g_01384	Pray.g_01726
OG0000085	Pram.g_01265	Pray.g_01566
OG0000086	Pram.g_00072	Pray.g_00201
OG0000087	Pram.g_00125	Pray.g_00150
OG0000088	Pram.g_00151	Pray.g_00647
OG0000089	Pram.g_00352	Pray.g_00834
OG0000090	Pram.g_00471	Pray.g_01024, Pray.g_01228
OG0000091	Pram.g_01068	Pray.g_01121
OG0000092	Pram.g_00739	Pray.g_00457
OG0000093	Pram.g_01038	Pray.g_00479
OG0000094	Pram.g_00987	Pray.g_00565
OG0000095	Pram.g_00888	Pray.g_00584
OG0000096	Pram.g_01505, Pram.g_00621	Pray.g_00117, Pray.g_01905
OG0000097	Pram.g_01093	Pray.g_00022
OG0000098	Pram.g_01478	Pray.g_01847
OG0000099	Pram.g_01445	Pray.g_01788
OG0000100	Pram.g_01298	Pray.g_01648
OG0000101	Pram.g_01770	Pray.g_01306
OG0000102	Pram.g_01838	Pray.g_01369
OG0000103	Pram.g_01925	Pray.g_01449
OG0000104	Pram.g_01934	Pray.g_01457
OG0000105	Pram.g_00262	Pray.g_00753
OG0000106	Pram.g_00677	Pray.g_00848
OG0000107	Pram.g_01696	Pray.g_00864
OG0000108	Pram.g_00416	Pray.g_00970
OG0000109	Pram.g_00430	Pray.g_00984
OG0000110	Pram.g_00513	Pray.g_01187
OG0000111	Pram.g_00793	Pray.g_01064
OG0000112	Pram.g_00935	Pray.g_00313
OG0000113	Pram.g_00832	Pray.g_00370
OG0000114	Pram.g_00734	Pray.g_00452
OG0000115	Pram.g_01201	Pray.g_00126
OG0000116	Pram.g_01151	Pray.g_00074
OG0000117	Pram.g_01112	Pray.g_01927
OG0000118	Pram.g_01242	Pray.g_01858
OG0000119	Pram.g_01283	Pray.g_01833
OG0000120	Pram.g_01446	Pray.g_01808
OG0000121	Pram.g_01376	Pray.g_01720
OG0000122	Pram.g_01204, Pram.g_01334	Pray.g_01682
OG0000123	Pram.g_01777	Pray.g_01313
OG0000124	Pram.g_01850	Pray.g_01380
OG0000125	Pram.g_01886	Pray.g_01417
OG0000126	Pram.g_01933	Pray.g_01456
OG0000128	Pram.g_01949	Pray.g_01473
OG0000129	Pram.g_00029	Pray.g_00239
OG0000130	Pram.g_00054	Pray.g_00220
OG0000131	Pram.g_00130	Pray.g_00144
OG0000132	Pram.g_00149	Pray.g_00645
OG0000133	Pram.g_00310	Pray.g_00800
OG0000134	Pram.g_00354	Pray.g_00835
OG0000135	Pram.g_01589	Pray.g_00861
OG0000136	Pram.g_00376	Pray.g_00931
OG0000137	Pram.g_00411	Pray.g_00965
OG0000138	Pram.g_00431	Pray.g_00985
OG0000139	Pram.g_00475	Pray.g_01224
OG0000140	Pram.g_00476	Pray.g_01223
OG0000141	Pram.g_00545	Pray.g_01156
OG0000142	Pram.g_01075	Pray.g_01128
OG0000143	Pram.g_01072	Pray.g_01124
OG0000144	Pram.g_01058	Pray.g_01111
OG0000145	Pram.g_01534	Pray.g_00306
OG0000146	Pram.g_00934	Pray.g_00314
OG0000147	Pram.g_00933	Pray.g_00315
OG0000148	Pram.g_00826	Pray.g_00364
OG0000149	Pram.g_00858	Pray.g_00395
OG0000150	Pram.g_00868	Pray.g_00403
OG0000151	Pram.g_00744	Pray.g_00462
OG0000152	Pram.g_00943	Pray.g_00511
OG0000153	Pram.g_00961	Pray.g_00530
OG0000154	Pram.g_00978	Pray.g_00558
OG0000155	Pram.g_01118	Pray.g_00043
OG0000156	Pram.g_01219	Pray.g_01881
OG0000157	Pram.g_01220	Pray.g_01880
OG0000158	Pram.g_01815	Pray.g_01787
OG0000159	Pram.g_01438	Pray.g_01785
OG0000160	Pram.g_01377	Pray.g_01721
OG0000161	Pram.g_01145, Pram.g_01371	Pray.g_01715
OG0000162	Pram.g_01365	Pray.g_01709
OG0000163	Pram.g_01326	Pray.g_01675
OG0000164	Pram.g_01656	Pray.g_01535
OG0000165	Pram.g_01664	Pray.g_01528
OG0000166	Pram.g_01733	Pray.g_01270
OG0000167	Pram.g_01805	Pray.g_01337
OG0000168	Pram.g_01816	Pray.g_01347
OG0000169	Pram.g_01826	Pray.g_01357
OG0000170	Pram.g_01829	Pray.g_01359
OG0000171	Pram.g_01849	Pray.g_01379
OG0000172	Pram.g_01856	Pray.g_01388
OG0000173	Pram.g_01871	Pray.g_01403
OG0000174	Pram.g_01902	Pray.g_01431
OG0000175	Pram.g_01914	Pray.g_01441
OG0000176	Pram.g_01942	Pray.g_01465, Pray.g_01466
OG0000177	Pram.g_01943	Pray.g_01467
OG0000178	Pram.g_01944	Pray.g_01468
OG0000179	Pram.g_00003	Pray.g_01478
OG0000180	Pram.g_00004	Pray.g_01479
OG0000181	Pram.g_00005	Pray.g_01480
OG0000182	Pram.g_00006	Pray.g_01481
OG0000183	Pram.g_00010	Pray.g_01485
OG0000184	Pram.g_00033	Pray.g_00237
OG0000185	Pram.g_00036	Pray.g_00234
OG0000186	Pram.g_00048	Pray.g_00225
OG0000187	Pram.g_00049	Pray.g_00224
OG0000188	Pram.g_00066	Pray.g_00207
OG0000189	Pram.g_00080	Pray.g_00193
OG0000190	Pram.g_00081	Pray.g_00192
OG0000191	Pram.g_00103	Pray.g_00172
OG0000192	Pram.g_00108	Pray.g_00168
OG0000193	Pram.g_00131	Pray.g_00143
OG0000194	Pram.g_00134	Pray.g_00140
OG0000195	Pram.g_00136	Pray.g_00138
OG0000196	Pram.g_00146	Pray.g_00642
OG0000197	Pram.g_00147	Pray.g_00643
OG0000198	Pram.g_00148	Pray.g_00644
OG0000199	Pram.g_00155	Pray.g_00651
OG0000200	Pram.g_00168	Pray.g_00665
OG0000201	Pram.g_00177	Pray.g_00673
OG0000202	Pram.g_00178	Pray.g_00674
OG0000203	Pram.g_00179	Pray.g_00675
OG0000204	Pram.g_00180	Pray.g_00676
OG0000205	Pram.g_00187	Pray.g_00683
OG0000206	Pram.g_00192	Pray.g_00688
OG0000207	Pram.g_00194	Pray.g_00690
OG0000208	Pram.g_00195	Pray.g_00691
OG0000209	Pram.g_00204	Pray.g_00700
OG0000210	Pram.g_00205	Pray.g_00701
OG0000211	Pram.g_00220	Pray.g_00714
OG0000212	Pram.g_00228	Pray.g_00721
OG0000213	Pram.g_00246	Pray.g_00738
OG0000214	Pram.g_00255	Pray.g_00747
OG0000215	Pram.g_00282	Pray.g_00771
OG0000216	Pram.g_00283	Pray.g_00772
OG0000217	Pram.g_00286	Pray.g_00775
OG0000218	Pram.g_00288	Pray.g_00777
OG0000219	Pram.g_00289	Pray.g_00778
OG0000220	Pram.g_00290	Pray.g_00779
OG0000221	Pram.g_00291	Pray.g_00780
OG0000222	Pram.g_00298	Pray.g_00788
OG0000223	Pram.g_00311	Pray.g_00801
OG0000224	Pram.g_00313	Pray.g_00803
OG0000225	Pram.g_00341	Pray.g_00824
OG0000226	Pram.g_00345	Pray.g_00828
OG0000227	Pram.g_00347	Pray.g_00830
OG0000228	Pram.g_00351	Pray.g_00833
OG0000229	Pram.g_00371	Pray.g_00926
OG0000230	Pram.g_00373	Pray.g_00928
OG0000231	Pram.g_00384	Pray.g_00939
OG0000232	Pram.g_00397	Pray.g_00948
OG0000233	Pram.g_00402	Pray.g_00953
OG0000234	Pram.g_00412	Pray.g_00966
OG0000235	Pram.g_00415	Pray.g_00969
OG0000236	Pram.g_00429	Pray.g_00983
OG0000237	Pram.g_00443	Pray.g_00997
OG0000238	Pram.g_00449	Pray.g_01003
OG0000239	Pram.g_00462	Pray.g_01016
OG0000240	Pram.g_00463	Pray.g_01017
OG0000241	Pram.g_00468	Pray.g_01021
OG0000242	Pram.g_00470	Pray.g_01023
OG0000243	Pram.g_00480	Pray.g_01218
OG0000244	Pram.g_00483	Pray.g_01215
OG0000245	Pram.g_00485	Pray.g_01213
OG0000246	Pram.g_00489	Pray.g_01209
OG0000247	Pram.g_00500	Pray.g_01199
OG0000248	Pram.g_00503	Pray.g_01197
OG0000249	Pram.g_00505	Pray.g_01195
OG0000250	Pram.g_00510	Pray.g_01190
OG0000251	Pram.g_00528	Pray.g_01172
OG0000252	Pram.g_00531	Pray.g_01169
OG0000253	Pram.g_00532	Pray.g_01168
OG0000254	Pram.g_00549	Pray.g_01152
OG0000255	Pram.g_00555	Pray.g_01146
OG0000256	Pram.g_00566	Pray.g_01136
OG0000257	Pram.g_01080	Pray.g_01133
OG0000258	Pram.g_01067	Pray.g_01120
OG0000259	Pram.g_01050	Pray.g_01103
OG0000260	Pram.g_01047	Pray.g_01100
OG0000261	Pram.g_01044	Pray.g_01098
OG0000262	Pram.g_01039	Pray.g_01094
OG0000263	Pram.g_00771	Pray.g_01082
OG0000264	Pram.g_00782	Pray.g_01072
OG0000265	Pram.g_00801	Pray.g_01040
OG0000266	Pram.g_01020	Pray.g_01030
OG0000267	Pram.g_01007	Pray.g_00274
OG0000268	Pram.g_01006	Pray.g_00275
OG0000269	Pram.g_00804	Pray.g_00343
OG0000270	Pram.g_00807	Pray.g_00346
OG0000271	Pram.g_00815	Pray.g_00354
OG0000272	Pram.g_00816	Pray.g_00355
OG0000273	Pram.g_00839	Pray.g_00378
OG0000274	Pram.g_00840	Pray.g_00379
OG0000275	Pram.g_00843	Pray.g_00382
OG0000276	Pram.g_00849	Pray.g_00387
OG0000277	Pram.g_00850	Pray.g_00388
OG0000278	Pram.g_00853	Pray.g_00391
OG0000279	Pram.g_00861	Pray.g_00398
OG0000280	Pram.g_00862	Pray.g_00399
OG0000281	Pram.g_00870	Pray.g_00404
OG0000282	Pram.g_00736	Pray.g_00454
OG0000283	Pram.g_00916	Pray.g_00488
OG0000284	Pram.g_00921	Pray.g_00493
OG0000285	Pram.g_00926	Pray.g_00498
OG0000286	Pram.g_00942	Pray.g_00510
OG0000287	Pram.g_01199	Pray.g_00527
OG0000288	Pram.g_00977	Pray.g_00557
OG0000289	Pram.g_00992	Pray.g_00568
OG0000290	Pram.g_00891	Pray.g_00581
OG0000291	Pram.g_00889	Pray.g_00583
OG0000292	Pram.g_01185	Pray.g_00632
OG0000293	Pram.g_01150	Pray.g_00073
OG0000294	Pram.g_01149	Pray.g_00072
OG0000295	Pram.g_01125	Pray.g_00051
OG0000296	Pram.g_01123	Pray.g_00049
OG0000297	Pram.g_01114	Pray.g_00041
OG0000298	Pram.g_01113	Pray.g_00040
OG0000299	Pram.g_01094	Pray.g_00023
OG0000300	Pram.g_01091	Pray.g_00020
OG0000301	Pram.g_01090	Pray.g_00019
OG0000302	Pram.g_01088	Pray.g_00017
OG0000303	Pram.g_01082	Pray.g_00010
OG0000304	Pram.g_00571	Pray.g_00006
OG0000305	Pram.g_01183	Pray.g_01837
OG0000306	Pram.g_00874	Pray.g_01834
OG0000307	Pram.g_01458	Pray.g_01820
OG0000308	Pram.g_01457	Pray.g_01819
OG0000309	Pram.g_01453	Pray.g_01815
OG0000310	Pram.g_01395	Pray.g_01737
OG0000311	Pram.g_01393	Pray.g_01735
OG0000312	Pram.g_01390	Pray.g_01732
OG0000313	Pram.g_01374	Pray.g_01718
OG0000314	Pram.g_01351	Pray.g_01695
OG0000315	Pram.g_01341	Pray.g_01685
OG0000316	Pram.g_01315	Pray.g_01665
OG0000317	Pram.g_01629	Pray.g_01561
OG0000318	Pram.g_01633	Pray.g_01558
OG0000319	Pram.g_01646	Pray.g_01545
OG0000320	Pram.g_01648	Pray.g_01543
OG0000321	Pram.g_01649	Pray.g_01542
OG0000322	Pram.g_01650	Pray.g_01541
OG0000323	Pram.g_01659	Pray.g_01532
OG0000324	Pram.g_01687	Pray.g_01506
OG0000325	Pram.g_01697	Pray.g_01235
OG0000326	Pram.g_01704	Pray.g_01241
OG0000327	Pram.g_01728	Pray.g_01265
OG0000328	Pram.g_01729	Pray.g_01266
OG0000329	Pram.g_01746	Pray.g_01283
OG0000330	Pram.g_01747	Pray.g_01284
OG0000331	Pram.g_01748	Pray.g_01285
OG0000332	Pram.g_01762	Pray.g_01299
OG0000333	Pram.g_01764	Pray.g_01301
OG0000334	Pram.g_01773	Pray.g_01309
OG0000335	Pram.g_01778	Pray.g_01314
OG0000336	Pram.g_01782	Pray.g_01318
OG0000337	Pram.g_01801	Pray.g_01335
OG0000338	Pram.g_01802	Pray.g_01336
OG0000339	Pram.g_01808	Pray.g_01340
OG0000340	Pram.g_01817	Pray.g_01348
OG0000341	Pram.g_01819	Pray.g_01350
OG0000342	Pram.g_01820	Pray.g_01351
OG0000343	Pram.g_01821	Pray.g_01352
OG0000344	Pram.g_01824	Pray.g_01355
OG0000345	Pram.g_01830	Pray.g_01360
OG0000346	Pram.g_01834	Pray.g_01365
OG0000347	Pram.g_01851	Pray.g_01381
OG0000348	Pram.g_01859	Pray.g_01391
OG0000349	Pram.g_01877	Pray.g_01408
OG0000350	Pram.g_01898	Pray.g_01427
OG0000351	Pram.g_01917	Pray.g_01444
OG0000352	Pram.g_01918	Pray.g_01445
OG0000353	Pram.g_01937	Pray.g_01460
OG0000355	Pram.g_01939	Pray.g_01462
OG0000356	Pram.g_01940	Pray.g_01463
OG0000357	Pram.g_01941	Pray.g_01464
OG0000358	Pram.g_01945	Pray.g_01469
OG0000359	Pram.g_01946	Pray.g_01470
OG0000360	Pram.g_01947	Pray.g_01471
OG0000361	Pram.g_01948	Pray.g_01472
OG0000362	Pram.g_01950	Pray.g_01474
OG0000363	Pram.g_00001	Pray.g_01476
OG0000364	Pram.g_00002	Pray.g_01477
OG0000365	Pram.g_00007	Pray.g_01482
OG0000366	Pram.g_00008	Pray.g_01483
OG0000367	Pram.g_00009	Pray.g_01484
OG0000368	Pram.g_00011	Pray.g_01486
OG0000369	Pram.g_00012	Pray.g_01487
OG0000370	Pram.g_00013	Pray.g_01488
OG0000371	Pram.g_00019	Pray.g_01494
OG0000372	Pram.g_00021	Pray.g_01497
OG0000373	Pram.g_00022	Pray.g_01498
OG0000374	Pram.g_00023	Pray.g_01499
OG0000375	Pram.g_00024	Pray.g_00243
OG0000376	Pram.g_00026	Pray.g_00241
OG0000377	Pram.g_00030	Pray.g_00238
OG0000378	Pram.g_00034	Pray.g_00236
OG0000379	Pram.g_00037	Pray.g_00233
OG0000380	Pram.g_00050	Pray.g_00223
OG0000381	Pram.g_00055	Pray.g_00219
OG0000382	Pram.g_00065	Pray.g_00208
OG0000383	Pram.g_00067	Pray.g_00206
OG0000384	Pram.g_00068	Pray.g_00205
OG0000385	Pram.g_00069	Pray.g_00204
OG0000386	Pram.g_00070	Pray.g_00203
OG0000387	Pram.g_00083	Pray.g_00190
OG0000388	Pram.g_00087	Pray.g_00187
OG0000389	Pram.g_00090	Pray.g_00183
OG0000390	Pram.g_00099	Pray.g_00176
OG0000391	Pram.g_00102	Pray.g_00173
OG0000392	Pram.g_00106	Pray.g_00169
OG0000393	Pram.g_00109	Pray.g_00167
OG0000394	Pram.g_00110	Pray.g_00166
OG0000395	Pram.g_00111	Pray.g_00165
OG0000396	Pram.g_00113	Pray.g_00162
OG0000397	Pram.g_00115	Pray.g_00160
OG0000398	Pram.g_00118	Pray.g_00158
OG0000399	Pram.g_00119	Pray.g_00157
OG0000400	Pram.g_00120	Pray.g_00156
OG0000401	Pram.g_00121	Pray.g_00155
OG0000402	Pram.g_01001	Pray.g_00153
OG0000403	Pram.g_00123	Pray.g_00152
OG0000404	Pram.g_00124	Pray.g_00151
OG0000405	Pram.g_00128	Pray.g_00147
OG0000406	Pram.g_00132	Pray.g_00142
OG0000407	Pram.g_00133	Pray.g_00141
OG0000408	Pram.g_00135	Pray.g_00139
OG0000409	Pram.g_00137	Pray.g_00137
OG0000410	Pram.g_00138	Pray.g_00136
OG0000411	Pram.g_00139	Pray.g_00635
OG0000412	Pram.g_00140	Pray.g_00636
OG0000413	Pram.g_00141	Pray.g_00637
OG0000414	Pram.g_00142	Pray.g_00638
OG0000415	Pram.g_00143	Pray.g_00639
OG0000416	Pram.g_00144	Pray.g_00640
OG0000417	Pram.g_00145	Pray.g_00641
OG0000418	Pram.g_00150	Pray.g_00646
OG0000419	Pram.g_00152	Pray.g_00648
OG0000420	Pram.g_00153	Pray.g_00649
OG0000421	Pram.g_00157	Pray.g_00654
OG0000422	Pram.g_00158	Pray.g_00655
OG0000423	Pram.g_00159	Pray.g_00656
OG0000424	Pram.g_00160	Pray.g_00657
OG0000425	Pram.g_00161	Pray.g_00658
OG0000426	Pram.g_00162	Pray.g_00659
OG0000427	Pram.g_00163	Pray.g_00660
OG0000428	Pram.g_00165	Pray.g_00662
OG0000429	Pram.g_00166	Pray.g_00663
OG0000430	Pram.g_00167	Pray.g_00664
OG0000431	Pram.g_00169	Pray.g_00666
OG0000432	Pram.g_00173	Pray.g_00669
OG0000433	Pram.g_00174	Pray.g_00670
OG0000434	Pram.g_00175	Pray.g_00671
OG0000435	Pram.g_00176	Pray.g_00672
OG0000436	Pram.g_00181	Pray.g_00677
OG0000437	Pram.g_00182	Pray.g_00678
OG0000438	Pram.g_00183	Pray.g_00679
OG0000439	Pram.g_00185	Pray.g_00681
OG0000440	Pram.g_00186	Pray.g_00682
OG0000441	Pram.g_00189	Pray.g_00685
OG0000442	Pram.g_00190	Pray.g_00686
OG0000443	Pram.g_00191	Pray.g_00687
OG0000444	Pram.g_00196	Pray.g_00692
OG0000445	Pram.g_00197	Pray.g_00693
OG0000446	Pram.g_00198	Pray.g_00694
OG0000447	Pram.g_00199	Pray.g_00695
OG0000448	Pram.g_00200	Pray.g_00696
OG0000449	Pram.g_00201	Pray.g_00697
OG0000450	Pram.g_00202	Pray.g_00698
OG0000451	Pram.g_00203	Pray.g_00699
OG0000452	Pram.g_00206	Pray.g_00702
OG0000453	Pram.g_00207	Pray.g_00703
OG0000454	Pram.g_00208	Pray.g_00704
OG0000455	Pram.g_00209	Pray.g_00705
OG0000456	Pram.g_00210	Pray.g_00706
OG0000457	Pram.g_00212	Pray.g_00707
OG0000458	Pram.g_00213	Pray.g_00708
OG0000459	Pram.g_00214	Pray.g_00709
OG0000460	Pram.g_00222	Pray.g_00716
OG0000461	Pram.g_00230	Pray.g_00723
OG0000462	Pram.g_00232	Pray.g_00725
OG0000463	Pram.g_00233	Pray.g_00726
OG0000464	Pram.g_00234	Pray.g_00727
OG0000465	Pram.g_00235	Pray.g_00728
OG0000466	Pram.g_00238	Pray.g_00731
OG0000467	Pram.g_00239	Pray.g_00732
OG0000468	Pram.g_00242	Pray.g_00734
OG0000469	Pram.g_00250	Pray.g_00742
OG0000470	Pram.g_00252	Pray.g_00744
OG0000471	Pram.g_00253	Pray.g_00745
OG0000472	Pram.g_00254	Pray.g_00746
OG0000473	Pram.g_00256	Pray.g_00748
OG0000474	Pram.g_00257	Pray.g_00749
OG0000475	Pram.g_00258	Pray.g_00750
OG0000476	Pram.g_00260	Pray.g_00751
OG0000477	Pram.g_00263	Pray.g_00754
OG0000478	Pram.g_00264	Pray.g_00755
OG0000479	Pram.g_00265	Pray.g_00756
OG0000480	Pram.g_00270	Pray.g_00761
OG0000481	Pram.g_00273	Pray.g_00763
OG0000482	Pram.g_00274	Pray.g_00764
OG0000483	Pram.g_00277	Pray.g_00767
OG0000484	Pram.g_00278	Pray.g_00768
OG0000485	Pram.g_00280	Pray.g_00769
OG0000486	Pram.g_00281	Pray.g_00770
OG0000487	Pram.g_00284	Pray.g_00773
OG0000488	Pram.g_00287	Pray.g_00776
OG0000489	Pram.g_00292	Pray.g_00781
OG0000490	Pram.g_00296	Pray.g_00786
OG0000491	Pram.g_00297	Pray.g_00787
OG0000492	Pram.g_00299	Pray.g_00789
OG0000493	Pram.g_00300	Pray.g_00790
OG0000494	Pram.g_00301	Pray.g_00791
OG0000495	Pram.g_00302	Pray.g_00792
OG0000496	Pram.g_00303	Pray.g_00793
OG0000497	Pram.g_00304	Pray.g_00794
OG0000498	Pram.g_00305	Pray.g_00795
OG0000499	Pram.g_00306	Pray.g_00796
OG0000500	Pram.g_00307	Pray.g_00797
OG0000501	Pram.g_00309	Pray.g_00799
OG0000502	Pram.g_00312	Pray.g_00802
OG0000503	Pram.g_00328	Pray.g_00812
OG0000504	Pram.g_00330	Pray.g_00813
OG0000505	Pram.g_00331	Pray.g_00814
OG0000506	Pram.g_00332	Pray.g_00816
OG0000507	Pram.g_00336	Pray.g_00819
OG0000508	Pram.g_00340	Pray.g_00823
OG0000509	Pram.g_00342	Pray.g_00825
OG0000510	Pram.g_00343	Pray.g_00826
OG0000511	Pram.g_00344	Pray.g_00827
OG0000512	Pram.g_00346	Pray.g_00829
OG0000513	Pram.g_00355	Pray.g_00836
OG0000514	Pram.g_00366	Pray.g_00921
OG0000515	Pram.g_00367	Pray.g_00922
OG0000516	Pram.g_00368	Pray.g_00923
OG0000517	Pram.g_00370	Pray.g_00925
OG0000518	Pram.g_00381	Pray.g_00936
OG0000519	Pram.g_00382	Pray.g_00937
OG0000520	Pram.g_00383	Pray.g_00938
OG0000521	Pram.g_00393	Pray.g_00943
OG0000522	Pram.g_00395	Pray.g_00945
OG0000523	Pram.g_00396	Pray.g_00946
OG0000524	Pram.g_00400	Pray.g_00951
OG0000525	Pram.g_00404	Pray.g_00954
OG0000526	Pram.g_00406	Pray.g_00955
OG0000527	Pram.g_00409	Pray.g_00963
OG0000528	Pram.g_00414	Pray.g_00968
OG0000529	Pram.g_00417	Pray.g_00971
OG0000530	Pram.g_00420	Pray.g_00974
OG0000531	Pram.g_00421	Pray.g_00975
OG0000532	Pram.g_00423	Pray.g_00977
OG0000533	Pram.g_00424	Pray.g_00978
OG0000534	Pram.g_00425	Pray.g_00979
OG0000535	Pram.g_00426	Pray.g_00980
OG0000536	Pram.g_00427	Pray.g_00981
OG0000537	Pram.g_00428	Pray.g_00982
OG0000538	Pram.g_00438	Pray.g_00991
OG0000539	Pram.g_00439	Pray.g_00992
OG0000540	Pram.g_00440	Pray.g_00993
OG0000541	Pram.g_00441	Pray.g_00994
OG0000542	Pram.g_00442	Pray.g_00996
OG0000543	Pram.g_00444	Pray.g_00998
OG0000544	Pram.g_00445	Pray.g_00999
OG0000545	Pram.g_00447	Pray.g_01001
OG0000546	Pram.g_00450	Pray.g_01004
OG0000547	Pram.g_00452	Pray.g_01006
OG0000548	Pram.g_00453	Pray.g_01007
OG0000549	Pram.g_00456	Pray.g_01009
OG0000550	Pram.g_00461	Pray.g_01014
OG0000551	Pram.g_00464	Pray.g_01018
OG0000552	Pram.g_00465	Pray.g_01019
OG0000553	Pram.g_00466	Pray.g_01020
OG0000554	Pram.g_00472	Pray.g_01227
OG0000555	Pram.g_00479	Pray.g_01219
OG0000556	Pram.g_00481	Pray.g_01217
OG0000557	Pram.g_00482	Pray.g_01216
OG0000558	Pram.g_00484	Pray.g_01214
OG0000559	Pram.g_00488	Pray.g_01210
OG0000560	Pram.g_00491	Pray.g_01207
OG0000561	Pram.g_00492	Pray.g_01206
OG0000562	Pram.g_00493	Pray.g_01205
OG0000563	Pram.g_00494	Pray.g_01204
OG0000564	Pram.g_00495	Pray.g_01203
OG0000565	Pram.g_00498	Pray.g_01200
OG0000566	Pram.g_00502	Pray.g_01198
OG0000567	Pram.g_00506	Pray.g_01194
OG0000568	Pram.g_00507	Pray.g_01193
OG0000569	Pram.g_00508	Pray.g_01192
OG0000570	Pram.g_00509	Pray.g_01191
OG0000571	Pram.g_00511	Pray.g_01189
OG0000572	Pram.g_00523	Pray.g_01176
OG0000573	Pram.g_00529	Pray.g_01171
OG0000574	Pram.g_00530	Pray.g_01170
OG0000575	Pram.g_00534	Pray.g_01166
OG0000576	Pram.g_00536	Pray.g_01164
OG0000577	Pram.g_00537	Pray.g_01163
OG0000578	Pram.g_00538	Pray.g_01162
