Orthogroup	Syaa	Prac
OG0000217	Syaa.g_00240	Prac.g_01634
OG0000218	Syaa.g_00238	Prac.g_01632
OG0000219	Syaa.g_00237	Prac.g_01631
OG0000220	Syaa.g_00236	Prac.g_01630
OG0000221	Syaa.g_00229	Prac.g_01629
OG0000222	Syaa.g_00215	Prac.g_01621
OG0000223	Syaa.g_00192	Prac.g_01608
OG0000224	Syaa.g_00183	Prac.g_01606
OG0000225	Syaa.g_02166	Prac.g_01188
OG0000226	Syaa.g_02162	Prac.g_01184
OG0000227	Syaa.g_02160	Prac.g_01182
OG0000228	Syaa.g_02150	Prac.g_01179
OG0000229	Syaa.g_00703	Prac.g_01111
OG0000230	Syaa.g_00705	Prac.g_01109
OG0000231	Syaa.g_00717	Prac.g_01098
OG0000232	Syaa.g_01858	Prac.g_01089
OG0000233	Syaa.g_01853	Prac.g_01082
OG0000234	Syaa.g_01841	Prac.g_01068
OG0000235	Syaa.g_02052	Prac.g_01065
OG0000236	Syaa.g_02037	Prac.g_01051
OG0000237	Syaa.g_02020	Prac.g_00865
OG0000238	Syaa.g_02015	Prac.g_00859
OG0000239	Syaa.g_01996	Prac.g_00847
OG0000240	Syaa.g_01995	Prac.g_00846
OG0000241	Syaa.g_01644	Prac.g_00842
OG0000242	Syaa.g_01982	Prac.g_00840
OG0000243	Syaa.g_01960	Prac.g_00829
OG0000244	Syaa.g_01954	Prac.g_00826
OG0000245	Syaa.g_01952	Prac.g_00824
OG0000246	Syaa.g_01948	Prac.g_00820
OG0000247	Syaa.g_01937	Prac.g_00810
OG0000248	Syaa.g_01934	Prac.g_00808
OG0000249	Syaa.g_01932	Prac.g_00806
OG0000250	Syaa.g_01922	Prac.g_00801
OG0000251	Syaa.g_01897	Prac.g_00782
OG0000252	Syaa.g_01894	Prac.g_00778
OG0000253	Syaa.g_01893	Prac.g_00777
OG0000254	Syaa.g_01684	Prac.g_00760
OG0000255	Syaa.g_01668	Prac.g_00754
OG0000256	Syaa.g_01651	Prac.g_00744
OG0000257	Syaa.g_01645	Prac.g_00741
OG0000258	Syaa.g_01624	Prac.g_00728
OG0000259	Syaa.g_01063	Prac.g_00711
OG0000260	Syaa.g_01066	Prac.g_00708
OG0000261	Syaa.g_01069	Prac.g_00706
OG0000262	Syaa.g_01074	Prac.g_00702
OG0000263	Syaa.g_00989	Prac.g_00690
OG0000264	Syaa.g_00910	Prac.g_00680
OG0000265	Syaa.g_00931, Syaa.g_01498	Prac.g_01560
OG0000266	Syaa.g_01257, Syaa.g_01258	Prac.g_01550
OG0000267	Syaa.g_01409	Prac.g_01539
OG0000268	Syaa.g_01408	Prac.g_01538
OG0000269	Syaa.g_01149	Prac.g_01480
OG0000270	Syaa.g_01152	Prac.g_01477
OG0000271	Syaa.g_01160	Prac.g_01469
OG0000272	Syaa.g_01161	Prac.g_01468
OG0000273	Syaa.g_00844	Prac.g_01445
OG0000274	Syaa.g_00843	Prac.g_01444
OG0000275	Syaa.g_00840	Prac.g_01442
OG0000276	Syaa.g_00834	Prac.g_01437
OG0000277	Syaa.g_00833	Prac.g_01436
OG0000278	Syaa.g_00830	Prac.g_01433
OG0000279	Syaa.g_00822	Prac.g_01426
OG0000280	Syaa.g_00815	Prac.g_01425
OG0000282	Syaa.g_01096	Prac.g_01382
OG0000283	Syaa.g_01396	Prac.g_01350
OG0000284	Syaa.g_01390	Prac.g_01345
OG0000285	Syaa.g_01377	Prac.g_01340
OG0000286	Syaa.g_01358	Prac.g_01328
OG0000288	Syaa.g_01299	Prac.g_01283
OG0000289	Syaa.g_01285	Prac.g_01272
OG0000290	Syaa.g_00875	Prac.g_01259
OG0000291	Syaa.g_00877	Prac.g_01257
OG0000292	Syaa.g_02751	Prac.g_01207
OG0000293	Syaa.g_00758	Prac.g_00994
OG0000294	Syaa.g_00759	Prac.g_00993
OG0000295	Syaa.g_00796	Prac.g_00973
OG0000296	Syaa.g_00798	Prac.g_00971
OG0000297	Syaa.g_01021	Prac.g_00963
OG0000298	Syaa.g_01010	Prac.g_00962
OG0000299	Syaa.g_00982	Prac.g_00945
OG0000300	Syaa.g_00976	Prac.g_00942
OG0000301	Syaa.g_00975	Prac.g_00941
OG0000302	Syaa.g_00972	Prac.g_00939
OG0000303	Syaa.g_00963	Prac.g_00932
OG0000304	Syaa.g_00957	Prac.g_00928
OG0000305	Syaa.g_00881	Prac.g_00209
OG0000306	Syaa.g_00807	Prac.g_00212
OG0000307	Syaa.g_02068	Prac.g_00226
OG0000308	Syaa.g_02070	Prac.g_00227
OG0000309	Syaa.g_02075	Prac.g_00231
OG0000310	Syaa.g_01752	Prac.g_00426
OG0000311	Syaa.g_01757	Prac.g_00424
OG0000312	Syaa.g_01762	Prac.g_00421
OG0000313	Syaa.g_01779	Prac.g_00407
OG0000314	Syaa.g_01806	Prac.g_00384
OG0000315	Syaa.g_01816	Prac.g_00374
OG0000316	Syaa.g_00598	Prac.g_00354
OG0000317	Syaa.g_00556	Prac.g_00627
OG0000318	Syaa.g_00550	Prac.g_00624
OG0000319	Syaa.g_00532	Prac.g_00611
OG0000320	Syaa.g_00530	Prac.g_00609
OG0000321	Syaa.g_00529	Prac.g_00608
OG0000322	Syaa.g_00528	Prac.g_00607
OG0000323	Syaa.g_00496	Prac.g_00598
OG0000324	Syaa.g_00653	Prac.g_00572
OG0000325	Syaa.g_02350	Prac.g_00477
OG0000326	Syaa.g_02343	Prac.g_00483
OG0000327	Syaa.g_02294	Prac.g_00507
OG0000328	Syaa.g_02293	Prac.g_00508
OG0000329	Syaa.g_02275	Prac.g_00525
OG0000330	Syaa.g_02274	Prac.g_00526
OG0000331	Syaa.g_02273	Prac.g_00527
OG0000332	Syaa.g_02258	Prac.g_00541
OG0000333	Syaa.g_02255	Prac.g_00543
OG0000334	Syaa.g_02246	Prac.g_00551
OG0000335	Syaa.g_02241	Prac.g_00555
OG0000336	Syaa.g_02237	Prac.g_00559
OG0000337	Syaa.g_00167	Prac.g_00013
OG0000338	Syaa.g_00162	Prac.g_00014
OG0000339	Syaa.g_00156	Prac.g_00018
OG0000340	Syaa.g_00144	Prac.g_00026
OG0000341	Syaa.g_00142	Prac.g_00028
OG0000342	Syaa.g_00141	Prac.g_00029
OG0000343	Syaa.g_00140	Prac.g_00030
OG0000344	Syaa.g_00136	Prac.g_00033
OG0000345	Syaa.g_00127	Prac.g_00038
OG0000346	Syaa.g_00122	Prac.g_00042
OG0000347	Syaa.g_00088	Prac.g_00057
OG0000348	Syaa.g_00071	Prac.g_00066
OG0000349	Syaa.g_00053	Prac.g_00083
OG0000350	Syaa.g_02336	Prac.g_00101
OG0000351	Syaa.g_02730	Prac.g_00118
OG0000352	Syaa.g_02731	Prac.g_00119
OG0000353	Syaa.g_02757	Prac.g_01948
OG0000355	Syaa.g_00001	Prac.g_01946
OG0000356	Syaa.g_00002	Prac.g_01945
OG0000357	Syaa.g_00003	Prac.g_01944
OG0000358	Syaa.g_00007	Prac.g_01940
OG0000359	Syaa.g_00009	Prac.g_01939
OG0000360	Syaa.g_00010	Prac.g_01938
OG0000361	Syaa.g_00011	Prac.g_01937
OG0000362	Syaa.g_00013	Prac.g_01935
OG0000363	Syaa.g_00015	Prac.g_01933
OG0000364	Syaa.g_00016	Prac.g_01932
OG0000365	Syaa.g_00027	Prac.g_01927
OG0000366	Syaa.g_00028	Prac.g_01926
OG0000367	Syaa.g_00029	Prac.g_01925
OG0000368	Syaa.g_00031	Prac.g_01923
OG0000369	Syaa.g_00032	Prac.g_01922
OG0000370	Syaa.g_00033	Prac.g_01921
OG0000371	Syaa.g_00041	Prac.g_01915
OG0000372	Syaa.g_00046	Prac.g_01911
OG0000373	Syaa.g_00047	Prac.g_01910
OG0000374	Syaa.g_00048	Prac.g_01909
OG0000375	Syaa.g_00049	Prac.g_01892
OG0000376	Syaa.g_00051	Prac.g_01890
OG0000377	Syaa.g_02585	Prac.g_01886
OG0000378	Syaa.g_02577	Prac.g_01884
OG0000379	Syaa.g_02574	Prac.g_01881
OG0000380	Syaa.g_00357	Prac.g_01865
OG0000381	Syaa.g_00353	Prac.g_01861
OG0000382	Syaa.g_00335	Prac.g_01850
OG0000383	Syaa.g_00333	Prac.g_01848
OG0000384	Syaa.g_00332	Prac.g_01847
OG0000385	Syaa.g_00331	Prac.g_01846
OG0000386	Syaa.g_00330	Prac.g_01845
OG0000387	Syaa.g_02371	Prac.g_01832
OG0000388	Syaa.g_02375	Prac.g_01829
OG0000389	Syaa.g_02379	Prac.g_01825
OG0000390	Syaa.g_02398	Prac.g_01818
OG0000391	Syaa.g_02403	Prac.g_01815
OG0000392	Syaa.g_02409	Prac.g_01811
OG0000393	Syaa.g_02412	Prac.g_01809
OG0000394	Syaa.g_02413	Prac.g_01808
OG0000395	Syaa.g_02414	Prac.g_01807
OG0000396	Syaa.g_02417	Prac.g_01804
OG0000397	Syaa.g_02419	Prac.g_01802
OG0000398	Syaa.g_02424	Prac.g_01800
OG0000399	Syaa.g_02425	Prac.g_01799
OG0000400	Syaa.g_02426	Prac.g_01798
OG0000401	Syaa.g_02427	Prac.g_01797
OG0000402	Syaa.g_02429	Prac.g_01795
OG0000403	Syaa.g_02430	Prac.g_01794
OG0000404	Syaa.g_02431	Prac.g_01793
OG0000405	Syaa.g_02446	Prac.g_01789
OG0000406	Syaa.g_02450	Prac.g_01783
OG0000407	Syaa.g_02451	Prac.g_01782
OG0000408	Syaa.g_02458	Prac.g_01780
OG0000409	Syaa.g_02460	Prac.g_01778
OG0000410	Syaa.g_02461	Prac.g_01777
OG0000411	Syaa.g_02462	Prac.g_01776
OG0000412	Syaa.g_02463	Prac.g_01775
OG0000413	Syaa.g_02465	Prac.g_01774
OG0000415	Syaa.g_02466	Prac.g_01772
OG0000416	Syaa.g_02467	Prac.g_01771
OG0000417	Syaa.g_02468	Prac.g_01770
OG0000418	Syaa.g_02473	Prac.g_01765
OG0000419	Syaa.g_02475	Prac.g_01763
OG0000420	Syaa.g_02477	Prac.g_01762
OG0000421	Syaa.g_02482	Prac.g_01757
OG0000422	Syaa.g_02483	Prac.g_01756
OG0000423	Syaa.g_02484	Prac.g_01755
OG0000424	Syaa.g_02485	Prac.g_01754
OG0000425	Syaa.g_02486	Prac.g_01753
OG0000426	Syaa.g_02487	Prac.g_01752
OG0000427	Syaa.g_02488	Prac.g_01751
OG0000428	Syaa.g_02491	Prac.g_01749
OG0000429	Syaa.g_02493	Prac.g_01748
OG0000430	Syaa.g_02495	Prac.g_01747
OG0000431	Syaa.g_02498	Prac.g_01745
OG0000432	Syaa.g_02504	Prac.g_01742
OG0000433	Syaa.g_02513	Prac.g_01741
OG0000434	Syaa.g_02514	Prac.g_01740
OG0000435	Syaa.g_02516	Prac.g_01739
OG0000436	Syaa.g_02525	Prac.g_01734
OG0000437	Syaa.g_02526	Prac.g_01733
OG0000438	Syaa.g_02527	Prac.g_01732
OG0000439	Syaa.g_02529	Prac.g_01730
OG0000440	Syaa.g_02530	Prac.g_01729
OG0000441	Syaa.g_02534	Prac.g_01726
OG0000442	Syaa.g_02535	Prac.g_01725
OG0000443	Syaa.g_02536	Prac.g_01724
OG0000444	Syaa.g_02542	Prac.g_01719
OG0000445	Syaa.g_02543	Prac.g_01718
OG0000446	Syaa.g_02545	Prac.g_01717
OG0000447	Syaa.g_02548	Prac.g_01716
OG0000448	Syaa.g_02549	Prac.g_01715
OG0000449	Syaa.g_02550	Prac.g_01714
OG0000450	Syaa.g_02553	Prac.g_01713
OG0000451	Syaa.g_02554	Prac.g_01712
OG0000452	Syaa.g_02558	Prac.g_01709
OG0000453	Syaa.g_02559	Prac.g_01708
OG0000454	Syaa.g_02560	Prac.g_01707
OG0000455	Syaa.g_02561	Prac.g_01706
OG0000456	Syaa.g_02562	Prac.g_01705
OG0000457	Syaa.g_02564	Prac.g_01704
OG0000458	Syaa.g_02565	Prac.g_01703
OG0000459	Syaa.g_02566	Prac.g_01702
OG0000460	Syaa.g_02111	Prac.g_01695
OG0000461	Syaa.g_00318	Prac.g_01688
OG0000462	Syaa.g_00315	Prac.g_01686
OG0000463	Syaa.g_00314	Prac.g_01685
OG0000464	Syaa.g_00313	Prac.g_01684
OG0000465	Syaa.g_00311	Prac.g_01683
OG0000466	Syaa.g_00306	Prac.g_01680
OG0000467	Syaa.g_00304	Prac.g_01679
OG0000468	Syaa.g_00299	Prac.g_01678
OG0000469	Syaa.g_00285	Prac.g_01669
OG0000470	Syaa.g_00283	Prac.g_01667
OG0000471	Syaa.g_00282	Prac.g_01666
OG0000472	Syaa.g_00280	Prac.g_01665
OG0000473	Syaa.g_00278	Prac.g_01663
OG0000474	Syaa.g_00277	Prac.g_01662
OG0000475	Syaa.g_00276	Prac.g_01661
OG0000476	Syaa.g_00274	Prac.g_01660
OG0000477	Syaa.g_00268	Prac.g_01656
OG0000478	Syaa.g_00267	Prac.g_01655
OG0000479	Syaa.g_00266	Prac.g_01654
OG0000480	Syaa.g_00259	Prac.g_01649
OG0000481	Syaa.g_00257	Prac.g_01647
OG0000482	Syaa.g_00256	Prac.g_01646
OG0000483	Syaa.g_00252	Prac.g_01643
OG0000484	Syaa.g_00251	Prac.g_01642
OG0000485	Syaa.g_00250	Prac.g_01641
OG0000486	Syaa.g_00249	Prac.g_01640
OG0000487	Syaa.g_00243	Prac.g_01636
OG0000488	Syaa.g_00239	Prac.g_01633
OG0000489	Syaa.g_00228	Prac.g_01628
OG0000490	Syaa.g_00220	Prac.g_01623
OG0000491	Syaa.g_00218	Prac.g_01622
OG0000492	Syaa.g_00214	Prac.g_01620
OG0000493	Syaa.g_00213	Prac.g_01619
OG0000494	Syaa.g_00212	Prac.g_01618
OG0000495	Syaa.g_00211	Prac.g_01617
OG0000496	Syaa.g_00210	Prac.g_01616
OG0000497	Syaa.g_00209	Prac.g_01615
OG0000498	Syaa.g_00208	Prac.g_01614
OG0000499	Syaa.g_00207	Prac.g_01613
OG0000500	Syaa.g_00206	Prac.g_01612
OG0000501	Syaa.g_00203	Prac.g_01610
OG0000502	Syaa.g_00190	Prac.g_01607
OG0000503	Syaa.g_02182	Prac.g_01200
OG0000504	Syaa.g_02180	Prac.g_01199
OG0000505	Syaa.g_02179	Prac.g_01198
OG0000506	Syaa.g_02177	Prac.g_01196
OG0000507	Syaa.g_02171	Prac.g_01193
OG0000508	Syaa.g_02167	Prac.g_01189
OG0000509	Syaa.g_02165	Prac.g_01187
OG0000510	Syaa.g_02164	Prac.g_01186
OG0000511	Syaa.g_02163	Prac.g_01185
OG0000512	Syaa.g_02161	Prac.g_01183
OG0000513	Syaa.g_02145	Prac.g_01176
OG0000514	Syaa.g_02118	Prac.g_01116
OG0000515	Syaa.g_02117	Prac.g_01115
OG0000516	Syaa.g_00698	Prac.g_01114
OG0000517	Syaa.g_00702	Prac.g_01112
OG0000518	Syaa.g_00714	Prac.g_01101
OG0000519	Syaa.g_00715	Prac.g_01100
OG0000520	Syaa.g_00716	Prac.g_01099
OG0000521	Syaa.g_01864	Prac.g_01094
OG0000522	Syaa.g_01862	Prac.g_01092
OG0000523	Syaa.g_01859	Prac.g_01091
OG0000524	Syaa.g_01856	Prac.g_01084
OG0000525	Syaa.g_01851	Prac.g_01081
OG0000526	Syaa.g_01848	Prac.g_01080
OG0000527	Syaa.g_01844	Prac.g_01071
OG0000528	Syaa.g_02054	Prac.g_01066
OG0000529	Syaa.g_02050	Prac.g_01063
OG0000530	Syaa.g_02047	Prac.g_01060
OG0000531	Syaa.g_02046	Prac.g_01059
OG0000532	Syaa.g_02043	Prac.g_01057
OG0000533	Syaa.g_02042	Prac.g_01056
OG0000534	Syaa.g_02041	Prac.g_01055
OG0000535	Syaa.g_02040	Prac.g_01054
OG0000536	Syaa.g_02039	Prac.g_01053
OG0000537	Syaa.g_02038	Prac.g_01052
OG0000538	Syaa.g_02027	Prac.g_00871
OG0000539	Syaa.g_02026	Prac.g_00870
OG0000540	Syaa.g_02025	Prac.g_00869
OG0000541	Syaa.g_02024	Prac.g_00868
OG0000542	Syaa.g_02021	Prac.g_00866
OG0000543	Syaa.g_02019	Prac.g_00864
OG0000544	Syaa.g_02018	Prac.g_00863
OG0000545	Syaa.g_02016	Prac.g_00861
OG0000546	Syaa.g_02014	Prac.g_00858
OG0000547	Syaa.g_02012	Prac.g_00857
OG0000548	Syaa.g_02011	Prac.g_00856
OG0000549	Syaa.g_02003	Prac.g_00854
OG0000550	Syaa.g_01998	Prac.g_00849
OG0000551	Syaa.g_01993	Prac.g_00845
OG0000552	Syaa.g_01992	Prac.g_00844
OG0000553	Syaa.g_01990	Prac.g_00843
OG0000554	Syaa.g_01979	Prac.g_00838
OG0000555	Syaa.g_01961	Prac.g_00830
OG0000556	Syaa.g_01957	Prac.g_00828
OG0000557	Syaa.g_01955	Prac.g_00827
OG0000558	Syaa.g_01953	Prac.g_00825
OG0000559	Syaa.g_01949	Prac.g_00821
OG0000560	Syaa.g_01946	Prac.g_00818
OG0000561	Syaa.g_01945	Prac.g_00817
OG0000562	Syaa.g_01944	Prac.g_00816
OG0000563	Syaa.g_01943	Prac.g_00815
OG0000564	Syaa.g_01942	Prac.g_00814
OG0000565	Syaa.g_01939	Prac.g_00811
OG0000566	Syaa.g_01935	Prac.g_00809
OG0000567	Syaa.g_01931	Prac.g_00805
OG0000568	Syaa.g_01928	Prac.g_00804
OG0000569	Syaa.g_01925	Prac.g_00803
OG0000570	Syaa.g_01924	Prac.g_00802
OG0000571	Syaa.g_01920	Prac.g_00800
OG0000572	Syaa.g_01904	Prac.g_00787
OG0000573	Syaa.g_01896	Prac.g_00780
OG0000574	Syaa.g_01895	Prac.g_00779
OG0000575	Syaa.g_01891	Prac.g_00775
OG0000576	Syaa.g_01889	Prac.g_00772
OG0000577	Syaa.g_01888	Prac.g_00771
