Orthogroup	Syaa	Prat
OG0000112	Syaa.g_01366	Prat.g_00888
OG0000113	Syaa.g_01196	Prat.g_01014
OG0000114	Syaa.g_01094	Prat.g_00716
OG0000115	Syaa.g_01795	Prat.g_01373
OG0000116	Syaa.g_00757	Prat.g_01166
OG0000117	Syaa.g_01009	Prat.g_01129
OG0000118	Syaa.g_01874	Prat.g_01261
OG0000119	Syaa.g_00785	Prat.g_00647, Prat.g_01452
OG0000120	Syaa.g_00201	Prat.g_00344
OG0000121	Syaa.g_01777	Prat.g_01355
OG0000122	Syaa.g_01598	Prat.g_00781, Prat.g_01398
OG0000123	Syaa.g_02242	Prat.g_01733
OG0000124	Syaa.g_00092	Prat.g_01805
OG0000125	Syaa.g_02598	Prat.g_01841
OG0000126	Syaa.g_02752	Prat.g_01888
OG0000128	Syaa.g_00012	Prat.g_00012, Prat.g_00011
OG0000129	Syaa.g_02586	Prat.g_00047
OG0000130	Syaa.g_00354	Prat.g_00066
OG0000131	Syaa.g_02448	Prat.g_00144
OG0000132	Syaa.g_02472	Prat.g_00164
OG0000133	Syaa.g_01361	Prat.g_00329
OG0000134	Syaa.g_02146	Prat.g_00372
OG0000135	Syaa.g_02649	Prat.g_01477
OG0000136	Syaa.g_00708	Prat.g_00401
OG0000137	Syaa.g_01842	Prat.g_00434
OG0000138	Syaa.g_02035	Prat.g_00456
OG0000139	Syaa.g_01974	Prat.g_00499
OG0000140	Syaa.g_01971	Prat.g_00500
OG0000141	Syaa.g_01689	Prat.g_00570
OG0000142	Syaa.g_01633	Prat.g_01090
OG0000143	Syaa.g_01629	Prat.g_01086
OG0000144	Syaa.g_01446	Prat.g_01072
OG0000145	Syaa.g_02029	Prat.g_01472
OG0000146	Syaa.g_01367	Prat.g_00887
OG0000147	Syaa.g_01368	Prat.g_00886
OG0000148	Syaa.g_01190	Prat.g_01020
OG0000149	Syaa.g_00826	Prat.g_00991
OG0000150	Syaa.g_01688	Prat.g_00981
OG0000151	Syaa.g_01107	Prat.g_00726
OG0000152	Syaa.g_01357	Prat.g_00896, Prat.g_01277
OG0000153	Syaa.g_01324	Prat.g_00915
OG0000154	Syaa.g_01298	Prat.g_00934
OG0000155	Syaa.g_00804	Prat.g_01135
OG0000156	Syaa.g_00751	Prat.g_01238
OG0000157	Syaa.g_00750	Prat.g_01239
OG0000158	Syaa.g_00148	Prat.g_01769
OG0000160	Syaa.g_01776	Prat.g_01354
OG0000161	Syaa.g_01782	Prat.g_01360
OG0000162	Syaa.g_01788	Prat.g_01366
OG0000163	Syaa.g_00624	Prat.g_01409
OG0000164	Syaa.g_00507	Prat.g_01615
OG0000165	Syaa.g_00681	Prat.g_01623
OG0000166	Syaa.g_02289	Prat.g_01690
OG0000167	Syaa.g_00160	Prat.g_01759
OG0000168	Syaa.g_00145	Prat.g_01770
OG0000169	Syaa.g_00134	Prat.g_01781
OG0000170	Syaa.g_00128	Prat.g_01784
OG0000171	Syaa.g_00093	Prat.g_01804
OG0000172	Syaa.g_00079	Prat.g_01811
OG0000173	Syaa.g_00060	Prat.g_01826
OG0000174	Syaa.g_02651	Prat.g_01858
OG0000175	Syaa.g_02726	Prat.g_01870
OG0000176	Syaa.g_00004	Prat.g_00004
OG0000177	Syaa.g_00005	Prat.g_00005
OG0000178	Syaa.g_00006	Prat.g_00006
OG0000179	Syaa.g_00023	Prat.g_00017
OG0000180	Syaa.g_00024	Prat.g_00018
OG0000181	Syaa.g_00025	Prat.g_00019
OG0000182	Syaa.g_00026	Prat.g_00020
OG0000183	Syaa.g_00030	Prat.g_01314, Prat.g_00024
OG0000184	Syaa.g_02578	Prat.g_00051
OG0000185	Syaa.g_02575	Prat.g_00054
OG0000186	Syaa.g_00359	Prat.g_00060
OG0000187	Syaa.g_00358	Prat.g_00061
OG0000188	Syaa.g_00334	Prat.g_00080
OG0000189	Syaa.g_02367	Prat.g_00093
OG0000190	Syaa.g_02369	Prat.g_00094
OG0000191	Syaa.g_02404	Prat.g_00116
OG0000192	Syaa.g_02410	Prat.g_00121
OG0000193	Syaa.g_02449	Prat.g_00145
OG0000194	Syaa.g_02452	Prat.g_00148
OG0000195	Syaa.g_02459	Prat.g_00150
OG0000196	Syaa.g_02469	Prat.g_00161
OG0000197	Syaa.g_02470	Prat.g_00162
OG0000198	Syaa.g_02471	Prat.g_00163
OG0000199	Syaa.g_02479	Prat.g_00171
OG0000200	Syaa.g_02496	Prat.g_00185
OG0000201	Syaa.g_02521	Prat.g_00194
OG0000202	Syaa.g_02522	Prat.g_00195
OG0000203	Syaa.g_02523	Prat.g_00196
OG0000204	Syaa.g_02524	Prat.g_00197
OG0000205	Syaa.g_02531	Prat.g_00204
OG0000206	Syaa.g_02538	Prat.g_00209
OG0000207	Syaa.g_02540	Prat.g_00211
OG0000208	Syaa.g_02541	Prat.g_00212
OG0000209	Syaa.g_02556	Prat.g_00221
OG0000210	Syaa.g_02557	Prat.g_00222
OG0000211	Syaa.g_02113	Prat.g_00238
OG0000212	Syaa.g_02102	Prat.g_00246
OG0000213	Syaa.g_00295	Prat.g_00264
OG0000214	Syaa.g_00279	Prat.g_00274
OG0000215	Syaa.g_00248	Prat.g_00300
OG0000216	Syaa.g_00244	Prat.g_00302
OG0000217	Syaa.g_00240	Prat.g_00305
OG0000218	Syaa.g_00238	Prat.g_00307
OG0000219	Syaa.g_00237	Prat.g_00308
OG0000220	Syaa.g_00236	Prat.g_00309
OG0000221	Syaa.g_00229	Prat.g_00310
OG0000222	Syaa.g_00215	Prat.g_00317
OG0000223	Syaa.g_00192	Prat.g_00330
OG0000224	Syaa.g_00183	Prat.g_00332
OG0000225	Syaa.g_02166	Prat.g_00360
OG0000226	Syaa.g_02162	Prat.g_00364
OG0000227	Syaa.g_02160	Prat.g_00366
OG0000228	Syaa.g_02150	Prat.g_00369
OG0000229	Syaa.g_00703	Prat.g_00396
OG0000230	Syaa.g_00705	Prat.g_00398
OG0000231	Syaa.g_00717	Prat.g_00411
OG0000232	Syaa.g_01858	Prat.g_00419
OG0000233	Syaa.g_01853	Prat.g_00426
OG0000234	Syaa.g_01841	Prat.g_00435
OG0000235	Syaa.g_02052	Prat.g_00439
OG0000236	Syaa.g_02037	Prat.g_00454
OG0000237	Syaa.g_02020	Prat.g_00469
OG0000238	Syaa.g_02015	Prat.g_00475
OG0000239	Syaa.g_01996	Prat.g_00487
OG0000240	Syaa.g_01995	Prat.g_00488
OG0000241	Syaa.g_01644	Prat.g_00492
OG0000242	Syaa.g_01982	Prat.g_00494
OG0000243	Syaa.g_01960	Prat.g_00504
OG0000244	Syaa.g_01954	Prat.g_00507
OG0000245	Syaa.g_01952	Prat.g_00509
OG0000246	Syaa.g_01948	Prat.g_00514, Prat.g_00513
OG0000247	Syaa.g_01937	Prat.g_00525
OG0000248	Syaa.g_01934	Prat.g_00528
OG0000249	Syaa.g_01932	Prat.g_00530
OG0000250	Syaa.g_01922	Prat.g_00536
OG0000251	Syaa.g_01897	Prat.g_00553
OG0000252	Syaa.g_01894	Prat.g_00556
OG0000253	Syaa.g_01893	Prat.g_00557
OG0000254	Syaa.g_01684	Prat.g_00574
OG0000255	Syaa.g_01668	Prat.g_00581
OG0000256	Syaa.g_01651	Prat.g_00591
OG0000257	Syaa.g_01645	Prat.g_01097
OG0000258	Syaa.g_01624	Prat.g_01081
OG0000259	Syaa.g_01063	Prat.g_01064
OG0000260	Syaa.g_01066	Prat.g_01061
OG0000261	Syaa.g_01069	Prat.g_01058
OG0000262	Syaa.g_01074	Prat.g_01054
OG0000263	Syaa.g_00989	Prat.g_00754
OG0000264	Syaa.g_00910	Prat.g_00765
OG0000265	Syaa.g_00931, Syaa.g_01498	Prat.g_00788
OG0000266	Syaa.g_01257, Syaa.g_01258	Prat.g_00801
OG0000267	Syaa.g_01409	Prat.g_00814
OG0000268	Syaa.g_01408	Prat.g_00815
OG0000269	Syaa.g_01149	Prat.g_01042
OG0000270	Syaa.g_01152	Prat.g_01039
OG0000271	Syaa.g_01160	Prat.g_01031
OG0000272	Syaa.g_01161	Prat.g_01030
OG0000273	Syaa.g_00844	Prat.g_01007
OG0000274	Syaa.g_00843	Prat.g_01006
OG0000275	Syaa.g_00840	Prat.g_01004
OG0000276	Syaa.g_00834	Prat.g_00999
OG0000277	Syaa.g_00833	Prat.g_00998
OG0000278	Syaa.g_00830	Prat.g_00995
OG0000279	Syaa.g_00822	Prat.g_00988
OG0000280	Syaa.g_00815	Prat.g_00987
OG0000282	Syaa.g_01096	Prat.g_00718
OG0000283	Syaa.g_01396	Prat.g_00868
OG0000284	Syaa.g_01390	Prat.g_00873
OG0000285	Syaa.g_01377	Prat.g_00879
OG0000286	Syaa.g_01358	Prat.g_00895
OG0000288	Syaa.g_01299	Prat.g_00933
OG0000289	Syaa.g_01285	Prat.g_00948
OG0000290	Syaa.g_00875	Prat.g_00962
OG0000291	Syaa.g_00877	Prat.g_00964
OG0000292	Syaa.g_02751	Prat.g_01208
OG0000293	Syaa.g_00758	Prat.g_01165
OG0000294	Syaa.g_00759	Prat.g_01164
OG0000295	Syaa.g_00796	Prat.g_01142
OG0000296	Syaa.g_00798	Prat.g_01140
OG0000297	Syaa.g_01021	Prat.g_01131
OG0000298	Syaa.g_01010	Prat.g_01130
OG0000299	Syaa.g_00982	Prat.g_01112
OG0000300	Syaa.g_00976	Prat.g_01108
OG0000301	Syaa.g_00975	Prat.g_01107
OG0000302	Syaa.g_00972	Prat.g_01105
OG0000303	Syaa.g_00963	Prat.g_01099
OG0000304	Syaa.g_00957	Prat.g_00595
OG0000305	Syaa.g_00881	Prat.g_01200
OG0000306	Syaa.g_00807	Prat.g_00976
OG0000307	Syaa.g_02068	Prat.g_01300
OG0000308	Syaa.g_02070	Prat.g_01301
OG0000309	Syaa.g_02075	Prat.g_01305
OG0000310	Syaa.g_01752	Prat.g_01336
OG0000311	Syaa.g_01757	Prat.g_01338
OG0000312	Syaa.g_01762	Prat.g_01341
OG0000313	Syaa.g_01779	Prat.g_01357
OG0000314	Syaa.g_01806	Prat.g_01382
OG0000315	Syaa.g_01816	Prat.g_01392
OG0000316	Syaa.g_00598	Prat.g_01420
OG0000317	Syaa.g_00556	Prat.g_01589
OG0000318	Syaa.g_00550	Prat.g_01593
OG0000319	Syaa.g_00532	Prat.g_01605
OG0000320	Syaa.g_00530	Prat.g_01607
OG0000321	Syaa.g_00529	Prat.g_01608
OG0000322	Syaa.g_00528	Prat.g_01609
OG0000323	Syaa.g_00496	Prat.g_01618
OG0000324	Syaa.g_00653	Prat.g_01647
OG0000325	Syaa.g_02350	Prat.g_01657
OG0000326	Syaa.g_02343	Prat.g_01664
OG0000327	Syaa.g_02294	Prat.g_01685
OG0000328	Syaa.g_02293	Prat.g_01686
OG0000329	Syaa.g_02275	Prat.g_01703
OG0000330	Syaa.g_02274	Prat.g_01704
OG0000331	Syaa.g_02273	Prat.g_01705
OG0000332	Syaa.g_02258	Prat.g_01718
OG0000333	Syaa.g_02255	Prat.g_01720
OG0000334	Syaa.g_02246	Prat.g_01729
OG0000335	Syaa.g_02241	Prat.g_01734
OG0000336	Syaa.g_02237	Prat.g_01738
OG0000337	Syaa.g_00167	Prat.g_01756
OG0000338	Syaa.g_00162	Prat.g_01757
OG0000339	Syaa.g_00156	Prat.g_01762
OG0000340	Syaa.g_00144	Prat.g_01771
OG0000341	Syaa.g_00142	Prat.g_01773
OG0000342	Syaa.g_00141	Prat.g_01775
OG0000343	Syaa.g_00140	Prat.g_01776
OG0000344	Syaa.g_00136	Prat.g_01779
OG0000345	Syaa.g_00127	Prat.g_01785
OG0000346	Syaa.g_00122	Prat.g_01789
OG0000347	Syaa.g_00088	Prat.g_01806
OG0000348	Syaa.g_00071	Prat.g_01814
OG0000349	Syaa.g_00053	Prat.g_01832
OG0000350	Syaa.g_02336	Prat.g_01853
OG0000351	Syaa.g_02730	Prat.g_01873
OG0000352	Syaa.g_02731	Prat.g_01874
OG0000353	Syaa.g_02757	Prat.g_01892
OG0000354	Syaa.g_00019, Syaa.g_00020	Prat.g_00845
OG0000355	Syaa.g_00001	Prat.g_00001
OG0000356	Syaa.g_00002	Prat.g_00002
OG0000357	Syaa.g_00003	Prat.g_00003
OG0000358	Syaa.g_00007	Prat.g_00007
OG0000359	Syaa.g_00009	Prat.g_00008
OG0000360	Syaa.g_00010	Prat.g_00009
OG0000361	Syaa.g_00011	Prat.g_00010
OG0000362	Syaa.g_00013	Prat.g_00013
OG0000363	Syaa.g_00015	Prat.g_00015
OG0000364	Syaa.g_00016	Prat.g_00016
OG0000365	Syaa.g_00027	Prat.g_00021
OG0000366	Syaa.g_00028	Prat.g_00022
OG0000367	Syaa.g_00029	Prat.g_00023
OG0000368	Syaa.g_00031	Prat.g_00025
OG0000369	Syaa.g_00032	Prat.g_00026
OG0000370	Syaa.g_00033	Prat.g_00027
OG0000371	Syaa.g_00041	Prat.g_00034
OG0000372	Syaa.g_00046	Prat.g_00036
OG0000373	Syaa.g_00047	Prat.g_00037
OG0000374	Syaa.g_00048	Prat.g_00038
OG0000375	Syaa.g_00049	Prat.g_00042
OG0000376	Syaa.g_00051	Prat.g_00044
OG0000377	Syaa.g_02585	Prat.g_00048
OG0000378	Syaa.g_02577	Prat.g_00052
OG0000379	Syaa.g_02574	Prat.g_00055
OG0000380	Syaa.g_00357	Prat.g_00062
OG0000381	Syaa.g_00353	Prat.g_00067
OG0000382	Syaa.g_00335	Prat.g_00079
OG0000383	Syaa.g_00333	Prat.g_00081
OG0000384	Syaa.g_00332	Prat.g_00082
OG0000385	Syaa.g_00331	Prat.g_00083
OG0000386	Syaa.g_00330	Prat.g_00084
OG0000387	Syaa.g_02371	Prat.g_00096
OG0000388	Syaa.g_02375	Prat.g_00100
OG0000389	Syaa.g_02379	Prat.g_00103
OG0000390	Syaa.g_02398	Prat.g_00112
OG0000391	Syaa.g_02403	Prat.g_00115
OG0000392	Syaa.g_02409	Prat.g_00118
OG0000393	Syaa.g_02412	Prat.g_00122
OG0000394	Syaa.g_02413	Prat.g_00123
OG0000395	Syaa.g_02414	Prat.g_00124
OG0000396	Syaa.g_02417	Prat.g_00126
OG0000397	Syaa.g_02419	Prat.g_00128
OG0000398	Syaa.g_02424	Prat.g_00131
OG0000399	Syaa.g_02425	Prat.g_00132
OG0000400	Syaa.g_02426	Prat.g_00133
OG0000401	Syaa.g_02427	Prat.g_00134
OG0000402	Syaa.g_02429	Prat.g_00601
OG0000403	Syaa.g_02430	Prat.g_00136
OG0000404	Syaa.g_02431	Prat.g_00137
OG0000405	Syaa.g_02446	Prat.g_00141
OG0000406	Syaa.g_02450	Prat.g_00146
OG0000407	Syaa.g_02451	Prat.g_00147
OG0000408	Syaa.g_02458	Prat.g_00149
OG0000409	Syaa.g_02460	Prat.g_00151
OG0000410	Syaa.g_02461	Prat.g_00152
OG0000411	Syaa.g_02462	Prat.g_00153
OG0000412	Syaa.g_02463	Prat.g_00154
OG0000413	Syaa.g_02465	Prat.g_00156
OG0000415	Syaa.g_02466	Prat.g_00158
OG0000416	Syaa.g_02467	Prat.g_00159
OG0000417	Syaa.g_02468	Prat.g_00160
OG0000418	Syaa.g_02473	Prat.g_00165
OG0000419	Syaa.g_02475	Prat.g_00167
OG0000420	Syaa.g_02477	Prat.g_00169
OG0000421	Syaa.g_02482	Prat.g_00174
OG0000422	Syaa.g_02483	Prat.g_00175
OG0000423	Syaa.g_02484	Prat.g_00176
OG0000424	Syaa.g_02485	Prat.g_00177
OG0000425	Syaa.g_02486	Prat.g_00178
OG0000426	Syaa.g_02487	Prat.g_00179
OG0000427	Syaa.g_02488	Prat.g_00180
OG0000428	Syaa.g_02491	Prat.g_00182
OG0000429	Syaa.g_02493	Prat.g_00183
OG0000430	Syaa.g_02495	Prat.g_00184
OG0000431	Syaa.g_02498	Prat.g_00186
OG0000432	Syaa.g_02504	Prat.g_00190
OG0000433	Syaa.g_02513	Prat.g_00191
OG0000434	Syaa.g_02514	Prat.g_00192
OG0000435	Syaa.g_02516	Prat.g_00193
OG0000436	Syaa.g_02525	Prat.g_00198
OG0000437	Syaa.g_02526	Prat.g_00199
OG0000438	Syaa.g_02527	Prat.g_00200
OG0000439	Syaa.g_02529	Prat.g_00202
OG0000440	Syaa.g_02530	Prat.g_00203
OG0000441	Syaa.g_02534	Prat.g_00206
OG0000442	Syaa.g_02535	Prat.g_00207
OG0000443	Syaa.g_02536	Prat.g_00208
OG0000444	Syaa.g_02542	Prat.g_00213
OG0000445	Syaa.g_02543	Prat.g_00214
OG0000446	Syaa.g_02545	Prat.g_00215
OG0000447	Syaa.g_02548	Prat.g_00216
OG0000448	Syaa.g_02549	Prat.g_00217
OG0000449	Syaa.g_02550	Prat.g_00218
OG0000450	Syaa.g_02553	Prat.g_00219
OG0000451	Syaa.g_02554	Prat.g_00220
OG0000452	Syaa.g_02558	Prat.g_00223
OG0000453	Syaa.g_02559	Prat.g_00224
OG0000454	Syaa.g_02560	Prat.g_00225
OG0000455	Syaa.g_02561	Prat.g_00226
OG0000456	Syaa.g_02562	Prat.g_00227
OG0000457	Syaa.g_02564	Prat.g_00229
OG0000458	Syaa.g_02565	Prat.g_00230
OG0000459	Syaa.g_02566	Prat.g_00231
OG0000460	Syaa.g_02111	Prat.g_00240
OG0000461	Syaa.g_00318	Prat.g_00249
OG0000462	Syaa.g_00315	Prat.g_00250
OG0000463	Syaa.g_00314	Prat.g_00251
OG0000464	Syaa.g_00313	Prat.g_00252
OG0000465	Syaa.g_00311	Prat.g_00253
OG0000466	Syaa.g_00306	Prat.g_00256
OG0000467	Syaa.g_00304	Prat.g_00257
OG0000468	Syaa.g_00299	Prat.g_00260
OG0000469	Syaa.g_00285	Prat.g_00269
OG0000470	Syaa.g_00283	Prat.g_00271
OG0000471	Syaa.g_00282	Prat.g_00272
OG0000472	Syaa.g_00280	Prat.g_00273
OG0000473	Syaa.g_00278	Prat.g_00275
OG0000474	Syaa.g_00277	Prat.g_00276
OG0000475	Syaa.g_00276	Prat.g_00277
OG0000476	Syaa.g_00274	Prat.g_00279
OG0000477	Syaa.g_00268	Prat.g_00282
OG0000478	Syaa.g_00267	Prat.g_00283
OG0000479	Syaa.g_00266	Prat.g_00284
OG0000480	Syaa.g_00259	Prat.g_00290
OG0000481	Syaa.g_00257	Prat.g_00292
OG0000482	Syaa.g_00256	Prat.g_00293
OG0000483	Syaa.g_00252	Prat.g_00296
OG0000484	Syaa.g_00251	Prat.g_00297
OG0000485	Syaa.g_00250	Prat.g_00298
OG0000486	Syaa.g_00249	Prat.g_00299
OG0000487	Syaa.g_00243	Prat.g_00303
OG0000488	Syaa.g_00239	Prat.g_00306
OG0000489	Syaa.g_00228	Prat.g_00311
OG0000490	Syaa.g_00220	Prat.g_00315
OG0000491	Syaa.g_00218	Prat.g_00316
OG0000492	Syaa.g_00214	Prat.g_00318
OG0000493	Syaa.g_00213	Prat.g_00319
OG0000494	Syaa.g_00212	Prat.g_00320
OG0000495	Syaa.g_00211	Prat.g_00321
OG0000496	Syaa.g_00210	Prat.g_00322
OG0000497	Syaa.g_00209	Prat.g_00323
OG0000498	Syaa.g_00208	Prat.g_00324
OG0000499	Syaa.g_00207	Prat.g_00325
OG0000500	Syaa.g_00206	Prat.g_00326
OG0000501	Syaa.g_00203	Prat.g_00328
OG0000502	Syaa.g_00190	Prat.g_00331
OG0000503	Syaa.g_02182	Prat.g_00348
OG0000504	Syaa.g_02180	Prat.g_00350
OG0000505	Syaa.g_02179	Prat.g_00351
OG0000506	Syaa.g_02177	Prat.g_00352
OG0000507	Syaa.g_02171	Prat.g_00355
OG0000508	Syaa.g_02167	Prat.g_00359
OG0000509	Syaa.g_02165	Prat.g_00361
OG0000510	Syaa.g_02164	Prat.g_00362
OG0000511	Syaa.g_02163	Prat.g_00363
OG0000512	Syaa.g_02161	Prat.g_00365
OG0000513	Syaa.g_02145	Prat.g_00373
OG0000514	Syaa.g_02118	Prat.g_00390
OG0000515	Syaa.g_02117	Prat.g_00391
OG0000516	Syaa.g_00698	Prat.g_00392
OG0000517	Syaa.g_00702	Prat.g_00395
OG0000518	Syaa.g_00714	Prat.g_00407
OG0000519	Syaa.g_00715	Prat.g_00408
OG0000520	Syaa.g_00716	Prat.g_00410
OG0000521	Syaa.g_01864	Prat.g_00415
OG0000522	Syaa.g_01862	Prat.g_00417
OG0000523	Syaa.g_01859	Prat.g_00418
OG0000524	Syaa.g_01856	Prat.g_00424
OG0000525	Syaa.g_01851	Prat.g_00428
OG0000526	Syaa.g_01848	Prat.g_00429
OG0000527	Syaa.g_01844	Prat.g_00432
OG0000528	Syaa.g_02054	Prat.g_00438
OG0000529	Syaa.g_02050	Prat.g_00441
OG0000530	Syaa.g_02047	Prat.g_00444
OG0000531	Syaa.g_02046	Prat.g_00445
OG0000532	Syaa.g_02043	Prat.g_00447
OG0000533	Syaa.g_02042	Prat.g_00448
OG0000534	Syaa.g_02041	Prat.g_00449
OG0000535	Syaa.g_02040	Prat.g_00450
OG0000536	Syaa.g_02039	Prat.g_00451
OG0000537	Syaa.g_02038	Prat.g_00453
OG0000538	Syaa.g_02027	Prat.g_00463
OG0000539	Syaa.g_02026	Prat.g_00464
OG0000540	Syaa.g_02025	Prat.g_00465
OG0000541	Syaa.g_02024	Prat.g_00466
OG0000542	Syaa.g_02021	Prat.g_00468
OG0000543	Syaa.g_02019	Prat.g_00470
OG0000544	Syaa.g_02018	Prat.g_00471
OG0000545	Syaa.g_02016	Prat.g_00473
OG0000546	Syaa.g_02014	Prat.g_00476
OG0000547	Syaa.g_02012	Prat.g_00478
OG0000548	Syaa.g_02011	Prat.g_00479
OG0000549	Syaa.g_02003	Prat.g_00482
OG0000550	Syaa.g_01998	Prat.g_00486
OG0000551	Syaa.g_01993	Prat.g_00489
OG0000552	Syaa.g_01992	Prat.g_00490
OG0000553	Syaa.g_01990	Prat.g_00491
OG0000554	Syaa.g_01979	Prat.g_00496
OG0000555	Syaa.g_01961	Prat.g_00503
OG0000556	Syaa.g_01957	Prat.g_00505
OG0000557	Syaa.g_01955	Prat.g_00506
OG0000558	Syaa.g_01953	Prat.g_00508
OG0000559	Syaa.g_01949	Prat.g_00512
OG0000560	Syaa.g_01946	Prat.g_00516
OG0000561	Syaa.g_01945	Prat.g_00517
OG0000562	Syaa.g_01944	Prat.g_00518
OG0000563	Syaa.g_01943	Prat.g_00519
