Orthogroup	Syaa	Prak
OG0000070	Syaa.g_00718	Prak.g_00412
OG0000071	Syaa.g_00735	Prak.g_01277
OG0000072	Syaa.g_02480	Prak.g_00183
OG0000073	Syaa.g_02030	Prak.g_00461
OG0000074	Syaa.g_00372	Prak.g_00713, Prak.g_00750, Prak.g_00809
OG0000075	Syaa.g_00157	Prak.g_01816
OG0000076	Syaa.g_00123	Prak.g_01842
OG0000077	Syaa.g_00341	Prak.g_00083
OG0000078	Syaa.g_02103	Prak.g_00256
OG0000079	Syaa.g_00303	Prak.g_00269
OG0000080	Syaa.g_00487	Prak.g_01363, Prak.g_01365
OG0000081	Syaa.g_02089	Prak.g_00490
OG0000082	Syaa.g_01905	Prak.g_00546, Prak.g_01634
OG0000084	Syaa.g_01770	Prak.g_01388
OG0000085	Syaa.g_00564	Prak.g_01637, Prak.g_01516
OG0000086	Syaa.g_00324	Prak.g_00092
OG0000087	Syaa.g_02433	Prak.g_00147
OG0000088	Syaa.g_02474	Prak.g_00178
OG0000089	Syaa.g_02149	Prak.g_00379
OG0000090	Syaa.g_01980	Prak.g_00492
OG0000091	Syaa.g_01625	Prak.g_01100
OG0000097	Syaa.g_00979	Prak.g_01126
OG0000099	Syaa.g_00202	Prak.g_01352
OG0000100	Syaa.g_01201	Prak.g_01470
OG0000101	Syaa.g_02249	Prak.g_01780
OG0000102	Syaa.g_00118	Prak.g_01847
OG0000103	Syaa.g_02740	Prak.g_01932
OG0000104	Syaa.g_02754	Prak.g_01941
OG0000105	Syaa.g_00270	Prak.g_00292
OG0000106	Syaa.g_01439	Prak.g_00687
OG0000107	Syaa.g_02351	Prak.g_01709
OG0000108	Syaa.g_02051	Prak.g_00441
OG0000109	Syaa.g_02036	Prak.g_00455
OG0000110	Syaa.g_01918	Prak.g_00535
OG0000111	Syaa.g_00888	Prak.g_00830
OG0000112	Syaa.g_01366	Prak.g_00608
OG0000113	Syaa.g_01196	Prak.g_00868
OG0000114	Syaa.g_01094	Prak.g_00770
OG0000115	Syaa.g_01795	Prak.g_01241
OG0000116	Syaa.g_00757	Prak.g_01183
OG0000117	Syaa.g_01009	Prak.g_01145
OG0000118	Syaa.g_01874	Prak.g_01290
OG0000119	Syaa.g_00785	Prak.g_01226, Prak.g_01488
OG0000120	Syaa.g_00201	Prak.g_01349
OG0000121	Syaa.g_01777	Prak.g_01393
OG0000122	Syaa.g_01598	Prak.g_01248, Prak.g_01434
OG0000123	Syaa.g_02242	Prak.g_01787
OG0000124	Syaa.g_00092	Prak.g_01859
OG0000125	Syaa.g_02598	Prak.g_01895
OG0000126	Syaa.g_02752	Prak.g_01940
OG0000128	Syaa.g_00012	Prak.g_00011
OG0000129	Syaa.g_02586	Prak.g_00045
OG0000130	Syaa.g_00354	Prak.g_00074
OG0000131	Syaa.g_02448	Prak.g_00156
OG0000132	Syaa.g_02472	Prak.g_00176
OG0000133	Syaa.g_01361	Prak.g_00339
OG0000134	Syaa.g_02146	Prak.g_00381
OG0000135	Syaa.g_02649	Prak.g_01259
OG0000136	Syaa.g_00708	Prak.g_00403
OG0000137	Syaa.g_01842	Prak.g_00436
OG0000138	Syaa.g_02035	Prak.g_00456
OG0000139	Syaa.g_01974	Prak.g_00496
OG0000140	Syaa.g_01971	Prak.g_00497
OG0000141	Syaa.g_01689	Prak.g_00569
OG0000142	Syaa.g_01633	Prak.g_01108
OG0000143	Syaa.g_01629	Prak.g_01104
OG0000144	Syaa.g_01446	Prak.g_01090
OG0000145	Syaa.g_02029	Prak.g_01261
OG0000146	Syaa.g_01367	Prak.g_00607
OG0000147	Syaa.g_01368	Prak.g_00606
OG0000148	Syaa.g_01190	Prak.g_00862
OG0000149	Syaa.g_00826	Prak.g_00894
OG0000150	Syaa.g_01688	Prak.g_00904
OG0000151	Syaa.g_01107	Prak.g_00780
OG0000152	Syaa.g_01357	Prak.g_00973
OG0000153	Syaa.g_01324	Prak.g_00992
OG0000154	Syaa.g_01298	Prak.g_01012
OG0000155	Syaa.g_00804	Prak.g_01151
OG0000156	Syaa.g_00751	Prak.g_01266
OG0000157	Syaa.g_00750	Prak.g_01267
OG0000158	Syaa.g_00148	Prak.g_01824
OG0000160	Syaa.g_01776	Prak.g_01392
OG0000161	Syaa.g_01782	Prak.g_01398
OG0000162	Syaa.g_01788	Prak.g_01404
OG0000163	Syaa.g_00624	Prak.g_01443
OG0000164	Syaa.g_00507	Prak.g_01669
OG0000165	Syaa.g_00681	Prak.g_01676
OG0000166	Syaa.g_02289	Prak.g_01743
OG0000167	Syaa.g_00160	Prak.g_01814
OG0000168	Syaa.g_00145	Prak.g_01825
OG0000169	Syaa.g_00134	Prak.g_01835
OG0000170	Syaa.g_00128	Prak.g_01838
OG0000171	Syaa.g_00093	Prak.g_01858
OG0000172	Syaa.g_00079	Prak.g_01865
OG0000173	Syaa.g_00060	Prak.g_01880
OG0000174	Syaa.g_02651	Prak.g_01910
OG0000175	Syaa.g_02726	Prak.g_01923
OG0000176	Syaa.g_00004	Prak.g_00004
OG0000177	Syaa.g_00005	Prak.g_00005
OG0000178	Syaa.g_00006	Prak.g_00006
OG0000179	Syaa.g_00023	Prak.g_00016
OG0000180	Syaa.g_00024	Prak.g_00017
OG0000181	Syaa.g_00025	Prak.g_00018
OG0000182	Syaa.g_00026	Prak.g_00019
OG0000183	Syaa.g_00030	Prak.g_00023
OG0000184	Syaa.g_02578	Prak.g_00049
OG0000185	Syaa.g_02575	Prak.g_00052
OG0000186	Syaa.g_00359	Prak.g_00068
OG0000187	Syaa.g_00358	Prak.g_00069
OG0000188	Syaa.g_00334	Prak.g_00086
OG0000189	Syaa.g_02367	Prak.g_00100
OG0000190	Syaa.g_02369	Prak.g_00102
OG0000191	Syaa.g_02404	Prak.g_00125
OG0000192	Syaa.g_02410	Prak.g_00130
OG0000193	Syaa.g_02449	Prak.g_00157
OG0000194	Syaa.g_02452	Prak.g_00160
OG0000195	Syaa.g_02459	Prak.g_00162
OG0000196	Syaa.g_02469	Prak.g_00173
OG0000197	Syaa.g_02470	Prak.g_00174
OG0000198	Syaa.g_02471	Prak.g_00175
OG0000199	Syaa.g_02479	Prak.g_00182
OG0000200	Syaa.g_02496	Prak.g_00196
OG0000201	Syaa.g_02521	Prak.g_00205
OG0000202	Syaa.g_02522	Prak.g_00206
OG0000203	Syaa.g_02523	Prak.g_00207
OG0000204	Syaa.g_02524	Prak.g_00208
OG0000205	Syaa.g_02531	Prak.g_00215
OG0000206	Syaa.g_02538	Prak.g_00220
OG0000207	Syaa.g_02540	Prak.g_00223
OG0000208	Syaa.g_02541	Prak.g_00224
OG0000209	Syaa.g_02556	Prak.g_00233
OG0000210	Syaa.g_02557	Prak.g_00234
OG0000211	Syaa.g_02113	Prak.g_00249
OG0000212	Syaa.g_02102	Prak.g_00257
OG0000213	Syaa.g_00295	Prak.g_00275
OG0000214	Syaa.g_00279	Prak.g_00285
OG0000215	Syaa.g_00248	Prak.g_00312
OG0000216	Syaa.g_00244	Prak.g_00313
OG0000217	Syaa.g_00240	Prak.g_00316
OG0000218	Syaa.g_00238	Prak.g_00318
OG0000219	Syaa.g_00237	Prak.g_00319
OG0000220	Syaa.g_00236	Prak.g_00320
OG0000221	Syaa.g_00229	Prak.g_00321
OG0000222	Syaa.g_00215	Prak.g_00328
OG0000223	Syaa.g_00192	Prak.g_00340
OG0000224	Syaa.g_00183	Prak.g_00342
OG0000225	Syaa.g_02166	Prak.g_00368
OG0000226	Syaa.g_02162	Prak.g_00372
OG0000227	Syaa.g_02160	Prak.g_00374
OG0000228	Syaa.g_02150	Prak.g_00378
OG0000229	Syaa.g_00703	Prak.g_00398
OG0000230	Syaa.g_00705	Prak.g_00400
OG0000231	Syaa.g_00717	Prak.g_00411
OG0000232	Syaa.g_01858	Prak.g_00422
OG0000233	Syaa.g_01853	Prak.g_00428
OG0000234	Syaa.g_01841	Prak.g_00437
OG0000235	Syaa.g_02052	Prak.g_00440
OG0000236	Syaa.g_02037	Prak.g_00454
OG0000237	Syaa.g_02020	Prak.g_00467
OG0000238	Syaa.g_02015	Prak.g_00473
OG0000239	Syaa.g_01996	Prak.g_00484
OG0000240	Syaa.g_01995	Prak.g_00485
OG0000241	Syaa.g_01644	Prak.g_00489
OG0000242	Syaa.g_01982	Prak.g_00491
OG0000243	Syaa.g_01960	Prak.g_00502
OG0000244	Syaa.g_01954	Prak.g_00506
OG0000245	Syaa.g_01952	Prak.g_00508
OG0000246	Syaa.g_01948	Prak.g_00512
OG0000247	Syaa.g_01937	Prak.g_00522
OG0000248	Syaa.g_01934	Prak.g_00525
OG0000249	Syaa.g_01932	Prak.g_00527
OG0000250	Syaa.g_01922	Prak.g_00532
OG0000251	Syaa.g_01897	Prak.g_00552
OG0000252	Syaa.g_01894	Prak.g_00555
OG0000253	Syaa.g_01893	Prak.g_00556
OG0000254	Syaa.g_01684	Prak.g_00573
OG0000255	Syaa.g_01668	Prak.g_00579
OG0000256	Syaa.g_01651	Prak.g_00589
OG0000257	Syaa.g_01645	Prak.g_01113
OG0000258	Syaa.g_01624	Prak.g_01099
OG0000259	Syaa.g_01063	Prak.g_01082
OG0000260	Syaa.g_01066	Prak.g_01079
OG0000261	Syaa.g_01069	Prak.g_01076
OG0000262	Syaa.g_01074	Prak.g_01072
OG0000263	Syaa.g_00989	Prak.g_00808
OG0000264	Syaa.g_00910	Prak.g_00819
OG0000265	Syaa.g_00931, Syaa.g_01498	Prak.g_00837
OG0000266	Syaa.g_01257, Syaa.g_01258	Prak.g_01053
OG0000267	Syaa.g_01409	Prak.g_01041
OG0000268	Syaa.g_01408	Prak.g_01040
OG0000269	Syaa.g_01149	Prak.g_00840
OG0000270	Syaa.g_01152	Prak.g_00843
OG0000271	Syaa.g_01160	Prak.g_00851
OG0000272	Syaa.g_01161	Prak.g_00852
OG0000273	Syaa.g_00844	Prak.g_00876
OG0000274	Syaa.g_00843	Prak.g_00877
OG0000275	Syaa.g_00840	Prak.g_00880
OG0000276	Syaa.g_00834	Prak.g_00886
OG0000277	Syaa.g_00833	Prak.g_00887
OG0000278	Syaa.g_00830	Prak.g_00890
OG0000279	Syaa.g_00822	Prak.g_00897
OG0000280	Syaa.g_00815	Prak.g_00898
OG0000282	Syaa.g_01096	Prak.g_00772
OG0000283	Syaa.g_01396	Prak.g_00949
OG0000284	Syaa.g_01390	Prak.g_00954
OG0000285	Syaa.g_01377	Prak.g_00959
OG0000286	Syaa.g_01358	Prak.g_00972
OG0000287	Syaa.g_01330	Prak.g_01238
OG0000288	Syaa.g_01299	Prak.g_01011
OG0000289	Syaa.g_01285	Prak.g_01027
OG0000290	Syaa.g_00875	Prak.g_00923
OG0000291	Syaa.g_00877	Prak.g_00921
OG0000292	Syaa.g_02751	Prak.g_01217
OG0000293	Syaa.g_00758	Prak.g_01182
OG0000294	Syaa.g_00759	Prak.g_01181
OG0000295	Syaa.g_00796	Prak.g_01158
OG0000296	Syaa.g_00798	Prak.g_01156
OG0000297	Syaa.g_01021	Prak.g_01147
OG0000298	Syaa.g_01010	Prak.g_01146
OG0000299	Syaa.g_00982	Prak.g_01127
OG0000300	Syaa.g_00976	Prak.g_01124
OG0000301	Syaa.g_00975	Prak.g_01123
OG0000302	Syaa.g_00972	Prak.g_01121
OG0000303	Syaa.g_00963	Prak.g_01115
OG0000304	Syaa.g_00957	Prak.g_00594
OG0000305	Syaa.g_00881	Prak.g_01215
OG0000306	Syaa.g_00807	Prak.g_00909
OG0000307	Syaa.g_02068	Prak.g_01338
OG0000308	Syaa.g_02070	Prak.g_01339
OG0000309	Syaa.g_02075	Prak.g_01343
OG0000310	Syaa.g_01752	Prak.g_01377
OG0000311	Syaa.g_01757	Prak.g_01379
OG0000312	Syaa.g_01762	Prak.g_01382
OG0000313	Syaa.g_01779	Prak.g_01395
OG0000314	Syaa.g_01806	Prak.g_01418
OG0000315	Syaa.g_01816	Prak.g_01428
OG0000316	Syaa.g_00598	Prak.g_01453
OG0000317	Syaa.g_00556	Prak.g_01642
OG0000318	Syaa.g_00550	Prak.g_01646
OG0000319	Syaa.g_00532	Prak.g_01659
OG0000320	Syaa.g_00530	Prak.g_01661
OG0000321	Syaa.g_00529	Prak.g_01662
OG0000322	Syaa.g_00528	Prak.g_01663
OG0000323	Syaa.g_00496	Prak.g_01672
OG0000324	Syaa.g_00653	Prak.g_01699
OG0000325	Syaa.g_02350	Prak.g_01710
OG0000326	Syaa.g_02343	Prak.g_01717
OG0000327	Syaa.g_02294	Prak.g_01738
OG0000328	Syaa.g_02293	Prak.g_01739
OG0000329	Syaa.g_02275	Prak.g_01756
OG0000330	Syaa.g_02274	Prak.g_01757
OG0000331	Syaa.g_02273	Prak.g_01758
OG0000332	Syaa.g_02258	Prak.g_01772
OG0000333	Syaa.g_02255	Prak.g_01774
OG0000334	Syaa.g_02246	Prak.g_01783
OG0000335	Syaa.g_02241	Prak.g_01788
OG0000336	Syaa.g_02237	Prak.g_01792
OG0000337	Syaa.g_00167	Prak.g_01810
OG0000338	Syaa.g_00162	Prak.g_01811
OG0000339	Syaa.g_00156	Prak.g_01817
OG0000340	Syaa.g_00144	Prak.g_01826
OG0000341	Syaa.g_00142	Prak.g_01828
OG0000342	Syaa.g_00141	Prak.g_01829
OG0000343	Syaa.g_00140	Prak.g_01830
OG0000344	Syaa.g_00136	Prak.g_01833
OG0000345	Syaa.g_00127	Prak.g_01839
OG0000346	Syaa.g_00122	Prak.g_01843
OG0000347	Syaa.g_00088	Prak.g_01860
OG0000348	Syaa.g_00071	Prak.g_01868
OG0000349	Syaa.g_00053	Prak.g_01886
OG0000350	Syaa.g_02336	Prak.g_00656
OG0000351	Syaa.g_02730	Prak.g_01926
OG0000352	Syaa.g_02731	Prak.g_01927
OG0000353	Syaa.g_02757	Prak.g_01944
OG0000355	Syaa.g_00001	Prak.g_00001
OG0000356	Syaa.g_00002	Prak.g_00002
OG0000357	Syaa.g_00003	Prak.g_00003
OG0000358	Syaa.g_00007	Prak.g_00007
OG0000359	Syaa.g_00009	Prak.g_00008
OG0000360	Syaa.g_00010	Prak.g_00009
OG0000361	Syaa.g_00011	Prak.g_00010
OG0000362	Syaa.g_00013	Prak.g_00012
OG0000363	Syaa.g_00015	Prak.g_00014
OG0000364	Syaa.g_00016	Prak.g_00015
OG0000365	Syaa.g_00027	Prak.g_00020
OG0000366	Syaa.g_00028	Prak.g_00021
OG0000367	Syaa.g_00029	Prak.g_00022
OG0000368	Syaa.g_00031	Prak.g_00024
OG0000369	Syaa.g_00032	Prak.g_00025
OG0000370	Syaa.g_00033	Prak.g_00026
OG0000371	Syaa.g_00041	Prak.g_00033
OG0000372	Syaa.g_00046	Prak.g_00036
OG0000373	Syaa.g_00047	Prak.g_00037
OG0000374	Syaa.g_00048	Prak.g_00038
OG0000375	Syaa.g_00049	Prak.g_00040
OG0000376	Syaa.g_00051	Prak.g_00042
OG0000377	Syaa.g_02585	Prak.g_00046
OG0000378	Syaa.g_02577	Prak.g_00050
OG0000379	Syaa.g_02574	Prak.g_00053
OG0000380	Syaa.g_00357	Prak.g_00070
OG0000381	Syaa.g_00353	Prak.g_00075
OG0000382	Syaa.g_00335	Prak.g_00085
OG0000383	Syaa.g_00333	Prak.g_00087
OG0000384	Syaa.g_00332	Prak.g_00088
OG0000385	Syaa.g_00331	Prak.g_00089
OG0000386	Syaa.g_00330	Prak.g_00090
OG0000387	Syaa.g_02371	Prak.g_00104
OG0000388	Syaa.g_02375	Prak.g_00108
OG0000389	Syaa.g_02379	Prak.g_00111
OG0000390	Syaa.g_02398	Prak.g_00121
OG0000391	Syaa.g_02403	Prak.g_00124
OG0000392	Syaa.g_02409	Prak.g_00128
OG0000393	Syaa.g_02412	Prak.g_00131
OG0000394	Syaa.g_02413	Prak.g_00132
OG0000395	Syaa.g_02414	Prak.g_00133
OG0000396	Syaa.g_02417	Prak.g_00135
OG0000397	Syaa.g_02419	Prak.g_00137
OG0000398	Syaa.g_02424	Prak.g_00140
OG0000399	Syaa.g_02425	Prak.g_00141
OG0000400	Syaa.g_02426	Prak.g_00142
OG0000401	Syaa.g_02427	Prak.g_00143
OG0000402	Syaa.g_02429	Prak.g_01035
OG0000403	Syaa.g_02430	Prak.g_00145
OG0000404	Syaa.g_02431	Prak.g_00146
OG0000405	Syaa.g_02446	Prak.g_00150
OG0000406	Syaa.g_02450	Prak.g_00158
OG0000407	Syaa.g_02451	Prak.g_00159
OG0000408	Syaa.g_02458	Prak.g_00161
OG0000409	Syaa.g_02460	Prak.g_00163
OG0000410	Syaa.g_02461	Prak.g_00164
OG0000411	Syaa.g_02462	Prak.g_00165
OG0000412	Syaa.g_02463	Prak.g_00166
OG0000413	Syaa.g_02465	Prak.g_00168
OG0000415	Syaa.g_02466	Prak.g_00170
OG0000416	Syaa.g_02467	Prak.g_00171
OG0000417	Syaa.g_02468	Prak.g_00172
OG0000418	Syaa.g_02473	Prak.g_00177
OG0000419	Syaa.g_02475	Prak.g_00179
OG0000420	Syaa.g_02477	Prak.g_00180
OG0000421	Syaa.g_02482	Prak.g_00185
OG0000422	Syaa.g_02483	Prak.g_00186
OG0000423	Syaa.g_02484	Prak.g_00187
OG0000424	Syaa.g_02485	Prak.g_00188
OG0000425	Syaa.g_02486	Prak.g_00189
OG0000426	Syaa.g_02487	Prak.g_00190
OG0000427	Syaa.g_02488	Prak.g_00191
OG0000428	Syaa.g_02491	Prak.g_00193
OG0000429	Syaa.g_02493	Prak.g_00194
OG0000430	Syaa.g_02495	Prak.g_00195
OG0000431	Syaa.g_02498	Prak.g_00197
OG0000432	Syaa.g_02504	Prak.g_00201
OG0000433	Syaa.g_02513	Prak.g_00202
OG0000434	Syaa.g_02514	Prak.g_00203
OG0000435	Syaa.g_02516	Prak.g_00204
OG0000436	Syaa.g_02525	Prak.g_00209
OG0000437	Syaa.g_02526	Prak.g_00210
OG0000438	Syaa.g_02527	Prak.g_00211
OG0000439	Syaa.g_02529	Prak.g_00213
OG0000440	Syaa.g_02530	Prak.g_00214
OG0000441	Syaa.g_02534	Prak.g_00217
OG0000442	Syaa.g_02535	Prak.g_00218
OG0000443	Syaa.g_02536	Prak.g_00219
OG0000444	Syaa.g_02542	Prak.g_00225
OG0000445	Syaa.g_02543	Prak.g_00226
OG0000446	Syaa.g_02545	Prak.g_00227
OG0000447	Syaa.g_02548	Prak.g_00228
OG0000448	Syaa.g_02549	Prak.g_00229
OG0000449	Syaa.g_02550	Prak.g_00230
OG0000450	Syaa.g_02553	Prak.g_00231
OG0000451	Syaa.g_02554	Prak.g_00232
OG0000452	Syaa.g_02558	Prak.g_00235
OG0000453	Syaa.g_02559	Prak.g_00236
OG0000454	Syaa.g_02560	Prak.g_00237
OG0000455	Syaa.g_02561	Prak.g_00238
OG0000456	Syaa.g_02562	Prak.g_00239
OG0000457	Syaa.g_02564	Prak.g_00241
OG0000458	Syaa.g_02565	Prak.g_00242
OG0000459	Syaa.g_02566	Prak.g_00243
OG0000460	Syaa.g_02111	Prak.g_00251
OG0000461	Syaa.g_00318	Prak.g_00259
OG0000462	Syaa.g_00315	Prak.g_00261
OG0000463	Syaa.g_00314	Prak.g_00262
OG0000464	Syaa.g_00313	Prak.g_00263
OG0000465	Syaa.g_00311	Prak.g_00264
OG0000466	Syaa.g_00306	Prak.g_00267
OG0000467	Syaa.g_00304	Prak.g_00268
OG0000468	Syaa.g_00299	Prak.g_00271
OG0000469	Syaa.g_00285	Prak.g_00279
OG0000470	Syaa.g_00283	Prak.g_00281
OG0000471	Syaa.g_00282	Prak.g_00282
OG0000472	Syaa.g_00280	Prak.g_00284
OG0000473	Syaa.g_00278	Prak.g_00286
OG0000474	Syaa.g_00277	Prak.g_00287
OG0000475	Syaa.g_00276	Prak.g_00288
OG0000476	Syaa.g_00274	Prak.g_00290
OG0000477	Syaa.g_00268	Prak.g_00293
OG0000478	Syaa.g_00267	Prak.g_00294
OG0000479	Syaa.g_00266	Prak.g_00295
OG0000480	Syaa.g_00259	Prak.g_00300
OG0000481	Syaa.g_00257	Prak.g_00303
OG0000482	Syaa.g_00256	Prak.g_00304
OG0000483	Syaa.g_00252	Prak.g_00307
OG0000484	Syaa.g_00251	Prak.g_00308
OG0000485	Syaa.g_00250	Prak.g_00310
OG0000486	Syaa.g_00249	Prak.g_00311
OG0000487	Syaa.g_00243	Prak.g_00314
OG0000488	Syaa.g_00239	Prak.g_00317
OG0000489	Syaa.g_00228	Prak.g_00322
OG0000490	Syaa.g_00220	Prak.g_00326
OG0000491	Syaa.g_00218	Prak.g_00327
OG0000492	Syaa.g_00214	Prak.g_00329
OG0000493	Syaa.g_00213	Prak.g_00330
OG0000494	Syaa.g_00212	Prak.g_00331
OG0000495	Syaa.g_00211	Prak.g_00332
OG0000496	Syaa.g_00210	Prak.g_00333
OG0000497	Syaa.g_00209	Prak.g_00334
OG0000498	Syaa.g_00208	Prak.g_00335
OG0000499	Syaa.g_00207	Prak.g_00336
OG0000500	Syaa.g_00206	Prak.g_00337
OG0000501	Syaa.g_00203	Prak.g_00338
OG0000502	Syaa.g_00190	Prak.g_00341
OG0000503	Syaa.g_02182	Prak.g_00356
OG0000504	Syaa.g_02180	Prak.g_00358
OG0000505	Syaa.g_02179	Prak.g_00359
OG0000506	Syaa.g_02177	Prak.g_00360
OG0000507	Syaa.g_02171	Prak.g_00363
OG0000508	Syaa.g_02167	Prak.g_00367
OG0000509	Syaa.g_02165	Prak.g_00369
OG0000510	Syaa.g_02164	Prak.g_00370
OG0000511	Syaa.g_02163	Prak.g_00371
OG0000512	Syaa.g_02161	Prak.g_00373
OG0000513	Syaa.g_02145	Prak.g_00382
OG0000514	Syaa.g_02118	Prak.g_00393
OG0000515	Syaa.g_02117	Prak.g_00394
OG0000516	Syaa.g_00698	Prak.g_00395
OG0000517	Syaa.g_00702	Prak.g_00397
OG0000518	Syaa.g_00714	Prak.g_00408
OG0000519	Syaa.g_00715	Prak.g_00409
OG0000520	Syaa.g_00716	Prak.g_00410
OG0000521	Syaa.g_01864	Prak.g_00418
OG0000522	Syaa.g_01862	Prak.g_00420
OG0000523	Syaa.g_01859	Prak.g_00421
OG0000524	Syaa.g_01856	Prak.g_00426
OG0000525	Syaa.g_01851	Prak.g_00430
OG0000526	Syaa.g_01848	Prak.g_00431
OG0000527	Syaa.g_01844	Prak.g_00434
OG0000528	Syaa.g_02054	Prak.g_00439
OG0000529	Syaa.g_02050	Prak.g_00442
OG0000530	Syaa.g_02047	Prak.g_00445
OG0000531	Syaa.g_02046	Prak.g_00446
OG0000532	Syaa.g_02043	Prak.g_00448
OG0000533	Syaa.g_02042	Prak.g_00449
OG0000534	Syaa.g_02041	Prak.g_00450
OG0000535	Syaa.g_02040	Prak.g_00451
OG0000536	Syaa.g_02039	Prak.g_00452
OG0000537	Syaa.g_02038	Prak.g_00453
OG0000538	Syaa.g_02027	Prak.g_00462
OG0000539	Syaa.g_02026	Prak.g_00463
OG0000540	Syaa.g_02025	Prak.g_00464
OG0000541	Syaa.g_02024	Prak.g_00465
OG0000542	Syaa.g_02021	Prak.g_00466
OG0000543	Syaa.g_02019	Prak.g_00468
OG0000544	Syaa.g_02018	Prak.g_00469
OG0000545	Syaa.g_02016	Prak.g_00471
OG0000546	Syaa.g_02014	Prak.g_00474
OG0000547	Syaa.g_02012	Prak.g_00476
OG0000548	Syaa.g_02011	Prak.g_00477
OG0000549	Syaa.g_02003	Prak.g_00479
OG0000550	Syaa.g_01998	Prak.g_00483
OG0000551	Syaa.g_01993	Prak.g_00486
OG0000552	Syaa.g_01992	Prak.g_00487
OG0000553	Syaa.g_01990	Prak.g_00488
OG0000554	Syaa.g_01979	Prak.g_00493
OG0000555	Syaa.g_01961	Prak.g_00501
OG0000556	Syaa.g_01957	Prak.g_00503
OG0000557	Syaa.g_01955	Prak.g_00504
OG0000558	Syaa.g_01953	Prak.g_00507
OG0000559	Syaa.g_01949	Prak.g_00511
OG0000560	Syaa.g_01946	Prak.g_00514
OG0000561	Syaa.g_01945	Prak.g_00515
OG0000562	Syaa.g_01944	Prak.g_00516
