Orthogroup	Syaa	Syag
OG0000087	Syaa.g_02433	Syag.g_01939
OG0000088	Syaa.g_02474	Syag.g_01974
OG0000089	Syaa.g_02149	Syag.g_00005
OG0000090	Syaa.g_01980	Syag.g_01454
OG0000091	Syaa.g_01625	Syag.g_00418
OG0000093	Syaa.g_01139	Syag.g_00649
OG0000094	Syaa.g_01288	Syag.g_00881
OG0000095	Syaa.g_00879	Syag.g_00974
OG0000097	Syaa.g_00979	Syag.g_01065
OG0000098	Syaa.g_01970	Syag.g_01445
OG0000099	Syaa.g_00202	Syag.g_02536
OG0000100	Syaa.g_01201	Syag.g_00704
OG0000101	Syaa.g_02249	Syag.g_02773
OG0000102	Syaa.g_00118	Syag.g_02387
OG0000103	Syaa.g_02740	Syag.g_02253
OG0000104	Syaa.g_02754	Syag.g_02268
OG0000105	Syaa.g_00270	Syag.g_02606
OG0000106	Syaa.g_01439	Syag.g_00462
OG0000107	Syaa.g_02351	Syag.g_02689
OG0000108	Syaa.g_02051	Syag.g_01528
OG0000109	Syaa.g_02036	Syag.g_01512
OG0000110	Syaa.g_01918	Syag.g_00303
OG0000111	Syaa.g_00888	Syag.g_00984
OG0000112	Syaa.g_01366	Syag.g_00801
OG0000113	Syaa.g_01196	Syag.g_00699
OG0000114	Syaa.g_01094	Syag.g_00609
OG0000115	Syaa.g_01795	Syag.g_01397
OG0000116	Syaa.g_00757	Syag.g_01156
OG0000117	Syaa.g_01009	Syag.g_01097
OG0000118	Syaa.g_01874	Syag.g_01232
OG0000120	Syaa.g_00201	Syag.g_02535
OG0000121	Syaa.g_01777	Syag.g_01414
OG0000122	Syaa.g_01598	Syag.g_00446
OG0000123	Syaa.g_02242	Syag.g_02781
OG0000124	Syaa.g_00092	Syag.g_02367
OG0000125	Syaa.g_02598	Syag.g_02136, Syag.g_02134
OG0000126	Syaa.g_02752	Syag.g_02266
OG0000128	Syaa.g_00012	Syag.g_02284
OG0000129	Syaa.g_02586	Syag.g_02121
OG0000130	Syaa.g_00354	Syag.g_01819
OG0000131	Syaa.g_02448	Syag.g_01951
OG0000132	Syaa.g_02472	Syag.g_01972
OG0000133	Syaa.g_01361	Syag.g_00806
OG0000134	Syaa.g_02146	Syag.g_00008
OG0000135	Syaa.g_02649	Syag.g_02171
OG0000136	Syaa.g_00708	Syag.g_00038
OG0000137	Syaa.g_01842	Syag.g_01356
OG0000138	Syaa.g_02035	Syag.g_01511
OG0000139	Syaa.g_01974	Syag.g_01448
OG0000140	Syaa.g_01971	Syag.g_01446
OG0000141	Syaa.g_01689	Syag.g_00351
OG0000142	Syaa.g_01633	Syag.g_00410
OG0000143	Syaa.g_01629	Syag.g_00414
OG0000144	Syaa.g_01446	Syag.g_00493
OG0000145	Syaa.g_02029	Syag.g_01504
OG0000146	Syaa.g_01367	Syag.g_00800
OG0000147	Syaa.g_01368	Syag.g_00799
OG0000148	Syaa.g_01190	Syag.g_00693
OG0000149	Syaa.g_00826	Syag.g_00731
OG0000150	Syaa.g_01688	Syag.g_00352
OG0000151	Syaa.g_01107	Syag.g_00623
OG0000152	Syaa.g_01357	Syag.g_00810
OG0000153	Syaa.g_01324	Syag.g_00845
OG0000154	Syaa.g_01298	Syag.g_00870
OG0000155	Syaa.g_00804	Syag.g_01107
OG0000156	Syaa.g_00751	Syag.g_01166
OG0000157	Syaa.g_00750	Syag.g_01167
OG0000158	Syaa.g_00148	Syag.g_02422
OG0000160	Syaa.g_01776	Syag.g_01415
OG0000161	Syaa.g_01782	Syag.g_01409
OG0000162	Syaa.g_01788	Syag.g_01402
OG0000163	Syaa.g_00624	Syag.g_01618
OG0000164	Syaa.g_00507	Syag.g_01725
OG0000165	Syaa.g_00681	Syag.g_01733
OG0000166	Syaa.g_02289	Syag.g_02733
OG0000167	Syaa.g_00160	Syag.g_02437
OG0000168	Syaa.g_00145	Syag.g_02417
OG0000169	Syaa.g_00134	Syag.g_02405
OG0000170	Syaa.g_00128	Syag.g_02398
OG0000171	Syaa.g_00093	Syag.g_02368
OG0000172	Syaa.g_00079	Syag.g_02360
OG0000173	Syaa.g_00060	Syag.g_02337
OG0000174	Syaa.g_02651	Syag.g_02175
OG0000175	Syaa.g_02726	Syag.g_02240
OG0000176	Syaa.g_00004	Syag.g_02276
OG0000177	Syaa.g_00005	Syag.g_02277
OG0000178	Syaa.g_00006	Syag.g_02278
OG0000179	Syaa.g_00023	Syag.g_02293
OG0000180	Syaa.g_00024	Syag.g_02294
OG0000181	Syaa.g_00025	Syag.g_02295
OG0000182	Syaa.g_00026	Syag.g_02296
OG0000183	Syaa.g_00030	Syag.g_02300
OG0000184	Syaa.g_02578	Syag.g_02110
OG0000185	Syaa.g_02575	Syag.g_02092
OG0000186	Syaa.g_00359	Syag.g_01815
OG0000187	Syaa.g_00358	Syag.g_01816
OG0000188	Syaa.g_00334	Syag.g_01839
OG0000189	Syaa.g_02367	Syag.g_01872
OG0000190	Syaa.g_02369	Syag.g_01874
OG0000191	Syaa.g_02404	Syag.g_01909
OG0000192	Syaa.g_02410	Syag.g_01915
OG0000193	Syaa.g_02449	Syag.g_01952
OG0000194	Syaa.g_02452	Syag.g_01955
OG0000195	Syaa.g_02459	Syag.g_01957
OG0000196	Syaa.g_02469	Syag.g_01968
OG0000197	Syaa.g_02470	Syag.g_01969
OG0000198	Syaa.g_02471	Syag.g_00108, Syag.g_01971
OG0000199	Syaa.g_02479	Syag.g_01979
OG0000200	Syaa.g_02496	Syag.g_01996
OG0000201	Syaa.g_02521	Syag.g_02019
OG0000202	Syaa.g_02522	Syag.g_02024
OG0000203	Syaa.g_02523	Syag.g_02025
OG0000204	Syaa.g_02524	Syag.g_02020, Syag.g_02026
OG0000205	Syaa.g_02531	Syag.g_02035
OG0000206	Syaa.g_02538	Syag.g_02047
OG0000207	Syaa.g_02540	Syag.g_02051
OG0000208	Syaa.g_02541	Syag.g_02052
OG0000209	Syaa.g_02556	Syag.g_02069
OG0000210	Syaa.g_02557	Syag.g_02070
OG0000211	Syaa.g_02113	Syag.g_01788
OG0000212	Syaa.g_02102	Syag.g_01777
OG0000213	Syaa.g_00295	Syag.g_02632
OG0000214	Syaa.g_00279	Syag.g_02615
OG0000215	Syaa.g_00248	Syag.g_02584
OG0000216	Syaa.g_00244	Syag.g_02580
OG0000217	Syaa.g_00240	Syag.g_02576
OG0000218	Syaa.g_00238	Syag.g_02574
OG0000219	Syaa.g_00237	Syag.g_02573
OG0000220	Syaa.g_00236	Syag.g_02572
OG0000221	Syaa.g_00229	Syag.g_02566
OG0000222	Syaa.g_00215	Syag.g_02550
OG0000223	Syaa.g_00192	Syag.g_02475
OG0000224	Syaa.g_00183	Syag.g_02471
OG0000225	Syaa.g_02166	Syag.g_02861
OG0000226	Syaa.g_02162	Syag.g_02865
OG0000227	Syaa.g_02160	Syag.g_02867
OG0000228	Syaa.g_02150	Syag.g_00004
OG0000229	Syaa.g_00703	Syag.g_00033
OG0000230	Syaa.g_00705	Syag.g_00035
OG0000231	Syaa.g_00717	Syag.g_00048
OG0000232	Syaa.g_01858	Syag.g_00059
OG0000233	Syaa.g_01853	Syag.g_01330
OG0000234	Syaa.g_01841	Syag.g_01358
OG0000235	Syaa.g_02052	Syag.g_01529
OG0000236	Syaa.g_02037	Syag.g_01513
OG0000237	Syaa.g_02020	Syag.g_01495
OG0000238	Syaa.g_02015	Syag.g_01490
OG0000239	Syaa.g_01996	Syag.g_01472
OG0000240	Syaa.g_01995	Syag.g_01471
OG0000241	Syaa.g_01644	Syag.g_00396
OG0000242	Syaa.g_01982	Syag.g_01456
OG0000243	Syaa.g_01960	Syag.g_00255
OG0000244	Syaa.g_01954	Syag.g_00268
OG0000245	Syaa.g_01952	Syag.g_00270
OG0000246	Syaa.g_01948	Syag.g_00274
OG0000247	Syaa.g_01937	Syag.g_00286
OG0000248	Syaa.g_01934	Syag.g_00289
OG0000249	Syaa.g_01932	Syag.g_00291
OG0000250	Syaa.g_01922	Syag.g_00299
OG0000251	Syaa.g_01897	Syag.g_00328
OG0000252	Syaa.g_01894	Syag.g_00331
OG0000253	Syaa.g_01893	Syag.g_00333
OG0000254	Syaa.g_01684	Syag.g_00356
OG0000255	Syaa.g_01668	Syag.g_00369
OG0000256	Syaa.g_01651	Syag.g_00385
OG0000257	Syaa.g_01645	Syag.g_00395
OG0000258	Syaa.g_01624	Syag.g_00423
OG0000259	Syaa.g_01063	Syag.g_00560
OG0000260	Syaa.g_01066	Syag.g_00570
OG0000261	Syaa.g_01069	Syag.g_00581
OG0000262	Syaa.g_01074	Syag.g_00586
OG0000263	Syaa.g_00989	Syag.g_01079
OG0000264	Syaa.g_00910	Syag.g_01011
OG0000265	Syaa.g_00931, Syaa.g_01498	Syag.g_01021
OG0000266	Syaa.g_01257, Syaa.g_01258	Syag.g_00907
OG0000267	Syaa.g_01409	Syag.g_00762
OG0000268	Syaa.g_01408	Syag.g_00763
OG0000269	Syaa.g_01149	Syag.g_00662
OG0000270	Syaa.g_01152	Syag.g_00665
OG0000271	Syaa.g_01160	Syag.g_00673
OG0000274	Syaa.g_00843	Syag.g_00714
OG0000275	Syaa.g_00840	Syag.g_00717
OG0000276	Syaa.g_00834	Syag.g_00723
OG0000277	Syaa.g_00833	Syag.g_00724
OG0000278	Syaa.g_00830	Syag.g_00727
OG0000279	Syaa.g_00822	Syag.g_00735
OG0000280	Syaa.g_00815	Syag.g_00741
OG0000282	Syaa.g_01096	Syag.g_00611
OG0000283	Syaa.g_01396	Syag.g_00775
OG0000284	Syaa.g_01390	Syag.g_00780
OG0000285	Syaa.g_01377	Syag.g_00791
OG0000286	Syaa.g_01358	Syag.g_00809
OG0000287	Syaa.g_01330	Syag.g_00838
OG0000288	Syaa.g_01299	Syag.g_00869
OG0000289	Syaa.g_01285	Syag.g_00884
OG0000290	Syaa.g_00875	Syag.g_00970
OG0000291	Syaa.g_00877	Syag.g_00972
OG0000292	Syaa.g_02751	Syag.g_02265
OG0000293	Syaa.g_00758	Syag.g_01155
OG0000294	Syaa.g_00759	Syag.g_01154
OG0000295	Syaa.g_00796	Syag.g_01115
OG0000296	Syaa.g_00798	Syag.g_01113
OG0000297	Syaa.g_01021	Syag.g_01099
OG0000298	Syaa.g_01010	Syag.g_01098
OG0000299	Syaa.g_00982	Syag.g_01067
OG0000301	Syaa.g_00975	Syag.g_01061
OG0000302	Syaa.g_00972	Syag.g_01060
OG0000303	Syaa.g_00963	Syag.g_01048
OG0000304	Syaa.g_00957	Syag.g_01041
OG0000305	Syaa.g_00881	Syag.g_00977
OG0000306	Syaa.g_00807	Syag.g_00460
OG0000307	Syaa.g_02068	Syag.g_01546
OG0000308	Syaa.g_02070	Syag.g_01548
OG0000309	Syaa.g_02075	Syag.g_01553
OG0000310	Syaa.g_01752	Syag.g_01291
OG0000311	Syaa.g_01757	Syag.g_01300
OG0000312	Syaa.g_01762	Syag.g_01434
OG0000313	Syaa.g_01779	Syag.g_00966, Syag.g_01412
OG0000314	Syaa.g_01806	Syag.g_01380
OG0000315	Syaa.g_01816	Syag.g_01369
OG0000316	Syaa.g_00598	Syag.g_01641
OG0000317	Syaa.g_00556	Syag.g_01684
OG0000318	Syaa.g_00550	Syag.g_01688
OG0000319	Syaa.g_00532	Syag.g_01710
OG0000320	Syaa.g_00530	Syag.g_01712
OG0000321	Syaa.g_00529	Syag.g_01713
OG0000322	Syaa.g_00528	Syag.g_01714
OG0000323	Syaa.g_00496	Syag.g_01728
OG0000324	Syaa.g_00653	Syag.g_01757
OG0000325	Syaa.g_02350	Syag.g_02690
OG0000326	Syaa.g_02343	Syag.g_02698
OG0000327	Syaa.g_02294	Syag.g_02728
OG0000328	Syaa.g_02293	Syag.g_02729
OG0000329	Syaa.g_02275	Syag.g_02747
OG0000330	Syaa.g_02274	Syag.g_02748
OG0000331	Syaa.g_02273	Syag.g_02749
OG0000332	Syaa.g_02258	Syag.g_02764
OG0000333	Syaa.g_02255	Syag.g_02767
OG0000334	Syaa.g_02246	Syag.g_02777
OG0000335	Syaa.g_02241	Syag.g_02782
OG0000336	Syaa.g_02237	Syag.g_02786
OG0000337	Syaa.g_00167	Syag.g_02445
OG0000338	Syaa.g_00162	Syag.g_02440
OG0000340	Syaa.g_00144	Syag.g_02416
OG0000341	Syaa.g_00142	Syag.g_02414
OG0000342	Syaa.g_00141	Syag.g_02413
OG0000343	Syaa.g_00140	Syag.g_02411
OG0000344	Syaa.g_00136	Syag.g_02407
OG0000345	Syaa.g_00127	Syag.g_02397
OG0000346	Syaa.g_00122	Syag.g_02392
OG0000347	Syaa.g_00088	Syag.g_02366
OG0000348	Syaa.g_00071	Syag.g_02357
OG0000349	Syaa.g_00053	Syag.g_02330
OG0000350	Syaa.g_02336	Syag.g_02705
OG0000351	Syaa.g_02730	Syag.g_02244
OG0000352	Syaa.g_02731	Syag.g_02245
OG0000353	Syaa.g_02757	Syag.g_02271
OG0000354	Syaa.g_02008, Syaa.g_02009	Syag.g_01484
OG0000354	Syaa.g_00019, Syaa.g_00020	Syag.g_02291
OG0000355	Syaa.g_00001	Syag.g_02273
OG0000356	Syaa.g_00002	Syag.g_02274
OG0000357	Syaa.g_00003	Syag.g_02275
OG0000358	Syaa.g_00007	Syag.g_02279
OG0000359	Syaa.g_00009	Syag.g_02281
OG0000360	Syaa.g_00010	Syag.g_02282
OG0000361	Syaa.g_00011	Syag.g_02283
OG0000362	Syaa.g_00013	Syag.g_02285
OG0000363	Syaa.g_00015	Syag.g_02287
OG0000364	Syaa.g_00016	Syag.g_02288
OG0000365	Syaa.g_00027	Syag.g_02297
OG0000366	Syaa.g_00028	Syag.g_02298
OG0000367	Syaa.g_00029	Syag.g_02299
OG0000368	Syaa.g_00031	Syag.g_02301
OG0000369	Syaa.g_00032	Syag.g_02302
OG0000370	Syaa.g_00033	Syag.g_02303
OG0000371	Syaa.g_00041	Syag.g_02312
OG0000372	Syaa.g_00046	Syag.g_02317
OG0000373	Syaa.g_00047	Syag.g_02318
OG0000374	Syaa.g_00048	Syag.g_02319
OG0000375	Syaa.g_00049	Syag.g_02326
OG0000376	Syaa.g_00051	Syag.g_02328
OG0000377	Syaa.g_02585	Syag.g_02119
OG0000378	Syaa.g_02577	Syag.g_02099
OG0000379	Syaa.g_02574	Syag.g_02091
OG0000380	Syaa.g_00357	Syag.g_01817
OG0000381	Syaa.g_00353	Syag.g_01820
OG0000382	Syaa.g_00335	Syag.g_01838
OG0000383	Syaa.g_00333	Syag.g_01843
OG0000384	Syaa.g_00332	Syag.g_01844
OG0000385	Syaa.g_00331	Syag.g_01845
OG0000386	Syaa.g_00330	Syag.g_01846
OG0000387	Syaa.g_02371	Syag.g_01876
OG0000388	Syaa.g_02375	Syag.g_01880
OG0000389	Syaa.g_02379	Syag.g_01884
OG0000390	Syaa.g_02398	Syag.g_01903
OG0000391	Syaa.g_02403	Syag.g_01908
OG0000392	Syaa.g_02409	Syag.g_01914
OG0000393	Syaa.g_02412	Syag.g_01917
OG0000394	Syaa.g_02413	Syag.g_01918
OG0000395	Syaa.g_02414	Syag.g_01919
OG0000396	Syaa.g_02417	Syag.g_01922
OG0000397	Syaa.g_02419	Syag.g_01924
OG0000398	Syaa.g_02424	Syag.g_01929
OG0000399	Syaa.g_02425	Syag.g_01930
OG0000400	Syaa.g_02426	Syag.g_01931
OG0000401	Syaa.g_02427	Syag.g_01932
OG0000402	Syaa.g_02429	Syag.g_01934
OG0000403	Syaa.g_02430	Syag.g_01935
OG0000404	Syaa.g_02431	Syag.g_01937
OG0000405	Syaa.g_02446	Syag.g_01949
OG0000406	Syaa.g_02450	Syag.g_01953
OG0000407	Syaa.g_02451	Syag.g_01954
OG0000408	Syaa.g_02458	Syag.g_01956
OG0000409	Syaa.g_02460	Syag.g_01958
OG0000410	Syaa.g_02461	Syag.g_01959
OG0000411	Syaa.g_02462	Syag.g_01960
OG0000412	Syaa.g_02463	Syag.g_01961
OG0000413	Syaa.g_02465	Syag.g_01963
OG0000415	Syaa.g_02466	Syag.g_01965
OG0000416	Syaa.g_02467	Syag.g_01966
OG0000417	Syaa.g_02468	Syag.g_01967
OG0000418	Syaa.g_02473	Syag.g_01973
OG0000419	Syaa.g_02475	Syag.g_01975
OG0000420	Syaa.g_02477	Syag.g_01977
OG0000421	Syaa.g_02482	Syag.g_01982
OG0000422	Syaa.g_02483	Syag.g_01983
OG0000423	Syaa.g_02484	Syag.g_01984
OG0000424	Syaa.g_02485	Syag.g_01985
OG0000425	Syaa.g_02486	Syag.g_01986
OG0000426	Syaa.g_02487	Syag.g_01987
OG0000427	Syaa.g_02488	Syag.g_01988
OG0000428	Syaa.g_02491	Syag.g_01991
OG0000429	Syaa.g_02493	Syag.g_01993
OG0000430	Syaa.g_02495	Syag.g_01995
OG0000431	Syaa.g_02498	Syag.g_01998
OG0000432	Syaa.g_02504	Syag.g_02007
OG0000433	Syaa.g_02513	Syag.g_02009
OG0000434	Syaa.g_02514	Syag.g_02010
OG0000435	Syaa.g_02516	Syag.g_02017
OG0000436	Syaa.g_02525	Syag.g_02028
OG0000437	Syaa.g_02526	Syag.g_02029
OG0000438	Syaa.g_02527	Syag.g_02031
OG0000439	Syaa.g_02529	Syag.g_02033
OG0000440	Syaa.g_02530	Syag.g_02034
OG0000441	Syaa.g_02534	Syag.g_02041
OG0000442	Syaa.g_02535	Syag.g_02044
OG0000443	Syaa.g_02536	Syag.g_02046
OG0000444	Syaa.g_02542	Syag.g_02053
OG0000445	Syaa.g_02543	Syag.g_02054
OG0000446	Syaa.g_02545	Syag.g_02056
OG0000447	Syaa.g_02548	Syag.g_02059
OG0000448	Syaa.g_02549	Syag.g_02060
OG0000449	Syaa.g_02550	Syag.g_02061
OG0000450	Syaa.g_02553	Syag.g_02066
OG0000451	Syaa.g_02554	Syag.g_02067
OG0000452	Syaa.g_02558	Syag.g_02071
OG0000453	Syaa.g_02559	Syag.g_02072
OG0000454	Syaa.g_02560	Syag.g_02073
OG0000455	Syaa.g_02561	Syag.g_02074
OG0000456	Syaa.g_02562	Syag.g_02075
OG0000457	Syaa.g_02564	Syag.g_02077
OG0000458	Syaa.g_02565	Syag.g_02080
OG0000459	Syaa.g_02566	Syag.g_02081
OG0000460	Syaa.g_02111	Syag.g_01786
OG0000461	Syaa.g_00318	Syag.g_02675
OG0000462	Syaa.g_00315	Syag.g_02672
OG0000463	Syaa.g_00314	Syag.g_02671
OG0000464	Syaa.g_00313	Syag.g_02670
OG0000465	Syaa.g_00311	Syag.g_02668
OG0000466	Syaa.g_00306	Syag.g_02662
OG0000467	Syaa.g_00304	Syag.g_02660
OG0000468	Syaa.g_00299	Syag.g_02636
OG0000469	Syaa.g_00285	Syag.g_02621
OG0000470	Syaa.g_00283	Syag.g_02619
OG0000471	Syaa.g_00282	Syag.g_02618
OG0000472	Syaa.g_00280	Syag.g_02616
OG0000473	Syaa.g_00278	Syag.g_02614
OG0000474	Syaa.g_00277	Syag.g_02613
OG0000475	Syaa.g_00276	Syag.g_02612
OG0000476	Syaa.g_00274	Syag.g_02610
OG0000477	Syaa.g_00268	Syag.g_02604
OG0000478	Syaa.g_00267	Syag.g_02603
OG0000479	Syaa.g_00266	Syag.g_02602
OG0000480	Syaa.g_00259	Syag.g_02595
OG0000481	Syaa.g_00257	Syag.g_02593
OG0000482	Syaa.g_00256	Syag.g_02592
OG0000483	Syaa.g_00252	Syag.g_02588
OG0000484	Syaa.g_00251	Syag.g_02587
OG0000485	Syaa.g_00250	Syag.g_02586
OG0000486	Syaa.g_00249	Syag.g_02585
OG0000487	Syaa.g_00243	Syag.g_02579
OG0000488	Syaa.g_00239	Syag.g_02575
OG0000489	Syaa.g_00228	Syag.g_02565
OG0000490	Syaa.g_00220	Syag.g_02553
OG0000491	Syaa.g_00218	Syag.g_02551
OG0000492	Syaa.g_00214	Syag.g_02549
OG0000493	Syaa.g_00213	Syag.g_02548
OG0000494	Syaa.g_00212	Syag.g_02547
OG0000495	Syaa.g_00211	Syag.g_02546
OG0000496	Syaa.g_00210	Syag.g_02545
OG0000497	Syaa.g_00209	Syag.g_02544
OG0000498	Syaa.g_00208	Syag.g_02543
OG0000499	Syaa.g_00207	Syag.g_02542
OG0000500	Syaa.g_00206	Syag.g_02541
OG0000501	Syaa.g_00203	Syag.g_02538
OG0000502	Syaa.g_00190	Syag.g_02467
OG0000503	Syaa.g_02182	Syag.g_02843
OG0000504	Syaa.g_02180	Syag.g_02845
OG0000505	Syaa.g_02179	Syag.g_02846
OG0000506	Syaa.g_02177	Syag.g_02849
OG0000507	Syaa.g_02171	Syag.g_02855
OG0000508	Syaa.g_02167	Syag.g_02860
OG0000509	Syaa.g_02165	Syag.g_02862
OG0000510	Syaa.g_02164	Syag.g_02863
OG0000511	Syaa.g_02163	Syag.g_02864
OG0000512	Syaa.g_02161	Syag.g_02866
OG0000513	Syaa.g_02145	Syag.g_00009
OG0000514	Syaa.g_02118	Syag.g_00018
OG0000515	Syaa.g_02117	Syag.g_00019
OG0000516	Syaa.g_00698	Syag.g_00025
OG0000517	Syaa.g_00702	Syag.g_00032
OG0000518	Syaa.g_00714	Syag.g_00044
OG0000519	Syaa.g_00715	Syag.g_00045
OG0000520	Syaa.g_00716	Syag.g_00046
OG0000521	Syaa.g_01864	Syag.g_00054
OG0000522	Syaa.g_01862	Syag.g_00056
OG0000523	Syaa.g_01859	Syag.g_00057
OG0000524	Syaa.g_01856	Syag.g_01327
OG0000525	Syaa.g_01851	Syag.g_01345
OG0000526	Syaa.g_01848	Syag.g_01348
OG0000527	Syaa.g_01844	Syag.g_01354
OG0000528	Syaa.g_02054	Syag.g_01532
OG0000529	Syaa.g_02050	Syag.g_01527
OG0000530	Syaa.g_02047	Syag.g_01524
OG0000531	Syaa.g_02046	Syag.g_01523
OG0000532	Syaa.g_02043	Syag.g_01520
OG0000533	Syaa.g_02042	Syag.g_01518
OG0000534	Syaa.g_02041	Syag.g_01517
OG0000535	Syaa.g_02040	Syag.g_01516
OG0000536	Syaa.g_02039	Syag.g_01515
OG0000537	Syaa.g_02038	Syag.g_01514
OG0000538	Syaa.g_02027	Syag.g_01502
OG0000539	Syaa.g_02026	Syag.g_01501
OG0000540	Syaa.g_02025	Syag.g_01500
OG0000541	Syaa.g_02024	Syag.g_01499
OG0000542	Syaa.g_02021	Syag.g_01496
OG0000543	Syaa.g_02019	Syag.g_01494
OG0000544	Syaa.g_02018	Syag.g_01493
OG0000545	Syaa.g_02016	Syag.g_01491
OG0000546	Syaa.g_02014	Syag.g_01489
OG0000547	Syaa.g_02012	Syag.g_01487
OG0000548	Syaa.g_02011	Syag.g_01486
OG0000549	Syaa.g_02003	Syag.g_01480
OG0000550	Syaa.g_01998	Syag.g_01474
