Orthogroup	Syaa	Syan
OG0000244	Syaa.g_01954	Syan.g_00848
OG0000245	Syaa.g_01952	Syan.g_00850
OG0000246	Syaa.g_01948	Syan.g_00854
OG0000247	Syaa.g_01937	Syan.g_00866
OG0000249	Syaa.g_01932	Syan.g_00871
OG0000250	Syaa.g_01922	Syan.g_00878
OG0000251	Syaa.g_01897	Syan.g_00961
OG0000252	Syaa.g_01894	Syan.g_00966
OG0000253	Syaa.g_01893	Syan.g_01000
OG0000254	Syaa.g_01684	Syan.g_01026
OG0000255	Syaa.g_01668	Syan.g_00978
OG0000256	Syaa.g_01651	Syan.g_00001, Syan.g_01135
OG0000257	Syaa.g_01645	Syan.g_00827
OG0000258	Syaa.g_01624	Syan.g_00803
OG0000259	Syaa.g_01063	Syan.g_00772
OG0000260	Syaa.g_01066	Syan.g_00769
OG0000261	Syaa.g_01069	Syan.g_00765
OG0000262	Syaa.g_01074	Syan.g_00760
OG0000263	Syaa.g_00989	Syan.g_02618
OG0000264	Syaa.g_00910	Syan.g_00540
OG0000266	Syaa.g_01257, Syaa.g_01258	Syan.g_00330
OG0000267	Syaa.g_01409	Syan.g_00470
OG0000268	Syaa.g_01408	Syan.g_00471
OG0000269	Syaa.g_01149	Syan.g_00695
OG0000270	Syaa.g_01152	Syan.g_00692
OG0000271	Syaa.g_01160	Syan.g_00684
OG0000272	Syaa.g_01161	Syan.g_00683
OG0000273	Syaa.g_00844	Syan.g_00654
OG0000274	Syaa.g_00843	Syan.g_00653
OG0000275	Syaa.g_00840	Syan.g_00373
OG0000276	Syaa.g_00834	Syan.g_00380
OG0000278	Syaa.g_00830	Syan.g_00384
OG0000279	Syaa.g_00822	Syan.g_00398
OG0000280	Syaa.g_00815	Syan.g_00518
OG0000282	Syaa.g_01096	Syan.g_00739
OG0000283	Syaa.g_01396	Syan.g_00491
OG0000284	Syaa.g_01390	Syan.g_00497
OG0000285	Syaa.g_01377	Syan.g_00533
OG0000286	Syaa.g_01358	Syan.g_00564
OG0000287	Syaa.g_01330	Syan.g_00593
OG0000288	Syaa.g_01299	Syan.g_00364
OG0000289	Syaa.g_01285	Syan.g_00350
OG0000290	Syaa.g_00875	Syan.g_00293
OG0000291	Syaa.g_00877	Syan.g_00291
OG0000292	Syaa.g_02751	Syan.g_01703
OG0000293	Syaa.g_00758	Syan.g_02709
OG0000295	Syaa.g_00796	Syan.g_02662
OG0000296	Syaa.g_00798	Syan.g_02660
OG0000299	Syaa.g_00982	Syan.g_02601
OG0000301	Syaa.g_00975	Syan.g_02592
OG0000302	Syaa.g_00972	Syan.g_02591
OG0000303	Syaa.g_00963	Syan.g_02582
OG0000304	Syaa.g_00957	Syan.g_02556
OG0000305	Syaa.g_00881	Syan.g_00195
OG0000306	Syaa.g_00807	Syan.g_00087
OG0000307	Syaa.g_02068	Syan.g_02782
OG0000308	Syaa.g_02070	Syan.g_02784
OG0000309	Syaa.g_02075	Syan.g_02883
OG0000310	Syaa.g_01752	Syan.g_01304
OG0000311	Syaa.g_01757	Syan.g_01299
OG0000312	Syaa.g_01762	Syan.g_01290
OG0000313	Syaa.g_01779	Syan.g_01271
OG0000314	Syaa.g_01806	Syan.g_02823
OG0000315	Syaa.g_01816	Syan.g_02833
OG0000316	Syaa.g_00598	Syan.g_01354
OG0000317	Syaa.g_00556	Syan.g_01396
OG0000318	Syaa.g_00550	Syan.g_01401
OG0000319	Syaa.g_00532	Syan.g_01425
OG0000320	Syaa.g_00530	Syan.g_01427
OG0000321	Syaa.g_00529	Syan.g_01428
OG0000322	Syaa.g_00528	Syan.g_01429
OG0000323	Syaa.g_00496	Syan.g_01442
OG0000324	Syaa.g_00653	Syan.g_01472
OG0000325	Syaa.g_02350	Syan.g_02107
OG0000327	Syaa.g_02294	Syan.g_02244
OG0000328	Syaa.g_02293	Syan.g_02243
OG0000329	Syaa.g_02275	Syan.g_02225
OG0000330	Syaa.g_02274	Syan.g_02224
OG0000331	Syaa.g_02273	Syan.g_02223
OG0000333	Syaa.g_02255	Syan.g_02205
OG0000334	Syaa.g_02246	Syan.g_00247, Syan.g_02194
OG0000335	Syaa.g_02241	Syan.g_02189
OG0000336	Syaa.g_02237	Syan.g_02185
OG0000337	Syaa.g_00167	Syan.g_01949
OG0000338	Syaa.g_00162	Syan.g_01943
OG0000339	Syaa.g_00156	Syan.g_01935, Syan.g_00264
OG0000340	Syaa.g_00144	Syan.g_01923
OG0000341	Syaa.g_00142	Syan.g_01921
OG0000342	Syaa.g_00141	Syan.g_01920
OG0000343	Syaa.g_00140	Syan.g_01918
OG0000344	Syaa.g_00136	Syan.g_01914
OG0000345	Syaa.g_00127	Syan.g_01900
OG0000346	Syaa.g_00122	Syan.g_01895
OG0000347	Syaa.g_00088	Syan.g_01867
OG0000348	Syaa.g_00071	Syan.g_01803
OG0000349	Syaa.g_00053	Syan.g_01727
OG0000350	Syaa.g_02336	Syan.g_02121
OG0000351	Syaa.g_02730	Syan.g_01682
OG0000352	Syaa.g_02731	Syan.g_01683
OG0000353	Syaa.g_02757	Syan.g_01795
OG0000354	Syaa.g_02008, Syaa.g_02009	Syan.g_02720
OG0000354	Syaa.g_00019, Syaa.g_00020	Syan.g_01761
OG0000355	Syaa.g_00001	Syan.g_01797
OG0000356	Syaa.g_00002	Syan.g_01798
OG0000357	Syaa.g_00003	Syan.g_01800
OG0000358	Syaa.g_00007	Syan.g_01773
OG0000359	Syaa.g_00009	Syan.g_01771
OG0000360	Syaa.g_00010	Syan.g_01770
OG0000361	Syaa.g_00011	Syan.g_01769
OG0000362	Syaa.g_00013	Syan.g_01767
OG0000363	Syaa.g_00015	Syan.g_01765
OG0000364	Syaa.g_00016	Syan.g_01398
OG0000365	Syaa.g_00027	Syan.g_01755
OG0000366	Syaa.g_00028	Syan.g_01754
OG0000367	Syaa.g_00029	Syan.g_01753
OG0000368	Syaa.g_00031	Syan.g_01751
OG0000369	Syaa.g_00032	Syan.g_01750
OG0000370	Syaa.g_00033	Syan.g_01749
OG0000371	Syaa.g_00041	Syan.g_01740
OG0000372	Syaa.g_00046	Syan.g_01734
OG0000373	Syaa.g_00047	Syan.g_01733
OG0000374	Syaa.g_00048	Syan.g_01732
OG0000375	Syaa.g_00049	Syan.g_01731
OG0000376	Syaa.g_00051	Syan.g_01729
OG0000377	Syaa.g_02585	Syan.g_01555
OG0000378	Syaa.g_02577	Syan.g_01543
OG0000379	Syaa.g_02574	Syan.g_01539
OG0000380	Syaa.g_00357	Syan.g_02905
OG0000381	Syaa.g_00353	Syan.g_02908
OG0000382	Syaa.g_00335	Syan.g_02925
OG0000383	Syaa.g_00333	Syan.g_02936
OG0000384	Syaa.g_00332	Syan.g_02937
OG0000385	Syaa.g_00331	Syan.g_02938
OG0000386	Syaa.g_00330	Syan.g_02939
OG0000387	Syaa.g_02371	Syan.g_00967
OG0000388	Syaa.g_02375	Syan.g_02970
OG0000389	Syaa.g_02379	Syan.g_02973
OG0000390	Syaa.g_02398	Syan.g_02306
OG0000391	Syaa.g_02403	Syan.g_02301
OG0000392	Syaa.g_02409	Syan.g_02295
OG0000393	Syaa.g_02412	Syan.g_02292
OG0000394	Syaa.g_02413	Syan.g_02291
OG0000395	Syaa.g_02414	Syan.g_02290
OG0000396	Syaa.g_02417	Syan.g_02287
OG0000397	Syaa.g_02419	Syan.g_02285
OG0000398	Syaa.g_02424	Syan.g_02279
OG0000399	Syaa.g_02425	Syan.g_02278
OG0000400	Syaa.g_02426	Syan.g_02277
OG0000401	Syaa.g_02427	Syan.g_02274
OG0000402	Syaa.g_02429	Syan.g_02272
OG0000403	Syaa.g_02430	Syan.g_02271
OG0000404	Syaa.g_02431	Syan.g_02269
OG0000405	Syaa.g_02446	Syan.g_03005
OG0000406	Syaa.g_02450	Syan.g_03010
OG0000407	Syaa.g_02451	Syan.g_03011
OG0000408	Syaa.g_02458	Syan.g_03013
OG0000409	Syaa.g_02460	Syan.g_03015
OG0000410	Syaa.g_02461	Syan.g_03016
OG0000411	Syaa.g_02462	Syan.g_03017
OG0000412	Syaa.g_02463	Syan.g_03018
OG0000413	Syaa.g_02465	Syan.g_03020
OG0000415	Syaa.g_02466	Syan.g_03022
OG0000416	Syaa.g_02467	Syan.g_03023
OG0000417	Syaa.g_02468	Syan.g_03025
OG0000418	Syaa.g_02473	Syan.g_03030
OG0000419	Syaa.g_02475	Syan.g_03033
OG0000420	Syaa.g_02477	Syan.g_03035
OG0000421	Syaa.g_02482	Syan.g_03040
OG0000422	Syaa.g_02483	Syan.g_03041
OG0000423	Syaa.g_02484	Syan.g_03042
OG0000424	Syaa.g_02485	Syan.g_03043
OG0000425	Syaa.g_02486	Syan.g_03044
OG0000426	Syaa.g_02487	Syan.g_03045
OG0000427	Syaa.g_02488	Syan.g_03046
OG0000428	Syaa.g_02491	Syan.g_03049
OG0000429	Syaa.g_02493	Syan.g_03051
OG0000430	Syaa.g_02495	Syan.g_03053
OG0000431	Syaa.g_02498	Syan.g_03058
OG0000432	Syaa.g_02504	Syan.g_03065
OG0000433	Syaa.g_02513	Syan.g_03068
OG0000434	Syaa.g_02514	Syan.g_03069
OG0000435	Syaa.g_02516	Syan.g_03071
OG0000436	Syaa.g_02525	Syan.g_03079
OG0000437	Syaa.g_02526	Syan.g_03080
OG0000438	Syaa.g_02527	Syan.g_03083
OG0000439	Syaa.g_02529	Syan.g_03085
OG0000440	Syaa.g_02530	Syan.g_03086
OG0000441	Syaa.g_02534	Syan.g_03089
OG0000442	Syaa.g_02535	Syan.g_03090
OG0000443	Syaa.g_02536	Syan.g_03094
OG0000444	Syaa.g_02542	Syan.g_03102
OG0000445	Syaa.g_02543	Syan.g_03103
OG0000446	Syaa.g_02545	Syan.g_03105
OG0000447	Syaa.g_02548	Syan.g_03111
OG0000448	Syaa.g_02549	Syan.g_03112
OG0000449	Syaa.g_02550	Syan.g_03113
OG0000450	Syaa.g_02553	Syan.g_01518
OG0000451	Syaa.g_02554	Syan.g_01519
OG0000452	Syaa.g_02558	Syan.g_01523
OG0000453	Syaa.g_02559	Syan.g_01524
OG0000454	Syaa.g_02560	Syan.g_01525
OG0000455	Syaa.g_02561	Syan.g_01526
OG0000456	Syaa.g_02562	Syan.g_01527
OG0000457	Syaa.g_02564	Syan.g_01529
OG0000458	Syaa.g_02565	Syan.g_01530
OG0000459	Syaa.g_02566	Syan.g_01531
OG0000460	Syaa.g_02111	Syan.g_02423
OG0000461	Syaa.g_00318	Syan.g_02099
OG0000462	Syaa.g_00315	Syan.g_02096
OG0000463	Syaa.g_00314	Syan.g_02095
OG0000464	Syaa.g_00313	Syan.g_02094
OG0000465	Syaa.g_00311	Syan.g_02092
OG0000466	Syaa.g_00306	Syan.g_02087
OG0000467	Syaa.g_00304	Syan.g_02086
OG0000468	Syaa.g_00299	Syan.g_02063
OG0000469	Syaa.g_00285	Syan.g_02046
OG0000470	Syaa.g_00283	Syan.g_02044
OG0000471	Syaa.g_00282	Syan.g_02043
OG0000472	Syaa.g_00280	Syan.g_02041
OG0000473	Syaa.g_00278	Syan.g_02039
OG0000474	Syaa.g_00277	Syan.g_02038
OG0000475	Syaa.g_00276	Syan.g_02037
OG0000476	Syaa.g_00274	Syan.g_02035
OG0000477	Syaa.g_00268	Syan.g_02029
OG0000478	Syaa.g_00267	Syan.g_02028
OG0000479	Syaa.g_00266	Syan.g_02027
OG0000480	Syaa.g_00259	Syan.g_02020
OG0000481	Syaa.g_00257	Syan.g_00975
OG0000482	Syaa.g_00256	Syan.g_02018
OG0000483	Syaa.g_00252	Syan.g_02014
OG0000484	Syaa.g_00251	Syan.g_02013
OG0000485	Syaa.g_00250	Syan.g_02012
OG0000486	Syaa.g_00249	Syan.g_02011
OG0000487	Syaa.g_00243	Syan.g_02005
OG0000488	Syaa.g_00239	Syan.g_02000
OG0000489	Syaa.g_00228	Syan.g_01993
OG0000490	Syaa.g_00220	Syan.g_01985
OG0000491	Syaa.g_00218	Syan.g_01983
OG0000492	Syaa.g_00214	Syan.g_01980
OG0000493	Syaa.g_00213	Syan.g_01979
OG0000494	Syaa.g_00212	Syan.g_01978
OG0000495	Syaa.g_00211	Syan.g_01977
OG0000496	Syaa.g_00210	Syan.g_01976
OG0000497	Syaa.g_00209	Syan.g_01975
OG0000498	Syaa.g_00208	Syan.g_01974
OG0000499	Syaa.g_00207	Syan.g_01973
OG0000500	Syaa.g_00206	Syan.g_01972
OG0000501	Syaa.g_00203	Syan.g_01969
OG0000502	Syaa.g_00190	Syan.g_01961
OG0000503	Syaa.g_02182	Syan.g_02144
OG0000504	Syaa.g_02180	Syan.g_02142
OG0000505	Syaa.g_02179	Syan.g_02141
OG0000506	Syaa.g_02177	Syan.g_02139
OG0000507	Syaa.g_02171	Syan.g_02133
OG0000508	Syaa.g_02167	Syan.g_02998
OG0000509	Syaa.g_02165	Syan.g_02993
OG0000510	Syaa.g_02164	Syan.g_02992
OG0000511	Syaa.g_02163	Syan.g_02991
OG0000512	Syaa.g_02161	Syan.g_02989
OG0000513	Syaa.g_02145	Syan.g_02320
OG0000514	Syaa.g_02118	Syan.g_02326
OG0000515	Syaa.g_02117	Syan.g_02327
OG0000516	Syaa.g_00698	Syan.g_02389
OG0000517	Syaa.g_00702	Syan.g_02395
OG0000518	Syaa.g_00714	Syan.g_01336
OG0000519	Syaa.g_00715	Syan.g_01335
OG0000520	Syaa.g_00716	Syan.g_01334
OG0000521	Syaa.g_01864	Syan.g_02805
OG0000522	Syaa.g_01862	Syan.g_02803
OG0000523	Syaa.g_01859	Syan.g_02802
OG0000524	Syaa.g_01856	Syan.g_02878
OG0000525	Syaa.g_01851	Syan.g_02853
OG0000526	Syaa.g_01848	Syan.g_02852
OG0000527	Syaa.g_01844	Syan.g_02848
OG0000528	Syaa.g_02054	Syan.g_02767
OG0000529	Syaa.g_02050	Syan.g_02763
OG0000530	Syaa.g_02047	Syan.g_02760
OG0000531	Syaa.g_02046	Syan.g_02759
OG0000532	Syaa.g_02043	Syan.g_02756
OG0000533	Syaa.g_02042	Syan.g_02754
OG0000534	Syaa.g_02041	Syan.g_02753
OG0000535	Syaa.g_02040	Syan.g_02752
OG0000536	Syaa.g_02039	Syan.g_02751
OG0000537	Syaa.g_02038	Syan.g_02750
OG0000538	Syaa.g_02027	Syan.g_02738
OG0000539	Syaa.g_02026	Syan.g_02737
OG0000540	Syaa.g_02025	Syan.g_02736
OG0000541	Syaa.g_02024	Syan.g_02735
OG0000542	Syaa.g_02021	Syan.g_02732
OG0000543	Syaa.g_02019	Syan.g_02730
OG0000544	Syaa.g_02018	Syan.g_02729
OG0000545	Syaa.g_02016	Syan.g_02727
OG0000546	Syaa.g_02014	Syan.g_02725
OG0000547	Syaa.g_02012	Syan.g_02723
OG0000548	Syaa.g_02011	Syan.g_02722
OG0000549	Syaa.g_02003	Syan.g_01194
OG0000550	Syaa.g_01998	Syan.g_01189
OG0000551	Syaa.g_01993	Syan.g_01184
OG0000552	Syaa.g_01992	Syan.g_01183
OG0000553	Syaa.g_01990	Syan.g_01179
OG0000554	Syaa.g_01979	Syan.g_01165
OG0000555	Syaa.g_01961	Syan.g_00839
OG0000556	Syaa.g_01957	Syan.g_00842
OG0000557	Syaa.g_01955	Syan.g_00847
OG0000558	Syaa.g_01953	Syan.g_00849
OG0000559	Syaa.g_01949	Syan.g_00853
OG0000560	Syaa.g_01946	Syan.g_00856
OG0000561	Syaa.g_01945	Syan.g_00857
OG0000562	Syaa.g_01944	Syan.g_00858
OG0000563	Syaa.g_01943	Syan.g_00859
OG0000564	Syaa.g_01942	Syan.g_00860
OG0000565	Syaa.g_01939	Syan.g_00864
OG0000566	Syaa.g_01935	Syan.g_00868
