Orthogroup	Syaa	Praa
OG0000235	Syaa.g_02052	Praa.g_00479
OG0000236	Syaa.g_02037	Praa.g_00493
OG0000237	Syaa.g_02020	Praa.g_00506
OG0000238	Syaa.g_02015	Praa.g_00512
OG0000239	Syaa.g_01996	Praa.g_00525
OG0000240	Syaa.g_01995	Praa.g_00526
OG0000241	Syaa.g_01644	Praa.g_00530
OG0000242	Syaa.g_01982	Praa.g_00532
OG0000243	Syaa.g_01960	Praa.g_00544
OG0000244	Syaa.g_01954	Praa.g_00547
OG0000245	Syaa.g_01952	Praa.g_00549
OG0000246	Syaa.g_01948	Praa.g_00553
OG0000247	Syaa.g_01937	Praa.g_00563
OG0000248	Syaa.g_01934	Praa.g_00565
OG0000249	Syaa.g_01932	Praa.g_00567
OG0000250	Syaa.g_01922	Praa.g_00572
OG0000251	Syaa.g_01897	Praa.g_00591
OG0000252	Syaa.g_01894	Praa.g_00594
OG0000253	Syaa.g_01893	Praa.g_00595
OG0000254	Syaa.g_01684	Praa.g_00611
OG0000255	Syaa.g_01668	Praa.g_00617
OG0000256	Syaa.g_01651	Praa.g_00627
OG0000257	Syaa.g_01645	Praa.g_00630
OG0000258	Syaa.g_01624	Praa.g_00643
OG0000259	Syaa.g_01063	Praa.g_00660
OG0000260	Syaa.g_01066	Praa.g_00663
OG0000261	Syaa.g_01069	Praa.g_00665
OG0000262	Syaa.g_01074	Praa.g_00669
OG0000263	Syaa.g_00989	Praa.g_00681
OG0000264	Syaa.g_00910	Praa.g_00691
OG0000265	Syaa.g_00931, Syaa.g_01498	Praa.g_00711
OG0000266	Syaa.g_01257, Syaa.g_01258	Praa.g_00721
OG0000267	Syaa.g_01409	Praa.g_00732
OG0000268	Syaa.g_01408	Praa.g_00733
OG0000269	Syaa.g_01149	Praa.g_00798
OG0000270	Syaa.g_01152	Praa.g_00801
OG0000271	Syaa.g_01160	Praa.g_00809
OG0000272	Syaa.g_01161	Praa.g_00810, Praa.g_00811
OG0000273	Syaa.g_00844	Praa.g_00834
OG0000274	Syaa.g_00843	Praa.g_00835
OG0000275	Syaa.g_00840	Praa.g_00838
OG0000276	Syaa.g_00834	Praa.g_00843
OG0000277	Syaa.g_00833	Praa.g_00844
OG0000278	Syaa.g_00830	Praa.g_00847
OG0000279	Syaa.g_00822	Praa.g_00854
OG0000280	Syaa.g_00815	Praa.g_00855
OG0000282	Syaa.g_01096	Praa.g_00909
OG0000283	Syaa.g_01396	Praa.g_00941
OG0000284	Syaa.g_01390	Praa.g_00946
OG0000285	Syaa.g_01377	Praa.g_00951
OG0000286	Syaa.g_01358	Praa.g_00963
OG0000288	Syaa.g_01299	Praa.g_01012
OG0000289	Syaa.g_01285	Praa.g_01023
OG0000290	Syaa.g_00875	Praa.g_01036
OG0000291	Syaa.g_00877	Praa.g_01038
OG0000292	Syaa.g_02751	Praa.g_01089
OG0000293	Syaa.g_00758	Praa.g_01151
OG0000294	Syaa.g_00759	Praa.g_01152
OG0000295	Syaa.g_00796	Praa.g_01171
OG0000296	Syaa.g_00798	Praa.g_01173
OG0000297	Syaa.g_01021	Praa.g_01181
OG0000298	Syaa.g_01010	Praa.g_01182
OG0000299	Syaa.g_00982	Praa.g_01199
OG0000300	Syaa.g_00976	Praa.g_01202
OG0000301	Syaa.g_00975	Praa.g_01203
OG0000302	Syaa.g_00972	Praa.g_01205
OG0000303	Syaa.g_00963	Praa.g_01212
OG0000304	Syaa.g_00957	Praa.g_01216
OG0000305	Syaa.g_00881	Praa.g_01358
OG0000306	Syaa.g_00807	Praa.g_01361
OG0000307	Syaa.g_02068	Praa.g_01375
OG0000308	Syaa.g_02070	Praa.g_01376
OG0000309	Syaa.g_02075	Praa.g_01380
OG0000310	Syaa.g_01752	Praa.g_01461
OG0000311	Syaa.g_01757	Praa.g_01463
OG0000312	Syaa.g_01762	Praa.g_01466
OG0000313	Syaa.g_01779	Praa.g_01480
OG0000314	Syaa.g_01806	Praa.g_01503
OG0000315	Syaa.g_01816	Praa.g_01513
OG0000316	Syaa.g_00598	Praa.g_01533
OG0000317	Syaa.g_00556	Praa.g_01633
OG0000318	Syaa.g_00550	Praa.g_01636
OG0000319	Syaa.g_00532	Praa.g_01649
OG0000320	Syaa.g_00530	Praa.g_01651
OG0000321	Syaa.g_00529	Praa.g_01652
OG0000322	Syaa.g_00528	Praa.g_01653
OG0000323	Syaa.g_00496	Praa.g_01662
OG0000324	Syaa.g_00653	Praa.g_01690
OG0000325	Syaa.g_02350	Praa.g_01700
OG0000326	Syaa.g_02343	Praa.g_01706
OG0000327	Syaa.g_02294	Praa.g_01734
OG0000328	Syaa.g_02293	Praa.g_01735
OG0000329	Syaa.g_02275	Praa.g_01752
OG0000330	Syaa.g_02274	Praa.g_01753
OG0000331	Syaa.g_02273	Praa.g_01754
OG0000332	Syaa.g_02258	Praa.g_01768
OG0000333	Syaa.g_02255	Praa.g_01770
OG0000334	Syaa.g_02246	Praa.g_01778
OG0000335	Syaa.g_02241	Praa.g_01783
OG0000336	Syaa.g_02237	Praa.g_01787
OG0000337	Syaa.g_00167	Praa.g_01804
OG0000338	Syaa.g_00162	Praa.g_01805
OG0000339	Syaa.g_00156	Praa.g_01809
OG0000340	Syaa.g_00144	Praa.g_01817
OG0000341	Syaa.g_00142	Praa.g_01819
OG0000342	Syaa.g_00141	Praa.g_01820
OG0000343	Syaa.g_00140	Praa.g_01821
OG0000344	Syaa.g_00136	Praa.g_01824
OG0000345	Syaa.g_00127	Praa.g_01829
OG0000346	Syaa.g_00122	Praa.g_01833
OG0000347	Syaa.g_00088	Praa.g_01849
OG0000348	Syaa.g_00071	Praa.g_01859
OG0000349	Syaa.g_00053	Praa.g_01876
OG0000350	Syaa.g_02336	Praa.g_01894
OG0000351	Syaa.g_02730	Praa.g_01911
OG0000352	Syaa.g_02731	Praa.g_01912
OG0000353	Syaa.g_02757	Praa.g_01927
OG0000355	Syaa.g_00001	Praa.g_00001
OG0000356	Syaa.g_00002	Praa.g_00002
OG0000357	Syaa.g_00003	Praa.g_00003
OG0000358	Syaa.g_00007	Praa.g_00007
OG0000359	Syaa.g_00009	Praa.g_00008
OG0000360	Syaa.g_00010	Praa.g_00009
OG0000361	Syaa.g_00011	Praa.g_00010
OG0000362	Syaa.g_00013	Praa.g_00012
OG0000363	Syaa.g_00015	Praa.g_00014
OG0000364	Syaa.g_00016	Praa.g_00015
OG0000365	Syaa.g_00027	Praa.g_00020
OG0000366	Syaa.g_00028	Praa.g_00021
OG0000367	Syaa.g_00029	Praa.g_00022
OG0000368	Syaa.g_00031	Praa.g_00024
OG0000369	Syaa.g_00032	Praa.g_00025
OG0000370	Syaa.g_00033	Praa.g_00026
OG0000371	Syaa.g_00041	Praa.g_00032
OG0000372	Syaa.g_00046	Praa.g_00035
OG0000373	Syaa.g_00047	Praa.g_00036
OG0000374	Syaa.g_00048	Praa.g_00037
OG0000375	Syaa.g_00049	Praa.g_00040
OG0000376	Syaa.g_00051	Praa.g_00042
OG0000377	Syaa.g_02585	Praa.g_00045
OG0000378	Syaa.g_02577	Praa.g_00047
OG0000379	Syaa.g_02574	Praa.g_00050
OG0000380	Syaa.g_00357	Praa.g_00066
OG0000381	Syaa.g_00353	Praa.g_00070
OG0000382	Syaa.g_00335	Praa.g_00081
OG0000383	Syaa.g_00333	Praa.g_00083
OG0000384	Syaa.g_00332	Praa.g_00084
OG0000385	Syaa.g_00331	Praa.g_00085
OG0000386	Syaa.g_00330	Praa.g_00086
OG0000387	Syaa.g_02371	Praa.g_00099
OG0000388	Syaa.g_02375	Praa.g_00102
OG0000389	Syaa.g_02379	Praa.g_00106
OG0000390	Syaa.g_02398	Praa.g_00113
OG0000391	Syaa.g_02403	Praa.g_00116
OG0000392	Syaa.g_02409	Praa.g_00120
OG0000393	Syaa.g_02412	Praa.g_00122
OG0000394	Syaa.g_02413	Praa.g_00123
OG0000395	Syaa.g_02414	Praa.g_00124
OG0000396	Syaa.g_02417	Praa.g_00127
OG0000397	Syaa.g_02419	Praa.g_00129
OG0000398	Syaa.g_02424	Praa.g_00131
OG0000399	Syaa.g_02425	Praa.g_00132
OG0000400	Syaa.g_02426	Praa.g_00133
OG0000401	Syaa.g_02427	Praa.g_00134
OG0000402	Syaa.g_02429	Praa.g_00136
OG0000403	Syaa.g_02430	Praa.g_00137
OG0000404	Syaa.g_02431	Praa.g_00138
OG0000405	Syaa.g_02446	Praa.g_00142
OG0000406	Syaa.g_02450	Praa.g_00147
OG0000407	Syaa.g_02451	Praa.g_00148
OG0000408	Syaa.g_02458	Praa.g_00150
OG0000409	Syaa.g_02460	Praa.g_00152
OG0000410	Syaa.g_02461	Praa.g_00153
OG0000411	Syaa.g_02462	Praa.g_00154
OG0000412	Syaa.g_02463	Praa.g_00155
OG0000413	Syaa.g_02465	Praa.g_00156
OG0000415	Syaa.g_02466	Praa.g_00158
OG0000416	Syaa.g_02467	Praa.g_00159
OG0000417	Syaa.g_02468	Praa.g_00160
OG0000418	Syaa.g_02473	Praa.g_00165
OG0000419	Syaa.g_02475	Praa.g_00167
OG0000420	Syaa.g_02477	Praa.g_00168
OG0000421	Syaa.g_02482	Praa.g_00173
OG0000422	Syaa.g_02483	Praa.g_00174
OG0000423	Syaa.g_02484	Praa.g_00175
OG0000424	Syaa.g_02485	Praa.g_00176
OG0000425	Syaa.g_02486	Praa.g_00177
OG0000426	Syaa.g_02487	Praa.g_00178
OG0000427	Syaa.g_02488	Praa.g_00179
OG0000428	Syaa.g_02491	Praa.g_00181
OG0000429	Syaa.g_02493	Praa.g_00182
OG0000430	Syaa.g_02495	Praa.g_00183
OG0000431	Syaa.g_02498	Praa.g_00185
OG0000432	Syaa.g_02504	Praa.g_00188
OG0000433	Syaa.g_02513	Praa.g_00189
OG0000434	Syaa.g_02514	Praa.g_00190
OG0000435	Syaa.g_02516	Praa.g_00191
OG0000436	Syaa.g_02525	Praa.g_00196
OG0000437	Syaa.g_02526	Praa.g_00197
OG0000438	Syaa.g_02527	Praa.g_00198
OG0000439	Syaa.g_02529	Praa.g_00200
OG0000440	Syaa.g_02530	Praa.g_00201
OG0000441	Syaa.g_02534	Praa.g_00204
OG0000442	Syaa.g_02535	Praa.g_00205
OG0000443	Syaa.g_02536	Praa.g_00206
OG0000444	Syaa.g_02542	Praa.g_00211
OG0000445	Syaa.g_02543	Praa.g_00212
OG0000446	Syaa.g_02545	Praa.g_00213
OG0000447	Syaa.g_02548	Praa.g_00214
OG0000448	Syaa.g_02549	Praa.g_00215
OG0000449	Syaa.g_02550	Praa.g_00216
OG0000450	Syaa.g_02553	Praa.g_00217
OG0000451	Syaa.g_02554	Praa.g_00218
OG0000452	Syaa.g_02558	Praa.g_00221
OG0000453	Syaa.g_02559	Praa.g_00222
OG0000454	Syaa.g_02560	Praa.g_00223
OG0000455	Syaa.g_02561	Praa.g_00224
OG0000456	Syaa.g_02562	Praa.g_00225
OG0000457	Syaa.g_02564	Praa.g_00226
OG0000458	Syaa.g_02565	Praa.g_00227
OG0000459	Syaa.g_02566	Praa.g_00228
OG0000460	Syaa.g_02111	Praa.g_00235
OG0000461	Syaa.g_00318	Praa.g_00242
OG0000462	Syaa.g_00315	Praa.g_00244
OG0000463	Syaa.g_00314	Praa.g_00245
OG0000464	Syaa.g_00313	Praa.g_00246
OG0000465	Syaa.g_00311	Praa.g_00247
OG0000466	Syaa.g_00306	Praa.g_00250
OG0000467	Syaa.g_00304	Praa.g_00251
OG0000468	Syaa.g_00299	Praa.g_00253
OG0000469	Syaa.g_00285	Praa.g_00262
OG0000470	Syaa.g_00283	Praa.g_00264
OG0000471	Syaa.g_00282	Praa.g_00265
OG0000472	Syaa.g_00280	Praa.g_00266
OG0000473	Syaa.g_00278	Praa.g_00268
OG0000474	Syaa.g_00277	Praa.g_00269
OG0000475	Syaa.g_00276	Praa.g_00270
OG0000476	Syaa.g_00274	Praa.g_00271
OG0000477	Syaa.g_00268	Praa.g_00275
OG0000478	Syaa.g_00267	Praa.g_00276
OG0000479	Syaa.g_00266	Praa.g_00277
OG0000480	Syaa.g_00259	Praa.g_00282
OG0000481	Syaa.g_00257	Praa.g_00284
OG0000482	Syaa.g_00256	Praa.g_00285
OG0000483	Syaa.g_00252	Praa.g_00288
OG0000484	Syaa.g_00251	Praa.g_00289
OG0000485	Syaa.g_00250	Praa.g_00290
OG0000486	Syaa.g_00249	Praa.g_00291
OG0000487	Syaa.g_00243	Praa.g_00295
OG0000488	Syaa.g_00239	Praa.g_00298
OG0000489	Syaa.g_00228	Praa.g_00303
OG0000490	Syaa.g_00220	Praa.g_00308
OG0000491	Syaa.g_00218	Praa.g_00309
OG0000492	Syaa.g_00214	Praa.g_00311
OG0000493	Syaa.g_00213	Praa.g_00312
OG0000494	Syaa.g_00212	Praa.g_00313
OG0000495	Syaa.g_00211	Praa.g_00314
OG0000496	Syaa.g_00210	Praa.g_00315
OG0000497	Syaa.g_00209	Praa.g_00316
OG0000498	Syaa.g_00208	Praa.g_00317
OG0000499	Syaa.g_00207	Praa.g_00318
OG0000500	Syaa.g_00206	Praa.g_00319
OG0000501	Syaa.g_00203	Praa.g_00321
OG0000502	Syaa.g_00190	Praa.g_00324
OG0000503	Syaa.g_02182	Praa.g_00334
OG0000504	Syaa.g_02180	Praa.g_00335
OG0000505	Syaa.g_02179	Praa.g_00336
OG0000506	Syaa.g_02177	Praa.g_00338
OG0000507	Syaa.g_02171	Praa.g_00340
OG0000508	Syaa.g_02167	Praa.g_00344
OG0000509	Syaa.g_02165	Praa.g_00346
OG0000510	Syaa.g_02164	Praa.g_00347
OG0000511	Syaa.g_02163	Praa.g_00348
OG0000512	Syaa.g_02161	Praa.g_00350
OG0000513	Syaa.g_02145	Praa.g_00357
OG0000514	Syaa.g_02118	Praa.g_00431
OG0000515	Syaa.g_02117	Praa.g_00432
OG0000516	Syaa.g_00698	Praa.g_00433
OG0000517	Syaa.g_00702	Praa.g_00435
OG0000518	Syaa.g_00714	Praa.g_00445
OG0000519	Syaa.g_00715	Praa.g_00446
OG0000520	Syaa.g_00716	Praa.g_00447
OG0000521	Syaa.g_01864	Praa.g_00452
OG0000522	Syaa.g_01862	Praa.g_00454
OG0000523	Syaa.g_01859	Praa.g_00455
OG0000524	Syaa.g_01856	Praa.g_00461
OG0000525	Syaa.g_01851	Praa.g_00464
OG0000526	Syaa.g_01848	Praa.g_00465
OG0000527	Syaa.g_01844	Praa.g_00473
OG0000528	Syaa.g_02054	Praa.g_00478
OG0000529	Syaa.g_02050	Praa.g_00481
OG0000530	Syaa.g_02047	Praa.g_00484
OG0000531	Syaa.g_02046	Praa.g_00485
OG0000532	Syaa.g_02043	Praa.g_00487
OG0000533	Syaa.g_02042	Praa.g_00488
OG0000534	Syaa.g_02041	Praa.g_00489
OG0000535	Syaa.g_02040	Praa.g_00490
OG0000536	Syaa.g_02039	Praa.g_00491
OG0000537	Syaa.g_02038	Praa.g_00492
OG0000538	Syaa.g_02027	Praa.g_00500
OG0000539	Syaa.g_02026	Praa.g_00501
OG0000540	Syaa.g_02025	Praa.g_00502
OG0000541	Syaa.g_02024	Praa.g_00503
OG0000542	Syaa.g_02021	Praa.g_00505
OG0000543	Syaa.g_02019	Praa.g_00507
OG0000544	Syaa.g_02018	Praa.g_00508
OG0000545	Syaa.g_02016	Praa.g_00510
OG0000546	Syaa.g_02014	Praa.g_00513
OG0000547	Syaa.g_02012	Praa.g_00515
OG0000548	Syaa.g_02011	Praa.g_00516
OG0000549	Syaa.g_02003	Praa.g_00518
OG0000550	Syaa.g_01998	Praa.g_00523
OG0000551	Syaa.g_01993	Praa.g_00527
OG0000552	Syaa.g_01992	Praa.g_00528
OG0000553	Syaa.g_01990	Praa.g_00529
OG0000554	Syaa.g_01979	Praa.g_00534
OG0000555	Syaa.g_01961	Praa.g_00543
OG0000556	Syaa.g_01957	Praa.g_00545
OG0000557	Syaa.g_01955	Praa.g_00546
OG0000558	Syaa.g_01953	Praa.g_00548
OG0000559	Syaa.g_01949	Praa.g_00552
OG0000560	Syaa.g_01946	Praa.g_00555
OG0000561	Syaa.g_01945	Praa.g_00556
OG0000562	Syaa.g_01944	Praa.g_00557
OG0000563	Syaa.g_01943	Praa.g_00558
OG0000564	Syaa.g_01942	Praa.g_00559
OG0000565	Syaa.g_01939	Praa.g_00562
OG0000566	Syaa.g_01935	Praa.g_00564
OG0000567	Syaa.g_01931	Praa.g_00568
OG0000568	Syaa.g_01928	Praa.g_00569
OG0000569	Syaa.g_01925	Praa.g_00570
OG0000570	Syaa.g_01924	Praa.g_00571
OG0000571	Syaa.g_01920	Praa.g_00573
OG0000572	Syaa.g_01904	Praa.g_00586
