Orthogroup	Syaa	Prbd
OG0000208	Syaa.g_02541	Prbd.g_01030
OG0000209	Syaa.g_02556	Prbd.g_01021
OG0000210	Syaa.g_02557	Prbd.g_01020
OG0000212	Syaa.g_02102	Prbd.g_00999
OG0000213	Syaa.g_00295	Prbd.g_00982
OG0000214	Syaa.g_00279	Prbd.g_00972
OG0000215	Syaa.g_00248	Prbd.g_00947
OG0000216	Syaa.g_00244	Prbd.g_00945
OG0000217	Syaa.g_00240	Prbd.g_00942
OG0000218	Syaa.g_00238	Prbd.g_00940
OG0000219	Syaa.g_00237	Prbd.g_00939
OG0000220	Syaa.g_00236	Prbd.g_00938
OG0000221	Syaa.g_00229	Prbd.g_00937
OG0000222	Syaa.g_00215	Prbd.g_00929
OG0000223	Syaa.g_00192	Prbd.g_00916
OG0000224	Syaa.g_00183	Prbd.g_00914
OG0000225	Syaa.g_02166	Prbd.g_00893
OG0000226	Syaa.g_02162	Prbd.g_00889
OG0000227	Syaa.g_02160	Prbd.g_00887
OG0000228	Syaa.g_02150	Prbd.g_00884
OG0000229	Syaa.g_00703	Prbd.g_00806
OG0000230	Syaa.g_00705	Prbd.g_00804
OG0000231	Syaa.g_00717	Prbd.g_00793
OG0000232	Syaa.g_01858	Prbd.g_00784
OG0000233	Syaa.g_01853	Prbd.g_00779
OG0000234	Syaa.g_01841	Prbd.g_00766
OG0000235	Syaa.g_02052	Prbd.g_00763
OG0000236	Syaa.g_02037	Prbd.g_00749
OG0000237	Syaa.g_02020	Prbd.g_00736
OG0000238	Syaa.g_02015	Prbd.g_00730
OG0000239	Syaa.g_01996	Prbd.g_00717
OG0000240	Syaa.g_01995	Prbd.g_00716
OG0000241	Syaa.g_01644	Prbd.g_00712
OG0000242	Syaa.g_01982	Prbd.g_00710
OG0000243	Syaa.g_01960	Prbd.g_00699
OG0000244	Syaa.g_01954	Prbd.g_00696
OG0000245	Syaa.g_01952	Prbd.g_00694
OG0000246	Syaa.g_01948	Prbd.g_00690
OG0000247	Syaa.g_01937	Prbd.g_00680
OG0000248	Syaa.g_01934	Prbd.g_00678
OG0000249	Syaa.g_01932	Prbd.g_00676
OG0000250	Syaa.g_01922	Prbd.g_00671
OG0000251	Syaa.g_01897	Prbd.g_00653
OG0000252	Syaa.g_01894	Prbd.g_00650
OG0000253	Syaa.g_01893	Prbd.g_00649
OG0000254	Syaa.g_01684	Prbd.g_00633
OG0000255	Syaa.g_01668	Prbd.g_00627
OG0000256	Syaa.g_01651	Prbd.g_00617
OG0000257	Syaa.g_01645	Prbd.g_00614
OG0000258	Syaa.g_01624	Prbd.g_00601
OG0000259	Syaa.g_01063	Prbd.g_00584
OG0000260	Syaa.g_01066	Prbd.g_00581
OG0000261	Syaa.g_01069	Prbd.g_00579
OG0000262	Syaa.g_01074	Prbd.g_00575
OG0000263	Syaa.g_00989	Prbd.g_00563
OG0000264	Syaa.g_00910	Prbd.g_00553
OG0000265	Syaa.g_00931, Syaa.g_01498	Prbd.g_00007
OG0000266	Syaa.g_01257, Syaa.g_01258	Prbd.g_00017
OG0000267	Syaa.g_01409	Prbd.g_00028
OG0000268	Syaa.g_01408	Prbd.g_00029
OG0000269	Syaa.g_01149	Prbd.g_00097
OG0000270	Syaa.g_01152	Prbd.g_00100
OG0000271	Syaa.g_01160	Prbd.g_00108
OG0000272	Syaa.g_01161	Prbd.g_00109
OG0000273	Syaa.g_00844	Prbd.g_00132
OG0000274	Syaa.g_00843	Prbd.g_00133
OG0000275	Syaa.g_00840	Prbd.g_00136
OG0000276	Syaa.g_00834	Prbd.g_00141
OG0000277	Syaa.g_00833	Prbd.g_00142
OG0000278	Syaa.g_00830	Prbd.g_00145
OG0000279	Syaa.g_00822	Prbd.g_00152
OG0000280	Syaa.g_00815	Prbd.g_00153
OG0000282	Syaa.g_01096	Prbd.g_00208
OG0000283	Syaa.g_01396	Prbd.g_00241
OG0000284	Syaa.g_01390	Prbd.g_00246
OG0000285	Syaa.g_01377	Prbd.g_00251
OG0000286	Syaa.g_01358	Prbd.g_00263
OG0000288	Syaa.g_01299	Prbd.g_00313
OG0000289	Syaa.g_01285	Prbd.g_00324
OG0000290	Syaa.g_00875	Prbd.g_00337
OG0000291	Syaa.g_00877	Prbd.g_00339
OG0000292	Syaa.g_02751	Prbd.g_00389
OG0000293	Syaa.g_00758	Prbd.g_00459
OG0000294	Syaa.g_00759	Prbd.g_00460
OG0000295	Syaa.g_00796	Prbd.g_00480
OG0000296	Syaa.g_00798	Prbd.g_00482
OG0000297	Syaa.g_01021	Prbd.g_00490
OG0000298	Syaa.g_01010	Prbd.g_00491
OG0000299	Syaa.g_00982	Prbd.g_00508
OG0000300	Syaa.g_00976	Prbd.g_00511
OG0000301	Syaa.g_00975	Prbd.g_00512
OG0000302	Syaa.g_00972	Prbd.g_00514
OG0000303	Syaa.g_00963	Prbd.g_00521
OG0000304	Syaa.g_00957	Prbd.g_00525
OG0000305	Syaa.g_00881	Prbd.g_01772
OG0000306	Syaa.g_00807	Prbd.g_01769
OG0000307	Syaa.g_02068	Prbd.g_01755
OG0000308	Syaa.g_02070	Prbd.g_01754
OG0000309	Syaa.g_02075	Prbd.g_01750
OG0000310	Syaa.g_01752	Prbd.g_01704
OG0000311	Syaa.g_01757	Prbd.g_01702
OG0000312	Syaa.g_01762	Prbd.g_01699
OG0000313	Syaa.g_01779	Prbd.g_01685
OG0000314	Syaa.g_01806	Prbd.g_01662
OG0000315	Syaa.g_01816	Prbd.g_01652
OG0000316	Syaa.g_00598	Prbd.g_01632
OG0000317	Syaa.g_00556	Prbd.g_01527
OG0000318	Syaa.g_00550	Prbd.g_01524
OG0000319	Syaa.g_00532	Prbd.g_01511
OG0000320	Syaa.g_00530	Prbd.g_01509
OG0000321	Syaa.g_00529	Prbd.g_01508
OG0000322	Syaa.g_00528	Prbd.g_01507
OG0000323	Syaa.g_00496	Prbd.g_01498
OG0000324	Syaa.g_00653	Prbd.g_01471
OG0000325	Syaa.g_02350	Prbd.g_01462
OG0000326	Syaa.g_02343	Prbd.g_01456
OG0000327	Syaa.g_02294	Prbd.g_01432
OG0000328	Syaa.g_02293	Prbd.g_01431
OG0000329	Syaa.g_02275	Prbd.g_01414
OG0000330	Syaa.g_02274	Prbd.g_01413
OG0000331	Syaa.g_02273	Prbd.g_01412
OG0000332	Syaa.g_02258	Prbd.g_01398
OG0000333	Syaa.g_02255	Prbd.g_01396
OG0000334	Syaa.g_02246	Prbd.g_01388
OG0000335	Syaa.g_02241	Prbd.g_01383
OG0000336	Syaa.g_02237	Prbd.g_01379
OG0000337	Syaa.g_00167	Prbd.g_01363
OG0000338	Syaa.g_00162	Prbd.g_01362
OG0000339	Syaa.g_00156	Prbd.g_01358
OG0000340	Syaa.g_00144	Prbd.g_01350
OG0000341	Syaa.g_00142	Prbd.g_01348
OG0000342	Syaa.g_00141	Prbd.g_01347
OG0000343	Syaa.g_00140	Prbd.g_01346
OG0000344	Syaa.g_00136	Prbd.g_01343
OG0000345	Syaa.g_00127	Prbd.g_01338
OG0000346	Syaa.g_00122	Prbd.g_01334
OG0000347	Syaa.g_00088	Prbd.g_01317
OG0000348	Syaa.g_00071	Prbd.g_01307
OG0000349	Syaa.g_00053	Prbd.g_01290
OG0000350	Syaa.g_02336	Prbd.g_01272
OG0000351	Syaa.g_02730	Prbd.g_01255
OG0000352	Syaa.g_02731	Prbd.g_01254
OG0000353	Syaa.g_02757	Prbd.g_01238
OG0000355	Syaa.g_00001	Prbd.g_01236
OG0000356	Syaa.g_00002	Prbd.g_01235
OG0000357	Syaa.g_00003	Prbd.g_01234
OG0000358	Syaa.g_00007	Prbd.g_01230
OG0000359	Syaa.g_00009	Prbd.g_01229
OG0000360	Syaa.g_00010	Prbd.g_01228
OG0000361	Syaa.g_00011	Prbd.g_01227
OG0000362	Syaa.g_00013	Prbd.g_01225
OG0000363	Syaa.g_00015	Prbd.g_01223
OG0000364	Syaa.g_00016	Prbd.g_01222
OG0000365	Syaa.g_00027	Prbd.g_01217
OG0000366	Syaa.g_00028	Prbd.g_01216
OG0000367	Syaa.g_00029	Prbd.g_01215
OG0000368	Syaa.g_00031	Prbd.g_01213
OG0000369	Syaa.g_00032	Prbd.g_01212
OG0000370	Syaa.g_00033	Prbd.g_01211
OG0000371	Syaa.g_00041	Prbd.g_01205
OG0000372	Syaa.g_00046	Prbd.g_01202
OG0000373	Syaa.g_00047	Prbd.g_01201
OG0000374	Syaa.g_00048	Prbd.g_01200
OG0000375	Syaa.g_00049	Prbd.g_01198
OG0000376	Syaa.g_00051	Prbd.g_01196
OG0000377	Syaa.g_02585	Prbd.g_01192
OG0000378	Syaa.g_02577	Prbd.g_01190
OG0000379	Syaa.g_02574	Prbd.g_01187
OG0000380	Syaa.g_00357	Prbd.g_01178
OG0000381	Syaa.g_00353	Prbd.g_01174
OG0000382	Syaa.g_00335	Prbd.g_01163
OG0000383	Syaa.g_00333	Prbd.g_01161
OG0000384	Syaa.g_00332	Prbd.g_01160
OG0000385	Syaa.g_00331	Prbd.g_01159
OG0000386	Syaa.g_00330	Prbd.g_01158
OG0000387	Syaa.g_02371	Prbd.g_01145
OG0000388	Syaa.g_02375	Prbd.g_01142
OG0000389	Syaa.g_02379	Prbd.g_01138
OG0000390	Syaa.g_02398	Prbd.g_01131
OG0000391	Syaa.g_02403	Prbd.g_01127
OG0000392	Syaa.g_02409	Prbd.g_01123
OG0000393	Syaa.g_02412	Prbd.g_01121
OG0000394	Syaa.g_02413	Prbd.g_01120
OG0000395	Syaa.g_02414	Prbd.g_01119
OG0000396	Syaa.g_02417	Prbd.g_01116
OG0000397	Syaa.g_02419	Prbd.g_01114
OG0000398	Syaa.g_02424	Prbd.g_01112
OG0000399	Syaa.g_02425	Prbd.g_01111
OG0000400	Syaa.g_02426	Prbd.g_01110
OG0000401	Syaa.g_02427	Prbd.g_01109
OG0000402	Syaa.g_02429	Prbd.g_01107
OG0000403	Syaa.g_02430	Prbd.g_01106
OG0000404	Syaa.g_02431	Prbd.g_01105
OG0000405	Syaa.g_02446	Prbd.g_01100
OG0000406	Syaa.g_02450	Prbd.g_01093
OG0000407	Syaa.g_02451	Prbd.g_01092
OG0000408	Syaa.g_02458	Prbd.g_01090
OG0000409	Syaa.g_02460	Prbd.g_01088
OG0000410	Syaa.g_02461	Prbd.g_01087
OG0000411	Syaa.g_02462	Prbd.g_01086
OG0000412	Syaa.g_02463	Prbd.g_01085
OG0000413	Syaa.g_02465	Prbd.g_01084
OG0000415	Syaa.g_02466	Prbd.g_01082
OG0000416	Syaa.g_02467	Prbd.g_01081
OG0000417	Syaa.g_02468	Prbd.g_01080
OG0000418	Syaa.g_02473	Prbd.g_01075
OG0000419	Syaa.g_02475	Prbd.g_01073
OG0000420	Syaa.g_02477	Prbd.g_01072
OG0000421	Syaa.g_02482	Prbd.g_01067
OG0000422	Syaa.g_02483	Prbd.g_01066
OG0000423	Syaa.g_02484	Prbd.g_01065
OG0000424	Syaa.g_02485	Prbd.g_01064
OG0000425	Syaa.g_02486	Prbd.g_01063
OG0000426	Syaa.g_02487	Prbd.g_01062
OG0000427	Syaa.g_02488	Prbd.g_01061
OG0000428	Syaa.g_02491	Prbd.g_01059
OG0000429	Syaa.g_02493	Prbd.g_01058
OG0000430	Syaa.g_02495	Prbd.g_01057
OG0000431	Syaa.g_02498	Prbd.g_01055
OG0000432	Syaa.g_02504	Prbd.g_01052
OG0000433	Syaa.g_02513	Prbd.g_01051
OG0000434	Syaa.g_02514	Prbd.g_01050
OG0000435	Syaa.g_02516	Prbd.g_01049
OG0000436	Syaa.g_02525	Prbd.g_01044
OG0000437	Syaa.g_02526	Prbd.g_01043
OG0000438	Syaa.g_02527	Prbd.g_01042
OG0000439	Syaa.g_02529	Prbd.g_01040
OG0000440	Syaa.g_02530	Prbd.g_01039
OG0000441	Syaa.g_02534	Prbd.g_01036
OG0000442	Syaa.g_02535	Prbd.g_01035
OG0000443	Syaa.g_02536	Prbd.g_01034
OG0000444	Syaa.g_02542	Prbd.g_01029
OG0000445	Syaa.g_02543	Prbd.g_01028
OG0000446	Syaa.g_02545	Prbd.g_01027
OG0000447	Syaa.g_02548	Prbd.g_01026
OG0000448	Syaa.g_02549	Prbd.g_01025
OG0000449	Syaa.g_02550	Prbd.g_01024
OG0000450	Syaa.g_02553	Prbd.g_01023
OG0000451	Syaa.g_02554	Prbd.g_01022
OG0000452	Syaa.g_02558	Prbd.g_01019
OG0000453	Syaa.g_02559	Prbd.g_01018
OG0000454	Syaa.g_02560	Prbd.g_01017
OG0000455	Syaa.g_02561	Prbd.g_01016
OG0000456	Syaa.g_02562	Prbd.g_01015
OG0000457	Syaa.g_02564	Prbd.g_01013
OG0000458	Syaa.g_02565	Prbd.g_01012
OG0000459	Syaa.g_02566	Prbd.g_01011
OG0000460	Syaa.g_02111	Prbd.g_01004
OG0000461	Syaa.g_00318	Prbd.g_00997
OG0000462	Syaa.g_00315	Prbd.g_00995
OG0000463	Syaa.g_00314	Prbd.g_00994
OG0000464	Syaa.g_00313	Prbd.g_00993
OG0000465	Syaa.g_00311	Prbd.g_00992
OG0000466	Syaa.g_00306	Prbd.g_00989
OG0000467	Syaa.g_00304	Prbd.g_00988
OG0000468	Syaa.g_00299	Prbd.g_00986
OG0000469	Syaa.g_00285	Prbd.g_00977
OG0000470	Syaa.g_00283	Prbd.g_00975
OG0000471	Syaa.g_00282	Prbd.g_00974
OG0000472	Syaa.g_00280	Prbd.g_00973
OG0000473	Syaa.g_00278	Prbd.g_00971
OG0000474	Syaa.g_00277	Prbd.g_00970
OG0000475	Syaa.g_00276	Prbd.g_00969
OG0000476	Syaa.g_00274	Prbd.g_00968
OG0000477	Syaa.g_00268	Prbd.g_00964
OG0000478	Syaa.g_00267	Prbd.g_00963
OG0000479	Syaa.g_00266	Prbd.g_00962
OG0000480	Syaa.g_00259	Prbd.g_00957
OG0000481	Syaa.g_00257	Prbd.g_00955
OG0000482	Syaa.g_00256	Prbd.g_00954
OG0000483	Syaa.g_00252	Prbd.g_00951
OG0000484	Syaa.g_00251	Prbd.g_00950
OG0000485	Syaa.g_00250	Prbd.g_00949
OG0000486	Syaa.g_00249	Prbd.g_00948
OG0000487	Syaa.g_00243	Prbd.g_00944
OG0000488	Syaa.g_00239	Prbd.g_00941
OG0000489	Syaa.g_00228	Prbd.g_00936
OG0000490	Syaa.g_00220	Prbd.g_00931
OG0000491	Syaa.g_00218	Prbd.g_00930
OG0000492	Syaa.g_00214	Prbd.g_00928
OG0000493	Syaa.g_00213	Prbd.g_00927
OG0000494	Syaa.g_00212	Prbd.g_00926
OG0000495	Syaa.g_00211	Prbd.g_00925
OG0000496	Syaa.g_00210	Prbd.g_00924
OG0000497	Syaa.g_00209	Prbd.g_00923
OG0000498	Syaa.g_00208	Prbd.g_00922
OG0000499	Syaa.g_00207	Prbd.g_00921
OG0000500	Syaa.g_00206	Prbd.g_00920
OG0000501	Syaa.g_00203	Prbd.g_00918
OG0000502	Syaa.g_00190	Prbd.g_00915
OG0000503	Syaa.g_02182	Prbd.g_00905
OG0000504	Syaa.g_02180	Prbd.g_00904
OG0000505	Syaa.g_02179	Prbd.g_00903
OG0000506	Syaa.g_02177	Prbd.g_00901
OG0000507	Syaa.g_02171	Prbd.g_00898
OG0000508	Syaa.g_02167	Prbd.g_00894
OG0000509	Syaa.g_02165	Prbd.g_00892
OG0000510	Syaa.g_02164	Prbd.g_00891
OG0000511	Syaa.g_02163	Prbd.g_00890
OG0000512	Syaa.g_02161	Prbd.g_00888
OG0000513	Syaa.g_02145	Prbd.g_00881
OG0000514	Syaa.g_02118	Prbd.g_00811
OG0000515	Syaa.g_02117	Prbd.g_00810
OG0000516	Syaa.g_00698	Prbd.g_00809
OG0000517	Syaa.g_00702	Prbd.g_00807
OG0000518	Syaa.g_00714	Prbd.g_00796
OG0000519	Syaa.g_00715	Prbd.g_00795
OG0000520	Syaa.g_00716	Prbd.g_00794
OG0000521	Syaa.g_01864	Prbd.g_00789
OG0000522	Syaa.g_01862	Prbd.g_00787
OG0000523	Syaa.g_01859	Prbd.g_00786
OG0000524	Syaa.g_01856	Prbd.g_00781
OG0000525	Syaa.g_01851	Prbd.g_00778
OG0000526	Syaa.g_01848	Prbd.g_00777
OG0000527	Syaa.g_01844	Prbd.g_00769
OG0000528	Syaa.g_02054	Prbd.g_00764
OG0000529	Syaa.g_02050	Prbd.g_00761
OG0000530	Syaa.g_02047	Prbd.g_00758
OG0000531	Syaa.g_02046	Prbd.g_00757
OG0000532	Syaa.g_02043	Prbd.g_00755
OG0000533	Syaa.g_02042	Prbd.g_00754
OG0000534	Syaa.g_02041	Prbd.g_00753
OG0000535	Syaa.g_02040	Prbd.g_00752
OG0000536	Syaa.g_02039	Prbd.g_00751
OG0000537	Syaa.g_02038	Prbd.g_00750
OG0000538	Syaa.g_02027	Prbd.g_00742
OG0000539	Syaa.g_02026	Prbd.g_00741
OG0000540	Syaa.g_02025	Prbd.g_00740
OG0000541	Syaa.g_02024	Prbd.g_00739
OG0000542	Syaa.g_02021	Prbd.g_00737
OG0000543	Syaa.g_02019	Prbd.g_00735
OG0000544	Syaa.g_02018	Prbd.g_00734
OG0000545	Syaa.g_02016	Prbd.g_00732
OG0000546	Syaa.g_02014	Prbd.g_00729
OG0000547	Syaa.g_02012	Prbd.g_00727
OG0000548	Syaa.g_02011	Prbd.g_00726
OG0000549	Syaa.g_02003	Prbd.g_00724
OG0000550	Syaa.g_01998	Prbd.g_00719
OG0000551	Syaa.g_01993	Prbd.g_00715
OG0000552	Syaa.g_01992	Prbd.g_00714
OG0000553	Syaa.g_01990	Prbd.g_00713
OG0000554	Syaa.g_01979	Prbd.g_00708
OG0000555	Syaa.g_01961	Prbd.g_00700
