Orthogroup	Syaa	Syai
OG0000033	Syaa.g_02478	Syai.g_02634
OG0000034	Syaa.g_00722, Syaa.g_02444	Syai.g_02192, Syai.g_02604
OG0000035	Syaa.g_01773	Syai.g_00955
OG0000037	Syaa.g_02384	Syai.g_02544, Syai.g_02815
OG0000038	Syaa.g_02596	Syai.g_02780
OG0000039	Syaa.g_00846	Syai.g_02034
OG0000040	Syaa.g_02690	Syai.g_02876
OG0000041	Syaa.g_00660	Syai.g_02265
OG0000041	Syaa.g_00869	Syai.g_02016
OG0000042	Syaa.g_00103	Syai.g_00099
OG0000043	Syaa.g_01437	Syai.g_01599
OG0000045	Syaa.g_01560	Syai.g_02432
OG0000046	Syaa.g_02218	Syai.g_00435
OG0000046	Syaa.g_02211	Syai.g_00443
OG0000046	Syaa.g_02205	Syai.g_00449
OG0000047	Syaa.g_02189	Syai.g_00462
OG0000048	Syaa.g_00275	Syai.g_00272
OG0000050	Syaa.g_01213, Syaa.g_01712	Syai.g_01332
OG0000050	Syaa.g_01591	Syai.g_01893
OG0000051	Syaa.g_01531	Syai.g_01773
OG0000052	Syaa.g_00174	Syai.g_00176
OG0000053	Syaa.g_01797	Syai.g_00930
OG0000054	Syaa.g_01691	Syai.g_01040
OG0000055	Syaa.g_00852	Syai.g_02029
OG0000057	Syaa.g_00889	Syai.g_01997
OG0000058	Syaa.g_00193	Syai.g_00195
OG0000059	Syaa.g_02315	Syai.g_00351
OG0000060	Syaa.g_02053	Syai.g_00635
OG0000060	Syaa.g_01007	Syai.g_01758
OG0000061	Syaa.g_00770	Syai.g_02144
OG0000062	Syaa.g_00571	Syai.g_02358
OG0000063	Syaa.g_00042	Syai.g_00042
OG0000064	Syaa.g_02666	Syai.g_02844
OG0000064	Syaa.g_01568	Syai.g_01163
OG0000064	Syaa.g_00579	Syai.g_02350
OG0000066	Syaa.g_01968	Syai.g_01709, Syai.g_00719
OG0000067	Syaa.g_01154	Syai.g_01321
OG0000068	Syaa.g_02059	Syai.g_00628
OG0000070	Syaa.g_00718	Syai.g_02196
OG0000071	Syaa.g_00735	Syai.g_02179
OG0000072	Syaa.g_02480	Syai.g_02636
OG0000073	Syaa.g_02030	Syai.g_00659
OG0000075	Syaa.g_00157	Syai.g_00161
OG0000076	Syaa.g_00123	Syai.g_00111
OG0000077	Syaa.g_00341	Syai.g_02486
OG0000078	Syaa.g_02103	Syai.g_00543
OG0000079	Syaa.g_00303	Syai.g_00300
OG0000081	Syaa.g_01694	Syai.g_02292
OG0000081	Syaa.g_02089	Syai.g_00553
OG0000082	Syaa.g_01905	Syai.g_00781
OG0000084	Syaa.g_01827, Syaa.g_02302	Syai.g_01196
OG0000084	Syaa.g_01770	Syai.g_00958
OG0000085	Syaa.g_00564	Syai.g_02365
OG0000086	Syaa.g_00324	Syai.g_02507
OG0000087	Syaa.g_02433	Syai.g_02592
OG0000088	Syaa.g_02474	Syai.g_02630
OG0000089	Syaa.g_02149	Syai.g_00517
OG0000090	Syaa.g_01980	Syai.g_00707
OG0000091	Syaa.g_01625	Syai.g_01112
OG0000093	Syaa.g_01139	Syai.g_01306
OG0000094	Syaa.g_01288	Syai.g_01424
OG0000095	Syaa.g_00879	Syai.g_02007
OG0000097	Syaa.g_00979	Syai.g_01787
OG0000099	Syaa.g_00202	Syai.g_00199
OG0000100	Syaa.g_01201	Syai.g_01372
OG0000101	Syaa.g_02249	Syai.g_00404
OG0000102	Syaa.g_00118	Syai.g_00106
OG0000103	Syaa.g_02740	Syai.g_02912
OG0000104	Syaa.g_02754	Syai.g_02929
OG0000105	Syaa.g_00270	Syai.g_00267
OG0000106	Syaa.g_01439	Syai.g_01601
OG0000107	Syaa.g_02351	Syai.g_00319
OG0000108	Syaa.g_02051	Syai.g_00638
OG0000109	Syaa.g_02036	Syai.g_00653
OG0000110	Syaa.g_01918	Syai.g_00766
OG0000111	Syaa.g_00888	Syai.g_00884, Syai.g_01998
OG0000112	Syaa.g_01366	Syai.g_01512
OG0000113	Syaa.g_01196	Syai.g_01367
OG0000114	Syaa.g_01094	Syai.g_01261
OG0000115	Syaa.g_01795	Syai.g_00932
OG0000116	Syaa.g_00757	Syai.g_02156
OG0000117	Syaa.g_01009	Syai.g_01756
OG0000118	Syaa.g_01874	Syai.g_00818
OG0000119	Syaa.g_00785	Syai.g_02127
OG0000120	Syaa.g_00201	Syai.g_00198
OG0000121	Syaa.g_01777	Syai.g_00951
OG0000122	Syaa.g_01598	Syai.g_01143
OG0000123	Syaa.g_02242	Syai.g_00411
OG0000124	Syaa.g_00092	Syai.g_00089
OG0000125	Syaa.g_02598	Syai.g_02782
OG0000126	Syaa.g_02752	Syai.g_02927
OG0000127	Syaa.g_00934	Syai.g_01855
OG0000127	Syaa.g_00377	Syai.g_02459
OG0000128	Syaa.g_00012	Syai.g_00012
OG0000129	Syaa.g_02586	Syai.g_02771
OG0000130	Syaa.g_00354	Syai.g_02474
OG0000131	Syaa.g_02448	Syai.g_02608
OG0000132	Syaa.g_02472	Syai.g_02628
OG0000133	Syaa.g_01361	Syai.g_01507
OG0000134	Syaa.g_02146	Syai.g_00520
OG0000135	Syaa.g_02649	Syai.g_02826
OG0000136	Syaa.g_00708	Syai.g_02217
OG0000137	Syaa.g_01842	Syai.g_00865
OG0000138	Syaa.g_02035	Syai.g_00654
OG0000139	Syaa.g_01974	Syai.g_00714
OG0000140	Syaa.g_01971	Syai.g_00716
OG0000141	Syaa.g_01689	Syai.g_01041
OG0000142	Syaa.g_01633	Syai.g_01104
OG0000143	Syaa.g_01629	Syai.g_01108
OG0000144	Syaa.g_01446	Syai.g_01608
OG0000145	Syaa.g_02029	Syai.g_00660
OG0000146	Syaa.g_01367	Syai.g_01513
OG0000147	Syaa.g_01368	Syai.g_01514
OG0000148	Syaa.g_01190	Syai.g_01361
OG0000149	Syaa.g_00826	Syai.g_02059
OG0000150	Syaa.g_01688	Syai.g_00717
OG0000151	Syaa.g_01107	Syai.g_01280
OG0000152	Syaa.g_01357	Syai.g_01503
OG0000153	Syaa.g_01324	Syai.g_01461
OG0000154	Syaa.g_01298	Syai.g_01434
OG0000155	Syaa.g_00804	Syai.g_02109
OG0000156	Syaa.g_00751	Syai.g_02162
OG0000157	Syaa.g_00750	Syai.g_02163
OG0000158	Syaa.g_00148	Syai.g_00135
OG0000160	Syaa.g_01776	Syai.g_00952
OG0000161	Syaa.g_01782	Syai.g_00946
OG0000162	Syaa.g_01788	Syai.g_00939
OG0000163	Syaa.g_00624	Syai.g_02300
OG0000164	Syaa.g_00507	Syai.g_02411
OG0000165	Syaa.g_00681	Syai.g_02244
OG0000166	Syaa.g_02289	Syai.g_00364
OG0000167	Syaa.g_00160	Syai.g_00164
OG0000168	Syaa.g_00145	Syai.g_00134
OG0000169	Syaa.g_00134	Syai.g_00123
OG0000170	Syaa.g_00128	Syai.g_00116
OG0000171	Syaa.g_00093	Syai.g_00090
OG0000172	Syaa.g_00079	Syai.g_00083
OG0000173	Syaa.g_00060	Syai.g_00064
OG0000174	Syaa.g_02651	Syai.g_02828
OG0000175	Syaa.g_02726	Syai.g_02901
OG0000176	Syaa.g_00004	Syai.g_00004
OG0000177	Syaa.g_00005	Syai.g_00005
OG0000178	Syaa.g_00006	Syai.g_00006
OG0000179	Syaa.g_00023	Syai.g_00023
OG0000180	Syaa.g_00024	Syai.g_00024
OG0000181	Syaa.g_00025	Syai.g_00025
OG0000182	Syaa.g_00026	Syai.g_00026
OG0000183	Syaa.g_00030	Syai.g_00030
OG0000184	Syaa.g_02578	Syai.g_02756
OG0000185	Syaa.g_02575	Syai.g_02734
OG0000186	Syaa.g_00359	Syai.g_02469
OG0000187	Syaa.g_00358	Syai.g_02471
OG0000188	Syaa.g_00334	Syai.g_02494
OG0000189	Syaa.g_02367	Syai.g_02530
OG0000190	Syaa.g_02369	Syai.g_02532
OG0000191	Syaa.g_02404	Syai.g_02562
OG0000192	Syaa.g_02410	Syai.g_02569
OG0000193	Syaa.g_02449	Syai.g_02609
OG0000194	Syaa.g_02452	Syai.g_02612
OG0000195	Syaa.g_02459	Syai.g_02614
OG0000196	Syaa.g_02469	Syai.g_02625
OG0000197	Syaa.g_02470	Syai.g_02626
OG0000198	Syaa.g_02471	Syai.g_02627
OG0000199	Syaa.g_02479	Syai.g_02635
OG0000200	Syaa.g_02496	Syai.g_02651
OG0000202	Syaa.g_02522	Syai.g_02668
OG0000203	Syaa.g_02523	Syai.g_02669
OG0000204	Syaa.g_02524	Syai.g_02670
OG0000205	Syaa.g_02531	Syai.g_02677
OG0000206	Syaa.g_02538	Syai.g_02684
OG0000207	Syaa.g_02540	Syai.g_02686
OG0000208	Syaa.g_02541	Syai.g_02687
OG0000209	Syaa.g_02556	Syai.g_02699
OG0000210	Syaa.g_02557	Syai.g_02700
OG0000211	Syaa.g_02113	Syai.g_00533
OG0000212	Syaa.g_02102	Syai.g_00544
OG0000213	Syaa.g_00295	Syai.g_00292
OG0000214	Syaa.g_00279	Syai.g_00276
OG0000215	Syaa.g_00248	Syai.g_00245
OG0000216	Syaa.g_00244	Syai.g_00241
OG0000217	Syaa.g_00240	Syai.g_00237
OG0000218	Syaa.g_00238	Syai.g_00235
OG0000219	Syaa.g_00237	Syai.g_00234
OG0000220	Syaa.g_00236	Syai.g_00233
OG0000221	Syaa.g_00229	Syai.g_00227
OG0000222	Syaa.g_00215	Syai.g_00215
OG0000223	Syaa.g_00192	Syai.g_00194
OG0000224	Syaa.g_00183	Syai.g_00186
OG0000225	Syaa.g_02166	Syai.g_00502
OG0000226	Syaa.g_02162	Syai.g_00506
OG0000227	Syaa.g_02160	Syai.g_00508
OG0000228	Syaa.g_02150	Syai.g_00516
OG0000229	Syaa.g_00703	Syai.g_02228
OG0000230	Syaa.g_00705	Syai.g_02226
OG0000231	Syaa.g_00717	Syai.g_02208
OG0000232	Syaa.g_01858	Syai.g_00846
OG0000233	Syaa.g_01853	Syai.g_00855
OG0000234	Syaa.g_01841	Syai.g_00866
OG0000235	Syaa.g_02052	Syai.g_00637
OG0000236	Syaa.g_02037	Syai.g_00652
OG0000237	Syaa.g_02020	Syai.g_00669
OG0000238	Syaa.g_02015	Syai.g_00674
OG0000239	Syaa.g_01996	Syai.g_00691
OG0000240	Syaa.g_01995	Syai.g_00692
OG0000241	Syaa.g_01644	Syai.g_01085
OG0000242	Syaa.g_01982	Syai.g_00705
OG0000243	Syaa.g_01960	Syai.g_00726
OG0000244	Syaa.g_01954	Syai.g_00731
OG0000245	Syaa.g_01952	Syai.g_00733
OG0000246	Syaa.g_01948	Syai.g_00737
OG0000247	Syaa.g_01937	Syai.g_00748
OG0000248	Syaa.g_01934	Syai.g_00751
OG0000249	Syaa.g_01932	Syai.g_00753
OG0000250	Syaa.g_01922	Syai.g_00762
OG0000251	Syaa.g_01897	Syai.g_00789
OG0000252	Syaa.g_01894	Syai.g_00797
OG0000253	Syaa.g_01893	Syai.g_00798
OG0000254	Syaa.g_01684	Syai.g_01045
OG0000255	Syaa.g_01668	Syai.g_01061
OG0000256	Syaa.g_01651	Syai.g_01077
OG0000257	Syaa.g_01645	Syai.g_01084
OG0000258	Syaa.g_01624	Syai.g_01113
OG0000259	Syaa.g_01063	Syai.g_01229
OG0000260	Syaa.g_01066	Syai.g_01232
OG0000261	Syaa.g_01069	Syai.g_01235
OG0000262	Syaa.g_01074	Syai.g_01240
OG0000263	Syaa.g_00989	Syai.g_01776
OG0000264	Syaa.g_00910	Syai.g_01962
OG0000265	Syaa.g_01498	Syai.g_02245
OG0000266	Syaa.g_01258	Syai.g_01401
OG0000267	Syaa.g_01409	Syai.g_01569
OG0000268	Syaa.g_01408	Syai.g_01568
OG0000269	Syaa.g_01149	Syai.g_01316
OG0000270	Syaa.g_01152	Syai.g_01319
OG0000271	Syaa.g_01160	Syai.g_01327
OG0000272	Syaa.g_01161	Syai.g_01328
OG0000273	Syaa.g_00844	Syai.g_02037
OG0000274	Syaa.g_00843	Syai.g_02038
OG0000275	Syaa.g_00840	Syai.g_02043
OG0000276	Syaa.g_00834	Syai.g_02051
OG0000277	Syaa.g_00833	Syai.g_02052
OG0000278	Syaa.g_00830	Syai.g_02055
OG0000279	Syaa.g_00822	Syai.g_02063
OG0000280	Syaa.g_00815	Syai.g_02084
OG0000282	Syaa.g_01096	Syai.g_01263
OG0000283	Syaa.g_01396	Syai.g_01554
OG0000284	Syaa.g_01390	Syai.g_01548
OG0000285	Syaa.g_01377	Syai.g_01522
OG0000286	Syaa.g_01358	Syai.g_01504
OG0000287	Syaa.g_01330	Syai.g_01469
OG0000288	Syaa.g_01299	Syai.g_01435
OG0000289	Syaa.g_01285	Syai.g_01421
OG0000290	Syaa.g_00875	Syai.g_02010
OG0000291	Syaa.g_00877	Syai.g_02008
OG0000292	Syaa.g_02751	Syai.g_02926
OG0000293	Syaa.g_00758	Syai.g_02155
OG0000294	Syaa.g_00759	Syai.g_02154
OG0000295	Syaa.g_00796	Syai.g_02117
OG0000296	Syaa.g_00798	Syai.g_02115
OG0000297	Syaa.g_01021	Syai.g_01754
OG0000298	Syaa.g_01010	Syai.g_01755
OG0000299	Syaa.g_00982	Syai.g_01783
OG0000300	Syaa.g_00976	Syai.g_01790
OG0000301	Syaa.g_00975	Syai.g_01791
OG0000302	Syaa.g_00972	Syai.g_01793
OG0000303	Syaa.g_00963	Syai.g_01802
OG0000304	Syaa.g_00957	Syai.g_01826
OG0000305	Syaa.g_00881	Syai.g_02005
OG0000306	Syaa.g_00807	Syai.g_02090
OG0000307	Syaa.g_02068	Syai.g_00619
OG0000308	Syaa.g_02070	Syai.g_00617
OG0000309	Syaa.g_02075	Syai.g_00612
OG0000310	Syaa.g_01752	Syai.g_00989
OG0000311	Syaa.g_01757	Syai.g_00985
OG0000312	Syaa.g_01762	Syai.g_00966
OG0000313	Syaa.g_01779	Syai.g_00949
OG0000314	Syaa.g_01806	Syai.g_00908
OG0000315	Syaa.g_01816	Syai.g_00897
OG0000316	Syaa.g_00598	Syai.g_02320, Syai.g_02322
OG0000317	Syaa.g_00556	Syai.g_02373
OG0000318	Syaa.g_00550	Syai.g_02379
OG0000319	Syaa.g_00532	Syai.g_02395
OG0000320	Syaa.g_00530	Syai.g_02397
OG0000321	Syaa.g_00529	Syai.g_02398
OG0000322	Syaa.g_00528	Syai.g_02399
OG0000323	Syaa.g_00496	Syai.g_02413
OG0000324	Syaa.g_00653	Syai.g_02272
OG0000325	Syaa.g_02350	Syai.g_00320
OG0000326	Syaa.g_02343	Syai.g_00327
OG0000327	Syaa.g_02294	Syai.g_00359
OG0000328	Syaa.g_02293	Syai.g_00360
OG0000329	Syaa.g_02275	Syai.g_00378
OG0000330	Syaa.g_02274	Syai.g_00379
OG0000331	Syaa.g_02273	Syai.g_00380
OG0000332	Syaa.g_02258	Syai.g_00395
OG0000333	Syaa.g_02255	Syai.g_00398
OG0000334	Syaa.g_02246	Syai.g_00407
OG0000335	Syaa.g_02241	Syai.g_00412
OG0000336	Syaa.g_02237	Syai.g_00416
OG0000337	Syaa.g_00167	Syai.g_00169
OG0000338	Syaa.g_00162	Syai.g_00166
OG0000339	Syaa.g_00156	Syai.g_00160
OG0000340	Syaa.g_00144	Syai.g_00133
OG0000341	Syaa.g_00142	Syai.g_00131
OG0000342	Syaa.g_00141	Syai.g_00130
OG0000343	Syaa.g_00140	Syai.g_00129
OG0000344	Syaa.g_00136	Syai.g_00125
OG0000345	Syaa.g_00127	Syai.g_00115
OG0000346	Syaa.g_00122	Syai.g_00110
OG0000347	Syaa.g_00088	Syai.g_00087
OG0000348	Syaa.g_00071	Syai.g_00076
OG0000349	Syaa.g_00053	Syai.g_00057
OG0000350	Syaa.g_02336	Syai.g_00334
OG0000351	Syaa.g_02730	Syai.g_02904
OG0000352	Syaa.g_02731	Syai.g_02905
OG0000353	Syaa.g_02757	Syai.g_02932
OG0000354	Syaa.g_02008, Syaa.g_02009	Syai.g_00680
OG0000354	Syaa.g_00019, Syaa.g_00020	Syai.g_00019
OG0000355	Syaa.g_00001	Syai.g_00001
OG0000356	Syaa.g_00002	Syai.g_00002
OG0000357	Syaa.g_00003	Syai.g_00003
OG0000358	Syaa.g_00007	Syai.g_00007
OG0000359	Syaa.g_00009	Syai.g_00009
OG0000360	Syaa.g_00010	Syai.g_00010
OG0000361	Syaa.g_00011	Syai.g_00011
OG0000362	Syaa.g_00013	Syai.g_00013
OG0000363	Syaa.g_00015	Syai.g_00015
OG0000364	Syaa.g_00016	Syai.g_00016
OG0000365	Syaa.g_00027	Syai.g_00027
OG0000366	Syaa.g_00028	Syai.g_00028
OG0000367	Syaa.g_00029	Syai.g_00029
OG0000368	Syaa.g_00031	Syai.g_00031
OG0000369	Syaa.g_00032	Syai.g_00032
OG0000370	Syaa.g_00033	Syai.g_00033
OG0000371	Syaa.g_00041	Syai.g_00041
OG0000372	Syaa.g_00046	Syai.g_00047
OG0000373	Syaa.g_00047	Syai.g_00048
OG0000374	Syaa.g_00048	Syai.g_00049
OG0000375	Syaa.g_00049	Syai.g_00053
OG0000376	Syaa.g_00051	Syai.g_00055
OG0000377	Syaa.g_02585	Syai.g_02769
OG0000378	Syaa.g_02577	Syai.g_02751
OG0000379	Syaa.g_02574	Syai.g_02733
OG0000380	Syaa.g_00357	Syai.g_02472
OG0000381	Syaa.g_00353	Syai.g_02475
OG0000382	Syaa.g_00335	Syai.g_02493
OG0000383	Syaa.g_00333	Syai.g_02498
OG0000384	Syaa.g_00332	Syai.g_02499
OG0000385	Syaa.g_00331	Syai.g_02500
OG0000386	Syaa.g_00330	Syai.g_02501
OG0000387	Syaa.g_02371	Syai.g_02534
OG0000388	Syaa.g_02375	Syai.g_02538
OG0000389	Syaa.g_02379	Syai.g_02542
OG0000390	Syaa.g_02398	Syai.g_02556
OG0000391	Syaa.g_02403	Syai.g_02561
OG0000392	Syaa.g_02409	Syai.g_02568
OG0000393	Syaa.g_02412	Syai.g_02570
OG0000394	Syaa.g_02413	Syai.g_02571
OG0000395	Syaa.g_02414	Syai.g_02572
OG0000396	Syaa.g_02417	Syai.g_02575
OG0000397	Syaa.g_02419	Syai.g_02577
OG0000398	Syaa.g_02424	Syai.g_02582
OG0000399	Syaa.g_02425	Syai.g_02583
OG0000400	Syaa.g_02426	Syai.g_02584
OG0000401	Syaa.g_02427	Syai.g_02585
OG0000402	Syaa.g_02429	Syai.g_02588
OG0000403	Syaa.g_02430	Syai.g_02589
OG0000404	Syaa.g_02431	Syai.g_02590
OG0000405	Syaa.g_02446	Syai.g_02606
OG0000406	Syaa.g_02450	Syai.g_02610
OG0000407	Syaa.g_02451	Syai.g_02611
OG0000408	Syaa.g_02458	Syai.g_02613
OG0000409	Syaa.g_02460	Syai.g_02615
OG0000410	Syaa.g_02461	Syai.g_02616
OG0000411	Syaa.g_02462	Syai.g_02617
OG0000412	Syaa.g_02463	Syai.g_02618
OG0000413	Syaa.g_02465	Syai.g_02620
OG0000415	Syaa.g_02466	Syai.g_02622
OG0000416	Syaa.g_02467	Syai.g_02623
OG0000417	Syaa.g_02468	Syai.g_02624
OG0000418	Syaa.g_02473	Syai.g_02629
OG0000419	Syaa.g_02475	Syai.g_02631
OG0000420	Syaa.g_02477	Syai.g_02633
OG0000421	Syaa.g_02482	Syai.g_02638
OG0000422	Syaa.g_02483	Syai.g_02639
OG0000423	Syaa.g_02484	Syai.g_02640
OG0000424	Syaa.g_02485	Syai.g_02641
OG0000425	Syaa.g_02486	Syai.g_02642
OG0000426	Syaa.g_02487	Syai.g_02643
OG0000427	Syaa.g_02488	Syai.g_02644
OG0000428	Syaa.g_02491	Syai.g_02647
OG0000429	Syaa.g_02493	Syai.g_02649
OG0000430	Syaa.g_02495	Syai.g_02650
OG0000431	Syaa.g_02498	Syai.g_02654
OG0000432	Syaa.g_02504	Syai.g_02660
OG0000433	Syaa.g_02513	Syai.g_02662
OG0000434	Syaa.g_02514	Syai.g_02663
OG0000435	Syaa.g_02516	Syai.g_02666
OG0000436	Syaa.g_02525	Syai.g_02671
OG0000437	Syaa.g_02526	Syai.g_02672
OG0000438	Syaa.g_02527	Syai.g_02673
OG0000439	Syaa.g_02529	Syai.g_02675
OG0000440	Syaa.g_02530	Syai.g_02676
OG0000441	Syaa.g_02534	Syai.g_02681
OG0000442	Syaa.g_02535	Syai.g_02682
OG0000443	Syaa.g_02536	Syai.g_02683
OG0000444	Syaa.g_02542	Syai.g_02688
OG0000445	Syaa.g_02543	Syai.g_02689
OG0000446	Syaa.g_02545	Syai.g_02690
OG0000447	Syaa.g_02548	Syai.g_02693
OG0000448	Syaa.g_02549	Syai.g_02694
OG0000449	Syaa.g_02550	Syai.g_02695
OG0000450	Syaa.g_02553	Syai.g_02696
OG0000451	Syaa.g_02554	Syai.g_02697
OG0000452	Syaa.g_02558	Syai.g_02701
OG0000453	Syaa.g_02559	Syai.g_02702
OG0000454	Syaa.g_02560	Syai.g_02703
OG0000455	Syaa.g_02561	Syai.g_02704
OG0000456	Syaa.g_02562	Syai.g_02705
OG0000457	Syaa.g_02564	Syai.g_02707
OG0000458	Syaa.g_02565	Syai.g_02708
OG0000459	Syaa.g_02566	Syai.g_02709
OG0000460	Syaa.g_02111	Syai.g_00535
OG0000461	Syaa.g_00318	Syai.g_00314
OG0000462	Syaa.g_00315	Syai.g_00311
OG0000463	Syaa.g_00314	Syai.g_00310
OG0000464	Syaa.g_00313	Syai.g_00309
OG0000465	Syaa.g_00311	Syai.g_00307
OG0000466	Syaa.g_00306	Syai.g_00303
OG0000467	Syaa.g_00304	Syai.g_00301
OG0000468	Syaa.g_00299	Syai.g_00296
OG0000469	Syaa.g_00285	Syai.g_00282
OG0000470	Syaa.g_00283	Syai.g_00280
OG0000471	Syaa.g_00282	Syai.g_00279
OG0000472	Syaa.g_00280	Syai.g_00277
OG0000473	Syaa.g_00278	Syai.g_00275
OG0000474	Syaa.g_00277	Syai.g_00274
OG0000475	Syaa.g_00276	Syai.g_00273
OG0000476	Syaa.g_00274	Syai.g_00271
OG0000477	Syaa.g_00268	Syai.g_00265
OG0000478	Syaa.g_00267	Syai.g_00264
OG0000479	Syaa.g_00266	Syai.g_00263
OG0000480	Syaa.g_00259	Syai.g_00256
OG0000481	Syaa.g_00257	Syai.g_00254
OG0000482	Syaa.g_00256	Syai.g_00253
OG0000483	Syaa.g_00252	Syai.g_00249
OG0000484	Syaa.g_00251	Syai.g_00248
OG0000485	Syaa.g_00250	Syai.g_00247
OG0000486	Syaa.g_00249	Syai.g_00246
OG0000487	Syaa.g_00243	Syai.g_00240
OG0000488	Syaa.g_00239	Syai.g_00236
OG0000489	Syaa.g_00228	Syai.g_00226
OG0000490	Syaa.g_00220	Syai.g_00218
OG0000491	Syaa.g_00218	Syai.g_00217
OG0000492	Syaa.g_00214	Syai.g_00214
OG0000493	Syaa.g_00213	Syai.g_00213
OG0000494	Syaa.g_00212	Syai.g_00212
OG0000495	Syaa.g_00211	Syai.g_00211
OG0000496	Syaa.g_00210	Syai.g_00210
OG0000497	Syaa.g_00209	Syai.g_00209
OG0000498	Syaa.g_00208	Syai.g_00208
OG0000499	Syaa.g_00207	Syai.g_00207
OG0000500	Syaa.g_00206	Syai.g_00206
OG0000501	Syaa.g_00203	Syai.g_00203
OG0000502	Syaa.g_00190	Syai.g_00192
OG0000503	Syaa.g_02182	Syai.g_00486
OG0000504	Syaa.g_02180	Syai.g_00488
OG0000505	Syaa.g_02179	Syai.g_00489
OG0000506	Syaa.g_02177	Syai.g_00491
OG0000507	Syaa.g_02171	Syai.g_00497
OG0000508	Syaa.g_02167	Syai.g_00501
OG0000509	Syaa.g_02165	Syai.g_00503
OG0000510	Syaa.g_02164	Syai.g_00504
OG0000511	Syaa.g_02163	Syai.g_00505
OG0000512	Syaa.g_02161	Syai.g_00507
OG0000513	Syaa.g_02145	Syai.g_00521
OG0000514	Syaa.g_02118	Syai.g_00528
OG0000515	Syaa.g_02117	Syai.g_00529
OG0000516	Syaa.g_00698	Syai.g_02223
OG0000517	Syaa.g_00702	Syai.g_02229
OG0000518	Syaa.g_00714	Syai.g_02211
OG0000519	Syaa.g_00715	Syai.g_02210
OG0000520	Syaa.g_00716	Syai.g_02209
OG0000521	Syaa.g_01864	Syai.g_00842
OG0000522	Syaa.g_01862	Syai.g_00844
OG0000523	Syaa.g_01859	Syai.g_00845
OG0000524	Syaa.g_01856	Syai.g_00852
OG0000525	Syaa.g_01851	Syai.g_00856
OG0000526	Syaa.g_01848	Syai.g_00859
OG0000527	Syaa.g_01844	Syai.g_00863
OG0000528	Syaa.g_02054	Syai.g_00633
OG0000529	Syaa.g_02050	Syai.g_00639
OG0000530	Syaa.g_02047	Syai.g_00642
OG0000531	Syaa.g_02046	Syai.g_00643
OG0000532	Syaa.g_02043	Syai.g_00646
OG0000533	Syaa.g_02042	Syai.g_00647
OG0000534	Syaa.g_02041	Syai.g_00648
OG0000535	Syaa.g_02040	Syai.g_00649
OG0000536	Syaa.g_02039	Syai.g_00650
OG0000537	Syaa.g_02038	Syai.g_00651
OG0000538	Syaa.g_02027	Syai.g_00662
OG0000539	Syaa.g_02026	Syai.g_00663
OG0000540	Syaa.g_02025	Syai.g_00664
OG0000541	Syaa.g_02024	Syai.g_00665
