Orthogroup	Syaa	Prai
OG0000118	Syaa.g_01874	Prai.g_01347
OG0000119	Syaa.g_00785	Prai.g_01366
OG0000120	Syaa.g_00201	Prai.g_01443
OG0000121	Syaa.g_01777	Prai.g_01465
OG0000123	Syaa.g_02242	Prai.g_01789
OG0000124	Syaa.g_00092	Prai.g_01854
OG0000125	Syaa.g_02598	Prai.g_01892
OG0000126	Syaa.g_02752	Prai.g_01931
OG0000128	Syaa.g_00012	Prai.g_00011
OG0000129	Syaa.g_02586	Prai.g_00051
OG0000130	Syaa.g_00354	Prai.g_00069
OG0000131	Syaa.g_02448	Prai.g_00156
OG0000132	Syaa.g_02472	Prai.g_00175
OG0000133	Syaa.g_01361	Prai.g_00335
OG0000134	Syaa.g_02146	Prai.g_00369
OG0000135	Syaa.g_02649	Prai.g_00393
OG0000136	Syaa.g_00708	Prai.g_00472
OG0000137	Syaa.g_01842	Prai.g_00505
OG0000138	Syaa.g_02035	Prai.g_00525
OG0000139	Syaa.g_01974	Prai.g_00565
OG0000140	Syaa.g_01971	Prai.g_00566
OG0000141	Syaa.g_01689	Prai.g_00635
OG0000142	Syaa.g_01633	Prai.g_00664
OG0000143	Syaa.g_01629	Prai.g_00668
OG0000144	Syaa.g_01446	Prai.g_00681
OG0000145	Syaa.g_02029	Prai.g_00883
OG0000146	Syaa.g_01367	Prai.g_00881
OG0000147	Syaa.g_01368	Prai.g_00880
OG0000148	Syaa.g_01190	Prai.g_00831
OG0000149	Syaa.g_00826	Prai.g_00800
OG0000150	Syaa.g_01688	Prai.g_00792
OG0000151	Syaa.g_01107	Prai.g_01036
OG0000152	Syaa.g_01357	Prai.g_00989
OG0000153	Syaa.g_01324	Prai.g_00970
OG0000154	Syaa.g_01298	Prai.g_00943
OG0000155	Syaa.g_00804	Prai.g_01191
OG0000156	Syaa.g_00751	Prai.g_01323
OG0000157	Syaa.g_00750	Prai.g_01324
OG0000158	Syaa.g_00148	Prai.g_01392
OG0000160	Syaa.g_01776	Prai.g_01464
OG0000161	Syaa.g_01782	Prai.g_01470
OG0000162	Syaa.g_01788	Prai.g_01476
OG0000163	Syaa.g_00624	Prai.g_01509
OG0000164	Syaa.g_00507	Prai.g_01662
OG0000165	Syaa.g_00681	Prai.g_01669
OG0000166	Syaa.g_02289	Prai.g_01740
OG0000167	Syaa.g_00160	Prai.g_01812
OG0000168	Syaa.g_00145	Prai.g_01822
OG0000169	Syaa.g_00134	Prai.g_01832
OG0000170	Syaa.g_00128	Prai.g_01834
OG0000171	Syaa.g_00093	Prai.g_01853
OG0000172	Syaa.g_00079	Prai.g_01863
OG0000173	Syaa.g_00060	Prai.g_01878
OG0000174	Syaa.g_02651	Prai.g_01905
OG0000175	Syaa.g_02726	Prai.g_01915
OG0000176	Syaa.g_00004	Prai.g_00004
OG0000177	Syaa.g_00005	Prai.g_00005
OG0000178	Syaa.g_00006	Prai.g_00006
OG0000179	Syaa.g_00023	Prai.g_00016
OG0000180	Syaa.g_00024	Prai.g_00017
OG0000181	Syaa.g_00025	Prai.g_00018
OG0000182	Syaa.g_00026	Prai.g_00019
OG0000183	Syaa.g_00030	Prai.g_00023
OG0000184	Syaa.g_02578	Prai.g_00053
OG0000185	Syaa.g_02575	Prai.g_00056
OG0000186	Syaa.g_00359	Prai.g_00064
OG0000187	Syaa.g_00358	Prai.g_00065
OG0000188	Syaa.g_00334	Prai.g_00082
OG0000189	Syaa.g_02367	Prai.g_00096
OG0000190	Syaa.g_02369	Prai.g_00097
OG0000191	Syaa.g_02404	Prai.g_00117
OG0000192	Syaa.g_02410	Prai.g_00121
OG0000193	Syaa.g_02449	Prai.g_00157
OG0000194	Syaa.g_02452	Prai.g_00160
OG0000195	Syaa.g_02459	Prai.g_00162
OG0000196	Syaa.g_02469	Prai.g_00172
OG0000197	Syaa.g_02470	Prai.g_00173
OG0000198	Syaa.g_02471	Prai.g_00174
OG0000199	Syaa.g_02479	Prai.g_00181
OG0000200	Syaa.g_02496	Prai.g_00195
OG0000201	Syaa.g_02521	Prai.g_00203
OG0000202	Syaa.g_02522	Prai.g_00204
OG0000203	Syaa.g_02523	Prai.g_00205
OG0000204	Syaa.g_02524	Prai.g_00206
OG0000205	Syaa.g_02531	Prai.g_00213
OG0000206	Syaa.g_02538	Prai.g_00218
OG0000207	Syaa.g_02540	Prai.g_00220
OG0000208	Syaa.g_02541	Prai.g_00221
OG0000209	Syaa.g_02556	Prai.g_00230
OG0000210	Syaa.g_02557	Prai.g_00231
OG0000212	Syaa.g_02102	Prai.g_00251
OG0000213	Syaa.g_00295	Prai.g_00270
OG0000214	Syaa.g_00279	Prai.g_00280
OG0000215	Syaa.g_00248	Prai.g_00305
OG0000216	Syaa.g_00244	Prai.g_00307
OG0000217	Syaa.g_00240	Prai.g_00310
OG0000218	Syaa.g_00238	Prai.g_00312
OG0000219	Syaa.g_00237	Prai.g_00313
OG0000220	Syaa.g_00236	Prai.g_00314
OG0000221	Syaa.g_00229	Prai.g_00315
OG0000222	Syaa.g_00215	Prai.g_00323
OG0000223	Syaa.g_00192	Prai.g_00336
OG0000224	Syaa.g_00183	Prai.g_00338
OG0000225	Syaa.g_02166	Prai.g_00358
OG0000226	Syaa.g_02162	Prai.g_00362
OG0000227	Syaa.g_02160	Prai.g_00364
OG0000228	Syaa.g_02150	Prai.g_00367
OG0000229	Syaa.g_00703	Prai.g_00467
OG0000230	Syaa.g_00705	Prai.g_00469
OG0000231	Syaa.g_00717	Prai.g_00480
OG0000232	Syaa.g_01858	Prai.g_00489
OG0000233	Syaa.g_01853	Prai.g_00494
OG0000234	Syaa.g_01841	Prai.g_00506
OG0000235	Syaa.g_02052	Prai.g_00509
OG0000236	Syaa.g_02037	Prai.g_00523
OG0000237	Syaa.g_02020	Prai.g_00536
OG0000238	Syaa.g_02015	Prai.g_00542
OG0000239	Syaa.g_01996	Prai.g_00553
OG0000240	Syaa.g_01995	Prai.g_00554
OG0000241	Syaa.g_01644	Prai.g_00558
OG0000242	Syaa.g_01982	Prai.g_00560
OG0000243	Syaa.g_01960	Prai.g_00571
OG0000244	Syaa.g_01954	Prai.g_00574
OG0000245	Syaa.g_01952	Prai.g_00576
OG0000246	Syaa.g_01948	Prai.g_00580
OG0000247	Syaa.g_01937	Prai.g_00590
OG0000248	Syaa.g_01934	Prai.g_00593
OG0000249	Syaa.g_01932	Prai.g_00595
OG0000250	Syaa.g_01922	Prai.g_00600
OG0000251	Syaa.g_01897	Prai.g_00619
OG0000252	Syaa.g_01894	Prai.g_00622
OG0000253	Syaa.g_01893	Prai.g_00623
OG0000254	Syaa.g_01684	Prai.g_00639
OG0000255	Syaa.g_01668	Prai.g_00645
OG0000256	Syaa.g_01651	Prai.g_00656
OG0000257	Syaa.g_01645	Prai.g_00659
OG0000258	Syaa.g_01624	Prai.g_00672
OG0000259	Syaa.g_01063	Prai.g_00689
OG0000260	Syaa.g_01066	Prai.g_00692
OG0000261	Syaa.g_01069	Prai.g_00694
OG0000262	Syaa.g_01074	Prai.g_00698
OG0000263	Syaa.g_00989	Prai.g_00710
OG0000264	Syaa.g_00910	Prai.g_00720
OG0000265	Syaa.g_00931, Syaa.g_01498	Prai.g_00748
OG0000266	Syaa.g_01257, Syaa.g_01258	Prai.g_00758
OG0000267	Syaa.g_01409	Prai.g_00769
OG0000268	Syaa.g_01408	Prai.g_00770
OG0000269	Syaa.g_01149	Prai.g_00853
OG0000270	Syaa.g_01152	Prai.g_00850
OG0000271	Syaa.g_01160	Prai.g_00842
OG0000272	Syaa.g_01161	Prai.g_00840, Prai.g_00841
OG0000273	Syaa.g_00844	Prai.g_00817
OG0000274	Syaa.g_00843	Prai.g_00816
OG0000275	Syaa.g_00840	Prai.g_00741, Prai.g_00813
OG0000276	Syaa.g_00834	Prai.g_00808
OG0000277	Syaa.g_00833	Prai.g_00807
OG0000278	Syaa.g_00830	Prai.g_00804
OG0000279	Syaa.g_00822	Prai.g_00797
OG0000280	Syaa.g_00815	Prai.g_00796
OG0000282	Syaa.g_01096	Prai.g_01044
OG0000283	Syaa.g_01396	Prai.g_01012
OG0000284	Syaa.g_01390	Prai.g_01007
OG0000285	Syaa.g_01377	Prai.g_01002
OG0000286	Syaa.g_01358	Prai.g_00990
OG0000288	Syaa.g_01299	Prai.g_00944
OG0000289	Syaa.g_01285	Prai.g_00934
OG0000290	Syaa.g_00875	Prai.g_00921
OG0000291	Syaa.g_00877	Prai.g_00919
OG0000292	Syaa.g_02751	Prai.g_01107
OG0000293	Syaa.g_00758	Prai.g_01163
OG0000294	Syaa.g_00759	Prai.g_01164
OG0000295	Syaa.g_00796	Prai.g_01183
OG0000296	Syaa.g_00798	Prai.g_01185
OG0000297	Syaa.g_01021	Prai.g_01193
OG0000298	Syaa.g_01010	Prai.g_01194
OG0000299	Syaa.g_00982	Prai.g_01213
OG0000300	Syaa.g_00976	Prai.g_01216
OG0000301	Syaa.g_00975	Prai.g_01217
OG0000302	Syaa.g_00972	Prai.g_01219
OG0000303	Syaa.g_00963	Prai.g_01226
OG0000304	Syaa.g_00957	Prai.g_01230
OG0000305	Syaa.g_00881	Prai.g_01362
OG0000306	Syaa.g_00807	Prai.g_01365
OG0000307	Syaa.g_02068	Prai.g_01379
OG0000308	Syaa.g_02070	Prai.g_01380
OG0000309	Syaa.g_02075	Prai.g_01384
OG0000310	Syaa.g_01752	Prai.g_01448
OG0000311	Syaa.g_01757	Prai.g_01450
OG0000312	Syaa.g_01762	Prai.g_01453
OG0000313	Syaa.g_01779	Prai.g_01467
OG0000314	Syaa.g_01806	Prai.g_01489
OG0000315	Syaa.g_01816	Prai.g_01499
OG0000316	Syaa.g_00598	Prai.g_01519
OG0000317	Syaa.g_00556	Prai.g_01636
OG0000318	Syaa.g_00550	Prai.g_01639
OG0000319	Syaa.g_00532	Prai.g_01652
OG0000320	Syaa.g_00530	Prai.g_01654
OG0000321	Syaa.g_00529	Prai.g_01655
OG0000322	Syaa.g_00528	Prai.g_01656
OG0000323	Syaa.g_00496	Prai.g_01665
OG0000324	Syaa.g_00653	Prai.g_01691
OG0000325	Syaa.g_02350	Prai.g_01702
OG0000326	Syaa.g_02343	Prai.g_01708
OG0000327	Syaa.g_02294	Prai.g_01735
OG0000328	Syaa.g_02293	Prai.g_01736
OG0000329	Syaa.g_02275	Prai.g_01754
OG0000330	Syaa.g_02274	Prai.g_01755
OG0000331	Syaa.g_02273	Prai.g_01756
OG0000332	Syaa.g_02258	Prai.g_01770
OG0000333	Syaa.g_02255	Prai.g_01777
OG0000334	Syaa.g_02246	Prai.g_01785
OG0000335	Syaa.g_02241	Prai.g_01790
OG0000336	Syaa.g_02237	Prai.g_01794
OG0000337	Syaa.g_00167	Prai.g_01810
OG0000338	Syaa.g_00162	Prai.g_01811
OG0000339	Syaa.g_00156	Prai.g_01815
OG0000340	Syaa.g_00144	Prai.g_01823
OG0000341	Syaa.g_00142	Prai.g_01825
OG0000342	Syaa.g_00141	Prai.g_01826
OG0000343	Syaa.g_00140	Prai.g_01827
OG0000344	Syaa.g_00136	Prai.g_01830
OG0000345	Syaa.g_00127	Prai.g_01835
OG0000346	Syaa.g_00122	Prai.g_01839
OG0000347	Syaa.g_00088	Prai.g_01855
OG0000348	Syaa.g_00071	Prai.g_01866
OG0000349	Syaa.g_00053	Prai.g_01883
OG0000350	Syaa.g_02336	Prai.g_01901
OG0000351	Syaa.g_02730	Prai.g_01918
OG0000352	Syaa.g_02731	Prai.g_01919
OG0000353	Syaa.g_02757	Prai.g_01935
OG0000355	Syaa.g_00001	Prai.g_00001
OG0000356	Syaa.g_00002	Prai.g_00002
OG0000357	Syaa.g_00003	Prai.g_00003
OG0000358	Syaa.g_00007	Prai.g_00007
OG0000359	Syaa.g_00009	Prai.g_00008
OG0000360	Syaa.g_00010	Prai.g_00009
OG0000361	Syaa.g_00011	Prai.g_00010
OG0000362	Syaa.g_00013	Prai.g_00012
OG0000363	Syaa.g_00015	Prai.g_00014
OG0000364	Syaa.g_00016	Prai.g_00015
OG0000365	Syaa.g_00027	Prai.g_00020
OG0000366	Syaa.g_00028	Prai.g_00021
OG0000367	Syaa.g_00029	Prai.g_00022
OG0000368	Syaa.g_00031	Prai.g_00024
OG0000369	Syaa.g_00032	Prai.g_00025
OG0000370	Syaa.g_00033	Prai.g_00026
OG0000371	Syaa.g_00041	Prai.g_00032
OG0000372	Syaa.g_00046	Prai.g_00035
OG0000373	Syaa.g_00047	Prai.g_00036
OG0000374	Syaa.g_00048	Prai.g_00037
OG0000375	Syaa.g_00049	Prai.g_00047
OG0000376	Syaa.g_00051	Prai.g_00049
OG0000377	Syaa.g_02585	Prai.g_00052
OG0000378	Syaa.g_02577	Prai.g_00054
OG0000379	Syaa.g_02574	Prai.g_00057
OG0000380	Syaa.g_00357	Prai.g_00066
OG0000381	Syaa.g_00353	Prai.g_00070
OG0000382	Syaa.g_00335	Prai.g_00081
OG0000383	Syaa.g_00333	Prai.g_00083
OG0000384	Syaa.g_00332	Prai.g_00084
OG0000385	Syaa.g_00331	Prai.g_00085
OG0000386	Syaa.g_00330	Prai.g_00086
OG0000387	Syaa.g_02371	Prai.g_00099
OG0000388	Syaa.g_02375	Prai.g_00102
OG0000389	Syaa.g_02379	Prai.g_00106
OG0000390	Syaa.g_02398	Prai.g_00113
OG0000391	Syaa.g_02403	Prai.g_00116
OG0000392	Syaa.g_02409	Prai.g_00120
OG0000393	Syaa.g_02412	Prai.g_00122
OG0000394	Syaa.g_02413	Prai.g_00123
OG0000395	Syaa.g_02414	Prai.g_00124
OG0000396	Syaa.g_02417	Prai.g_00127
OG0000397	Syaa.g_02419	Prai.g_00129
OG0000398	Syaa.g_02424	Prai.g_00131
OG0000399	Syaa.g_02425	Prai.g_00132
OG0000400	Syaa.g_02426	Prai.g_00133
OG0000401	Syaa.g_02427	Prai.g_00134
OG0000402	Syaa.g_02429	Prai.g_00136
OG0000403	Syaa.g_02430	Prai.g_00137
OG0000404	Syaa.g_02431	Prai.g_00138
OG0000405	Syaa.g_02446	Prai.g_00142
OG0000406	Syaa.g_02450	Prai.g_00158
OG0000407	Syaa.g_02451	Prai.g_00159
OG0000408	Syaa.g_02458	Prai.g_00161
OG0000409	Syaa.g_02460	Prai.g_00163
OG0000410	Syaa.g_02461	Prai.g_00164
OG0000411	Syaa.g_02462	Prai.g_00165
OG0000412	Syaa.g_02463	Prai.g_00166
OG0000413	Syaa.g_02465	Prai.g_00167
OG0000415	Syaa.g_02466	Prai.g_00169
OG0000416	Syaa.g_02467	Prai.g_00170
OG0000417	Syaa.g_02468	Prai.g_00171
OG0000418	Syaa.g_02473	Prai.g_00176
OG0000419	Syaa.g_02475	Prai.g_00178
OG0000420	Syaa.g_02477	Prai.g_00179
OG0000421	Syaa.g_02482	Prai.g_00184
OG0000422	Syaa.g_02483	Prai.g_00185
OG0000423	Syaa.g_02484	Prai.g_00186
OG0000424	Syaa.g_02485	Prai.g_00187
OG0000425	Syaa.g_02486	Prai.g_00188
OG0000426	Syaa.g_02487	Prai.g_00189
OG0000427	Syaa.g_02488	Prai.g_00190
OG0000428	Syaa.g_02491	Prai.g_00192
OG0000429	Syaa.g_02493	Prai.g_00193
OG0000430	Syaa.g_02495	Prai.g_00194
OG0000431	Syaa.g_02498	Prai.g_00196
OG0000432	Syaa.g_02504	Prai.g_00199
OG0000433	Syaa.g_02513	Prai.g_00200
OG0000434	Syaa.g_02514	Prai.g_00201
OG0000435	Syaa.g_02516	Prai.g_00202
OG0000436	Syaa.g_02525	Prai.g_00207
OG0000437	Syaa.g_02526	Prai.g_00208
OG0000438	Syaa.g_02527	Prai.g_00209
OG0000439	Syaa.g_02529	Prai.g_00211
OG0000440	Syaa.g_02530	Prai.g_00212
OG0000441	Syaa.g_02534	Prai.g_00215
OG0000442	Syaa.g_02535	Prai.g_00216
OG0000443	Syaa.g_02536	Prai.g_00217
OG0000444	Syaa.g_02542	Prai.g_00222
OG0000445	Syaa.g_02543	Prai.g_00223
OG0000446	Syaa.g_02545	Prai.g_00224
OG0000447	Syaa.g_02548	Prai.g_00225
OG0000448	Syaa.g_02549	Prai.g_00226
OG0000449	Syaa.g_02550	Prai.g_00227
OG0000450	Syaa.g_02553	Prai.g_00228
OG0000451	Syaa.g_02554	Prai.g_00229
OG0000452	Syaa.g_02558	Prai.g_00232
OG0000453	Syaa.g_02559	Prai.g_00233
OG0000454	Syaa.g_02560	Prai.g_00234
OG0000455	Syaa.g_02561	Prai.g_00235
OG0000456	Syaa.g_02562	Prai.g_00236
OG0000457	Syaa.g_02564	Prai.g_00237
OG0000458	Syaa.g_02565	Prai.g_00238
OG0000459	Syaa.g_02566	Prai.g_00239
OG0000460	Syaa.g_02111	Prai.g_00246
OG0000461	Syaa.g_00318	Prai.g_00255
OG0000462	Syaa.g_00315	Prai.g_00257
OG0000463	Syaa.g_00314	Prai.g_00258
OG0000464	Syaa.g_00313	Prai.g_00259
OG0000465	Syaa.g_00311	Prai.g_00260
OG0000466	Syaa.g_00306	Prai.g_00263
OG0000467	Syaa.g_00304	Prai.g_00264
OG0000468	Syaa.g_00299	Prai.g_00266
OG0000469	Syaa.g_00285	Prai.g_00275
OG0000470	Syaa.g_00283	Prai.g_00277
OG0000471	Syaa.g_00282	Prai.g_00278
OG0000472	Syaa.g_00280	Prai.g_00279
OG0000473	Syaa.g_00278	Prai.g_00281
OG0000474	Syaa.g_00277	Prai.g_00282
OG0000475	Syaa.g_00276	Prai.g_00283
OG0000476	Syaa.g_00274	Prai.g_00284
OG0000477	Syaa.g_00268	Prai.g_00288
OG0000478	Syaa.g_00267	Prai.g_00289
OG0000479	Syaa.g_00266	Prai.g_00290
OG0000480	Syaa.g_00259	Prai.g_00295
OG0000481	Syaa.g_00257	Prai.g_00297
OG0000482	Syaa.g_00256	Prai.g_00298
OG0000483	Syaa.g_00252	Prai.g_00301
OG0000484	Syaa.g_00251	Prai.g_00302
OG0000485	Syaa.g_00250	Prai.g_00303
OG0000486	Syaa.g_00249	Prai.g_00304
OG0000487	Syaa.g_00243	Prai.g_00308
OG0000488	Syaa.g_00239	Prai.g_00311
OG0000489	Syaa.g_00228	Prai.g_00316
OG0000490	Syaa.g_00220	Prai.g_00321
OG0000491	Syaa.g_00218	Prai.g_00322
OG0000492	Syaa.g_00214	Prai.g_00324
OG0000493	Syaa.g_00213	Prai.g_00325
OG0000494	Syaa.g_00212	Prai.g_00326
OG0000495	Syaa.g_00211	Prai.g_00327
OG0000496	Syaa.g_00210	Prai.g_00328
OG0000497	Syaa.g_00209	Prai.g_00329
OG0000498	Syaa.g_00208	Prai.g_00330
OG0000499	Syaa.g_00207	Prai.g_00331
OG0000500	Syaa.g_00206	Prai.g_00332
OG0000501	Syaa.g_00203	Prai.g_00334
OG0000502	Syaa.g_00190	Prai.g_00337
OG0000503	Syaa.g_02182	Prai.g_00347
OG0000504	Syaa.g_02180	Prai.g_00348
OG0000505	Syaa.g_02179	Prai.g_00349
OG0000506	Syaa.g_02177	Prai.g_00351
OG0000507	Syaa.g_02171	Prai.g_00354
OG0000508	Syaa.g_02167	Prai.g_00357
OG0000509	Syaa.g_02165	Prai.g_00359
OG0000510	Syaa.g_02164	Prai.g_00360
OG0000511	Syaa.g_02163	Prai.g_00361
OG0000512	Syaa.g_02161	Prai.g_00363
OG0000513	Syaa.g_02145	Prai.g_00370
OG0000514	Syaa.g_02118	Prai.g_00462
OG0000515	Syaa.g_02117	Prai.g_00463
OG0000516	Syaa.g_00698	Prai.g_00464
OG0000517	Syaa.g_00702	Prai.g_00466
OG0000518	Syaa.g_00714	Prai.g_00477
OG0000519	Syaa.g_00715	Prai.g_00478
OG0000520	Syaa.g_00716	Prai.g_00479
OG0000521	Syaa.g_01864	Prai.g_00484
OG0000522	Syaa.g_01862	Prai.g_00486
OG0000523	Syaa.g_01859	Prai.g_00487
OG0000524	Syaa.g_01856	Prai.g_00492
OG0000525	Syaa.g_01851	Prai.g_00495
OG0000526	Syaa.g_01848	Prai.g_00496
OG0000527	Syaa.g_01844	Prai.g_00503
OG0000528	Syaa.g_02054	Prai.g_00508
OG0000529	Syaa.g_02050	Prai.g_00511
OG0000530	Syaa.g_02047	Prai.g_00514
OG0000531	Syaa.g_02046	Prai.g_00515
OG0000532	Syaa.g_02043	Prai.g_00517
OG0000533	Syaa.g_02042	Prai.g_00518
OG0000534	Syaa.g_02041	Prai.g_00519
OG0000535	Syaa.g_02040	Prai.g_00520
OG0000536	Syaa.g_02039	Prai.g_00521
OG0000537	Syaa.g_02038	Prai.g_00522
OG0000538	Syaa.g_02027	Prai.g_00530
OG0000539	Syaa.g_02026	Prai.g_00531
OG0000540	Syaa.g_02025	Prai.g_00532
OG0000541	Syaa.g_02024	Prai.g_00533
OG0000542	Syaa.g_02021	Prai.g_00535
OG0000543	Syaa.g_02019	Prai.g_00537
OG0000544	Syaa.g_02018	Prai.g_00538
OG0000545	Syaa.g_02016	Prai.g_00540
OG0000546	Syaa.g_02014	Prai.g_00543
OG0000547	Syaa.g_02012	Prai.g_00544
OG0000548	Syaa.g_02011	Prai.g_00545
OG0000549	Syaa.g_02003	Prai.g_00547
OG0000550	Syaa.g_01998	Prai.g_00552
OG0000551	Syaa.g_01993	Prai.g_00555
OG0000552	Syaa.g_01992	Prai.g_00556
OG0000553	Syaa.g_01990	Prai.g_00557
OG0000554	Syaa.g_01979	Prai.g_00562
OG0000555	Syaa.g_01961	Prai.g_00570
OG0000556	Syaa.g_01957	Prai.g_00572
OG0000557	Syaa.g_01955	Prai.g_00573
OG0000558	Syaa.g_01953	Prai.g_00575
OG0000559	Syaa.g_01949	Prai.g_00579
OG0000560	Syaa.g_01946	Prai.g_00582
OG0000561	Syaa.g_01945	Prai.g_00583
OG0000562	Syaa.g_01944	Prai.g_00584
OG0000563	Syaa.g_01943	Prai.g_00585
OG0000564	Syaa.g_01942	Prai.g_00586
OG0000565	Syaa.g_01939	Prai.g_00589
OG0000566	Syaa.g_01935	Prai.g_00592
OG0000567	Syaa.g_01931	Prai.g_00596
OG0000568	Syaa.g_01928	Prai.g_00597
OG0000569	Syaa.g_01925	Prai.g_00598
OG0000570	Syaa.g_01924	Prai.g_00599
OG0000571	Syaa.g_01920	Prai.g_00601
OG0000572	Syaa.g_01904	Prai.g_00614
