Orthogroup	Syaa	Prbm
OG0000109	Syaa.g_02036	Prbm.g_00519
OG0000110	Syaa.g_01918	Prbm.g_00607
OG0000111	Syaa.g_00888	Prbm.g_00736
OG0000112	Syaa.g_01366	Prbm.g_00980
OG0000113	Syaa.g_01196	Prbm.g_00838, Prbm.g_01191
OG0000114	Syaa.g_01094	Prbm.g_00929
OG0000115	Syaa.g_01795	Prbm.g_01803
OG0000116	Syaa.g_00757	Prbm.g_01560
OG0000117	Syaa.g_01009	Prbm.g_01522
OG0000118	Syaa.g_01874	Prbm.g_01622
OG0000119	Syaa.g_00785	Prbm.g_01653
OG0000120	Syaa.g_00201	Prbm.g_00707
OG0000121	Syaa.g_01777	Prbm.g_01712
OG0000122	Syaa.g_01598	Prbm.g_01751
OG0000123	Syaa.g_02242	Prbm.g_02040
OG0000124	Syaa.g_00092	Prbm.g_02111
OG0000125	Syaa.g_02598	Prbm.g_02176
OG0000126	Syaa.g_02752	Prbm.g_02228
OG0000127	Syaa.g_00934	Prbm.g_01460
OG0000128	Syaa.g_00012	Prbm.g_00011
OG0000129	Syaa.g_02586	Prbm.g_00053
OG0000130	Syaa.g_00354	Prbm.g_00126
OG0000131	Syaa.g_02448	Prbm.g_00204
OG0000132	Syaa.g_02472	Prbm.g_00223
OG0000133	Syaa.g_01361	Prbm.g_00377
OG0000134	Syaa.g_02146	Prbm.g_00425
OG0000135	Syaa.g_02649	Prbm.g_01389
OG0000136	Syaa.g_00708	Prbm.g_00451
OG0000137	Syaa.g_01842	Prbm.g_00500
OG0000138	Syaa.g_02035	Prbm.g_00520
OG0000139	Syaa.g_01974	Prbm.g_00570
OG0000140	Syaa.g_01971	Prbm.g_00571
OG0000141	Syaa.g_01689	Prbm.g_00638
OG0000142	Syaa.g_01633	Prbm.g_00666
OG0000143	Syaa.g_01629	Prbm.g_00670
OG0000144	Syaa.g_01446	Prbm.g_00683
OG0000145	Syaa.g_02029	Prbm.g_01094
OG0000146	Syaa.g_01367	Prbm.g_00979
OG0000147	Syaa.g_01368	Prbm.g_00978
OG0000148	Syaa.g_01190	Prbm.g_00832
OG0000149	Syaa.g_00826	Prbm.g_00862
OG0000150	Syaa.g_01688	Prbm.g_00870
OG0000151	Syaa.g_01107	Prbm.g_00940
OG0000152	Syaa.g_01357	Prbm.g_00988
OG0000153	Syaa.g_01324	Prbm.g_01006
OG0000154	Syaa.g_01298	Prbm.g_01035
OG0000155	Syaa.g_00804	Prbm.g_01527
OG0000156	Syaa.g_00751	Prbm.g_01600
OG0000157	Syaa.g_00750	Prbm.g_01601
OG0000158	Syaa.g_00148	Prbm.g_02077
OG0000160	Syaa.g_01776	Prbm.g_01711
OG0000161	Syaa.g_01782	Prbm.g_01717
OG0000162	Syaa.g_01788	Prbm.g_01723
OG0000163	Syaa.g_00624	Prbm.g_01759
OG0000164	Syaa.g_00507	Prbm.g_01863
OG0000165	Syaa.g_00681	Prbm.g_01871
OG0000166	Syaa.g_02289	Prbm.g_01996
OG0000167	Syaa.g_00160	Prbm.g_02067
OG0000168	Syaa.g_00145	Prbm.g_02078
OG0000169	Syaa.g_00134	Prbm.g_02088
OG0000170	Syaa.g_00128	Prbm.g_02090
OG0000171	Syaa.g_00093	Prbm.g_02110
OG0000172	Syaa.g_00079	Prbm.g_02146
OG0000173	Syaa.g_00060	Prbm.g_02161
OG0000174	Syaa.g_02651	Prbm.g_02192
OG0000175	Syaa.g_02726	Prbm.g_02209
OG0000176	Syaa.g_00004	Prbm.g_00004
OG0000177	Syaa.g_00005	Prbm.g_00005
OG0000178	Syaa.g_00006	Prbm.g_00006
OG0000179	Syaa.g_00023	Prbm.g_00016
OG0000180	Syaa.g_00024	Prbm.g_00017
OG0000181	Syaa.g_00025	Prbm.g_00018
OG0000182	Syaa.g_00026	Prbm.g_00019
OG0000183	Syaa.g_00030	Prbm.g_00023
OG0000184	Syaa.g_02578	Prbm.g_00055
OG0000185	Syaa.g_02575	Prbm.g_00058
OG0000186	Syaa.g_00359	Prbm.g_00121
OG0000187	Syaa.g_00358	Prbm.g_00122
OG0000188	Syaa.g_00334	Prbm.g_00139
OG0000189	Syaa.g_02367	Prbm.g_00153
OG0000190	Syaa.g_02369	Prbm.g_00154
OG0000191	Syaa.g_02404	Prbm.g_00177
OG0000192	Syaa.g_02410	Prbm.g_00181
OG0000193	Syaa.g_02449	Prbm.g_00205
OG0000194	Syaa.g_02452	Prbm.g_00208
OG0000195	Syaa.g_02459	Prbm.g_00210
OG0000196	Syaa.g_02469	Prbm.g_00220
OG0000197	Syaa.g_02470	Prbm.g_00221
OG0000198	Syaa.g_02471	Prbm.g_00222
OG0000199	Syaa.g_02479	Prbm.g_00229
OG0000200	Syaa.g_02496	Prbm.g_00243
OG0000201	Syaa.g_02521	Prbm.g_00252
OG0000202	Syaa.g_02522	Prbm.g_00253
OG0000203	Syaa.g_02523	Prbm.g_00254
OG0000204	Syaa.g_02524	Prbm.g_00255
OG0000205	Syaa.g_02531	Prbm.g_00262
OG0000206	Syaa.g_02538	Prbm.g_00266
OG0000207	Syaa.g_02540	Prbm.g_00268
OG0000208	Syaa.g_02541	Prbm.g_00269
OG0000209	Syaa.g_02556	Prbm.g_00278
OG0000210	Syaa.g_02557	Prbm.g_00279
OG0000212	Syaa.g_02102	Prbm.g_00301
OG0000213	Syaa.g_00295	Prbm.g_00317
OG0000214	Syaa.g_00279	Prbm.g_00325
OG0000215	Syaa.g_00248	Prbm.g_00349
OG0000216	Syaa.g_00244	Prbm.g_00350
OG0000217	Syaa.g_00240	Prbm.g_00353
OG0000218	Syaa.g_00238	Prbm.g_00355
OG0000219	Syaa.g_00237	Prbm.g_00356
OG0000220	Syaa.g_00236	Prbm.g_00357
OG0000221	Syaa.g_00229	Prbm.g_00358
OG0000222	Syaa.g_00215	Prbm.g_00366
OG0000223	Syaa.g_00192	Prbm.g_00378
OG0000224	Syaa.g_00183	Prbm.g_00380
OG0000225	Syaa.g_02166	Prbm.g_00411
OG0000226	Syaa.g_02162	Prbm.g_00415
OG0000227	Syaa.g_02160	Prbm.g_00417
OG0000228	Syaa.g_02150	Prbm.g_00422
OG0000229	Syaa.g_00703	Prbm.g_00446
OG0000230	Syaa.g_00705	Prbm.g_00448
OG0000231	Syaa.g_00717	Prbm.g_00459
OG0000232	Syaa.g_01858	Prbm.g_00484
OG0000233	Syaa.g_01853	Prbm.g_00492
OG0000234	Syaa.g_01841	Prbm.g_00501
OG0000235	Syaa.g_02052	Prbm.g_00505
OG0000236	Syaa.g_02037	Prbm.g_00518
OG0000237	Syaa.g_02020	Prbm.g_00540
OG0000238	Syaa.g_02015	Prbm.g_00546
OG0000239	Syaa.g_01996	Prbm.g_00558
OG0000240	Syaa.g_01995	Prbm.g_00559
OG0000241	Syaa.g_01644	Prbm.g_00563
OG0000242	Syaa.g_01982	Prbm.g_00565
OG0000243	Syaa.g_01960	Prbm.g_00576
OG0000244	Syaa.g_01954	Prbm.g_00579
OG0000245	Syaa.g_01952	Prbm.g_00581
OG0000246	Syaa.g_01948	Prbm.g_00585
OG0000247	Syaa.g_01937	Prbm.g_00595
OG0000248	Syaa.g_01934	Prbm.g_00597
OG0000249	Syaa.g_01932	Prbm.g_00599
OG0000250	Syaa.g_01922	Prbm.g_00604
OG0000251	Syaa.g_01897	Prbm.g_00620
OG0000252	Syaa.g_01894	Prbm.g_00623
OG0000253	Syaa.g_01893	Prbm.g_00625
OG0000254	Syaa.g_01684	Prbm.g_00642
OG0000255	Syaa.g_01668	Prbm.g_00648
OG0000256	Syaa.g_01651	Prbm.g_00658
OG0000257	Syaa.g_01645	Prbm.g_00661
OG0000258	Syaa.g_01624	Prbm.g_00674
OG0000259	Syaa.g_01063	Prbm.g_00691
OG0000260	Syaa.g_01066	Prbm.g_00694
OG0000261	Syaa.g_01069	Prbm.g_00697
OG0000262	Syaa.g_01074	Prbm.g_00702
OG0000263	Syaa.g_00989	Prbm.g_00716
OG0000264	Syaa.g_00910	Prbm.g_00728
OG0000265	Syaa.g_00931, Syaa.g_01498	Prbm.g_00742
OG0000266	Syaa.g_01257, Syaa.g_01258	Prbm.g_00752
OG0000267	Syaa.g_01409	Prbm.g_00765
OG0000268	Syaa.g_01408	Prbm.g_00766
OG0000269	Syaa.g_01149	Prbm.g_00809
OG0000270	Syaa.g_01152	Prbm.g_00812
OG0000271	Syaa.g_01160	Prbm.g_00820
OG0000272	Syaa.g_01161	Prbm.g_00821
OG0000273	Syaa.g_00844	Prbm.g_00845
OG0000274	Syaa.g_00843	Prbm.g_00846
OG0000275	Syaa.g_00840	Prbm.g_00848
OG0000276	Syaa.g_00834	Prbm.g_00854
OG0000277	Syaa.g_00833	Prbm.g_00855
OG0000278	Syaa.g_00830	Prbm.g_00858
OG0000279	Syaa.g_00822	Prbm.g_00865
OG0000282	Syaa.g_01096	Prbm.g_00931
OG0000283	Syaa.g_01396	Prbm.g_00962
OG0000284	Syaa.g_01390	Prbm.g_00967
OG0000285	Syaa.g_01377	Prbm.g_00972
OG0000286	Syaa.g_01358	Prbm.g_00987
OG0000287	Syaa.g_01330	Prbm.g_00102
OG0000288	Syaa.g_01299	Prbm.g_01034
OG0000289	Syaa.g_01285	Prbm.g_01045
OG0000290	Syaa.g_00875	Prbm.g_01061
OG0000291	Syaa.g_00877	Prbm.g_01063
OG0000292	Syaa.g_02751	Prbm.g_01210
OG0000293	Syaa.g_00758	Prbm.g_01559
OG0000294	Syaa.g_00759	Prbm.g_01558
OG0000295	Syaa.g_00796	Prbm.g_01534
OG0000296	Syaa.g_00798	Prbm.g_01532
OG0000297	Syaa.g_01021	Prbm.g_01524
OG0000298	Syaa.g_01010	Prbm.g_01523
OG0000299	Syaa.g_00982	Prbm.g_01503
OG0000300	Syaa.g_00976	Prbm.g_01500
OG0000301	Syaa.g_00975	Prbm.g_01499
OG0000302	Syaa.g_00972	Prbm.g_01497
OG0000303	Syaa.g_00963	Prbm.g_01492
OG0000304	Syaa.g_00957	Prbm.g_01489
OG0000305	Syaa.g_00881	Prbm.g_01812
OG0000306	Syaa.g_00807	Prbm.g_00875
OG0000307	Syaa.g_02068	Prbm.g_01669
OG0000308	Syaa.g_02070	Prbm.g_01670
OG0000309	Syaa.g_02075	Prbm.g_01674
OG0000310	Syaa.g_01752	Prbm.g_01694
OG0000311	Syaa.g_01757	Prbm.g_01696
OG0000312	Syaa.g_01762	Prbm.g_01699
OG0000313	Syaa.g_01779	Prbm.g_01714
OG0000314	Syaa.g_01806	Prbm.g_01735
OG0000315	Syaa.g_01816	Prbm.g_01745
OG0000316	Syaa.g_00598	Prbm.g_01770
OG0000317	Syaa.g_00556	Prbm.g_01839
OG0000318	Syaa.g_00550	Prbm.g_01842
OG0000319	Syaa.g_00532	Prbm.g_01853
OG0000320	Syaa.g_00530	Prbm.g_01855
OG0000321	Syaa.g_00529	Prbm.g_01856
OG0000322	Syaa.g_00528	Prbm.g_01857
OG0000323	Syaa.g_00496	Prbm.g_01866
OG0000324	Syaa.g_00653	Prbm.g_01893
OG0000325	Syaa.g_02350	Prbm.g_01950
OG0000326	Syaa.g_02343	Prbm.g_01956
OG0000327	Syaa.g_02294	Prbm.g_01991
OG0000328	Syaa.g_02293	Prbm.g_01992
OG0000329	Syaa.g_02275	Prbm.g_02009
OG0000330	Syaa.g_02274	Prbm.g_02010
OG0000331	Syaa.g_02273	Prbm.g_02011
OG0000332	Syaa.g_02258	Prbm.g_02025
OG0000333	Syaa.g_02255	Prbm.g_02027
OG0000334	Syaa.g_02246	Prbm.g_02036
OG0000335	Syaa.g_02241	Prbm.g_02041
OG0000336	Syaa.g_02237	Prbm.g_02045
OG0000337	Syaa.g_00167	Prbm.g_02064
OG0000338	Syaa.g_00162	Prbm.g_02065
OG0000339	Syaa.g_00156	Prbm.g_02070
OG0000340	Syaa.g_00144	Prbm.g_02079
OG0000341	Syaa.g_00142	Prbm.g_02081
OG0000342	Syaa.g_00141	Prbm.g_02082
OG0000343	Syaa.g_00140	Prbm.g_02083
OG0000344	Syaa.g_00136	Prbm.g_02086
OG0000345	Syaa.g_00127	Prbm.g_02091
OG0000346	Syaa.g_00122	Prbm.g_02095
OG0000347	Syaa.g_00088	Prbm.g_02114
OG0000348	Syaa.g_00071	Prbm.g_02149
OG0000349	Syaa.g_00053	Prbm.g_02167
OG0000350	Syaa.g_02336	Prbm.g_02188
OG0000351	Syaa.g_02730	Prbm.g_02212
OG0000352	Syaa.g_02731	Prbm.g_02213
OG0000353	Syaa.g_02757	Prbm.g_02232
OG0000354	Syaa.g_00019, Syaa.g_00020	Prbm.g_01220
OG0000355	Syaa.g_00001	Prbm.g_00001
OG0000356	Syaa.g_00002	Prbm.g_00002
OG0000357	Syaa.g_00003	Prbm.g_00003
OG0000358	Syaa.g_00007	Prbm.g_00007
OG0000359	Syaa.g_00009	Prbm.g_00008
OG0000360	Syaa.g_00010	Prbm.g_00009
OG0000361	Syaa.g_00011	Prbm.g_00010
OG0000362	Syaa.g_00013	Prbm.g_00012
OG0000363	Syaa.g_00015	Prbm.g_00014
OG0000364	Syaa.g_00016	Prbm.g_00015
OG0000365	Syaa.g_00027	Prbm.g_00020
OG0000366	Syaa.g_00028	Prbm.g_00021
OG0000367	Syaa.g_00029	Prbm.g_00022
OG0000368	Syaa.g_00031	Prbm.g_00024
OG0000369	Syaa.g_00032	Prbm.g_00025
OG0000370	Syaa.g_00033	Prbm.g_00026
OG0000371	Syaa.g_00041	Prbm.g_00032
OG0000372	Syaa.g_00046	Prbm.g_00033
OG0000373	Syaa.g_00047	Prbm.g_00034
OG0000374	Syaa.g_00048	Prbm.g_00035
OG0000375	Syaa.g_00049	Prbm.g_00049
OG0000376	Syaa.g_00051	Prbm.g_00051
OG0000377	Syaa.g_02585	Prbm.g_00054
OG0000378	Syaa.g_02577	Prbm.g_00056
OG0000379	Syaa.g_02574	Prbm.g_00059
OG0000380	Syaa.g_00357	Prbm.g_00123
OG0000381	Syaa.g_00353	Prbm.g_00127
OG0000382	Syaa.g_00335	Prbm.g_00138
OG0000383	Syaa.g_00333	Prbm.g_00140
OG0000384	Syaa.g_00332	Prbm.g_00141
OG0000385	Syaa.g_00331	Prbm.g_00142
OG0000386	Syaa.g_00330	Prbm.g_00143
OG0000387	Syaa.g_02371	Prbm.g_00156
OG0000388	Syaa.g_02375	Prbm.g_00160
OG0000389	Syaa.g_02379	Prbm.g_00163
OG0000390	Syaa.g_02398	Prbm.g_00172
OG0000391	Syaa.g_02403	Prbm.g_00176
OG0000392	Syaa.g_02409	Prbm.g_00179
OG0000393	Syaa.g_02412	Prbm.g_00182
OG0000394	Syaa.g_02413	Prbm.g_00183
OG0000395	Syaa.g_02414	Prbm.g_00184
OG0000396	Syaa.g_02417	Prbm.g_00187
OG0000397	Syaa.g_02419	Prbm.g_00189
OG0000398	Syaa.g_02424	Prbm.g_00192
OG0000399	Syaa.g_02425	Prbm.g_00193
OG0000400	Syaa.g_02426	Prbm.g_00194
OG0000401	Syaa.g_02427	Prbm.g_00195
OG0000402	Syaa.g_02429	Prbm.g_01096
OG0000403	Syaa.g_02430	Prbm.g_00196
OG0000404	Syaa.g_02431	Prbm.g_00197
OG0000405	Syaa.g_02446	Prbm.g_00202
OG0000406	Syaa.g_02450	Prbm.g_00206
OG0000407	Syaa.g_02451	Prbm.g_00207
OG0000408	Syaa.g_02458	Prbm.g_00209
OG0000409	Syaa.g_02460	Prbm.g_00211
OG0000410	Syaa.g_02461	Prbm.g_00212
OG0000411	Syaa.g_02462	Prbm.g_00213
OG0000412	Syaa.g_02463	Prbm.g_00214
OG0000413	Syaa.g_02465	Prbm.g_00215
OG0000415	Syaa.g_02466	Prbm.g_00217
OG0000416	Syaa.g_02467	Prbm.g_00218
OG0000417	Syaa.g_02468	Prbm.g_00219
OG0000418	Syaa.g_02473	Prbm.g_00224
OG0000419	Syaa.g_02475	Prbm.g_00226
OG0000420	Syaa.g_02477	Prbm.g_00227
OG0000421	Syaa.g_02482	Prbm.g_00232
OG0000422	Syaa.g_02483	Prbm.g_00233
OG0000423	Syaa.g_02484	Prbm.g_00234
OG0000424	Syaa.g_02485	Prbm.g_00235
OG0000425	Syaa.g_02486	Prbm.g_00236
OG0000426	Syaa.g_02487	Prbm.g_00237
OG0000427	Syaa.g_02488	Prbm.g_00238
OG0000428	Syaa.g_02491	Prbm.g_00240
OG0000429	Syaa.g_02493	Prbm.g_00241
OG0000430	Syaa.g_02495	Prbm.g_00242
OG0000431	Syaa.g_02498	Prbm.g_00244
OG0000432	Syaa.g_02504	Prbm.g_00248
OG0000433	Syaa.g_02513	Prbm.g_00249
OG0000434	Syaa.g_02514	Prbm.g_00250
OG0000435	Syaa.g_02516	Prbm.g_00251
OG0000436	Syaa.g_02525	Prbm.g_00256
OG0000437	Syaa.g_02526	Prbm.g_00257
OG0000438	Syaa.g_02527	Prbm.g_00258
OG0000439	Syaa.g_02529	Prbm.g_00260
OG0000440	Syaa.g_02530	Prbm.g_00261
OG0000441	Syaa.g_02534	Prbm.g_00263
OG0000442	Syaa.g_02535	Prbm.g_00264
OG0000443	Syaa.g_02536	Prbm.g_00265
OG0000444	Syaa.g_02542	Prbm.g_00270
OG0000445	Syaa.g_02543	Prbm.g_00271
OG0000446	Syaa.g_02545	Prbm.g_00272
OG0000447	Syaa.g_02548	Prbm.g_00273
OG0000448	Syaa.g_02549	Prbm.g_00274
OG0000449	Syaa.g_02550	Prbm.g_00275
OG0000450	Syaa.g_02553	Prbm.g_00276
OG0000451	Syaa.g_02554	Prbm.g_00277
OG0000452	Syaa.g_02558	Prbm.g_00280
OG0000453	Syaa.g_02559	Prbm.g_00281
OG0000454	Syaa.g_02560	Prbm.g_00282
OG0000455	Syaa.g_02561	Prbm.g_00283
OG0000456	Syaa.g_02562	Prbm.g_00284
OG0000457	Syaa.g_02564	Prbm.g_00285
OG0000458	Syaa.g_02565	Prbm.g_00286
OG0000459	Syaa.g_02566	Prbm.g_00287
OG0000460	Syaa.g_02111	Prbm.g_00295
OG0000461	Syaa.g_00318	Prbm.g_00303
OG0000462	Syaa.g_00315	Prbm.g_00305
OG0000463	Syaa.g_00314	Prbm.g_00306
OG0000464	Syaa.g_00313	Prbm.g_00307
OG0000465	Syaa.g_00311	Prbm.g_00308
OG0000466	Syaa.g_00306	Prbm.g_00309
OG0000467	Syaa.g_00304	Prbm.g_00310
OG0000468	Syaa.g_00299	Prbm.g_00312
OG0000469	Syaa.g_00285	Prbm.g_00320
OG0000470	Syaa.g_00283	Prbm.g_00322
OG0000471	Syaa.g_00282	Prbm.g_00323
OG0000472	Syaa.g_00280	Prbm.g_00324
OG0000473	Syaa.g_00278	Prbm.g_00326
OG0000474	Syaa.g_00277	Prbm.g_00327
OG0000475	Syaa.g_00276	Prbm.g_00328
OG0000476	Syaa.g_00274	Prbm.g_00330
OG0000477	Syaa.g_00268	Prbm.g_00332
OG0000478	Syaa.g_00267	Prbm.g_00333
OG0000479	Syaa.g_00266	Prbm.g_00334
OG0000480	Syaa.g_00259	Prbm.g_00339
OG0000481	Syaa.g_00257	Prbm.g_00341
OG0000482	Syaa.g_00256	Prbm.g_00342
OG0000483	Syaa.g_00252	Prbm.g_00345
OG0000484	Syaa.g_00251	Prbm.g_00346
OG0000485	Syaa.g_00250	Prbm.g_00347
OG0000486	Syaa.g_00249	Prbm.g_00348
OG0000487	Syaa.g_00243	Prbm.g_00351
OG0000488	Syaa.g_00239	Prbm.g_00354
OG0000489	Syaa.g_00228	Prbm.g_00359
OG0000490	Syaa.g_00220	Prbm.g_00364
OG0000491	Syaa.g_00218	Prbm.g_00365
OG0000492	Syaa.g_00214	Prbm.g_00367
OG0000493	Syaa.g_00213	Prbm.g_00368
OG0000494	Syaa.g_00212	Prbm.g_00369
OG0000495	Syaa.g_00211	Prbm.g_00370
OG0000496	Syaa.g_00210	Prbm.g_00371
OG0000497	Syaa.g_00209	Prbm.g_00372
OG0000498	Syaa.g_00208	Prbm.g_00373
OG0000499	Syaa.g_00207	Prbm.g_00374
OG0000500	Syaa.g_00206	Prbm.g_00375
OG0000501	Syaa.g_00203	Prbm.g_00376
OG0000502	Syaa.g_00190	Prbm.g_00379
OG0000503	Syaa.g_02182	Prbm.g_00400
OG0000504	Syaa.g_02180	Prbm.g_00402
OG0000505	Syaa.g_02179	Prbm.g_00403
OG0000506	Syaa.g_02177	Prbm.g_00404
OG0000507	Syaa.g_02171	Prbm.g_00407
OG0000508	Syaa.g_02167	Prbm.g_00410
OG0000509	Syaa.g_02165	Prbm.g_00412
OG0000510	Syaa.g_02164	Prbm.g_00413
OG0000511	Syaa.g_02163	Prbm.g_00414
OG0000512	Syaa.g_02161	Prbm.g_00416
OG0000513	Syaa.g_02145	Prbm.g_00426
OG0000514	Syaa.g_02118	Prbm.g_00440
OG0000515	Syaa.g_02117	Prbm.g_00441
OG0000516	Syaa.g_00698	Prbm.g_00442
OG0000517	Syaa.g_00702	Prbm.g_00445
OG0000518	Syaa.g_00714	Prbm.g_00456
OG0000519	Syaa.g_00715	Prbm.g_00457
OG0000520	Syaa.g_00716	Prbm.g_00458
OG0000521	Syaa.g_01864	Prbm.g_00480
OG0000522	Syaa.g_01862	Prbm.g_00482
OG0000523	Syaa.g_01859	Prbm.g_00483
OG0000524	Syaa.g_01856	Prbm.g_00490
OG0000525	Syaa.g_01851	Prbm.g_00494
OG0000526	Syaa.g_01848	Prbm.g_00495
OG0000527	Syaa.g_01844	Prbm.g_00498
OG0000528	Syaa.g_02054	Prbm.g_00504
OG0000529	Syaa.g_02050	Prbm.g_00507
OG0000530	Syaa.g_02047	Prbm.g_00510
OG0000531	Syaa.g_02046	Prbm.g_00511
OG0000532	Syaa.g_02043	Prbm.g_00512
OG0000533	Syaa.g_02042	Prbm.g_00513
OG0000534	Syaa.g_02041	Prbm.g_00514
OG0000535	Syaa.g_02040	Prbm.g_00515
OG0000536	Syaa.g_02039	Prbm.g_00516
OG0000537	Syaa.g_02038	Prbm.g_00517
OG0000538	Syaa.g_02027	Prbm.g_00534
OG0000539	Syaa.g_02026	Prbm.g_00535
OG0000540	Syaa.g_02025	Prbm.g_00536
OG0000541	Syaa.g_02024	Prbm.g_00537
OG0000542	Syaa.g_02021	Prbm.g_00539
OG0000543	Syaa.g_02019	Prbm.g_00541
OG0000544	Syaa.g_02018	Prbm.g_00542
OG0000545	Syaa.g_02016	Prbm.g_00544
OG0000546	Syaa.g_02014	Prbm.g_00547
