Orthogroup	Syaa	Pray
OG0000130	Syaa.g_00354	Pray.g_00220
OG0000131	Syaa.g_02448	Pray.g_00144
OG0000132	Syaa.g_02472	Pray.g_00645
OG0000133	Syaa.g_01361	Pray.g_00800
OG0000134	Syaa.g_02146	Pray.g_00835
OG0000135	Syaa.g_02649	Pray.g_00861
OG0000136	Syaa.g_00708	Pray.g_00931
OG0000137	Syaa.g_01842	Pray.g_00965
OG0000138	Syaa.g_02035	Pray.g_00985
OG0000139	Syaa.g_01974	Pray.g_01224
OG0000140	Syaa.g_01971	Pray.g_01223
OG0000141	Syaa.g_01689	Pray.g_01156
OG0000142	Syaa.g_01633	Pray.g_01128
OG0000143	Syaa.g_01629	Pray.g_01124
OG0000144	Syaa.g_01446	Pray.g_01111
OG0000145	Syaa.g_02029	Pray.g_00306
OG0000146	Syaa.g_01367	Pray.g_00314
OG0000147	Syaa.g_01368	Pray.g_00315
OG0000148	Syaa.g_01190	Pray.g_00364
OG0000149	Syaa.g_00826	Pray.g_00395
OG0000150	Syaa.g_01688	Pray.g_00403
OG0000151	Syaa.g_01107	Pray.g_00462
OG0000152	Syaa.g_01357	Pray.g_00511
OG0000153	Syaa.g_01324	Pray.g_00530
OG0000154	Syaa.g_01298	Pray.g_00558
OG0000155	Syaa.g_00804	Pray.g_00043
OG0000156	Syaa.g_00751	Pray.g_01881
OG0000157	Syaa.g_00750	Pray.g_01880
OG0000158	Syaa.g_00148	Pray.g_01787
OG0000160	Syaa.g_01776	Pray.g_01721
OG0000161	Syaa.g_01782	Pray.g_01715
OG0000162	Syaa.g_01788	Pray.g_01709
OG0000163	Syaa.g_00624	Pray.g_01675
OG0000164	Syaa.g_00507	Pray.g_01535
OG0000165	Syaa.g_00681	Pray.g_01528
OG0000166	Syaa.g_02289	Pray.g_01270
OG0000167	Syaa.g_00160	Pray.g_01337
OG0000168	Syaa.g_00145	Pray.g_01347
OG0000169	Syaa.g_00134	Pray.g_01357
OG0000170	Syaa.g_00128	Pray.g_01359
OG0000171	Syaa.g_00093	Pray.g_01379
OG0000172	Syaa.g_00079	Pray.g_01388
OG0000173	Syaa.g_00060	Pray.g_01403
OG0000174	Syaa.g_02651	Pray.g_01431
OG0000175	Syaa.g_02726	Pray.g_01441
OG0000176	Syaa.g_00004	Pray.g_01465, Pray.g_01466
OG0000177	Syaa.g_00005	Pray.g_01467
OG0000178	Syaa.g_00006	Pray.g_01468
OG0000179	Syaa.g_00023	Pray.g_01478
OG0000180	Syaa.g_00024	Pray.g_01479
OG0000181	Syaa.g_00025	Pray.g_01480
OG0000182	Syaa.g_00026	Pray.g_01481
OG0000183	Syaa.g_00030	Pray.g_01485
OG0000184	Syaa.g_02578	Pray.g_00237
OG0000185	Syaa.g_02575	Pray.g_00234
OG0000186	Syaa.g_00359	Pray.g_00225
OG0000187	Syaa.g_00358	Pray.g_00224
OG0000188	Syaa.g_00334	Pray.g_00207
OG0000189	Syaa.g_02367	Pray.g_00193
OG0000190	Syaa.g_02369	Pray.g_00192
OG0000191	Syaa.g_02404	Pray.g_00172
OG0000192	Syaa.g_02410	Pray.g_00168
OG0000193	Syaa.g_02449	Pray.g_00143
OG0000194	Syaa.g_02452	Pray.g_00140
OG0000195	Syaa.g_02459	Pray.g_00138
OG0000196	Syaa.g_02469	Pray.g_00642
OG0000197	Syaa.g_02470	Pray.g_00643
OG0000198	Syaa.g_02471	Pray.g_00644
OG0000199	Syaa.g_02479	Pray.g_00651
OG0000200	Syaa.g_02496	Pray.g_00665
OG0000201	Syaa.g_02521	Pray.g_00673
OG0000202	Syaa.g_02522	Pray.g_00674
OG0000203	Syaa.g_02523	Pray.g_00675
OG0000204	Syaa.g_02524	Pray.g_00676
OG0000205	Syaa.g_02531	Pray.g_00683
OG0000206	Syaa.g_02538	Pray.g_00688
OG0000207	Syaa.g_02540	Pray.g_00690
OG0000208	Syaa.g_02541	Pray.g_00691
OG0000209	Syaa.g_02556	Pray.g_00700
OG0000210	Syaa.g_02557	Pray.g_00701
OG0000212	Syaa.g_02102	Pray.g_00721
OG0000213	Syaa.g_00295	Pray.g_00738
OG0000214	Syaa.g_00279	Pray.g_00747
OG0000215	Syaa.g_00248	Pray.g_00771
OG0000216	Syaa.g_00244	Pray.g_00772
OG0000217	Syaa.g_00240	Pray.g_00775
OG0000218	Syaa.g_00238	Pray.g_00777
OG0000219	Syaa.g_00237	Pray.g_00778
OG0000220	Syaa.g_00236	Pray.g_00779
OG0000221	Syaa.g_00229	Pray.g_00780
OG0000222	Syaa.g_00215	Pray.g_00788
OG0000223	Syaa.g_00192	Pray.g_00801
OG0000224	Syaa.g_00183	Pray.g_00803
OG0000225	Syaa.g_02166	Pray.g_00824
OG0000226	Syaa.g_02162	Pray.g_00828
OG0000227	Syaa.g_02160	Pray.g_00830
OG0000228	Syaa.g_02150	Pray.g_00833
OG0000229	Syaa.g_00703	Pray.g_00926
OG0000230	Syaa.g_00705	Pray.g_00928
OG0000231	Syaa.g_00717	Pray.g_00939
OG0000232	Syaa.g_01858	Pray.g_00948
OG0000233	Syaa.g_01853	Pray.g_00953
OG0000234	Syaa.g_01841	Pray.g_00966
OG0000235	Syaa.g_02052	Pray.g_00969
OG0000236	Syaa.g_02037	Pray.g_00983
OG0000237	Syaa.g_02020	Pray.g_00997
OG0000238	Syaa.g_02015	Pray.g_01003
OG0000239	Syaa.g_01996	Pray.g_01016
OG0000240	Syaa.g_01995	Pray.g_01017
OG0000241	Syaa.g_01644	Pray.g_01021
OG0000242	Syaa.g_01982	Pray.g_01023
OG0000243	Syaa.g_01960	Pray.g_01218
OG0000244	Syaa.g_01954	Pray.g_01215
OG0000245	Syaa.g_01952	Pray.g_01213
OG0000246	Syaa.g_01948	Pray.g_01209
OG0000247	Syaa.g_01937	Pray.g_01199
OG0000248	Syaa.g_01934	Pray.g_01197
OG0000249	Syaa.g_01932	Pray.g_01195
OG0000250	Syaa.g_01922	Pray.g_01190
OG0000251	Syaa.g_01897	Pray.g_01172
OG0000252	Syaa.g_01894	Pray.g_01169
OG0000253	Syaa.g_01893	Pray.g_01168
OG0000254	Syaa.g_01684	Pray.g_01152
OG0000255	Syaa.g_01668	Pray.g_01146
OG0000256	Syaa.g_01651	Pray.g_01136
OG0000257	Syaa.g_01645	Pray.g_01133
OG0000258	Syaa.g_01624	Pray.g_01120
OG0000259	Syaa.g_01063	Pray.g_01103
OG0000260	Syaa.g_01066	Pray.g_01100
OG0000261	Syaa.g_01069	Pray.g_01098
OG0000262	Syaa.g_01074	Pray.g_01094
OG0000263	Syaa.g_00989	Pray.g_01082
OG0000264	Syaa.g_00910	Pray.g_01072
OG0000265	Syaa.g_00931, Syaa.g_01498	Pray.g_01040
OG0000266	Syaa.g_01257, Syaa.g_01258	Pray.g_01030
OG0000267	Syaa.g_01409	Pray.g_00274
OG0000268	Syaa.g_01408	Pray.g_00275
OG0000269	Syaa.g_01149	Pray.g_00343
OG0000270	Syaa.g_01152	Pray.g_00346
OG0000271	Syaa.g_01160	Pray.g_00354
OG0000272	Syaa.g_01161	Pray.g_00355
OG0000273	Syaa.g_00844	Pray.g_00378
OG0000274	Syaa.g_00843	Pray.g_00379
OG0000275	Syaa.g_00840	Pray.g_00382
OG0000276	Syaa.g_00834	Pray.g_00387
OG0000277	Syaa.g_00833	Pray.g_00388
OG0000278	Syaa.g_00830	Pray.g_00391
OG0000279	Syaa.g_00822	Pray.g_00398
OG0000280	Syaa.g_00815	Pray.g_00399
OG0000282	Syaa.g_01096	Pray.g_00454
OG0000283	Syaa.g_01396	Pray.g_00488
OG0000284	Syaa.g_01390	Pray.g_00493
OG0000285	Syaa.g_01377	Pray.g_00498
OG0000286	Syaa.g_01358	Pray.g_00510
OG0000288	Syaa.g_01299	Pray.g_00557
OG0000289	Syaa.g_01285	Pray.g_00568
OG0000290	Syaa.g_00875	Pray.g_00581
OG0000291	Syaa.g_00877	Pray.g_00583
OG0000292	Syaa.g_02751	Pray.g_00632
OG0000293	Syaa.g_00758	Pray.g_00073
OG0000294	Syaa.g_00759	Pray.g_00072
OG0000295	Syaa.g_00796	Pray.g_00051
OG0000296	Syaa.g_00798	Pray.g_00049
OG0000297	Syaa.g_01021	Pray.g_00041
OG0000298	Syaa.g_01010	Pray.g_00040
OG0000299	Syaa.g_00982	Pray.g_00023
OG0000300	Syaa.g_00976	Pray.g_00020
OG0000301	Syaa.g_00975	Pray.g_00019
OG0000302	Syaa.g_00972	Pray.g_00017
OG0000303	Syaa.g_00963	Pray.g_00010
OG0000304	Syaa.g_00957	Pray.g_00006
OG0000305	Syaa.g_00881	Pray.g_01837
OG0000306	Syaa.g_00807	Pray.g_01834
OG0000307	Syaa.g_02068	Pray.g_01820
OG0000308	Syaa.g_02070	Pray.g_01819
OG0000309	Syaa.g_02075	Pray.g_01815
OG0000310	Syaa.g_01752	Pray.g_01737
OG0000311	Syaa.g_01757	Pray.g_01735
OG0000312	Syaa.g_01762	Pray.g_01732
OG0000313	Syaa.g_01779	Pray.g_01718
OG0000314	Syaa.g_01806	Pray.g_01695
OG0000315	Syaa.g_01816	Pray.g_01685
OG0000316	Syaa.g_00598	Pray.g_01665
OG0000317	Syaa.g_00556	Pray.g_01561
OG0000318	Syaa.g_00550	Pray.g_01558
OG0000319	Syaa.g_00532	Pray.g_01545
OG0000320	Syaa.g_00530	Pray.g_01543
OG0000321	Syaa.g_00529	Pray.g_01542
OG0000322	Syaa.g_00528	Pray.g_01541
OG0000323	Syaa.g_00496	Pray.g_01532
OG0000324	Syaa.g_00653	Pray.g_01506
OG0000325	Syaa.g_02350	Pray.g_01235
OG0000326	Syaa.g_02343	Pray.g_01241
OG0000327	Syaa.g_02294	Pray.g_01265
OG0000328	Syaa.g_02293	Pray.g_01266
OG0000329	Syaa.g_02275	Pray.g_01283
OG0000330	Syaa.g_02274	Pray.g_01284
OG0000331	Syaa.g_02273	Pray.g_01285
OG0000332	Syaa.g_02258	Pray.g_01299
OG0000333	Syaa.g_02255	Pray.g_01301
OG0000334	Syaa.g_02246	Pray.g_01309
OG0000335	Syaa.g_02241	Pray.g_01314
OG0000336	Syaa.g_02237	Pray.g_01318
OG0000337	Syaa.g_00167	Pray.g_01335
OG0000338	Syaa.g_00162	Pray.g_01336
OG0000339	Syaa.g_00156	Pray.g_01340
OG0000340	Syaa.g_00144	Pray.g_01348
OG0000341	Syaa.g_00142	Pray.g_01350
OG0000342	Syaa.g_00141	Pray.g_01351
OG0000343	Syaa.g_00140	Pray.g_01352
OG0000344	Syaa.g_00136	Pray.g_01355
OG0000345	Syaa.g_00127	Pray.g_01360
OG0000346	Syaa.g_00122	Pray.g_01365
OG0000347	Syaa.g_00088	Pray.g_01381
OG0000348	Syaa.g_00071	Pray.g_01391
OG0000349	Syaa.g_00053	Pray.g_01408
OG0000350	Syaa.g_02336	Pray.g_01427
OG0000351	Syaa.g_02730	Pray.g_01444
OG0000352	Syaa.g_02731	Pray.g_01445
OG0000353	Syaa.g_02757	Pray.g_01460
OG0000355	Syaa.g_00001	Pray.g_01462
OG0000356	Syaa.g_00002	Pray.g_01463
OG0000357	Syaa.g_00003	Pray.g_01464
OG0000358	Syaa.g_00007	Pray.g_01469
OG0000359	Syaa.g_00009	Pray.g_01470
OG0000360	Syaa.g_00010	Pray.g_01471
OG0000361	Syaa.g_00011	Pray.g_01472
OG0000362	Syaa.g_00013	Pray.g_01474
OG0000363	Syaa.g_00015	Pray.g_01476
OG0000364	Syaa.g_00016	Pray.g_01477
OG0000365	Syaa.g_00027	Pray.g_01482
OG0000366	Syaa.g_00028	Pray.g_01483
OG0000367	Syaa.g_00029	Pray.g_01484
OG0000368	Syaa.g_00031	Pray.g_01486
OG0000369	Syaa.g_00032	Pray.g_01487
OG0000370	Syaa.g_00033	Pray.g_01488
OG0000371	Syaa.g_00041	Pray.g_01494
OG0000372	Syaa.g_00046	Pray.g_01497
OG0000373	Syaa.g_00047	Pray.g_01498
OG0000374	Syaa.g_00048	Pray.g_01499
OG0000375	Syaa.g_00049	Pray.g_00243
OG0000376	Syaa.g_00051	Pray.g_00241
OG0000377	Syaa.g_02585	Pray.g_00238
OG0000378	Syaa.g_02577	Pray.g_00236
OG0000379	Syaa.g_02574	Pray.g_00233
OG0000380	Syaa.g_00357	Pray.g_00223
OG0000381	Syaa.g_00353	Pray.g_00219
OG0000382	Syaa.g_00335	Pray.g_00208
OG0000383	Syaa.g_00333	Pray.g_00206
OG0000384	Syaa.g_00332	Pray.g_00205
OG0000385	Syaa.g_00331	Pray.g_00204
OG0000386	Syaa.g_00330	Pray.g_00203
OG0000387	Syaa.g_02371	Pray.g_00190
OG0000388	Syaa.g_02375	Pray.g_00187
OG0000389	Syaa.g_02379	Pray.g_00183
OG0000390	Syaa.g_02398	Pray.g_00176
OG0000391	Syaa.g_02403	Pray.g_00173
OG0000392	Syaa.g_02409	Pray.g_00169
OG0000393	Syaa.g_02412	Pray.g_00167
OG0000394	Syaa.g_02413	Pray.g_00166
OG0000395	Syaa.g_02414	Pray.g_00165
OG0000396	Syaa.g_02417	Pray.g_00162
OG0000397	Syaa.g_02419	Pray.g_00160
OG0000398	Syaa.g_02424	Pray.g_00158
OG0000399	Syaa.g_02425	Pray.g_00157
OG0000400	Syaa.g_02426	Pray.g_00156
OG0000401	Syaa.g_02427	Pray.g_00155
OG0000402	Syaa.g_02429	Pray.g_00153
OG0000403	Syaa.g_02430	Pray.g_00152
OG0000404	Syaa.g_02431	Pray.g_00151
OG0000405	Syaa.g_02446	Pray.g_00147
OG0000406	Syaa.g_02450	Pray.g_00142
OG0000407	Syaa.g_02451	Pray.g_00141
OG0000408	Syaa.g_02458	Pray.g_00139
OG0000409	Syaa.g_02460	Pray.g_00137
OG0000410	Syaa.g_02461	Pray.g_00136
OG0000411	Syaa.g_02462	Pray.g_00635
OG0000412	Syaa.g_02463	Pray.g_00636
OG0000413	Syaa.g_02465	Pray.g_00637
OG0000415	Syaa.g_02466	Pray.g_00639
OG0000416	Syaa.g_02467	Pray.g_00640
OG0000417	Syaa.g_02468	Pray.g_00641
OG0000418	Syaa.g_02473	Pray.g_00646
OG0000419	Syaa.g_02475	Pray.g_00648
OG0000420	Syaa.g_02477	Pray.g_00649
OG0000421	Syaa.g_02482	Pray.g_00654
OG0000422	Syaa.g_02483	Pray.g_00655
OG0000423	Syaa.g_02484	Pray.g_00656
OG0000424	Syaa.g_02485	Pray.g_00657
OG0000425	Syaa.g_02486	Pray.g_00658
OG0000426	Syaa.g_02487	Pray.g_00659
OG0000427	Syaa.g_02488	Pray.g_00660
OG0000428	Syaa.g_02491	Pray.g_00662
OG0000429	Syaa.g_02493	Pray.g_00663
OG0000430	Syaa.g_02495	Pray.g_00664
OG0000431	Syaa.g_02498	Pray.g_00666
OG0000432	Syaa.g_02504	Pray.g_00669
OG0000433	Syaa.g_02513	Pray.g_00670
OG0000434	Syaa.g_02514	Pray.g_00671
OG0000435	Syaa.g_02516	Pray.g_00672
OG0000436	Syaa.g_02525	Pray.g_00677
OG0000437	Syaa.g_02526	Pray.g_00678
OG0000438	Syaa.g_02527	Pray.g_00679
OG0000439	Syaa.g_02529	Pray.g_00681
OG0000440	Syaa.g_02530	Pray.g_00682
OG0000441	Syaa.g_02534	Pray.g_00685
OG0000442	Syaa.g_02535	Pray.g_00686
OG0000443	Syaa.g_02536	Pray.g_00687
OG0000444	Syaa.g_02542	Pray.g_00692
OG0000445	Syaa.g_02543	Pray.g_00693
OG0000446	Syaa.g_02545	Pray.g_00694
OG0000447	Syaa.g_02548	Pray.g_00695
OG0000448	Syaa.g_02549	Pray.g_00696
OG0000449	Syaa.g_02550	Pray.g_00697
OG0000450	Syaa.g_02553	Pray.g_00698
OG0000451	Syaa.g_02554	Pray.g_00699
OG0000452	Syaa.g_02558	Pray.g_00702
OG0000453	Syaa.g_02559	Pray.g_00703
OG0000454	Syaa.g_02560	Pray.g_00704
OG0000455	Syaa.g_02561	Pray.g_00705
OG0000456	Syaa.g_02562	Pray.g_00706
OG0000457	Syaa.g_02564	Pray.g_00707
OG0000458	Syaa.g_02565	Pray.g_00708
OG0000459	Syaa.g_02566	Pray.g_00709
OG0000460	Syaa.g_02111	Pray.g_00716
OG0000461	Syaa.g_00318	Pray.g_00723
OG0000462	Syaa.g_00315	Pray.g_00725
OG0000463	Syaa.g_00314	Pray.g_00726
OG0000464	Syaa.g_00313	Pray.g_00727
OG0000465	Syaa.g_00311	Pray.g_00728
OG0000466	Syaa.g_00306	Pray.g_00731
OG0000467	Syaa.g_00304	Pray.g_00732
OG0000468	Syaa.g_00299	Pray.g_00734
OG0000469	Syaa.g_00285	Pray.g_00742
OG0000470	Syaa.g_00283	Pray.g_00744
OG0000471	Syaa.g_00282	Pray.g_00745
OG0000472	Syaa.g_00280	Pray.g_00746
OG0000473	Syaa.g_00278	Pray.g_00748
OG0000474	Syaa.g_00277	Pray.g_00749
OG0000475	Syaa.g_00276	Pray.g_00750
OG0000476	Syaa.g_00274	Pray.g_00751
OG0000477	Syaa.g_00268	Pray.g_00754
OG0000478	Syaa.g_00267	Pray.g_00755
OG0000479	Syaa.g_00266	Pray.g_00756
OG0000480	Syaa.g_00259	Pray.g_00761
OG0000481	Syaa.g_00257	Pray.g_00763
OG0000482	Syaa.g_00256	Pray.g_00764
OG0000483	Syaa.g_00252	Pray.g_00767
OG0000484	Syaa.g_00251	Pray.g_00768
OG0000485	Syaa.g_00250	Pray.g_00769
OG0000486	Syaa.g_00249	Pray.g_00770
OG0000487	Syaa.g_00243	Pray.g_00773
OG0000488	Syaa.g_00239	Pray.g_00776
OG0000489	Syaa.g_00228	Pray.g_00781
OG0000490	Syaa.g_00220	Pray.g_00786
OG0000491	Syaa.g_00218	Pray.g_00787
OG0000492	Syaa.g_00214	Pray.g_00789
OG0000493	Syaa.g_00213	Pray.g_00790
OG0000494	Syaa.g_00212	Pray.g_00791
OG0000495	Syaa.g_00211	Pray.g_00792
OG0000496	Syaa.g_00210	Pray.g_00793
OG0000497	Syaa.g_00209	Pray.g_00794
OG0000498	Syaa.g_00208	Pray.g_00795
OG0000499	Syaa.g_00207	Pray.g_00796
OG0000500	Syaa.g_00206	Pray.g_00797
OG0000501	Syaa.g_00203	Pray.g_00799
OG0000502	Syaa.g_00190	Pray.g_00802
OG0000503	Syaa.g_02182	Pray.g_00812
OG0000504	Syaa.g_02180	Pray.g_00813
OG0000505	Syaa.g_02179	Pray.g_00814
OG0000506	Syaa.g_02177	Pray.g_00816
OG0000507	Syaa.g_02171	Pray.g_00819
OG0000508	Syaa.g_02167	Pray.g_00823
OG0000509	Syaa.g_02165	Pray.g_00825
OG0000510	Syaa.g_02164	Pray.g_00826
OG0000511	Syaa.g_02163	Pray.g_00827
OG0000512	Syaa.g_02161	Pray.g_00829
OG0000513	Syaa.g_02145	Pray.g_00836
OG0000514	Syaa.g_02118	Pray.g_00921
OG0000515	Syaa.g_02117	Pray.g_00922
OG0000516	Syaa.g_00698	Pray.g_00923
OG0000517	Syaa.g_00702	Pray.g_00925
OG0000518	Syaa.g_00714	Pray.g_00936
OG0000519	Syaa.g_00715	Pray.g_00937
OG0000520	Syaa.g_00716	Pray.g_00938
OG0000521	Syaa.g_01864	Pray.g_00943
OG0000522	Syaa.g_01862	Pray.g_00945
OG0000523	Syaa.g_01859	Pray.g_00946
OG0000524	Syaa.g_01856	Pray.g_00951
OG0000525	Syaa.g_01851	Pray.g_00954
OG0000526	Syaa.g_01848	Pray.g_00955
OG0000527	Syaa.g_01844	Pray.g_00963
OG0000528	Syaa.g_02054	Pray.g_00968
OG0000529	Syaa.g_02050	Pray.g_00971
OG0000530	Syaa.g_02047	Pray.g_00974
OG0000531	Syaa.g_02046	Pray.g_00975
OG0000532	Syaa.g_02043	Pray.g_00977
OG0000533	Syaa.g_02042	Pray.g_00978
OG0000534	Syaa.g_02041	Pray.g_00979
OG0000535	Syaa.g_02040	Pray.g_00980
OG0000536	Syaa.g_02039	Pray.g_00981
OG0000537	Syaa.g_02038	Pray.g_00982
OG0000538	Syaa.g_02027	Pray.g_00991
OG0000539	Syaa.g_02026	Pray.g_00992
OG0000540	Syaa.g_02025	Pray.g_00993
OG0000541	Syaa.g_02024	Pray.g_00994
OG0000542	Syaa.g_02021	Pray.g_00996
OG0000543	Syaa.g_02019	Pray.g_00998
OG0000544	Syaa.g_02018	Pray.g_00999
OG0000545	Syaa.g_02016	Pray.g_01001
OG0000546	Syaa.g_02014	Pray.g_01004
OG0000547	Syaa.g_02012	Pray.g_01006
OG0000548	Syaa.g_02011	Pray.g_01007
OG0000549	Syaa.g_02003	Pray.g_01009
OG0000550	Syaa.g_01998	Pray.g_01014
OG0000551	Syaa.g_01993	Pray.g_01018
OG0000552	Syaa.g_01992	Pray.g_01019
OG0000553	Syaa.g_01990	Pray.g_01020
OG0000554	Syaa.g_01979	Pray.g_01227
OG0000555	Syaa.g_01961	Pray.g_01219
OG0000556	Syaa.g_01957	Pray.g_01217
OG0000557	Syaa.g_01955	Pray.g_01216
OG0000558	Syaa.g_01953	Pray.g_01214
OG0000559	Syaa.g_01949	Pray.g_01210
OG0000560	Syaa.g_01946	Pray.g_01207
OG0000561	Syaa.g_01945	Pray.g_01206
OG0000562	Syaa.g_01944	Pray.g_01205
OG0000563	Syaa.g_01943	Pray.g_01204
OG0000564	Syaa.g_01942	Pray.g_01203
OG0000565	Syaa.g_01939	Pray.g_01200
OG0000566	Syaa.g_01935	Pray.g_01198
OG0000567	Syaa.g_01931	Pray.g_01194
OG0000568	Syaa.g_01928	Pray.g_01193
OG0000569	Syaa.g_01925	Pray.g_01192
OG0000570	Syaa.g_01924	Pray.g_01191
OG0000571	Syaa.g_01920	Pray.g_01189
OG0000572	Syaa.g_01904	Pray.g_01176
OG0000573	Syaa.g_01896	Pray.g_01171
