Orthogroup	Syaa	Pram
OG0000228	Syaa.g_02150	Pram.g_00351
OG0000229	Syaa.g_00703	Pram.g_00371
OG0000230	Syaa.g_00705	Pram.g_00373
OG0000231	Syaa.g_00717	Pram.g_00384
OG0000232	Syaa.g_01858	Pram.g_00397
OG0000233	Syaa.g_01853	Pram.g_00402
OG0000234	Syaa.g_01841	Pram.g_00412
OG0000235	Syaa.g_02052	Pram.g_00415
OG0000236	Syaa.g_02037	Pram.g_00429
OG0000237	Syaa.g_02020	Pram.g_00443
OG0000238	Syaa.g_02015	Pram.g_00449
OG0000239	Syaa.g_01996	Pram.g_00462
OG0000240	Syaa.g_01995	Pram.g_00463
OG0000241	Syaa.g_01644	Pram.g_00468
OG0000242	Syaa.g_01982	Pram.g_00470
OG0000243	Syaa.g_01960	Pram.g_00480
OG0000244	Syaa.g_01954	Pram.g_00483
OG0000245	Syaa.g_01952	Pram.g_00485
OG0000246	Syaa.g_01948	Pram.g_00489
OG0000247	Syaa.g_01937	Pram.g_00500
OG0000248	Syaa.g_01934	Pram.g_00503
OG0000249	Syaa.g_01932	Pram.g_00505
OG0000250	Syaa.g_01922	Pram.g_00510
OG0000251	Syaa.g_01897	Pram.g_00528
OG0000252	Syaa.g_01894	Pram.g_00531
OG0000253	Syaa.g_01893	Pram.g_00532
OG0000254	Syaa.g_01684	Pram.g_00549
OG0000255	Syaa.g_01668	Pram.g_00555
OG0000256	Syaa.g_01651	Pram.g_00566
OG0000257	Syaa.g_01645	Pram.g_01080
OG0000258	Syaa.g_01624	Pram.g_01067
OG0000259	Syaa.g_01063	Pram.g_01050
OG0000260	Syaa.g_01066	Pram.g_01047
OG0000261	Syaa.g_01069	Pram.g_01044
OG0000262	Syaa.g_01074	Pram.g_01039
OG0000263	Syaa.g_00989	Pram.g_00771
OG0000264	Syaa.g_00910	Pram.g_00782
OG0000265	Syaa.g_00931, Syaa.g_01498	Pram.g_00801
OG0000266	Syaa.g_01257, Syaa.g_01258	Pram.g_01020
OG0000267	Syaa.g_01409	Pram.g_01007
OG0000268	Syaa.g_01408	Pram.g_01006
OG0000269	Syaa.g_01149	Pram.g_00804
OG0000270	Syaa.g_01152	Pram.g_00807
OG0000271	Syaa.g_01160	Pram.g_00815
OG0000272	Syaa.g_01161	Pram.g_00816
OG0000273	Syaa.g_00844	Pram.g_00839
OG0000274	Syaa.g_00843	Pram.g_00840
OG0000275	Syaa.g_00840	Pram.g_00843
OG0000276	Syaa.g_00834	Pram.g_00849
OG0000277	Syaa.g_00833	Pram.g_00850
OG0000278	Syaa.g_00830	Pram.g_00853
OG0000279	Syaa.g_00822	Pram.g_00861
OG0000280	Syaa.g_00815	Pram.g_00862
OG0000282	Syaa.g_01096	Pram.g_00736
OG0000283	Syaa.g_01396	Pram.g_00916
OG0000284	Syaa.g_01390	Pram.g_00921
OG0000285	Syaa.g_01377	Pram.g_00926
OG0000286	Syaa.g_01358	Pram.g_00942
OG0000287	Syaa.g_01330	Pram.g_01199
OG0000288	Syaa.g_01299	Pram.g_00977
OG0000289	Syaa.g_01285	Pram.g_00992
OG0000290	Syaa.g_00875	Pram.g_00891
OG0000291	Syaa.g_00877	Pram.g_00889
OG0000292	Syaa.g_02751	Pram.g_01185
OG0000293	Syaa.g_00758	Pram.g_01150
OG0000294	Syaa.g_00759	Pram.g_01149
OG0000295	Syaa.g_00796	Pram.g_01125
OG0000296	Syaa.g_00798	Pram.g_01123
OG0000297	Syaa.g_01021	Pram.g_01114
OG0000298	Syaa.g_01010	Pram.g_01113
OG0000299	Syaa.g_00982	Pram.g_01094
OG0000300	Syaa.g_00976	Pram.g_01091
OG0000301	Syaa.g_00975	Pram.g_01090
OG0000302	Syaa.g_00972	Pram.g_01088
OG0000303	Syaa.g_00963	Pram.g_01082
OG0000304	Syaa.g_00957	Pram.g_00571
OG0000305	Syaa.g_00881	Pram.g_01183
OG0000306	Syaa.g_00807	Pram.g_00874
OG0000307	Syaa.g_02068	Pram.g_01458
OG0000308	Syaa.g_02070	Pram.g_01457
OG0000309	Syaa.g_02075	Pram.g_01453
OG0000310	Syaa.g_01752	Pram.g_01395
OG0000311	Syaa.g_01757	Pram.g_01393
OG0000312	Syaa.g_01762	Pram.g_01390
OG0000313	Syaa.g_01779	Pram.g_01374
OG0000314	Syaa.g_01806	Pram.g_01351
OG0000315	Syaa.g_01816	Pram.g_01341
OG0000316	Syaa.g_00598	Pram.g_01315
OG0000317	Syaa.g_00556	Pram.g_01629
OG0000318	Syaa.g_00550	Pram.g_01633
OG0000319	Syaa.g_00532	Pram.g_01646
OG0000320	Syaa.g_00530	Pram.g_01648
OG0000321	Syaa.g_00529	Pram.g_01649
OG0000322	Syaa.g_00528	Pram.g_01650
OG0000323	Syaa.g_00496	Pram.g_01659
OG0000324	Syaa.g_00653	Pram.g_01687
OG0000325	Syaa.g_02350	Pram.g_01697
OG0000326	Syaa.g_02343	Pram.g_01704
OG0000327	Syaa.g_02294	Pram.g_01728
OG0000328	Syaa.g_02293	Pram.g_01729
OG0000329	Syaa.g_02275	Pram.g_01746
OG0000330	Syaa.g_02274	Pram.g_01747
OG0000331	Syaa.g_02273	Pram.g_01748
OG0000332	Syaa.g_02258	Pram.g_01762
OG0000333	Syaa.g_02255	Pram.g_01764
OG0000334	Syaa.g_02246	Pram.g_01773
OG0000335	Syaa.g_02241	Pram.g_01778
OG0000336	Syaa.g_02237	Pram.g_01782
OG0000337	Syaa.g_00167	Pram.g_01801
OG0000338	Syaa.g_00162	Pram.g_01802
OG0000339	Syaa.g_00156	Pram.g_01808
OG0000340	Syaa.g_00144	Pram.g_01817
OG0000341	Syaa.g_00142	Pram.g_01819
OG0000342	Syaa.g_00141	Pram.g_01820
OG0000343	Syaa.g_00140	Pram.g_01821
OG0000344	Syaa.g_00136	Pram.g_01824
OG0000345	Syaa.g_00127	Pram.g_01830
OG0000346	Syaa.g_00122	Pram.g_01834
OG0000347	Syaa.g_00088	Pram.g_01851
OG0000348	Syaa.g_00071	Pram.g_01859
OG0000349	Syaa.g_00053	Pram.g_01877
OG0000350	Syaa.g_02336	Pram.g_01898
OG0000351	Syaa.g_02730	Pram.g_01917
OG0000352	Syaa.g_02731	Pram.g_01918
OG0000353	Syaa.g_02757	Pram.g_01937
OG0000355	Syaa.g_00001	Pram.g_01939
OG0000356	Syaa.g_00002	Pram.g_01940
OG0000357	Syaa.g_00003	Pram.g_01941
OG0000358	Syaa.g_00007	Pram.g_01945
OG0000359	Syaa.g_00009	Pram.g_01946
OG0000360	Syaa.g_00010	Pram.g_01947
OG0000361	Syaa.g_00011	Pram.g_01948
OG0000362	Syaa.g_00013	Pram.g_01950
OG0000363	Syaa.g_00015	Pram.g_00001
OG0000364	Syaa.g_00016	Pram.g_00002
OG0000365	Syaa.g_00027	Pram.g_00007
OG0000366	Syaa.g_00028	Pram.g_00008
OG0000367	Syaa.g_00029	Pram.g_00009
OG0000368	Syaa.g_00031	Pram.g_00011
OG0000369	Syaa.g_00032	Pram.g_00012
OG0000370	Syaa.g_00033	Pram.g_00013
OG0000371	Syaa.g_00041	Pram.g_00019
OG0000372	Syaa.g_00046	Pram.g_00021
OG0000373	Syaa.g_00047	Pram.g_00022
OG0000374	Syaa.g_00048	Pram.g_00023
OG0000375	Syaa.g_00049	Pram.g_00024
OG0000376	Syaa.g_00051	Pram.g_00026
OG0000377	Syaa.g_02585	Pram.g_00030
OG0000378	Syaa.g_02577	Pram.g_00034
OG0000379	Syaa.g_02574	Pram.g_00037
OG0000380	Syaa.g_00357	Pram.g_00050
OG0000381	Syaa.g_00353	Pram.g_00055
OG0000382	Syaa.g_00335	Pram.g_00065
OG0000383	Syaa.g_00333	Pram.g_00067
OG0000384	Syaa.g_00332	Pram.g_00068
OG0000385	Syaa.g_00331	Pram.g_00069
OG0000386	Syaa.g_00330	Pram.g_00070
OG0000387	Syaa.g_02371	Pram.g_00083
OG0000388	Syaa.g_02375	Pram.g_00087
OG0000389	Syaa.g_02379	Pram.g_00090
OG0000390	Syaa.g_02398	Pram.g_00099
OG0000391	Syaa.g_02403	Pram.g_00102
OG0000392	Syaa.g_02409	Pram.g_00106
OG0000393	Syaa.g_02412	Pram.g_00109
OG0000394	Syaa.g_02413	Pram.g_00110
OG0000395	Syaa.g_02414	Pram.g_00111
OG0000396	Syaa.g_02417	Pram.g_00113
OG0000397	Syaa.g_02419	Pram.g_00115
OG0000398	Syaa.g_02424	Pram.g_00118
OG0000399	Syaa.g_02425	Pram.g_00119
OG0000400	Syaa.g_02426	Pram.g_00120
OG0000401	Syaa.g_02427	Pram.g_00121
OG0000402	Syaa.g_02429	Pram.g_01001
OG0000403	Syaa.g_02430	Pram.g_00123
OG0000404	Syaa.g_02431	Pram.g_00124
OG0000405	Syaa.g_02446	Pram.g_00128
OG0000406	Syaa.g_02450	Pram.g_00132
OG0000407	Syaa.g_02451	Pram.g_00133
OG0000408	Syaa.g_02458	Pram.g_00135
OG0000409	Syaa.g_02460	Pram.g_00137
OG0000410	Syaa.g_02461	Pram.g_00138
OG0000411	Syaa.g_02462	Pram.g_00139
OG0000412	Syaa.g_02463	Pram.g_00140
OG0000413	Syaa.g_02465	Pram.g_00141
OG0000415	Syaa.g_02466	Pram.g_00143
OG0000416	Syaa.g_02467	Pram.g_00144
OG0000417	Syaa.g_02468	Pram.g_00145
OG0000418	Syaa.g_02473	Pram.g_00150
OG0000419	Syaa.g_02475	Pram.g_00152
OG0000420	Syaa.g_02477	Pram.g_00153
OG0000421	Syaa.g_02482	Pram.g_00157
OG0000422	Syaa.g_02483	Pram.g_00158
OG0000423	Syaa.g_02484	Pram.g_00159
OG0000424	Syaa.g_02485	Pram.g_00160
OG0000425	Syaa.g_02486	Pram.g_00161
OG0000426	Syaa.g_02487	Pram.g_00162
OG0000427	Syaa.g_02488	Pram.g_00163
OG0000428	Syaa.g_02491	Pram.g_00165
OG0000429	Syaa.g_02493	Pram.g_00166
OG0000430	Syaa.g_02495	Pram.g_00167
OG0000431	Syaa.g_02498	Pram.g_00169
OG0000432	Syaa.g_02504	Pram.g_00173
OG0000433	Syaa.g_02513	Pram.g_00174
OG0000434	Syaa.g_02514	Pram.g_00175
OG0000435	Syaa.g_02516	Pram.g_00176
OG0000436	Syaa.g_02525	Pram.g_00181
OG0000437	Syaa.g_02526	Pram.g_00182
OG0000438	Syaa.g_02527	Pram.g_00183
OG0000439	Syaa.g_02529	Pram.g_00185
OG0000440	Syaa.g_02530	Pram.g_00186
OG0000441	Syaa.g_02534	Pram.g_00189
OG0000442	Syaa.g_02535	Pram.g_00190
OG0000443	Syaa.g_02536	Pram.g_00191
OG0000444	Syaa.g_02542	Pram.g_00196
OG0000445	Syaa.g_02543	Pram.g_00197
OG0000446	Syaa.g_02545	Pram.g_00198
OG0000447	Syaa.g_02548	Pram.g_00199
OG0000448	Syaa.g_02549	Pram.g_00200
OG0000449	Syaa.g_02550	Pram.g_00201
OG0000450	Syaa.g_02553	Pram.g_00202
OG0000451	Syaa.g_02554	Pram.g_00203
OG0000452	Syaa.g_02558	Pram.g_00206
OG0000453	Syaa.g_02559	Pram.g_00207
OG0000454	Syaa.g_02560	Pram.g_00208
OG0000455	Syaa.g_02561	Pram.g_00209
OG0000456	Syaa.g_02562	Pram.g_00210
OG0000457	Syaa.g_02564	Pram.g_00212
OG0000458	Syaa.g_02565	Pram.g_00213
OG0000459	Syaa.g_02566	Pram.g_00214
OG0000460	Syaa.g_02111	Pram.g_00222
OG0000461	Syaa.g_00318	Pram.g_00230
OG0000462	Syaa.g_00315	Pram.g_00232
OG0000463	Syaa.g_00314	Pram.g_00233
OG0000464	Syaa.g_00313	Pram.g_00234
OG0000465	Syaa.g_00311	Pram.g_00235
OG0000466	Syaa.g_00306	Pram.g_00238
OG0000467	Syaa.g_00304	Pram.g_00239
OG0000468	Syaa.g_00299	Pram.g_00242
OG0000469	Syaa.g_00285	Pram.g_00250
OG0000470	Syaa.g_00283	Pram.g_00252
OG0000471	Syaa.g_00282	Pram.g_00253
OG0000472	Syaa.g_00280	Pram.g_00254
OG0000473	Syaa.g_00278	Pram.g_00256
OG0000474	Syaa.g_00277	Pram.g_00257
OG0000475	Syaa.g_00276	Pram.g_00258
OG0000476	Syaa.g_00274	Pram.g_00260
OG0000477	Syaa.g_00268	Pram.g_00263
OG0000478	Syaa.g_00267	Pram.g_00264
OG0000479	Syaa.g_00266	Pram.g_00265
OG0000480	Syaa.g_00259	Pram.g_00270
OG0000481	Syaa.g_00257	Pram.g_00273
OG0000482	Syaa.g_00256	Pram.g_00274
OG0000483	Syaa.g_00252	Pram.g_00277
OG0000484	Syaa.g_00251	Pram.g_00278
OG0000485	Syaa.g_00250	Pram.g_00280
OG0000486	Syaa.g_00249	Pram.g_00281
OG0000487	Syaa.g_00243	Pram.g_00284
OG0000488	Syaa.g_00239	Pram.g_00287
OG0000489	Syaa.g_00228	Pram.g_00292
OG0000490	Syaa.g_00220	Pram.g_00296
OG0000491	Syaa.g_00218	Pram.g_00297
OG0000492	Syaa.g_00214	Pram.g_00299
OG0000493	Syaa.g_00213	Pram.g_00300
OG0000494	Syaa.g_00212	Pram.g_00301
OG0000495	Syaa.g_00211	Pram.g_00302
OG0000496	Syaa.g_00210	Pram.g_00303
OG0000497	Syaa.g_00209	Pram.g_00304
OG0000498	Syaa.g_00208	Pram.g_00305
OG0000499	Syaa.g_00207	Pram.g_00306
OG0000500	Syaa.g_00206	Pram.g_00307
OG0000501	Syaa.g_00203	Pram.g_00309
OG0000502	Syaa.g_00190	Pram.g_00312
OG0000503	Syaa.g_02182	Pram.g_00328
OG0000504	Syaa.g_02180	Pram.g_00330
OG0000505	Syaa.g_02179	Pram.g_00331
OG0000506	Syaa.g_02177	Pram.g_00332
OG0000507	Syaa.g_02171	Pram.g_00336
OG0000508	Syaa.g_02167	Pram.g_00340
OG0000509	Syaa.g_02165	Pram.g_00342
OG0000510	Syaa.g_02164	Pram.g_00343
OG0000511	Syaa.g_02163	Pram.g_00344
OG0000512	Syaa.g_02161	Pram.g_00346
OG0000513	Syaa.g_02145	Pram.g_00355
OG0000514	Syaa.g_02118	Pram.g_00366
OG0000515	Syaa.g_02117	Pram.g_00367
OG0000516	Syaa.g_00698	Pram.g_00368
OG0000517	Syaa.g_00702	Pram.g_00370
OG0000518	Syaa.g_00714	Pram.g_00381
OG0000519	Syaa.g_00715	Pram.g_00382
OG0000520	Syaa.g_00716	Pram.g_00383
OG0000521	Syaa.g_01864	Pram.g_00393
OG0000522	Syaa.g_01862	Pram.g_00395
OG0000523	Syaa.g_01859	Pram.g_00396
OG0000524	Syaa.g_01856	Pram.g_00400
OG0000525	Syaa.g_01851	Pram.g_00404
OG0000526	Syaa.g_01848	Pram.g_00406
OG0000527	Syaa.g_01844	Pram.g_00409
OG0000528	Syaa.g_02054	Pram.g_00414
OG0000529	Syaa.g_02050	Pram.g_00417
OG0000530	Syaa.g_02047	Pram.g_00420
OG0000531	Syaa.g_02046	Pram.g_00421
OG0000532	Syaa.g_02043	Pram.g_00423
OG0000533	Syaa.g_02042	Pram.g_00424
OG0000534	Syaa.g_02041	Pram.g_00425
OG0000535	Syaa.g_02040	Pram.g_00426
OG0000536	Syaa.g_02039	Pram.g_00427
OG0000537	Syaa.g_02038	Pram.g_00428
OG0000538	Syaa.g_02027	Pram.g_00438
OG0000539	Syaa.g_02026	Pram.g_00439
OG0000540	Syaa.g_02025	Pram.g_00440
OG0000541	Syaa.g_02024	Pram.g_00441
OG0000542	Syaa.g_02021	Pram.g_00442
OG0000543	Syaa.g_02019	Pram.g_00444
OG0000544	Syaa.g_02018	Pram.g_00445
OG0000545	Syaa.g_02016	Pram.g_00447
OG0000546	Syaa.g_02014	Pram.g_00450
OG0000547	Syaa.g_02012	Pram.g_00452
OG0000548	Syaa.g_02011	Pram.g_00453
OG0000549	Syaa.g_02003	Pram.g_00456
OG0000550	Syaa.g_01998	Pram.g_00461
OG0000551	Syaa.g_01993	Pram.g_00464
OG0000552	Syaa.g_01992	Pram.g_00465
OG0000553	Syaa.g_01990	Pram.g_00466
OG0000554	Syaa.g_01979	Pram.g_00472
OG0000555	Syaa.g_01961	Pram.g_00479
OG0000556	Syaa.g_01957	Pram.g_00481
OG0000557	Syaa.g_01955	Pram.g_00482
OG0000558	Syaa.g_01953	Pram.g_00484
OG0000559	Syaa.g_01949	Pram.g_00488
OG0000560	Syaa.g_01946	Pram.g_00491
OG0000561	Syaa.g_01945	Pram.g_00492
OG0000562	Syaa.g_01944	Pram.g_00493
OG0000563	Syaa.g_01943	Pram.g_00494
OG0000564	Syaa.g_01942	Pram.g_00495
OG0000565	Syaa.g_01939	Pram.g_00498
OG0000566	Syaa.g_01935	Pram.g_00502
