Orthogroup	Syaa	Pral
OG0000130	Syaa.g_00354	Pral.g_00978
OG0000131	Syaa.g_02448	Pral.g_00900
OG0000132	Syaa.g_02472	Pral.g_00880
OG0000133	Syaa.g_01361	Pral.g_00717
OG0000134	Syaa.g_02146	Pral.g_00674
OG0000135	Syaa.g_02649	Pral.g_01034
OG0000136	Syaa.g_00708	Pral.g_00653
OG0000137	Syaa.g_01842	Pral.g_00617
OG0000138	Syaa.g_02035	Pral.g_00595
OG0000139	Syaa.g_01974	Pral.g_00553
OG0000140	Syaa.g_01971	Pral.g_00552
OG0000141	Syaa.g_01689	Pral.g_00481
OG0000142	Syaa.g_01633	Pral.g_01436
OG0000143	Syaa.g_01629	Pral.g_01440
OG0000144	Syaa.g_01446	Pral.g_01453
OG0000145	Syaa.g_02029	Pral.g_01037
OG0000146	Syaa.g_01367	Pral.g_01636
OG0000147	Syaa.g_01368	Pral.g_01637
OG0000148	Syaa.g_01190	Pral.g_01505
OG0000149	Syaa.g_00826	Pral.g_01535
OG0000150	Syaa.g_01688	Pral.g_01545
OG0000151	Syaa.g_01107	Pral.g_01789
OG0000152	Syaa.g_01357	Pral.g_01627
OG0000153	Syaa.g_01324	Pral.g_01578
OG0000154	Syaa.g_01298	Pral.g_01595
OG0000155	Syaa.g_00804	Pral.g_01390
OG0000156	Syaa.g_00751	Pral.g_01292
OG0000157	Syaa.g_00750	Pral.g_01291
OG0000158	Syaa.g_00148	Pral.g_00287
OG0000160	Syaa.g_01776	Pral.g_01160
OG0000161	Syaa.g_01782	Pral.g_01154
OG0000162	Syaa.g_01788	Pral.g_01148
OG0000163	Syaa.g_00624	Pral.g_01106
OG0000164	Syaa.g_00507	Pral.g_00131
OG0000165	Syaa.g_00681	Pral.g_00138
OG0000166	Syaa.g_02289	Pral.g_00206
OG0000167	Syaa.g_00160	Pral.g_00277
OG0000168	Syaa.g_00145	Pral.g_00288
OG0000169	Syaa.g_00134	Pral.g_00298
OG0000170	Syaa.g_00128	Pral.g_00301
OG0000171	Syaa.g_00093	Pral.g_00321
OG0000172	Syaa.g_00079	Pral.g_00328
OG0000173	Syaa.g_00060	Pral.g_00343
OG0000174	Syaa.g_02651	Pral.g_00375
OG0000175	Syaa.g_02726	Pral.g_00387
OG0000176	Syaa.g_00004	Pral.g_00414
OG0000177	Syaa.g_00005	Pral.g_00415
OG0000178	Syaa.g_00006	Pral.g_00416
OG0000179	Syaa.g_00023	Pral.g_01028
OG0000180	Syaa.g_00024	Pral.g_01027
OG0000181	Syaa.g_00025	Pral.g_01026
OG0000182	Syaa.g_00026	Pral.g_01025
OG0000183	Syaa.g_00030	Pral.g_01021
OG0000184	Syaa.g_02578	Pral.g_00996
OG0000185	Syaa.g_02575	Pral.g_00993
OG0000186	Syaa.g_00359	Pral.g_00984
OG0000187	Syaa.g_00358	Pral.g_00983
OG0000188	Syaa.g_00334	Pral.g_00965
OG0000189	Syaa.g_02367	Pral.g_00951
OG0000190	Syaa.g_02369	Pral.g_00950
OG0000191	Syaa.g_02404	Pral.g_00928
OG0000192	Syaa.g_02410	Pral.g_00923
OG0000193	Syaa.g_02449	Pral.g_00899
OG0000194	Syaa.g_02452	Pral.g_00896
OG0000195	Syaa.g_02459	Pral.g_00894
OG0000196	Syaa.g_02469	Pral.g_00883
OG0000197	Syaa.g_02470	Pral.g_00882
OG0000198	Syaa.g_02471	Pral.g_00881
OG0000199	Syaa.g_02479	Pral.g_00873
OG0000200	Syaa.g_02496	Pral.g_00860
OG0000201	Syaa.g_02521	Pral.g_00851
OG0000202	Syaa.g_02522	Pral.g_00850
OG0000203	Syaa.g_02523	Pral.g_00849
OG0000204	Syaa.g_02524	Pral.g_00848
OG0000205	Syaa.g_02531	Pral.g_00842
OG0000206	Syaa.g_02538	Pral.g_00837
OG0000207	Syaa.g_02540	Pral.g_00835
OG0000208	Syaa.g_02541	Pral.g_00834
OG0000209	Syaa.g_02556	Pral.g_00825
OG0000210	Syaa.g_02557	Pral.g_00824
OG0000211	Syaa.g_02113	Pral.g_00807
OG0000212	Syaa.g_02102	Pral.g_00799
OG0000213	Syaa.g_00295	Pral.g_00781
OG0000214	Syaa.g_00279	Pral.g_00772
OG0000215	Syaa.g_00248	Pral.g_00746
OG0000216	Syaa.g_00244	Pral.g_00744
OG0000217	Syaa.g_00240	Pral.g_00741
OG0000218	Syaa.g_00238	Pral.g_00739
OG0000219	Syaa.g_00237	Pral.g_00738
OG0000220	Syaa.g_00236	Pral.g_00737
OG0000221	Syaa.g_00229	Pral.g_00736
OG0000222	Syaa.g_00215	Pral.g_00729
OG0000223	Syaa.g_00192	Pral.g_00716
OG0000224	Syaa.g_00183	Pral.g_00714
OG0000225	Syaa.g_02166	Pral.g_00686
OG0000226	Syaa.g_02162	Pral.g_00682
OG0000227	Syaa.g_02160	Pral.g_00680
OG0000228	Syaa.g_02150	Pral.g_00677
OG0000229	Syaa.g_00703	Pral.g_00658
OG0000230	Syaa.g_00705	Pral.g_00656
OG0000231	Syaa.g_00717	Pral.g_00644
OG0000232	Syaa.g_01858	Pral.g_00631
OG0000233	Syaa.g_01853	Pral.g_00625
OG0000234	Syaa.g_01841	Pral.g_00616
OG0000235	Syaa.g_02052	Pral.g_00612
OG0000236	Syaa.g_02037	Pral.g_00597
OG0000237	Syaa.g_02020	Pral.g_00584
OG0000238	Syaa.g_02015	Pral.g_00578
OG0000239	Syaa.g_01996	Pral.g_00565
OG0000240	Syaa.g_01995	Pral.g_00564
OG0000241	Syaa.g_01644	Pral.g_00560
OG0000242	Syaa.g_01982	Pral.g_00558
OG0000243	Syaa.g_01960	Pral.g_00547
OG0000244	Syaa.g_01954	Pral.g_00544
OG0000245	Syaa.g_01952	Pral.g_00542
OG0000246	Syaa.g_01948	Pral.g_00538
OG0000247	Syaa.g_01937	Pral.g_00527
OG0000248	Syaa.g_01934	Pral.g_00524
OG0000249	Syaa.g_01932	Pral.g_00522
OG0000250	Syaa.g_01922	Pral.g_00516
OG0000251	Syaa.g_01897	Pral.g_00498
OG0000252	Syaa.g_01894	Pral.g_00495
OG0000253	Syaa.g_01893	Pral.g_00494
OG0000254	Syaa.g_01684	Pral.g_00477
OG0000255	Syaa.g_01668	Pral.g_00470
OG0000256	Syaa.g_01651	Pral.g_00460
OG0000257	Syaa.g_01645	Pral.g_01430
OG0000258	Syaa.g_01624	Pral.g_01444
OG0000259	Syaa.g_01063	Pral.g_01461
OG0000260	Syaa.g_01066	Pral.g_01464
OG0000261	Syaa.g_01069	Pral.g_01467
OG0000262	Syaa.g_01074	Pral.g_01471
OG0000263	Syaa.g_00989	Pral.g_01761
OG0000264	Syaa.g_00910	Pral.g_01750
OG0000265	Syaa.g_00931, Syaa.g_01498	Pral.g_01729
OG0000266	Syaa.g_01257, Syaa.g_01258	Pral.g_01719
OG0000267	Syaa.g_01409	Pral.g_01706
OG0000268	Syaa.g_01408	Pral.g_01705
OG0000269	Syaa.g_01149	Pral.g_01483
OG0000270	Syaa.g_01152	Pral.g_01486
OG0000271	Syaa.g_01160	Pral.g_01494
OG0000272	Syaa.g_01161	Pral.g_01495
OG0000273	Syaa.g_00844	Pral.g_01518
OG0000274	Syaa.g_00843	Pral.g_01519
OG0000275	Syaa.g_00840	Pral.g_01522
OG0000276	Syaa.g_00834	Pral.g_01527
OG0000277	Syaa.g_00833	Pral.g_01528
OG0000278	Syaa.g_00830	Pral.g_01531
OG0000279	Syaa.g_00822	Pral.g_01538
OG0000280	Syaa.g_00815	Pral.g_01539
OG0000282	Syaa.g_01096	Pral.g_01797
OG0000283	Syaa.g_01396	Pral.g_01655
OG0000284	Syaa.g_01390	Pral.g_01650
OG0000285	Syaa.g_01377	Pral.g_01644
OG0000286	Syaa.g_01358	Pral.g_01628
OG0000287	Syaa.g_01330	Pral.g_00050
OG0000288	Syaa.g_01299	Pral.g_01594
OG0000289	Syaa.g_01285	Pral.g_01609
OG0000290	Syaa.g_00875	Pral.g_01564
OG0000291	Syaa.g_00877	Pral.g_01562
OG0000292	Syaa.g_02751	Pral.g_01316
OG0000293	Syaa.g_00758	Pral.g_01357
OG0000294	Syaa.g_00759	Pral.g_01358
OG0000295	Syaa.g_00796	Pral.g_01382
OG0000296	Syaa.g_00798	Pral.g_01384
OG0000297	Syaa.g_01021	Pral.g_01394
OG0000298	Syaa.g_01010	Pral.g_01395
OG0000299	Syaa.g_00982	Pral.g_01415
OG0000300	Syaa.g_00976	Pral.g_01419
OG0000301	Syaa.g_00975	Pral.g_01420
OG0000302	Syaa.g_00972	Pral.g_01422
OG0000303	Syaa.g_00963	Pral.g_01428
OG0000304	Syaa.g_00957	Pral.g_00455
OG0000305	Syaa.g_00881	Pral.g_01323
OG0000306	Syaa.g_00807	Pral.g_01550
OG0000307	Syaa.g_02068	Pral.g_01213
OG0000308	Syaa.g_02070	Pral.g_01212
OG0000309	Syaa.g_02075	Pral.g_01208
OG0000310	Syaa.g_01752	Pral.g_01181
OG0000311	Syaa.g_01757	Pral.g_01179
OG0000312	Syaa.g_01762	Pral.g_01176
OG0000313	Syaa.g_01779	Pral.g_01157
OG0000314	Syaa.g_01806	Pral.g_01133
OG0000315	Syaa.g_01816	Pral.g_01123
OG0000316	Syaa.g_00598	Pral.g_01095
OG0000317	Syaa.g_00556	Pral.g_00104
OG0000318	Syaa.g_00550	Pral.g_00108
OG0000319	Syaa.g_00532	Pral.g_00121
OG0000320	Syaa.g_00530	Pral.g_00123
OG0000321	Syaa.g_00529	Pral.g_00124
OG0000322	Syaa.g_00528	Pral.g_00125
OG0000323	Syaa.g_00496	Pral.g_00134
OG0000324	Syaa.g_00653	Pral.g_00162
OG0000325	Syaa.g_02350	Pral.g_00172
OG0000326	Syaa.g_02343	Pral.g_00179
OG0000327	Syaa.g_02294	Pral.g_00201
OG0000328	Syaa.g_02293	Pral.g_00202
OG0000329	Syaa.g_02275	Pral.g_00219
OG0000330	Syaa.g_02274	Pral.g_00220
OG0000331	Syaa.g_02273	Pral.g_00221
OG0000332	Syaa.g_02258	Pral.g_00235
OG0000333	Syaa.g_02255	Pral.g_00237
OG0000334	Syaa.g_02246	Pral.g_00246
OG0000335	Syaa.g_02241	Pral.g_00251
OG0000336	Syaa.g_02237	Pral.g_00255
OG0000337	Syaa.g_00167	Pral.g_00274
OG0000338	Syaa.g_00162	Pral.g_00275
OG0000339	Syaa.g_00156	Pral.g_00280
OG0000340	Syaa.g_00144	Pral.g_00289
OG0000341	Syaa.g_00142	Pral.g_00291
OG0000342	Syaa.g_00141	Pral.g_00292
OG0000343	Syaa.g_00140	Pral.g_00293
OG0000344	Syaa.g_00136	Pral.g_00296
OG0000345	Syaa.g_00127	Pral.g_00302
OG0000346	Syaa.g_00122	Pral.g_00306
OG0000347	Syaa.g_00088	Pral.g_00323
OG0000348	Syaa.g_00071	Pral.g_00331
OG0000349	Syaa.g_00053	Pral.g_00349
OG0000350	Syaa.g_02336	Pral.g_00370
OG0000351	Syaa.g_02730	Pral.g_00390
OG0000352	Syaa.g_02731	Pral.g_00391
OG0000353	Syaa.g_02757	Pral.g_00409
OG0000354	Syaa.g_00019, Syaa.g_00020	Pral.g_01677
OG0000355	Syaa.g_00001	Pral.g_00411
OG0000356	Syaa.g_00002	Pral.g_00412
OG0000357	Syaa.g_00003	Pral.g_00413
OG0000358	Syaa.g_00007	Pral.g_00417
OG0000359	Syaa.g_00009	Pral.g_00418
OG0000360	Syaa.g_00010	Pral.g_00419
OG0000361	Syaa.g_00011	Pral.g_00420
OG0000362	Syaa.g_00013	Pral.g_00422
OG0000363	Syaa.g_00015	Pral.g_01030
OG0000364	Syaa.g_00016	Pral.g_01029
OG0000365	Syaa.g_00027	Pral.g_01024
OG0000366	Syaa.g_00028	Pral.g_01023
OG0000367	Syaa.g_00029	Pral.g_01022
OG0000368	Syaa.g_00031	Pral.g_01020
OG0000369	Syaa.g_00032	Pral.g_01019
OG0000370	Syaa.g_00033	Pral.g_01018
OG0000371	Syaa.g_00041	Pral.g_01011
OG0000372	Syaa.g_00046	Pral.g_01009
OG0000373	Syaa.g_00047	Pral.g_01008
OG0000374	Syaa.g_00048	Pral.g_01007
OG0000375	Syaa.g_00049	Pral.g_01005
OG0000376	Syaa.g_00051	Pral.g_01003
OG0000377	Syaa.g_02585	Pral.g_00999
OG0000378	Syaa.g_02577	Pral.g_00995
OG0000379	Syaa.g_02574	Pral.g_00992
OG0000380	Syaa.g_00357	Pral.g_00982
OG0000381	Syaa.g_00353	Pral.g_00977
OG0000382	Syaa.g_00335	Pral.g_00966
OG0000383	Syaa.g_00333	Pral.g_00964
OG0000384	Syaa.g_00332	Pral.g_00963
OG0000385	Syaa.g_00331	Pral.g_00962
OG0000386	Syaa.g_00330	Pral.g_00961
OG0000387	Syaa.g_02371	Pral.g_00948
OG0000388	Syaa.g_02375	Pral.g_00944
OG0000389	Syaa.g_02379	Pral.g_00941
OG0000390	Syaa.g_02398	Pral.g_00932
OG0000391	Syaa.g_02403	Pral.g_00929
OG0000392	Syaa.g_02409	Pral.g_00925
OG0000393	Syaa.g_02412	Pral.g_00922
OG0000394	Syaa.g_02413	Pral.g_00921
OG0000395	Syaa.g_02414	Pral.g_00920
OG0000396	Syaa.g_02417	Pral.g_00918
OG0000397	Syaa.g_02419	Pral.g_00916
OG0000398	Syaa.g_02424	Pral.g_00913
OG0000399	Syaa.g_02425	Pral.g_00912
OG0000400	Syaa.g_02426	Pral.g_00911
OG0000401	Syaa.g_02427	Pral.g_00910
OG0000402	Syaa.g_02429	Pral.g_00450
OG0000403	Syaa.g_02430	Pral.g_00908
OG0000404	Syaa.g_02431	Pral.g_00907
OG0000405	Syaa.g_02446	Pral.g_00903
OG0000406	Syaa.g_02450	Pral.g_00898
OG0000407	Syaa.g_02451	Pral.g_00897
OG0000408	Syaa.g_02458	Pral.g_00895
OG0000409	Syaa.g_02460	Pral.g_00893
OG0000410	Syaa.g_02461	Pral.g_00892
OG0000411	Syaa.g_02462	Pral.g_00891
OG0000412	Syaa.g_02463	Pral.g_00890
OG0000413	Syaa.g_02465	Pral.g_00888
OG0000415	Syaa.g_02466	Pral.g_00886
OG0000416	Syaa.g_02467	Pral.g_00885
OG0000417	Syaa.g_02468	Pral.g_00884
OG0000418	Syaa.g_02473	Pral.g_00879
OG0000419	Syaa.g_02475	Pral.g_00877
OG0000420	Syaa.g_02477	Pral.g_00875
OG0000421	Syaa.g_02482	Pral.g_00871
OG0000422	Syaa.g_02483	Pral.g_00870
OG0000423	Syaa.g_02484	Pral.g_00869
OG0000424	Syaa.g_02485	Pral.g_00868
OG0000425	Syaa.g_02486	Pral.g_00867
OG0000426	Syaa.g_02487	Pral.g_00866
OG0000427	Syaa.g_02488	Pral.g_00865
OG0000428	Syaa.g_02491	Pral.g_00863
OG0000429	Syaa.g_02493	Pral.g_00862
OG0000430	Syaa.g_02495	Pral.g_00861
OG0000431	Syaa.g_02498	Pral.g_00859
OG0000432	Syaa.g_02504	Pral.g_00855
OG0000433	Syaa.g_02513	Pral.g_00854
OG0000434	Syaa.g_02514	Pral.g_00853
OG0000435	Syaa.g_02516	Pral.g_00852
OG0000436	Syaa.g_02525	Pral.g_00847
OG0000437	Syaa.g_02526	Pral.g_00846
OG0000438	Syaa.g_02527	Pral.g_00845
OG0000439	Syaa.g_02529	Pral.g_00844
OG0000440	Syaa.g_02530	Pral.g_00843
OG0000441	Syaa.g_02534	Pral.g_00840
OG0000442	Syaa.g_02535	Pral.g_00839
OG0000443	Syaa.g_02536	Pral.g_00838
OG0000444	Syaa.g_02542	Pral.g_00833
OG0000445	Syaa.g_02543	Pral.g_00832
OG0000446	Syaa.g_02545	Pral.g_00831
OG0000447	Syaa.g_02548	Pral.g_00830
OG0000448	Syaa.g_02549	Pral.g_00829
OG0000449	Syaa.g_02550	Pral.g_00828
OG0000450	Syaa.g_02553	Pral.g_00827
OG0000451	Syaa.g_02554	Pral.g_00826
OG0000452	Syaa.g_02558	Pral.g_00823
OG0000453	Syaa.g_02559	Pral.g_00822
OG0000454	Syaa.g_02560	Pral.g_00821
OG0000455	Syaa.g_02561	Pral.g_00820
OG0000456	Syaa.g_02562	Pral.g_00819
OG0000457	Syaa.g_02564	Pral.g_00817
OG0000458	Syaa.g_02565	Pral.g_00816
OG0000459	Syaa.g_02566	Pral.g_00815
OG0000460	Syaa.g_02111	Pral.g_00805
OG0000461	Syaa.g_00318	Pral.g_00796
OG0000462	Syaa.g_00315	Pral.g_00795
OG0000463	Syaa.g_00314	Pral.g_00794
OG0000464	Syaa.g_00313	Pral.g_00793
OG0000465	Syaa.g_00311	Pral.g_00792
OG0000466	Syaa.g_00306	Pral.g_00789
OG0000467	Syaa.g_00304	Pral.g_00788
OG0000468	Syaa.g_00299	Pral.g_00785
OG0000469	Syaa.g_00285	Pral.g_00777
OG0000470	Syaa.g_00283	Pral.g_00775
OG0000471	Syaa.g_00282	Pral.g_00774
OG0000472	Syaa.g_00280	Pral.g_00773
OG0000473	Syaa.g_00278	Pral.g_00771
OG0000474	Syaa.g_00277	Pral.g_00770
OG0000475	Syaa.g_00276	Pral.g_00769
OG0000476	Syaa.g_00274	Pral.g_00767
OG0000477	Syaa.g_00268	Pral.g_00764
OG0000478	Syaa.g_00267	Pral.g_00763
OG0000479	Syaa.g_00266	Pral.g_00762
OG0000480	Syaa.g_00259	Pral.g_00756
OG0000481	Syaa.g_00257	Pral.g_00754
OG0000482	Syaa.g_00256	Pral.g_00753
OG0000483	Syaa.g_00252	Pral.g_00750
OG0000484	Syaa.g_00251	Pral.g_00749
OG0000485	Syaa.g_00250	Pral.g_00748
OG0000486	Syaa.g_00249	Pral.g_00747
OG0000487	Syaa.g_00243	Pral.g_00743
OG0000488	Syaa.g_00239	Pral.g_00740
OG0000489	Syaa.g_00228	Pral.g_00735
OG0000490	Syaa.g_00220	Pral.g_00731
OG0000491	Syaa.g_00218	Pral.g_00730
OG0000492	Syaa.g_00214	Pral.g_00728
OG0000493	Syaa.g_00213	Pral.g_00727
OG0000494	Syaa.g_00212	Pral.g_00726
OG0000495	Syaa.g_00211	Pral.g_00725
OG0000496	Syaa.g_00210	Pral.g_00724
OG0000497	Syaa.g_00209	Pral.g_00723
OG0000498	Syaa.g_00208	Pral.g_00722
OG0000499	Syaa.g_00207	Pral.g_00721
OG0000500	Syaa.g_00206	Pral.g_00720
OG0000501	Syaa.g_00203	Pral.g_00718
OG0000502	Syaa.g_00190	Pral.g_00715
OG0000503	Syaa.g_02182	Pral.g_00698
OG0000504	Syaa.g_02180	Pral.g_00696
OG0000505	Syaa.g_02179	Pral.g_00695
OG0000506	Syaa.g_02177	Pral.g_00694
OG0000507	Syaa.g_02171	Pral.g_00691
OG0000508	Syaa.g_02167	Pral.g_00687
OG0000509	Syaa.g_02165	Pral.g_00685
OG0000510	Syaa.g_02164	Pral.g_00684
OG0000511	Syaa.g_02163	Pral.g_00683
OG0000512	Syaa.g_02161	Pral.g_00681
OG0000513	Syaa.g_02145	Pral.g_00673
OG0000514	Syaa.g_02118	Pral.g_00663
OG0000515	Syaa.g_02117	Pral.g_00662
OG0000516	Syaa.g_00698	Pral.g_00661
OG0000517	Syaa.g_00702	Pral.g_00659
OG0000518	Syaa.g_00714	Pral.g_00647
OG0000519	Syaa.g_00715	Pral.g_00646
OG0000520	Syaa.g_00716	Pral.g_00645
OG0000521	Syaa.g_01864	Pral.g_00635
OG0000522	Syaa.g_01862	Pral.g_00633
OG0000523	Syaa.g_01859	Pral.g_00632
OG0000524	Syaa.g_01856	Pral.g_00627
OG0000525	Syaa.g_01851	Pral.g_00623
OG0000526	Syaa.g_01848	Pral.g_00622
OG0000527	Syaa.g_01844	Pral.g_00619
OG0000528	Syaa.g_02054	Pral.g_00613
OG0000529	Syaa.g_02050	Pral.g_00610
OG0000530	Syaa.g_02047	Pral.g_00607
OG0000531	Syaa.g_02046	Pral.g_00606
OG0000532	Syaa.g_02043	Pral.g_00603
OG0000533	Syaa.g_02042	Pral.g_00602
OG0000534	Syaa.g_02041	Pral.g_00601
OG0000535	Syaa.g_02040	Pral.g_00600
OG0000536	Syaa.g_02039	Pral.g_00599
OG0000537	Syaa.g_02038	Pral.g_00598
OG0000538	Syaa.g_02027	Pral.g_00590
OG0000539	Syaa.g_02026	Pral.g_00589
OG0000540	Syaa.g_02025	Pral.g_00588
OG0000541	Syaa.g_02024	Pral.g_00587
OG0000542	Syaa.g_02021	Pral.g_00585
OG0000543	Syaa.g_02019	Pral.g_00583
OG0000544	Syaa.g_02018	Pral.g_00582
OG0000545	Syaa.g_02016	Pral.g_00580
OG0000546	Syaa.g_02014	Pral.g_00577
OG0000547	Syaa.g_02012	Pral.g_00575
OG0000548	Syaa.g_02011	Pral.g_00574
OG0000549	Syaa.g_02003	Pral.g_00571
OG0000550	Syaa.g_01998	Pral.g_00566
OG0000551	Syaa.g_01993	Pral.g_00563
OG0000552	Syaa.g_01992	Pral.g_00562
OG0000553	Syaa.g_01990	Pral.g_00561
OG0000554	Syaa.g_01979	Pral.g_00556
OG0000555	Syaa.g_01961	Pral.g_00548
OG0000556	Syaa.g_01957	Pral.g_00546
OG0000557	Syaa.g_01955	Pral.g_00545
OG0000558	Syaa.g_01953	Pral.g_00543
OG0000559	Syaa.g_01949	Pral.g_00539
OG0000560	Syaa.g_01946	Pral.g_00536
OG0000561	Syaa.g_01945	Pral.g_00535
OG0000562	Syaa.g_01944	Pral.g_00534
OG0000563	Syaa.g_01943	Pral.g_00533
OG0000564	Syaa.g_01942	Pral.g_00532
OG0000565	Syaa.g_01939	Pral.g_00529
OG0000566	Syaa.g_01935	Pral.g_00525
OG0000567	Syaa.g_01931	Pral.g_00521
