Orthogroup	Syaa	Prah
OG0000084	Syaa.g_01770	Prah.g_00412
OG0000085	Syaa.g_00564	Prah.g_01666
OG0000086	Syaa.g_00324	Prah.g_01866
OG0000087	Syaa.g_02433	Prah.g_02268
OG0000088	Syaa.g_02474	Prah.g_00957, Prah.g_02304
OG0000089	Syaa.g_02149	Prah.g_00205
OG0000090	Syaa.g_01980	Prah.g_01501
OG0000091	Syaa.g_01625	Prah.g_00493
OG0000093	Syaa.g_01139	Prah.g_00692
OG0000095	Syaa.g_00879	Prah.g_00915
OG0000097	Syaa.g_00979	Prah.g_01272
OG0000099	Syaa.g_00202	Prah.g_02191
OG0000100	Syaa.g_01201	Prah.g_01791, Prah.g_00636
OG0000101	Syaa.g_02249	Prah.g_01995
OG0000102	Syaa.g_00118	Prah.g_00144
OG0000103	Syaa.g_02740	Prah.g_02586
OG0000104	Syaa.g_02754	Prah.g_02600
OG0000105	Syaa.g_00270	Prah.g_02126
OG0000106	Syaa.g_01439	Prah.g_01660
OG0000107	Syaa.g_02351	Prah.g_02072
OG0000108	Syaa.g_02051	Prah.g_01566
OG0000109	Syaa.g_02036	Prah.g_01550
OG0000110	Syaa.g_01918	Prah.g_01439
OG0000111	Syaa.g_00888	Prah.g_01028
OG0000112	Syaa.g_01366	Prah.g_00788
OG0000113	Syaa.g_01196	Prah.g_00641
OG0000114	Syaa.g_01094	Prah.g_00733
OG0000115	Syaa.g_01795	Prah.g_00383
OG0000116	Syaa.g_00757	Prah.g_01337
OG0000117	Syaa.g_01009	Prah.g_01257
OG0000118	Syaa.g_01874	Prah.g_01378
OG0000119	Syaa.g_00785	Prah.g_01007, Prah.g_01048
OG0000120	Syaa.g_00201	Prah.g_02192
OG0000121	Syaa.g_01777	Prah.g_00406
OG0000122	Syaa.g_01598	Prah.g_01203
OG0000123	Syaa.g_02242	Prah.g_01987
OG0000124	Syaa.g_00092	Prah.g_00125
OG0000125	Syaa.g_02598	Prah.g_02498
OG0000126	Syaa.g_02752	Prah.g_02598
OG0000127	Syaa.g_00934	Prah.g_01085
OG0000128	Syaa.g_00012	Prah.g_00013
OG0000129	Syaa.g_02586	Prah.g_02486
OG0000130	Syaa.g_00354	Prah.g_01838
OG0000131	Syaa.g_02448	Prah.g_02282
OG0000132	Syaa.g_02472	Prah.g_02302
OG0000133	Syaa.g_01361	Prah.g_02187
OG0000134	Syaa.g_02146	Prah.g_00208
OG0000135	Syaa.g_02649	Prah.g_02538
OG0000136	Syaa.g_00708	Prah.g_00235
OG0000137	Syaa.g_01842	Prah.g_00105, Prah.g_00312
OG0000138	Syaa.g_02035	Prah.g_01549
OG0000139	Syaa.g_01974	Prah.g_01495
OG0000140	Syaa.g_01971	Prah.g_01489
OG0000141	Syaa.g_01689	Prah.g_01393
OG0000142	Syaa.g_01633	Prah.g_00501
OG0000143	Syaa.g_01629	Prah.g_00497
OG0000144	Syaa.g_01446	Prah.g_00473
OG0000145	Syaa.g_02029	Prah.g_01543
OG0000146	Syaa.g_01367	Prah.g_00787
OG0000147	Syaa.g_01368	Prah.g_00786
OG0000148	Syaa.g_01190	Prah.g_00649
OG0000149	Syaa.g_00826	Prah.g_00591
OG0000150	Syaa.g_01688	Prah.g_00568
OG0000151	Syaa.g_01107	Prah.g_00718
OG0000152	Syaa.g_01357	Prah.g_00796
OG0000153	Syaa.g_01324	Prah.g_00826
OG0000154	Syaa.g_01298	Prah.g_00852
OG0000155	Syaa.g_00804	Prah.g_01291
OG0000156	Syaa.g_00751	Prah.g_01349
OG0000157	Syaa.g_00750	Prah.g_01350
OG0000158	Syaa.g_00148	Prah.g_02242
OG0000160	Syaa.g_01776	Prah.g_00407
OG0000161	Syaa.g_01782	Prah.g_00399
OG0000162	Syaa.g_01788	Prah.g_00391
OG0000163	Syaa.g_00624	Prah.g_01619
OG0000164	Syaa.g_00507	Prah.g_01705
OG0000165	Syaa.g_00681	Prah.g_01716
OG0000166	Syaa.g_02289	Prah.g_02033
OG0000167	Syaa.g_00160	Prah.g_02230
OG0000168	Syaa.g_00145	Prah.g_02243
OG0000169	Syaa.g_00134	Prah.g_00163
OG0000170	Syaa.g_00128	Prah.g_00155
OG0000171	Syaa.g_00093	Prah.g_00126
OG0000172	Syaa.g_00079	Prah.g_00084
OG0000173	Syaa.g_00060	Prah.g_00061
OG0000174	Syaa.g_02651	Prah.g_02541
OG0000175	Syaa.g_02726	Prah.g_02575
OG0000176	Syaa.g_00004	Prah.g_00005
OG0000177	Syaa.g_00005	Prah.g_00006
OG0000178	Syaa.g_00006	Prah.g_00007
OG0000179	Syaa.g_00023	Prah.g_00022
OG0000180	Syaa.g_00024	Prah.g_00023
OG0000181	Syaa.g_00025	Prah.g_00024
OG0000182	Syaa.g_00026	Prah.g_00025
OG0000183	Syaa.g_00030	Prah.g_00029
OG0000184	Syaa.g_02578	Prah.g_02478
OG0000185	Syaa.g_02575	Prah.g_02458
OG0000186	Syaa.g_00359	Prah.g_01830
OG0000187	Syaa.g_00358	Prah.g_01833
OG0000188	Syaa.g_00334	Prah.g_01860
OG0000189	Syaa.g_02367	Prah.g_01884
OG0000190	Syaa.g_02369	Prah.g_01886
OG0000191	Syaa.g_02404	Prah.g_00188
OG0000192	Syaa.g_02410	Prah.g_00176, Prah.g_00180
OG0000193	Syaa.g_02449	Prah.g_02283
OG0000194	Syaa.g_02452	Prah.g_02286
OG0000195	Syaa.g_02459	Prah.g_02288
OG0000196	Syaa.g_02469	Prah.g_02299
OG0000197	Syaa.g_02470	Prah.g_02300
OG0000198	Syaa.g_02471	Prah.g_02301
OG0000199	Syaa.g_02479	Prah.g_02308
OG0000200	Syaa.g_02496	Prah.g_02324
OG0000201	Syaa.g_02521	Prah.g_02352
OG0000202	Syaa.g_02522	Prah.g_02353
OG0000203	Syaa.g_02523	Prah.g_02354
OG0000204	Syaa.g_02524	Prah.g_02355
OG0000205	Syaa.g_02531	Prah.g_02362
OG0000206	Syaa.g_02538	Prah.g_02371
OG0000207	Syaa.g_02540	Prah.g_02420
OG0000208	Syaa.g_02541	Prah.g_02419
OG0000209	Syaa.g_02556	Prah.g_02400
OG0000210	Syaa.g_02557	Prah.g_02399
OG0000211	Syaa.g_02113	Prah.g_01782
OG0000212	Syaa.g_02102	Prah.g_01772
OG0000213	Syaa.g_00295	Prah.g_02101
OG0000214	Syaa.g_00279	Prah.g_02118
OG0000215	Syaa.g_00248	Prah.g_02148
OG0000216	Syaa.g_00244	Prah.g_02151
OG0000217	Syaa.g_00240	Prah.g_02155
OG0000218	Syaa.g_00238	Prah.g_02157
OG0000219	Syaa.g_00237	Prah.g_02158
OG0000220	Syaa.g_00236	Prah.g_02159
OG0000221	Syaa.g_00229	Prah.g_02166
OG0000222	Syaa.g_00215	Prah.g_02174
OG0000223	Syaa.g_00192	Prah.g_02197
OG0000224	Syaa.g_00183	Prah.g_02207
OG0000225	Syaa.g_02166	Prah.g_01921
OG0000226	Syaa.g_02162	Prah.g_01917
OG0000227	Syaa.g_02160	Prah.g_01915
OG0000228	Syaa.g_02150	Prah.g_00204
OG0000229	Syaa.g_00703	Prah.g_00230
OG0000230	Syaa.g_00705	Prah.g_00232
OG0000231	Syaa.g_00717	Prah.g_00251
OG0000232	Syaa.g_01858	Prah.g_00261
OG0000233	Syaa.g_01853	Prah.g_00294
OG0000234	Syaa.g_01841	Prah.g_00313, Prah.g_00314
OG0000235	Syaa.g_02052	Prah.g_01567
OG0000236	Syaa.g_02037	Prah.g_01551
OG0000237	Syaa.g_02020	Prah.g_01534
OG0000238	Syaa.g_02015	Prah.g_01529
OG0000239	Syaa.g_01996	Prah.g_01513
OG0000240	Syaa.g_01995	Prah.g_01512
OG0000241	Syaa.g_01644	Prah.g_01094
OG0000242	Syaa.g_01982	Prah.g_00108, Prah.g_01503
OG0000243	Syaa.g_01960	Prah.g_01476
OG0000244	Syaa.g_01954	Prah.g_01472
OG0000245	Syaa.g_01952	Prah.g_01469
OG0000246	Syaa.g_01948	Prah.g_01465
OG0000247	Syaa.g_01937	Prah.g_01454
OG0000248	Syaa.g_01934	Prah.g_01451
OG0000249	Syaa.g_01932	Prah.g_01449
OG0000250	Syaa.g_01922	Prah.g_01443
OG0000251	Syaa.g_01897	Prah.g_01417
OG0000252	Syaa.g_01894	Prah.g_01414
OG0000253	Syaa.g_01893	Prah.g_01408
OG0000254	Syaa.g_01684	Prah.g_01389
OG0000255	Syaa.g_01668	Prah.g_00530
OG0000256	Syaa.g_01651	Prah.g_00516
OG0000257	Syaa.g_01645	Prah.g_00509
OG0000258	Syaa.g_01624	Prah.g_00486
OG0000259	Syaa.g_01063	Prah.g_00457
OG0000260	Syaa.g_01066	Prah.g_00454
OG0000261	Syaa.g_01069	Prah.g_00451
OG0000262	Syaa.g_01074	Prah.g_00445
OG0000263	Syaa.g_00989	Prah.g_02413
OG0000264	Syaa.g_00910	Prah.g_00974
OG0000265	Syaa.g_00931	Prah.g_00887, Prah.g_00958
OG0000266	Syaa.g_01257, Syaa.g_01258	Prah.g_00876
OG0000267	Syaa.g_01409	Prah.g_00751
OG0000268	Syaa.g_01408	Prah.g_00752
OG0000269	Syaa.g_01149	Prah.g_00672
OG0000270	Syaa.g_01152	Prah.g_00669
OG0000271	Syaa.g_01160	Prah.g_00661
OG0000272	Syaa.g_01161	Prah.g_00660
OG0000273	Syaa.g_00844	Prah.g_00609
OG0000274	Syaa.g_00843	Prah.g_00608
OG0000275	Syaa.g_00840	Prah.g_00605
OG0000276	Syaa.g_00834	Prah.g_00599
OG0000277	Syaa.g_00833	Prah.g_00598
OG0000278	Syaa.g_00830	Prah.g_00595
OG0000279	Syaa.g_00822	Prah.g_00587
OG0000280	Syaa.g_00815	Prah.g_00581
OG0000282	Syaa.g_01096	Prah.g_00731
OG0000283	Syaa.g_01396	Prah.g_00761
OG0000284	Syaa.g_01390	Prah.g_00767
OG0000285	Syaa.g_01377	Prah.g_01178
OG0000286	Syaa.g_01358	Prah.g_00795
OG0000287	Syaa.g_01330	Prah.g_01131
OG0000288	Syaa.g_01299	Prah.g_00851
OG0000289	Syaa.g_01285	Prah.g_00864
OG0000290	Syaa.g_00875	Prah.g_00912
OG0000291	Syaa.g_00877	Prah.g_00914
OG0000292	Syaa.g_02751	Prah.g_02597
OG0000293	Syaa.g_00758	Prah.g_01336
OG0000294	Syaa.g_00759	Prah.g_01335
OG0000295	Syaa.g_00796	Prah.g_01298
OG0000296	Syaa.g_00798	Prah.g_01296
OG0000297	Syaa.g_01021	Prah.g_01259
OG0000298	Syaa.g_01010	Prah.g_01258
OG0000299	Syaa.g_00982	Prah.g_01268
OG0000300	Syaa.g_00976	Prah.g_01275
OG0000301	Syaa.g_00975	Prah.g_01276
OG0000302	Syaa.g_00972	Prah.g_01279
OG0000303	Syaa.g_00963	Prah.g_01289
OG0000304	Syaa.g_00957	Prah.g_01237, Prah.g_01238
OG0000305	Syaa.g_00881	Prah.g_00918
OG0000306	Syaa.g_00807	Prah.g_00560
OG0000307	Syaa.g_02068	Prah.g_01584
OG0000308	Syaa.g_02070	Prah.g_01586
OG0000309	Syaa.g_02075	Prah.g_01590
OG0000310	Syaa.g_01752	Prah.g_00428
OG0000311	Syaa.g_01757	Prah.g_00424
OG0000312	Syaa.g_01762	Prah.g_00420
OG0000313	Syaa.g_01779	Prah.g_00402
OG0000314	Syaa.g_01806	Prah.g_00371
OG0000315	Syaa.g_01816	Prah.g_00361
OG0000316	Syaa.g_00598	Prah.g_01631
OG0000317	Syaa.g_00556	Prah.g_01672
OG0000318	Syaa.g_00550	Prah.g_01677
OG0000319	Syaa.g_00532	Prah.g_01694
OG0000320	Syaa.g_00530	Prah.g_01696
OG0000321	Syaa.g_00529	Prah.g_01697
OG0000322	Syaa.g_00528	Prah.g_01698
OG0000323	Syaa.g_00496	Prah.g_01710
OG0000324	Syaa.g_00653	Prah.g_01744
OG0000325	Syaa.g_02350	Prah.g_02071
OG0000326	Syaa.g_02343	Prah.g_02064
OG0000327	Syaa.g_02294	Prah.g_02038
OG0000328	Syaa.g_02293	Prah.g_02037
OG0000329	Syaa.g_02275	Prah.g_02020
OG0000330	Syaa.g_02274	Prah.g_02019
OG0000331	Syaa.g_02273	Prah.g_02018
OG0000332	Syaa.g_02258	Prah.g_02003
OG0000333	Syaa.g_02255	Prah.g_02001
OG0000334	Syaa.g_02246	Prah.g_01991
OG0000335	Syaa.g_02241	Prah.g_01986
OG0000336	Syaa.g_02237	Prah.g_01982
OG0000337	Syaa.g_00167	Prah.g_02224
OG0000338	Syaa.g_00162	Prah.g_02227
OG0000339	Syaa.g_00156	Prah.g_02234
OG0000340	Syaa.g_00144	Prah.g_02244
OG0000341	Syaa.g_00142	Prah.g_02246
OG0000342	Syaa.g_00141	Prah.g_02247
OG0000343	Syaa.g_00140	Prah.g_00168
OG0000344	Syaa.g_00136	Prah.g_00165
OG0000345	Syaa.g_00127	Prah.g_00154
OG0000346	Syaa.g_00122	Prah.g_00149
OG0000347	Syaa.g_00088	Prah.g_00089
OG0000348	Syaa.g_00071	Prah.g_00078
OG0000349	Syaa.g_00053	Prah.g_00053
OG0000350	Syaa.g_02336	Prah.g_02533
OG0000351	Syaa.g_02730	Prah.g_02578
OG0000352	Syaa.g_02731	Prah.g_02579
OG0000353	Syaa.g_02757	Prah.g_02603
OG0000354	Syaa.g_02008, Syaa.g_02009	Prah.g_01523
OG0000354	Syaa.g_00019, Syaa.g_00020	Prah.g_00020
OG0000355	Syaa.g_00001	Prah.g_00002
OG0000356	Syaa.g_00002	Prah.g_00003
OG0000357	Syaa.g_00003	Prah.g_00004
OG0000358	Syaa.g_00007	Prah.g_00008
OG0000359	Syaa.g_00009	Prah.g_00010
OG0000360	Syaa.g_00010	Prah.g_00011
OG0000361	Syaa.g_00011	Prah.g_00012
OG0000362	Syaa.g_00013	Prah.g_00014
OG0000363	Syaa.g_00015	Prah.g_00016
OG0000364	Syaa.g_00016	Prah.g_00017
OG0000365	Syaa.g_00027	Prah.g_00026
OG0000366	Syaa.g_00028	Prah.g_00027
OG0000367	Syaa.g_00029	Prah.g_00028
OG0000368	Syaa.g_00031	Prah.g_00030
OG0000369	Syaa.g_00032	Prah.g_00031
OG0000370	Syaa.g_00033	Prah.g_00032
OG0000371	Syaa.g_00041	Prah.g_00041
OG0000372	Syaa.g_00046	Prah.g_00046
OG0000373	Syaa.g_00047	Prah.g_00047
OG0000374	Syaa.g_00048	Prah.g_00048
OG0000375	Syaa.g_00049	Prah.g_00049
OG0000376	Syaa.g_00051	Prah.g_00051
OG0000377	Syaa.g_02585	Prah.g_02485
OG0000378	Syaa.g_02577	Prah.g_02471
OG0000379	Syaa.g_02574	Prah.g_02457
OG0000380	Syaa.g_00357	Prah.g_01834
OG0000381	Syaa.g_00353	Prah.g_01839
OG0000382	Syaa.g_00335	Prah.g_01859
OG0000383	Syaa.g_00333	Prah.g_01861
OG0000384	Syaa.g_00332	Prah.g_01862
OG0000385	Syaa.g_00331	Prah.g_01863
OG0000386	Syaa.g_00330	Prah.g_01864
OG0000387	Syaa.g_02371	Prah.g_01888
OG0000388	Syaa.g_02375	Prah.g_01892
OG0000389	Syaa.g_02379	Prah.g_01896
OG0000390	Syaa.g_02398	Prah.g_00194
OG0000391	Syaa.g_02403	Prah.g_00189
OG0000392	Syaa.g_02409	Prah.g_00183
OG0000393	Syaa.g_02412	Prah.g_00175
OG0000394	Syaa.g_02413	Prah.g_00174
OG0000395	Syaa.g_02414	Prah.g_00173
OG0000396	Syaa.g_02417	Prah.g_02252
OG0000397	Syaa.g_02419	Prah.g_02254
OG0000398	Syaa.g_02424	Prah.g_02259
OG0000399	Syaa.g_02425	Prah.g_02260
OG0000400	Syaa.g_02426	Prah.g_02261
OG0000401	Syaa.g_02427	Prah.g_02262
OG0000402	Syaa.g_02429	Prah.g_02264
OG0000403	Syaa.g_02430	Prah.g_02265
OG0000405	Syaa.g_02446	Prah.g_02280
OG0000406	Syaa.g_02450	Prah.g_02284
OG0000407	Syaa.g_02451	Prah.g_02285
OG0000408	Syaa.g_02458	Prah.g_02287
OG0000409	Syaa.g_02460	Prah.g_02289
OG0000410	Syaa.g_02461	Prah.g_02290
OG0000411	Syaa.g_02462	Prah.g_02291
OG0000412	Syaa.g_02463	Prah.g_02292
OG0000413	Syaa.g_02465	Prah.g_02294
OG0000415	Syaa.g_02466	Prah.g_02296
OG0000416	Syaa.g_02467	Prah.g_02297
OG0000417	Syaa.g_02468	Prah.g_02298
OG0000418	Syaa.g_02473	Prah.g_02303
OG0000419	Syaa.g_02475	Prah.g_02305
OG0000420	Syaa.g_02477	Prah.g_02306
OG0000421	Syaa.g_02482	Prah.g_02310
OG0000422	Syaa.g_02483	Prah.g_02311
OG0000423	Syaa.g_02484	Prah.g_02312
OG0000424	Syaa.g_02485	Prah.g_02313
OG0000425	Syaa.g_02486	Prah.g_02314
OG0000426	Syaa.g_02487	Prah.g_02315
OG0000427	Syaa.g_02488	Prah.g_02316
OG0000428	Syaa.g_02491	Prah.g_00709
OG0000429	Syaa.g_02493	Prah.g_02321
OG0000430	Syaa.g_02495	Prah.g_02323
OG0000431	Syaa.g_02498	Prah.g_02334
OG0000432	Syaa.g_02504	Prah.g_02341
OG0000433	Syaa.g_02513	Prah.g_02344
OG0000434	Syaa.g_02514	Prah.g_02345
OG0000435	Syaa.g_02516	Prah.g_02350
OG0000436	Syaa.g_02525	Prah.g_02356
OG0000437	Syaa.g_02526	Prah.g_02357
OG0000438	Syaa.g_02527	Prah.g_02358
OG0000439	Syaa.g_02529	Prah.g_02360
OG0000440	Syaa.g_02530	Prah.g_02361
OG0000441	Syaa.g_02534	Prah.g_02364
OG0000442	Syaa.g_02535	Prah.g_02365
OG0000443	Syaa.g_02536	Prah.g_02370
OG0000444	Syaa.g_02542	Prah.g_02418
OG0000445	Syaa.g_02543	Prah.g_02417
OG0000446	Syaa.g_02545	Prah.g_02415
OG0000447	Syaa.g_02548	Prah.g_02411
OG0000448	Syaa.g_02549	Prah.g_02410
OG0000449	Syaa.g_02550	Prah.g_02409
OG0000450	Syaa.g_02553	Prah.g_02403
OG0000451	Syaa.g_02554	Prah.g_02402
OG0000452	Syaa.g_02558	Prah.g_02398
OG0000453	Syaa.g_02559	Prah.g_02397
OG0000454	Syaa.g_02560	Prah.g_02396
OG0000455	Syaa.g_02561	Prah.g_02395
OG0000456	Syaa.g_02562	Prah.g_02394
OG0000457	Syaa.g_02564	Prah.g_02392
OG0000458	Syaa.g_02565	Prah.g_02391
OG0000459	Syaa.g_02566	Prah.g_02390
OG0000460	Syaa.g_02111	Prah.g_01781
OG0000461	Syaa.g_00318	Prah.g_02074
OG0000462	Syaa.g_00315	Prah.g_02078
OG0000463	Syaa.g_00314	Prah.g_02079
OG0000464	Syaa.g_00313	Prah.g_02080
OG0000465	Syaa.g_00311	Prah.g_02082
OG0000466	Syaa.g_00306	Prah.g_02087
OG0000467	Syaa.g_00304	Prah.g_02089
OG0000468	Syaa.g_00299	Prah.g_02098
OG0000469	Syaa.g_00285	Prah.g_02111
OG0000470	Syaa.g_00283	Prah.g_02114
OG0000471	Syaa.g_00282	Prah.g_02115
OG0000472	Syaa.g_00280	Prah.g_02117
OG0000473	Syaa.g_00278	Prah.g_02119
OG0000474	Syaa.g_00277	Prah.g_02120
OG0000475	Syaa.g_00276	Prah.g_02121
OG0000476	Syaa.g_00274	Prah.g_02123
OG0000477	Syaa.g_00268	Prah.g_02128
OG0000478	Syaa.g_00267	Prah.g_02129
OG0000479	Syaa.g_00266	Prah.g_02130
OG0000480	Syaa.g_00259	Prah.g_02137
OG0000481	Syaa.g_00257	Prah.g_02139
OG0000482	Syaa.g_00256	Prah.g_02140
OG0000483	Syaa.g_00252	Prah.g_02144
OG0000484	Syaa.g_00251	Prah.g_02145
OG0000485	Syaa.g_00250	Prah.g_02146
OG0000486	Syaa.g_00249	Prah.g_02147
OG0000487	Syaa.g_00243	Prah.g_02152
OG0000488	Syaa.g_00239	Prah.g_02156
OG0000489	Syaa.g_00228	Prah.g_02167
OG0000490	Syaa.g_00220	Prah.g_02172
OG0000491	Syaa.g_00218	Prah.g_02173
OG0000492	Syaa.g_00214	Prah.g_02175
OG0000493	Syaa.g_00213	Prah.g_02176
OG0000494	Syaa.g_00212	Prah.g_02177
OG0000495	Syaa.g_00211	Prah.g_02178
OG0000496	Syaa.g_00210	Prah.g_02179
OG0000497	Syaa.g_00209	Prah.g_02180
OG0000498	Syaa.g_00208	Prah.g_02181
OG0000499	Syaa.g_00207	Prah.g_02182
OG0000500	Syaa.g_00206	Prah.g_02183
OG0000501	Syaa.g_00203	Prah.g_02186
OG0000502	Syaa.g_00190	Prah.g_02199
OG0000503	Syaa.g_02182	Prah.g_01940
OG0000504	Syaa.g_02180	Prah.g_01938
OG0000505	Syaa.g_02179	Prah.g_01937
OG0000506	Syaa.g_02177	Prah.g_01935
OG0000507	Syaa.g_02171	Prah.g_01930
OG0000508	Syaa.g_02167	Prah.g_01922
OG0000509	Syaa.g_02165	Prah.g_01920
OG0000510	Syaa.g_02164	Prah.g_01919
OG0000511	Syaa.g_02163	Prah.g_01918
OG0000512	Syaa.g_02161	Prah.g_01916
OG0000513	Syaa.g_02145	Prah.g_00209
OG0000514	Syaa.g_02118	Prah.g_00218
OG0000515	Syaa.g_02117	Prah.g_00219
OG0000516	Syaa.g_00698	Prah.g_00221
OG0000517	Syaa.g_00702	Prah.g_00229
OG0000518	Syaa.g_00714	Prah.g_00241
OG0000519	Syaa.g_00715	Prah.g_00242
OG0000520	Syaa.g_00716	Prah.g_00247
OG0000521	Syaa.g_01864	Prah.g_00255
OG0000522	Syaa.g_01862	Prah.g_00257
OG0000523	Syaa.g_01859	Prah.g_00258
OG0000524	Syaa.g_01856	Prah.g_00290
OG0000525	Syaa.g_01851	Prah.g_00304
OG0000526	Syaa.g_01848	Prah.g_00306
OG0000527	Syaa.g_01844	Prah.g_00310
OG0000528	Syaa.g_02054	Prah.g_01572
OG0000529	Syaa.g_02050	Prah.g_01565
OG0000530	Syaa.g_02047	Prah.g_01562
OG0000531	Syaa.g_02046	Prah.g_01561
OG0000532	Syaa.g_02043	Prah.g_01558
OG0000533	Syaa.g_02042	Prah.g_01556
OG0000534	Syaa.g_02041	Prah.g_01555
OG0000535	Syaa.g_02040	Prah.g_01554
OG0000536	Syaa.g_02039	Prah.g_01553
OG0000537	Syaa.g_02038	Prah.g_01552
OG0000538	Syaa.g_02027	Prah.g_01541
OG0000539	Syaa.g_02026	Prah.g_01540
OG0000540	Syaa.g_02025	Prah.g_01539
OG0000541	Syaa.g_02024	Prah.g_01538
OG0000542	Syaa.g_02021	Prah.g_01535
OG0000543	Syaa.g_02019	Prah.g_01533
OG0000544	Syaa.g_02018	Prah.g_01532
OG0000545	Syaa.g_02016	Prah.g_01530
OG0000546	Syaa.g_02014	Prah.g_01528
OG0000547	Syaa.g_02012	Prah.g_01526
OG0000548	Syaa.g_02011	Prah.g_01525
OG0000549	Syaa.g_02003	Prah.g_01519
OG0000550	Syaa.g_01998	Prah.g_01514
OG0000551	Syaa.g_01993	Prah.g_01510
OG0000552	Syaa.g_01992	Prah.g_01509
OG0000553	Syaa.g_01990	Prah.g_01505
OG0000554	Syaa.g_01979	Prah.g_01500
OG0000555	Syaa.g_01961	Prah.g_01480
OG0000556	Syaa.g_01957	Prah.g_01474
OG0000557	Syaa.g_01955	Prah.g_01473
OG0000558	Syaa.g_01953	Prah.g_01470
OG0000559	Syaa.g_01949	Prah.g_01466
OG0000560	Syaa.g_01946	Prah.g_01463
OG0000561	Syaa.g_01945	Prah.g_01462
OG0000562	Syaa.g_01944	Prah.g_01461
OG0000563	Syaa.g_01943	Prah.g_01460
OG0000564	Syaa.g_01942	Prah.g_01459
