Orthogroup	Syaa	Prab
OG0000086	Syaa.g_00324	Prab.g_00080
OG0000087	Syaa.g_02433	Prab.g_00129
OG0000088	Syaa.g_02474	Prab.g_00157
OG0000089	Syaa.g_02149	Prab.g_00343
OG0000090	Syaa.g_01980	Prab.g_00537
OG0000091	Syaa.g_01625	Prab.g_00647
OG0000094	Syaa.g_01288	Prab.g_00948
OG0000097	Syaa.g_00979	Prab.g_01260
OG0000099	Syaa.g_00202	Prab.g_01394
OG0000100	Syaa.g_01201	Prab.g_01540
OG0000101	Syaa.g_02249	Prab.g_01802
OG0000102	Syaa.g_00118	Prab.g_01862
OG0000103	Syaa.g_02740	Prab.g_01942
OG0000104	Syaa.g_02754	Prab.g_01951
OG0000105	Syaa.g_00270	Prab.g_00262
OG0000106	Syaa.g_01439	Prab.g_00359
OG0000107	Syaa.g_02351	Prab.g_00375
OG0000108	Syaa.g_02051	Prab.g_00484
OG0000109	Syaa.g_02036	Prab.g_00498
OG0000110	Syaa.g_01918	Prab.g_00579
OG0000111	Syaa.g_00888	Prab.g_00704
OG0000112	Syaa.g_01366	Prab.g_00804
OG0000113	Syaa.g_01196	Prab.g_00862
OG0000114	Syaa.g_01094	Prab.g_01068
OG0000115	Syaa.g_01795	Prab.g_01156
OG0000116	Syaa.g_00757	Prab.g_01209
OG0000117	Syaa.g_01009	Prab.g_00717
OG0000118	Syaa.g_01874	Prab.g_01338
OG0000119	Syaa.g_00785	Prab.g_01356
OG0000120	Syaa.g_00201	Prab.g_01447
OG0000121	Syaa.g_01777	Prab.g_01468
OG0000122	Syaa.g_01598	Prab.g_01506
OG0000123	Syaa.g_02242	Prab.g_01809
OG0000124	Syaa.g_00092	Prab.g_01873
OG0000125	Syaa.g_02598	Prab.g_01910
OG0000126	Syaa.g_02752	Prab.g_01950
OG0000128	Syaa.g_00012	Prab.g_00011
OG0000129	Syaa.g_02586	Prab.g_00043
OG0000130	Syaa.g_00354	Prab.g_00061
OG0000131	Syaa.g_02448	Prab.g_00136
OG0000132	Syaa.g_02472	Prab.g_00155
OG0000133	Syaa.g_01361	Prab.g_00310
OG0000134	Syaa.g_02146	Prab.g_00344
OG0000135	Syaa.g_02649	Prab.g_00371
OG0000136	Syaa.g_00708	Prab.g_00444
OG0000137	Syaa.g_01842	Prab.g_00479
OG0000138	Syaa.g_02035	Prab.g_00499
OG0000139	Syaa.g_01974	Prab.g_00541
OG0000140	Syaa.g_01971	Prab.g_00542
OG0000141	Syaa.g_01689	Prab.g_00611
OG0000142	Syaa.g_01633	Prab.g_00640
OG0000143	Syaa.g_01629	Prab.g_00644
OG0000144	Syaa.g_01446	Prab.g_00657
OG0000145	Syaa.g_02029	Prab.g_00783
OG0000146	Syaa.g_01367	Prab.g_00805
OG0000147	Syaa.g_01368	Prab.g_00806
OG0000148	Syaa.g_01190	Prab.g_00856
OG0000149	Syaa.g_00826	Prab.g_00886
OG0000150	Syaa.g_01688	Prab.g_00894
OG0000151	Syaa.g_01107	Prab.g_01058
OG0000152	Syaa.g_01357	Prab.g_01010
OG0000153	Syaa.g_01324	Prab.g_00991
OG0000154	Syaa.g_01298	Prab.g_00955
OG0000155	Syaa.g_00804	Prab.g_01239
OG0000156	Syaa.g_00751	Prab.g_01315
OG0000157	Syaa.g_00750	Prab.g_01316
OG0000158	Syaa.g_00148	Prab.g_01379
OG0000160	Syaa.g_01776	Prab.g_01467
OG0000161	Syaa.g_01782	Prab.g_01473
OG0000162	Syaa.g_01788	Prab.g_01479
OG0000163	Syaa.g_00624	Prab.g_01513
OG0000164	Syaa.g_00507	Prab.g_01693
OG0000165	Syaa.g_00681	Prab.g_01700
OG0000166	Syaa.g_02289	Prab.g_01766
OG0000167	Syaa.g_00160	Prab.g_01832
OG0000168	Syaa.g_00145	Prab.g_01841
OG0000169	Syaa.g_00134	Prab.g_01851
OG0000170	Syaa.g_00128	Prab.g_01853
OG0000171	Syaa.g_00093	Prab.g_01872
OG0000172	Syaa.g_00079	Prab.g_01881
OG0000173	Syaa.g_00060	Prab.g_01896
OG0000174	Syaa.g_02651	Prab.g_01924
OG0000175	Syaa.g_02726	Prab.g_01934
OG0000176	Syaa.g_00004	Prab.g_00004
OG0000177	Syaa.g_00005	Prab.g_00005
OG0000178	Syaa.g_00006	Prab.g_00006
OG0000179	Syaa.g_00023	Prab.g_00016
OG0000180	Syaa.g_00024	Prab.g_00017
OG0000181	Syaa.g_00025	Prab.g_00018
OG0000182	Syaa.g_00026	Prab.g_00019
OG0000183	Syaa.g_00030	Prab.g_00023
OG0000184	Syaa.g_02578	Prab.g_00045
OG0000185	Syaa.g_02575	Prab.g_00048
OG0000186	Syaa.g_00359	Prab.g_00056
OG0000187	Syaa.g_00358	Prab.g_00057
OG0000188	Syaa.g_00334	Prab.g_00074
OG0000189	Syaa.g_02367	Prab.g_00087
OG0000190	Syaa.g_02369	Prab.g_00088
OG0000191	Syaa.g_02404	Prab.g_00108
OG0000192	Syaa.g_02410	Prab.g_00112
OG0000193	Syaa.g_02449	Prab.g_00137
OG0000194	Syaa.g_02452	Prab.g_00140
OG0000195	Syaa.g_02459	Prab.g_00142
OG0000196	Syaa.g_02469	Prab.g_00152
OG0000197	Syaa.g_02470	Prab.g_00153
OG0000198	Syaa.g_02471	Prab.g_00154
OG0000199	Syaa.g_02479	Prab.g_00161
OG0000200	Syaa.g_02496	Prab.g_00175
OG0000201	Syaa.g_02521	Prab.g_00183
OG0000202	Syaa.g_02522	Prab.g_00184
OG0000203	Syaa.g_02523	Prab.g_00185
OG0000204	Syaa.g_02524	Prab.g_00186
OG0000205	Syaa.g_02531	Prab.g_00193
OG0000206	Syaa.g_02538	Prab.g_00198
OG0000207	Syaa.g_02540	Prab.g_00200
OG0000208	Syaa.g_02541	Prab.g_00201
OG0000209	Syaa.g_02556	Prab.g_00210
OG0000210	Syaa.g_02557	Prab.g_00211
OG0000212	Syaa.g_02102	Prab.g_00230
OG0000213	Syaa.g_00295	Prab.g_00247
OG0000214	Syaa.g_00279	Prab.g_00256
OG0000215	Syaa.g_00248	Prab.g_00280
OG0000216	Syaa.g_00244	Prab.g_00282
OG0000217	Syaa.g_00240	Prab.g_00285
OG0000218	Syaa.g_00238	Prab.g_00287
OG0000219	Syaa.g_00237	Prab.g_00288
OG0000220	Syaa.g_00236	Prab.g_00289
OG0000221	Syaa.g_00229	Prab.g_00290
OG0000222	Syaa.g_00215	Prab.g_00298
OG0000223	Syaa.g_00192	Prab.g_00311
OG0000224	Syaa.g_00183	Prab.g_00313
OG0000225	Syaa.g_02166	Prab.g_00333
OG0000226	Syaa.g_02162	Prab.g_00337
OG0000227	Syaa.g_02160	Prab.g_00339
OG0000228	Syaa.g_02150	Prab.g_00342
OG0000229	Syaa.g_00703	Prab.g_00439
OG0000230	Syaa.g_00705	Prab.g_00441
OG0000231	Syaa.g_00717	Prab.g_00455
OG0000232	Syaa.g_01858	Prab.g_00463
OG0000233	Syaa.g_01853	Prab.g_00468
OG0000234	Syaa.g_01841	Prab.g_00480
OG0000235	Syaa.g_02052	Prab.g_00483
OG0000236	Syaa.g_02037	Prab.g_00497
OG0000237	Syaa.g_02020	Prab.g_00510
OG0000238	Syaa.g_02015	Prab.g_00516
OG0000239	Syaa.g_01996	Prab.g_00529
OG0000240	Syaa.g_01995	Prab.g_00530
OG0000241	Syaa.g_01644	Prab.g_00534
OG0000242	Syaa.g_01982	Prab.g_00536
OG0000243	Syaa.g_01960	Prab.g_00547
OG0000244	Syaa.g_01954	Prab.g_00550
OG0000245	Syaa.g_01952	Prab.g_00552
OG0000246	Syaa.g_01948	Prab.g_00556
OG0000247	Syaa.g_01937	Prab.g_00566
OG0000248	Syaa.g_01934	Prab.g_00569
OG0000249	Syaa.g_01932	Prab.g_00571
OG0000250	Syaa.g_01922	Prab.g_00576
OG0000251	Syaa.g_01897	Prab.g_00595
OG0000252	Syaa.g_01894	Prab.g_00598
OG0000253	Syaa.g_01893	Prab.g_00599
OG0000254	Syaa.g_01684	Prab.g_00615
OG0000255	Syaa.g_01668	Prab.g_00621
OG0000256	Syaa.g_01651	Prab.g_00632
OG0000257	Syaa.g_01645	Prab.g_00635
OG0000258	Syaa.g_01624	Prab.g_00648
OG0000259	Syaa.g_01063	Prab.g_00665
OG0000260	Syaa.g_01066	Prab.g_00668
OG0000261	Syaa.g_01069	Prab.g_00670
OG0000262	Syaa.g_01074	Prab.g_00674
OG0000263	Syaa.g_00989	Prab.g_00686
OG0000264	Syaa.g_00910	Prab.g_00696
OG0000265	Syaa.g_00931, Syaa.g_01498	Prab.g_00723
OG0000266	Syaa.g_01257, Syaa.g_01258	Prab.g_00733
OG0000267	Syaa.g_01409	Prab.g_00744
OG0000268	Syaa.g_01408	Prab.g_00745
OG0000269	Syaa.g_01149	Prab.g_00835
OG0000270	Syaa.g_01152	Prab.g_00838
OG0000271	Syaa.g_01160	Prab.g_00846
OG0000272	Syaa.g_01161	Prab.g_00847
OG0000273	Syaa.g_00844	Prab.g_00870
OG0000274	Syaa.g_00843	Prab.g_00871
OG0000275	Syaa.g_00840	Prab.g_00873
OG0000276	Syaa.g_00834	Prab.g_00878
OG0000277	Syaa.g_00833	Prab.g_00879
OG0000278	Syaa.g_00830	Prab.g_00882
OG0000279	Syaa.g_00822	Prab.g_00889
OG0000280	Syaa.g_00815	Prab.g_00890
OG0000282	Syaa.g_01096	Prab.g_01066
OG0000283	Syaa.g_01396	Prab.g_01033
OG0000284	Syaa.g_01390	Prab.g_01028
OG0000285	Syaa.g_01377	Prab.g_01023
OG0000286	Syaa.g_01358	Prab.g_01011
OG0000288	Syaa.g_01299	Prab.g_00956
OG0000289	Syaa.g_01285	Prab.g_00945
OG0000290	Syaa.g_00875	Prab.g_00932
OG0000291	Syaa.g_00877	Prab.g_00930
OG0000292	Syaa.g_02751	Prab.g_01144
OG0000293	Syaa.g_00758	Prab.g_01210
OG0000294	Syaa.g_00759	Prab.g_01211
OG0000295	Syaa.g_00796	Prab.g_01231
OG0000296	Syaa.g_00798	Prab.g_01233
OG0000297	Syaa.g_01021	Prab.g_01241
OG0000298	Syaa.g_01010	Prab.g_01242
OG0000299	Syaa.g_00982	Prab.g_01259
OG0000300	Syaa.g_00976	Prab.g_01262
OG0000301	Syaa.g_00975	Prab.g_01263
OG0000302	Syaa.g_00972	Prab.g_01265
OG0000303	Syaa.g_00963	Prab.g_01272
OG0000304	Syaa.g_00957	Prab.g_01276
OG0000305	Syaa.g_00881	Prab.g_01353
OG0000306	Syaa.g_00807	Prab.g_01355
OG0000307	Syaa.g_02068	Prab.g_01369
OG0000308	Syaa.g_02070	Prab.g_01370
OG0000309	Syaa.g_02075	Prab.g_01374
OG0000310	Syaa.g_01752	Prab.g_01451
OG0000311	Syaa.g_01757	Prab.g_01453
OG0000312	Syaa.g_01762	Prab.g_01456
OG0000313	Syaa.g_01779	Prab.g_01470
OG0000314	Syaa.g_01806	Prab.g_01493
OG0000315	Syaa.g_01816	Prab.g_01503
OG0000316	Syaa.g_00598	Prab.g_01523
OG0000317	Syaa.g_00556	Prab.g_01667
OG0000318	Syaa.g_00550	Prab.g_01670
OG0000319	Syaa.g_00532	Prab.g_01683
OG0000320	Syaa.g_00530	Prab.g_01685
OG0000321	Syaa.g_00529	Prab.g_01686
OG0000322	Syaa.g_00528	Prab.g_01687
OG0000323	Syaa.g_00496	Prab.g_01696
OG0000324	Syaa.g_00653	Prab.g_01722
OG0000325	Syaa.g_02350	Prab.g_01732
OG0000326	Syaa.g_02343	Prab.g_01738
OG0000327	Syaa.g_02294	Prab.g_01761
OG0000328	Syaa.g_02293	Prab.g_01762
OG0000329	Syaa.g_02275	Prab.g_01779
OG0000330	Syaa.g_02274	Prab.g_01780
OG0000331	Syaa.g_02273	Prab.g_01781
OG0000332	Syaa.g_02258	Prab.g_01795
OG0000333	Syaa.g_02255	Prab.g_01797
OG0000334	Syaa.g_02246	Prab.g_01805
OG0000335	Syaa.g_02241	Prab.g_01810
OG0000336	Syaa.g_02237	Prab.g_01814
OG0000337	Syaa.g_00167	Prab.g_01830
OG0000338	Syaa.g_00162	Prab.g_01831
OG0000339	Syaa.g_00156	Prab.g_01835
OG0000340	Syaa.g_00144	Prab.g_01842
OG0000341	Syaa.g_00142	Prab.g_01844
OG0000342	Syaa.g_00141	Prab.g_01845
OG0000343	Syaa.g_00140	Prab.g_01846
OG0000344	Syaa.g_00136	Prab.g_01849
OG0000345	Syaa.g_00127	Prab.g_01854
OG0000346	Syaa.g_00122	Prab.g_01858
OG0000347	Syaa.g_00088	Prab.g_01874
OG0000348	Syaa.g_00071	Prab.g_01884
OG0000349	Syaa.g_00053	Prab.g_01901
OG0000350	Syaa.g_02336	Prab.g_01920
OG0000351	Syaa.g_02730	Prab.g_01937
OG0000352	Syaa.g_02731	Prab.g_01938
OG0000353	Syaa.g_02757	Prab.g_01954
OG0000355	Syaa.g_00001	Prab.g_00001
OG0000356	Syaa.g_00002	Prab.g_00002
OG0000357	Syaa.g_00003	Prab.g_00003
OG0000358	Syaa.g_00007	Prab.g_00007
OG0000359	Syaa.g_00009	Prab.g_00008
OG0000360	Syaa.g_00010	Prab.g_00009
OG0000361	Syaa.g_00011	Prab.g_00010
OG0000362	Syaa.g_00013	Prab.g_00012
OG0000363	Syaa.g_00015	Prab.g_00014
OG0000364	Syaa.g_00016	Prab.g_00015
OG0000365	Syaa.g_00027	Prab.g_00020
OG0000366	Syaa.g_00028	Prab.g_00021
OG0000367	Syaa.g_00029	Prab.g_00022
OG0000368	Syaa.g_00031	Prab.g_00024
OG0000369	Syaa.g_00032	Prab.g_00025
OG0000370	Syaa.g_00033	Prab.g_00026
OG0000371	Syaa.g_00041	Prab.g_00032
OG0000372	Syaa.g_00046	Prab.g_00035
OG0000373	Syaa.g_00047	Prab.g_00036
OG0000374	Syaa.g_00048	Prab.g_00037
OG0000375	Syaa.g_00049	Prab.g_00039
OG0000376	Syaa.g_00051	Prab.g_00041
OG0000377	Syaa.g_02585	Prab.g_00044
OG0000378	Syaa.g_02577	Prab.g_00046
OG0000379	Syaa.g_02574	Prab.g_00049
OG0000380	Syaa.g_00357	Prab.g_00058
OG0000381	Syaa.g_00353	Prab.g_00062
OG0000382	Syaa.g_00335	Prab.g_00073
OG0000383	Syaa.g_00333	Prab.g_00075
OG0000384	Syaa.g_00332	Prab.g_00076
OG0000385	Syaa.g_00331	Prab.g_00077
OG0000386	Syaa.g_00330	Prab.g_00078
OG0000387	Syaa.g_02371	Prab.g_00090
OG0000388	Syaa.g_02375	Prab.g_00093
OG0000389	Syaa.g_02379	Prab.g_00097
OG0000390	Syaa.g_02398	Prab.g_00104
OG0000391	Syaa.g_02403	Prab.g_00107
OG0000392	Syaa.g_02409	Prab.g_00111
OG0000393	Syaa.g_02412	Prab.g_00113
OG0000394	Syaa.g_02413	Prab.g_00114
OG0000395	Syaa.g_02414	Prab.g_00115
OG0000396	Syaa.g_02417	Prab.g_00117
OG0000397	Syaa.g_02419	Prab.g_00119
OG0000398	Syaa.g_02424	Prab.g_00121
OG0000399	Syaa.g_02425	Prab.g_00122
OG0000400	Syaa.g_02426	Prab.g_00123
OG0000401	Syaa.g_02427	Prab.g_00124
OG0000402	Syaa.g_02429	Prab.g_00126
OG0000403	Syaa.g_02430	Prab.g_00127
OG0000404	Syaa.g_02431	Prab.g_00128
OG0000405	Syaa.g_02446	Prab.g_00132
OG0000406	Syaa.g_02450	Prab.g_00138
OG0000407	Syaa.g_02451	Prab.g_00139
OG0000408	Syaa.g_02458	Prab.g_00141
OG0000409	Syaa.g_02460	Prab.g_00143
OG0000410	Syaa.g_02461	Prab.g_00144
OG0000411	Syaa.g_02462	Prab.g_00145
OG0000412	Syaa.g_02463	Prab.g_00146
OG0000413	Syaa.g_02465	Prab.g_00147
OG0000415	Syaa.g_02466	Prab.g_00149
OG0000416	Syaa.g_02467	Prab.g_00150
OG0000417	Syaa.g_02468	Prab.g_00151
OG0000418	Syaa.g_02473	Prab.g_00156
OG0000419	Syaa.g_02475	Prab.g_00158
OG0000420	Syaa.g_02477	Prab.g_00159
OG0000421	Syaa.g_02482	Prab.g_00164
OG0000422	Syaa.g_02483	Prab.g_00165
OG0000423	Syaa.g_02484	Prab.g_00166
OG0000424	Syaa.g_02485	Prab.g_00167
OG0000425	Syaa.g_02486	Prab.g_00168
OG0000426	Syaa.g_02487	Prab.g_00169
OG0000427	Syaa.g_02488	Prab.g_00170
OG0000428	Syaa.g_02491	Prab.g_00172
OG0000429	Syaa.g_02493	Prab.g_00173
OG0000430	Syaa.g_02495	Prab.g_00174
OG0000431	Syaa.g_02498	Prab.g_00176
OG0000432	Syaa.g_02504	Prab.g_00179
OG0000433	Syaa.g_02513	Prab.g_00180
OG0000434	Syaa.g_02514	Prab.g_00181
OG0000435	Syaa.g_02516	Prab.g_00182
OG0000436	Syaa.g_02525	Prab.g_00187
OG0000437	Syaa.g_02526	Prab.g_00188
OG0000438	Syaa.g_02527	Prab.g_00189
OG0000439	Syaa.g_02529	Prab.g_00191
OG0000440	Syaa.g_02530	Prab.g_00192
OG0000441	Syaa.g_02534	Prab.g_00195
OG0000442	Syaa.g_02535	Prab.g_00196
OG0000443	Syaa.g_02536	Prab.g_00197
OG0000444	Syaa.g_02542	Prab.g_00202
OG0000445	Syaa.g_02543	Prab.g_00203
OG0000446	Syaa.g_02545	Prab.g_00204
OG0000447	Syaa.g_02548	Prab.g_00205
OG0000448	Syaa.g_02549	Prab.g_00206
OG0000449	Syaa.g_02550	Prab.g_00207
OG0000450	Syaa.g_02553	Prab.g_00208
OG0000451	Syaa.g_02554	Prab.g_00209
OG0000452	Syaa.g_02558	Prab.g_00212
OG0000453	Syaa.g_02559	Prab.g_00213
OG0000454	Syaa.g_02560	Prab.g_00214
OG0000455	Syaa.g_02561	Prab.g_00215
OG0000456	Syaa.g_02562	Prab.g_00216
OG0000457	Syaa.g_02564	Prab.g_00217
OG0000458	Syaa.g_02565	Prab.g_00218
OG0000459	Syaa.g_02566	Prab.g_00219
OG0000460	Syaa.g_02111	Prab.g_00226
OG0000461	Syaa.g_00318	Prab.g_00232
OG0000462	Syaa.g_00315	Prab.g_00234
OG0000463	Syaa.g_00314	Prab.g_00235
OG0000464	Syaa.g_00313	Prab.g_00236
OG0000465	Syaa.g_00311	Prab.g_00237
OG0000466	Syaa.g_00306	Prab.g_00240
OG0000467	Syaa.g_00304	Prab.g_00241
OG0000468	Syaa.g_00299	Prab.g_00243
OG0000469	Syaa.g_00285	Prab.g_00251
OG0000470	Syaa.g_00283	Prab.g_00253
OG0000471	Syaa.g_00282	Prab.g_00254
OG0000472	Syaa.g_00280	Prab.g_00255
OG0000473	Syaa.g_00278	Prab.g_00257
OG0000474	Syaa.g_00277	Prab.g_00258
OG0000475	Syaa.g_00276	Prab.g_00259
OG0000476	Syaa.g_00274	Prab.g_00260
OG0000477	Syaa.g_00268	Prab.g_00263
OG0000478	Syaa.g_00267	Prab.g_00264
OG0000479	Syaa.g_00266	Prab.g_00265
OG0000480	Syaa.g_00259	Prab.g_00270
OG0000481	Syaa.g_00257	Prab.g_00272
OG0000482	Syaa.g_00256	Prab.g_00273
OG0000483	Syaa.g_00252	Prab.g_00276
OG0000484	Syaa.g_00251	Prab.g_00277
OG0000485	Syaa.g_00250	Prab.g_00278
OG0000486	Syaa.g_00249	Prab.g_00279
OG0000487	Syaa.g_00243	Prab.g_00283
OG0000488	Syaa.g_00239	Prab.g_00286
OG0000489	Syaa.g_00228	Prab.g_00291
OG0000490	Syaa.g_00220	Prab.g_00296
OG0000491	Syaa.g_00218	Prab.g_00297
OG0000492	Syaa.g_00214	Prab.g_00299
OG0000493	Syaa.g_00213	Prab.g_00300
OG0000494	Syaa.g_00212	Prab.g_00301
OG0000495	Syaa.g_00211	Prab.g_00302
OG0000496	Syaa.g_00210	Prab.g_00303
OG0000497	Syaa.g_00209	Prab.g_00304
OG0000498	Syaa.g_00208	Prab.g_00305
OG0000499	Syaa.g_00207	Prab.g_00306
OG0000500	Syaa.g_00206	Prab.g_00307
OG0000501	Syaa.g_00203	Prab.g_00309
OG0000502	Syaa.g_00190	Prab.g_00312
OG0000503	Syaa.g_02182	Prab.g_00322
OG0000504	Syaa.g_02180	Prab.g_00323
OG0000505	Syaa.g_02179	Prab.g_00324
OG0000506	Syaa.g_02177	Prab.g_00325
OG0000507	Syaa.g_02171	Prab.g_00328
OG0000508	Syaa.g_02167	Prab.g_00332
OG0000509	Syaa.g_02165	Prab.g_00334
OG0000510	Syaa.g_02164	Prab.g_00335
OG0000511	Syaa.g_02163	Prab.g_00336
OG0000512	Syaa.g_02161	Prab.g_00338
OG0000513	Syaa.g_02145	Prab.g_00345
OG0000514	Syaa.g_02118	Prab.g_00434
OG0000515	Syaa.g_02117	Prab.g_00435
OG0000516	Syaa.g_00698	Prab.g_00436
OG0000517	Syaa.g_00702	Prab.g_00438
OG0000518	Syaa.g_00714	Prab.g_00449
OG0000519	Syaa.g_00715	Prab.g_00450
OG0000520	Syaa.g_00716	Prab.g_00454
OG0000521	Syaa.g_01864	Prab.g_00459
OG0000522	Syaa.g_01862	Prab.g_00460
OG0000523	Syaa.g_01859	Prab.g_00461
OG0000524	Syaa.g_01856	Prab.g_00466
OG0000525	Syaa.g_01851	Prab.g_00469
OG0000526	Syaa.g_01848	Prab.g_00470
OG0000527	Syaa.g_01844	Prab.g_00477
OG0000528	Syaa.g_02054	Prab.g_00482
OG0000529	Syaa.g_02050	Prab.g_00485
OG0000530	Syaa.g_02047	Prab.g_00488
OG0000531	Syaa.g_02046	Prab.g_00489
OG0000532	Syaa.g_02043	Prab.g_00491
OG0000533	Syaa.g_02042	Prab.g_00492
OG0000534	Syaa.g_02041	Prab.g_00493
OG0000535	Syaa.g_02040	Prab.g_00494
OG0000536	Syaa.g_02039	Prab.g_00495
OG0000537	Syaa.g_02038	Prab.g_00496
OG0000538	Syaa.g_02027	Prab.g_00504
OG0000539	Syaa.g_02026	Prab.g_00505
OG0000540	Syaa.g_02025	Prab.g_00506
OG0000541	Syaa.g_02024	Prab.g_00507
OG0000542	Syaa.g_02021	Prab.g_00509
OG0000543	Syaa.g_02019	Prab.g_00511
OG0000544	Syaa.g_02018	Prab.g_00512
OG0000545	Syaa.g_02016	Prab.g_00514
OG0000546	Syaa.g_02014	Prab.g_00517
OG0000547	Syaa.g_02012	Prab.g_00519
OG0000548	Syaa.g_02011	Prab.g_00520
OG0000549	Syaa.g_02003	Prab.g_00522
OG0000550	Syaa.g_01998	Prab.g_00527
OG0000551	Syaa.g_01993	Prab.g_00531
OG0000552	Syaa.g_01992	Prab.g_00532
OG0000553	Syaa.g_01990	Prab.g_00533
OG0000554	Syaa.g_01979	Prab.g_00538
OG0000555	Syaa.g_01961	Prab.g_00546
OG0000556	Syaa.g_01957	Prab.g_00548
OG0000557	Syaa.g_01955	Prab.g_00549
OG0000558	Syaa.g_01953	Prab.g_00551
OG0000559	Syaa.g_01949	Prab.g_00555
OG0000560	Syaa.g_01946	Prab.g_00558
OG0000561	Syaa.g_01945	Prab.g_00559
OG0000562	Syaa.g_01944	Prab.g_00560
OG0000563	Syaa.g_01943	Prab.g_00561
OG0000564	Syaa.g_01942	Prab.g_00562
OG0000565	Syaa.g_01939	Prab.g_00565
OG0000566	Syaa.g_01935	Prab.g_00568
OG0000567	Syaa.g_01931	Prab.g_00572
OG0000568	Syaa.g_01928	Prab.g_00573
OG0000569	Syaa.g_01925	Prab.g_00574
OG0000570	Syaa.g_01924	Prab.g_00575
