Orthogroup	Prac	Prbc
OG0000390	Prac.g_01184	Prbc.g_01261
OG0000391	Prac.g_01183	Prbc.g_01262
OG0000392	Prac.g_01182	Prbc.g_01263
OG0000393	Prac.g_01179	Prbc.g_01267
OG0000394	Prac.g_01178	Prbc.g_01268
OG0000395	Prac.g_01176	Prbc.g_01271
OG0000396	Prac.g_01175	Prbc.g_01912
OG0000397	Prac.g_01162	Prbc.g_02137
OG0000398	Prac.g_01154	Prbc.g_02168
OG0000399	Prac.g_01153	Prbc.g_01317
OG0000400	Prac.g_01148	Prbc.g_00934
OG0000401	Prac.g_01116	Prbc.g_01492
OG0000402	Prac.g_01115	Prbc.g_01493
OG0000403	Prac.g_01114	Prbc.g_01494
OG0000404	Prac.g_01112	Prbc.g_01496
OG0000405	Prac.g_01111	Prbc.g_01497
OG0000406	Prac.g_01109	Prbc.g_01499
OG0000407	Prac.g_01108	Prbc.g_01500
OG0000408	Prac.g_01107	Prbc.g_01501
OG0000409	Prac.g_01106	Prbc.g_01502
OG0000410	Prac.g_01105	Prbc.g_01503
OG0000411	Prac.g_01104	Prbc.g_01504
OG0000412	Prac.g_01103	Prbc.g_01505
OG0000413	Prac.g_01102	Prbc.g_01506
OG0000414	Prac.g_01101	Prbc.g_01507
OG0000415	Prac.g_01100	Prbc.g_01508
OG0000416	Prac.g_01099	Prbc.g_01509
OG0000417	Prac.g_01098	Prbc.g_01510
OG0000418	Prac.g_01097	Prbc.g_01511
OG0000419	Prac.g_01096	Prbc.g_01512
OG0000420	Prac.g_01095	Prbc.g_01513
OG0000421	Prac.g_01094	Prbc.g_01514
OG0000422	Prac.g_01092	Prbc.g_01516
OG0000423	Prac.g_01091	Prbc.g_01517
OG0000424	Prac.g_01089	Prbc.g_01518
OG0000425	Prac.g_01084	Prbc.g_01524
OG0000426	Prac.g_01083	Prbc.g_01525
OG0000427	Prac.g_01082	Prbc.g_01526
OG0000428	Prac.g_01081	Prbc.g_01528
OG0000429	Prac.g_01080	Prbc.g_01529
OG0000430	Prac.g_01073	Prbc.g_01531
OG0000431	Prac.g_01071	Prbc.g_01532
OG0000432	Prac.g_01070	Prbc.g_01533
OG0000433	Prac.g_01067	Prbc.g_01536
OG0000434	Prac.g_01066	Prbc.g_01538
OG0000435	Prac.g_01065	Prbc.g_01539
OG0000436	Prac.g_01063	Prbc.g_01541
OG0000437	Prac.g_01061	Prbc.g_01543
OG0000438	Prac.g_01060	Prbc.g_01544
OG0000439	Prac.g_01059	Prbc.g_01545
OG0000440	Prac.g_01057	Prbc.g_01546
OG0000441	Prac.g_01056	Prbc.g_01547
OG0000442	Prac.g_01055	Prbc.g_01548
OG0000443	Prac.g_01054	Prbc.g_01549
OG0000444	Prac.g_01053	Prbc.g_01550
OG0000445	Prac.g_01052	Prbc.g_01551
OG0000446	Prac.g_01051	Prbc.g_01552
OG0000447	Prac.g_01050	Prbc.g_01553
OG0000448	Prac.g_01049	Prbc.g_01554
OG0000449	Prac.g_00871	Prbc.g_01580
OG0000450	Prac.g_00870	Prbc.g_01581
OG0000451	Prac.g_00869	Prbc.g_01582
OG0000452	Prac.g_00868	Prbc.g_01583
OG0000453	Prac.g_00866	Prbc.g_01585
OG0000454	Prac.g_00865	Prbc.g_01586
OG0000455	Prac.g_00864	Prbc.g_01587
OG0000456	Prac.g_00863	Prbc.g_01588
OG0000457	Prac.g_00861	Prbc.g_01590
OG0000458	Prac.g_00859	Prbc.g_01592
OG0000459	Prac.g_00858	Prbc.g_01593
OG0000460	Prac.g_00857	Prbc.g_01595
OG0000461	Prac.g_00856	Prbc.g_01596
OG0000462	Prac.g_00855	Prbc.g_01597
OG0000463	Prac.g_00854	Prbc.g_01599
OG0000464	Prac.g_00849	Prbc.g_01603
OG0000465	Prac.g_00847	Prbc.g_01604
OG0000466	Prac.g_00846	Prbc.g_01605
OG0000467	Prac.g_00845	Prbc.g_01606
OG0000468	Prac.g_00844	Prbc.g_01607
OG0000469	Prac.g_00843	Prbc.g_01608
OG0000470	Prac.g_00842	Prbc.g_01609
OG0000471	Prac.g_00841	Prbc.g_01610
OG0000472	Prac.g_00838	Prbc.g_01613
OG0000473	Prac.g_00837	Prbc.g_01614
OG0000474	Prac.g_00836	Prbc.g_01615
OG0000475	Prac.g_00835	Prbc.g_01616
OG0000476	Prac.g_00834	Prbc.g_01617
OG0000477	Prac.g_00832	Prbc.g_01619
OG0000478	Prac.g_00831	Prbc.g_01620
OG0000479	Prac.g_00830	Prbc.g_01621
OG0000480	Prac.g_00828	Prbc.g_01623
OG0000481	Prac.g_00827	Prbc.g_01624
OG0000482	Prac.g_00826	Prbc.g_01626
OG0000483	Prac.g_00825	Prbc.g_01627
OG0000484	Prac.g_00824	Prbc.g_01628
OG0000485	Prac.g_00823	Prbc.g_01629
OG0000486	Prac.g_00822	Prbc.g_01630
OG0000487	Prac.g_00821	Prbc.g_01631
OG0000488	Prac.g_00819	Prbc.g_01633
OG0000489	Prac.g_00818	Prbc.g_01634
OG0000490	Prac.g_00817	Prbc.g_01635
OG0000491	Prac.g_00816	Prbc.g_01636
OG0000492	Prac.g_00815	Prbc.g_01637
OG0000493	Prac.g_00814	Prbc.g_01638
OG0000494	Prac.g_00812	Prbc.g_01640
OG0000495	Prac.g_00811	Prbc.g_01641
OG0000496	Prac.g_00810	Prbc.g_01642
OG0000497	Prac.g_00809	Prbc.g_01643
OG0000498	Prac.g_00808	Prbc.g_01644
OG0000499	Prac.g_00806	Prbc.g_01646
OG0000500	Prac.g_00805	Prbc.g_01647
OG0000501	Prac.g_00803	Prbc.g_01649
OG0000502	Prac.g_00802	Prbc.g_01650
OG0000503	Prac.g_00801	Prbc.g_01651
OG0000504	Prac.g_00800	Prbc.g_01652
OG0000505	Prac.g_00799	Prbc.g_01653
OG0000506	Prac.g_00798	Prbc.g_01654
OG0000507	Prac.g_00797	Prbc.g_01655
OG0000508	Prac.g_00795	Prbc.g_01656
OG0000509	Prac.g_00794	Prbc.g_01657
OG0000510	Prac.g_00793	Prbc.g_01658
OG0000511	Prac.g_00792	Prbc.g_01659
OG0000512	Prac.g_00791	Prbc.g_01660
OG0000513	Prac.g_00790	Prbc.g_01661
OG0000514	Prac.g_00789	Prbc.g_01662
OG0000515	Prac.g_00787	Prbc.g_01663
OG0000516	Prac.g_00786	Prbc.g_01664
OG0000517	Prac.g_00785	Prbc.g_01665
OG0000518	Prac.g_00782	Prbc.g_01667
OG0000519	Prac.g_00780	Prbc.g_01668
OG0000520	Prac.g_00779	Prbc.g_01670
OG0000521	Prac.g_00778	Prbc.g_01669
OG0000522	Prac.g_00777	Prbc.g_01671
OG0000523	Prac.g_00776	Prbc.g_01672
OG0000524	Prac.g_00775	Prbc.g_01673
OG0000525	Prac.g_00772	Prbc.g_01675
OG0000526	Prac.g_00771	Prbc.g_01676
OG0000527	Prac.g_00770	Prbc.g_01677
OG0000528	Prac.g_00769	Prbc.g_01678
OG0000529	Prac.g_00768	Prbc.g_01679
OG0000530	Prac.g_00767	Prbc.g_01680
OG0000531	Prac.g_00766	Prbc.g_01682
OG0000532	Prac.g_00765	Prbc.g_01683
OG0000533	Prac.g_00764	Prbc.g_01684
OG0000534	Prac.g_00763	Prbc.g_01685
OG0000535	Prac.g_00762	Prbc.g_01686
OG0000536	Prac.g_00761	Prbc.g_01687
OG0000537	Prac.g_00760	Prbc.g_01688
OG0000538	Prac.g_00759	Prbc.g_01689
