Orthogroup	Prac	Prba
OG0000061	Prac.g_01020	Prba.g_01317
OG0000062	Prac.g_01018	Prba.g_00097
OG0000063	Prac.g_01955	Prba.g_01135
OG0000064	Prac.g_00133	Prba.g_01145, Prba.g_00249
OG0000065	Prac.g_00175	Prba.g_01192
OG0000066	Prac.g_00248	Prba.g_00175
OG0000067	Prac.g_00142	Prba.g_01132, Prba.g_00900
OG0000068	Prac.g_00548	Prba.g_00429
OG0000069	Prac.g_00242	Prba.g_00149
OG0000071	Prac.g_01936	Prba.g_01804
OG0000072	Prac.g_01609	Prba.g_00538
OG0000073	Prac.g_00702	Prba.g_01648
OG0000074	Prac.g_00680	Prba.g_01626
OG0000075	Prac.g_01468	Prba.g_01492
OG0000076	Prac.g_01256	Prba.g_01264
OG0000077	Prac.g_00276	Prba.g_00242
OG0000078	Prac.g_00256	Prba.g_00155
OG0000079	Prac.g_00333	Prba.g_00310
OG0000080	Prac.g_00886	Prba.g_00261
OG0000081	Prac.g_00015	Prba.g_01069
OG0000082	Prac.g_00101	Prba.g_00831
OG0000083	Prac.g_01944	Prba.g_01796
OG0000084	Prac.g_01941	Prba.g_01799
OG0000085	Prac.g_01924	Prba.g_01816
OG0000086	Prac.g_01893	Prba.g_01833, Prba.g_01044
OG0000087	Prac.g_01882	Prba.g_01843
OG0000088	Prac.g_01818	Prba.g_01901
OG0000089	Prac.g_01810	Prba.g_01909
OG0000090	Prac.g_01792	Prba.g_01927
OG0000091	Prac.g_01761	Prba.g_00625
OG0000092	Prac.g_01760	Prba.g_00626
OG0000093	Prac.g_01746	Prba.g_00640
OG0000094	Prac.g_01728	Prba.g_00658
OG0000095	Prac.g_01723	Prba.g_00663
OG0000096	Prac.g_01679	Prba.g_00470
OG0000097	Prac.g_01657	Prba.g_00491
OG0000098	Prac.g_01647	Prba.g_00501
OG0000099	Prac.g_01637	Prba.g_00510
OG0000100	Prac.g_01634	Prba.g_00513
OG0000101	Prac.g_01177	Prba.g_00851
OG0000102	Prac.g_01150	Prba.g_00877
OG0000103	Prac.g_01068	Prba.g_00985
OG0000104	Prac.g_01064	Prba.g_00981
OG0000105	Prac.g_00872	Prba.g_00962
OG0000106	Prac.g_00840	Prba.g_00929
OG0000107	Prac.g_00839	Prba.g_00928
OG0000108	Prac.g_00829	Prba.g_01772
OG0000109	Prac.g_00820	Prba.g_01763
OG0000110	Prac.g_00804	Prba.g_01747
OG0000111	Prac.g_00720	Prba.g_01666
OG0000112	Prac.g_00719	Prba.g_01665
OG0000113	Prac.g_01538	Prba.g_01572
OG0000114	Prac.g_01477	Prba.g_01501
OG0000115	Prac.g_01327	Prba.g_01337
OG0000116	Prac.g_01323	Prba.g_01333
OG0000117	Prac.g_01259	Prba.g_01267
OG0000118	Prac.g_01207	Prba.g_01216
OG0000119	Prac.g_01959	Prba.g_00094
OG0000120	Prac.g_00979	Prba.g_00057
OG0000121	Prac.g_00960	Prba.g_00038
OG0000122	Prac.g_00941	Prba.g_00019
OG0000123	Prac.g_00928	Prba.g_00006
OG0000124	Prac.g_00448	Prba.g_01084
OG0000125	Prac.g_00187	Prba.g_01204
OG0000126	Prac.g_00217	Prba.g_00196
OG0000127	Prac.g_00424	Prba.g_00110
OG0000128	Prac.g_00410	Prba.g_00712
OG0000129	Prac.g_00374	Prba.g_00676, Prba.g_00351
OG0000130	Prac.g_00627	Prba.g_00228
OG0000131	Prac.g_00589	Prba.g_00584
OG0000132	Prac.g_00586	Prba.g_00581
OG0000133	Prac.g_00507	Prba.g_00388
OG0000134	Prac.g_00543	Prba.g_00424
OG0000135	Prac.g_00545	Prba.g_00426
OG0000136	Prac.g_00026	Prba.g_00752
OG0000137	Prac.g_00057	Prba.g_00785
OG0000138	Prac.g_00092	Prba.g_00821, Prba.g_01089
OG0000139	Prac.g_00118	Prba.g_00848, Prba.g_01776
OG0000140	Prac.g_01946	Prba.g_01794
OG0000141	Prac.g_01945	Prba.g_01795
OG0000142	Prac.g_01943	Prba.g_01797
OG0000143	Prac.g_01942	Prba.g_01798
OG0000144	Prac.g_01940	Prba.g_01800
OG0000145	Prac.g_01939	Prba.g_01801
OG0000146	Prac.g_01938	Prba.g_01802
OG0000147	Prac.g_01937	Prba.g_01803
OG0000148	Prac.g_01935	Prba.g_01805
OG0000149	Prac.g_01933	Prba.g_01807
OG0000150	Prac.g_01932	Prba.g_01808
OG0000151	Prac.g_01931	Prba.g_01809
OG0000152	Prac.g_01930	Prba.g_01810
OG0000153	Prac.g_01929	Prba.g_01811
OG0000154	Prac.g_01928	Prba.g_01812
OG0000155	Prac.g_01927	Prba.g_01813
OG0000156	Prac.g_01926	Prba.g_01814
OG0000157	Prac.g_01925	Prba.g_01815
OG0000158	Prac.g_01923	Prba.g_01817
OG0000159	Prac.g_01922	Prba.g_01818
OG0000160	Prac.g_01921	Prba.g_01819
OG0000161	Prac.g_01920	Prba.g_01820
OG0000162	Prac.g_01919	Prba.g_01821
OG0000163	Prac.g_01918	Prba.g_01822
OG0000164	Prac.g_01915	Prba.g_01825
OG0000165	Prac.g_01911	Prba.g_01828
OG0000166	Prac.g_01910	Prba.g_01829
OG0000167	Prac.g_01909	Prba.g_01830
OG0000168	Prac.g_01892	Prba.g_01834
OG0000169	Prac.g_01890	Prba.g_01836
OG0000170	Prac.g_01889	Prba.g_01837
OG0000171	Prac.g_01888	Prba.g_01838
OG0000172	Prac.g_01886	Prba.g_01839
OG0000173	Prac.g_01885	Prba.g_01840
OG0000174	Prac.g_01884	Prba.g_01841
OG0000175	Prac.g_01883	Prba.g_01842
OG0000176	Prac.g_01881	Prba.g_01844
OG0000177	Prac.g_01880	Prba.g_01845
OG0000178	Prac.g_01879	Prba.g_01846
OG0000179	Prac.g_01867	Prba.g_01852
OG0000180	Prac.g_01866	Prba.g_01853
OG0000181	Prac.g_01865	Prba.g_01854
OG0000182	Prac.g_01862	Prba.g_01857
OG0000183	Prac.g_01861	Prba.g_01858
OG0000184	Prac.g_01858	Prba.g_01861
OG0000185	Prac.g_01854	Prba.g_01865
OG0000186	Prac.g_01853	Prba.g_01866
OG0000187	Prac.g_01852	Prba.g_01867
OG0000188	Prac.g_01851	Prba.g_01868
OG0000189	Prac.g_01850	Prba.g_01869
OG0000190	Prac.g_01849	Prba.g_01870
OG0000191	Prac.g_01848	Prba.g_01871
OG0000192	Prac.g_01847	Prba.g_01872
OG0000193	Prac.g_01846	Prba.g_01873
OG0000194	Prac.g_01845	Prba.g_01874
OG0000195	Prac.g_01843	Prba.g_01876
OG0000196	Prac.g_01842	Prba.g_01877
OG0000197	Prac.g_01841	Prba.g_01878
OG0000198	Prac.g_01840	Prba.g_01879
OG0000199	Prac.g_01837	Prba.g_01882
OG0000200	Prac.g_01836	Prba.g_01883
OG0000201	Prac.g_01835	Prba.g_01884
OG0000202	Prac.g_01834	Prba.g_01885
OG0000203	Prac.g_01833	Prba.g_01886
OG0000204	Prac.g_01832	Prba.g_01887
OG0000205	Prac.g_01831	Prba.g_01888
OG0000206	Prac.g_01830	Prba.g_01889
OG0000207	Prac.g_01829	Prba.g_01890
OG0000208	Prac.g_01828	Prba.g_01891
OG0000209	Prac.g_01827	Prba.g_01892
OG0000210	Prac.g_01825	Prba.g_01894
OG0000211	Prac.g_01824	Prba.g_01895
OG0000212	Prac.g_01823	Prba.g_01896
OG0000213	Prac.g_01822	Prba.g_01897
OG0000214	Prac.g_01820	Prba.g_01899
OG0000215	Prac.g_01819	Prba.g_01900
OG0000216	Prac.g_01817	Prba.g_01902
OG0000217	Prac.g_01816	Prba.g_01903
OG0000218	Prac.g_01815	Prba.g_01904
OG0000219	Prac.g_01814	Prba.g_01905
OG0000220	Prac.g_01811	Prba.g_01908
OG0000221	Prac.g_01809	Prba.g_01910
OG0000222	Prac.g_01808	Prba.g_01911
OG0000223	Prac.g_01807	Prba.g_01912
OG0000224	Prac.g_01804	Prba.g_01915
OG0000225	Prac.g_01802	Prba.g_01917
OG0000226	Prac.g_01801	Prba.g_01918
OG0000227	Prac.g_01800	Prba.g_01919
OG0000228	Prac.g_01799	Prba.g_01920
OG0000229	Prac.g_01798	Prba.g_01921
OG0000230	Prac.g_01797	Prba.g_01922
OG0000231	Prac.g_01795	Prba.g_01924
OG0000232	Prac.g_01794	Prba.g_01925
OG0000233	Prac.g_01791	Prba.g_01928
OG0000234	Prac.g_01789	Prba.g_01930
OG0000235	Prac.g_01785	Prba.g_01933
OG0000236	Prac.g_01784	Prba.g_01934
OG0000237	Prac.g_01783	Prba.g_01935
OG0000238	Prac.g_01782	Prba.g_01936
OG0000239	Prac.g_01781	Prba.g_01937
OG0000240	Prac.g_01779	Prba.g_01939
OG0000241	Prac.g_01778	Prba.g_01940
OG0000242	Prac.g_01777	Prba.g_01941
OG0000243	Prac.g_01776	Prba.g_01942
OG0000244	Prac.g_01775	Prba.g_01943
OG0000245	Prac.g_01774	Prba.g_01944
OG0000246	Prac.g_01772	Prba.g_01946
OG0000247	Prac.g_01771	Prba.g_01947
OG0000248	Prac.g_01770	Prba.g_01948
OG0000249	Prac.g_01769	Prba.g_01949
OG0000250	Prac.g_01768	Prba.g_01950
OG0000251	Prac.g_01767	Prba.g_01951
OG0000252	Prac.g_01766	Prba.g_01952
OG0000253	Prac.g_01765	Prba.g_01953
OG0000254	Prac.g_01763	Prba.g_00623
OG0000255	Prac.g_01762	Prba.g_00624
OG0000256	Prac.g_01759	Prba.g_00627
OG0000257	Prac.g_01757	Prba.g_00629
OG0000258	Prac.g_01756	Prba.g_00630
OG0000259	Prac.g_01755	Prba.g_00631
OG0000260	Prac.g_01754	Prba.g_00632
OG0000261	Prac.g_01753	Prba.g_00633
OG0000262	Prac.g_01752	Prba.g_00634
OG0000263	Prac.g_01751	Prba.g_00635
OG0000264	Prac.g_01749	Prba.g_00637
OG0000265	Prac.g_01748	Prba.g_00638
OG0000266	Prac.g_01747	Prba.g_00639
OG0000267	Prac.g_01745	Prba.g_00641
OG0000268	Prac.g_01744	Prba.g_00642
OG0000269	Prac.g_01743	Prba.g_00643
OG0000270	Prac.g_01742	Prba.g_00644
OG0000271	Prac.g_01741	Prba.g_00645
OG0000272	Prac.g_01740	Prba.g_00646
OG0000273	Prac.g_01739	Prba.g_00647
OG0000274	Prac.g_01738	Prba.g_00648
OG0000275	Prac.g_01737	Prba.g_00649
OG0000276	Prac.g_01736	Prba.g_00650
OG0000277	Prac.g_01735	Prba.g_00651
OG0000278	Prac.g_01734	Prba.g_00652
OG0000279	Prac.g_01733	Prba.g_00653
OG0000280	Prac.g_01732	Prba.g_00654
OG0000281	Prac.g_01730	Prba.g_00656
OG0000282	Prac.g_01729	Prba.g_00657
OG0000283	Prac.g_01726	Prba.g_00660
OG0000284	Prac.g_01725	Prba.g_00661
OG0000285	Prac.g_01724	Prba.g_00662
OG0000286	Prac.g_01722	Prba.g_00664
OG0000287	Prac.g_01721	Prba.g_00665
OG0000288	Prac.g_01720	Prba.g_00666
OG0000289	Prac.g_01719	Prba.g_00667
OG0000290	Prac.g_01718	Prba.g_00668
OG0000291	Prac.g_01717	Prba.g_00669
OG0000292	Prac.g_01716	Prba.g_00670
OG0000293	Prac.g_01715	Prba.g_00671
OG0000294	Prac.g_01714	Prba.g_00672
OG0000295	Prac.g_01713	Prba.g_00673
OG0000296	Prac.g_01712	Prba.g_00674
OG0000297	Prac.g_01711	Prba.g_00675
OG0000298	Prac.g_01710	Prba.g_00439
OG0000299	Prac.g_01709	Prba.g_00440
OG0000300	Prac.g_01708	Prba.g_00441
OG0000301	Prac.g_01707	Prba.g_00442
OG0000302	Prac.g_01706	Prba.g_00443
OG0000303	Prac.g_01705	Prba.g_00444
OG0000304	Prac.g_01704	Prba.g_00445
OG0000305	Prac.g_01703	Prba.g_00446
OG0000306	Prac.g_01702	Prba.g_00447
OG0000307	Prac.g_01701	Prba.g_00448
OG0000308	Prac.g_01700	Prba.g_00449
OG0000309	Prac.g_01699	Prba.g_00450
OG0000310	Prac.g_01698	Prba.g_00451
OG0000311	Prac.g_01697	Prba.g_00452
OG0000312	Prac.g_01695	Prba.g_00454
OG0000313	Prac.g_01694	Prba.g_00455
OG0000314	Prac.g_01691	Prba.g_00458
OG0000315	Prac.g_01690	Prba.g_00459
OG0000316	Prac.g_01688	Prba.g_00461
OG0000317	Prac.g_01686	Prba.g_00463
OG0000318	Prac.g_01685	Prba.g_00464
OG0000319	Prac.g_01684	Prba.g_00465
OG0000320	Prac.g_01683	Prba.g_00466
OG0000321	Prac.g_01680	Prba.g_00469
OG0000322	Prac.g_01678	Prba.g_00472
OG0000323	Prac.g_01677	Prba.g_00473
OG0000324	Prac.g_01674	Prba.g_00476
OG0000325	Prac.g_01672	Prba.g_00477
OG0000326	Prac.g_01671	Prba.g_00478
OG0000327	Prac.g_01669	Prba.g_00480
OG0000328	Prac.g_01668	Prba.g_00481
OG0000329	Prac.g_01667	Prba.g_00482
OG0000330	Prac.g_01666	Prba.g_00483
OG0000331	Prac.g_01665	Prba.g_00484
OG0000332	Prac.g_01664	Prba.g_00485
OG0000333	Prac.g_01663	Prba.g_00486
OG0000334	Prac.g_01662	Prba.g_00487
OG0000335	Prac.g_01661	Prba.g_00488
OG0000336	Prac.g_01660	Prba.g_00489
OG0000337	Prac.g_01656	Prba.g_00492
OG0000338	Prac.g_01655	Prba.g_00493
OG0000339	Prac.g_01654	Prba.g_00494
OG0000340	Prac.g_01653	Prba.g_00495
OG0000341	Prac.g_01649	Prba.g_00499
OG0000342	Prac.g_01648	Prba.g_00500
OG0000343	Prac.g_01646	Prba.g_00502
OG0000344	Prac.g_01645	Prba.g_00503
OG0000345	Prac.g_01644	Prba.g_00504
OG0000346	Prac.g_01643	Prba.g_00505
OG0000347	Prac.g_01642	Prba.g_00506
OG0000348	Prac.g_01641	Prba.g_00507
OG0000349	Prac.g_01640	Prba.g_00508
OG0000350	Prac.g_01639	Prba.g_00509
OG0000351	Prac.g_01636	Prba.g_00511
OG0000352	Prac.g_01633	Prba.g_00514
OG0000353	Prac.g_01632	Prba.g_00515
OG0000354	Prac.g_01631	Prba.g_00516
OG0000355	Prac.g_01630	Prba.g_00517
OG0000356	Prac.g_01629	Prba.g_00518
OG0000357	Prac.g_01628	Prba.g_00519
OG0000358	Prac.g_01627	Prba.g_00520
OG0000359	Prac.g_01626	Prba.g_00521
OG0000360	Prac.g_01623	Prba.g_00524
OG0000361	Prac.g_01622	Prba.g_00525
OG0000362	Prac.g_01621	Prba.g_00526
OG0000363	Prac.g_01620	Prba.g_00527
OG0000364	Prac.g_01619	Prba.g_00528
OG0000365	Prac.g_01618	Prba.g_00529
OG0000366	Prac.g_01617	Prba.g_00530
OG0000367	Prac.g_01616	Prba.g_00531
OG0000368	Prac.g_01615	Prba.g_00532
OG0000369	Prac.g_01614	Prba.g_00533
OG0000370	Prac.g_01613	Prba.g_00534
OG0000371	Prac.g_01612	Prba.g_00535
OG0000372	Prac.g_01610	Prba.g_00537
OG0000373	Prac.g_01608	Prba.g_00539
OG0000374	Prac.g_01607	Prba.g_00540
OG0000375	Prac.g_01606	Prba.g_00541
OG0000376	Prac.g_01604	Prba.g_00543
OG0000377	Prac.g_01603	Prba.g_00544
OG0000378	Prac.g_01602	Prba.g_00545
OG0000379	Prac.g_01200	Prba.g_00550
OG0000380	Prac.g_01199	Prba.g_00551
OG0000381	Prac.g_01198	Prba.g_00552
OG0000382	Prac.g_01196	Prba.g_00554
OG0000383	Prac.g_01193	Prba.g_00557
OG0000384	Prac.g_01192	Prba.g_00558
OG0000385	Prac.g_01189	Prba.g_00561
OG0000386	Prac.g_01188	Prba.g_00562
OG0000387	Prac.g_01187	Prba.g_00218
OG0000388	Prac.g_01186	Prba.g_00219
OG0000389	Prac.g_01185	Prba.g_00220
OG0000390	Prac.g_01184	Prba.g_00221
OG0000391	Prac.g_01183	Prba.g_00222
OG0000392	Prac.g_01182	Prba.g_00223
OG0000393	Prac.g_01179	Prba.g_00849
OG0000394	Prac.g_01178	Prba.g_00850
OG0000395	Prac.g_01176	Prba.g_00852
OG0000396	Prac.g_01175	Prba.g_00853
OG0000397	Prac.g_01162	Prba.g_00865
OG0000398	Prac.g_01154	Prba.g_00873
OG0000399	Prac.g_01153	Prba.g_00874
OG0000400	Prac.g_01148	Prba.g_00880
OG0000401	Prac.g_01116	Prba.g_01030
OG0000402	Prac.g_01115	Prba.g_01029
OG0000403	Prac.g_01114	Prba.g_01028
OG0000404	Prac.g_01112	Prba.g_01026
OG0000405	Prac.g_01111	Prba.g_01025
OG0000406	Prac.g_01109	Prba.g_01023
OG0000407	Prac.g_01108	Prba.g_01022
OG0000408	Prac.g_01107	Prba.g_01021
OG0000409	Prac.g_01106	Prba.g_01020
OG0000410	Prac.g_01105	Prba.g_01019
OG0000411	Prac.g_01104	Prba.g_01018
OG0000412	Prac.g_01103	Prba.g_01017
OG0000413	Prac.g_01102	Prba.g_01016
OG0000414	Prac.g_01101	Prba.g_01015
OG0000415	Prac.g_01100	Prba.g_01014
OG0000416	Prac.g_01099	Prba.g_01013
OG0000417	Prac.g_01098	Prba.g_01012
OG0000418	Prac.g_01097	Prba.g_01011
OG0000419	Prac.g_01096	Prba.g_01010
OG0000420	Prac.g_01095	Prba.g_01009
OG0000421	Prac.g_01094	Prba.g_01008
OG0000422	Prac.g_01092	Prba.g_01006
OG0000423	Prac.g_01091	Prba.g_01005
OG0000424	Prac.g_01089	Prba.g_01003
OG0000425	Prac.g_01084	Prba.g_01000
OG0000426	Prac.g_01083	Prba.g_00999
OG0000427	Prac.g_01082	Prba.g_00998
OG0000428	Prac.g_01081	Prba.g_00997
OG0000429	Prac.g_01080	Prba.g_00996
OG0000430	Prac.g_01073	Prba.g_00990
OG0000431	Prac.g_01071	Prba.g_00988
OG0000432	Prac.g_01070	Prba.g_00987
OG0000433	Prac.g_01067	Prba.g_00984
OG0000434	Prac.g_01066	Prba.g_00983
OG0000435	Prac.g_01065	Prba.g_00982
OG0000436	Prac.g_01063	Prba.g_00980
OG0000437	Prac.g_01061	Prba.g_00978
OG0000438	Prac.g_01060	Prba.g_00977
OG0000439	Prac.g_01059	Prba.g_00976
OG0000440	Prac.g_01057	Prba.g_00974
OG0000441	Prac.g_01056	Prba.g_00973
OG0000442	Prac.g_01055	Prba.g_00972
OG0000443	Prac.g_01054	Prba.g_00971
OG0000444	Prac.g_01053	Prba.g_00970
OG0000445	Prac.g_01052	Prba.g_00969
OG0000446	Prac.g_01051	Prba.g_00968
OG0000447	Prac.g_01050	Prba.g_00967
OG0000448	Prac.g_01049	Prba.g_00966
OG0000449	Prac.g_00871	Prba.g_00961
OG0000450	Prac.g_00870	Prba.g_00960
OG0000451	Prac.g_00869	Prba.g_00959
OG0000452	Prac.g_00868	Prba.g_00958
OG0000453	Prac.g_00866	Prba.g_00956
OG0000454	Prac.g_00865	Prba.g_00955
OG0000455	Prac.g_00864	Prba.g_00954
OG0000456	Prac.g_00863	Prba.g_00953
OG0000457	Prac.g_00861	Prba.g_00951
OG0000458	Prac.g_00859	Prba.g_00949
OG0000459	Prac.g_00858	Prba.g_00948
OG0000460	Prac.g_00857	Prba.g_00946
OG0000461	Prac.g_00856	Prba.g_00945
OG0000462	Prac.g_00855	Prba.g_00944
OG0000463	Prac.g_00854	Prba.g_00943
OG0000464	Prac.g_00849	Prba.g_00938
OG0000465	Prac.g_00847	Prba.g_00936
OG0000466	Prac.g_00846	Prba.g_00935
OG0000467	Prac.g_00845	Prba.g_00934
OG0000468	Prac.g_00844	Prba.g_00933
OG0000469	Prac.g_00843	Prba.g_00932
OG0000470	Prac.g_00842	Prba.g_00931
OG0000471	Prac.g_00841	Prba.g_00930
OG0000472	Prac.g_00838	Prba.g_00927
OG0000473	Prac.g_00837	Prba.g_00926
OG0000474	Prac.g_00836	Prba.g_00925
OG0000475	Prac.g_00835	Prba.g_00924
OG0000476	Prac.g_00834	Prba.g_00923
OG0000477	Prac.g_00832	Prba.g_01775
OG0000478	Prac.g_00831	Prba.g_01774
OG0000479	Prac.g_00830	Prba.g_01773
OG0000480	Prac.g_00828	Prba.g_01771
OG0000481	Prac.g_00827	Prba.g_01770
OG0000482	Prac.g_00826	Prba.g_01769
OG0000483	Prac.g_00825	Prba.g_01768
OG0000484	Prac.g_00824	Prba.g_01767
OG0000485	Prac.g_00823	Prba.g_01766
OG0000486	Prac.g_00822	Prba.g_01765
OG0000487	Prac.g_00821	Prba.g_01764
OG0000488	Prac.g_00819	Prba.g_01762
OG0000489	Prac.g_00818	Prba.g_01761
OG0000490	Prac.g_00817	Prba.g_01760
OG0000491	Prac.g_00816	Prba.g_01759
OG0000492	Prac.g_00815	Prba.g_01758
OG0000493	Prac.g_00814	Prba.g_01757
OG0000494	Prac.g_00812	Prba.g_01755
OG0000495	Prac.g_00811	Prba.g_01754
OG0000496	Prac.g_00810	Prba.g_01753
OG0000497	Prac.g_00809	Prba.g_01752
OG0000498	Prac.g_00808	Prba.g_01751
OG0000499	Prac.g_00806	Prba.g_01749
OG0000500	Prac.g_00805	Prba.g_01748
OG0000501	Prac.g_00803	Prba.g_01746
OG0000502	Prac.g_00802	Prba.g_01745
OG0000503	Prac.g_00801	Prba.g_01744
OG0000504	Prac.g_00800	Prba.g_01743
OG0000505	Prac.g_00799	Prba.g_01742
OG0000506	Prac.g_00798	Prba.g_01741
OG0000507	Prac.g_00797	Prba.g_01740
OG0000508	Prac.g_00795	Prba.g_01738
OG0000509	Prac.g_00794	Prba.g_01737
OG0000510	Prac.g_00793	Prba.g_01736
OG0000511	Prac.g_00792	Prba.g_01735
OG0000512	Prac.g_00791	Prba.g_01734
OG0000513	Prac.g_00790	Prba.g_01733
OG0000514	Prac.g_00789	Prba.g_01732
OG0000515	Prac.g_00787	Prba.g_01730
OG0000516	Prac.g_00786	Prba.g_01729
OG0000517	Prac.g_00785	Prba.g_01728
OG0000518	Prac.g_00782	Prba.g_01726
OG0000519	Prac.g_00780	Prba.g_01725
OG0000520	Prac.g_00779	Prba.g_01724
OG0000521	Prac.g_00778	Prba.g_01723
OG0000522	Prac.g_00777	Prba.g_01722
OG0000523	Prac.g_00776	Prba.g_01721
OG0000524	Prac.g_00775	Prba.g_01720
OG0000525	Prac.g_00772	Prba.g_01718
OG0000526	Prac.g_00771	Prba.g_01717
OG0000527	Prac.g_00770	Prba.g_01716
OG0000528	Prac.g_00769	Prba.g_01715
OG0000529	Prac.g_00768	Prba.g_01714
OG0000530	Prac.g_00767	Prba.g_01713
OG0000531	Prac.g_00766	Prba.g_01712
OG0000532	Prac.g_00765	Prba.g_01711
OG0000533	Prac.g_00764	Prba.g_01710
OG0000534	Prac.g_00763	Prba.g_01709
OG0000535	Prac.g_00762	Prba.g_01708
OG0000536	Prac.g_00761	Prba.g_01707
OG0000537	Prac.g_00760	Prba.g_01706
OG0000538	Prac.g_00759	Prba.g_01705
OG0000539	Prac.g_00758	Prba.g_01704
OG0000540	Prac.g_00757	Prba.g_01703
OG0000541	Prac.g_00756	Prba.g_01702
OG0000542	Prac.g_00755	Prba.g_01701
OG0000543	Prac.g_00754	Prba.g_01700
OG0000544	Prac.g_00753	Prba.g_01699
OG0000545	Prac.g_00750	Prba.g_01696
OG0000546	Prac.g_00749	Prba.g_01695
OG0000547	Prac.g_00747	Prba.g_01693
OG0000548	Prac.g_00746	Prba.g_01692
OG0000549	Prac.g_00745	Prba.g_01691
OG0000550	Prac.g_00744	Prba.g_01690
OG0000551	Prac.g_00743	Prba.g_01689
OG0000552	Prac.g_00742	Prba.g_01688
OG0000553	Prac.g_00741	Prba.g_01687
OG0000554	Prac.g_00740	Prba.g_01686
OG0000555	Prac.g_00739	Prba.g_01685
OG0000556	Prac.g_00738	Prba.g_01684
OG0000557	Prac.g_00737	Prba.g_01683
OG0000558	Prac.g_00736	Prba.g_01682
OG0000559	Prac.g_00735	Prba.g_01681
OG0000560	Prac.g_00733	Prba.g_01679
OG0000561	Prac.g_00732	Prba.g_01678
OG0000562	Prac.g_00731	Prba.g_01677
OG0000563	Prac.g_00730	Prba.g_01676
OG0000564	Prac.g_00729	Prba.g_01675
