Orthogroup	Prac	Praf
OG0000114	Prac.g_01477	Praf.g_01528
OG0000115	Prac.g_01327	Praf.g_01392
OG0000116	Prac.g_01323	Praf.g_01383, Praf.g_01384
OG0000117	Prac.g_01259	Praf.g_01277
OG0000118	Prac.g_01207	Praf.g_02776
OG0000119	Prac.g_01959	Praf.g_02692
OG0000120	Prac.g_00979	Praf.g_00861
OG0000121	Prac.g_00960	Praf.g_00922
OG0000122	Prac.g_00941	Praf.g_00901
OG0000123	Prac.g_00928	Praf.g_00938
OG0000124	Prac.g_00448	Praf.g_01285
OG0000125	Prac.g_00187	Praf.g_00779
OG0000126	Prac.g_00217	Praf.g_00585, Praf.g_00583
OG0000127	Prac.g_00424	Praf.g_01778, Praf.g_01776
OG0000128	Prac.g_00410	Praf.g_01795
OG0000129	Prac.g_00374	Praf.g_01848
OG0000130	Prac.g_00627	Praf.g_00485
OG0000131	Prac.g_00589	Praf.g_00437
OG0000132	Prac.g_00586	Praf.g_00434
OG0000133	Prac.g_00507	Praf.g_02162
OG0000134	Prac.g_00543	Praf.g_02125
OG0000135	Prac.g_00545	Praf.g_02123
OG0000136	Prac.g_00026	Praf.g_02396
OG0000137	Prac.g_00057	Praf.g_00152
OG0000138	Prac.g_00092	Praf.g_02664
OG0000139	Prac.g_00118	Praf.g_02757
OG0000140	Prac.g_01946	Praf.g_00001
OG0000141	Prac.g_01945	Praf.g_00002
OG0000142	Prac.g_01943	Praf.g_00004
OG0000143	Prac.g_01942	Praf.g_00005
OG0000144	Prac.g_01940	Praf.g_00007
OG0000145	Prac.g_01939	Praf.g_00009
OG0000146	Prac.g_01938	Praf.g_00010
OG0000147	Prac.g_01937	Praf.g_00011
OG0000148	Prac.g_01935	Praf.g_00013
OG0000149	Prac.g_01933	Praf.g_00015
OG0000150	Prac.g_01932	Praf.g_00016
OG0000151	Prac.g_01931	Praf.g_00021
OG0000152	Prac.g_01930	Praf.g_00022
OG0000153	Prac.g_01929	Praf.g_00023
OG0000154	Prac.g_01928	Praf.g_00024
OG0000155	Prac.g_01927	Praf.g_00025
OG0000156	Prac.g_01926	Praf.g_00026
OG0000157	Prac.g_01925	Praf.g_00027
OG0000158	Prac.g_01923	Praf.g_00029
OG0000159	Prac.g_01922	Praf.g_00030
OG0000160	Prac.g_01921	Praf.g_00031
OG0000161	Prac.g_01920	Praf.g_00032
OG0000162	Prac.g_01919	Praf.g_00033
OG0000163	Prac.g_01918	Praf.g_00035
OG0000164	Prac.g_01915	Praf.g_00040
OG0000165	Prac.g_01911	Praf.g_00045
OG0000166	Prac.g_01910	Praf.g_00046
OG0000167	Prac.g_01909	Praf.g_00047
OG0000168	Prac.g_01892	Praf.g_00050
OG0000169	Prac.g_01890	Praf.g_00052
OG0000170	Prac.g_01889	Praf.g_02654
OG0000171	Prac.g_01888	Praf.g_02652
OG0000172	Prac.g_01886	Praf.g_02618
OG0000173	Prac.g_01885	Praf.g_02611
OG0000174	Prac.g_01884	Praf.g_02605
OG0000175	Prac.g_01883	Praf.g_02603
OG0000176	Prac.g_01881	Praf.g_02601
OG0000177	Prac.g_01880	Praf.g_02597
OG0000178	Prac.g_01879	Praf.g_02596
OG0000179	Prac.g_01867	Praf.g_00328
OG0000180	Prac.g_01866	Praf.g_00326
OG0000181	Prac.g_01865	Praf.g_00325
OG0000182	Prac.g_01862	Praf.g_00321
OG0000183	Prac.g_01861	Praf.g_00320
OG0000184	Prac.g_01858	Praf.g_00316
OG0000185	Prac.g_01854	Praf.g_00310
OG0000186	Prac.g_01853	Praf.g_00309
OG0000187	Prac.g_01852	Praf.g_00962
OG0000188	Prac.g_01851	Praf.g_00308
OG0000189	Prac.g_01850	Praf.g_00304
OG0000190	Prac.g_01849	Praf.g_00303
OG0000191	Prac.g_01848	Praf.g_00302
OG0000192	Prac.g_01847	Praf.g_00301
OG0000193	Prac.g_01846	Praf.g_00300
OG0000194	Prac.g_01845	Praf.g_00299
OG0000195	Prac.g_01843	Praf.g_00297
OG0000196	Prac.g_01842	Praf.g_00296
OG0000197	Prac.g_01841	Praf.g_00268
OG0000198	Prac.g_01840	Praf.g_00264
OG0000199	Prac.g_01837	Praf.g_00259
OG0000200	Prac.g_01836	Praf.g_00258
OG0000201	Prac.g_01835	Praf.g_00257
OG0000202	Prac.g_01834	Praf.g_00255
OG0000203	Prac.g_01833	Praf.g_00254
OG0000204	Prac.g_01832	Praf.g_00253
OG0000205	Prac.g_01831	Praf.g_00251
OG0000206	Prac.g_01830	Praf.g_00250
OG0000207	Prac.g_01829	Praf.g_00249
OG0000208	Prac.g_01828	Praf.g_00248
OG0000209	Prac.g_01827	Praf.g_00247
OG0000210	Prac.g_01825	Praf.g_00245
OG0000211	Prac.g_01824	Praf.g_00244
OG0000212	Prac.g_01823	Praf.g_00243
OG0000213	Prac.g_01822	Praf.g_00240
OG0000214	Prac.g_01820	Praf.g_00230
OG0000215	Prac.g_01819	Praf.g_00225
OG0000216	Prac.g_01817	Praf.g_00223
OG0000217	Prac.g_01816	Praf.g_00221
OG0000218	Prac.g_01815	Praf.g_00219
OG0000219	Prac.g_01814	Praf.g_00218
OG0000220	Prac.g_01811	Praf.g_00214
OG0000221	Prac.g_01809	Praf.g_00209
OG0000222	Prac.g_01808	Praf.g_00208
OG0000223	Prac.g_01807	Praf.g_00207
OG0000224	Prac.g_01804	Praf.g_02403
OG0000225	Prac.g_01802	Praf.g_02405
OG0000226	Prac.g_01801	Praf.g_02408
OG0000227	Prac.g_01800	Praf.g_02410
OG0000228	Prac.g_01799	Praf.g_02411
OG0000229	Prac.g_01798	Praf.g_02412
OG0000230	Prac.g_01797	Praf.g_02413
OG0000231	Prac.g_01795	Praf.g_02415
OG0000232	Prac.g_01794	Praf.g_02416
OG0000233	Prac.g_01791	Praf.g_02421
OG0000234	Prac.g_01789	Praf.g_02430
OG0000235	Prac.g_01785	Praf.g_02432
OG0000236	Prac.g_01784	Praf.g_02433
OG0000237	Prac.g_01783	Praf.g_02434
OG0000238	Prac.g_01782	Praf.g_02435
OG0000239	Prac.g_01781	Praf.g_02436
OG0000240	Prac.g_01779	Praf.g_02438
OG0000241	Prac.g_01778	Praf.g_02439
OG0000242	Prac.g_01777	Praf.g_02440
OG0000243	Prac.g_01776	Praf.g_02441
OG0000244	Prac.g_01775	Praf.g_02442
OG0000245	Prac.g_01774	Praf.g_02444
OG0000246	Prac.g_01772	Praf.g_02446
OG0000247	Prac.g_01771	Praf.g_02447
OG0000248	Prac.g_01770	Praf.g_02448
OG0000249	Prac.g_01769	Praf.g_02449
OG0000250	Prac.g_01768	Praf.g_02450
OG0000251	Prac.g_01767	Praf.g_02451
OG0000252	Prac.g_01766	Praf.g_02452
OG0000253	Prac.g_01765	Praf.g_02453
OG0000254	Prac.g_01763	Praf.g_02455
OG0000255	Prac.g_01762	Praf.g_02456
OG0000256	Prac.g_01759	Praf.g_02469
OG0000257	Prac.g_01757	Praf.g_02470
OG0000258	Prac.g_01756	Praf.g_02471
OG0000259	Prac.g_01755	Praf.g_02472
OG0000260	Prac.g_01754	Praf.g_02473
OG0000261	Prac.g_01753	Praf.g_02474
OG0000262	Prac.g_01752	Praf.g_02475
OG0000263	Prac.g_01751	Praf.g_02476
OG0000264	Prac.g_01749	Praf.g_01486
OG0000265	Prac.g_01748	Praf.g_02489
OG0000266	Prac.g_01747	Praf.g_02491
OG0000267	Prac.g_01745	Praf.g_02495
OG0000268	Prac.g_01744	Praf.g_02497
OG0000269	Prac.g_01743	Praf.g_02500
OG0000270	Prac.g_01742	Praf.g_02502
OG0000271	Prac.g_01741	Praf.g_02505
OG0000272	Prac.g_01740	Praf.g_02506
OG0000273	Prac.g_01739	Praf.g_02509
OG0000274	Prac.g_01738	Praf.g_02511
OG0000275	Prac.g_01737	Praf.g_02512
OG0000276	Prac.g_01736	Praf.g_02513
OG0000277	Prac.g_01735	Praf.g_02514
OG0000278	Prac.g_01734	Praf.g_02515
OG0000279	Prac.g_01733	Praf.g_02516
OG0000280	Prac.g_01732	Praf.g_02517
OG0000281	Prac.g_01730	Praf.g_02519
OG0000282	Prac.g_01729	Praf.g_02520
OG0000283	Prac.g_01726	Praf.g_02524
OG0000284	Prac.g_01725	Praf.g_02525
OG0000285	Prac.g_01724	Praf.g_02531
OG0000286	Prac.g_01722	Praf.g_02533
OG0000287	Prac.g_01721	Praf.g_02582
OG0000288	Prac.g_01720	Praf.g_02581
OG0000289	Prac.g_01719	Praf.g_02575
OG0000290	Prac.g_01718	Praf.g_02574
OG0000291	Prac.g_01717	Praf.g_02572
OG0000292	Prac.g_01716	Praf.g_02568
OG0000293	Prac.g_01715	Praf.g_02567
OG0000294	Prac.g_01714	Praf.g_02566
OG0000295	Prac.g_01713	Praf.g_02560
OG0000296	Prac.g_01712	Praf.g_02559
OG0000297	Prac.g_01711	Praf.g_02557
OG0000298	Prac.g_01710	Praf.g_02556
OG0000299	Prac.g_01709	Praf.g_02555
OG0000300	Prac.g_01708	Praf.g_02554
OG0000301	Prac.g_01707	Praf.g_02553
OG0000302	Prac.g_01706	Praf.g_02552
OG0000303	Prac.g_01705	Praf.g_02551
OG0000304	Prac.g_01704	Praf.g_02549
OG0000305	Prac.g_01703	Praf.g_02548
OG0000306	Prac.g_01702	Praf.g_02547
OG0000307	Prac.g_01701	Praf.g_00374
OG0000308	Prac.g_01700	Praf.g_00745
OG0000309	Prac.g_01699	Praf.g_00744
OG0000310	Prac.g_01698	Praf.g_00743
OG0000311	Prac.g_01697	Praf.g_00378
OG0000312	Prac.g_01695	Praf.g_00379
OG0000313	Prac.g_01694	Praf.g_00385
OG0000314	Prac.g_01691	Praf.g_00391
OG0000315	Prac.g_01690	Praf.g_00392
OG0000316	Prac.g_01688	Praf.g_02203
OG0000317	Prac.g_01686	Praf.g_02207
OG0000318	Prac.g_01685	Praf.g_02208
OG0000319	Prac.g_01684	Praf.g_02209
OG0000320	Prac.g_01683	Praf.g_02210
OG0000321	Prac.g_01680	Praf.g_02215
OG0000322	Prac.g_01678	Praf.g_02242
OG0000323	Prac.g_01677	Praf.g_02243
OG0000324	Prac.g_01674	Praf.g_02245
OG0000325	Prac.g_01672	Praf.g_02247
OG0000326	Prac.g_01671	Praf.g_02249
OG0000327	Prac.g_01669	Praf.g_02255
OG0000328	Prac.g_01668	Praf.g_00375
OG0000329	Prac.g_01667	Praf.g_02259
OG0000330	Prac.g_01666	Praf.g_02260
OG0000331	Prac.g_01665	Praf.g_02262
OG0000332	Prac.g_01664	Praf.g_02263
OG0000333	Prac.g_01663	Praf.g_02264
OG0000334	Prac.g_01662	Praf.g_02265
OG0000335	Prac.g_01661	Praf.g_02266
OG0000336	Prac.g_01660	Praf.g_02268
OG0000337	Prac.g_01656	Praf.g_02273
OG0000338	Prac.g_01655	Praf.g_02274
OG0000339	Prac.g_01654	Praf.g_02275
OG0000340	Prac.g_01653	Praf.g_02277
OG0000341	Prac.g_01649	Praf.g_02282
OG0000342	Prac.g_01648	Praf.g_02283
OG0000343	Prac.g_01646	Praf.g_02285
OG0000344	Prac.g_01645	Praf.g_02287
OG0000345	Prac.g_01644	Praf.g_02288
OG0000346	Prac.g_01643	Praf.g_02289
OG0000347	Prac.g_01642	Praf.g_02290
OG0000348	Prac.g_01641	Praf.g_02291
OG0000349	Prac.g_01640	Praf.g_02292
OG0000350	Prac.g_01639	Praf.g_02293
OG0000351	Prac.g_01636	Praf.g_02297
OG0000352	Prac.g_01633	Praf.g_02301
OG0000353	Prac.g_01632	Praf.g_02302
OG0000354	Prac.g_01631	Praf.g_02303
OG0000355	Prac.g_01630	Praf.g_02304
OG0000356	Prac.g_01629	Praf.g_02314
OG0000357	Prac.g_01628	Praf.g_02315
OG0000358	Prac.g_01627	Praf.g_02316
OG0000359	Prac.g_01626	Praf.g_02318
OG0000360	Prac.g_01623	Praf.g_02321
OG0000361	Prac.g_01622	Praf.g_02322
OG0000362	Prac.g_01621	Praf.g_02323
OG0000363	Prac.g_01620	Praf.g_02324
OG0000364	Prac.g_01619	Praf.g_02325
OG0000365	Prac.g_01618	Praf.g_02326
OG0000366	Prac.g_01617	Praf.g_02327
OG0000367	Prac.g_01616	Praf.g_02328
OG0000368	Prac.g_01615	Praf.g_02329
OG0000369	Prac.g_01614	Praf.g_02330
OG0000370	Prac.g_01613	Praf.g_02331
OG0000371	Prac.g_01612	Praf.g_02332
OG0000372	Prac.g_01610	Praf.g_02335
OG0000373	Prac.g_01608	Praf.g_02347
OG0000374	Prac.g_01607	Praf.g_02349
OG0000375	Prac.g_01606	Praf.g_02358
OG0000376	Prac.g_01604	Praf.g_02073
OG0000377	Prac.g_01603	Praf.g_02066
OG0000378	Prac.g_01602	Praf.g_02065
OG0000379	Prac.g_01200	Praf.g_02054
OG0000380	Prac.g_01199	Praf.g_02052
OG0000381	Prac.g_01198	Praf.g_02051
OG0000382	Prac.g_01196	Praf.g_02049
OG0000383	Prac.g_01193	Praf.g_02045
OG0000384	Prac.g_01192	Praf.g_02044
OG0000385	Prac.g_01189	Praf.g_02031
OG0000386	Prac.g_01188	Praf.g_02030
OG0000387	Prac.g_01187	Praf.g_02029
OG0000388	Prac.g_01186	Praf.g_02028
OG0000389	Prac.g_01185	Praf.g_02027
OG0000390	Prac.g_01184	Praf.g_02026
OG0000391	Prac.g_01183	Praf.g_02025
OG0000392	Prac.g_01182	Praf.g_02024
OG0000393	Prac.g_01179	Praf.g_02016
OG0000394	Prac.g_01178	Praf.g_02015
OG0000395	Prac.g_01176	Praf.g_02011
OG0000396	Prac.g_01175	Praf.g_01616
OG0000397	Prac.g_01162	Praf.g_00322
OG0000398	Prac.g_01154	Praf.g_00495
OG0000399	Prac.g_01153	Praf.g_01003
OG0000400	Prac.g_01148	Praf.g_02201
OG0000401	Prac.g_01116	Praf.g_02002
OG0000402	Prac.g_01115	Praf.g_02001
OG0000403	Prac.g_01114	Praf.g_01999
OG0000404	Prac.g_01112	Praf.g_01990
OG0000405	Prac.g_01111	Praf.g_01989
OG0000406	Prac.g_01109	Praf.g_01987
OG0000407	Prac.g_01108	Praf.g_01986
OG0000408	Prac.g_01107	Praf.g_01985
OG0000409	Prac.g_01106	Praf.g_01984
OG0000410	Prac.g_01105	Praf.g_01982
OG0000411	Prac.g_01104	Praf.g_01981
OG0000412	Prac.g_01103	Praf.g_01980
OG0000413	Prac.g_01102	Praf.g_01979
OG0000414	Prac.g_01101	Praf.g_01978
OG0000415	Prac.g_01100	Praf.g_01977
OG0000416	Prac.g_01099	Praf.g_01972
OG0000417	Prac.g_01098	Praf.g_01963
OG0000418	Prac.g_01097	Praf.g_01962
OG0000419	Prac.g_01096	Praf.g_01961
OG0000420	Prac.g_01095	Praf.g_01960
OG0000421	Prac.g_01094	Praf.g_01959
OG0000422	Prac.g_01092	Praf.g_01957
OG0000423	Prac.g_01091	Praf.g_01956
OG0000424	Prac.g_01089	Praf.g_01952
OG0000425	Prac.g_01084	Praf.g_01942
OG0000426	Prac.g_01083	Praf.g_01941
OG0000427	Prac.g_01082	Praf.g_01938
OG0000428	Prac.g_01081	Praf.g_01915
OG0000429	Prac.g_01080	Praf.g_01913
OG0000430	Prac.g_01073	Praf.g_01911
OG0000431	Prac.g_01071	Praf.g_01909
OG0000432	Prac.g_01070	Praf.g_01908
OG0000433	Prac.g_01067	Praf.g_00586
OG0000434	Prac.g_01066	Praf.g_00589
OG0000435	Prac.g_01065	Praf.g_00594
OG0000436	Prac.g_01063	Praf.g_00596
OG0000437	Prac.g_01061	Praf.g_00598
OG0000438	Prac.g_01060	Praf.g_00599
OG0000439	Prac.g_01059	Praf.g_00600
OG0000440	Prac.g_01057	Praf.g_00603
OG0000441	Prac.g_01056	Praf.g_00605
OG0000442	Prac.g_01055	Praf.g_00606
OG0000443	Prac.g_01054	Praf.g_00607
OG0000444	Prac.g_01053	Praf.g_00608
OG0000445	Prac.g_01052	Praf.g_00609
OG0000446	Prac.g_01051	Praf.g_00610
OG0000447	Prac.g_01050	Praf.g_00611
OG0000448	Prac.g_01049	Praf.g_00612
OG0000449	Prac.g_00871	Praf.g_00619
OG0000450	Prac.g_00870	Praf.g_00621
OG0000451	Prac.g_00869	Praf.g_00622
OG0000452	Prac.g_00868	Praf.g_00623
OG0000453	Prac.g_00866	Praf.g_00626
OG0000454	Prac.g_00865	Praf.g_00627
OG0000455	Prac.g_00864	Praf.g_00628
OG0000456	Prac.g_00863	Praf.g_00629
OG0000457	Prac.g_00861	Praf.g_00630
OG0000458	Prac.g_00859	Praf.g_00631
OG0000459	Prac.g_00858	Praf.g_00632
OG0000460	Prac.g_00857	Praf.g_00634
OG0000461	Prac.g_00856	Praf.g_00635
OG0000462	Prac.g_00855	Praf.g_00636
OG0000463	Prac.g_00854	Praf.g_00641
OG0000464	Prac.g_00849	Praf.g_00646
OG0000465	Prac.g_00847	Praf.g_00647
OG0000466	Prac.g_00846	Praf.g_00648
OG0000467	Prac.g_00845	Praf.g_00650
OG0000468	Prac.g_00844	Praf.g_00651
OG0000469	Prac.g_00843	Praf.g_00656
OG0000470	Prac.g_00842	Praf.g_01177
OG0000471	Prac.g_00841	Praf.g_01131
OG0000472	Prac.g_00838	Praf.g_00661
OG0000473	Prac.g_00837	Praf.g_00663
OG0000474	Prac.g_00836	Praf.g_00665
OG0000475	Prac.g_00835	Praf.g_00666
OG0000476	Prac.g_00834	Praf.g_00670
OG0000477	Prac.g_00832	Praf.g_00673
OG0000478	Prac.g_00831	Praf.g_00675
OG0000479	Prac.g_00830	Praf.g_00677
OG0000480	Prac.g_00828	Praf.g_00683
OG0000481	Prac.g_00827	Praf.g_00684
OG0000482	Prac.g_00826	Praf.g_00685
OG0000483	Prac.g_00825	Praf.g_00687
OG0000484	Prac.g_00824	Praf.g_00688
OG0000485	Prac.g_00823	Praf.g_00689
OG0000486	Prac.g_00822	Praf.g_00690
OG0000487	Prac.g_00821	Praf.g_00691
OG0000488	Prac.g_00819	Praf.g_00693
OG0000489	Prac.g_00818	Praf.g_00694
OG0000490	Prac.g_00817	Praf.g_00695
OG0000491	Prac.g_00816	Praf.g_00696
OG0000492	Prac.g_00815	Praf.g_00697
OG0000493	Prac.g_00814	Praf.g_00698
OG0000494	Prac.g_00812	Praf.g_00700
OG0000495	Prac.g_00811	Praf.g_00701
OG0000496	Prac.g_00810	Praf.g_00703
OG0000497	Prac.g_00809	Praf.g_00705
OG0000498	Prac.g_00808	Praf.g_00706
OG0000499	Prac.g_00806	Praf.g_00708
OG0000500	Prac.g_00805	Praf.g_00709
OG0000501	Prac.g_00803	Praf.g_00712
OG0000502	Prac.g_00802	Praf.g_00713
OG0000503	Prac.g_00801	Praf.g_00714
OG0000504	Prac.g_00800	Praf.g_00716
OG0000505	Prac.g_00799	Praf.g_00717
OG0000506	Prac.g_00798	Praf.g_00718
OG0000507	Prac.g_00797	Praf.g_00719
OG0000508	Prac.g_00795	Praf.g_00723
OG0000509	Prac.g_00794	Praf.g_00724
OG0000510	Prac.g_00793	Praf.g_00725
OG0000511	Prac.g_00792	Praf.g_00726
OG0000512	Prac.g_00791	Praf.g_00728
OG0000513	Prac.g_00790	Praf.g_00729
OG0000514	Prac.g_00789	Praf.g_00730
OG0000515	Prac.g_00787	Praf.g_00733
OG0000516	Prac.g_00786	Praf.g_00734
OG0000517	Prac.g_00785	Praf.g_00735
OG0000518	Prac.g_00782	Praf.g_00739
OG0000519	Prac.g_00780	Praf.g_00740
OG0000520	Prac.g_00779	Praf.g_00741
OG0000521	Prac.g_00778	Praf.g_00742
OG0000522	Prac.g_00777	Praf.g_00749
OG0000523	Prac.g_00776	Praf.g_00750
OG0000524	Prac.g_00775	Praf.g_00751
OG0000525	Prac.g_00772	Praf.g_00753
OG0000526	Prac.g_00771	Praf.g_00754
OG0000527	Prac.g_00770	Praf.g_00755
OG0000528	Prac.g_00769	Praf.g_00756
OG0000529	Prac.g_00768	Praf.g_00757
OG0000530	Prac.g_00767	Praf.g_00758
OG0000531	Prac.g_00766	Praf.g_00761
OG0000532	Prac.g_00765	Praf.g_00763
OG0000533	Prac.g_00764	Praf.g_00764
OG0000534	Prac.g_00763	Praf.g_00765
OG0000535	Prac.g_00762	Praf.g_00766
OG0000536	Prac.g_00761	Praf.g_00767
OG0000537	Prac.g_00760	Praf.g_00768
OG0000538	Prac.g_00759	Praf.g_00769
OG0000539	Prac.g_00758	Praf.g_00771
OG0000540	Prac.g_00757	Praf.g_00773
OG0000541	Prac.g_00756	Praf.g_01659
OG0000542	Prac.g_00755	Praf.g_01661
OG0000543	Prac.g_00754	Praf.g_01662
OG0000544	Prac.g_00753	Praf.g_01663
OG0000545	Prac.g_00750	Praf.g_01666
OG0000546	Prac.g_00749	Praf.g_01667
OG0000547	Prac.g_00747	Praf.g_01669
OG0000548	Prac.g_00746	Praf.g_01674
OG0000549	Prac.g_00745	Praf.g_01675
OG0000550	Prac.g_00744	Praf.g_01676
OG0000551	Prac.g_00743	Praf.g_01680
OG0000552	Prac.g_00742	Praf.g_01684
OG0000553	Prac.g_00741	Praf.g_01685
OG0000554	Prac.g_00740	Praf.g_01687
OG0000555	Prac.g_00739	Praf.g_01688
OG0000556	Prac.g_00738	Praf.g_01689
OG0000557	Prac.g_00737	Praf.g_01690
OG0000558	Prac.g_00736	Praf.g_01692
OG0000559	Prac.g_00735	Praf.g_01693
OG0000560	Prac.g_00733	Praf.g_01695
OG0000561	Prac.g_00732	Praf.g_01696
OG0000562	Prac.g_00731	Praf.g_01698
OG0000563	Prac.g_00730	Praf.g_01699
OG0000564	Prac.g_00729	Praf.g_01700
OG0000565	Prac.g_00728	Praf.g_01708
OG0000566	Prac.g_00727	Praf.g_01709
OG0000567	Prac.g_00726	Praf.g_01710
OG0000568	Prac.g_00725	Praf.g_01711
OG0000569	Prac.g_00724	Praf.g_01713
OG0000570	Prac.g_00723	Praf.g_01716
OG0000571	Prac.g_00722	Praf.g_01717
OG0000572	Prac.g_00721	Praf.g_01718
OG0000573	Prac.g_00718	Praf.g_01722
OG0000574	Prac.g_00717	Praf.g_01727
OG0000575	Prac.g_00716	Praf.g_01728
OG0000576	Prac.g_00715	Praf.g_01729
OG0000577	Prac.g_00714	Praf.g_01730
OG0000578	Prac.g_00713	Praf.g_01731
OG0000579	Prac.g_00712	Praf.g_01733
OG0000580	Prac.g_00711	Praf.g_01736
OG0000581	Prac.g_00710	Praf.g_01737
OG0000582	Prac.g_00709	Praf.g_01738
