Orthogroup	Prac	Prbi
OG0000131	Prac.g_00589	Prbi.g_01823
OG0000132	Prac.g_00586	Prbi.g_01826
OG0000133	Prac.g_00507	Prbi.g_01897
OG0000134	Prac.g_00543	Prbi.g_01933
OG0000135	Prac.g_00545	Prbi.g_01935
OG0000136	Prac.g_00026	Prbi.g_01979
OG0000137	Prac.g_00057	Prbi.g_02011
OG0000138	Prac.g_00092	Prbi.g_02059
OG0000139	Prac.g_00118	Prbi.g_02086
OG0000140	Prac.g_01946	Prbi.g_00001
OG0000141	Prac.g_01945	Prbi.g_00002
OG0000142	Prac.g_01943	Prbi.g_00004
OG0000143	Prac.g_01942	Prbi.g_00005
OG0000144	Prac.g_01940	Prbi.g_00007
OG0000145	Prac.g_01939	Prbi.g_00008
OG0000146	Prac.g_01938	Prbi.g_00009
OG0000147	Prac.g_01937	Prbi.g_00010
OG0000148	Prac.g_01935	Prbi.g_00012
OG0000149	Prac.g_01933	Prbi.g_00014
OG0000150	Prac.g_01932	Prbi.g_00015
OG0000151	Prac.g_01931	Prbi.g_00016
OG0000152	Prac.g_01930	Prbi.g_00017
OG0000153	Prac.g_01929	Prbi.g_00018
OG0000154	Prac.g_01928	Prbi.g_00019
OG0000155	Prac.g_01927	Prbi.g_00020
OG0000156	Prac.g_01926	Prbi.g_00021
OG0000157	Prac.g_01925	Prbi.g_00022
OG0000158	Prac.g_01923	Prbi.g_00024
OG0000159	Prac.g_01922	Prbi.g_00025
OG0000160	Prac.g_01921	Prbi.g_00026
OG0000161	Prac.g_01920	Prbi.g_00027
OG0000162	Prac.g_01919	Prbi.g_00028
OG0000163	Prac.g_01918	Prbi.g_00029
OG0000164	Prac.g_01915	Prbi.g_00032
OG0000165	Prac.g_01911	Prbi.g_00035
OG0000166	Prac.g_01910	Prbi.g_00036
OG0000167	Prac.g_01909	Prbi.g_00037
OG0000168	Prac.g_01892	Prbi.g_00049
OG0000169	Prac.g_01890	Prbi.g_00051
OG0000170	Prac.g_01889	Prbi.g_00052
OG0000171	Prac.g_01888	Prbi.g_00053
OG0000172	Prac.g_01886	Prbi.g_00056
OG0000173	Prac.g_01885	Prbi.g_00057
OG0000174	Prac.g_01884	Prbi.g_00058
OG0000175	Prac.g_01883	Prbi.g_00059
OG0000176	Prac.g_01881	Prbi.g_00061
OG0000177	Prac.g_01880	Prbi.g_00062
OG0000178	Prac.g_01879	Prbi.g_00063
OG0000179	Prac.g_01867	Prbi.g_00071
OG0000180	Prac.g_01866	Prbi.g_00072
OG0000181	Prac.g_01865	Prbi.g_00073
OG0000182	Prac.g_01862	Prbi.g_00076
OG0000183	Prac.g_01861	Prbi.g_00077
OG0000184	Prac.g_01858	Prbi.g_00080
OG0000185	Prac.g_01854	Prbi.g_00084
OG0000186	Prac.g_01853	Prbi.g_00085
OG0000187	Prac.g_01852	Prbi.g_00086
OG0000188	Prac.g_01851	Prbi.g_00087
OG0000189	Prac.g_01850	Prbi.g_00088
OG0000190	Prac.g_01849	Prbi.g_00089
OG0000191	Prac.g_01848	Prbi.g_00090
OG0000192	Prac.g_01847	Prbi.g_00091
OG0000193	Prac.g_01846	Prbi.g_00092
OG0000194	Prac.g_01845	Prbi.g_00093
OG0000195	Prac.g_01843	Prbi.g_00095
OG0000196	Prac.g_01842	Prbi.g_00096
OG0000197	Prac.g_01841	Prbi.g_00097
OG0000198	Prac.g_01840	Prbi.g_00098
OG0000199	Prac.g_01837	Prbi.g_00101
OG0000200	Prac.g_01836	Prbi.g_00102
OG0000201	Prac.g_01835	Prbi.g_00103
OG0000202	Prac.g_01834	Prbi.g_00104
OG0000203	Prac.g_01833	Prbi.g_00105
OG0000204	Prac.g_01832	Prbi.g_00106
OG0000205	Prac.g_01831	Prbi.g_00107
OG0000206	Prac.g_01830	Prbi.g_00108
OG0000207	Prac.g_01829	Prbi.g_00109
OG0000208	Prac.g_01828	Prbi.g_00110
OG0000209	Prac.g_01827	Prbi.g_00111
OG0000210	Prac.g_01825	Prbi.g_00113
OG0000211	Prac.g_01824	Prbi.g_00114
OG0000212	Prac.g_01823	Prbi.g_00115
OG0000213	Prac.g_01822	Prbi.g_00116
OG0000214	Prac.g_01820	Prbi.g_00118
OG0000215	Prac.g_01819	Prbi.g_00119
OG0000216	Prac.g_01817	Prbi.g_00121
OG0000217	Prac.g_01816	Prbi.g_00123
OG0000218	Prac.g_01815	Prbi.g_00124
OG0000219	Prac.g_01814	Prbi.g_00125
OG0000220	Prac.g_01811	Prbi.g_00128
OG0000221	Prac.g_01809	Prbi.g_00130
OG0000222	Prac.g_01808	Prbi.g_00131
OG0000223	Prac.g_01807	Prbi.g_00132
OG0000224	Prac.g_01804	Prbi.g_00135
OG0000225	Prac.g_01802	Prbi.g_00137
OG0000226	Prac.g_01801	Prbi.g_00138
OG0000227	Prac.g_01800	Prbi.g_00139
OG0000228	Prac.g_01799	Prbi.g_00140
OG0000229	Prac.g_01798	Prbi.g_00141
OG0000230	Prac.g_01797	Prbi.g_00142
OG0000231	Prac.g_01795	Prbi.g_00144
OG0000232	Prac.g_01794	Prbi.g_00145
OG0000233	Prac.g_01791	Prbi.g_00148
OG0000234	Prac.g_01789	Prbi.g_00150
OG0000235	Prac.g_01785	Prbi.g_00169
OG0000236	Prac.g_01784	Prbi.g_00170
OG0000237	Prac.g_01783	Prbi.g_00171
OG0000238	Prac.g_01782	Prbi.g_00172
OG0000239	Prac.g_01781	Prbi.g_00173
OG0000240	Prac.g_01779	Prbi.g_00175
OG0000241	Prac.g_01778	Prbi.g_00176
OG0000242	Prac.g_01777	Prbi.g_00177
OG0000243	Prac.g_01776	Prbi.g_00178
OG0000244	Prac.g_01775	Prbi.g_00179
OG0000245	Prac.g_01774	Prbi.g_00180
OG0000246	Prac.g_01772	Prbi.g_00182
OG0000247	Prac.g_01771	Prbi.g_00183
OG0000248	Prac.g_01770	Prbi.g_00184
OG0000249	Prac.g_01769	Prbi.g_00185
OG0000250	Prac.g_01768	Prbi.g_00186
OG0000251	Prac.g_01767	Prbi.g_00187
OG0000252	Prac.g_01766	Prbi.g_00188
OG0000253	Prac.g_01765	Prbi.g_00189
OG0000254	Prac.g_01763	Prbi.g_00191
OG0000255	Prac.g_01762	Prbi.g_00192
OG0000256	Prac.g_01759	Prbi.g_00195
OG0000257	Prac.g_01757	Prbi.g_00197
OG0000258	Prac.g_01756	Prbi.g_00198
OG0000259	Prac.g_01755	Prbi.g_00199
OG0000260	Prac.g_01754	Prbi.g_00200
OG0000261	Prac.g_01753	Prbi.g_00201
OG0000262	Prac.g_01752	Prbi.g_00202
OG0000263	Prac.g_01751	Prbi.g_00203
OG0000264	Prac.g_01749	Prbi.g_00205
OG0000265	Prac.g_01748	Prbi.g_00206
OG0000266	Prac.g_01747	Prbi.g_00207
OG0000267	Prac.g_01745	Prbi.g_00209
OG0000268	Prac.g_01744	Prbi.g_00210
OG0000269	Prac.g_01743	Prbi.g_00211
OG0000270	Prac.g_01742	Prbi.g_00212
OG0000271	Prac.g_01741	Prbi.g_00213
OG0000272	Prac.g_01740	Prbi.g_00214
OG0000273	Prac.g_01739	Prbi.g_00215
OG0000274	Prac.g_01738	Prbi.g_00216
OG0000275	Prac.g_01737	Prbi.g_00217
OG0000276	Prac.g_01736	Prbi.g_00218
OG0000277	Prac.g_01735	Prbi.g_00219
OG0000278	Prac.g_01734	Prbi.g_00220
OG0000279	Prac.g_01733	Prbi.g_00221
OG0000280	Prac.g_01732	Prbi.g_00222
OG0000281	Prac.g_01730	Prbi.g_00224
OG0000282	Prac.g_01729	Prbi.g_00225
OG0000283	Prac.g_01726	Prbi.g_00228
OG0000284	Prac.g_01725	Prbi.g_00229
OG0000285	Prac.g_01724	Prbi.g_00230
OG0000286	Prac.g_01722	Prbi.g_00232
OG0000287	Prac.g_01721	Prbi.g_00233
OG0000288	Prac.g_01720	Prbi.g_00234
OG0000289	Prac.g_01719	Prbi.g_00235
OG0000290	Prac.g_01718	Prbi.g_00236
OG0000291	Prac.g_01717	Prbi.g_00237
OG0000292	Prac.g_01716	Prbi.g_00238
OG0000293	Prac.g_01715	Prbi.g_00239
OG0000294	Prac.g_01714	Prbi.g_00240
OG0000295	Prac.g_01713	Prbi.g_00241
OG0000296	Prac.g_01712	Prbi.g_00242
OG0000297	Prac.g_01711	Prbi.g_00243
OG0000298	Prac.g_01710	Prbi.g_00244
OG0000299	Prac.g_01709	Prbi.g_00245
OG0000300	Prac.g_01708	Prbi.g_00246
OG0000301	Prac.g_01707	Prbi.g_00247
OG0000302	Prac.g_01706	Prbi.g_00248
OG0000303	Prac.g_01705	Prbi.g_00249
OG0000304	Prac.g_01704	Prbi.g_00250
OG0000305	Prac.g_01703	Prbi.g_00251
OG0000306	Prac.g_01702	Prbi.g_00252
OG0000307	Prac.g_01701	Prbi.g_00253
OG0000308	Prac.g_01700	Prbi.g_00254
OG0000309	Prac.g_01699	Prbi.g_00255
OG0000310	Prac.g_01698	Prbi.g_00256
OG0000311	Prac.g_01697	Prbi.g_00257
OG0000312	Prac.g_01695	Prbi.g_00259
OG0000313	Prac.g_01694	Prbi.g_00260
OG0000314	Prac.g_01691	Prbi.g_00263
OG0000315	Prac.g_01690	Prbi.g_00264
OG0000316	Prac.g_01688	Prbi.g_00266
OG0000317	Prac.g_01686	Prbi.g_00268
OG0000318	Prac.g_01685	Prbi.g_00269
OG0000319	Prac.g_01684	Prbi.g_00270
OG0000320	Prac.g_01683	Prbi.g_00271
OG0000321	Prac.g_01680	Prbi.g_00274
OG0000322	Prac.g_01678	Prbi.g_00277
OG0000323	Prac.g_01677	Prbi.g_00278
OG0000324	Prac.g_01674	Prbi.g_00281
OG0000325	Prac.g_01672	Prbi.g_00283
OG0000326	Prac.g_01671	Prbi.g_00284
OG0000327	Prac.g_01669	Prbi.g_00286
OG0000328	Prac.g_01668	Prbi.g_00287
OG0000329	Prac.g_01667	Prbi.g_00288
OG0000330	Prac.g_01666	Prbi.g_00289
OG0000331	Prac.g_01665	Prbi.g_00290
OG0000332	Prac.g_01664	Prbi.g_00291
OG0000333	Prac.g_01663	Prbi.g_00292
OG0000334	Prac.g_01662	Prbi.g_00293
OG0000335	Prac.g_01661	Prbi.g_00294
OG0000336	Prac.g_01660	Prbi.g_00295
OG0000337	Prac.g_01656	Prbi.g_00299
OG0000338	Prac.g_01655	Prbi.g_00300
OG0000339	Prac.g_01654	Prbi.g_00301
OG0000340	Prac.g_01653	Prbi.g_00302
OG0000341	Prac.g_01649	Prbi.g_00306
OG0000342	Prac.g_01648	Prbi.g_00307
OG0000343	Prac.g_01646	Prbi.g_00309
OG0000344	Prac.g_01645	Prbi.g_00310
OG0000345	Prac.g_01644	Prbi.g_00311
OG0000346	Prac.g_01643	Prbi.g_00312
OG0000347	Prac.g_01642	Prbi.g_00313
OG0000348	Prac.g_01641	Prbi.g_00314
OG0000349	Prac.g_01640	Prbi.g_00315
OG0000350	Prac.g_01639	Prbi.g_00316
OG0000351	Prac.g_01636	Prbi.g_00319
OG0000352	Prac.g_01633	Prbi.g_00322
OG0000353	Prac.g_01632	Prbi.g_00323
OG0000354	Prac.g_01631	Prbi.g_00324
OG0000355	Prac.g_01630	Prbi.g_00325
OG0000356	Prac.g_01629	Prbi.g_00326
OG0000357	Prac.g_01628	Prbi.g_00327
OG0000358	Prac.g_01627	Prbi.g_00328
OG0000359	Prac.g_01626	Prbi.g_00329
OG0000360	Prac.g_01623	Prbi.g_00332
OG0000361	Prac.g_01622	Prbi.g_00333
OG0000362	Prac.g_01621	Prbi.g_00334
OG0000363	Prac.g_01620	Prbi.g_00335
OG0000364	Prac.g_01619	Prbi.g_00336
OG0000365	Prac.g_01618	Prbi.g_00337
OG0000366	Prac.g_01617	Prbi.g_00338
OG0000367	Prac.g_01616	Prbi.g_00339
OG0000368	Prac.g_01615	Prbi.g_00340
OG0000369	Prac.g_01614	Prbi.g_00341
OG0000370	Prac.g_01613	Prbi.g_00342
OG0000371	Prac.g_01612	Prbi.g_00343
OG0000372	Prac.g_01610	Prbi.g_00345
OG0000373	Prac.g_01608	Prbi.g_00347
OG0000374	Prac.g_01607	Prbi.g_00348
OG0000375	Prac.g_01606	Prbi.g_00349
OG0000376	Prac.g_01604	Prbi.g_00351
OG0000377	Prac.g_01603	Prbi.g_00352
OG0000378	Prac.g_01602	Prbi.g_00353
OG0000379	Prac.g_01200	Prbi.g_00358
OG0000380	Prac.g_01199	Prbi.g_00359
OG0000381	Prac.g_01198	Prbi.g_00360
OG0000382	Prac.g_01196	Prbi.g_00362
OG0000383	Prac.g_01193	Prbi.g_00365
OG0000384	Prac.g_01192	Prbi.g_00366
OG0000385	Prac.g_01189	Prbi.g_00369
OG0000386	Prac.g_01188	Prbi.g_00370
OG0000387	Prac.g_01187	Prbi.g_00371
OG0000388	Prac.g_01186	Prbi.g_00372
OG0000389	Prac.g_01185	Prbi.g_00373
OG0000390	Prac.g_01184	Prbi.g_00374
OG0000391	Prac.g_01183	Prbi.g_00375
OG0000392	Prac.g_01182	Prbi.g_00376
OG0000393	Prac.g_01179	Prbi.g_00379
OG0000394	Prac.g_01178	Prbi.g_00380
OG0000395	Prac.g_01176	Prbi.g_00382
OG0000396	Prac.g_01175	Prbi.g_00383
OG0000397	Prac.g_01162	Prbi.g_00395
OG0000398	Prac.g_01154	Prbi.g_00403
OG0000399	Prac.g_01153	Prbi.g_00404
OG0000400	Prac.g_01148	Prbi.g_00409
OG0000401	Prac.g_01116	Prbi.g_00432
OG0000402	Prac.g_01115	Prbi.g_00433
OG0000403	Prac.g_01114	Prbi.g_00434
OG0000404	Prac.g_01112	Prbi.g_00436
OG0000405	Prac.g_01111	Prbi.g_00437
OG0000406	Prac.g_01109	Prbi.g_00439
OG0000407	Prac.g_01108	Prbi.g_00440
OG0000408	Prac.g_01107	Prbi.g_00441
OG0000409	Prac.g_01106	Prbi.g_00442
OG0000410	Prac.g_01105	Prbi.g_00443
OG0000411	Prac.g_01104	Prbi.g_00444
OG0000412	Prac.g_01103	Prbi.g_00445
OG0000413	Prac.g_01102	Prbi.g_00446
OG0000414	Prac.g_01101	Prbi.g_00447
OG0000415	Prac.g_01100	Prbi.g_00448
OG0000416	Prac.g_01099	Prbi.g_00449
OG0000417	Prac.g_01098	Prbi.g_00450
OG0000418	Prac.g_01097	Prbi.g_00451
OG0000419	Prac.g_01096	Prbi.g_00452
OG0000420	Prac.g_01095	Prbi.g_00453
OG0000421	Prac.g_01094	Prbi.g_00454
OG0000422	Prac.g_01092	Prbi.g_00456
OG0000423	Prac.g_01091	Prbi.g_00457
OG0000424	Prac.g_01089	Prbi.g_00459
OG0000425	Prac.g_01084	Prbi.g_00463
OG0000426	Prac.g_01083	Prbi.g_00464
OG0000427	Prac.g_01082	Prbi.g_00465
OG0000428	Prac.g_01081	Prbi.g_00466
OG0000429	Prac.g_01080	Prbi.g_00467
OG0000430	Prac.g_01073	Prbi.g_00474
OG0000431	Prac.g_01071	Prbi.g_00476
OG0000432	Prac.g_01070	Prbi.g_00477
OG0000433	Prac.g_01067	Prbi.g_00480
OG0000434	Prac.g_01066	Prbi.g_00481
OG0000435	Prac.g_01065	Prbi.g_00482
OG0000436	Prac.g_01063	Prbi.g_00484
OG0000437	Prac.g_01061	Prbi.g_00486
OG0000438	Prac.g_01060	Prbi.g_00487
OG0000439	Prac.g_01059	Prbi.g_00488
OG0000440	Prac.g_01057	Prbi.g_00490
OG0000441	Prac.g_01056	Prbi.g_00491
OG0000442	Prac.g_01055	Prbi.g_00492
OG0000443	Prac.g_01054	Prbi.g_00493
OG0000444	Prac.g_01053	Prbi.g_00494
OG0000445	Prac.g_01052	Prbi.g_00495
OG0000446	Prac.g_01051	Prbi.g_00496
OG0000447	Prac.g_01050	Prbi.g_00497
OG0000448	Prac.g_01049	Prbi.g_00498
OG0000449	Prac.g_00871	Prbi.g_00503
OG0000450	Prac.g_00870	Prbi.g_00504
OG0000451	Prac.g_00869	Prbi.g_00505
OG0000452	Prac.g_00868	Prbi.g_00506
OG0000453	Prac.g_00866	Prbi.g_00508
OG0000454	Prac.g_00865	Prbi.g_00509
OG0000455	Prac.g_00864	Prbi.g_00510
OG0000456	Prac.g_00863	Prbi.g_00511
OG0000457	Prac.g_00861	Prbi.g_00513
OG0000458	Prac.g_00859	Prbi.g_00515
OG0000459	Prac.g_00858	Prbi.g_00516
OG0000460	Prac.g_00857	Prbi.g_00518
OG0000461	Prac.g_00856	Prbi.g_00519
OG0000462	Prac.g_00855	Prbi.g_00520
OG0000463	Prac.g_00854	Prbi.g_00521
OG0000464	Prac.g_00849	Prbi.g_00526
OG0000465	Prac.g_00847	Prbi.g_00528
OG0000466	Prac.g_00846	Prbi.g_00529
OG0000467	Prac.g_00845	Prbi.g_00530
OG0000468	Prac.g_00844	Prbi.g_00531
OG0000469	Prac.g_00843	Prbi.g_00532
OG0000470	Prac.g_00842	Prbi.g_00533
OG0000471	Prac.g_00841	Prbi.g_00534
OG0000472	Prac.g_00838	Prbi.g_00537
OG0000473	Prac.g_00837	Prbi.g_00538
OG0000474	Prac.g_00836	Prbi.g_00539
OG0000475	Prac.g_00835	Prbi.g_00540
OG0000476	Prac.g_00834	Prbi.g_00541
OG0000477	Prac.g_00832	Prbi.g_00543
OG0000478	Prac.g_00831	Prbi.g_00544
OG0000479	Prac.g_00830	Prbi.g_00545
OG0000480	Prac.g_00828	Prbi.g_00547
OG0000481	Prac.g_00827	Prbi.g_00548
OG0000482	Prac.g_00826	Prbi.g_00549
OG0000483	Prac.g_00825	Prbi.g_00550
OG0000484	Prac.g_00824	Prbi.g_00551
OG0000485	Prac.g_00823	Prbi.g_00552
OG0000486	Prac.g_00822	Prbi.g_00553
OG0000487	Prac.g_00821	Prbi.g_00554
OG0000488	Prac.g_00819	Prbi.g_00556
OG0000489	Prac.g_00818	Prbi.g_00557
OG0000490	Prac.g_00817	Prbi.g_00558
OG0000491	Prac.g_00816	Prbi.g_00559
OG0000492	Prac.g_00815	Prbi.g_00560
OG0000493	Prac.g_00814	Prbi.g_00561
OG0000494	Prac.g_00812	Prbi.g_00563
OG0000495	Prac.g_00811	Prbi.g_00564
OG0000496	Prac.g_00810	Prbi.g_00565
OG0000497	Prac.g_00809	Prbi.g_00566
OG0000498	Prac.g_00808	Prbi.g_00567
OG0000499	Prac.g_00806	Prbi.g_00569
OG0000500	Prac.g_00805	Prbi.g_00570
OG0000501	Prac.g_00803	Prbi.g_00572
OG0000502	Prac.g_00802	Prbi.g_00573
OG0000503	Prac.g_00801	Prbi.g_00574
OG0000504	Prac.g_00800	Prbi.g_00575
OG0000505	Prac.g_00799	Prbi.g_00576
OG0000506	Prac.g_00798	Prbi.g_00577
OG0000507	Prac.g_00797	Prbi.g_00578
OG0000508	Prac.g_00795	Prbi.g_00580
OG0000509	Prac.g_00794	Prbi.g_00581
OG0000510	Prac.g_00793	Prbi.g_00582
OG0000511	Prac.g_00792	Prbi.g_00583
OG0000512	Prac.g_00791	Prbi.g_00584
OG0000513	Prac.g_00790	Prbi.g_00585
OG0000514	Prac.g_00789	Prbi.g_00586
OG0000515	Prac.g_00787	Prbi.g_00588
OG0000516	Prac.g_00786	Prbi.g_00589
OG0000517	Prac.g_00785	Prbi.g_00590
OG0000518	Prac.g_00782	Prbi.g_00593
OG0000519	Prac.g_00780	Prbi.g_00594
OG0000520	Prac.g_00779	Prbi.g_00595
OG0000521	Prac.g_00778	Prbi.g_00596
OG0000522	Prac.g_00777	Prbi.g_00597
OG0000523	Prac.g_00776	Prbi.g_00598
OG0000524	Prac.g_00775	Prbi.g_00599
OG0000525	Prac.g_00772	Prbi.g_00601
OG0000526	Prac.g_00771	Prbi.g_00602
OG0000527	Prac.g_00770	Prbi.g_00603
OG0000528	Prac.g_00769	Prbi.g_00604
OG0000529	Prac.g_00768	Prbi.g_00605
OG0000530	Prac.g_00767	Prbi.g_00606
OG0000531	Prac.g_00766	Prbi.g_00607
OG0000532	Prac.g_00765	Prbi.g_00608
OG0000533	Prac.g_00764	Prbi.g_00609
OG0000534	Prac.g_00763	Prbi.g_00610
OG0000535	Prac.g_00762	Prbi.g_00611
OG0000536	Prac.g_00761	Prbi.g_00612
OG0000537	Prac.g_00760	Prbi.g_00613
OG0000538	Prac.g_00759	Prbi.g_00614
OG0000539	Prac.g_00758	Prbi.g_00615
OG0000540	Prac.g_00757	Prbi.g_00616
OG0000541	Prac.g_00756	Prbi.g_00617
OG0000542	Prac.g_00755	Prbi.g_00618
OG0000543	Prac.g_00754	Prbi.g_00619
OG0000544	Prac.g_00753	Prbi.g_00620
OG0000545	Prac.g_00750	Prbi.g_00623
OG0000546	Prac.g_00749	Prbi.g_00624
OG0000547	Prac.g_00747	Prbi.g_00626
OG0000548	Prac.g_00746	Prbi.g_00627
