Orthogroup	Prar	Pran
OG0000047	Prar.g_00257	Pran.g_01864
OG0000048	Prar.g_00435	Pran.g_01820
OG0000049	Prar.g_00445	Pran.g_01811
OG0000049	Prar.g_01173	Pran.g_00586
OG0000049	Prar.g_01002	Pran.g_00526
OG0000050	Prar.g_01940	Pran.g_00149
OG0000053	Prar.g_00589, Prar.g_00827	Pran.g_00713
OG0000054	Prar.g_01436	Pran.g_01572
OG0000055	Prar.g_01664	Pran.g_01362
OG0000057	Prar.g_01528	Pran.g_01480
OG0000058	Prar.g_00870	Pran.g_00807
OG0000059	Prar.g_01090	Pran.g_01056
OG0000061	Prar.g_01263	Pran.g_00060
OG0000062	Prar.g_00769	Pran.g_00655
OG0000063	Prar.g_00004, Prar.g_00005	Pran.g_00391
OG0000065	Prar.g_00221	Pran.g_00326
OG0000066	Prar.g_01369	Pran.g_01639
OG0000067	Prar.g_01684	Pran.g_01343
OG0000068	Prar.g_00911	Pran.g_00841
OG0000069	Prar.g_00736	Pran.g_00614
OG0000070	Prar.g_00498	Pran.g_01727
OG0000071	Prar.g_00955	Pran.g_00938, Pran.g_00876
OG0000072	Prar.g_00156	Pran.g_00261
OG0000073	Prar.g_01330	Pran.g_01679
OG0000074	Prar.g_01512	Pran.g_01496
OG0000075	Prar.g_00629	Pran.g_01137
OG0000076	Prar.g_00592, Prar.g_00653	Pran.g_01160
OG0000077	Prar.g_00250	Pran.g_00354
OG0000078	Prar.g_00088	Pran.g_00194
OG0000081	Prar.g_01361	Pran.g_01647
OG0000082	Prar.g_01414	Pran.g_01593
OG0000083	Prar.g_01623	Pran.g_00576
OG0000084	Prar.g_00343	Pran.g_00737
OG0000085	Prar.g_01150	Pran.g_00963
OG0000086	Prar.g_00240	Pran.g_00344
OG0000087	Prar.g_00189	Pran.g_00295
OG0000088	Prar.g_00161	Pran.g_00266
OG0000089	Prar.g_00416	Pran.g_01839
OG0000090	Prar.g_01363	Pran.g_01645
OG0000091	Prar.g_01472	Pran.g_01536
OG0000092	Prar.g_01781	Pran.g_00434
OG0000093	Prar.g_01801	Pran.g_00455
OG0000094	Prar.g_01885	Pran.g_00549
OG0000095	Prar.g_01904	Pran.g_00903, Pran.g_00568
OG0000096	Prar.g_01006	Pran.g_00603
OG0000096	Prar.g_01313	Pran.g_00114
OG0000097	Prar.g_01222	Pran.g_00019
OG0000098	Prar.g_00929	Pran.g_00855
OG0000099	Prar.g_00872	Pran.g_00806
OG0000100	Prar.g_00773	Pran.g_00659
OG0000101	Prar.g_01027	Pran.g_01105
OG0000102	Prar.g_00658	Pran.g_01165
OG0000103	Prar.g_00050	Pran.g_01244
OG0000104	Prar.g_00042	Pran.g_01253
OG0000105	Prar.g_00313	Pran.g_01920
OG0000106	Prar.g_00431	Pran.g_01824
OG0000107	Prar.g_00446	Pran.g_01808
OG0000108	Prar.g_00530	Pran.g_01698
OG0000109	Prar.g_00544	Pran.g_01684
OG0000110	Prar.g_01404	Pran.g_01603
OG0000111	Prar.g_01529	Pran.g_01479
OG0000112	Prar.g_01652	Pran.g_01378
OG0000113	Prar.g_01706	Pran.g_01321
OG0000114	Prar.g_01776	Pran.g_00429
OG0000115	Prar.g_01318	Pran.g_00123
OG0000116	Prar.g_01273	Pran.g_00070
OG0000117	Prar.g_01003	Pran.g_01466
OG0000118	Prar.g_00943	Pran.g_00864
OG0000119	Prar.g_00915	Pran.g_00845
OG0000120	Prar.g_00880	Pran.g_00752
OG0000121	Prar.g_00337	Pran.g_00731
OG0000122	Prar.g_00807	Pran.g_00693
OG0000123	Prar.g_01021	Pran.g_01112
OG0000124	Prar.g_00668	Pran.g_01176
OG0000125	Prar.g_00704	Pran.g_01212
OG0000126	Prar.g_00043	Pran.g_01252
OG0000128	Prar.g_00027	Pran.g_01268
OG0000129	Prar.g_00576	Pran.g_00381
OG0000130	Prar.g_00549	Pran.g_00363
OG0000131	Prar.g_00182	Pran.g_00288
OG0000132	Prar.g_00163	Pran.g_00268
OG0000133	Prar.g_00265	Pran.g_01872
OG0000134	Prar.g_00417	Pran.g_01838
OG0000135	Prar.g_00444	Pran.g_01812
OG0000136	Prar.g_00489	Pran.g_01739
OG0000137	Prar.g_00525	Pran.g_01703
OG0000138	Prar.g_00545	Pran.g_01683
OG0000139	Prar.g_01367	Pran.g_01641
OG0000140	Prar.g_01368	Pran.g_01640
OG0000141	Prar.g_01437	Pran.g_01571
OG0000142	Prar.g_01465	Pran.g_01543
OG0000143	Prar.g_01469	Pran.g_01539
OG0000144	Prar.g_01482	Pran.g_01526
OG0000145	Prar.g_01651	Pran.g_01400
OG0000146	Prar.g_01653	Pran.g_01377
OG0000147	Prar.g_01654	Pran.g_01376
OG0000148	Prar.g_01700	Pran.g_01327
OG0000149	Prar.g_01730	Pran.g_01297
OG0000150	Prar.g_01738	Pran.g_01289
OG0000151	Prar.g_01786	Pran.g_00439
OG0000152	Prar.g_01833	Pran.g_00487
OG0000153	Prar.g_01852	Pran.g_00506
OG0000154	Prar.g_01878	Pran.g_00542
OG0000155	Prar.g_01243	Pran.g_00040
OG0000156	Prar.g_00966	Pran.g_00887
OG0000157	Prar.g_00965	Pran.g_00886
OG0000158	Prar.g_00375	Pran.g_00822
OG0000159	Prar.g_00380, Prar.g_00871	Pran.g_00808
OG0000160	Prar.g_00338	Pran.g_00732
OG0000161	Prar.g_00840	Pran.g_00726
OG0000162	Prar.g_00834	Pran.g_00720
OG0000163	Prar.g_00800	Pran.g_00686
OG0000164	Prar.g_01964	Pran.g_00994
OG0000165	Prar.g_01971	Pran.g_01001
OG0000166	Prar.g_01063	Pran.g_01069, Pran.g_01068
OG0000167	Prar.g_00627	Pran.g_01135
OG0000168	Prar.g_00637	Pran.g_01144
OG0000169	Prar.g_00647	Pran.g_01154
OG0000170	Prar.g_00649	Pran.g_01156
OG0000171	Prar.g_00667	Pran.g_01175
OG0000172	Prar.g_00675	Pran.g_01184
OG0000173	Prar.g_00690	Pran.g_01199
OG0000174	Prar.g_00068	Pran.g_01226
OG0000175	Prar.g_00058	Pran.g_01236
OG0000176	Prar.g_00034	Pran.g_01261
OG0000177	Prar.g_00033	Pran.g_01262
OG0000178	Prar.g_00032	Pran.g_01263
OG0000179	Prar.g_00022	Pran.g_00408
OG0000180	Prar.g_00021	Pran.g_00407
OG0000181	Prar.g_00020	Pran.g_00406
OG0000182	Prar.g_00019	Pran.g_00405
OG0000183	Prar.g_00015	Pran.g_00401
OG0000184	Prar.g_00573	Pran.g_00379
OG0000185	Prar.g_00570	Pran.g_00376
OG0000186	Prar.g_00554	Pran.g_00368
OG0000187	Prar.g_00553	Pran.g_00367
OG0000188	Prar.g_00246	Pran.g_00350
OG0000189	Prar.g_00232	Pran.g_00337
OG0000190	Prar.g_00231	Pran.g_00336
OG0000191	Prar.g_00211	Pran.g_00316
OG0000192	Prar.g_00207	Pran.g_00312
OG0000193	Prar.g_00181	Pran.g_00287
OG0000194	Prar.g_00178	Pran.g_00283
OG0000195	Prar.g_00176	Pran.g_00281
OG0000196	Prar.g_00166	Pran.g_00271
OG0000197	Prar.g_00165	Pran.g_00270
OG0000198	Prar.g_00164	Pran.g_00269
OG0000199	Prar.g_00157	Pran.g_00262
OG0000200	Prar.g_00143	Pran.g_00248
OG0000201	Prar.g_00135	Pran.g_00240
OG0000202	Prar.g_00134	Pran.g_00239
OG0000203	Prar.g_00133	Pran.g_00238
OG0000204	Prar.g_00132	Pran.g_00237
OG0000205	Prar.g_00125	Pran.g_00230
OG0000206	Prar.g_00120	Pran.g_00225
OG0000207	Prar.g_00118	Pran.g_00223
OG0000208	Prar.g_00117	Pran.g_00222
OG0000209	Prar.g_00108	Pran.g_00213
OG0000210	Prar.g_00107	Pran.g_00212
OG0000211	Prar.g_00094	Pran.g_00199
OG0000212	Prar.g_00087	Pran.g_00193
OG0000213	Prar.g_00330	Pran.g_01935
OG0000214	Prar.g_00320	Pran.g_01926
OG0000215	Prar.g_00295	Pran.g_01902
OG0000216	Prar.g_00293	Pran.g_01900
OG0000217	Prar.g_00290	Pran.g_01897
OG0000218	Prar.g_00288	Pran.g_01895
OG0000219	Prar.g_00287	Pran.g_01894
OG0000220	Prar.g_00286	Pran.g_01893
OG0000221	Prar.g_00285	Pran.g_01892
OG0000222	Prar.g_00277	Pran.g_01884
OG0000223	Prar.g_00264	Pran.g_01871
OG0000224	Prar.g_00262	Pran.g_01869
OG0000225	Prar.g_00406	Pran.g_01849
OG0000226	Prar.g_00410	Pran.g_01845
OG0000227	Prar.g_00412	Pran.g_01843
OG0000228	Prar.g_00415	Pran.g_01840
OG0000229	Prar.g_00484	Pran.g_01744
OG0000230	Prar.g_00486	Pran.g_01742
OG0000231	Prar.g_00497	Pran.g_01728
OG0000232	Prar.g_00506	Pran.g_01720
OG0000233	Prar.g_00512	Pran.g_01715
OG0000234	Prar.g_00526	Pran.g_01702
OG0000235	Prar.g_00529	Pran.g_01699
OG0000236	Prar.g_00543	Pran.g_01685
OG0000237	Prar.g_01337	Pran.g_01672
OG0000238	Prar.g_01343	Pran.g_01666
OG0000239	Prar.g_01355	Pran.g_01653
OG0000240	Prar.g_01356	Pran.g_01652
OG0000241	Prar.g_01360	Pran.g_01648
OG0000242	Prar.g_01362	Pran.g_01646
OG0000243	Prar.g_01373	Pran.g_01635
OG0000244	Prar.g_01376	Pran.g_01632
OG0000245	Prar.g_01378	Pran.g_01630
OG0000246	Prar.g_01382	Pran.g_01626
OG0000247	Prar.g_01392	Pran.g_01616
OG0000248	Prar.g_01394	Pran.g_01613
OG0000249	Prar.g_01396	Pran.g_01611
OG0000250	Prar.g_01401	Pran.g_01606
OG0000251	Prar.g_01420	Pran.g_01587
OG0000252	Prar.g_01424	Pran.g_01584
OG0000253	Prar.g_01425	Pran.g_01583
OG0000254	Prar.g_01441	Pran.g_01567
OG0000255	Prar.g_01447	Pran.g_01561
OG0000256	Prar.g_01457	Pran.g_01551
OG0000257	Prar.g_01460	Pran.g_01548
OG0000258	Prar.g_01473	Pran.g_01535
OG0000259	Prar.g_01490	Pran.g_01518
OG0000260	Prar.g_01493	Pran.g_01515
OG0000261	Prar.g_01495	Pran.g_01513
OG0000262	Prar.g_01499	Pran.g_01509
OG0000263	Prar.g_01511	Pran.g_01497
OG0000264	Prar.g_01521	Pran.g_01487
OG0000265	Prar.g_01599	Pran.g_01460
OG0000266	Prar.g_01609	Pran.g_01450
OG0000267	Prar.g_01620	Pran.g_01439
OG0000268	Prar.g_01621	Pran.g_01438
OG0000269	Prar.g_01679	Pran.g_01348
OG0000270	Prar.g_01682	Pran.g_01345
OG0000271	Prar.g_01690	Pran.g_01337
OG0000272	Prar.g_01691	Pran.g_01336
OG0000273	Prar.g_01714	Pran.g_01313
OG0000274	Prar.g_01715	Pran.g_01312
OG0000275	Prar.g_01717	Pran.g_01310
OG0000276	Prar.g_01722	Pran.g_01305
OG0000277	Prar.g_01723	Pran.g_01304
OG0000278	Prar.g_01726	Pran.g_01301
OG0000279	Prar.g_01733	Pran.g_01294
OG0000280	Prar.g_01734	Pran.g_01293
OG0000281	Prar.g_01740	Pran.g_01287
OG0000282	Prar.g_01778	Pran.g_00431
OG0000283	Prar.g_01810	Pran.g_00464
OG0000284	Prar.g_01815	Pran.g_00469
OG0000285	Prar.g_01820	Pran.g_00474
OG0000286	Prar.g_01832	Pran.g_00486
OG0000287	Prar.g_01849	Pran.g_00503
OG0000288	Prar.g_01877	Pran.g_00541
OG0000289	Prar.g_01888	Pran.g_00552
OG0000290	Prar.g_01901	Pran.g_00565
OG0000291	Prar.g_01903	Pran.g_00567
OG0000292	Prar.g_01953	Pran.g_00135
OG0000293	Prar.g_01272	Pran.g_00069
OG0000294	Prar.g_01271	Pran.g_00068
OG0000295	Prar.g_01251	Pran.g_00048
OG0000296	Prar.g_01249	Pran.g_00046
OG0000297	Prar.g_01241	Pran.g_00038
OG0000298	Prar.g_01240	Pran.g_00037
OG0000299	Prar.g_01223	Pran.g_00020
OG0000300	Prar.g_01220	Pran.g_00017
OG0000301	Prar.g_01219	Pran.g_00016
OG0000302	Prar.g_01217	Pran.g_00014
OG0000303	Prar.g_01210	Pran.g_00007
OG0000304	Prar.g_01206	Pran.g_00003
OG0000305	Prar.g_00919	Pran.g_00848
OG0000306	Prar.g_00916	Pran.g_00846
OG0000307	Prar.g_00902	Pran.g_00832
OG0000308	Prar.g_00901	Pran.g_00831
OG0000309	Prar.g_00897	Pran.g_00827
OG0000310	Prar.g_00354	Pran.g_00748
OG0000311	Prar.g_00352	Pran.g_00746
OG0000312	Prar.g_00349	Pran.g_00743
OG0000313	Prar.g_00335	Pran.g_00729
OG0000314	Prar.g_00820	Pran.g_00706
OG0000315	Prar.g_00810	Pran.g_00696
OG0000316	Prar.g_00790	Pran.g_00676
OG0000317	Prar.g_01145	Pran.g_00968
OG0000318	Prar.g_01142	Pran.g_00971
OG0000319	Prar.g_01129	Pran.g_00984
OG0000320	Prar.g_01127	Pran.g_00986
OG0000321	Prar.g_01126	Pran.g_00987
OG0000322	Prar.g_01125	Pran.g_00988
OG0000323	Prar.g_01967	Pran.g_00997
OG0000324	Prar.g_00609	Pran.g_01023
OG0000325	Prar.g_01113	Pran.g_01033
OG0000326	Prar.g_01107	Pran.g_01039
OG0000327	Prar.g_01068	Pran.g_01063
OG0000328	Prar.g_01067	Pran.g_01064
OG0000329	Prar.g_01050	Pran.g_01082
OG0000330	Prar.g_01049	Pran.g_01083
OG0000331	Prar.g_01048	Pran.g_01084
OG0000332	Prar.g_01034	Pran.g_01098
OG0000333	Prar.g_01032	Pran.g_01100
OG0000334	Prar.g_01024	Pran.g_01108
OG0000335	Prar.g_01020	Pran.g_01113
OG0000336	Prar.g_01016	Pran.g_01117
OG0000337	Prar.g_00625	Pran.g_01133
OG0000338	Prar.g_00626	Pran.g_01134
OG0000339	Prar.g_00630	Pran.g_01138
OG0000340	Prar.g_00638	Pran.g_01145
OG0000341	Prar.g_00640	Pran.g_01147
OG0000342	Prar.g_00641	Pran.g_01148
OG0000343	Prar.g_00642	Pran.g_01149
OG0000344	Prar.g_00645	Pran.g_01152
OG0000345	Prar.g_00650	Pran.g_01157
OG0000346	Prar.g_00654	Pran.g_01161
OG0000347	Prar.g_00669	Pran.g_01177
OG0000348	Prar.g_00678	Pran.g_01187
OG0000349	Prar.g_00695	Pran.g_01203
OG0000350	Prar.g_00072	Pran.g_01222
OG0000351	Prar.g_00055	Pran.g_01239
OG0000352	Prar.g_00054	Pran.g_01240
OG0000353	Prar.g_00039	Pran.g_01256
OG0000355	Prar.g_00037	Pran.g_01258
OG0000356	Prar.g_00036	Pran.g_01259
OG0000357	Prar.g_00035	Pran.g_01260
OG0000358	Prar.g_00031	Pran.g_01264
OG0000359	Prar.g_00030	Pran.g_01265
OG0000360	Prar.g_00029	Pran.g_01266
OG0000361	Prar.g_00028	Pran.g_01267
OG0000362	Prar.g_00026	Pran.g_01269
OG0000363	Prar.g_00024	Pran.g_00410
OG0000364	Prar.g_00023	Pran.g_00409
OG0000365	Prar.g_00018	Pran.g_00404
OG0000366	Prar.g_00017	Pran.g_00403
OG0000367	Prar.g_00016	Pran.g_00402
OG0000368	Prar.g_00014	Pran.g_00400
OG0000369	Prar.g_00013	Pran.g_00399
OG0000370	Prar.g_00012	Pran.g_00398
OG0000371	Prar.g_00006	Pran.g_00392
OG0000372	Prar.g_00002	Pran.g_00389
OG0000373	Prar.g_00001	Pran.g_00388
OG0000374	Prar.g_00594	Pran.g_00387
OG0000375	Prar.g_00580	Pran.g_00385
OG0000376	Prar.g_00578	Pran.g_00383
OG0000377	Prar.g_00574	Pran.g_00380
OG0000378	Prar.g_00572	Pran.g_00378
OG0000379	Prar.g_00569	Pran.g_00375
OG0000380	Prar.g_00552	Pran.g_00366
OG0000381	Prar.g_00548	Pran.g_00362
OG0000382	Prar.g_00247	Pran.g_00351
OG0000383	Prar.g_00245	Pran.g_00349
OG0000384	Prar.g_00244	Pran.g_00348
OG0000385	Prar.g_00243	Pran.g_00347
OG0000386	Prar.g_00242	Pran.g_00346
OG0000387	Prar.g_00229	Pran.g_00334
OG0000388	Prar.g_00226	Pran.g_00331
OG0000389	Prar.g_00222	Pran.g_00327
OG0000390	Prar.g_00215	Pran.g_00320
OG0000391	Prar.g_00212	Pran.g_00317
OG0000392	Prar.g_00208	Pran.g_00313
OG0000393	Prar.g_00206	Pran.g_00311
OG0000394	Prar.g_00205	Pran.g_00310
OG0000395	Prar.g_00204	Pran.g_00309
OG0000396	Prar.g_00201	Pran.g_00307
OG0000397	Prar.g_00199	Pran.g_00305
OG0000398	Prar.g_00197	Pran.g_00303
OG0000399	Prar.g_00196	Pran.g_00302
OG0000400	Prar.g_00195	Pran.g_00301
OG0000401	Prar.g_00194	Pran.g_00300
OG0000402	Prar.g_00192	Pran.g_00298
OG0000403	Prar.g_00191	Pran.g_00297
OG0000404	Prar.g_00190	Pran.g_00296
OG0000405	Prar.g_00186	Pran.g_00292
OG0000406	Prar.g_00180	Pran.g_00286
OG0000407	Prar.g_00179	Pran.g_00285
OG0000408	Prar.g_00177	Pran.g_00282
OG0000409	Prar.g_00175	Pran.g_00280
OG0000410	Prar.g_00174	Pran.g_00279
OG0000411	Prar.g_00173	Pran.g_00278
OG0000412	Prar.g_00172	Pran.g_00277
OG0000413	Prar.g_00171	Pran.g_00276
OG0000414	Prar.g_00170	Pran.g_00275
OG0000415	Prar.g_00169	Pran.g_00274
OG0000416	Prar.g_00168	Pran.g_00273
OG0000417	Prar.g_00167	Pran.g_00272
OG0000418	Prar.g_00162	Pran.g_00267
OG0000419	Prar.g_00160	Pran.g_00265
OG0000420	Prar.g_00159	Pran.g_00264
OG0000421	Prar.g_00154	Pran.g_00259
OG0000422	Prar.g_00153	Pran.g_00258
OG0000423	Prar.g_00152	Pran.g_00257
OG0000424	Prar.g_00151	Pran.g_00256
OG0000425	Prar.g_00150	Pran.g_00255
OG0000426	Prar.g_00149	Pran.g_00254
OG0000427	Prar.g_00148	Pran.g_00253
OG0000428	Prar.g_00146	Pran.g_00251
OG0000429	Prar.g_00145	Pran.g_00250
OG0000430	Prar.g_00144	Pran.g_00249
OG0000431	Prar.g_00142	Pran.g_00247
OG0000432	Prar.g_00139	Pran.g_00244
OG0000433	Prar.g_00138	Pran.g_00243
OG0000434	Prar.g_00137	Pran.g_00242
OG0000435	Prar.g_00136	Pran.g_00241
OG0000436	Prar.g_00131	Pran.g_00236
OG0000437	Prar.g_00130	Pran.g_00235
OG0000438	Prar.g_00129	Pran.g_00234
OG0000439	Prar.g_00127	Pran.g_00232
OG0000440	Prar.g_00126	Pran.g_00231
OG0000441	Prar.g_00123	Pran.g_00228
OG0000442	Prar.g_00122	Pran.g_00227
OG0000443	Prar.g_00121	Pran.g_00226
OG0000444	Prar.g_00116	Pran.g_00221
OG0000445	Prar.g_00115	Pran.g_00220
OG0000446	Prar.g_00114	Pran.g_00219
OG0000447	Prar.g_00113	Pran.g_00218
OG0000448	Prar.g_00112	Pran.g_00217
OG0000449	Prar.g_00111	Pran.g_00216
OG0000450	Prar.g_00110	Pran.g_00215
OG0000451	Prar.g_00109	Pran.g_00214
OG0000452	Prar.g_00106	Pran.g_00211
OG0000453	Prar.g_00105	Pran.g_00210
OG0000454	Prar.g_00104	Pran.g_00209
OG0000455	Prar.g_00103	Pran.g_00208
OG0000456	Prar.g_00102	Pran.g_00207
OG0000457	Prar.g_00101	Pran.g_00206
OG0000458	Prar.g_00100	Pran.g_00205
OG0000459	Prar.g_00099	Pran.g_00204
OG0000460	Prar.g_00092	Pran.g_00197
OG0000461	Prar.g_00085	Pran.g_01950
OG0000462	Prar.g_00083	Pran.g_01948
OG0000463	Prar.g_00082	Pran.g_01947
OG0000464	Prar.g_00081	Pran.g_01946
OG0000465	Prar.g_00080	Pran.g_01945
OG0000466	Prar.g_00077	Pran.g_01942
OG0000467	Prar.g_00076	Pran.g_01941
OG0000468	Prar.g_00334	Pran.g_01939
OG0000469	Prar.g_00325	Pran.g_01931
OG0000470	Prar.g_00323	Pran.g_01929
OG0000471	Prar.g_00322	Pran.g_01928
OG0000472	Prar.g_00321	Pran.g_01927
OG0000473	Prar.g_00319	Pran.g_01925
OG0000474	Prar.g_00318	Pran.g_01924
OG0000475	Prar.g_00317	Pran.g_01923
OG0000476	Prar.g_00316	Pran.g_01922
OG0000477	Prar.g_00312	Pran.g_01919
OG0000478	Prar.g_00311	Pran.g_01918
OG0000479	Prar.g_00310	Pran.g_01917
OG0000480	Prar.g_00305	Pran.g_01912
OG0000481	Prar.g_00303	Pran.g_01910
OG0000482	Prar.g_00302	Pran.g_01909
OG0000483	Prar.g_00299	Pran.g_01906
OG0000484	Prar.g_00298	Pran.g_01905
OG0000485	Prar.g_00297	Pran.g_01904
OG0000486	Prar.g_00296	Pran.g_01903
OG0000487	Prar.g_00292	Pran.g_01899
OG0000488	Prar.g_00289	Pran.g_01896
OG0000489	Prar.g_00284	Pran.g_01891
OG0000490	Prar.g_00279	Pran.g_01886
OG0000491	Prar.g_00278	Pran.g_01885
OG0000492	Prar.g_00276	Pran.g_01883
OG0000493	Prar.g_00275	Pran.g_01882
OG0000494	Prar.g_00274	Pran.g_01881
OG0000495	Prar.g_00273	Pran.g_01880
OG0000496	Prar.g_00272	Pran.g_01879
OG0000497	Prar.g_00271	Pran.g_01878
OG0000498	Prar.g_00270	Pran.g_01877
OG0000499	Prar.g_00269	Pran.g_01876
OG0000500	Prar.g_00268	Pran.g_01875
OG0000501	Prar.g_00266	Pran.g_01873
OG0000502	Prar.g_00263	Pran.g_01870
OG0000503	Prar.g_00394	Pran.g_01860
OG0000504	Prar.g_00395	Pran.g_01859
OG0000505	Prar.g_00396	Pran.g_01858
OG0000506	Prar.g_00398	Pran.g_01857
OG0000507	Prar.g_00401	Pran.g_01854
OG0000508	Prar.g_00405	Pran.g_01850
OG0000509	Prar.g_00407	Pran.g_01848
OG0000510	Prar.g_00408	Pran.g_01847
OG0000511	Prar.g_00409	Pran.g_01846
OG0000512	Prar.g_00411	Pran.g_01844
OG0000513	Prar.g_00418	Pran.g_01837
OG0000514	Prar.g_00479	Pran.g_01749
OG0000515	Prar.g_00480	Pran.g_01748
OG0000516	Prar.g_00481	Pran.g_01747
OG0000517	Prar.g_00483	Pran.g_01745
OG0000518	Prar.g_00494	Pran.g_01734
OG0000519	Prar.g_00495	Pran.g_01733
OG0000520	Prar.g_00496	Pran.g_01729
OG0000521	Prar.g_00501	Pran.g_01724
OG0000522	Prar.g_00503	Pran.g_01723
OG0000523	Prar.g_00504	Pran.g_01722
OG0000524	Prar.g_00510	Pran.g_01717
OG0000525	Prar.g_00513	Pran.g_01714
OG0000526	Prar.g_00514	Pran.g_01713
OG0000527	Prar.g_00523	Pran.g_01705
OG0000528	Prar.g_00528	Pran.g_01700
OG0000529	Prar.g_00531	Pran.g_01697
OG0000530	Prar.g_00534	Pran.g_01694
OG0000531	Prar.g_00535	Pran.g_01693
OG0000532	Prar.g_00537	Pran.g_01691
OG0000533	Prar.g_00538	Pran.g_01690
OG0000534	Prar.g_00539	Pran.g_01689
OG0000535	Prar.g_00540	Pran.g_01688
OG0000536	Prar.g_00541	Pran.g_01687
OG0000537	Prar.g_00542	Pran.g_01686
OG0000538	Prar.g_01331	Pran.g_01678
OG0000539	Prar.g_01332	Pran.g_01677
OG0000540	Prar.g_01333	Pran.g_01676
OG0000541	Prar.g_01334	Pran.g_01675
OG0000542	Prar.g_01336	Pran.g_01673
OG0000543	Prar.g_01338	Pran.g_01671
OG0000544	Prar.g_01339	Pran.g_01670
OG0000545	Prar.g_01341	Pran.g_01668
OG0000546	Prar.g_01344	Pran.g_01665
OG0000547	Prar.g_01345	Pran.g_01663
OG0000548	Prar.g_01346	Pran.g_01662
OG0000549	Prar.g_01348	Pran.g_01660
OG0000550	Prar.g_01353	Pran.g_01655
OG0000551	Prar.g_01357	Pran.g_01651
OG0000552	Prar.g_01358	Pran.g_01650
OG0000553	Prar.g_01359	Pran.g_01649
OG0000554	Prar.g_01364	Pran.g_01644
OG0000555	Prar.g_01372	Pran.g_01636
OG0000556	Prar.g_01374	Pran.g_01634
OG0000557	Prar.g_01375	Pran.g_01633
OG0000558	Prar.g_01377	Pran.g_01631
OG0000559	Prar.g_01381	Pran.g_01627
OG0000560	Prar.g_01384	Pran.g_01624
OG0000561	Prar.g_01385	Pran.g_01623
OG0000562	Prar.g_01386	Pran.g_01622
OG0000563	Prar.g_01387	Pran.g_01621
OG0000564	Prar.g_01388	Pran.g_01620
OG0000565	Prar.g_01391	Pran.g_01617
OG0000566	Prar.g_01393	Pran.g_01614
OG0000567	Prar.g_01397	Pran.g_01610
OG0000568	Prar.g_01398	Pran.g_01609
OG0000569	Prar.g_01399	Pran.g_01608
OG0000570	Prar.g_01400	Pran.g_01607
OG0000571	Prar.g_01402	Pran.g_01605
OG0000572	Prar.g_01415	Pran.g_01592
