Orthogroup	Prar	Syak
OG0000098	Prar.g_00929	Syak.g_00345
OG0000099	Prar.g_00872	Syak.g_01527
OG0000100	Prar.g_00773	Syak.g_00622
OG0000101	Prar.g_01027	Syak.g_01305
OG0000102	Prar.g_00658	Syak.g_01661
OG0000103	Prar.g_00050	Syak.g_01812
OG0000104	Prar.g_00042	Syak.g_01799
OG0000105	Prar.g_00313	Syak.g_01451
OG0000106	Prar.g_00431	Syak.g_00096
OG0000107	Prar.g_00446	Syak.g_01392
OG0000108	Prar.g_00530	Syak.g_02574
OG0000109	Prar.g_00544	Syak.g_01061
OG0000110	Prar.g_01404	Syak.g_02698
OG0000111	Prar.g_01529	Syak.g_00725
OG0000112	Prar.g_01652	Syak.g_00512
OG0000113	Prar.g_01706	Syak.g_00461
OG0000114	Prar.g_01776	Syak.g_00373
OG0000115	Prar.g_01318	Syak.g_01066
OG0000116	Prar.g_01273	Syak.g_00911
OG0000117	Prar.g_01003	Syak.g_00846
OG0000118	Prar.g_00943	Syak.g_00954
OG0000119	Prar.g_00915	Syak.g_00917
OG0000120	Prar.g_00880	Syak.g_01526
OG0000121	Prar.g_00337	Syak.g_01044
OG0000122	Prar.g_00807	Syak.g_00081
OG0000123	Prar.g_01021	Syak.g_01299
OG0000124	Prar.g_00668	Syak.g_01692
OG0000125	Prar.g_00704	Syak.g_01934
OG0000126	Prar.g_00043	Syak.g_01801
OG0000128	Prar.g_00027	Syak.g_01782
OG0000129	Prar.g_00576	Syak.g_01947
OG0000130	Prar.g_00549	Syak.g_02255
OG0000131	Prar.g_00182	Syak.g_02128
OG0000132	Prar.g_00163	Syak.g_02108
OG0000133	Prar.g_00265	Syak.g_00507
OG0000134	Prar.g_00417	Syak.g_01212
OG0000135	Prar.g_00444	Syak.g_01897
OG0000136	Prar.g_00489	Syak.g_01186
OG0000137	Prar.g_00525	Syak.g_01118
OG0000138	Prar.g_00545	Syak.g_02591
OG0000139	Prar.g_01367	Syak.g_02646
OG0000140	Prar.g_01368	Syak.g_02650
OG0000141	Prar.g_01437	Syak.g_02746
OG0000142	Prar.g_01465	Syak.g_00035
OG0000143	Prar.g_01469	Syak.g_00039
OG0000144	Prar.g_01482	Syak.g_00260
OG0000145	Prar.g_01651	Syak.g_02598
OG0000146	Prar.g_01653	Syak.g_00514
OG0000147	Prar.g_01654	Syak.g_00515
OG0000148	Prar.g_01700	Syak.g_00455
OG0000149	Prar.g_01730	Syak.g_00596
OG0000150	Prar.g_01738	Syak.g_02747
OG0000151	Prar.g_01786	Syak.g_00387
OG0000152	Prar.g_01833	Syak.g_00503
OG0000153	Prar.g_01852	Syak.g_00470
OG0000154	Prar.g_01878	Syak.g_00645
OG0000155	Prar.g_01243	Syak.g_00855
OG0000156	Prar.g_00966	Syak.g_00919
OG0000157	Prar.g_00965	Syak.g_00920
OG0000158	Prar.g_00375	Syak.g_01624
OG0000160	Prar.g_00338	Syak.g_01043
OG0000161	Prar.g_00840	Syak.g_01050
OG0000162	Prar.g_00834	Syak.g_01058
OG0000163	Prar.g_00800	Syak.g_02478
OG0000164	Prar.g_01964	Syak.g_02384
OG0000165	Prar.g_01971	Syak.g_02374
OG0000166	Prar.g_01063	Syak.g_01345
OG0000167	Prar.g_00627	Syak.g_01561
OG0000168	Prar.g_00637	Syak.g_01625
OG0000169	Prar.g_00647	Syak.g_01637
OG0000170	Prar.g_00649	Syak.g_01644
OG0000171	Prar.g_00667	Syak.g_01691
OG0000172	Prar.g_00675	Syak.g_01713
OG0000173	Prar.g_00690	Syak.g_01733
OG0000174	Prar.g_00068	Syak.g_01895
OG0000175	Prar.g_00058	Syak.g_01827
OG0000176	Prar.g_00034	Syak.g_01790
OG0000177	Prar.g_00033	Syak.g_01789
OG0000178	Prar.g_00032	Syak.g_01788
OG0000179	Prar.g_00022	Syak.g_01773
OG0000180	Prar.g_00021	Syak.g_01772
OG0000181	Prar.g_00020	Syak.g_01771
OG0000182	Prar.g_00019	Syak.g_01770
OG0000183	Prar.g_00015	Syak.g_01766
OG0000184	Prar.g_00573	Syak.g_01955
OG0000185	Prar.g_00570	Syak.g_01971
OG0000186	Prar.g_00554	Syak.g_02258
OG0000187	Prar.g_00553	Syak.g_02257
OG0000188	Prar.g_00246	Syak.g_02235
OG0000189	Prar.g_00232	Syak.g_02203
OG0000190	Prar.g_00231	Syak.g_01575
OG0000191	Prar.g_00211	Syak.g_02171
OG0000192	Prar.g_00207	Syak.g_02165
OG0000193	Prar.g_00181	Syak.g_02127
OG0000194	Prar.g_00178	Syak.g_02124
OG0000195	Prar.g_00176	Syak.g_02122
OG0000196	Prar.g_00166	Syak.g_02111
OG0000197	Prar.g_00165	Syak.g_02110
OG0000198	Prar.g_00164	Syak.g_02109
OG0000199	Prar.g_00157	Syak.g_02100
OG0000200	Prar.g_00143	Syak.g_02083
OG0000201	Prar.g_00135	Syak.g_02068
OG0000202	Prar.g_00134	Syak.g_02067
OG0000203	Prar.g_00133	Syak.g_02066
OG0000204	Prar.g_00132	Syak.g_02065
OG0000205	Prar.g_00125	Syak.g_02058
OG0000206	Prar.g_00120	Syak.g_02038
OG0000207	Prar.g_00118	Syak.g_02025
OG0000208	Prar.g_00117	Syak.g_02024
OG0000209	Prar.g_00108	Syak.g_01995
OG0000210	Prar.g_00107	Syak.g_01994
OG0000211	Prar.g_00094	Syak.g_02017
OG0000212	Prar.g_00087	Syak.g_02311
OG0000213	Prar.g_00330	Syak.g_01425
OG0000214	Prar.g_00320	Syak.g_01442
OG0000215	Prar.g_00295	Syak.g_01474
OG0000216	Prar.g_00293	Syak.g_01478
OG0000217	Prar.g_01154, Prar.g_00290	Syak.g_01482
OG0000218	Prar.g_00288	Syak.g_01484
OG0000219	Prar.g_00287	Syak.g_01485
OG0000220	Prar.g_00286	Syak.g_01486
OG0000221	Prar.g_00285	Syak.g_01498
OG0000222	Prar.g_00277	Syak.g_01512
OG0000223	Prar.g_00264	Syak.g_01531
OG0000224	Prar.g_00262	Syak.g_01532
OG0000225	Prar.g_00406	Syak.g_01230
OG0000226	Prar.g_00410	Syak.g_01226
OG0000227	Prar.g_00412	Syak.g_01224
OG0000228	Prar.g_00415	Syak.g_01216
OG0000229	Prar.g_00484	Syak.g_01191
OG0000230	Prar.g_00486	Syak.g_01189
OG0000231	Prar.g_00497	Syak.g_01176
OG0000232	Prar.g_00506	Syak.g_01156
OG0000233	Prar.g_00512	Syak.g_01145
OG0000234	Prar.g_00526	Syak.g_01116
OG0000235	Prar.g_00529	Syak.g_02573
OG0000236	Prar.g_00543	Syak.g_02589
OG0000237	Prar.g_01337	Syak.g_02607
OG0000238	Prar.g_01343	Syak.g_02612
OG0000239	Prar.g_01355	Syak.g_02628
OG0000240	Prar.g_01356	Syak.g_02629
OG0000241	Prar.g_01360	Syak.g_00027
OG0000242	Prar.g_01362	Syak.g_02638
OG0000243	Prar.g_01373	Syak.g_02658
OG0000244	Prar.g_01376	Syak.g_02665
OG0000245	Prar.g_01378	Syak.g_02667
OG0000246	Prar.g_01382	Syak.g_02671
OG0000247	Prar.g_01392	Syak.g_02681
OG0000248	Prar.g_01394	Syak.g_02684
OG0000249	Prar.g_01396	Syak.g_02686
OG0000250	Prar.g_01401	Syak.g_02694
OG0000251	Prar.g_01420	Syak.g_02722
OG0000252	Prar.g_01424	Syak.g_02725
OG0000253	Prar.g_01425	Syak.g_02727
OG0000254	Prar.g_01441	Syak.g_02752
OG0000255	Prar.g_01447	Syak.g_02772
OG0000256	Prar.g_01457	Syak.g_00020
OG0000257	Prar.g_01460	Syak.g_00026
OG0000258	Prar.g_01473	Syak.g_00044
OG0000259	Prar.g_01490	Syak.g_00334
OG0000260	Prar.g_01493	Syak.g_00338
OG0000261	Prar.g_01495	Syak.g_00348
OG0000262	Prar.g_01499	Syak.g_00353
OG0000263	Prar.g_01511	Syak.g_00828
OG0000264	Prar.g_01521	Syak.g_00698
OG0000265	Prar.g_01599	Syak.g_00211
OG0000266	Prar.g_01609	Syak.g_00778
OG0000267	Prar.g_01620	Syak.g_00555
OG0000268	Prar.g_01621	Syak.g_00554
OG0000269	Prar.g_01679	Syak.g_00429
OG0000270	Prar.g_01682	Syak.g_00432
OG0000271	Prar.g_01690	Syak.g_00440
OG0000272	Prar.g_01691	Syak.g_00441
OG0000274	Prar.g_01715	Syak.g_00615
OG0000275	Prar.g_01717	Syak.g_00611
OG0000276	Prar.g_01722	Syak.g_00604
OG0000277	Prar.g_01723	Syak.g_00603
OG0000278	Prar.g_01726	Syak.g_00600
OG0000279	Prar.g_01733	Syak.g_00592
OG0000280	Prar.g_01734	Syak.g_00582
OG0000281	Prar.g_01740	Syak.g_00339
OG0000282	Prar.g_01778	Syak.g_00375
OG0000283	Prar.g_01810	Syak.g_00541
OG0000284	Prar.g_01815	Syak.g_00536
OG0000285	Prar.g_01820	Syak.g_00523
OG0000286	Prar.g_01832	Syak.g_00504
OG0000287	Prar.g_01849	Syak.g_00477
OG0000288	Prar.g_01877	Syak.g_00644
OG0000289	Prar.g_01888	Syak.g_00659
OG0000290	Prar.g_01901	Syak.g_00738
OG0000291	Prar.g_01903	Syak.g_00737
OG0000292	Prar.g_01953	Syak.g_01802
OG0000293	Prar.g_01272	Syak.g_00910
OG0000294	Prar.g_01271	Syak.g_00909
OG0000295	Prar.g_01251	Syak.g_00863
OG0000296	Prar.g_01249	Syak.g_00861
OG0000297	Prar.g_01241	Syak.g_00848
OG0000298	Prar.g_01240	Syak.g_00847
OG0000299	Prar.g_01223	Syak.g_00820
OG0000300	Prar.g_01220	Syak.g_00813
OG0000301	Prar.g_01219	Syak.g_00812
OG0000302	Prar.g_01217	Syak.g_00811
OG0000303	Prar.g_01210	Syak.g_00674
OG0000304	Prar.g_01206	Syak.g_00680
OG0000305	Prar.g_00919	Syak.g_00732
OG0000306	Prar.g_00916	Syak.g_00094
OG0000307	Prar.g_00902	Syak.g_02556
OG0000308	Prar.g_00901	Syak.g_02554
OG0000309	Prar.g_00897	Syak.g_02549
OG0000310	Prar.g_00354	Syak.g_00994
OG0000311	Prar.g_00352	Syak.g_00999
OG0000312	Prar.g_00349	Syak.g_01028
OG0000313	Prar.g_00335	Syak.g_01046
OG0000314	Prar.g_00820	Syak.g_01079
OG0000315	Prar.g_00810	Syak.g_01090
OG0000316	Prar.g_00790	Syak.g_02462
OG0000317	Prar.g_01145	Syak.g_02419
OG0000318	Prar.g_01142	Syak.g_02415
OG0000319	Prar.g_01129	Syak.g_02399
OG0000320	Prar.g_01127	Syak.g_02397
OG0000321	Prar.g_01126	Syak.g_02396
OG0000322	Prar.g_01125	Syak.g_02395
OG0000323	Prar.g_01967	Syak.g_02380
OG0000324	Prar.g_00609	Syak.g_02347
OG0000325	Prar.g_01113	Syak.g_01391
OG0000326	Prar.g_01107	Syak.g_01384
OG0000327	Prar.g_01068	Syak.g_01350
OG0000328	Prar.g_01067	Syak.g_01349
OG0000329	Prar.g_01050	Syak.g_01331
OG0000330	Prar.g_01049	Syak.g_01330
OG0000331	Prar.g_01048	Syak.g_01329
OG0000332	Prar.g_01034	Syak.g_01314
OG0000333	Prar.g_01032	Syak.g_01311
OG0000334	Prar.g_01024	Syak.g_01302
OG0000335	Prar.g_01020	Syak.g_01298
OG0000336	Prar.g_01016	Syak.g_01294
OG0000337	Prar.g_00625	Syak.g_01555
OG0000338	Prar.g_00626	Syak.g_01558
OG0000339	Prar.g_00630	Syak.g_01566
OG0000340	Prar.g_00638	Syak.g_01626
OG0000341	Prar.g_00640	Syak.g_01628
OG0000342	Prar.g_00641	Syak.g_01629
OG0000343	Prar.g_00642	Syak.g_01631
OG0000344	Prar.g_00645	Syak.g_01635
OG0000345	Prar.g_00650	Syak.g_01645
OG0000346	Prar.g_00654	Syak.g_01651
OG0000347	Prar.g_00669	Syak.g_01694
OG0000348	Prar.g_00678	Syak.g_01717
OG0000349	Prar.g_00695	Syak.g_01740
OG0000350	Prar.g_00072	Syak.g_01377
OG0000351	Prar.g_00055	Syak.g_01823
OG0000352	Prar.g_00054	Syak.g_01822
OG0000353	Prar.g_00039	Syak.g_01796
OG0000355	Prar.g_00037	Syak.g_01793
OG0000356	Prar.g_00036	Syak.g_01792
OG0000357	Prar.g_00035	Syak.g_01791
OG0000358	Prar.g_00031	Syak.g_01787
OG0000359	Prar.g_00030	Syak.g_01785
OG0000360	Prar.g_00029	Syak.g_01784
OG0000361	Prar.g_00028	Syak.g_01783
OG0000362	Prar.g_00026	Syak.g_01781
OG0000363	Prar.g_00024	Syak.g_01779
OG0000364	Prar.g_00023	Syak.g_01778
OG0000365	Prar.g_00018	Syak.g_01769
OG0000366	Prar.g_00017	Syak.g_01768
OG0000367	Prar.g_00016	Syak.g_01767
OG0000368	Prar.g_00014	Syak.g_01765
OG0000369	Prar.g_00013	Syak.g_01764
OG0000370	Prar.g_00012	Syak.g_01763
OG0000371	Prar.g_00006	Syak.g_01753
OG0000372	Prar.g_00002	Syak.g_01748
OG0000373	Prar.g_00001	Syak.g_01747
OG0000374	Prar.g_00594	Syak.g_01746
OG0000375	Prar.g_00580	Syak.g_01744
OG0000376	Prar.g_00578	Syak.g_01742
OG0000377	Prar.g_00574	Syak.g_01948
OG0000378	Prar.g_00572	Syak.g_01968
OG0000379	Prar.g_00569	Syak.g_01972
OG0000380	Prar.g_00552	Syak.g_02256
OG0000381	Prar.g_00548	Syak.g_02254
OG0000382	Prar.g_00247	Syak.g_02236
OG0000383	Prar.g_00245	Syak.g_02229
OG0000384	Prar.g_00244	Syak.g_02228
OG0000385	Prar.g_00243	Syak.g_02227
OG0000386	Prar.g_00242	Syak.g_02226
OG0000387	Prar.g_00229	Syak.g_02200
OG0000388	Prar.g_00226	Syak.g_02196
OG0000389	Prar.g_00222	Syak.g_02345, Syak.g_02193
OG0000390	Prar.g_00215	Syak.g_02177
OG0000391	Prar.g_00212	Syak.g_02172
OG0000392	Prar.g_00208	Syak.g_02166
OG0000393	Prar.g_00206	Syak.g_02163
OG0000394	Prar.g_00205	Syak.g_02162
OG0000395	Prar.g_00204	Syak.g_02161
OG0000396	Prar.g_00201	Syak.g_02158
OG0000397	Prar.g_00199	Syak.g_02156
OG0000398	Prar.g_00197	Syak.g_02151
OG0000399	Prar.g_00196	Syak.g_02150
OG0000400	Prar.g_00195	Syak.g_02149
OG0000401	Prar.g_00194	Syak.g_02148
OG0000402	Prar.g_00192	Syak.g_02146
OG0000403	Prar.g_00191	Syak.g_02145
OG0000404	Prar.g_00190	Syak.g_02143
OG0000405	Prar.g_00186	Syak.g_02131
OG0000406	Prar.g_00180	Syak.g_02126
OG0000407	Prar.g_00179	Syak.g_02125
OG0000408	Prar.g_00177	Syak.g_02123
OG0000409	Prar.g_00175	Syak.g_02121
OG0000410	Prar.g_00174	Syak.g_02120
OG0000411	Prar.g_00173	Syak.g_02119
OG0000412	Prar.g_00172	Syak.g_02118
OG0000413	Prar.g_00171	Syak.g_02116
OG0000415	Prar.g_00169	Syak.g_02114
OG0000416	Prar.g_00168	Syak.g_02113
OG0000417	Prar.g_00167	Syak.g_02112
OG0000418	Prar.g_00162	Syak.g_02107
OG0000419	Prar.g_00160	Syak.g_02105
OG0000420	Prar.g_00159	Syak.g_02103
OG0000421	Prar.g_00154	Syak.g_02097
OG0000422	Prar.g_00153	Syak.g_02096
OG0000423	Prar.g_00152	Syak.g_02095
OG0000424	Prar.g_00151	Syak.g_02094
OG0000425	Prar.g_00150	Syak.g_02093
OG0000426	Prar.g_00149	Syak.g_02092
OG0000427	Prar.g_00148	Syak.g_02091
OG0000428	Prar.g_00146	Syak.g_02088
OG0000429	Prar.g_00145	Syak.g_02086
OG0000430	Prar.g_00144	Syak.g_02084
OG0000431	Prar.g_00142	Syak.g_02081
OG0000432	Prar.g_00139	Syak.g_02075
OG0000433	Prar.g_00138	Syak.g_02073
OG0000434	Prar.g_00137	Syak.g_02072
OG0000435	Prar.g_00136	Syak.g_02071
OG0000436	Prar.g_00131	Syak.g_02064
OG0000437	Prar.g_00130	Syak.g_02063
OG0000438	Prar.g_00129	Syak.g_02062
OG0000439	Prar.g_00127	Syak.g_02060
OG0000440	Prar.g_00126	Syak.g_02059
OG0000441	Prar.g_00123	Syak.g_02053
OG0000442	Prar.g_00122	Syak.g_02043
OG0000443	Prar.g_00121	Syak.g_02041
OG0000444	Prar.g_00116	Syak.g_02022
OG0000445	Prar.g_00115	Syak.g_02015
OG0000446	Prar.g_00114	Syak.g_02013
OG0000447	Prar.g_00113	Syak.g_02006
OG0000448	Prar.g_00112	Syak.g_02005
OG0000449	Prar.g_00111	Syak.g_02004
OG0000450	Prar.g_00110	Syak.g_01998
OG0000451	Prar.g_00109	Syak.g_01997
OG0000452	Prar.g_00106	Syak.g_01993
OG0000453	Prar.g_00105	Syak.g_01992
OG0000454	Prar.g_00104	Syak.g_01991
OG0000455	Prar.g_00103	Syak.g_01990
OG0000456	Prar.g_00102	Syak.g_01989
OG0000457	Prar.g_00101	Syak.g_01987
OG0000458	Prar.g_00100	Syak.g_01986
OG0000459	Prar.g_00099	Syak.g_01985
OG0000460	Prar.g_00092	Syak.g_02303
OG0000461	Prar.g_00085	Syak.g_01402
OG0000462	Prar.g_00083	Syak.g_01405
OG0000463	Prar.g_00082	Syak.g_01406
OG0000464	Prar.g_00081	Syak.g_01407
OG0000465	Prar.g_00080	Syak.g_01409
OG0000466	Prar.g_00077	Syak.g_01414
OG0000467	Prar.g_00076	Syak.g_01416
OG0000468	Prar.g_00334	Syak.g_01421
OG0000469	Prar.g_00325	Syak.g_01436
OG0000470	Prar.g_00323	Syak.g_01438
OG0000471	Prar.g_00322	Syak.g_01439
OG0000472	Prar.g_00321	Syak.g_01441
OG0000473	Prar.g_00319	Syak.g_01443
OG0000474	Prar.g_00318	Syak.g_01444
OG0000475	Prar.g_00317	Syak.g_01445
OG0000476	Prar.g_00316	Syak.g_01447
OG0000477	Prar.g_00312	Syak.g_01453
OG0000478	Prar.g_00311	Syak.g_01454
OG0000479	Prar.g_00310	Syak.g_01455
OG0000480	Prar.g_00305	Syak.g_01462
OG0000481	Prar.g_00303	Syak.g_01464
OG0000482	Prar.g_00302	Syak.g_01465
OG0000483	Prar.g_00299	Syak.g_01469
OG0000484	Prar.g_00298	Syak.g_01470
OG0000485	Prar.g_00297	Syak.g_01472
OG0000486	Prar.g_00296	Syak.g_01473
OG0000487	Prar.g_00292	Syak.g_01479
OG0000488	Prar.g_00289	Syak.g_01483
OG0000489	Prar.g_00284	Syak.g_01499
OG0000490	Prar.g_00279	Syak.g_01507
OG0000491	Prar.g_00278	Syak.g_01511
OG0000492	Prar.g_00276	Syak.g_01513
OG0000493	Prar.g_00275	Syak.g_01514
OG0000494	Prar.g_00274	Syak.g_01515
OG0000495	Prar.g_00273	Syak.g_01516
OG0000496	Prar.g_00272	Syak.g_01517
OG0000497	Prar.g_00271	Syak.g_01518
OG0000498	Prar.g_00270	Syak.g_01519
OG0000499	Prar.g_00269	Syak.g_01520
OG0000500	Prar.g_00268	Syak.g_01521
OG0000501	Prar.g_00266	Syak.g_01524
OG0000502	Prar.g_00263	Syak.g_01538
OG0000503	Prar.g_00394	Syak.g_01246
OG0000504	Prar.g_00395	Syak.g_01244
OG0000505	Prar.g_00396	Syak.g_01243
OG0000506	Prar.g_00398	Syak.g_01241
OG0000507	Prar.g_00401	Syak.g_01235
OG0000508	Prar.g_00405	Syak.g_01231
OG0000509	Prar.g_00407	Syak.g_01229
OG0000510	Prar.g_00408	Syak.g_01228
OG0000511	Prar.g_00409	Syak.g_01227
OG0000512	Prar.g_00411	Syak.g_01225
OG0000513	Prar.g_00418	Syak.g_01211
OG0000514	Prar.g_00479	Syak.g_01204
OG0000515	Prar.g_00480	Syak.g_01203
OG0000516	Prar.g_00481	Syak.g_01199
OG0000517	Prar.g_00483	Syak.g_01192
OG0000518	Prar.g_00494	Syak.g_01180
OG0000519	Prar.g_00495	Syak.g_01179
OG0000520	Prar.g_00496	Syak.g_01178
OG0000521	Prar.g_00501	Syak.g_01167
OG0000522	Prar.g_00503	Syak.g_01163
OG0000523	Prar.g_00504	Syak.g_01162
OG0000524	Prar.g_00510	Syak.g_01149
OG0000525	Prar.g_00513	Syak.g_01130
OG0000526	Prar.g_00514	Syak.g_01127
OG0000527	Prar.g_00523	Syak.g_01120
OG0000528	Prar.g_00528	Syak.g_02570
OG0000529	Prar.g_00531	Syak.g_02575
OG0000530	Prar.g_00534	Syak.g_02578
OG0000531	Prar.g_00535	Syak.g_02579
OG0000532	Prar.g_00537	Syak.g_02582
OG0000533	Prar.g_00538	Syak.g_02584
OG0000534	Prar.g_00539	Syak.g_02585
OG0000535	Prar.g_00540	Syak.g_02586
OG0000536	Prar.g_00541	Syak.g_02587
OG0000537	Prar.g_00542	Syak.g_02588
OG0000538	Prar.g_01331	Syak.g_02600
OG0000539	Prar.g_01332	Syak.g_02601
OG0000540	Prar.g_01333	Syak.g_02602
OG0000541	Prar.g_01334	Syak.g_02603
OG0000542	Prar.g_01336	Syak.g_02606
OG0000543	Prar.g_01338	Syak.g_02608
OG0000544	Prar.g_01339	Syak.g_02609
OG0000545	Prar.g_01341	Syak.g_02611
OG0000546	Prar.g_01344	Syak.g_02613
OG0000547	Prar.g_01345	Syak.g_02615
OG0000548	Prar.g_01346	Syak.g_02616
OG0000549	Prar.g_01348	Syak.g_02622
OG0000550	Prar.g_01353	Syak.g_02626
OG0000551	Prar.g_01357	Syak.g_02631
OG0000552	Prar.g_01358	Syak.g_02632
OG0000553	Prar.g_01359	Syak.g_02636
OG0000554	Prar.g_01364	Syak.g_02641
OG0000555	Prar.g_01372	Syak.g_02657
OG0000556	Prar.g_01374	Syak.g_02661
OG0000557	Prar.g_01375	Syak.g_02663
OG0000558	Prar.g_01377	Syak.g_02666
OG0000559	Prar.g_01381	Syak.g_02670
OG0000560	Prar.g_01384	Syak.g_02672
OG0000561	Prar.g_01385	Syak.g_02673
OG0000562	Prar.g_01386	Syak.g_02674
OG0000563	Prar.g_01387	Syak.g_02675
OG0000564	Prar.g_01388	Syak.g_02676
OG0000565	Prar.g_01391	Syak.g_02679
OG0000566	Prar.g_01393	Syak.g_02683
OG0000567	Prar.g_01397	Syak.g_02687
OG0000568	Prar.g_01398	Syak.g_02690
OG0000569	Prar.g_01399	Syak.g_02691
OG0000570	Prar.g_01400	Syak.g_02692
OG0000571	Prar.g_01402	Syak.g_02696
OG0000572	Prar.g_01415	Syak.g_02713
OG0000573	Prar.g_01422	Syak.g_02723
OG0000574	Prar.g_01423	Syak.g_02724
OG0000575	Prar.g_01427	Syak.g_02729
OG0000576	Prar.g_01429	Syak.g_02731
OG0000577	Prar.g_01430	Syak.g_02732
OG0000578	Prar.g_01431	Syak.g_02733
OG0000579	Prar.g_01432	Syak.g_02734
OG0000580	Prar.g_01433	Syak.g_02735
OG0000581	Prar.g_01435	Syak.g_02742
OG0000582	Prar.g_01438	Syak.g_02748
OG0000583	Prar.g_01439	Syak.g_02749
OG0000584	Prar.g_01440	Syak.g_02750
OG0000585	Prar.g_01442	Syak.g_02753
OG0000586	Prar.g_01443	Syak.g_02754
OG0000587	Prar.g_01444	Syak.g_02756
OG0000588	Prar.g_01448	Syak.g_00004
OG0000589	Prar.g_01451	Syak.g_00008
OG0000590	Prar.g_01452	Syak.g_00009
OG0000591	Prar.g_01455	Syak.g_00017
OG0000592	Prar.g_01456	Syak.g_00018
OG0000593	Prar.g_01462	Syak.g_00031
