Orthogroup	Prar	Prac
OG0000124	Prar.g_00668	Prac.g_00056
OG0000125	Prar.g_00704	Prac.g_00092
OG0000126	Prar.g_00043	Prac.g_00130
OG0000128	Prar.g_00027	Prac.g_01936
OG0000129	Prar.g_00576	Prac.g_01888
OG0000130	Prar.g_00549	Prac.g_01862
OG0000131	Prar.g_00182	Prac.g_01785
OG0000132	Prar.g_00163	Prac.g_01766
OG0000133	Prar.g_00265	Prac.g_01609
OG0000134	Prar.g_00417	Prac.g_01177
OG0000135	Prar.g_00444	Prac.g_01150
OG0000136	Prar.g_00489	Prac.g_01106
OG0000137	Prar.g_00525	Prac.g_01069
OG0000138	Prar.g_00545	Prac.g_01049
OG0000139	Prar.g_01367	Prac.g_00835
OG0000140	Prar.g_01368	Prac.g_00834
OG0000141	Prar.g_01437	Prac.g_00764
OG0000142	Prar.g_01465	Prac.g_00736
OG0000143	Prar.g_01469	Prac.g_00732
OG0000144	Prar.g_01482	Prac.g_00719
OG0000145	Prar.g_01651	Prac.g_01508
OG0000146	Prar.g_01653	Prac.g_01506
OG0000147	Prar.g_01654	Prac.g_01505
OG0000148	Prar.g_01700	Prac.g_01459
OG0000149	Prar.g_01730	Prac.g_01429
OG0000150	Prar.g_01738	Prac.g_01421
OG0000151	Prar.g_01786	Prac.g_01374
OG0000152	Prar.g_01833	Prac.g_01327
OG0000153	Prar.g_01852	Prac.g_01308
OG0000154	Prar.g_01878	Prac.g_01282
OG0000155	Prar.g_01243	Prac.g_00965
OG0000156	Prar.g_00966	Prac.g_00164
OG0000157	Prar.g_00965	Prac.g_00165
OG0000158	Prar.g_00375	Prac.g_00447
OG0000159	Prar.g_00380	Prac.g_00452
OG0000159	Prar.g_00871	Prac.g_00257
OG0000160	Prar.g_00338	Prac.g_00410
OG0000161	Prar.g_00840	Prac.g_00404
OG0000162	Prar.g_00834	Prac.g_00398
OG0000163	Prar.g_00800	Prac.g_00364
OG0000164	Prar.g_01964	Prac.g_00601
OG0000165	Prar.g_01971	Prac.g_00594
OG0000166	Prar.g_01063	Prac.g_00512
OG0000167	Prar.g_00627	Prac.g_00015
OG0000168	Prar.g_00637	Prac.g_00025
OG0000169	Prar.g_00647	Prac.g_00035
OG0000170	Prar.g_00649	Prac.g_00037
OG0000171	Prar.g_00667	Prac.g_00055
OG0000172	Prar.g_00675	Prac.g_00063
OG0000173	Prar.g_00690	Prac.g_00078
OG0000174	Prar.g_00068	Prac.g_00105
OG0000175	Prar.g_00058	Prac.g_00115
OG0000176	Prar.g_00034	Prac.g_01943
OG0000177	Prar.g_00033	Prac.g_01942
OG0000178	Prar.g_00032	Prac.g_01941
OG0000179	Prar.g_00022	Prac.g_01931
OG0000180	Prar.g_00021	Prac.g_01930
OG0000181	Prar.g_00020	Prac.g_01929
OG0000182	Prar.g_00019	Prac.g_01928
OG0000183	Prar.g_00015	Prac.g_01924
OG0000184	Prar.g_00573	Prac.g_01885
OG0000185	Prar.g_00570	Prac.g_01882
OG0000186	Prar.g_00554	Prac.g_01867
OG0000187	Prar.g_00553	Prac.g_01866
OG0000188	Prar.g_00246	Prac.g_01849
OG0000189	Prar.g_00232	Prac.g_01835
OG0000190	Prar.g_00231	Prac.g_01834
OG0000191	Prar.g_00211	Prac.g_01814
OG0000192	Prar.g_00207	Prac.g_01810
OG0000193	Prar.g_00181	Prac.g_01784
OG0000194	Prar.g_00178	Prac.g_01781
OG0000195	Prar.g_00176	Prac.g_01779
OG0000196	Prar.g_00166	Prac.g_01769
OG0000197	Prar.g_00165	Prac.g_01768
OG0000198	Prar.g_00164	Prac.g_01767
OG0000199	Prar.g_00157	Prac.g_01760
OG0000200	Prar.g_00143	Prac.g_01746
OG0000201	Prar.g_00135	Prac.g_01738
OG0000202	Prar.g_00134	Prac.g_01737
OG0000203	Prar.g_00133	Prac.g_01736
OG0000204	Prar.g_00132	Prac.g_01735
OG0000205	Prar.g_00125	Prac.g_01728
OG0000206	Prar.g_00120	Prac.g_01723
OG0000207	Prar.g_00118	Prac.g_01721
OG0000208	Prar.g_00117	Prac.g_01720
OG0000209	Prar.g_00108	Prac.g_01711
OG0000210	Prar.g_00107	Prac.g_01710
OG0000211	Prar.g_00094	Prac.g_01697
OG0000212	Prar.g_00087	Prac.g_01690
OG0000213	Prar.g_00330	Prac.g_01674
OG0000214	Prar.g_00320	Prac.g_01664
OG0000215	Prar.g_00295	Prac.g_01639
OG0000216	Prar.g_00293	Prac.g_01637
OG0000217	Prar.g_00290	Prac.g_01634
OG0000218	Prar.g_00288	Prac.g_01632
OG0000219	Prar.g_00287	Prac.g_01631
OG0000220	Prar.g_00286	Prac.g_01630
OG0000221	Prar.g_00285	Prac.g_01629
OG0000222	Prar.g_00277	Prac.g_01621
OG0000223	Prar.g_00264	Prac.g_01608
OG0000224	Prar.g_00262	Prac.g_01606
OG0000225	Prar.g_00406	Prac.g_01188
OG0000226	Prar.g_00410	Prac.g_01184
OG0000227	Prar.g_00412	Prac.g_01182
OG0000228	Prar.g_00415	Prac.g_01179
OG0000229	Prar.g_00484	Prac.g_01111
OG0000230	Prar.g_00486	Prac.g_01109
OG0000231	Prar.g_00497	Prac.g_01098
OG0000232	Prar.g_00506	Prac.g_01089
OG0000233	Prar.g_00512	Prac.g_01082
OG0000234	Prar.g_00526	Prac.g_01068
OG0000235	Prar.g_00529	Prac.g_01065
OG0000236	Prar.g_00543	Prac.g_01051
OG0000237	Prar.g_01337	Prac.g_00865
OG0000238	Prar.g_01343	Prac.g_00859
OG0000239	Prar.g_01355	Prac.g_00847
OG0000240	Prar.g_01356	Prac.g_00846
OG0000241	Prar.g_01360	Prac.g_00842
OG0000242	Prar.g_01362	Prac.g_00840
OG0000243	Prar.g_01373	Prac.g_00829
OG0000244	Prar.g_01376	Prac.g_00826
OG0000245	Prar.g_01378	Prac.g_00824
OG0000246	Prar.g_01382	Prac.g_00820
OG0000247	Prar.g_01392	Prac.g_00810
OG0000248	Prar.g_01394	Prac.g_00808
OG0000249	Prar.g_01396	Prac.g_00806
OG0000250	Prar.g_01401	Prac.g_00801
OG0000251	Prar.g_01420	Prac.g_00782
OG0000252	Prar.g_01424	Prac.g_00778
OG0000253	Prar.g_01425	Prac.g_00777
OG0000254	Prar.g_01441	Prac.g_00760
OG0000255	Prar.g_01447	Prac.g_00754
OG0000256	Prar.g_01457	Prac.g_00744
OG0000257	Prar.g_01460	Prac.g_00741
OG0000258	Prar.g_01473	Prac.g_00728
OG0000259	Prar.g_01490	Prac.g_00711
OG0000260	Prar.g_01493	Prac.g_00708
OG0000261	Prar.g_01495	Prac.g_00706
OG0000262	Prar.g_01499	Prac.g_00702
OG0000263	Prar.g_01511	Prac.g_00690
OG0000264	Prar.g_01521	Prac.g_00680
OG0000265	Prar.g_01599	Prac.g_01560
OG0000266	Prar.g_01609	Prac.g_01550
OG0000267	Prar.g_01620	Prac.g_01539
OG0000268	Prar.g_01621	Prac.g_01538
OG0000269	Prar.g_01679	Prac.g_01480
OG0000270	Prar.g_01682	Prac.g_01477
OG0000271	Prar.g_01690	Prac.g_01469
OG0000272	Prar.g_01691	Prac.g_01468
OG0000273	Prar.g_01714	Prac.g_01445
OG0000274	Prar.g_01715	Prac.g_01444
OG0000275	Prar.g_01717	Prac.g_01442
OG0000276	Prar.g_01722	Prac.g_01437
OG0000277	Prar.g_01723	Prac.g_01436
OG0000278	Prar.g_01726	Prac.g_01433
OG0000279	Prar.g_01733	Prac.g_01426
OG0000280	Prar.g_01734	Prac.g_01425
OG0000281	Prar.g_01740	Prac.g_01420
OG0000282	Prar.g_01778	Prac.g_01382
OG0000283	Prar.g_01810	Prac.g_01350
OG0000284	Prar.g_01815	Prac.g_01345
OG0000285	Prar.g_01820	Prac.g_01340
OG0000286	Prar.g_01832	Prac.g_01328
OG0000287	Prar.g_01849	Prac.g_01311
OG0000288	Prar.g_01877	Prac.g_01283
OG0000289	Prar.g_01888	Prac.g_01272
OG0000290	Prar.g_01901	Prac.g_01259
OG0000291	Prar.g_01903	Prac.g_01257
OG0000292	Prar.g_01953	Prac.g_01207
OG0000293	Prar.g_01272	Prac.g_00994
OG0000294	Prar.g_01271	Prac.g_00993
OG0000295	Prar.g_01251	Prac.g_00973
OG0000296	Prar.g_01249	Prac.g_00971
OG0000297	Prar.g_01241	Prac.g_00963
OG0000298	Prar.g_01240	Prac.g_00962
OG0000299	Prar.g_01223	Prac.g_00945
OG0000300	Prar.g_01220	Prac.g_00942
OG0000301	Prar.g_01219	Prac.g_00941
OG0000302	Prar.g_01217	Prac.g_00939
OG0000303	Prar.g_01210	Prac.g_00932
OG0000304	Prar.g_01206	Prac.g_00928
OG0000305	Prar.g_00919	Prac.g_00209
OG0000306	Prar.g_00916	Prac.g_00212
OG0000307	Prar.g_00902	Prac.g_00226
OG0000308	Prar.g_00901	Prac.g_00227
OG0000309	Prar.g_00897	Prac.g_00231
OG0000310	Prar.g_00354	Prac.g_00426
OG0000311	Prar.g_00352	Prac.g_00424
OG0000312	Prar.g_00349	Prac.g_00421
OG0000313	Prar.g_00335	Prac.g_00407
OG0000314	Prar.g_00820	Prac.g_00384
OG0000315	Prar.g_00810	Prac.g_00374
OG0000316	Prar.g_00790	Prac.g_00354
OG0000317	Prar.g_01145	Prac.g_00627
OG0000318	Prar.g_01142	Prac.g_00624
OG0000319	Prar.g_01129	Prac.g_00611
OG0000320	Prar.g_01127	Prac.g_00609
OG0000321	Prar.g_01126	Prac.g_00608
OG0000322	Prar.g_01125	Prac.g_00607
OG0000323	Prar.g_01967	Prac.g_00598
OG0000324	Prar.g_00609	Prac.g_00572
OG0000325	Prar.g_01113	Prac.g_00477
OG0000326	Prar.g_01107	Prac.g_00483
OG0000327	Prar.g_01068	Prac.g_00507
OG0000328	Prar.g_01067	Prac.g_00508
OG0000329	Prar.g_01050	Prac.g_00525
OG0000330	Prar.g_01049	Prac.g_00526
OG0000331	Prar.g_01048	Prac.g_00527
OG0000332	Prar.g_01034	Prac.g_00541
OG0000333	Prar.g_01032	Prac.g_00543
OG0000334	Prar.g_01024	Prac.g_00551
OG0000335	Prar.g_01020	Prac.g_00555
OG0000336	Prar.g_01016	Prac.g_00559
OG0000337	Prar.g_00625	Prac.g_00013
OG0000338	Prar.g_00626	Prac.g_00014
OG0000339	Prar.g_00630	Prac.g_00018
OG0000340	Prar.g_00638	Prac.g_00026
OG0000341	Prar.g_00640	Prac.g_00028
OG0000342	Prar.g_00641	Prac.g_00029
OG0000343	Prar.g_00642	Prac.g_00030
OG0000344	Prar.g_00645	Prac.g_00033
OG0000345	Prar.g_00650	Prac.g_00038
OG0000346	Prar.g_00654	Prac.g_00042
OG0000347	Prar.g_00669	Prac.g_00057
OG0000348	Prar.g_00678	Prac.g_00066
OG0000349	Prar.g_00695	Prac.g_00083
OG0000350	Prar.g_00072	Prac.g_00101
OG0000351	Prar.g_00055	Prac.g_00118
OG0000352	Prar.g_00054	Prac.g_00119
OG0000353	Prar.g_00039	Prac.g_01948
OG0000355	Prar.g_00037	Prac.g_01946
OG0000356	Prar.g_00036	Prac.g_01945
OG0000357	Prar.g_00035	Prac.g_01944
OG0000358	Prar.g_00031	Prac.g_01940
OG0000359	Prar.g_00030	Prac.g_01939
OG0000360	Prar.g_00029	Prac.g_01938
OG0000361	Prar.g_00028	Prac.g_01937
OG0000362	Prar.g_00026	Prac.g_01935
OG0000363	Prar.g_00024	Prac.g_01933
OG0000364	Prar.g_00023	Prac.g_01932
OG0000365	Prar.g_00018	Prac.g_01927
OG0000366	Prar.g_00017	Prac.g_01926
OG0000367	Prar.g_00016	Prac.g_01925
OG0000368	Prar.g_00014	Prac.g_01923
OG0000369	Prar.g_00013	Prac.g_01922
OG0000370	Prar.g_00012	Prac.g_01921
OG0000371	Prar.g_00006	Prac.g_01915
OG0000372	Prar.g_00002	Prac.g_01911
OG0000373	Prar.g_00001	Prac.g_01910
OG0000374	Prar.g_00594	Prac.g_01909
OG0000375	Prar.g_00580	Prac.g_01892
OG0000376	Prar.g_00578	Prac.g_01890
OG0000377	Prar.g_00574	Prac.g_01886
OG0000378	Prar.g_00572	Prac.g_01884
OG0000379	Prar.g_00569	Prac.g_01881
OG0000380	Prar.g_00552	Prac.g_01865
OG0000381	Prar.g_00548	Prac.g_01861
OG0000382	Prar.g_00247	Prac.g_01850
OG0000383	Prar.g_00245	Prac.g_01848
OG0000384	Prar.g_00244	Prac.g_01847
OG0000385	Prar.g_00243	Prac.g_01846
OG0000386	Prar.g_00242	Prac.g_01845
OG0000387	Prar.g_00229	Prac.g_01832
OG0000388	Prar.g_00226	Prac.g_01829
OG0000389	Prar.g_00222	Prac.g_01825
OG0000390	Prar.g_00215	Prac.g_01818
OG0000391	Prar.g_00212	Prac.g_01815
OG0000392	Prar.g_00208	Prac.g_01811
OG0000393	Prar.g_00206	Prac.g_01809
OG0000394	Prar.g_00205	Prac.g_01808
OG0000395	Prar.g_00204	Prac.g_01807
OG0000396	Prar.g_00201	Prac.g_01804
OG0000397	Prar.g_00199	Prac.g_01802
OG0000398	Prar.g_00197	Prac.g_01800
OG0000399	Prar.g_00196	Prac.g_01799
OG0000400	Prar.g_00195	Prac.g_01798
OG0000401	Prar.g_00194	Prac.g_01797
OG0000402	Prar.g_00192	Prac.g_01795
OG0000403	Prar.g_00191	Prac.g_01794
OG0000404	Prar.g_00190	Prac.g_01793
OG0000405	Prar.g_00186	Prac.g_01789
OG0000406	Prar.g_00180	Prac.g_01783
OG0000407	Prar.g_00179	Prac.g_01782
OG0000408	Prar.g_00177	Prac.g_01780
OG0000409	Prar.g_00175	Prac.g_01778
OG0000410	Prar.g_00174	Prac.g_01777
OG0000411	Prar.g_00173	Prac.g_01776
OG0000412	Prar.g_00172	Prac.g_01775
OG0000413	Prar.g_00171	Prac.g_01774
OG0000414	Prar.g_01569	Prac.g_01590
OG0000414	Prar.g_00170	Prac.g_01773
OG0000415	Prar.g_00169	Prac.g_01772
OG0000416	Prar.g_00168	Prac.g_01771
OG0000417	Prar.g_00167	Prac.g_01770
OG0000418	Prar.g_00162	Prac.g_01765
OG0000419	Prar.g_00160	Prac.g_01763
OG0000420	Prar.g_00159	Prac.g_01762
OG0000421	Prar.g_00154	Prac.g_01757
OG0000422	Prar.g_00153	Prac.g_01756
OG0000423	Prar.g_00152	Prac.g_01755
OG0000424	Prar.g_00151	Prac.g_01754
OG0000425	Prar.g_00150	Prac.g_01753
OG0000426	Prar.g_00149	Prac.g_01752
OG0000427	Prar.g_00148	Prac.g_01751
OG0000428	Prar.g_00146	Prac.g_01749
OG0000429	Prar.g_00145	Prac.g_01748
OG0000430	Prar.g_00144	Prac.g_01747
OG0000431	Prar.g_00142	Prac.g_01745
OG0000432	Prar.g_00139	Prac.g_01742
OG0000433	Prar.g_00138	Prac.g_01741
OG0000434	Prar.g_00137	Prac.g_01740
OG0000435	Prar.g_00136	Prac.g_01739
OG0000436	Prar.g_00131	Prac.g_01734
OG0000437	Prar.g_00130	Prac.g_01733
OG0000438	Prar.g_00129	Prac.g_01732
OG0000439	Prar.g_00127	Prac.g_01730
OG0000440	Prar.g_00126	Prac.g_01729
OG0000441	Prar.g_00123	Prac.g_01726
OG0000442	Prar.g_00122	Prac.g_01725
OG0000443	Prar.g_00121	Prac.g_01724
OG0000444	Prar.g_00116	Prac.g_01719
OG0000445	Prar.g_00115	Prac.g_01718
OG0000446	Prar.g_00114	Prac.g_01717
OG0000447	Prar.g_00113	Prac.g_01716
OG0000448	Prar.g_00112	Prac.g_01715
OG0000449	Prar.g_00111	Prac.g_01714
OG0000450	Prar.g_00110	Prac.g_01713
OG0000451	Prar.g_00109	Prac.g_01712
OG0000452	Prar.g_00106	Prac.g_01709
OG0000453	Prar.g_00105	Prac.g_01708
OG0000454	Prar.g_00104	Prac.g_01707
OG0000455	Prar.g_00103	Prac.g_01706
OG0000456	Prar.g_00102	Prac.g_01705
OG0000457	Prar.g_00101	Prac.g_01704
OG0000458	Prar.g_00100	Prac.g_01703
OG0000459	Prar.g_00099	Prac.g_01702
OG0000460	Prar.g_00092	Prac.g_01695
OG0000461	Prar.g_00085	Prac.g_01688
OG0000462	Prar.g_00083	Prac.g_01686
OG0000463	Prar.g_00082	Prac.g_01685
OG0000464	Prar.g_00081	Prac.g_01684
OG0000465	Prar.g_00080	Prac.g_01683
OG0000466	Prar.g_00077	Prac.g_01680
OG0000467	Prar.g_00076	Prac.g_01679
OG0000468	Prar.g_00334	Prac.g_01678
OG0000469	Prar.g_00325	Prac.g_01669
OG0000470	Prar.g_00323	Prac.g_01667
OG0000471	Prar.g_00322	Prac.g_01666
OG0000472	Prar.g_00321	Prac.g_01665
OG0000473	Prar.g_00319	Prac.g_01663
OG0000474	Prar.g_00318	Prac.g_01662
OG0000475	Prar.g_00317	Prac.g_01661
OG0000476	Prar.g_00316	Prac.g_01660
OG0000477	Prar.g_00312	Prac.g_01656
OG0000478	Prar.g_00311	Prac.g_01655
OG0000479	Prar.g_00310	Prac.g_01654
OG0000480	Prar.g_00305	Prac.g_01649
OG0000481	Prar.g_00303	Prac.g_01647
OG0000482	Prar.g_00302	Prac.g_01646
OG0000483	Prar.g_00299	Prac.g_01643
OG0000484	Prar.g_00298	Prac.g_01642
OG0000485	Prar.g_00297	Prac.g_01641
OG0000486	Prar.g_00296	Prac.g_01640
OG0000487	Prar.g_00292	Prac.g_01636
OG0000488	Prar.g_00289	Prac.g_01633
OG0000489	Prar.g_00284	Prac.g_01628
OG0000490	Prar.g_00279	Prac.g_01623
OG0000491	Prar.g_00278	Prac.g_01622
OG0000492	Prar.g_00276	Prac.g_01620
OG0000493	Prar.g_00275	Prac.g_01619
OG0000494	Prar.g_00274	Prac.g_01618
OG0000495	Prar.g_00273	Prac.g_01617
OG0000496	Prar.g_00272	Prac.g_01616
OG0000497	Prar.g_00271	Prac.g_01615
OG0000498	Prar.g_00270	Prac.g_01614
OG0000499	Prar.g_00269	Prac.g_01613
OG0000500	Prar.g_00268	Prac.g_01612
OG0000501	Prar.g_00266	Prac.g_01610
OG0000502	Prar.g_00263	Prac.g_01607
OG0000503	Prar.g_00394	Prac.g_01200
OG0000504	Prar.g_00395	Prac.g_01199
OG0000505	Prar.g_00396	Prac.g_01198
OG0000506	Prar.g_00398	Prac.g_01196
OG0000507	Prar.g_00401	Prac.g_01193
OG0000508	Prar.g_00405	Prac.g_01189
OG0000509	Prar.g_00407	Prac.g_01187
OG0000510	Prar.g_00408	Prac.g_01186
OG0000511	Prar.g_00409	Prac.g_01185
OG0000512	Prar.g_00411	Prac.g_01183
OG0000513	Prar.g_00418	Prac.g_01176
OG0000514	Prar.g_00479	Prac.g_01116
OG0000515	Prar.g_00480	Prac.g_01115
OG0000516	Prar.g_00481	Prac.g_01114
OG0000517	Prar.g_00483	Prac.g_01112
OG0000518	Prar.g_00494	Prac.g_01101
OG0000519	Prar.g_00495	Prac.g_01100
OG0000520	Prar.g_00496	Prac.g_01099
OG0000521	Prar.g_00501	Prac.g_01094
OG0000522	Prar.g_00503	Prac.g_01092
OG0000523	Prar.g_00504	Prac.g_01091
OG0000524	Prar.g_00510	Prac.g_01084
OG0000525	Prar.g_00513	Prac.g_01081
OG0000526	Prar.g_00514	Prac.g_01080
OG0000527	Prar.g_00523	Prac.g_01071
OG0000528	Prar.g_00528	Prac.g_01066
OG0000529	Prar.g_00531	Prac.g_01063
OG0000530	Prar.g_00534	Prac.g_01060
OG0000531	Prar.g_00535	Prac.g_01059
OG0000532	Prar.g_00537	Prac.g_01057
OG0000533	Prar.g_00538	Prac.g_01056
OG0000534	Prar.g_00539	Prac.g_01055
OG0000535	Prar.g_00540	Prac.g_01054
OG0000536	Prar.g_00541	Prac.g_01053
OG0000537	Prar.g_00542	Prac.g_01052
OG0000538	Prar.g_01331	Prac.g_00871
OG0000539	Prar.g_01332	Prac.g_00870
OG0000540	Prar.g_01333	Prac.g_00869
OG0000541	Prar.g_01334	Prac.g_00868
OG0000542	Prar.g_01336	Prac.g_00866
OG0000543	Prar.g_01338	Prac.g_00864
OG0000544	Prar.g_01339	Prac.g_00863
OG0000545	Prar.g_01341	Prac.g_00861
OG0000546	Prar.g_01344	Prac.g_00858
OG0000547	Prar.g_01345	Prac.g_00857
