Orthogroup	Prar	Prbd
OG0000104	Prar.g_00042	Prbd.g_01241
OG0000105	Prar.g_00313	Prbd.g_00965
OG0000106	Prar.g_00431	Prbd.g_00868
OG0000107	Prar.g_00446	Prbd.g_00852
OG0000108	Prar.g_00530	Prbd.g_00762
OG0000109	Prar.g_00544	Prbd.g_00748
OG0000110	Prar.g_01404	Prbd.g_00668
OG0000111	Prar.g_01529	Prbd.g_00545
OG0000112	Prar.g_01652	Prbd.g_00066
OG0000113	Prar.g_01706	Prbd.g_00124
OG0000114	Prar.g_01776	Prbd.g_00206
OG0000115	Prar.g_01318	Prbd.g_00401
OG0000116	Prar.g_01273	Prbd.g_00458
OG0000117	Prar.g_01003	Prbd.g_01895
OG0000118	Prar.g_00943	Prbd.g_01789
OG0000119	Prar.g_00915	Prbd.g_01768
OG0000120	Prar.g_00880	Prbd.g_01737
OG0000121	Prar.g_00337	Prbd.g_01687
OG0000122	Prar.g_00807	Prbd.g_01649
OG0000123	Prar.g_01021	Prbd.g_01384
OG0000124	Prar.g_00668	Prbd.g_01318
OG0000125	Prar.g_00704	Prbd.g_01281
OG0000126	Prar.g_00043	Prbd.g_01242
OG0000128	Prar.g_00027	Prbd.g_01226
OG0000129	Prar.g_00576	Prbd.g_01194
OG0000130	Prar.g_00549	Prbd.g_01175
OG0000131	Prar.g_00182	Prbd.g_01095
OG0000132	Prar.g_00163	Prbd.g_01076
OG0000133	Prar.g_00265	Prbd.g_00917
OG0000134	Prar.g_00417	Prbd.g_00882
OG0000135	Prar.g_00444	Prbd.g_00855
OG0000136	Prar.g_00489	Prbd.g_00801
OG0000137	Prar.g_00525	Prbd.g_00767
OG0000138	Prar.g_00545	Prbd.g_00747
OG0000139	Prar.g_01367	Prbd.g_00705
OG0000140	Prar.g_01368	Prbd.g_00704
OG0000141	Prar.g_01437	Prbd.g_00637
OG0000142	Prar.g_01465	Prbd.g_00609
OG0000143	Prar.g_01469	Prbd.g_00605
OG0000144	Prar.g_01482	Prbd.g_00592
OG0000145	Prar.g_01651	Prbd.g_00062
OG0000146	Prar.g_01653	Prbd.g_00067
OG0000147	Prar.g_01654	Prbd.g_00068
OG0000148	Prar.g_01700	Prbd.g_00118
OG0000149	Prar.g_01730	Prbd.g_00149
OG0000150	Prar.g_01738	Prbd.g_00157
OG0000151	Prar.g_01786	Prbd.g_00216
OG0000152	Prar.g_01833	Prbd.g_00264
OG0000153	Prar.g_01852	Prbd.g_00283
OG0000154	Prar.g_01878	Prbd.g_00314
OG0000155	Prar.g_01243	Prbd.g_00488
OG0000156	Prar.g_00966	Prbd.g_01812
OG0000157	Prar.g_00965	Prbd.g_01811
OG0000158	Prar.g_00375	Prbd.g_01736
OG0000159	Prar.g_00380, Prar.g_00871	Prbd.g_01735
OG0000160	Prar.g_00338	Prbd.g_01688
OG0000161	Prar.g_00840	Prbd.g_01682
OG0000162	Prar.g_00834	Prbd.g_01676
OG0000163	Prar.g_00800	Prbd.g_01642
OG0000164	Prar.g_01964	Prbd.g_01501
OG0000165	Prar.g_01971	Prbd.g_01494
OG0000166	Prar.g_01063	Prbd.g_01427
OG0000167	Prar.g_00627	Prbd.g_01361
OG0000168	Prar.g_00637	Prbd.g_01351
OG0000169	Prar.g_00647	Prbd.g_01341
OG0000170	Prar.g_00649	Prbd.g_01339
OG0000171	Prar.g_00667	Prbd.g_01319
OG0000172	Prar.g_00675	Prbd.g_01310
OG0000173	Prar.g_00690	Prbd.g_01295
OG0000174	Prar.g_00068	Prbd.g_01268
OG0000175	Prar.g_00058	Prbd.g_01258
OG0000176	Prar.g_00034	Prbd.g_01233
OG0000177	Prar.g_00033	Prbd.g_01232
OG0000178	Prar.g_00032	Prbd.g_01231
OG0000179	Prar.g_00022	Prbd.g_01221
OG0000180	Prar.g_00021	Prbd.g_01220
OG0000181	Prar.g_00020	Prbd.g_01219
OG0000182	Prar.g_00019	Prbd.g_01218
OG0000183	Prar.g_00015	Prbd.g_01214
OG0000184	Prar.g_00573	Prbd.g_01191
OG0000185	Prar.g_00570	Prbd.g_01188
OG0000186	Prar.g_00554	Prbd.g_01180
OG0000187	Prar.g_00553	Prbd.g_01179
OG0000188	Prar.g_00246	Prbd.g_01162
OG0000189	Prar.g_00232	Prbd.g_01148
OG0000190	Prar.g_00231	Prbd.g_01147
OG0000191	Prar.g_00211	Prbd.g_01126
OG0000192	Prar.g_00207	Prbd.g_01122
OG0000193	Prar.g_00181	Prbd.g_01094
OG0000194	Prar.g_00178	Prbd.g_01091
OG0000195	Prar.g_00176	Prbd.g_01089
OG0000196	Prar.g_00166	Prbd.g_01079
OG0000197	Prar.g_00165	Prbd.g_01078
OG0000198	Prar.g_00164	Prbd.g_01077
OG0000199	Prar.g_00157	Prbd.g_01070
OG0000200	Prar.g_00143	Prbd.g_01056
OG0000201	Prar.g_00135	Prbd.g_01048
OG0000202	Prar.g_00134	Prbd.g_01047
OG0000203	Prar.g_00133	Prbd.g_01046
OG0000204	Prar.g_00132	Prbd.g_01045
OG0000205	Prar.g_00125	Prbd.g_01038
OG0000206	Prar.g_00120	Prbd.g_01033
OG0000207	Prar.g_00118	Prbd.g_01031
OG0000208	Prar.g_00117	Prbd.g_01030
OG0000209	Prar.g_00108	Prbd.g_01021
OG0000210	Prar.g_00107	Prbd.g_01020
OG0000211	Prar.g_00094	Prbd.g_01006
OG0000212	Prar.g_00087	Prbd.g_00999
OG0000213	Prar.g_00330	Prbd.g_00982
OG0000214	Prar.g_00320	Prbd.g_00972
OG0000215	Prar.g_00295	Prbd.g_00947
OG0000216	Prar.g_00293	Prbd.g_00945
OG0000217	Prar.g_00290	Prbd.g_00942
OG0000218	Prar.g_00288	Prbd.g_00940
OG0000219	Prar.g_00287	Prbd.g_00939
OG0000220	Prar.g_00286	Prbd.g_00938
OG0000221	Prar.g_00285	Prbd.g_00937
OG0000222	Prar.g_00277	Prbd.g_00929
OG0000223	Prar.g_00264	Prbd.g_00916
OG0000224	Prar.g_00262	Prbd.g_00914
OG0000225	Prar.g_00406	Prbd.g_00893
OG0000226	Prar.g_00410	Prbd.g_00889
OG0000227	Prar.g_00412	Prbd.g_00887
OG0000228	Prar.g_00415	Prbd.g_00884
OG0000229	Prar.g_00484	Prbd.g_00806
OG0000230	Prar.g_00486	Prbd.g_00804
OG0000231	Prar.g_00497	Prbd.g_00793
OG0000232	Prar.g_00506	Prbd.g_00784
OG0000233	Prar.g_00512	Prbd.g_00779
OG0000234	Prar.g_00526	Prbd.g_00766
OG0000235	Prar.g_00529	Prbd.g_00763
OG0000236	Prar.g_00543	Prbd.g_00749
OG0000237	Prar.g_01337	Prbd.g_00736
OG0000238	Prar.g_01343	Prbd.g_00730
OG0000239	Prar.g_01355	Prbd.g_00717
OG0000240	Prar.g_01356	Prbd.g_00716
OG0000241	Prar.g_01360	Prbd.g_00712
OG0000242	Prar.g_01362	Prbd.g_00710
OG0000243	Prar.g_01373	Prbd.g_00699
OG0000244	Prar.g_01376	Prbd.g_00696
OG0000245	Prar.g_01378	Prbd.g_00694
OG0000246	Prar.g_01382	Prbd.g_00690
OG0000247	Prar.g_01392	Prbd.g_00680
OG0000248	Prar.g_01394	Prbd.g_00678
OG0000249	Prar.g_01396	Prbd.g_00676
OG0000250	Prar.g_01401	Prbd.g_00671
OG0000251	Prar.g_01420	Prbd.g_00653
OG0000252	Prar.g_01424	Prbd.g_00650
OG0000253	Prar.g_01425	Prbd.g_00649
OG0000254	Prar.g_01441	Prbd.g_00633
OG0000255	Prar.g_01447	Prbd.g_00627
OG0000256	Prar.g_01457	Prbd.g_00617
OG0000257	Prar.g_01460	Prbd.g_00614
OG0000258	Prar.g_01473	Prbd.g_00601
OG0000259	Prar.g_01490	Prbd.g_00584
OG0000260	Prar.g_01493	Prbd.g_00581
OG0000261	Prar.g_01495	Prbd.g_00579
OG0000262	Prar.g_01499	Prbd.g_00575
OG0000263	Prar.g_01511	Prbd.g_00563
OG0000264	Prar.g_01521	Prbd.g_00553
OG0000265	Prar.g_01599	Prbd.g_00007
OG0000266	Prar.g_01609	Prbd.g_00017
OG0000267	Prar.g_01620	Prbd.g_00028
OG0000268	Prar.g_01621	Prbd.g_00029
OG0000269	Prar.g_01679	Prbd.g_00097
OG0000270	Prar.g_01682	Prbd.g_00100
OG0000271	Prar.g_01690	Prbd.g_00108
OG0000272	Prar.g_01691	Prbd.g_00109
OG0000273	Prar.g_01714	Prbd.g_00132
OG0000274	Prar.g_01715	Prbd.g_00133
OG0000275	Prar.g_01717	Prbd.g_00136
OG0000276	Prar.g_01722	Prbd.g_00141
OG0000277	Prar.g_01723	Prbd.g_00142
OG0000278	Prar.g_01726	Prbd.g_00145
OG0000279	Prar.g_01733	Prbd.g_00152
OG0000280	Prar.g_01734	Prbd.g_00153
OG0000281	Prar.g_01740	Prbd.g_00158
OG0000282	Prar.g_01778	Prbd.g_00208
OG0000283	Prar.g_01810	Prbd.g_00241
OG0000284	Prar.g_01815	Prbd.g_00246
OG0000285	Prar.g_01820	Prbd.g_00251
OG0000286	Prar.g_01832	Prbd.g_00263
OG0000287	Prar.g_01849	Prbd.g_00280
OG0000288	Prar.g_01877	Prbd.g_00313
OG0000289	Prar.g_01888	Prbd.g_00324
OG0000290	Prar.g_01901	Prbd.g_00337
OG0000291	Prar.g_01903	Prbd.g_00339
OG0000292	Prar.g_01953	Prbd.g_00389
OG0000293	Prar.g_01272	Prbd.g_00459
OG0000294	Prar.g_01271	Prbd.g_00460
OG0000295	Prar.g_01251	Prbd.g_00480
OG0000296	Prar.g_01249	Prbd.g_00482
OG0000297	Prar.g_01241	Prbd.g_00490
OG0000298	Prar.g_01240	Prbd.g_00491
OG0000299	Prar.g_01223	Prbd.g_00508
OG0000300	Prar.g_01220	Prbd.g_00511
OG0000301	Prar.g_01219	Prbd.g_00512
OG0000302	Prar.g_01217	Prbd.g_00514
OG0000303	Prar.g_01210	Prbd.g_00521
OG0000304	Prar.g_01206	Prbd.g_00525
OG0000305	Prar.g_00919	Prbd.g_01772
OG0000306	Prar.g_00916	Prbd.g_01769
OG0000307	Prar.g_00902	Prbd.g_01755
OG0000308	Prar.g_00901	Prbd.g_01754
OG0000309	Prar.g_00897	Prbd.g_01750
OG0000310	Prar.g_00354	Prbd.g_01704
OG0000311	Prar.g_00352	Prbd.g_01702
OG0000312	Prar.g_00349	Prbd.g_01699
OG0000313	Prar.g_00335	Prbd.g_01685
OG0000314	Prar.g_00820	Prbd.g_01662
OG0000315	Prar.g_00810	Prbd.g_01652
OG0000316	Prar.g_00790	Prbd.g_01632
OG0000317	Prar.g_01145	Prbd.g_01527
OG0000318	Prar.g_01142	Prbd.g_01524
OG0000319	Prar.g_01129	Prbd.g_01511
OG0000320	Prar.g_01127	Prbd.g_01509
OG0000321	Prar.g_01126	Prbd.g_01508
OG0000322	Prar.g_01125	Prbd.g_01507
OG0000323	Prar.g_01967	Prbd.g_01498
OG0000324	Prar.g_00609	Prbd.g_01471
OG0000325	Prar.g_01113	Prbd.g_01462
OG0000326	Prar.g_01107	Prbd.g_01456
OG0000327	Prar.g_01068	Prbd.g_01432
OG0000328	Prar.g_01067	Prbd.g_01431
OG0000329	Prar.g_01050	Prbd.g_01414
OG0000330	Prar.g_01049	Prbd.g_01413
OG0000331	Prar.g_01048	Prbd.g_01412
OG0000332	Prar.g_01034	Prbd.g_01398
OG0000333	Prar.g_01032	Prbd.g_01396
OG0000334	Prar.g_01024	Prbd.g_01388
OG0000335	Prar.g_01020	Prbd.g_01383
OG0000336	Prar.g_01016	Prbd.g_01379
OG0000337	Prar.g_00625	Prbd.g_01363
OG0000338	Prar.g_00626	Prbd.g_01362
OG0000339	Prar.g_00630	Prbd.g_01358
OG0000340	Prar.g_00638	Prbd.g_01350
OG0000341	Prar.g_00640	Prbd.g_01348
OG0000342	Prar.g_00641	Prbd.g_01347
OG0000343	Prar.g_00642	Prbd.g_01346
OG0000344	Prar.g_00645	Prbd.g_01343
OG0000345	Prar.g_00650	Prbd.g_01338
OG0000346	Prar.g_00654	Prbd.g_01334
OG0000347	Prar.g_00669	Prbd.g_01317
OG0000348	Prar.g_00678	Prbd.g_01307
OG0000349	Prar.g_00695	Prbd.g_01290
OG0000350	Prar.g_00072	Prbd.g_01272
OG0000351	Prar.g_00055	Prbd.g_01255
OG0000352	Prar.g_00054	Prbd.g_01254
OG0000353	Prar.g_00039	Prbd.g_01238
OG0000355	Prar.g_00037	Prbd.g_01236
OG0000356	Prar.g_00036	Prbd.g_01235
OG0000357	Prar.g_00035	Prbd.g_01234
OG0000358	Prar.g_00031	Prbd.g_01230
OG0000359	Prar.g_00030	Prbd.g_01229
OG0000360	Prar.g_00029	Prbd.g_01228
OG0000361	Prar.g_00028	Prbd.g_01227
OG0000362	Prar.g_00026	Prbd.g_01225
OG0000363	Prar.g_00024	Prbd.g_01223
OG0000364	Prar.g_00023	Prbd.g_01222
OG0000365	Prar.g_00018	Prbd.g_01217
OG0000366	Prar.g_00017	Prbd.g_01216
OG0000367	Prar.g_00016	Prbd.g_01215
OG0000368	Prar.g_00014	Prbd.g_01213
OG0000369	Prar.g_00013	Prbd.g_01212
OG0000370	Prar.g_00012	Prbd.g_01211
OG0000371	Prar.g_00006	Prbd.g_01205
OG0000372	Prar.g_00002	Prbd.g_01202
OG0000373	Prar.g_00001	Prbd.g_01201
OG0000374	Prar.g_00594	Prbd.g_01200
OG0000375	Prar.g_00580	Prbd.g_01198
OG0000376	Prar.g_00578	Prbd.g_01196
OG0000377	Prar.g_00574	Prbd.g_01192
OG0000378	Prar.g_00572	Prbd.g_01190
OG0000379	Prar.g_00569	Prbd.g_01187
OG0000380	Prar.g_00552	Prbd.g_01178
OG0000381	Prar.g_00548	Prbd.g_01174
OG0000382	Prar.g_00247	Prbd.g_01163
OG0000383	Prar.g_00245	Prbd.g_01161
OG0000384	Prar.g_00244	Prbd.g_01160
OG0000385	Prar.g_00243	Prbd.g_01159
OG0000386	Prar.g_00242	Prbd.g_01158
OG0000387	Prar.g_00229	Prbd.g_01145
OG0000388	Prar.g_00226	Prbd.g_01142
OG0000389	Prar.g_00222	Prbd.g_01138
OG0000390	Prar.g_00215	Prbd.g_01131
OG0000391	Prar.g_00212	Prbd.g_01127
OG0000392	Prar.g_00208	Prbd.g_01123
OG0000393	Prar.g_00206	Prbd.g_01121
OG0000394	Prar.g_00205	Prbd.g_01120
OG0000395	Prar.g_00204	Prbd.g_01119
OG0000396	Prar.g_00201	Prbd.g_01116
OG0000397	Prar.g_00199	Prbd.g_01114
OG0000398	Prar.g_00197	Prbd.g_01112
OG0000399	Prar.g_00196	Prbd.g_01111
OG0000400	Prar.g_00195	Prbd.g_01110
OG0000401	Prar.g_00194	Prbd.g_01109
OG0000402	Prar.g_00192	Prbd.g_01107
OG0000403	Prar.g_00191	Prbd.g_01106
OG0000404	Prar.g_00190	Prbd.g_01105
OG0000405	Prar.g_00186	Prbd.g_01100
OG0000406	Prar.g_00180	Prbd.g_01093
OG0000407	Prar.g_00179	Prbd.g_01092
OG0000408	Prar.g_00177	Prbd.g_01090
OG0000409	Prar.g_00175	Prbd.g_01088
OG0000410	Prar.g_00174	Prbd.g_01087
OG0000411	Prar.g_00173	Prbd.g_01086
OG0000412	Prar.g_00172	Prbd.g_01085
OG0000413	Prar.g_00171	Prbd.g_01084
OG0000414	Prar.g_00170	Prbd.g_01083
OG0000415	Prar.g_00169	Prbd.g_01082
OG0000416	Prar.g_00168	Prbd.g_01081
OG0000417	Prar.g_00167	Prbd.g_01080
OG0000418	Prar.g_00162	Prbd.g_01075
OG0000419	Prar.g_00160	Prbd.g_01073
OG0000420	Prar.g_00159	Prbd.g_01072
OG0000421	Prar.g_00154	Prbd.g_01067
OG0000422	Prar.g_00153	Prbd.g_01066
OG0000423	Prar.g_00152	Prbd.g_01065
OG0000424	Prar.g_00151	Prbd.g_01064
OG0000425	Prar.g_00150	Prbd.g_01063
OG0000426	Prar.g_00149	Prbd.g_01062
OG0000427	Prar.g_00148	Prbd.g_01061
OG0000428	Prar.g_00146	Prbd.g_01059
OG0000429	Prar.g_00145	Prbd.g_01058
OG0000430	Prar.g_00144	Prbd.g_01057
OG0000431	Prar.g_00142	Prbd.g_01055
OG0000432	Prar.g_00139	Prbd.g_01052
OG0000433	Prar.g_00138	Prbd.g_01051
OG0000434	Prar.g_00137	Prbd.g_01050
OG0000435	Prar.g_00136	Prbd.g_01049
OG0000436	Prar.g_00131	Prbd.g_01044
OG0000437	Prar.g_00130	Prbd.g_01043
OG0000438	Prar.g_00129	Prbd.g_01042
OG0000439	Prar.g_00127	Prbd.g_01040
OG0000440	Prar.g_00126	Prbd.g_01039
OG0000441	Prar.g_00123	Prbd.g_01036
OG0000442	Prar.g_00122	Prbd.g_01035
OG0000443	Prar.g_00121	Prbd.g_01034
OG0000444	Prar.g_00116	Prbd.g_01029
OG0000445	Prar.g_00115	Prbd.g_01028
OG0000446	Prar.g_00114	Prbd.g_01027
OG0000447	Prar.g_00113	Prbd.g_01026
OG0000448	Prar.g_00112	Prbd.g_01025
OG0000449	Prar.g_00111	Prbd.g_01024
OG0000450	Prar.g_00110	Prbd.g_01023
OG0000451	Prar.g_00109	Prbd.g_01022
OG0000452	Prar.g_00106	Prbd.g_01019
OG0000453	Prar.g_00105	Prbd.g_01018
OG0000454	Prar.g_00104	Prbd.g_01017
OG0000455	Prar.g_00103	Prbd.g_01016
OG0000456	Prar.g_00102	Prbd.g_01015
OG0000457	Prar.g_00101	Prbd.g_01013
OG0000458	Prar.g_00100	Prbd.g_01012
OG0000459	Prar.g_00099	Prbd.g_01011
OG0000460	Prar.g_00092	Prbd.g_01004
OG0000461	Prar.g_00085	Prbd.g_00997
OG0000462	Prar.g_00083	Prbd.g_00995
OG0000463	Prar.g_00082	Prbd.g_00994
OG0000464	Prar.g_00081	Prbd.g_00993
OG0000465	Prar.g_00080	Prbd.g_00992
OG0000466	Prar.g_00077	Prbd.g_00989
OG0000467	Prar.g_00076	Prbd.g_00988
OG0000468	Prar.g_00334	Prbd.g_00986
OG0000469	Prar.g_00325	Prbd.g_00977
OG0000470	Prar.g_00323	Prbd.g_00975
OG0000471	Prar.g_00322	Prbd.g_00974
OG0000472	Prar.g_00321	Prbd.g_00973
OG0000473	Prar.g_00319	Prbd.g_00971
OG0000474	Prar.g_00318	Prbd.g_00970
OG0000475	Prar.g_00317	Prbd.g_00969
OG0000476	Prar.g_00316	Prbd.g_00968
OG0000477	Prar.g_00312	Prbd.g_00964
OG0000478	Prar.g_00311	Prbd.g_00963
OG0000479	Prar.g_00310	Prbd.g_00962
OG0000480	Prar.g_00305	Prbd.g_00957
OG0000481	Prar.g_00303	Prbd.g_00955
OG0000482	Prar.g_00302	Prbd.g_00954
OG0000483	Prar.g_00299	Prbd.g_00951
OG0000484	Prar.g_00298	Prbd.g_00950
OG0000485	Prar.g_00297	Prbd.g_00949
OG0000486	Prar.g_00296	Prbd.g_00948
OG0000487	Prar.g_00292	Prbd.g_00944
OG0000488	Prar.g_00289	Prbd.g_00941
OG0000489	Prar.g_00284	Prbd.g_00936
OG0000490	Prar.g_00279	Prbd.g_00931
OG0000491	Prar.g_00278	Prbd.g_00930
OG0000492	Prar.g_00276	Prbd.g_00928
OG0000493	Prar.g_00275	Prbd.g_00927
OG0000494	Prar.g_00274	Prbd.g_00926
OG0000495	Prar.g_00273	Prbd.g_00925
OG0000496	Prar.g_00272	Prbd.g_00924
OG0000497	Prar.g_00271	Prbd.g_00923
OG0000498	Prar.g_00270	Prbd.g_00922
OG0000499	Prar.g_00269	Prbd.g_00921
OG0000500	Prar.g_00268	Prbd.g_00920
OG0000501	Prar.g_00266	Prbd.g_00918
OG0000502	Prar.g_00263	Prbd.g_00915
OG0000503	Prar.g_00394	Prbd.g_00905
OG0000504	Prar.g_00395	Prbd.g_00904
OG0000505	Prar.g_00396	Prbd.g_00903
OG0000506	Prar.g_00398	Prbd.g_00901
OG0000507	Prar.g_00401	Prbd.g_00898
OG0000508	Prar.g_00405	Prbd.g_00894
OG0000509	Prar.g_00407	Prbd.g_00892
OG0000510	Prar.g_00408	Prbd.g_00891
OG0000511	Prar.g_00409	Prbd.g_00890
OG0000512	Prar.g_00411	Prbd.g_00888
OG0000513	Prar.g_00418	Prbd.g_00881
OG0000514	Prar.g_00479	Prbd.g_00811
OG0000515	Prar.g_00480	Prbd.g_00810
OG0000516	Prar.g_00481	Prbd.g_00809
OG0000517	Prar.g_00483	Prbd.g_00807
OG0000518	Prar.g_00494	Prbd.g_00796
OG0000519	Prar.g_00495	Prbd.g_00795
OG0000520	Prar.g_00496	Prbd.g_00794
OG0000521	Prar.g_00501	Prbd.g_00789
OG0000522	Prar.g_00503	Prbd.g_00787
OG0000523	Prar.g_00504	Prbd.g_00786
OG0000524	Prar.g_00510	Prbd.g_00781
OG0000525	Prar.g_00513	Prbd.g_00778
OG0000526	Prar.g_00514	Prbd.g_00777
OG0000527	Prar.g_00523	Prbd.g_00769
OG0000528	Prar.g_00528	Prbd.g_00764
OG0000529	Prar.g_00531	Prbd.g_00761
OG0000530	Prar.g_00534	Prbd.g_00758
OG0000531	Prar.g_00535	Prbd.g_00757
OG0000532	Prar.g_00537	Prbd.g_00755
OG0000533	Prar.g_00538	Prbd.g_00754
OG0000534	Prar.g_00539	Prbd.g_00753
OG0000535	Prar.g_00540	Prbd.g_00752
OG0000536	Prar.g_00541	Prbd.g_00751
OG0000537	Prar.g_00542	Prbd.g_00750
OG0000538	Prar.g_01331	Prbd.g_00742
OG0000539	Prar.g_01332	Prbd.g_00741
OG0000540	Prar.g_01333	Prbd.g_00740
OG0000541	Prar.g_01334	Prbd.g_00739
OG0000542	Prar.g_01336	Prbd.g_00737
OG0000543	Prar.g_01338	Prbd.g_00735
OG0000544	Prar.g_01339	Prbd.g_00734
OG0000545	Prar.g_01341	Prbd.g_00732
OG0000546	Prar.g_01344	Prbd.g_00729
