Orthogroup	Prar	Prag
OG0000083	Prar.g_01623	Prag.g_00726
OG0000084	Prar.g_00343	Prag.g_01484
OG0000085	Prar.g_01150	Prag.g_01662
OG0000086	Prar.g_00240	Prag.g_00082
OG0000087	Prar.g_00189	Prag.g_00132
OG0000088	Prar.g_00161	Prag.g_00159
OG0000089	Prar.g_00416	Prag.g_00350
OG0000090	Prar.g_01363	Prag.g_00512
OG0000091	Prar.g_01472	Prag.g_00620
OG0000092	Prar.g_01781	Prag.g_00911
OG0000093	Prar.g_01801	Prag.g_00932
OG0000094	Prar.g_01885	Prag.g_01017
OG0000095	Prar.g_01904	Prag.g_01036
OG0000096	Prar.g_01006	Prag.g_01636
OG0000096	Prar.g_01313	Prag.g_01103
OG0000096	Prar.g_00991	Prag.g_01319
OG0000097	Prar.g_01222	Prag.g_01194
OG0000098	Prar.g_00929	Prag.g_01371
OG0000099	Prar.g_00872	Prag.g_01424
OG0000100	Prar.g_00773	Prag.g_01564
OG0000101	Prar.g_01027	Prag.g_01804
OG0000102	Prar.g_00658	Prag.g_01866
OG0000103	Prar.g_00050	Prag.g_01945
OG0000104	Prar.g_00042	Prag.g_01953
OG0000105	Prar.g_00313	Prag.g_00265
OG0000106	Prar.g_00431	Prag.g_00364
OG0000107	Prar.g_00446	Prag.g_00378
OG0000108	Prar.g_00530	Prag.g_00459
OG0000109	Prar.g_00544	Prag.g_00473
OG0000110	Prar.g_01404	Prag.g_00553
OG0000111	Prar.g_01529	Prag.g_00677
OG0000112	Prar.g_01652	Prag.g_00771
OG0000113	Prar.g_01706	Prag.g_00828
OG0000114	Prar.g_01776	Prag.g_00906
OG0000115	Prar.g_01318	Prag.g_01097
OG0000116	Prar.g_01273	Prag.g_01143
OG0000117	Prar.g_01003	Prag.g_01298
OG0000118	Prar.g_00943	Prag.g_01367
OG0000119	Prar.g_00915	Prag.g_01385
OG0000120	Prar.g_00880	Prag.g_01423
OG0000121	Prar.g_00337	Prag.g_01492
OG0000122	Prar.g_00807	Prag.g_01530
OG0000123	Prar.g_01021	Prag.g_01811
OG0000124	Prar.g_00668	Prag.g_01877
OG0000125	Prar.g_00704	Prag.g_01913
OG0000126	Prar.g_00043	Prag.g_01952
OG0000128	Prar.g_00027	Prag.g_00011
OG0000129	Prar.g_00576	Prag.g_00044
OG0000130	Prar.g_00549	Prag.g_00063
OG0000131	Prar.g_00182	Prag.g_00138
OG0000132	Prar.g_00163	Prag.g_00157
OG0000133	Prar.g_00265	Prag.g_00313
OG0000134	Prar.g_00417	Prag.g_00351
OG0000135	Prar.g_00444	Prag.g_00375
OG0000136	Prar.g_00489	Prag.g_00420
OG0000137	Prar.g_00525	Prag.g_00454
OG0000138	Prar.g_00545	Prag.g_00474
OG0000139	Prar.g_01367	Prag.g_00516
OG0000140	Prar.g_01368	Prag.g_00517
OG0000141	Prar.g_01437	Prag.g_00585
OG0000142	Prar.g_01465	Prag.g_00613
OG0000143	Prar.g_01469	Prag.g_00617
OG0000144	Prar.g_01482	Prag.g_00630
OG0000145	Prar.g_01651	Prag.g_00758
OG0000146	Prar.g_01653	Prag.g_00772
OG0000147	Prar.g_01654	Prag.g_00773
OG0000148	Prar.g_01700	Prag.g_00822
OG0000149	Prar.g_01730	Prag.g_00851
OG0000150	Prar.g_01738	Prag.g_00859
OG0000151	Prar.g_01786	Prag.g_00916
OG0000152	Prar.g_01833	Prag.g_00964
OG0000153	Prar.g_01852	Prag.g_00983
OG0000154	Prar.g_01878	Prag.g_01010
OG0000155	Prar.g_01243	Prag.g_01173
OG0000156	Prar.g_00966	Prag.g_01342
OG0000157	Prar.g_00965	Prag.g_01343
OG0000158	Prar.g_00375	Prag.g_01425
OG0000159	Prar.g_00380	Prag.g_01427
OG0000160	Prar.g_00338	Prag.g_01491
OG0000161	Prar.g_00840	Prag.g_01497
OG0000162	Prar.g_00834	Prag.g_01503
OG0000163	Prar.g_00800	Prag.g_01537
OG0000164	Prar.g_01964	Prag.g_01693
OG0000165	Prar.g_01971	Prag.g_01700
OG0000166	Prar.g_01063	Prag.g_01768
OG0000167	Prar.g_00627	Prag.g_01834
OG0000168	Prar.g_00637	Prag.g_01844
OG0000169	Prar.g_00647	Prag.g_01854
OG0000170	Prar.g_00649	Prag.g_01856
OG0000171	Prar.g_00667	Prag.g_01876
OG0000172	Prar.g_00675	Prag.g_01884
OG0000173	Prar.g_00690	Prag.g_01899
OG0000174	Prar.g_00068	Prag.g_01927
OG0000175	Prar.g_00058	Prag.g_01937
OG0000176	Prar.g_00034	Prag.g_00004
OG0000177	Prar.g_00033	Prag.g_00005
OG0000178	Prar.g_00032	Prag.g_00006
OG0000179	Prar.g_00022	Prag.g_00016
OG0000180	Prar.g_00021	Prag.g_00017
OG0000181	Prar.g_00020	Prag.g_00018
OG0000182	Prar.g_00019	Prag.g_00019
OG0000183	Prar.g_00015	Prag.g_00023
OG0000184	Prar.g_00573	Prag.g_00046
OG0000185	Prar.g_00570	Prag.g_00049
OG0000186	Prar.g_00554	Prag.g_00058
OG0000187	Prar.g_00553	Prag.g_00059
OG0000188	Prar.g_00246	Prag.g_00076
OG0000189	Prar.g_00232	Prag.g_00089
OG0000190	Prar.g_00231	Prag.g_00090
OG0000191	Prar.g_00211	Prag.g_00110
OG0000192	Prar.g_00207	Prag.g_00114
OG0000193	Prar.g_00181	Prag.g_00139
OG0000194	Prar.g_00178	Prag.g_00142
OG0000195	Prar.g_00176	Prag.g_00144
OG0000196	Prar.g_00166	Prag.g_00154
OG0000197	Prar.g_00165	Prag.g_00155
OG0000198	Prar.g_00164	Prag.g_00156
OG0000199	Prar.g_00157	Prag.g_00163
OG0000200	Prar.g_00143	Prag.g_00177
OG0000201	Prar.g_00135	Prag.g_00185
OG0000202	Prar.g_00134	Prag.g_00186
OG0000203	Prar.g_00133	Prag.g_00187
OG0000204	Prar.g_00132	Prag.g_00188
OG0000205	Prar.g_00125	Prag.g_00195
OG0000206	Prar.g_00120	Prag.g_00200
OG0000207	Prar.g_00118	Prag.g_00202
OG0000208	Prar.g_00117	Prag.g_00203
OG0000209	Prar.g_00108	Prag.g_00212
OG0000210	Prar.g_00107	Prag.g_00213
OG0000211	Prar.g_00094	Prag.g_00226
OG0000212	Prar.g_00087	Prag.g_00233
OG0000213	Prar.g_00330	Prag.g_00249
OG0000214	Prar.g_00320	Prag.g_00258
OG0000215	Prar.g_00295	Prag.g_00283
OG0000216	Prar.g_00293	Prag.g_00285
OG0000217	Prar.g_00290	Prag.g_00288
OG0000218	Prar.g_00288	Prag.g_00290
OG0000219	Prar.g_00287	Prag.g_00291
OG0000220	Prar.g_00286	Prag.g_00292
OG0000221	Prar.g_00285	Prag.g_00293
OG0000222	Prar.g_00277	Prag.g_00301
OG0000223	Prar.g_00264	Prag.g_00314
OG0000224	Prar.g_00262	Prag.g_00316
OG0000225	Prar.g_00406	Prag.g_00340
OG0000226	Prar.g_00410	Prag.g_00344
OG0000227	Prar.g_00412	Prag.g_00346
OG0000228	Prar.g_00415	Prag.g_00349
OG0000229	Prar.g_00484	Prag.g_00415
OG0000230	Prar.g_00486	Prag.g_00417
OG0000231	Prar.g_00497	Prag.g_00428
OG0000232	Prar.g_00506	Prag.g_00437
OG0000233	Prar.g_00512	Prag.g_00442
OG0000234	Prar.g_00526	Prag.g_00455
OG0000235	Prar.g_00529	Prag.g_00458
OG0000236	Prar.g_00543	Prag.g_00472
OG0000237	Prar.g_01337	Prag.g_00485
OG0000238	Prar.g_01343	Prag.g_00491
OG0000239	Prar.g_01355	Prag.g_00504
OG0000240	Prar.g_01356	Prag.g_00505
OG0000241	Prar.g_01360	Prag.g_00509
OG0000242	Prar.g_01362	Prag.g_00511
OG0000243	Prar.g_01373	Prag.g_00522
OG0000244	Prar.g_01376	Prag.g_00525
OG0000245	Prar.g_01378	Prag.g_00527
OG0000246	Prar.g_01382	Prag.g_00531
OG0000247	Prar.g_01392	Prag.g_00541
OG0000248	Prar.g_01394	Prag.g_00543
OG0000249	Prar.g_01396	Prag.g_00545
OG0000250	Prar.g_01401	Prag.g_00550
OG0000251	Prar.g_01420	Prag.g_00569
OG0000252	Prar.g_01424	Prag.g_00572
OG0000253	Prar.g_01425	Prag.g_00573
OG0000254	Prar.g_01441	Prag.g_00589
OG0000255	Prar.g_01447	Prag.g_00595
OG0000256	Prar.g_01457	Prag.g_00605
OG0000257	Prar.g_01460	Prag.g_00608
OG0000258	Prar.g_01473	Prag.g_00621
OG0000259	Prar.g_01490	Prag.g_00638
OG0000260	Prar.g_01493	Prag.g_00641
OG0000261	Prar.g_01495	Prag.g_00643
OG0000262	Prar.g_01499	Prag.g_00647
OG0000263	Prar.g_01511	Prag.g_00659
OG0000264	Prar.g_01521	Prag.g_00669
OG0000265	Prar.g_01599	Prag.g_00692
OG0000266	Prar.g_01609	Prag.g_00702
OG0000267	Prar.g_01620	Prag.g_00713
OG0000268	Prar.g_01621	Prag.g_00714
OG0000269	Prar.g_01679	Prag.g_00801
OG0000270	Prar.g_01682	Prag.g_00804
OG0000271	Prar.g_01690	Prag.g_00812
OG0000272	Prar.g_01691	Prag.g_00813
OG0000273	Prar.g_01714	Prag.g_00835
OG0000274	Prar.g_01715	Prag.g_00836
OG0000275	Prar.g_01717	Prag.g_00838
OG0000276	Prar.g_01722	Prag.g_00843
OG0000277	Prar.g_01723	Prag.g_00844
OG0000278	Prar.g_01726	Prag.g_00847
OG0000279	Prar.g_01733	Prag.g_00854
OG0000280	Prar.g_01734	Prag.g_00855
OG0000281	Prar.g_01740	Prag.g_00860
OG0000282	Prar.g_01778	Prag.g_00908
OG0000283	Prar.g_01810	Prag.g_00941
OG0000284	Prar.g_01815	Prag.g_00946
OG0000285	Prar.g_01820	Prag.g_00951
OG0000286	Prar.g_01832	Prag.g_00963
OG0000287	Prar.g_01849	Prag.g_00980
OG0000288	Prar.g_01877	Prag.g_01009
OG0000289	Prar.g_01888	Prag.g_01020
OG0000290	Prar.g_01901	Prag.g_01033
OG0000291	Prar.g_01903	Prag.g_01035
OG0000292	Prar.g_01953	Prag.g_01085
OG0000293	Prar.g_01272	Prag.g_01144
OG0000294	Prar.g_01271	Prag.g_01145
OG0000295	Prar.g_01251	Prag.g_01165
OG0000296	Prar.g_01249	Prag.g_01167
OG0000297	Prar.g_01241	Prag.g_01175
OG0000298	Prar.g_01240	Prag.g_01176
OG0000299	Prar.g_01223	Prag.g_01193
OG0000300	Prar.g_01220	Prag.g_01196
OG0000301	Prar.g_01219	Prag.g_01197
OG0000302	Prar.g_01217	Prag.g_01199
OG0000303	Prar.g_01210	Prag.g_01206
OG0000304	Prar.g_01206	Prag.g_01210
OG0000305	Prar.g_00919	Prag.g_01381
OG0000306	Prar.g_00916	Prag.g_01384
OG0000307	Prar.g_00902	Prag.g_01398
OG0000308	Prar.g_00901	Prag.g_01399
OG0000309	Prar.g_00897	Prag.g_01403
OG0000310	Prar.g_00354	Prag.g_01473
OG0000311	Prar.g_00352	Prag.g_01475
OG0000312	Prar.g_00349	Prag.g_01478
OG0000313	Prar.g_00335	Prag.g_01494
OG0000314	Prar.g_00820	Prag.g_01516
OG0000315	Prar.g_00810	Prag.g_01527
OG0000316	Prar.g_00790	Prag.g_01547
OG0000317	Prar.g_01145	Prag.g_01667
OG0000318	Prar.g_01142	Prag.g_01670
OG0000319	Prar.g_01129	Prag.g_01683
OG0000320	Prar.g_01127	Prag.g_01685
OG0000321	Prar.g_01126	Prag.g_01686
OG0000322	Prar.g_01125	Prag.g_01687
OG0000323	Prar.g_01967	Prag.g_01696
OG0000324	Prar.g_00609	Prag.g_01723
OG0000325	Prar.g_01113	Prag.g_01733
OG0000326	Prar.g_01107	Prag.g_01739
OG0000327	Prar.g_01068	Prag.g_01763
OG0000328	Prar.g_01067	Prag.g_01764
OG0000329	Prar.g_01050	Prag.g_01781
OG0000330	Prar.g_01049	Prag.g_01782
OG0000331	Prar.g_01048	Prag.g_01783
OG0000332	Prar.g_01034	Prag.g_01797
OG0000333	Prar.g_01032	Prag.g_01799
OG0000334	Prar.g_01024	Prag.g_01807
OG0000335	Prar.g_01020	Prag.g_01812
OG0000336	Prar.g_01016	Prag.g_01816
OG0000337	Prar.g_00625	Prag.g_01832
OG0000338	Prar.g_00626	Prag.g_01833
OG0000339	Prar.g_00630	Prag.g_01837
OG0000340	Prar.g_00638	Prag.g_01845
OG0000341	Prar.g_00640	Prag.g_01847
OG0000342	Prar.g_00641	Prag.g_01848
OG0000343	Prar.g_00642	Prag.g_01849
OG0000344	Prar.g_00645	Prag.g_01852
OG0000345	Prar.g_00650	Prag.g_01857
OG0000346	Prar.g_00654	Prag.g_01862
OG0000347	Prar.g_00669	Prag.g_01878
OG0000348	Prar.g_00678	Prag.g_01887
OG0000349	Prar.g_00695	Prag.g_01904
OG0000350	Prar.g_00072	Prag.g_01923
OG0000351	Prar.g_00055	Prag.g_01940
OG0000352	Prar.g_00054	Prag.g_01941
OG0000353	Prar.g_00039	Prag.g_01956
OG0000355	Prar.g_00037	Prag.g_00001
OG0000356	Prar.g_00036	Prag.g_00002
OG0000357	Prar.g_00035	Prag.g_00003
OG0000358	Prar.g_00031	Prag.g_00007
OG0000359	Prar.g_00030	Prag.g_00008
OG0000360	Prar.g_00029	Prag.g_00009
OG0000361	Prar.g_00028	Prag.g_00010
OG0000362	Prar.g_00026	Prag.g_00012
OG0000363	Prar.g_00024	Prag.g_00014
OG0000364	Prar.g_00023	Prag.g_00015
OG0000365	Prar.g_00018	Prag.g_00020
OG0000366	Prar.g_00017	Prag.g_00021
OG0000367	Prar.g_00016	Prag.g_00022
OG0000368	Prar.g_00014	Prag.g_00024
OG0000369	Prar.g_00013	Prag.g_00025
OG0000370	Prar.g_00012	Prag.g_00026
OG0000371	Prar.g_00006	Prag.g_00032
OG0000372	Prar.g_00002	Prag.g_00035
OG0000373	Prar.g_00001	Prag.g_00036
OG0000374	Prar.g_00594	Prag.g_00037
OG0000375	Prar.g_00580	Prag.g_00040
OG0000376	Prar.g_00578	Prag.g_00042
OG0000377	Prar.g_00574	Prag.g_00045
OG0000378	Prar.g_00572	Prag.g_00047
OG0000379	Prar.g_00569	Prag.g_00050
OG0000380	Prar.g_00552	Prag.g_00060
OG0000381	Prar.g_00548	Prag.g_00064
OG0000382	Prar.g_00247	Prag.g_00075
OG0000383	Prar.g_00245	Prag.g_00077
OG0000384	Prar.g_00244	Prag.g_00078
OG0000385	Prar.g_00243	Prag.g_00079
OG0000386	Prar.g_00242	Prag.g_00080
OG0000387	Prar.g_00229	Prag.g_00092
OG0000388	Prar.g_00226	Prag.g_00095
OG0000389	Prar.g_00222	Prag.g_00099
OG0000390	Prar.g_00215	Prag.g_00106
OG0000391	Prar.g_00212	Prag.g_00109
OG0000392	Prar.g_00208	Prag.g_00113
OG0000393	Prar.g_00206	Prag.g_00115
OG0000394	Prar.g_00205	Prag.g_00116
OG0000395	Prar.g_00204	Prag.g_00117
OG0000396	Prar.g_00201	Prag.g_00120
OG0000397	Prar.g_00199	Prag.g_00122
OG0000398	Prar.g_00197	Prag.g_00124
OG0000399	Prar.g_00196	Prag.g_00125
OG0000400	Prar.g_00195	Prag.g_00126
OG0000401	Prar.g_00194	Prag.g_00127
OG0000402	Prar.g_00192	Prag.g_00129
OG0000403	Prar.g_00191	Prag.g_00130
OG0000404	Prar.g_00190	Prag.g_00131
OG0000405	Prar.g_00186	Prag.g_00135
OG0000406	Prar.g_00180	Prag.g_00140
OG0000407	Prar.g_00179	Prag.g_00141
OG0000408	Prar.g_00177	Prag.g_00143
OG0000409	Prar.g_00175	Prag.g_00145
OG0000410	Prar.g_00174	Prag.g_00146
OG0000411	Prar.g_00173	Prag.g_00147
OG0000412	Prar.g_00172	Prag.g_00148
OG0000413	Prar.g_00171	Prag.g_00149
OG0000414	Prar.g_00170	Prag.g_00150
OG0000415	Prar.g_00169	Prag.g_00151
OG0000416	Prar.g_00168	Prag.g_00152
OG0000417	Prar.g_00167	Prag.g_00153
OG0000418	Prar.g_00162	Prag.g_00158
OG0000419	Prar.g_00160	Prag.g_00160
OG0000420	Prar.g_00159	Prag.g_00161
OG0000421	Prar.g_00154	Prag.g_00166
OG0000422	Prar.g_00153	Prag.g_00167
OG0000423	Prar.g_00152	Prag.g_00168
OG0000424	Prar.g_00151	Prag.g_00169
OG0000425	Prar.g_00150	Prag.g_00170
OG0000426	Prar.g_00149	Prag.g_00171
OG0000427	Prar.g_00148	Prag.g_00172
OG0000428	Prar.g_00146	Prag.g_00174
OG0000429	Prar.g_00145	Prag.g_00175
OG0000430	Prar.g_00144	Prag.g_00176
OG0000431	Prar.g_00142	Prag.g_00178
OG0000432	Prar.g_00139	Prag.g_00181
OG0000433	Prar.g_00138	Prag.g_00182
OG0000434	Prar.g_00137	Prag.g_00183
OG0000435	Prar.g_00136	Prag.g_00184
OG0000436	Prar.g_00131	Prag.g_00189
OG0000437	Prar.g_00130	Prag.g_00190
OG0000438	Prar.g_00129	Prag.g_00191
OG0000439	Prar.g_00127	Prag.g_00193
OG0000440	Prar.g_00126	Prag.g_00194
OG0000441	Prar.g_00123	Prag.g_00197
OG0000442	Prar.g_00122	Prag.g_00198
OG0000443	Prar.g_00121	Prag.g_00199
OG0000444	Prar.g_00116	Prag.g_00204
OG0000445	Prar.g_00115	Prag.g_00205
OG0000446	Prar.g_00114	Prag.g_00206
OG0000447	Prar.g_00113	Prag.g_00207
OG0000448	Prar.g_00112	Prag.g_00208
OG0000449	Prar.g_00111	Prag.g_00209
OG0000450	Prar.g_00110	Prag.g_00210
OG0000451	Prar.g_00109	Prag.g_00211
OG0000452	Prar.g_00106	Prag.g_00214
OG0000453	Prar.g_00105	Prag.g_00215
OG0000454	Prar.g_00104	Prag.g_00216
OG0000455	Prar.g_00103	Prag.g_00217
OG0000456	Prar.g_00102	Prag.g_00218
OG0000457	Prar.g_00101	Prag.g_00219
OG0000458	Prar.g_00100	Prag.g_00220
OG0000459	Prar.g_00099	Prag.g_00221
OG0000460	Prar.g_00092	Prag.g_00228
OG0000461	Prar.g_00085	Prag.g_00235
OG0000462	Prar.g_00083	Prag.g_00237
OG0000463	Prar.g_00082	Prag.g_00238
OG0000464	Prar.g_00081	Prag.g_00239
OG0000465	Prar.g_00080	Prag.g_00240
OG0000466	Prar.g_00077	Prag.g_00243
OG0000467	Prar.g_00076	Prag.g_00244
OG0000468	Prar.g_00334	Prag.g_00245
OG0000469	Prar.g_00325	Prag.g_00253
OG0000470	Prar.g_00323	Prag.g_00255
OG0000471	Prar.g_00322	Prag.g_00256
OG0000472	Prar.g_00321	Prag.g_00257
OG0000473	Prar.g_00319	Prag.g_00259
OG0000474	Prar.g_00318	Prag.g_00260
OG0000475	Prar.g_00317	Prag.g_00261
OG0000476	Prar.g_00316	Prag.g_00262
OG0000477	Prar.g_00312	Prag.g_00266
OG0000478	Prar.g_00311	Prag.g_00267
OG0000479	Prar.g_00310	Prag.g_00268
OG0000480	Prar.g_00305	Prag.g_00273
OG0000481	Prar.g_00303	Prag.g_00275
OG0000482	Prar.g_00302	Prag.g_00276
OG0000483	Prar.g_00299	Prag.g_00279
OG0000484	Prar.g_00298	Prag.g_00280
OG0000485	Prar.g_00297	Prag.g_00281
OG0000486	Prar.g_00296	Prag.g_00282
OG0000487	Prar.g_00292	Prag.g_00286
OG0000488	Prar.g_00289	Prag.g_00289
OG0000489	Prar.g_00284	Prag.g_00294
OG0000490	Prar.g_00279	Prag.g_00299
OG0000491	Prar.g_00278	Prag.g_00300
OG0000492	Prar.g_00276	Prag.g_00302
OG0000493	Prar.g_00275	Prag.g_00303
OG0000494	Prar.g_00274	Prag.g_00304
OG0000495	Prar.g_00273	Prag.g_00305
OG0000496	Prar.g_00272	Prag.g_00306
OG0000497	Prar.g_00271	Prag.g_00307
OG0000498	Prar.g_00270	Prag.g_00308
OG0000499	Prar.g_00269	Prag.g_00309
OG0000500	Prar.g_00268	Prag.g_00310
OG0000501	Prar.g_00266	Prag.g_00312
OG0000502	Prar.g_00263	Prag.g_00315
OG0000503	Prar.g_00394	Prag.g_00329
OG0000504	Prar.g_00395	Prag.g_00330
OG0000505	Prar.g_00396	Prag.g_00331
OG0000506	Prar.g_00398	Prag.g_00333
OG0000507	Prar.g_00401	Prag.g_00336
OG0000508	Prar.g_00405	Prag.g_00339
OG0000509	Prar.g_00407	Prag.g_00341
OG0000510	Prar.g_00408	Prag.g_00342
OG0000511	Prar.g_00409	Prag.g_00343
OG0000512	Prar.g_00411	Prag.g_00345
OG0000513	Prar.g_00418	Prag.g_00352
OG0000514	Prar.g_00479	Prag.g_00410
OG0000515	Prar.g_00480	Prag.g_00411
OG0000516	Prar.g_00481	Prag.g_00412
OG0000517	Prar.g_00483	Prag.g_00414
OG0000518	Prar.g_00494	Prag.g_00425
OG0000519	Prar.g_00495	Prag.g_00426
OG0000520	Prar.g_00496	Prag.g_00427
OG0000521	Prar.g_00501	Prag.g_00432
OG0000522	Prar.g_00503	Prag.g_00434
OG0000523	Prar.g_00504	Prag.g_00435
OG0000524	Prar.g_00510	Prag.g_00440
OG0000525	Prar.g_00513	Prag.g_00443
OG0000526	Prar.g_00514	Prag.g_00444
OG0000527	Prar.g_00523	Prag.g_00452
OG0000528	Prar.g_00528	Prag.g_00457
OG0000529	Prar.g_00531	Prag.g_00460
OG0000530	Prar.g_00534	Prag.g_00463
OG0000531	Prar.g_00535	Prag.g_00464
OG0000532	Prar.g_00537	Prag.g_00466
OG0000533	Prar.g_00538	Prag.g_00467
OG0000534	Prar.g_00539	Prag.g_00468
OG0000535	Prar.g_00540	Prag.g_00469
OG0000536	Prar.g_00541	Prag.g_00470
OG0000537	Prar.g_00542	Prag.g_00471
OG0000538	Prar.g_01331	Prag.g_00479
OG0000539	Prar.g_01332	Prag.g_00480
OG0000540	Prar.g_01333	Prag.g_00481
OG0000541	Prar.g_01334	Prag.g_00482
OG0000542	Prar.g_01336	Prag.g_00484
OG0000543	Prar.g_01338	Prag.g_00486
OG0000544	Prar.g_01339	Prag.g_00487
OG0000545	Prar.g_01341	Prag.g_00489
OG0000546	Prar.g_01344	Prag.g_00492
OG0000547	Prar.g_01345	Prag.g_00494
OG0000548	Prar.g_01346	Prag.g_00495
OG0000549	Prar.g_01348	Prag.g_00497
OG0000550	Prar.g_01353	Prag.g_00502
OG0000551	Prar.g_01357	Prag.g_00506
OG0000552	Prar.g_01358	Prag.g_00507
OG0000553	Prar.g_01359	Prag.g_00508
OG0000554	Prar.g_01364	Prag.g_00513
OG0000555	Prar.g_01372	Prag.g_00521
OG0000556	Prar.g_01374	Prag.g_00523
OG0000557	Prar.g_01375	Prag.g_00524
OG0000558	Prar.g_01377	Prag.g_00526
OG0000559	Prar.g_01381	Prag.g_00530
OG0000560	Prar.g_01384	Prag.g_00533
OG0000561	Prar.g_01385	Prag.g_00534
OG0000562	Prar.g_01386	Prag.g_00535
OG0000563	Prar.g_01387	Prag.g_00536
OG0000564	Prar.g_01388	Prag.g_00537
