Orthogroup	Prar	Syat
OG0000201	Prar.g_00135	Syat.g_02821
OG0000202	Prar.g_00134	Syat.g_02820
OG0000203	Prar.g_00133	Syat.g_02819
OG0000204	Prar.g_00132	Syat.g_02818
OG0000205	Prar.g_00125	Syat.g_02809
OG0000206	Prar.g_00120	Syat.g_02785
OG0000207	Prar.g_00118	Syat.g_02778
OG0000208	Prar.g_00117	Syat.g_02777
OG0000209	Prar.g_00108	Syat.g_02735
OG0000210	Prar.g_00107	Syat.g_02734
OG0000211	Prar.g_00094	Syat.g_01452
OG0000212	Prar.g_00087	Syat.g_01442
OG0000213	Prar.g_00330	Syat.g_01889
OG0000214	Prar.g_00320	Syat.g_02042
OG0000215	Prar.g_00295	Syat.g_02075
OG0000216	Prar.g_00293	Syat.g_02079
OG0000217	Prar.g_01154, Prar.g_00290	Syat.g_02085
OG0000218	Prar.g_00288	Syat.g_02087
OG0000219	Prar.g_00287	Syat.g_02088
OG0000220	Prar.g_00286	Syat.g_02089
OG0000221	Prar.g_00285	Syat.g_02095
OG0000222	Prar.g_00277	Syat.g_02109
OG0000223	Prar.g_00264	Syat.g_02570
OG0000224	Prar.g_00262	Syat.g_02139
OG0000225	Prar.g_00406	Syat.g_01595
OG0000226	Prar.g_00410	Syat.g_01588
OG0000228	Prar.g_00415	Syat.g_02952
OG0000229	Prar.g_00484	Syat.g_02970
OG0000230	Prar.g_00486	Syat.g_02972
OG0000231	Prar.g_00497	Syat.g_01283
OG0000232	Prar.g_00506	Syat.g_01313
OG0000233	Prar.g_00512	Syat.g_01407
OG0000234	Prar.g_00526	Syat.g_01369
OG0000235	Prar.g_00529	Syat.g_03169
OG0000236	Prar.g_00543	Syat.g_03186
OG0000237	Prar.g_01337	Syat.g_03214
OG0000238	Prar.g_01343	Syat.g_03219
OG0000239	Prar.g_01355	Syat.g_01105
OG0000240	Prar.g_01356	Syat.g_01104
OG0000241	Prar.g_01360	Syat.g_00111
OG0000242	Prar.g_01362	Syat.g_01077
OG0000243	Prar.g_01373	Syat.g_00092
OG0000244	Prar.g_01376	Syat.g_00082
OG0000245	Prar.g_01378	Syat.g_00080
OG0000246	Prar.g_01382	Syat.g_00076
OG0000247	Prar.g_01392	Syat.g_00065
OG0000248	Prar.g_01394	Syat.g_00062
OG0000249	Prar.g_01396	Syat.g_00060
OG0000250	Prar.g_01401	Syat.g_00053
OG0000251	Prar.g_01420	Syat.g_00027
OG0000252	Prar.g_01424	Syat.g_00022
OG0000253	Prar.g_01425	Syat.g_00021
OG0000254	Prar.g_01441	Syat.g_03407
OG0000255	Prar.g_01447	Syat.g_02405
OG0000256	Prar.g_01457	Syat.g_03306
OG0000257	Prar.g_01460	Syat.g_00109
OG0000258	Prar.g_01473	Syat.g_00382
OG0000259	Prar.g_01490	Syat.g_00342
OG0000260	Prar.g_01493	Syat.g_00392
OG0000261	Prar.g_01495	Syat.g_00400
OG0000262	Prar.g_01499	Syat.g_00407
OG0000263	Prar.g_01511	Syat.g_00200
OG0000266	Prar.g_01609	Syat.g_00671
OG0000267	Prar.g_01620	Syat.g_00636
OG0000268	Prar.g_01621	Syat.g_00634
OG0000269	Prar.g_01679	Syat.g_00474, Syat.g_00126
OG0000270	Prar.g_01682	Syat.g_00477
OG0000271	Prar.g_01690	Syat.g_00485
OG0000272	Prar.g_01691	Syat.g_00486
OG0000273	Prar.g_01714	Syat.g_00520
OG0000274	Prar.g_01715	Syat.g_00521
OG0000275	Prar.g_01717	Syat.g_00718
OG0000276	Prar.g_01722	Syat.g_00725
OG0000277	Prar.g_01723	Syat.g_00738
OG0000278	Prar.g_01726	Syat.g_00741
OG0000279	Prar.g_01733	Syat.g_00755
OG0000280	Prar.g_01734	Syat.g_01669
OG0000281	Prar.g_01740	Syat.g_00960
OG0000282	Prar.g_01778	Syat.g_00431
OG0000283	Prar.g_01810	Syat.g_00620
OG0000284	Prar.g_01815	Syat.g_00614
OG0000285	Prar.g_01820	Syat.g_00607
OG0000286	Prar.g_01832	Syat.g_00579
OG0000287	Prar.g_01849	Syat.g_00550
OG0000288	Prar.g_01877	Syat.g_00709
OG0000289	Prar.g_01888	Syat.g_00695
OG0000290	Prar.g_01901	Syat.g_00805
OG0000292	Prar.g_01953	Syat.g_02388
OG0000293	Prar.g_01272	Syat.g_03241
OG0000294	Prar.g_01271	Syat.g_03248
OG0000295	Prar.g_01251	Syat.g_00297
OG0000296	Prar.g_01249	Syat.g_00295
OG0000299	Prar.g_01223	Syat.g_00910
OG0000300	Prar.g_01220	Syat.g_00904
OG0000301	Prar.g_01219	Syat.g_00903
OG0000302	Prar.g_01217	Syat.g_00901
OG0000303	Prar.g_01210	Syat.g_00892
OG0000304	Prar.g_01206	Syat.g_00885
OG0000305	Prar.g_00919	Syat.g_00809
OG0000306	Prar.g_00916	Syat.g_01704
OG0000307	Prar.g_00902	Syat.g_01304
OG0000308	Prar.g_00901	Syat.g_01306
OG0000309	Prar.g_00897	Syat.g_01417
OG0000310	Prar.g_00354	Syat.g_01246
OG0000311	Prar.g_00352	Syat.g_01242
OG0000312	Prar.g_00349	Syat.g_01237
OG0000313	Prar.g_00335	Syat.g_01183
OG0000314	Prar.g_00820	Syat.g_01341
OG0000315	Prar.g_00810	Syat.g_01351
OG0000316	Prar.g_00790	Syat.g_03082
OG0000317	Prar.g_01145	Syat.g_03120
OG0000318	Prar.g_01142	Syat.g_03125
OG0000319	Prar.g_01129	Syat.g_03055
OG0000320	Prar.g_01127	Syat.g_03053
OG0000321	Prar.g_01126	Syat.g_03052
OG0000322	Prar.g_01125	Syat.g_03051
OG0000323	Prar.g_01967	Syat.g_03038
OG0000324	Prar.g_00609	Syat.g_02998
OG0000325	Prar.g_01113	Syat.g_01861
OG0000326	Prar.g_01107	Syat.g_01854
OG0000327	Prar.g_01068	Syat.g_01827
OG0000328	Prar.g_01067	Syat.g_01826
OG0000329	Prar.g_01050	Syat.g_01808
OG0000330	Prar.g_01049	Syat.g_01807
OG0000331	Prar.g_01048	Syat.g_01806
OG0000332	Prar.g_01034	Syat.g_01790
OG0000333	Prar.g_01032	Syat.g_01787
OG0000334	Prar.g_01024	Syat.g_01657
OG0000335	Prar.g_01020	Syat.g_01652
OG0000336	Prar.g_01016	Syat.g_01648
OG0000337	Prar.g_00625	Syat.g_02144
OG0000338	Prar.g_00626	Syat.g_02146
OG0000339	Prar.g_00630	Syat.g_02155, Syat.g_01055
OG0000340	Prar.g_00638	Syat.g_02165
OG0000341	Prar.g_00640	Syat.g_02167
OG0000342	Prar.g_00641	Syat.g_02168
OG0000343	Prar.g_00642	Syat.g_02185
OG0000344	Prar.g_00645	Syat.g_02189
OG0000345	Prar.g_00650	Syat.g_02202
OG0000346	Prar.g_00654	Syat.g_02207
OG0000347	Prar.g_00669	Syat.g_02234
OG0000348	Prar.g_00678	Syat.g_02264
OG0000349	Prar.g_00695	Syat.g_02291
OG0000350	Prar.g_00072	Syat.g_01847
OG0000351	Prar.g_00055	Syat.g_02411
OG0000352	Prar.g_00054	Syat.g_02410
OG0000353	Prar.g_00039	Syat.g_00955, Syat.g_02377
OG0000355	Prar.g_00037	Syat.g_02375
OG0000356	Prar.g_00036	Syat.g_02374
OG0000357	Prar.g_00035	Syat.g_02373
OG0000358	Prar.g_00031	Syat.g_02336
OG0000359	Prar.g_00030	Syat.g_02334
OG0000360	Prar.g_00029	Syat.g_02333
OG0000361	Prar.g_00028	Syat.g_02332
OG0000362	Prar.g_00026	Syat.g_02330
OG0000363	Prar.g_00024	Syat.g_02328
OG0000364	Prar.g_00023	Syat.g_03122
OG0000365	Prar.g_00018	Syat.g_02318
OG0000366	Prar.g_00017	Syat.g_02317
OG0000367	Prar.g_00016	Syat.g_02316
OG0000368	Prar.g_00014	Syat.g_02314
OG0000369	Prar.g_00013	Syat.g_02313
OG0000370	Prar.g_00012	Syat.g_02312
OG0000371	Prar.g_00006	Syat.g_02304
OG0000372	Prar.g_00002	Syat.g_02298
OG0000373	Prar.g_00001	Syat.g_02297
OG0000374	Prar.g_00594	Syat.g_02296
OG0000375	Prar.g_00580	Syat.g_02295
OG0000376	Prar.g_00578	Syat.g_02293
OG0000377	Prar.g_00574	Syat.g_02695
OG0000378	Prar.g_00572	Syat.g_02715
OG0000379	Prar.g_00569	Syat.g_02720
OG0000380	Prar.g_00552	Syat.g_01468
OG0000381	Prar.g_00548	Syat.g_01470
OG0000382	Prar.g_00247	Syat.g_01488
OG0000383	Prar.g_00245	Syat.g_01521
OG0000384	Prar.g_00244	Syat.g_01522
OG0000385	Prar.g_00243	Syat.g_01523
OG0000386	Prar.g_00242	Syat.g_01524
OG0000387	Prar.g_00229	Syat.g_01561
OG0000388	Prar.g_00226	Syat.g_01565
OG0000389	Prar.g_00222	Syat.g_01569
OG0000390	Prar.g_00215	Syat.g_02945
OG0000391	Prar.g_00212	Syat.g_02940
OG0000392	Prar.g_00208	Syat.g_02934
OG0000393	Prar.g_00206	Syat.g_02931
OG0000394	Prar.g_00205	Syat.g_02930
OG0000395	Prar.g_00204	Syat.g_02929
OG0000396	Prar.g_00201	Syat.g_02927
OG0000397	Prar.g_00199	Syat.g_02925
OG0000398	Prar.g_00197	Syat.g_02920
OG0000399	Prar.g_00196	Syat.g_02919
OG0000400	Prar.g_00195	Syat.g_02918
OG0000401	Prar.g_00194	Syat.g_02917
OG0000402	Prar.g_00192	Syat.g_02915
OG0000403	Prar.g_00191	Syat.g_02914
OG0000404	Prar.g_00190	Syat.g_02913
OG0000405	Prar.g_00186	Syat.g_02900
OG0000406	Prar.g_00180	Syat.g_02896
OG0000407	Prar.g_00179	Syat.g_02895
OG0000408	Prar.g_00177	Syat.g_02893
OG0000409	Prar.g_00175	Syat.g_02891
OG0000410	Prar.g_00174	Syat.g_02890
OG0000411	Prar.g_00173	Syat.g_02889
OG0000412	Prar.g_00172	Syat.g_02888
OG0000413	Prar.g_00171	Syat.g_02886
OG0000414	Prar.g_01569, Prar.g_00170	Syat.g_02885
OG0000415	Prar.g_00169	Syat.g_02884
OG0000416	Prar.g_00168	Syat.g_02883
OG0000417	Prar.g_00167	Syat.g_02868
OG0000418	Prar.g_00162	Syat.g_02863
OG0000419	Prar.g_00160	Syat.g_02861
OG0000420	Prar.g_00159	Syat.g_02859
OG0000421	Prar.g_00154	Syat.g_02855
OG0000422	Prar.g_00153	Syat.g_02854
OG0000423	Prar.g_00152	Syat.g_02853
OG0000424	Prar.g_00151	Syat.g_02852
OG0000425	Prar.g_00150	Syat.g_02851
OG0000426	Prar.g_00149	Syat.g_02850
OG0000427	Prar.g_00148	Syat.g_02849
OG0000428	Prar.g_00146	Syat.g_02846
OG0000429	Prar.g_00145	Syat.g_02843
OG0000430	Prar.g_00144	Syat.g_02841
OG0000431	Prar.g_00142	Syat.g_02838
OG0000432	Prar.g_00139	Syat.g_02832
OG0000433	Prar.g_00138	Syat.g_02829
OG0000434	Prar.g_00137	Syat.g_02828
OG0000435	Prar.g_00136	Syat.g_02824
OG0000436	Prar.g_00131	Syat.g_02817
OG0000437	Prar.g_00130	Syat.g_02558
OG0000438	Prar.g_00129	Syat.g_02813
OG0000439	Prar.g_00127	Syat.g_02811
OG0000440	Prar.g_00126	Syat.g_02810
OG0000441	Prar.g_00123	Syat.g_02807
OG0000442	Prar.g_00122	Syat.g_02797
OG0000443	Prar.g_00121	Syat.g_02787
OG0000444	Prar.g_00116	Syat.g_02756
OG0000445	Prar.g_00115	Syat.g_02755
OG0000446	Prar.g_00114	Syat.g_02753
OG0000447	Prar.g_00113	Syat.g_02749
OG0000448	Prar.g_00112	Syat.g_02748
OG0000449	Prar.g_00111	Syat.g_02747
OG0000450	Prar.g_00110	Syat.g_02738
OG0000451	Prar.g_00109	Syat.g_02737
OG0000452	Prar.g_00106	Syat.g_02732
OG0000453	Prar.g_00105	Syat.g_02731
OG0000454	Prar.g_00104	Syat.g_02730
OG0000455	Prar.g_00103	Syat.g_02729
OG0000456	Prar.g_00102	Syat.g_02728
OG0000457	Prar.g_00101	Syat.g_02726
OG0000458	Prar.g_00100	Syat.g_02725
OG0000459	Prar.g_00099	Syat.g_02724
OG0000460	Prar.g_00092	Syat.g_01450
OG0000461	Prar.g_00085	Syat.g_01866
OG0000462	Prar.g_00083	Syat.g_01868
OG0000463	Prar.g_00082	Syat.g_01869
OG0000464	Prar.g_00081	Syat.g_01870
OG0000465	Prar.g_00080	Syat.g_01872
OG0000466	Prar.g_00077	Syat.g_01877
OG0000467	Prar.g_00076	Syat.g_01878
OG0000468	Prar.g_00334	Syat.g_01884
OG0000469	Prar.g_00325	Syat.g_02000
OG0000470	Prar.g_00323	Syat.g_02038
OG0000471	Prar.g_00322	Syat.g_02039
OG0000472	Prar.g_00321	Syat.g_02041
OG0000473	Prar.g_00319	Syat.g_02043
OG0000474	Prar.g_00318	Syat.g_02044
OG0000475	Prar.g_00317	Syat.g_02045
OG0000476	Prar.g_00316	Syat.g_02047
OG0000477	Prar.g_00312	Syat.g_02053
OG0000478	Prar.g_00311	Syat.g_02054
OG0000479	Prar.g_00310	Syat.g_02056
OG0000480	Prar.g_00305	Syat.g_02063
OG0000481	Prar.g_00303	Syat.g_02066
OG0000482	Prar.g_00302	Syat.g_02067
OG0000483	Prar.g_00299	Syat.g_02071
OG0000484	Prar.g_00298	Syat.g_02072
OG0000485	Prar.g_00297	Syat.g_02073
OG0000486	Prar.g_00296	Syat.g_02074
OG0000487	Prar.g_00292	Syat.g_02080
OG0000488	Prar.g_00289	Syat.g_02086
OG0000489	Prar.g_00284	Syat.g_02097
OG0000490	Prar.g_00279	Syat.g_02106
OG0000491	Prar.g_00278	Syat.g_02107
OG0000492	Prar.g_00276	Syat.g_02110
OG0000493	Prar.g_00275	Syat.g_02111
OG0000494	Prar.g_00274	Syat.g_02112
OG0000495	Prar.g_00273	Syat.g_02120
OG0000496	Prar.g_00272	Syat.g_02121
OG0000497	Prar.g_00271	Syat.g_02122
OG0000498	Prar.g_00270	Syat.g_02123
OG0000499	Prar.g_00269	Syat.g_02124
OG0000500	Prar.g_00268	Syat.g_02125
OG0000501	Prar.g_00266	Syat.g_02128
OG0000502	Prar.g_00263	Syat.g_02135
OG0000503	Prar.g_00394	Syat.g_01614
OG0000504	Prar.g_00395	Syat.g_01612
OG0000505	Prar.g_00396	Syat.g_01611
OG0000506	Prar.g_00398	Syat.g_01609
OG0000507	Prar.g_00401	Syat.g_01603
OG0000508	Prar.g_00405	Syat.g_01596
OG0000509	Prar.g_00407	Syat.g_01591
OG0000510	Prar.g_00408	Syat.g_01590
OG0000511	Prar.g_00409	Syat.g_01589
OG0000512	Prar.g_00411	Syat.g_01587
OG0000513	Prar.g_00418	Syat.g_02957
OG0000514	Prar.g_00479	Syat.g_02962
OG0000515	Prar.g_00480	Syat.g_02963
OG0000516	Prar.g_00481	Syat.g_02965
OG0000517	Prar.g_00483	Syat.g_02969
OG0000518	Prar.g_00494	Syat.g_01286
OG0000519	Prar.g_00495	Syat.g_01285
OG0000520	Prar.g_00496	Syat.g_01284
OG0000521	Prar.g_00501	Syat.g_01319
OG0000522	Prar.g_00503	Syat.g_01317
OG0000523	Prar.g_00504	Syat.g_01316
OG0000524	Prar.g_00510	Syat.g_01409
OG0000525	Prar.g_00513	Syat.g_01382
OG0000526	Prar.g_00514	Syat.g_01380
OG0000527	Prar.g_00523	Syat.g_01373
OG0000528	Prar.g_00528	Syat.g_03167
OG0000529	Prar.g_00531	Syat.g_03171
OG0000530	Prar.g_00534	Syat.g_03174
OG0000531	Prar.g_00535	Syat.g_03175
OG0000532	Prar.g_00537	Syat.g_03178
OG0000533	Prar.g_00538	Syat.g_03180
OG0000534	Prar.g_00539	Syat.g_03181
OG0000535	Prar.g_00540	Syat.g_03182
OG0000536	Prar.g_00541	Syat.g_03183
OG0000537	Prar.g_00542	Syat.g_03185
OG0000538	Prar.g_01331	Syat.g_03204
OG0000539	Prar.g_01332	Syat.g_03206
OG0000540	Prar.g_01333	Syat.g_03207
OG0000541	Prar.g_01334	Syat.g_03208
OG0000542	Prar.g_01336	Syat.g_03213
OG0000543	Prar.g_01338	Syat.g_03215
OG0000544	Prar.g_01339	Syat.g_03216
OG0000545	Prar.g_01341	Syat.g_03218
OG0000546	Prar.g_01344	Syat.g_03220
OG0000547	Prar.g_01345	Syat.g_03222
OG0000548	Prar.g_01346	Syat.g_03223
OG0000549	Prar.g_01348	Syat.g_01795
OG0000550	Prar.g_01353	Syat.g_01107
OG0000551	Prar.g_01357	Syat.g_01103
OG0000552	Prar.g_01358	Syat.g_01102
OG0000553	Prar.g_01359	Syat.g_01098
OG0000554	Prar.g_01364	Syat.g_03271
OG0000555	Prar.g_01372	Syat.g_00093
OG0000556	Prar.g_01374	Syat.g_00088
OG0000557	Prar.g_01375	Syat.g_00083
OG0000558	Prar.g_01377	Syat.g_00081
OG0000559	Prar.g_01381	Syat.g_00077
OG0000560	Prar.g_01384	Syat.g_00074
OG0000561	Prar.g_01385	Syat.g_00073
OG0000562	Prar.g_01386	Syat.g_00072
OG0000563	Prar.g_01387	Syat.g_00071
OG0000564	Prar.g_01388	Syat.g_00070
OG0000565	Prar.g_01391	Syat.g_00067
OG0000566	Prar.g_01393	Syat.g_00063
OG0000567	Prar.g_01397	Syat.g_00059
OG0000568	Prar.g_01398	Syat.g_00057
OG0000569	Prar.g_01399	Syat.g_00056
OG0000570	Prar.g_01400	Syat.g_00055
OG0000571	Prar.g_01402	Syat.g_00052
OG0000572	Prar.g_01415	Syat.g_00033
OG0000573	Prar.g_01422	Syat.g_00024
OG0000574	Prar.g_01423	Syat.g_00023
OG0000575	Prar.g_01427	Syat.g_00018
OG0000576	Prar.g_01429	Syat.g_00014
OG0000577	Prar.g_01430	Syat.g_00013
OG0000578	Prar.g_01431	Syat.g_00012
OG0000579	Prar.g_01432	Syat.g_00011
OG0000580	Prar.g_01433	Syat.g_00010
OG0000581	Prar.g_01435	Syat.g_00003
OG0000582	Prar.g_01438	Syat.g_03403
OG0000583	Prar.g_01439	Syat.g_03404
OG0000584	Prar.g_01440	Syat.g_03405
OG0000585	Prar.g_01442	Syat.g_03408
OG0000586	Prar.g_01443	Syat.g_03409
OG0000587	Prar.g_01444	Syat.g_00001
OG0000588	Prar.g_01448	Syat.g_00338
OG0000589	Prar.g_01451	Syat.g_03318
OG0000590	Prar.g_01452	Syat.g_03317
OG0000591	Prar.g_01455	Syat.g_03308
OG0000592	Prar.g_01456	Syat.g_03307
OG0000593	Prar.g_01462	Syat.g_00113
OG0000594	Prar.g_01463	Syat.g_00114
OG0000595	Prar.g_01464	Syat.g_00115
OG0000596	Prar.g_01468	Syat.g_00129
OG0000597	Prar.g_01470	Syat.g_00132
OG0000598	Prar.g_01471	Syat.g_00133
OG0000599	Prar.g_01474	Syat.g_00381
OG0000600	Prar.g_01475	Syat.g_00380
OG0000601	Prar.g_01476	Syat.g_00379
OG0000602	Prar.g_01478	Syat.g_00375
OG0000603	Prar.g_01479	Syat.g_00374
OG0000604	Prar.g_01480	Syat.g_00372
OG0000605	Prar.g_01481	Syat.g_00370
OG0000606	Prar.g_01484	Syat.g_00367
OG0000607	Prar.g_01487	Syat.g_00364
