Orthogroup	Prar	Prba
OG0000099	Prar.g_00872	Prba.g_00155
OG0000100	Prar.g_00773	Prba.g_00314
OG0000101	Prar.g_01027	Prba.g_00429
OG0000102	Prar.g_00658	Prba.g_00773
OG0000103	Prar.g_00050	Prba.g_01781
OG0000104	Prar.g_00042	Prba.g_01789
OG0000105	Prar.g_00313	Prba.g_00491
OG0000106	Prar.g_00431	Prba.g_00864
OG0000107	Prar.g_00446	Prba.g_00880
OG0000108	Prar.g_00530	Prba.g_00981
OG0000109	Prar.g_00544	Prba.g_00967
OG0000110	Prar.g_01404	Prba.g_01741
OG0000111	Prar.g_01529	Prba.g_01618
OG0000112	Prar.g_01652	Prba.g_01534
OG0000113	Prar.g_01706	Prba.g_01477
OG0000114	Prar.g_01776	Prba.g_01395
OG0000115	Prar.g_01318	Prba.g_00743
OG0000116	Prar.g_01273	Prba.g_00074
OG0000117	Prar.g_01003	Prba.g_01135
OG0000118	Prar.g_00943	Prba.g_01204
OG0000119	Prar.g_00915	Prba.g_00200
OG0000120	Prar.g_00880	Prba.g_00175
OG0000121	Prar.g_00337	Prba.g_00711
OG0000122	Prar.g_00807	Prba.g_00348
OG0000123	Prar.g_01021	Prba.g_00436
OG0000124	Prar.g_00668	Prba.g_00784
OG0000125	Prar.g_00704	Prba.g_01089, Prba.g_00821
OG0000126	Prar.g_00043	Prba.g_01788
OG0000128	Prar.g_00027	Prba.g_01804
OG0000129	Prar.g_00576	Prba.g_01838
OG0000130	Prar.g_00549	Prba.g_01857
OG0000131	Prar.g_00182	Prba.g_01933
OG0000132	Prar.g_00163	Prba.g_01952
OG0000133	Prar.g_00265	Prba.g_00538
OG0000134	Prar.g_00417	Prba.g_00851
OG0000135	Prar.g_00444	Prba.g_00877
OG0000136	Prar.g_00489	Prba.g_01020
OG0000137	Prar.g_00525	Prba.g_00986
OG0000138	Prar.g_00545	Prba.g_00966
OG0000139	Prar.g_01367	Prba.g_00924
OG0000140	Prar.g_01368	Prba.g_00923
OG0000141	Prar.g_01437	Prba.g_01710
OG0000142	Prar.g_01465	Prba.g_01682
OG0000143	Prar.g_01469	Prba.g_01678
OG0000144	Prar.g_01482	Prba.g_01665
OG0000145	Prar.g_01651	Prba.g_01541
OG0000146	Prar.g_01653	Prba.g_01533
OG0000147	Prar.g_01654	Prba.g_01532
OG0000148	Prar.g_01700	Prba.g_01483
OG0000149	Prar.g_01730	Prba.g_01452
OG0000150	Prar.g_01738	Prba.g_01444
OG0000151	Prar.g_01786	Prba.g_01385
OG0000152	Prar.g_01833	Prba.g_01337
OG0000153	Prar.g_01852	Prba.g_01318
OG0000154	Prar.g_01878	Prba.g_01290
OG0000155	Prar.g_01243	Prba.g_00043
OG0000156	Prar.g_00966	Prba.g_01181
OG0000157	Prar.g_00965	Prba.g_01182
OG0000158	Prar.g_00375	Prba.g_00154
OG0000159	Prar.g_00380, Prar.g_00871	Prba.g_00152
OG0000160	Prar.g_00338	Prba.g_00712
OG0000161	Prar.g_00840	Prba.g_00706
OG0000162	Prar.g_00834	Prba.g_00700
OG0000163	Prar.g_00800	Prba.g_00341
OG0000164	Prar.g_01964	Prba.g_00596
OG0000165	Prar.g_01971	Prba.g_00589
OG0000166	Prar.g_01063	Prba.g_00393
OG0000167	Prar.g_00627	Prba.g_01069
OG0000168	Prar.g_00637	Prba.g_01079
OG0000169	Prar.g_00647	Prba.g_00761
OG0000170	Prar.g_00649	Prba.g_00763
OG0000171	Prar.g_00667	Prba.g_00783
OG0000172	Prar.g_00675	Prba.g_00792
OG0000173	Prar.g_00690	Prba.g_00807
OG0000174	Prar.g_00068	Prba.g_00835
OG0000175	Prar.g_00058	Prba.g_00845
OG0000176	Prar.g_00034	Prba.g_01797
OG0000177	Prar.g_00033	Prba.g_01798
OG0000178	Prar.g_00032	Prba.g_01799
OG0000179	Prar.g_00022	Prba.g_01809
OG0000180	Prar.g_00021	Prba.g_01810
OG0000181	Prar.g_00020	Prba.g_01811
OG0000182	Prar.g_00019	Prba.g_01812
OG0000183	Prar.g_00015	Prba.g_01816
OG0000184	Prar.g_00573	Prba.g_01840
OG0000185	Prar.g_00570	Prba.g_01843
OG0000186	Prar.g_00554	Prba.g_01852
OG0000187	Prar.g_00553	Prba.g_01853
OG0000188	Prar.g_00246	Prba.g_01870
OG0000189	Prar.g_00232	Prba.g_01884
OG0000190	Prar.g_00231	Prba.g_01885
OG0000191	Prar.g_00211	Prba.g_01905
OG0000192	Prar.g_00207	Prba.g_01909
OG0000193	Prar.g_00181	Prba.g_01934
OG0000194	Prar.g_00178	Prba.g_01937
OG0000195	Prar.g_00176	Prba.g_01939
OG0000196	Prar.g_00166	Prba.g_01949
OG0000197	Prar.g_00165	Prba.g_01950
OG0000198	Prar.g_00164	Prba.g_01951
OG0000199	Prar.g_00157	Prba.g_00626
OG0000200	Prar.g_00143	Prba.g_00640
OG0000201	Prar.g_00135	Prba.g_00648
OG0000202	Prar.g_00134	Prba.g_00649
OG0000203	Prar.g_00133	Prba.g_00650
OG0000204	Prar.g_00132	Prba.g_00651
OG0000205	Prar.g_00125	Prba.g_00658
OG0000206	Prar.g_00120	Prba.g_00663
OG0000207	Prar.g_00118	Prba.g_00665
OG0000208	Prar.g_00117	Prba.g_00666
OG0000209	Prar.g_00108	Prba.g_00675
OG0000210	Prar.g_00107	Prba.g_00439
OG0000211	Prar.g_00094	Prba.g_00452
OG0000212	Prar.g_00087	Prba.g_00459
OG0000213	Prar.g_00330	Prba.g_00476
OG0000214	Prar.g_00320	Prba.g_00485
OG0000215	Prar.g_00295	Prba.g_00509
OG0000216	Prar.g_00293	Prba.g_00510
OG0000217	Prar.g_00290	Prba.g_00513
OG0000218	Prar.g_00288	Prba.g_00515
OG0000219	Prar.g_00287	Prba.g_00516
OG0000220	Prar.g_00286	Prba.g_00517
OG0000221	Prar.g_00285	Prba.g_00518
OG0000222	Prar.g_00277	Prba.g_00526
OG0000223	Prar.g_00264	Prba.g_00539
OG0000224	Prar.g_00262	Prba.g_00541
OG0000225	Prar.g_00406	Prba.g_00562
OG0000226	Prar.g_00410	Prba.g_00221
OG0000227	Prar.g_00412	Prba.g_00223
OG0000228	Prar.g_00415	Prba.g_00849
OG0000229	Prar.g_00484	Prba.g_01025
OG0000230	Prar.g_00486	Prba.g_01023
OG0000231	Prar.g_00497	Prba.g_01012
OG0000232	Prar.g_00506	Prba.g_01003
OG0000233	Prar.g_00512	Prba.g_00998
OG0000234	Prar.g_00526	Prba.g_00985
OG0000235	Prar.g_00529	Prba.g_00982
OG0000236	Prar.g_00543	Prba.g_00968
OG0000237	Prar.g_01337	Prba.g_00955
OG0000238	Prar.g_01343	Prba.g_00949
OG0000239	Prar.g_01355	Prba.g_00936
OG0000240	Prar.g_01356	Prba.g_00935
OG0000241	Prar.g_01360	Prba.g_00931
OG0000242	Prar.g_01362	Prba.g_00929
OG0000243	Prar.g_01373	Prba.g_01772
OG0000244	Prar.g_01376	Prba.g_01769
OG0000245	Prar.g_01378	Prba.g_01767
OG0000246	Prar.g_01382	Prba.g_01763
OG0000247	Prar.g_01392	Prba.g_01753
OG0000248	Prar.g_01394	Prba.g_01751
OG0000249	Prar.g_01396	Prba.g_01749
OG0000250	Prar.g_01401	Prba.g_01744
OG0000251	Prar.g_01420	Prba.g_01726
OG0000252	Prar.g_01424	Prba.g_01723
OG0000253	Prar.g_01425	Prba.g_01722
OG0000254	Prar.g_01441	Prba.g_01706
OG0000255	Prar.g_01447	Prba.g_01700
OG0000256	Prar.g_01457	Prba.g_01690
OG0000257	Prar.g_01460	Prba.g_01687
OG0000258	Prar.g_01473	Prba.g_01674
OG0000259	Prar.g_01490	Prba.g_01657
OG0000260	Prar.g_01493	Prba.g_01654
OG0000261	Prar.g_01495	Prba.g_01652
OG0000262	Prar.g_01499	Prba.g_01648
OG0000263	Prar.g_01511	Prba.g_01636
OG0000264	Prar.g_01521	Prba.g_01626
OG0000265	Prar.g_01599	Prba.g_01594
OG0000266	Prar.g_01609	Prba.g_01584
OG0000267	Prar.g_01620	Prba.g_01573
OG0000268	Prar.g_01621	Prba.g_01572
OG0000269	Prar.g_01679	Prba.g_01504
OG0000270	Prar.g_01682	Prba.g_01501
OG0000271	Prar.g_01690	Prba.g_01493
OG0000272	Prar.g_01691	Prba.g_01492
OG0000273	Prar.g_01714	Prba.g_01469
OG0000274	Prar.g_01715	Prba.g_01468
OG0000275	Prar.g_01717	Prba.g_01465
OG0000276	Prar.g_01722	Prba.g_01460
OG0000277	Prar.g_01723	Prba.g_01459
OG0000278	Prar.g_01726	Prba.g_01456
OG0000279	Prar.g_01733	Prba.g_01449
OG0000280	Prar.g_01734	Prba.g_01448
OG0000281	Prar.g_01740	Prba.g_01443
OG0000282	Prar.g_01778	Prba.g_01393
OG0000283	Prar.g_01810	Prba.g_01360
OG0000284	Prar.g_01815	Prba.g_01355
OG0000285	Prar.g_01820	Prba.g_01350
OG0000286	Prar.g_01832	Prba.g_01338
OG0000287	Prar.g_01849	Prba.g_01321
OG0000288	Prar.g_01877	Prba.g_01291
OG0000289	Prar.g_01888	Prba.g_01280
OG0000290	Prar.g_01901	Prba.g_01267
OG0000291	Prar.g_01903	Prba.g_01265
OG0000292	Prar.g_01953	Prba.g_01216
OG0000293	Prar.g_01272	Prba.g_00073
OG0000294	Prar.g_01271	Prba.g_00072
OG0000295	Prar.g_01251	Prba.g_00051
OG0000296	Prar.g_01249	Prba.g_00049
OG0000297	Prar.g_01241	Prba.g_00041
OG0000298	Prar.g_01240	Prba.g_00040
OG0000299	Prar.g_01223	Prba.g_00023
OG0000300	Prar.g_01220	Prba.g_00020
OG0000301	Prar.g_01219	Prba.g_00019
OG0000302	Prar.g_01217	Prba.g_00017
OG0000303	Prar.g_01210	Prba.g_00010
OG0000304	Prar.g_01206	Prba.g_00006
OG0000305	Prar.g_00919	Prba.g_00204
OG0000306	Prar.g_00916	Prba.g_00201
OG0000307	Prar.g_00902	Prba.g_00187
OG0000308	Prar.g_00901	Prba.g_00186
OG0000309	Prar.g_00897	Prba.g_00182
OG0000310	Prar.g_00354	Prba.g_00112
OG0000311	Prar.g_00352	Prba.g_00110
OG0000312	Prar.g_00349	Prba.g_00107
OG0000313	Prar.g_00335	Prba.g_00709
OG0000314	Prar.g_00820	Prba.g_00686
OG0000315	Prar.g_00810	Prba.g_00351, Prba.g_00676
OG0000316	Prar.g_00790	Prba.g_00331
OG0000317	Prar.g_01145	Prba.g_00228
OG0000318	Prar.g_01142	Prba.g_00619
OG0000319	Prar.g_01129	Prba.g_00606
OG0000320	Prar.g_01127	Prba.g_00604
OG0000321	Prar.g_01126	Prba.g_00603
OG0000322	Prar.g_01125	Prba.g_00602
OG0000323	Prar.g_01967	Prba.g_00593
OG0000324	Prar.g_00609	Prba.g_00567
OG0000325	Prar.g_01113	Prba.g_00358
OG0000326	Prar.g_01107	Prba.g_00364
OG0000327	Prar.g_01068	Prba.g_00388
OG0000328	Prar.g_01067	Prba.g_00389
OG0000329	Prar.g_01050	Prba.g_00406
OG0000330	Prar.g_01049	Prba.g_00407
OG0000331	Prar.g_01048	Prba.g_00408
OG0000332	Prar.g_01034	Prba.g_00422
OG0000333	Prar.g_01032	Prba.g_00424
OG0000334	Prar.g_01024	Prba.g_00432
OG0000335	Prar.g_01020	Prba.g_00437
OG0000336	Prar.g_01016	Prba.g_01050
OG0000337	Prar.g_00625	Prba.g_01067
OG0000338	Prar.g_00626	Prba.g_01068
OG0000339	Prar.g_00630	Prba.g_01072
OG0000340	Prar.g_00638	Prba.g_00752
OG0000341	Prar.g_00640	Prba.g_00754
OG0000342	Prar.g_00641	Prba.g_00755
OG0000343	Prar.g_00642	Prba.g_00756
OG0000344	Prar.g_00645	Prba.g_00759
OG0000345	Prar.g_00650	Prba.g_00764
OG0000346	Prar.g_00654	Prba.g_00769
OG0000347	Prar.g_00669	Prba.g_00785
OG0000348	Prar.g_00678	Prba.g_00795
OG0000349	Prar.g_00695	Prba.g_00812
OG0000350	Prar.g_00072	Prba.g_00831
OG0000351	Prar.g_00055	Prba.g_00848, Prba.g_01776
OG0000352	Prar.g_00054	Prba.g_01777
OG0000353	Prar.g_00039	Prba.g_01792
OG0000355	Prar.g_00037	Prba.g_01794
OG0000356	Prar.g_00036	Prba.g_01795
OG0000357	Prar.g_00035	Prba.g_01796
OG0000358	Prar.g_00031	Prba.g_01800
OG0000359	Prar.g_00030	Prba.g_01801
OG0000360	Prar.g_00029	Prba.g_01802
OG0000361	Prar.g_00028	Prba.g_01803
OG0000362	Prar.g_00026	Prba.g_01805
OG0000363	Prar.g_00024	Prba.g_01807
OG0000364	Prar.g_00023	Prba.g_01808
OG0000365	Prar.g_00018	Prba.g_01813
OG0000366	Prar.g_00017	Prba.g_01814
OG0000367	Prar.g_00016	Prba.g_01815
OG0000368	Prar.g_00014	Prba.g_01817
OG0000369	Prar.g_00013	Prba.g_01818
OG0000370	Prar.g_00012	Prba.g_01819
OG0000371	Prar.g_00006	Prba.g_01825
OG0000372	Prar.g_00002	Prba.g_01828
OG0000373	Prar.g_00001	Prba.g_01829
OG0000374	Prar.g_00594	Prba.g_01830
OG0000375	Prar.g_00580	Prba.g_01834
OG0000376	Prar.g_00578	Prba.g_01836
OG0000377	Prar.g_00574	Prba.g_01839
OG0000378	Prar.g_00572	Prba.g_01841
OG0000379	Prar.g_00569	Prba.g_01844
OG0000380	Prar.g_00552	Prba.g_01854
OG0000381	Prar.g_00548	Prba.g_01858
OG0000382	Prar.g_00247	Prba.g_01869
OG0000383	Prar.g_00245	Prba.g_01871
OG0000384	Prar.g_00244	Prba.g_01872
OG0000385	Prar.g_00243	Prba.g_01873
OG0000386	Prar.g_00242	Prba.g_01874
OG0000387	Prar.g_00229	Prba.g_01887
OG0000388	Prar.g_00226	Prba.g_01890
OG0000389	Prar.g_00222	Prba.g_01894
OG0000390	Prar.g_00215	Prba.g_01901
OG0000391	Prar.g_00212	Prba.g_01904
OG0000392	Prar.g_00208	Prba.g_01908
OG0000393	Prar.g_00206	Prba.g_01910
OG0000394	Prar.g_00205	Prba.g_01911
OG0000395	Prar.g_00204	Prba.g_01912
OG0000396	Prar.g_00201	Prba.g_01915
OG0000397	Prar.g_00199	Prba.g_01917
OG0000398	Prar.g_00197	Prba.g_01919
OG0000399	Prar.g_00196	Prba.g_01920
OG0000400	Prar.g_00195	Prba.g_01921
OG0000401	Prar.g_00194	Prba.g_01922
OG0000402	Prar.g_00192	Prba.g_01924
OG0000403	Prar.g_00191	Prba.g_01925
OG0000404	Prar.g_00190	Prba.g_01926
OG0000405	Prar.g_00186	Prba.g_01930
OG0000406	Prar.g_00180	Prba.g_01935
OG0000407	Prar.g_00179	Prba.g_01936
OG0000408	Prar.g_00177	Prba.g_01938
OG0000409	Prar.g_00175	Prba.g_01940
OG0000410	Prar.g_00174	Prba.g_01941
OG0000411	Prar.g_00173	Prba.g_01942
OG0000412	Prar.g_00172	Prba.g_01943
OG0000413	Prar.g_00171	Prba.g_01944
OG0000414	Prar.g_00170	Prba.g_01945
OG0000415	Prar.g_00169	Prba.g_01946
OG0000416	Prar.g_00168	Prba.g_01947
OG0000417	Prar.g_00167	Prba.g_01948
OG0000418	Prar.g_00162	Prba.g_01953
OG0000419	Prar.g_00160	Prba.g_00623
OG0000420	Prar.g_00159	Prba.g_00624
OG0000421	Prar.g_00154	Prba.g_00629
OG0000422	Prar.g_00153	Prba.g_00630
OG0000423	Prar.g_00152	Prba.g_00631
OG0000424	Prar.g_00151	Prba.g_00632
OG0000425	Prar.g_00150	Prba.g_00633
OG0000426	Prar.g_00149	Prba.g_00634
OG0000427	Prar.g_00148	Prba.g_00635
OG0000428	Prar.g_00146	Prba.g_00637
OG0000429	Prar.g_00145	Prba.g_00638
OG0000430	Prar.g_00144	Prba.g_00639
OG0000431	Prar.g_00142	Prba.g_00641
OG0000432	Prar.g_00139	Prba.g_00644
OG0000433	Prar.g_00138	Prba.g_00645
OG0000434	Prar.g_00137	Prba.g_00646
OG0000435	Prar.g_00136	Prba.g_00647
OG0000436	Prar.g_00131	Prba.g_00652
OG0000437	Prar.g_00130	Prba.g_00653
OG0000438	Prar.g_00129	Prba.g_00654
OG0000439	Prar.g_00127	Prba.g_00656
OG0000440	Prar.g_00126	Prba.g_00657
OG0000441	Prar.g_00123	Prba.g_00660
OG0000442	Prar.g_00122	Prba.g_00661
OG0000443	Prar.g_00121	Prba.g_00662
OG0000444	Prar.g_00116	Prba.g_00667
OG0000445	Prar.g_00115	Prba.g_00668
OG0000446	Prar.g_00114	Prba.g_00669
OG0000447	Prar.g_00113	Prba.g_00670
OG0000448	Prar.g_00112	Prba.g_00671
OG0000449	Prar.g_00111	Prba.g_00672
OG0000450	Prar.g_00110	Prba.g_00673
OG0000451	Prar.g_00109	Prba.g_00674
OG0000452	Prar.g_00106	Prba.g_00440
OG0000453	Prar.g_00105	Prba.g_00441
OG0000454	Prar.g_00104	Prba.g_00442
OG0000455	Prar.g_00103	Prba.g_00443
OG0000456	Prar.g_00102	Prba.g_00444
OG0000457	Prar.g_00101	Prba.g_00445
OG0000458	Prar.g_00100	Prba.g_00446
OG0000459	Prar.g_00099	Prba.g_00447
OG0000460	Prar.g_00092	Prba.g_00454
OG0000461	Prar.g_00085	Prba.g_00461
OG0000462	Prar.g_00083	Prba.g_00463
OG0000463	Prar.g_00082	Prba.g_00464
OG0000464	Prar.g_00081	Prba.g_00465
OG0000465	Prar.g_00080	Prba.g_00466
OG0000466	Prar.g_00077	Prba.g_00469
OG0000467	Prar.g_00076	Prba.g_00470
OG0000468	Prar.g_00334	Prba.g_00472
OG0000469	Prar.g_00325	Prba.g_00480
OG0000470	Prar.g_00323	Prba.g_00482
OG0000471	Prar.g_00322	Prba.g_00483
OG0000472	Prar.g_00321	Prba.g_00484
OG0000473	Prar.g_00319	Prba.g_00486
OG0000474	Prar.g_00318	Prba.g_00487
OG0000475	Prar.g_00317	Prba.g_00488
OG0000476	Prar.g_00316	Prba.g_00489
OG0000477	Prar.g_00312	Prba.g_00492
OG0000478	Prar.g_00311	Prba.g_00493
OG0000479	Prar.g_00310	Prba.g_00494
OG0000480	Prar.g_00305	Prba.g_00499
OG0000481	Prar.g_00303	Prba.g_00501
OG0000482	Prar.g_00302	Prba.g_00502
OG0000483	Prar.g_00299	Prba.g_00505
OG0000484	Prar.g_00298	Prba.g_00506
OG0000485	Prar.g_00297	Prba.g_00507
OG0000486	Prar.g_00296	Prba.g_00508
OG0000487	Prar.g_00292	Prba.g_00511
OG0000488	Prar.g_00289	Prba.g_00514
OG0000489	Prar.g_00284	Prba.g_00519
OG0000490	Prar.g_00279	Prba.g_00524
OG0000491	Prar.g_00278	Prba.g_00525
OG0000492	Prar.g_00276	Prba.g_00527
OG0000493	Prar.g_00275	Prba.g_00528
OG0000494	Prar.g_00274	Prba.g_00529
OG0000495	Prar.g_00273	Prba.g_00530
OG0000496	Prar.g_00272	Prba.g_00531
OG0000497	Prar.g_00271	Prba.g_00532
OG0000498	Prar.g_00270	Prba.g_00533
OG0000499	Prar.g_00269	Prba.g_00534
OG0000500	Prar.g_00268	Prba.g_00535
OG0000501	Prar.g_00266	Prba.g_00537
OG0000502	Prar.g_00263	Prba.g_00540
OG0000503	Prar.g_00394	Prba.g_00550
OG0000504	Prar.g_00395	Prba.g_00551
OG0000505	Prar.g_00396	Prba.g_00552
OG0000506	Prar.g_00398	Prba.g_00554
OG0000507	Prar.g_00401	Prba.g_00557
OG0000508	Prar.g_00405	Prba.g_00561
OG0000509	Prar.g_00407	Prba.g_00218
OG0000510	Prar.g_00408	Prba.g_00219
OG0000511	Prar.g_00409	Prba.g_00220
OG0000512	Prar.g_00411	Prba.g_00222
OG0000513	Prar.g_00418	Prba.g_00852
OG0000514	Prar.g_00479	Prba.g_01030
OG0000515	Prar.g_00480	Prba.g_01029
OG0000516	Prar.g_00481	Prba.g_01028
OG0000517	Prar.g_00483	Prba.g_01026
OG0000518	Prar.g_00494	Prba.g_01015
OG0000519	Prar.g_00495	Prba.g_01014
OG0000520	Prar.g_00496	Prba.g_01013
OG0000521	Prar.g_00501	Prba.g_01008
OG0000522	Prar.g_00503	Prba.g_01006
OG0000523	Prar.g_00504	Prba.g_01005
OG0000524	Prar.g_00510	Prba.g_01000
OG0000525	Prar.g_00513	Prba.g_00997
OG0000526	Prar.g_00514	Prba.g_00996
OG0000527	Prar.g_00523	Prba.g_00988
OG0000528	Prar.g_00528	Prba.g_00983
OG0000529	Prar.g_00531	Prba.g_00980
OG0000530	Prar.g_00534	Prba.g_00977
OG0000531	Prar.g_00535	Prba.g_00976
OG0000532	Prar.g_00537	Prba.g_00974
OG0000533	Prar.g_00538	Prba.g_00973
OG0000534	Prar.g_00539	Prba.g_00972
OG0000535	Prar.g_00540	Prba.g_00971
OG0000536	Prar.g_00541	Prba.g_00970
OG0000537	Prar.g_00542	Prba.g_00969
OG0000538	Prar.g_01331	Prba.g_00961
OG0000539	Prar.g_01332	Prba.g_00960
OG0000540	Prar.g_01333	Prba.g_00959
OG0000541	Prar.g_01334	Prba.g_00958
OG0000542	Prar.g_01336	Prba.g_00956
OG0000543	Prar.g_01338	Prba.g_00954
OG0000544	Prar.g_01339	Prba.g_00953
OG0000545	Prar.g_01341	Prba.g_00951
OG0000546	Prar.g_01344	Prba.g_00948
OG0000547	Prar.g_01345	Prba.g_00946
OG0000548	Prar.g_01346	Prba.g_00945
OG0000549	Prar.g_01348	Prba.g_00943
OG0000550	Prar.g_01353	Prba.g_00938
OG0000551	Prar.g_01357	Prba.g_00934
OG0000552	Prar.g_01358	Prba.g_00933
OG0000553	Prar.g_01359	Prba.g_00932
OG0000554	Prar.g_01364	Prba.g_00927
OG0000555	Prar.g_01372	Prba.g_01773
OG0000556	Prar.g_01374	Prba.g_01771
OG0000557	Prar.g_01375	Prba.g_01770
OG0000558	Prar.g_01377	Prba.g_01768
OG0000559	Prar.g_01381	Prba.g_01764
OG0000560	Prar.g_01384	Prba.g_01761
OG0000561	Prar.g_01385	Prba.g_01760
OG0000562	Prar.g_01386	Prba.g_01759
OG0000563	Prar.g_01387	Prba.g_01758
