Orthogroup	Prar	Prbf
OG0000095	Prar.g_01904	Prbf.g_01170
OG0000096	Prar.g_01006, Prar.g_01313, Prar.g_00991	Prbf.g_00306
OG0000097	Prar.g_01222	Prbf.g_00964
OG0000098	Prar.g_00929	Prbf.g_00071
OG0000099	Prar.g_00872	Prbf.g_00118
OG0000100	Prar.g_00773	Prbf.g_00236
OG0000101	Prar.g_01027	Prbf.g_00558
OG0000102	Prar.g_00658	Prbf.g_00491
OG0000103	Prar.g_00050	Prbf.g_00406
OG0000104	Prar.g_00042	Prbf.g_00397
OG0000105	Prar.g_00313	Prbf.g_01614
OG0000106	Prar.g_00431	Prbf.g_00320
OG0000107	Prar.g_00446	Prbf.g_00629
OG0000108	Prar.g_00530	Prbf.g_01763
OG0000109	Prar.g_00544	Prbf.g_01777
OG0000110	Prar.g_01404	Prbf.g_01856
OG0000111	Prar.g_01529	Prbf.g_01260
OG0000112	Prar.g_01652	Prbf.g_01929
OG0000113	Prar.g_01706	Prbf.g_01222
OG0000114	Prar.g_01776	Prbf.g_01320
OG0000115	Prar.g_01318	Prbf.g_00062
OG0000116	Prar.g_01273	Prbf.g_00907
OG0000117	Prar.g_01003	Prbf.g_00945
OG0000118	Prar.g_00943	Prbf.g_00013
OG0000119	Prar.g_00915	Prbf.g_00864, Prbf.g_00254
OG0000120	Prar.g_00880	Prbf.g_00115
OG0000121	Prar.g_00337	Prbf.g_00159
OG0000122	Prar.g_00807	Prbf.g_00055, Prbf.g_00200
OG0000123	Prar.g_01021	Prbf.g_00551
OG0000124	Prar.g_00668	Prbf.g_00478
OG0000125	Prar.g_00704	Prbf.g_00443
OG0000126	Prar.g_00043	Prbf.g_00398
OG0000128	Prar.g_00027	Prbf.g_00382
OG0000129	Prar.g_00576	Prbf.g_01367
OG0000130	Prar.g_00549	Prbf.g_01396
OG0000131	Prar.g_00182	Prbf.g_01478
OG0000132	Prar.g_00163	Prbf.g_01498
OG0000133	Prar.g_00265	Prbf.g_01661
OG0000134	Prar.g_00417	Prbf.g_01703
OG0000135	Prar.g_00444	Prbf.g_00044
OG0000136	Prar.g_00489	Prbf.g_01725
OG0000137	Prar.g_00525	Prbf.g_01758
OG0000138	Prar.g_00545	Prbf.g_01778
OG0000139	Prar.g_01367	Prbf.g_01818
OG0000140	Prar.g_01368	Prbf.g_01819
OG0000141	Prar.g_01437	Prbf.g_01890
OG0000142	Prar.g_01465	Prbf.g_00982
OG0000143	Prar.g_01469	Prbf.g_00986
OG0000144	Prar.g_01482	Prbf.g_01000
OG0000145	Prar.g_01651	Prbf.g_00042
OG0000146	Prar.g_01653	Prbf.g_01928
OG0000147	Prar.g_01654	Prbf.g_01927
OG0000148	Prar.g_01700	Prbf.g_01228
OG0000149	Prar.g_01730	Prbf.g_01196
OG0000150	Prar.g_01738	Prbf.g_01186
OG0000151	Prar.g_01786	Prbf.g_01310
OG0000152	Prar.g_01833	Prbf.g_01117
OG0000153	Prar.g_01852	Prbf.g_01098
OG0000154	Prar.g_01878	Prbf.g_01078
OG0000155	Prar.g_01243	Prbf.g_00939
OG0000156	Prar.g_00966	Prbf.g_00037
OG0000157	Prar.g_00965	Prbf.g_00036
OG0000158	Prar.g_00375	Prbf.g_00514
OG0000159	Prar.g_00380, Prar.g_00871	Prbf.g_01387
OG0000160	Prar.g_00338	Prbf.g_00158
OG0000161	Prar.g_00840	Prbf.g_00164
OG0000162	Prar.g_00834	Prbf.g_00170
OG0000163	Prar.g_00800	Prbf.g_00209
OG0000164	Prar.g_01964	Prbf.g_00669
OG0000165	Prar.g_01971	Prbf.g_00662
OG0000166	Prar.g_01063	Prbf.g_00595
OG0000167	Prar.g_00627	Prbf.g_00524
OG0000168	Prar.g_00637	Prbf.g_00513
OG0000169	Prar.g_00647	Prbf.g_00503
OG0000170	Prar.g_00649	Prbf.g_00500
OG0000171	Prar.g_00667	Prbf.g_00479
OG0000172	Prar.g_00675	Prbf.g_00472
OG0000173	Prar.g_00690	Prbf.g_00457
OG0000174	Prar.g_00068	Prbf.g_00428
OG0000175	Prar.g_00058	Prbf.g_00415
OG0000176	Prar.g_00034	Prbf.g_00389
OG0000177	Prar.g_00033	Prbf.g_00388
OG0000178	Prar.g_00032	Prbf.g_00387
OG0000179	Prar.g_00022	Prbf.g_01338
OG0000180	Prar.g_00021	Prbf.g_01339
OG0000181	Prar.g_00020	Prbf.g_01340
OG0000182	Prar.g_00019	Prbf.g_01341
OG0000183	Prar.g_00015	Prbf.g_01345
OG0000184	Prar.g_00573	Prbf.g_01371
OG0000185	Prar.g_00570	Prbf.g_01374
OG0000186	Prar.g_00554	Prbf.g_01390
OG0000187	Prar.g_00553	Prbf.g_01391
OG0000188	Prar.g_00246	Prbf.g_01408
OG0000189	Prar.g_00232	Prbf.g_01422
OG0000190	Prar.g_00231	Prbf.g_01424
OG0000191	Prar.g_00211	Prbf.g_01447
OG0000192	Prar.g_00207	Prbf.g_01452
OG0000193	Prar.g_00181	Prbf.g_01479
OG0000194	Prar.g_00178	Prbf.g_01482
OG0000195	Prar.g_00176	Prbf.g_01484
OG0000196	Prar.g_00166	Prbf.g_01495
OG0000197	Prar.g_00165	Prbf.g_01496
OG0000198	Prar.g_00164	Prbf.g_01497
OG0000199	Prar.g_00157	Prbf.g_01504
OG0000200	Prar.g_00143	Prbf.g_01518
OG0000201	Prar.g_00135	Prbf.g_01527
OG0000202	Prar.g_00134	Prbf.g_01528
OG0000203	Prar.g_00133	Prbf.g_01529
OG0000204	Prar.g_00132	Prbf.g_01530
OG0000205	Prar.g_00125	Prbf.g_01537
OG0000206	Prar.g_00120	Prbf.g_01542
OG0000207	Prar.g_00118	Prbf.g_01545
OG0000208	Prar.g_00117	Prbf.g_01546
OG0000209	Prar.g_00108	Prbf.g_01555
OG0000210	Prar.g_00107	Prbf.g_01556
OG0000211	Prar.g_00094	Prbf.g_01571
OG0000212	Prar.g_00087	Prbf.g_01579
OG0000213	Prar.g_00330	Prbf.g_01597
OG0000214	Prar.g_00320	Prbf.g_01607
OG0000215	Prar.g_00295	Prbf.g_01634
OG0000216	Prar.g_00293	Prbf.g_01635
OG0000217	Prar.g_01154, Prar.g_00290	Prbf.g_01638
OG0000218	Prar.g_00288	Prbf.g_01640
OG0000219	Prar.g_00287	Prbf.g_01641
OG0000220	Prar.g_00286	Prbf.g_01642
OG0000221	Prar.g_00285	Prbf.g_01643
OG0000222	Prar.g_00277	Prbf.g_01650
OG0000223	Prar.g_00264	Prbf.g_01662
OG0000224	Prar.g_00262	Prbf.g_01664
OG0000225	Prar.g_00406	Prbf.g_01690
OG0000226	Prar.g_00410	Prbf.g_01694
OG0000227	Prar.g_00412	Prbf.g_01696
OG0000228	Prar.g_00415	Prbf.g_01700
OG0000229	Prar.g_00484	Prbf.g_01720
OG0000230	Prar.g_00486	Prbf.g_01722
OG0000231	Prar.g_00497	Prbf.g_01733
OG0000232	Prar.g_00506	Prbf.g_01744
OG0000233	Prar.g_00512	Prbf.g_01750
OG0000234	Prar.g_00526	Prbf.g_01759
OG0000235	Prar.g_00529	Prbf.g_01762
OG0000236	Prar.g_00543	Prbf.g_01776
OG0000237	Prar.g_01337	Prbf.g_01789
OG0000238	Prar.g_01343	Prbf.g_01795
OG0000239	Prar.g_01355	Prbf.g_01806
OG0000240	Prar.g_01356	Prbf.g_01807
OG0000241	Prar.g_01360	Prbf.g_01811
OG0000242	Prar.g_01362	Prbf.g_01813
OG0000243	Prar.g_01373	Prbf.g_01824
OG0000244	Prar.g_01376	Prbf.g_01827
OG0000245	Prar.g_01378	Prbf.g_01829
OG0000246	Prar.g_01382	Prbf.g_01833
OG0000247	Prar.g_01392	Prbf.g_01843
OG0000248	Prar.g_01394	Prbf.g_01846
OG0000249	Prar.g_01396	Prbf.g_01848
OG0000250	Prar.g_01401	Prbf.g_01853
OG0000251	Prar.g_01420	Prbf.g_01873
OG0000252	Prar.g_01424	Prbf.g_01876
OG0000253	Prar.g_01425	Prbf.g_01877
OG0000254	Prar.g_01441	Prbf.g_01894
OG0000255	Prar.g_01447	Prbf.g_01900
OG0000256	Prar.g_01457	Prbf.g_01910
OG0000257	Prar.g_01460	Prbf.g_00977
OG0000258	Prar.g_01473	Prbf.g_00991
OG0000259	Prar.g_01490	Prbf.g_01008
OG0000260	Prar.g_01493	Prbf.g_01011
OG0000261	Prar.g_01495	Prbf.g_01014
OG0000262	Prar.g_01499	Prbf.g_01018
OG0000263	Prar.g_01511	Prbf.g_01282
OG0000264	Prar.g_01521	Prbf.g_01271
OG0000265	Prar.g_01599	Prbf.g_01253
OG0000266	Prar.g_01609	Prbf.g_01037
OG0000267	Prar.g_01620	Prbf.g_01049
OG0000268	Prar.g_01621	Prbf.g_01050
OG0000269	Prar.g_01679	Prbf.g_01250
OG0000270	Prar.g_01682	Prbf.g_01247
OG0000271	Prar.g_01690	Prbf.g_01239
OG0000272	Prar.g_01691	Prbf.g_01238
OG0000273	Prar.g_01714	Prbf.g_01214
OG0000274	Prar.g_01715	Prbf.g_01213
OG0000275	Prar.g_01717	Prbf.g_01210
OG0000276	Prar.g_01722	Prbf.g_01204
OG0000277	Prar.g_01723	Prbf.g_01203
OG0000278	Prar.g_01726	Prbf.g_01200
OG0000279	Prar.g_01733	Prbf.g_01193
OG0000280	Prar.g_01734	Prbf.g_01192
OG0000281	Prar.g_01740	Prbf.g_01185
OG0000282	Prar.g_01778	Prbf.g_01318
OG0000283	Prar.g_01810	Prbf.g_01141
OG0000284	Prar.g_01815	Prbf.g_01136
OG0000285	Prar.g_01820	Prbf.g_01131
OG0000286	Prar.g_01832	Prbf.g_01118
OG0000287	Prar.g_01849	Prbf.g_00065
OG0000288	Prar.g_01877	Prbf.g_01079
OG0000289	Prar.g_01888	Prbf.g_01063
OG0000290	Prar.g_01901	Prbf.g_01167
OG0000291	Prar.g_01903	Prbf.g_01169
OG0000292	Prar.g_01953	Prbf.g_00873
OG0000293	Prar.g_01272	Prbf.g_00908
OG0000294	Prar.g_01271	Prbf.g_00909
OG0000295	Prar.g_01251	Prbf.g_00932
OG0000296	Prar.g_01249	Prbf.g_00934
OG0000297	Prar.g_01241	Prbf.g_00943
OG0000298	Prar.g_01240	Prbf.g_00944
OG0000299	Prar.g_01223	Prbf.g_00963
OG0000300	Prar.g_01220	Prbf.g_00966
OG0000301	Prar.g_01219	Prbf.g_00967
OG0000302	Prar.g_01217	Prbf.g_00969
OG0000303	Prar.g_01210	Prbf.g_00975
OG0000304	Prar.g_01206	Prbf.g_01915
OG0000305	Prar.g_00919	Prbf.g_00875
OG0000306	Prar.g_00916	Prbf.g_01181
OG0000307	Prar.g_00902	Prbf.g_00104
OG0000308	Prar.g_00901	Prbf.g_00105
OG0000309	Prar.g_00897	Prbf.g_00109
OG0000310	Prar.g_00354	Prbf.g_00143
OG0000311	Prar.g_00352	Prbf.g_00145
OG0000312	Prar.g_00349	Prbf.g_00148
OG0000313	Prar.g_00335	Prbf.g_00161
OG0000314	Prar.g_00820	Prbf.g_00184
OG0000315	Prar.g_00810	Prbf.g_00194
OG0000316	Prar.g_00790	Prbf.g_00219
OG0000317	Prar.g_01145	Prbf.g_00696
OG0000318	Prar.g_01142	Prbf.g_00692
OG0000319	Prar.g_01129	Prbf.g_00679
OG0000320	Prar.g_01127	Prbf.g_00677
OG0000321	Prar.g_01126	Prbf.g_00676
OG0000322	Prar.g_01125	Prbf.g_00675
OG0000323	Prar.g_01967	Prbf.g_00666
OG0000324	Prar.g_00609	Prbf.g_00639
OG0000325	Prar.g_01113	Prbf.g_00628
OG0000326	Prar.g_01107	Prbf.g_00621
OG0000327	Prar.g_01068	Prbf.g_00600
OG0000328	Prar.g_01067	Prbf.g_00599
OG0000329	Prar.g_01050	Prbf.g_00582
OG0000330	Prar.g_01049	Prbf.g_00581
OG0000331	Prar.g_01048	Prbf.g_00580
OG0000332	Prar.g_01034	Prbf.g_00566
OG0000333	Prar.g_01032	Prbf.g_00564
OG0000334	Prar.g_01024	Prbf.g_00555
OG0000335	Prar.g_01020	Prbf.g_00550
OG0000336	Prar.g_01016	Prbf.g_00546
OG0000337	Prar.g_00625	Prbf.g_00528
OG0000338	Prar.g_00626	Prbf.g_00527
OG0000339	Prar.g_00630	Prbf.g_00521
OG0000340	Prar.g_00638	Prbf.g_00512
OG0000341	Prar.g_00640	Prbf.g_00510
OG0000342	Prar.g_00641	Prbf.g_00509
OG0000343	Prar.g_00642	Prbf.g_00508
OG0000344	Prar.g_00645	Prbf.g_00505
OG0000345	Prar.g_00650	Prbf.g_00499
OG0000346	Prar.g_00654	Prbf.g_00495
OG0000347	Prar.g_00669	Prbf.g_00477
OG0000348	Prar.g_00678	Prbf.g_00469
OG0000349	Prar.g_00695	Prbf.g_00452
OG0000350	Prar.g_00072	Prbf.g_00351
OG0000351	Prar.g_00055	Prbf.g_00412
OG0000352	Prar.g_00054	Prbf.g_00411
OG0000353	Prar.g_00039	Prbf.g_00394
OG0000355	Prar.g_00037	Prbf.g_00392
OG0000356	Prar.g_00036	Prbf.g_00391
OG0000357	Prar.g_00035	Prbf.g_00390
OG0000358	Prar.g_00031	Prbf.g_00386
OG0000359	Prar.g_00030	Prbf.g_00385
OG0000360	Prar.g_00029	Prbf.g_00384
OG0000361	Prar.g_00028	Prbf.g_00383
OG0000362	Prar.g_00026	Prbf.g_00381
OG0000363	Prar.g_00024	Prbf.g_01336
OG0000364	Prar.g_00023	Prbf.g_01337
OG0000365	Prar.g_00018	Prbf.g_01342
OG0000366	Prar.g_00017	Prbf.g_01343
OG0000367	Prar.g_00016	Prbf.g_01344
OG0000368	Prar.g_00014	Prbf.g_01346
OG0000369	Prar.g_00013	Prbf.g_01347
OG0000370	Prar.g_00012	Prbf.g_01348
OG0000371	Prar.g_00006	Prbf.g_01355
OG0000372	Prar.g_00002	Prbf.g_01358
OG0000373	Prar.g_00001	Prbf.g_01359
OG0000374	Prar.g_00594	Prbf.g_01360
OG0000375	Prar.g_00580	Prbf.g_01362
OG0000376	Prar.g_00578	Prbf.g_01364
OG0000377	Prar.g_00574	Prbf.g_01368
OG0000378	Prar.g_00572	Prbf.g_01372
OG0000379	Prar.g_00569	Prbf.g_01375
OG0000380	Prar.g_00552	Prbf.g_01392
OG0000381	Prar.g_00548	Prbf.g_01397
OG0000382	Prar.g_00247	Prbf.g_01407
OG0000383	Prar.g_00245	Prbf.g_01409
OG0000384	Prar.g_00244	Prbf.g_01410
OG0000385	Prar.g_00243	Prbf.g_01411
OG0000386	Prar.g_00242	Prbf.g_01412
OG0000387	Prar.g_00229	Prbf.g_01426
OG0000388	Prar.g_00226	Prbf.g_01430
OG0000389	Prar.g_00222	Prbf.g_01433
OG0000390	Prar.g_00215	Prbf.g_01443
OG0000391	Prar.g_00212	Prbf.g_01446
OG0000392	Prar.g_00208	Prbf.g_01450
OG0000393	Prar.g_00206	Prbf.g_01453
OG0000394	Prar.g_00205	Prbf.g_01454
OG0000395	Prar.g_00204	Prbf.g_01455
OG0000396	Prar.g_00201	Prbf.g_01457
OG0000397	Prar.g_00199	Prbf.g_01459
OG0000398	Prar.g_00197	Prbf.g_01462
OG0000399	Prar.g_00196	Prbf.g_01463
OG0000400	Prar.g_00195	Prbf.g_01464
OG0000401	Prar.g_00194	Prbf.g_01465
OG0000402	Prar.g_00192	Prbf.g_01055
OG0000403	Prar.g_00191	Prbf.g_01467
OG0000404	Prar.g_00190	Prbf.g_01468
OG0000405	Prar.g_00186	Prbf.g_01472
OG0000406	Prar.g_00180	Prbf.g_01480
OG0000407	Prar.g_00179	Prbf.g_01481
OG0000408	Prar.g_00177	Prbf.g_01483
OG0000409	Prar.g_00175	Prbf.g_01485
OG0000410	Prar.g_00174	Prbf.g_01486
OG0000411	Prar.g_00173	Prbf.g_01487
OG0000412	Prar.g_00172	Prbf.g_01488
OG0000413	Prar.g_00171	Prbf.g_01490
OG0000414	Prar.g_01569, Prar.g_00170	Prbf.g_01491
OG0000415	Prar.g_00169	Prbf.g_01492
OG0000416	Prar.g_00168	Prbf.g_01493
OG0000417	Prar.g_00167	Prbf.g_01494
OG0000418	Prar.g_00162	Prbf.g_01499
OG0000419	Prar.g_00160	Prbf.g_01501
OG0000420	Prar.g_00159	Prbf.g_01502
OG0000421	Prar.g_00154	Prbf.g_01507
OG0000422	Prar.g_00153	Prbf.g_01508
OG0000423	Prar.g_00152	Prbf.g_01509
OG0000424	Prar.g_00151	Prbf.g_01510
OG0000425	Prar.g_00150	Prbf.g_01511
OG0000426	Prar.g_00149	Prbf.g_01512
OG0000427	Prar.g_00148	Prbf.g_01513
OG0000428	Prar.g_00146	Prbf.g_01515
OG0000429	Prar.g_00145	Prbf.g_01516
OG0000430	Prar.g_00144	Prbf.g_01517
OG0000431	Prar.g_00142	Prbf.g_01519
OG0000432	Prar.g_00139	Prbf.g_01523
OG0000433	Prar.g_00138	Prbf.g_01524
OG0000434	Prar.g_00137	Prbf.g_01525
OG0000435	Prar.g_00136	Prbf.g_01526
OG0000436	Prar.g_00131	Prbf.g_01531
OG0000437	Prar.g_00130	Prbf.g_01532
OG0000438	Prar.g_00129	Prbf.g_01533
OG0000439	Prar.g_00127	Prbf.g_01535
OG0000440	Prar.g_00126	Prbf.g_01536
OG0000441	Prar.g_00123	Prbf.g_01539
OG0000442	Prar.g_00122	Prbf.g_01540
OG0000443	Prar.g_00121	Prbf.g_01541
OG0000444	Prar.g_00116	Prbf.g_01547
OG0000445	Prar.g_00115	Prbf.g_01548
OG0000446	Prar.g_00114	Prbf.g_01549
OG0000447	Prar.g_00113	Prbf.g_01550
OG0000448	Prar.g_00112	Prbf.g_01551
OG0000449	Prar.g_00111	Prbf.g_01552
OG0000450	Prar.g_00110	Prbf.g_01553
OG0000451	Prar.g_00109	Prbf.g_01554
OG0000452	Prar.g_00106	Prbf.g_01557
OG0000453	Prar.g_00105	Prbf.g_01558
OG0000454	Prar.g_00104	Prbf.g_01559
OG0000455	Prar.g_00103	Prbf.g_01560
OG0000456	Prar.g_00102	Prbf.g_01561
OG0000457	Prar.g_00101	Prbf.g_01563
OG0000458	Prar.g_00100	Prbf.g_01564
OG0000459	Prar.g_00099	Prbf.g_01565
OG0000460	Prar.g_00092	Prbf.g_01573
OG0000461	Prar.g_00085	Prbf.g_01581
OG0000462	Prar.g_00083	Prbf.g_01583
OG0000463	Prar.g_00082	Prbf.g_01584
OG0000464	Prar.g_00081	Prbf.g_01585
OG0000465	Prar.g_00080	Prbf.g_01586
OG0000466	Prar.g_00077	Prbf.g_01589
OG0000467	Prar.g_00076	Prbf.g_01590
OG0000468	Prar.g_00334	Prbf.g_01593
OG0000469	Prar.g_00325	Prbf.g_01601
OG0000470	Prar.g_00323	Prbf.g_01603
OG0000471	Prar.g_00322	Prbf.g_01604
OG0000472	Prar.g_00321	Prbf.g_01606
OG0000473	Prar.g_00319	Prbf.g_01608
OG0000474	Prar.g_00318	Prbf.g_01609
OG0000475	Prar.g_00317	Prbf.g_01610
OG0000476	Prar.g_00316	Prbf.g_01612
OG0000477	Prar.g_00312	Prbf.g_01615
OG0000478	Prar.g_00311	Prbf.g_01616
OG0000479	Prar.g_00310	Prbf.g_01617
OG0000480	Prar.g_00305	Prbf.g_01622
OG0000481	Prar.g_00303	Prbf.g_01625
OG0000482	Prar.g_00302	Prbf.g_01626
OG0000483	Prar.g_00299	Prbf.g_01629
OG0000484	Prar.g_00298	Prbf.g_01630
OG0000485	Prar.g_00297	Prbf.g_01632
OG0000486	Prar.g_00296	Prbf.g_01633
OG0000487	Prar.g_00292	Prbf.g_01636
OG0000488	Prar.g_00289	Prbf.g_01639
OG0000489	Prar.g_00284	Prbf.g_01644
OG0000490	Prar.g_00279	Prbf.g_01648
OG0000491	Prar.g_00278	Prbf.g_01649
OG0000492	Prar.g_00276	Prbf.g_01651
OG0000493	Prar.g_00275	Prbf.g_01652
OG0000494	Prar.g_00274	Prbf.g_01653
OG0000495	Prar.g_00273	Prbf.g_01654
OG0000496	Prar.g_00272	Prbf.g_01655
OG0000497	Prar.g_00271	Prbf.g_01656
OG0000498	Prar.g_00270	Prbf.g_01657
OG0000499	Prar.g_00269	Prbf.g_01658
OG0000500	Prar.g_00268	Prbf.g_01659
OG0000501	Prar.g_00266	Prbf.g_01660
OG0000502	Prar.g_00263	Prbf.g_01663
OG0000503	Prar.g_00394	Prbf.g_01678
OG0000504	Prar.g_00395	Prbf.g_01680
OG0000505	Prar.g_00396	Prbf.g_01681
OG0000506	Prar.g_00398	Prbf.g_01682
OG0000507	Prar.g_00401	Prbf.g_01685
OG0000508	Prar.g_00405	Prbf.g_01689
OG0000509	Prar.g_00407	Prbf.g_01691
OG0000510	Prar.g_00408	Prbf.g_01692
OG0000511	Prar.g_00409	Prbf.g_01693
OG0000512	Prar.g_00411	Prbf.g_01695
OG0000513	Prar.g_00418	Prbf.g_01704
OG0000514	Prar.g_00479	Prbf.g_01715
OG0000515	Prar.g_00480	Prbf.g_01716
OG0000516	Prar.g_00481	Prbf.g_01717
OG0000517	Prar.g_00483	Prbf.g_01719
OG0000518	Prar.g_00494	Prbf.g_01730
OG0000519	Prar.g_00495	Prbf.g_01731
OG0000520	Prar.g_00496	Prbf.g_01732
OG0000521	Prar.g_00501	Prbf.g_01740
OG0000522	Prar.g_00503	Prbf.g_01742
OG0000523	Prar.g_00504	Prbf.g_01743
OG0000524	Prar.g_00510	Prbf.g_01748
OG0000525	Prar.g_00513	Prbf.g_01752
OG0000526	Prar.g_00514	Prbf.g_01753
OG0000527	Prar.g_00523	Prbf.g_01756
OG0000528	Prar.g_00528	Prbf.g_01761
OG0000529	Prar.g_00531	Prbf.g_01764
OG0000530	Prar.g_00534	Prbf.g_01767
OG0000531	Prar.g_00535	Prbf.g_01768
OG0000532	Prar.g_00537	Prbf.g_01770
OG0000533	Prar.g_00538	Prbf.g_01771
OG0000534	Prar.g_00539	Prbf.g_01772
OG0000535	Prar.g_00540	Prbf.g_01773
OG0000536	Prar.g_00541	Prbf.g_01774
OG0000537	Prar.g_00542	Prbf.g_01775
OG0000538	Prar.g_01331	Prbf.g_01784
OG0000539	Prar.g_01332	Prbf.g_01785
OG0000540	Prar.g_01333	Prbf.g_01786
OG0000541	Prar.g_01334	Prbf.g_01787
OG0000542	Prar.g_01336	Prbf.g_01788
OG0000543	Prar.g_01338	Prbf.g_01790
OG0000544	Prar.g_01339	Prbf.g_01791
OG0000545	Prar.g_01341	Prbf.g_01793
OG0000546	Prar.g_01344	Prbf.g_01796
OG0000547	Prar.g_01345	Prbf.g_01798
OG0000548	Prar.g_01346	Prbf.g_01799
OG0000549	Prar.g_01348	Prbf.g_01801
OG0000550	Prar.g_01353	Prbf.g_01805
OG0000551	Prar.g_01357	Prbf.g_01808
OG0000552	Prar.g_01358	Prbf.g_01809
OG0000553	Prar.g_01359	Prbf.g_01810
OG0000554	Prar.g_01364	Prbf.g_01815
OG0000555	Prar.g_01372	Prbf.g_01823
OG0000556	Prar.g_01374	Prbf.g_01825
OG0000557	Prar.g_01375	Prbf.g_01826
OG0000558	Prar.g_01377	Prbf.g_01828
OG0000559	Prar.g_01381	Prbf.g_01832
OG0000560	Prar.g_01384	Prbf.g_01835
OG0000561	Prar.g_01385	Prbf.g_01836
