Orthogroup	Prar	Syaj
OG0000166	Prar.g_01063	Syaj.g_02698
OG0000167	Prar.g_00627	Syaj.g_02460
OG0000168	Prar.g_00637	Syaj.g_02444
OG0000169	Prar.g_00647	Syaj.g_02431, Syaj.g_02429
OG0000170	Prar.g_00649	Syaj.g_02422
OG0000171	Prar.g_00667	Syaj.g_02389
OG0000172	Prar.g_00675	Syaj.g_02365
OG0000173	Prar.g_00690	Syaj.g_02321
OG0000174	Prar.g_00068	Syaj.g_02169
OG0000175	Prar.g_00058	Syaj.g_02229
OG0000176	Prar.g_00034	Syaj.g_02266
OG0000177	Prar.g_00033	Syaj.g_02267
OG0000178	Prar.g_00032	Syaj.g_02268
OG0000179	Prar.g_00022	Syaj.g_02283
OG0000180	Prar.g_00021	Syaj.g_02284
OG0000181	Prar.g_00020	Syaj.g_02285
OG0000182	Prar.g_00019	Syaj.g_02286
OG0000183	Prar.g_00015	Syaj.g_02290
OG0000184	Prar.g_00573	Syaj.g_02098
OG0000185	Prar.g_00570	Syaj.g_02087
OG0000186	Prar.g_00554	Syaj.g_01812
OG0000187	Prar.g_00553	Syaj.g_01814
OG0000188	Prar.g_00246	Syaj.g_01837
OG0000189	Prar.g_00232	Syaj.g_01874
OG0000190	Prar.g_00231	Syaj.g_01876
OG0000191	Prar.g_00211	Syaj.g_01910
OG0000192	Prar.g_00207	Syaj.g_01919
OG0000193	Prar.g_00181	Syaj.g_01965
OG0000194	Prar.g_00178	Syaj.g_01968
OG0000195	Prar.g_00176	Syaj.g_01971
OG0000196	Prar.g_00166	Syaj.g_01981
OG0000197	Prar.g_00165	Syaj.g_01982
OG0000198	Prar.g_00164	Syaj.g_01983
OG0000199	Prar.g_00157	Syaj.g_01991
OG0000200	Prar.g_00143	Syaj.g_02008
OG0000201	Prar.g_00135	Syaj.g_02024
OG0000202	Prar.g_00134	Syaj.g_02025
OG0000203	Prar.g_00133	Syaj.g_02026
OG0000204	Prar.g_00132	Syaj.g_02027
OG0000205	Prar.g_00125	Syaj.g_02035
OG0000206	Prar.g_00120	Syaj.g_02043
OG0000207	Prar.g_00118	Syaj.g_02045
OG0000208	Prar.g_00117	Syaj.g_02046
OG0000209	Prar.g_00108	Syaj.g_02070
OG0000210	Prar.g_00107	Syaj.g_02071
OG0000212	Prar.g_00087	Syaj.g_02881
OG0000213	Prar.g_00330	Syaj.g_02601
OG0000214	Prar.g_00320	Syaj.g_02582
OG0000215	Prar.g_00295	Syaj.g_02551
OG0000216	Prar.g_00293	Syaj.g_02547
OG0000217	Prar.g_01154, Prar.g_00290	Syaj.g_02543
OG0000218	Prar.g_00288	Syaj.g_02541
OG0000219	Prar.g_00287	Syaj.g_02540
OG0000220	Prar.g_00286	Syaj.g_02539
OG0000221	Prar.g_00285	Syaj.g_02530
OG0000222	Prar.g_00277	Syaj.g_02516
OG0000223	Prar.g_00264	Syaj.g_02494
OG0000224	Prar.g_00262	Syaj.g_02487
OG0000225	Prar.g_00406	Syaj.g_02821
OG0000226	Prar.g_00410	Syaj.g_02825
OG0000227	Prar.g_00412	Syaj.g_02827
OG0000228	Prar.g_00415	Syaj.g_02828
OG0000229	Prar.g_00484	Syaj.g_01555
OG0000230	Prar.g_00486	Syaj.g_01553
OG0000231	Prar.g_00497	Syaj.g_01541
OG0000232	Prar.g_00506	Syaj.g_01497
OG0000233	Prar.g_00512	Syaj.g_01481
OG0000234	Prar.g_00526	Syaj.g_01442
OG0000235	Prar.g_00529	Syaj.g_00071
OG0000236	Prar.g_00543	Syaj.g_00086
OG0000237	Prar.g_01337	Syaj.g_00103
OG0000238	Prar.g_01343	Syaj.g_00108
OG0000239	Prar.g_01355	Syaj.g_00125
OG0000240	Prar.g_01356	Syaj.g_00126
OG0000241	Prar.g_01360	Syaj.g_01291
OG0000242	Prar.g_01362	Syaj.g_00142
OG0000243	Prar.g_01373	Syaj.g_00164
OG0000244	Prar.g_01376	Syaj.g_00180
OG0000245	Prar.g_01378	Syaj.g_00182
OG0000246	Prar.g_01382	Syaj.g_00186
OG0000247	Prar.g_01392	Syaj.g_00197
OG0000248	Prar.g_01394	Syaj.g_00200
OG0000249	Prar.g_01396	Syaj.g_00202
OG0000250	Prar.g_01401	Syaj.g_00211
OG0000251	Prar.g_01420	Syaj.g_00237
OG0000252	Prar.g_01424	Syaj.g_00243
OG0000253	Prar.g_01425	Syaj.g_00245
OG0000254	Prar.g_01441	Syaj.g_01335
OG0000255	Prar.g_01447	Syaj.g_01315
OG0000256	Prar.g_01457	Syaj.g_01297
OG0000257	Prar.g_01460	Syaj.g_01292
OG0000258	Prar.g_01473	Syaj.g_01274
OG0000259	Prar.g_01490	Syaj.g_00707
OG0000260	Prar.g_01493	Syaj.g_00712
OG0000261	Prar.g_01495	Syaj.g_00715
OG0000262	Prar.g_01499	Syaj.g_00720
OG0000263	Prar.g_01511	Syaj.g_00605
OG0000264	Prar.g_01521	Syaj.g_00485
OG0000265	Prar.g_01599	Syaj.g_00510
OG0000266	Prar.g_01609	Syaj.g_00946
OG0000267	Prar.g_01620	Syaj.g_00770
OG0000268	Prar.g_01621	Syaj.g_00771
OG0000269	Prar.g_01679	Syaj.g_01031
OG0000270	Prar.g_01682	Syaj.g_01025
OG0000271	Prar.g_01690	Syaj.g_01017
OG0000272	Prar.g_01691	Syaj.g_01016
OG0000273	Prar.g_01714	Syaj.g_00389
OG0000274	Prar.g_01715	Syaj.g_00388
OG0000275	Prar.g_01717	Syaj.g_00384
OG0000276	Prar.g_01722	Syaj.g_00377
OG0000277	Prar.g_01723	Syaj.g_00376
OG0000278	Prar.g_01726	Syaj.g_00373
OG0000279	Prar.g_01733	Syaj.g_00357
OG0000280	Prar.g_01734	Syaj.g_00348
OG0000281	Prar.g_01740	Syaj.g_02670
OG0000282	Prar.g_01778	Syaj.g_00743
OG0000283	Prar.g_01810	Syaj.g_00790
OG0000284	Prar.g_01815	Syaj.g_00930
OG0000285	Prar.g_01820	Syaj.g_00917
OG0000286	Prar.g_01832	Syaj.g_00899
OG0000288	Prar.g_01877	Syaj.g_00815
OG0000289	Prar.g_01888	Syaj.g_00800
OG0000290	Prar.g_01901	Syaj.g_00424
OG0000291	Prar.g_01903	Syaj.g_00426
OG0000292	Prar.g_01953	Syaj.g_02255
OG0000293	Prar.g_01272	Syaj.g_00290
OG0000294	Prar.g_01271	Syaj.g_00291
OG0000295	Prar.g_01251	Syaj.g_00330
OG0000296	Prar.g_01249	Syaj.g_00332
OG0000297	Prar.g_01241	Syaj.g_00639
OG0000298	Prar.g_01240	Syaj.g_00638
OG0000299	Prar.g_01223	Syaj.g_00592
OG0000300	Prar.g_01220	Syaj.g_00586
OG0000301	Prar.g_01219	Syaj.g_00585
OG0000302	Prar.g_01217	Syaj.g_00582
OG0000303	Prar.g_01210	Syaj.g_00572
OG0000304	Prar.g_01206	Syaj.g_00566
OG0000305	Prar.g_00919	Syaj.g_00429
OG0000306	Prar.g_00916	Syaj.g_01126
OG0000307	Prar.g_00902	Syaj.g_00051
OG0000308	Prar.g_00901	Syaj.g_00049
OG0000309	Prar.g_00897	Syaj.g_00044
OG0000310	Prar.g_00354	Syaj.g_01358
OG0000311	Prar.g_00352	Syaj.g_01362
OG0000312	Prar.g_00349	Syaj.g_01368
OG0000313	Prar.g_00335	Syaj.g_01386
OG0000314	Prar.g_00820	Syaj.g_01420
OG0000315	Prar.g_00810	Syaj.g_01430
OG0000316	Prar.g_00790	Syaj.g_01664
OG0000317	Prar.g_01145	Syaj.g_01715
OG0000318	Prar.g_01142	Syaj.g_01722
OG0000319	Prar.g_01129	Syaj.g_01741
OG0000320	Prar.g_01127	Syaj.g_01743
OG0000321	Prar.g_01126	Syaj.g_01744
OG0000322	Prar.g_01125	Syaj.g_01745
OG0000323	Prar.g_01967	Syaj.g_01760
OG0000324	Prar.g_00609	Syaj.g_01609
OG0000325	Prar.g_01113	Syaj.g_02638
OG0000326	Prar.g_01107	Syaj.g_02645
OG0000327	Prar.g_01068	Syaj.g_02693
OG0000328	Prar.g_01067	Syaj.g_02694
OG0000329	Prar.g_01050	Syaj.g_02712
OG0000330	Prar.g_01049	Syaj.g_02713
OG0000331	Prar.g_01048	Syaj.g_02714
OG0000332	Prar.g_01034	Syaj.g_02729
OG0000333	Prar.g_01032	Syaj.g_02732
OG0000334	Prar.g_01024	Syaj.g_02741
OG0000335	Prar.g_01020	Syaj.g_02746
OG0000336	Prar.g_01016	Syaj.g_02750
OG0000337	Prar.g_00625	Syaj.g_02466
OG0000338	Prar.g_00626	Syaj.g_02462
OG0000339	Prar.g_00630	Syaj.g_02455
OG0000340	Prar.g_00638	Syaj.g_02443
OG0000341	Prar.g_00640	Syaj.g_02441
OG0000342	Prar.g_00641	Syaj.g_02440
OG0000343	Prar.g_00642	Syaj.g_02437
OG0000344	Prar.g_00645	Syaj.g_02433
OG0000345	Prar.g_00650	Syaj.g_02421
OG0000346	Prar.g_00654	Syaj.g_02416
OG0000347	Prar.g_00669	Syaj.g_02383
OG0000348	Prar.g_00678	Syaj.g_02333
OG0000349	Prar.g_00695	Syaj.g_02314
OG0000350	Prar.g_00072	Syaj.g_02652
OG0000351	Prar.g_00055	Syaj.g_02234
OG0000352	Prar.g_00054	Syaj.g_02235
OG0000353	Prar.g_00039	Syaj.g_02261
OG0000355	Prar.g_00037	Syaj.g_02263
OG0000356	Prar.g_00036	Syaj.g_02264
OG0000357	Prar.g_00035	Syaj.g_02265
OG0000358	Prar.g_00031	Syaj.g_02269
OG0000359	Prar.g_00030	Syaj.g_02271
OG0000360	Prar.g_00029	Syaj.g_02272
OG0000361	Prar.g_00028	Syaj.g_02273
OG0000362	Prar.g_00026	Syaj.g_02275
OG0000363	Prar.g_00024	Syaj.g_02277
OG0000364	Prar.g_00023	Syaj.g_02278
OG0000365	Prar.g_00018	Syaj.g_02287
OG0000366	Prar.g_00017	Syaj.g_02288
OG0000367	Prar.g_00016	Syaj.g_02289
OG0000368	Prar.g_00014	Syaj.g_02291
OG0000369	Prar.g_00013	Syaj.g_02292
OG0000370	Prar.g_00012	Syaj.g_02293
OG0000371	Prar.g_00006	Syaj.g_02301
OG0000372	Prar.g_00002	Syaj.g_02307
OG0000373	Prar.g_00001	Syaj.g_02308
OG0000374	Prar.g_00594	Syaj.g_02309
OG0000375	Prar.g_00580	Syaj.g_02310
OG0000376	Prar.g_00578	Syaj.g_02312
OG0000377	Prar.g_00574	Syaj.g_02105
OG0000378	Prar.g_00572	Syaj.g_02091
OG0000379	Prar.g_00569	Syaj.g_02086
OG0000380	Prar.g_00552	Syaj.g_01815
OG0000381	Prar.g_00548	Syaj.g_01819
OG0000382	Prar.g_00247	Syaj.g_01836
OG0000383	Prar.g_00245	Syaj.g_01839
OG0000384	Prar.g_00244	Syaj.g_01840
OG0000385	Prar.g_00243	Syaj.g_01841
OG0000386	Prar.g_00242	Syaj.g_01842
OG0000387	Prar.g_00229	Syaj.g_01878
OG0000388	Prar.g_00226	Syaj.g_01882
OG0000389	Prar.g_00222	Syaj.g_01886
OG0000390	Prar.g_00215	Syaj.g_01904
OG0000391	Prar.g_00212	Syaj.g_01909
OG0000392	Prar.g_00208	Syaj.g_01918
OG0000393	Prar.g_00206	Syaj.g_01922
OG0000394	Prar.g_00205	Syaj.g_01923
OG0000395	Prar.g_00204	Syaj.g_01924
OG0000396	Prar.g_00201	Syaj.g_01928
OG0000397	Prar.g_00199	Syaj.g_01930
OG0000398	Prar.g_00197	Syaj.g_01935
OG0000399	Prar.g_00196	Syaj.g_01936
OG0000400	Prar.g_00195	Syaj.g_01937
OG0000401	Prar.g_00194	Syaj.g_01938
OG0000402	Prar.g_00192	Syaj.g_01940
OG0000403	Prar.g_00191	Syaj.g_01941
OG0000404	Prar.g_00190	Syaj.g_01943
OG0000405	Prar.g_00186	Syaj.g_01961
OG0000406	Prar.g_00180	Syaj.g_01966
OG0000407	Prar.g_00179	Syaj.g_01967
OG0000408	Prar.g_00177	Syaj.g_01970
OG0000409	Prar.g_00175	Syaj.g_01972
OG0000410	Prar.g_00174	Syaj.g_01973
OG0000411	Prar.g_00173	Syaj.g_01974
OG0000412	Prar.g_00172	Syaj.g_01975
OG0000413	Prar.g_00171	Syaj.g_01977
OG0000415	Prar.g_00169	Syaj.g_01978
OG0000416	Prar.g_00168	Syaj.g_01979
OG0000417	Prar.g_00167	Syaj.g_01980
OG0000418	Prar.g_00162	Syaj.g_01985
OG0000419	Prar.g_00160	Syaj.g_01987
OG0000420	Prar.g_00159	Syaj.g_01989
OG0000421	Prar.g_00154	Syaj.g_01994
OG0000422	Prar.g_00153	Syaj.g_01995
OG0000423	Prar.g_00152	Syaj.g_01996
OG0000424	Prar.g_00151	Syaj.g_01997
OG0000425	Prar.g_00150	Syaj.g_01998
OG0000426	Prar.g_00149	Syaj.g_01999
OG0000427	Prar.g_00148	Syaj.g_02000
OG0000428	Prar.g_00146	Syaj.g_02003
OG0000429	Prar.g_00145	Syaj.g_02005
OG0000430	Prar.g_00144	Syaj.g_02007
OG0000431	Prar.g_00142	Syaj.g_02010
OG0000432	Prar.g_00139	Syaj.g_02017
OG0000433	Prar.g_00138	Syaj.g_02020
OG0000434	Prar.g_00137	Syaj.g_02021
OG0000435	Prar.g_00136	Syaj.g_02023
OG0000436	Prar.g_00131	Syaj.g_02029
OG0000437	Prar.g_00130	Syaj.g_02030
OG0000438	Prar.g_00129	Syaj.g_02031
OG0000439	Prar.g_00127	Syaj.g_02033
OG0000440	Prar.g_00126	Syaj.g_02034
OG0000441	Prar.g_00123	Syaj.g_02038
OG0000442	Prar.g_00122	Syaj.g_02039
OG0000443	Prar.g_00121	Syaj.g_02040
OG0000444	Prar.g_00116	Syaj.g_02052
OG0000445	Prar.g_00115	Syaj.g_02053
OG0000446	Prar.g_00114	Syaj.g_02055
OG0000447	Prar.g_00113	Syaj.g_02058
OG0000448	Prar.g_00112	Syaj.g_02059
OG0000449	Prar.g_00111	Syaj.g_02060
OG0000450	Prar.g_00110	Syaj.g_02067
OG0000451	Prar.g_00109	Syaj.g_02068
OG0000452	Prar.g_00106	Syaj.g_02072
OG0000453	Prar.g_00105	Syaj.g_02073
OG0000454	Prar.g_00104	Syaj.g_02074
OG0000455	Prar.g_00103	Syaj.g_02075
OG0000456	Prar.g_00102	Syaj.g_02076
OG0000457	Prar.g_00101	Syaj.g_02078
OG0000458	Prar.g_00100	Syaj.g_02079
OG0000459	Prar.g_00099	Syaj.g_02080
OG0000460	Prar.g_00092	Syaj.g_02858
OG0000461	Prar.g_00085	Syaj.g_02623
OG0000462	Prar.g_00083	Syaj.g_02620
OG0000463	Prar.g_00082	Syaj.g_02619
OG0000464	Prar.g_00081	Syaj.g_02618
OG0000465	Prar.g_00080	Syaj.g_02617
OG0000466	Prar.g_00077	Syaj.g_02612
OG0000467	Prar.g_00076	Syaj.g_02610
OG0000468	Prar.g_00334	Syaj.g_02605
OG0000469	Prar.g_00325	Syaj.g_02590
OG0000470	Prar.g_00323	Syaj.g_02586
OG0000471	Prar.g_00322	Syaj.g_02585
OG0000472	Prar.g_00321	Syaj.g_02583
OG0000473	Prar.g_00319	Syaj.g_02581
OG0000474	Prar.g_00318	Syaj.g_02580
OG0000475	Prar.g_00317	Syaj.g_02579
OG0000476	Prar.g_00316	Syaj.g_02577
OG0000477	Prar.g_00312	Syaj.g_02571
OG0000478	Prar.g_00311	Syaj.g_02570
OG0000479	Prar.g_00310	Syaj.g_02569
OG0000480	Prar.g_00305	Syaj.g_02562
OG0000481	Prar.g_00303	Syaj.g_02560
OG0000482	Prar.g_00302	Syaj.g_02559
OG0000483	Prar.g_00299	Syaj.g_02555
OG0000484	Prar.g_00298	Syaj.g_02554
OG0000485	Prar.g_00297	Syaj.g_02553
OG0000486	Prar.g_00296	Syaj.g_02552
OG0000487	Prar.g_00292	Syaj.g_02546
OG0000488	Prar.g_00289	Syaj.g_02542
OG0000489	Prar.g_00284	Syaj.g_02529
OG0000490	Prar.g_00279	Syaj.g_02519
OG0000491	Prar.g_00278	Syaj.g_02517
OG0000492	Prar.g_00276	Syaj.g_02515
OG0000493	Prar.g_00275	Syaj.g_02514
OG0000494	Prar.g_00274	Syaj.g_02513
OG0000495	Prar.g_00273	Syaj.g_02512
OG0000496	Prar.g_00272	Syaj.g_02511
OG0000497	Prar.g_00271	Syaj.g_02510
OG0000498	Prar.g_00270	Syaj.g_02509
OG0000499	Prar.g_00269	Syaj.g_02508
OG0000500	Prar.g_00268	Syaj.g_02507
OG0000501	Prar.g_00266	Syaj.g_02504
OG0000502	Prar.g_00263	Syaj.g_02492
OG0000503	Prar.g_00394	Syaj.g_02805
OG0000504	Prar.g_00395	Syaj.g_02807
OG0000505	Prar.g_00396	Syaj.g_02808
OG0000506	Prar.g_00398	Syaj.g_02810
OG0000507	Prar.g_00401	Syaj.g_02816
OG0000508	Prar.g_00405	Syaj.g_02820
OG0000509	Prar.g_00407	Syaj.g_02822
OG0000510	Prar.g_00408	Syaj.g_02823
OG0000511	Prar.g_00409	Syaj.g_02824
OG0000512	Prar.g_00411	Syaj.g_02826
OG0000513	Prar.g_00418	Syaj.g_02833
OG0000514	Prar.g_00479	Syaj.g_02839
OG0000515	Prar.g_00480	Syaj.g_02840
OG0000516	Prar.g_00481	Syaj.g_01561
OG0000517	Prar.g_00483	Syaj.g_01556
OG0000518	Prar.g_00494	Syaj.g_01544
OG0000519	Prar.g_00495	Syaj.g_01543
OG0000520	Prar.g_00496	Syaj.g_01542
OG0000521	Prar.g_00501	Syaj.g_00271
OG0000522	Prar.g_00503	Syaj.g_00273
OG0000523	Prar.g_00504	Syaj.g_00274
OG0000524	Prar.g_00510	Syaj.g_01485
OG0000525	Prar.g_00513	Syaj.g_01454
OG0000526	Prar.g_00514	Syaj.g_01451
OG0000527	Prar.g_00523	Syaj.g_01446
OG0000528	Prar.g_00528	Syaj.g_00065
OG0000529	Prar.g_00531	Syaj.g_00073
OG0000530	Prar.g_00534	Syaj.g_00076
OG0000531	Prar.g_00535	Syaj.g_00077
OG0000532	Prar.g_00537	Syaj.g_00080
OG0000533	Prar.g_00538	Syaj.g_00081
OG0000534	Prar.g_00539	Syaj.g_00082
OG0000535	Prar.g_00540	Syaj.g_00083
OG0000536	Prar.g_00541	Syaj.g_00084
OG0000537	Prar.g_00542	Syaj.g_00085
OG0000538	Prar.g_01331	Syaj.g_00096
OG0000539	Prar.g_01332	Syaj.g_00097
OG0000540	Prar.g_01333	Syaj.g_00098
OG0000541	Prar.g_01334	Syaj.g_00099
OG0000542	Prar.g_01336	Syaj.g_00102
OG0000543	Prar.g_01338	Syaj.g_00104
OG0000544	Prar.g_01339	Syaj.g_00105
OG0000545	Prar.g_01341	Syaj.g_00107
OG0000546	Prar.g_01344	Syaj.g_00109
OG0000547	Prar.g_01345	Syaj.g_00111
OG0000548	Prar.g_01346	Syaj.g_00112
OG0000549	Prar.g_01348	Syaj.g_00118
OG0000550	Prar.g_01353	Syaj.g_00123
OG0000551	Prar.g_01357	Syaj.g_00128
OG0000552	Prar.g_01358	Syaj.g_00129
OG0000553	Prar.g_01359	Syaj.g_00133
OG0000554	Prar.g_01364	Syaj.g_00145
OG0000555	Prar.g_01372	Syaj.g_00163
OG0000556	Prar.g_01374	Syaj.g_00167
OG0000557	Prar.g_01375	Syaj.g_00178
OG0000558	Prar.g_01377	Syaj.g_00181
OG0000559	Prar.g_01381	Syaj.g_00185
OG0000560	Prar.g_01384	Syaj.g_00188
OG0000561	Prar.g_01385	Syaj.g_00189
OG0000562	Prar.g_01386	Syaj.g_00190
OG0000563	Prar.g_01387	Syaj.g_00191
OG0000564	Prar.g_01388	Syaj.g_00192
OG0000565	Prar.g_01391	Syaj.g_00195
OG0000566	Prar.g_01393	Syaj.g_00199
OG0000567	Prar.g_01397	Syaj.g_00203
OG0000568	Prar.g_01398	Syaj.g_00207
