Orthogroup	Prar	Prad
OG0000049	Prar.g_00445	Prad.g_00726
OG0000049	Prar.g_01002	Prad.g_01215
OG0000049	Prar.g_01160	Prad.g_00377
OG0000050	Prar.g_01940	Prad.g_00985
OG0000053	Prar.g_00827	Prad.g_00494
OG0000054	Prar.g_01436	Prad.g_01395
OG0000055	Prar.g_01664	Prad.g_01126
OG0000057	Prar.g_01528	Prad.g_01272
OG0000058	Prar.g_00870, Prar.g_00362	Prad.g_00565
OG0000059	Prar.g_01090	Prad.g_00855
OG0000061	Prar.g_01263	Prad.g_01496
OG0000062	Prar.g_00769	Prad.g_00436
OG0000063	Prar.g_00004, Prar.g_00005	Prad.g_01953
OG0000063	Prar.g_01189	Prad.g_00081
OG0000065	Prar.g_00221	Prad.g_01886
OG0000066	Prar.g_01369	Prad.g_00090
OG0000068	Prar.g_00911	Prad.g_00594
OG0000069	Prar.g_01170	Prad.g_00952
OG0000069	Prar.g_00736	Prad.g_00400
OG0000070	Prar.g_00498	Prad.g_00057
OG0000071	Prar.g_00955	Prad.g_00628
OG0000072	Prar.g_00156	Prad.g_01820
OG0000073	Prar.g_01330	Prad.g_00130
OG0000074	Prar.g_01512	Prad.g_01256
OG0000075	Prar.g_00629	Prad.g_00775
OG0000076	Prar.g_00592, Prar.g_00653	Prad.g_01631
OG0000077	Prar.g_00250	Prad.g_01915
OG0000078	Prar.g_00088	Prad.g_01752
OG0000081	Prar.g_01361	Prad.g_00098
OG0000082	Prar.g_01414	Prad.g_01374
OG0000083	Prar.g_01630	Prad.g_01082
OG0000083	Prar.g_01623	Prad.g_01075
OG0000084	Prar.g_00343	Prad.g_00519
OG0000085	Prar.g_01150	Prad.g_00948
OG0000086	Prar.g_00240	Prad.g_01905
OG0000087	Prar.g_00189	Prad.g_01854
OG0000088	Prar.g_00161	Prad.g_01825
OG0000089	Prar.g_00416	Prad.g_00755
OG0000090	Prar.g_01363	Prad.g_00096
OG0000091	Prar.g_01472	Prad.g_01431
OG0000092	Prar.g_01781	Prad.g_00240
OG0000093	Prar.g_01801	Prad.g_00218
OG0000094	Prar.g_01885	Prad.g_01038
OG0000095	Prar.g_01904	Prad.g_01018
OG0000096	Prar.g_01313	Prad.g_00650
OG0000096	Prar.g_00991	Prad.g_00330
OG0000097	Prar.g_01222	Prad.g_01454
OG0000098	Prar.g_00929	Prad.g_00612
OG0000099	Prar.g_00872	Prad.g_00566
OG0000100	Prar.g_00773	Prad.g_00440
OG0000101	Prar.g_01027	Prad.g_00807
OG0000102	Prar.g_00658	Prad.g_01626
OG0000103	Prar.g_00050	Prad.g_01548
OG0000104	Prar.g_00042	Prad.g_01540
OG0000105	Prar.g_00313	Prad.g_01717
OG0000106	Prar.g_00431	Prad.g_00739
OG0000107	Prar.g_00446	Prad.g_00724
OG0000108	Prar.g_00530	Prad.g_00027
OG0000109	Prar.g_00544	Prad.g_00013
OG0000110	Prar.g_01404	Prad.g_01364
OG0000111	Prar.g_01529	Prad.g_01273
OG0000112	Prar.g_01652	Prad.g_01109
OG0000113	Prar.g_01706	Prad.g_01168
OG0000114	Prar.g_01776	Prad.g_00245
OG0000115	Prar.g_01318	Prad.g_00641
OG0000116	Prar.g_01273	Prad.g_01506
OG0000117	Prar.g_01003	Prad.g_01214
OG0000118	Prar.g_00943	Prad.g_00616
OG0000119	Prar.g_00915	Prad.g_00598
OG0000120	Prar.g_00880	Prad.g_00564
OG0000121	Prar.g_00337	Prad.g_00513
OG0000122	Prar.g_00807	Prad.g_00474
OG0000123	Prar.g_01021	Prad.g_00800
OG0000124	Prar.g_00668	Prad.g_01616
OG0000125	Prar.g_00704	Prad.g_01580
OG0000126	Prar.g_00043	Prad.g_01541
OG0000128	Prar.g_00027	Prad.g_01975
OG0000129	Prar.g_00576	Prad.g_01943
OG0000130	Prar.g_00549	Prad.g_01924
OG0000131	Prar.g_00182	Prad.g_01846
OG0000132	Prar.g_00163	Prad.g_01827
OG0000133	Prar.g_00265	Prad.g_01669
OG0000134	Prar.g_00417	Prad.g_00754
OG0000135	Prar.g_00444	Prad.g_00727
OG0000136	Prar.g_00489	Prad.g_00066
OG0000137	Prar.g_00525	Prad.g_00032
OG0000138	Prar.g_00545	Prad.g_00012
OG0000139	Prar.g_01367	Prad.g_00092
OG0000140	Prar.g_01368	Prad.g_00091
OG0000141	Prar.g_01437	Prad.g_01396
OG0000142	Prar.g_01465	Prad.g_01424
OG0000143	Prar.g_01469	Prad.g_01428
OG0000144	Prar.g_01482	Prad.g_01226
OG0000145	Prar.g_01651	Prad.g_01107
OG0000146	Prar.g_01653	Prad.g_01110
OG0000147	Prar.g_01654	Prad.g_01111
OG0000148	Prar.g_01700	Prad.g_01162
OG0000149	Prar.g_01730	Prad.g_00301
OG0000150	Prar.g_01738	Prad.g_00293
OG0000151	Prar.g_01786	Prad.g_00235
OG0000152	Prar.g_01833	Prad.g_00186
OG0000153	Prar.g_01852	Prad.g_00167
OG0000154	Prar.g_01878	Prad.g_00139
OG0000155	Prar.g_01243	Prad.g_01476
OG0000156	Prar.g_00966	Prad.g_00359
OG0000157	Prar.g_00965	Prad.g_00360
OG0000158	Prar.g_00375	Prad.g_00567
OG0000159	Prar.g_00380, Prar.g_00871	Prad.g_00563
OG0000160	Prar.g_00338	Prad.g_00514
OG0000161	Prar.g_00840	Prad.g_00508
OG0000162	Prar.g_00834	Prad.g_00502
OG0000163	Prar.g_00800	Prad.g_00467
OG0000164	Prar.g_01964	Prad.g_00917
OG0000165	Prar.g_01971	Prad.g_00910
OG0000166	Prar.g_01063	Prad.g_00843
OG0000167	Prar.g_00627	Prad.g_00777
OG0000168	Prar.g_00637	Prad.g_00767
OG0000169	Prar.g_00647	Prad.g_01637
OG0000170	Prar.g_00649	Prad.g_01635
OG0000171	Prar.g_00667	Prad.g_01617
OG0000172	Prar.g_00675	Prad.g_01609
OG0000173	Prar.g_00690	Prad.g_01594
OG0000174	Prar.g_00068	Prad.g_01566
OG0000175	Prar.g_00058	Prad.g_01556
OG0000176	Prar.g_00034	Prad.g_01532
OG0000177	Prar.g_00033	Prad.g_01531
OG0000178	Prar.g_00032	Prad.g_01530
OG0000179	Prar.g_00022	Prad.g_01970
OG0000180	Prar.g_00021	Prad.g_01969
OG0000181	Prar.g_00020	Prad.g_01968
OG0000182	Prar.g_00019	Prad.g_01967
OG0000183	Prar.g_00015	Prad.g_01963
OG0000184	Prar.g_00573	Prad.g_01940
OG0000185	Prar.g_00570	Prad.g_01937
OG0000186	Prar.g_00554	Prad.g_01929
OG0000187	Prar.g_00553	Prad.g_01928
OG0000188	Prar.g_00246	Prad.g_01911
OG0000189	Prar.g_00232	Prad.g_01897
OG0000190	Prar.g_00231	Prad.g_01896
OG0000191	Prar.g_00211	Prad.g_01876
OG0000192	Prar.g_00207	Prad.g_01872
OG0000193	Prar.g_00181	Prad.g_01845
OG0000194	Prar.g_00178	Prad.g_01842
OG0000195	Prar.g_00176	Prad.g_01840
OG0000196	Prar.g_00166	Prad.g_01830
OG0000197	Prar.g_00165	Prad.g_01829
OG0000198	Prar.g_00164	Prad.g_01828
OG0000199	Prar.g_00157	Prad.g_01821
OG0000200	Prar.g_00143	Prad.g_01807
OG0000201	Prar.g_00135	Prad.g_01799
OG0000202	Prar.g_00134	Prad.g_01798
OG0000203	Prar.g_00133	Prad.g_01797
OG0000204	Prar.g_00132	Prad.g_01796
OG0000205	Prar.g_00125	Prad.g_01789
OG0000206	Prar.g_00120	Prad.g_01784
OG0000207	Prar.g_00118	Prad.g_01782
OG0000208	Prar.g_00117	Prad.g_01781
OG0000209	Prar.g_00108	Prad.g_01772
OG0000210	Prar.g_00107	Prad.g_01771
OG0000211	Prar.g_00094	Prad.g_01758
OG0000212	Prar.g_00087	Prad.g_01751
OG0000213	Prar.g_00330	Prad.g_01734
OG0000214	Prar.g_00320	Prad.g_01724
OG0000215	Prar.g_00295	Prad.g_01699
OG0000216	Prar.g_00293	Prad.g_01697
OG0000217	Prar.g_00290	Prad.g_01694
OG0000218	Prar.g_00288	Prad.g_01692
OG0000219	Prar.g_00287	Prad.g_01691
OG0000220	Prar.g_00286	Prad.g_01690
OG0000221	Prar.g_00285	Prad.g_01689
OG0000222	Prar.g_00277	Prad.g_01681
OG0000223	Prar.g_00264	Prad.g_01668
OG0000224	Prar.g_00262	Prad.g_01666
OG0000225	Prar.g_00406	Prad.g_01645
OG0000226	Prar.g_00410	Prad.g_00761
OG0000227	Prar.g_00412	Prad.g_00759
OG0000228	Prar.g_00415	Prad.g_00756
OG0000229	Prar.g_00484	Prad.g_00666
OG0000230	Prar.g_00486	Prad.g_00069
OG0000231	Prar.g_00497	Prad.g_00058
OG0000232	Prar.g_00506	Prad.g_00049
OG0000233	Prar.g_00512	Prad.g_00043
OG0000234	Prar.g_00526	Prad.g_00031
OG0000235	Prar.g_00529	Prad.g_00028
OG0000236	Prar.g_00543	Prad.g_00014
OG0000237	Prar.g_01337	Prad.g_00123
OG0000238	Prar.g_01343	Prad.g_00117
OG0000239	Prar.g_01355	Prad.g_00104
OG0000240	Prar.g_01356	Prad.g_00103
OG0000241	Prar.g_01360	Prad.g_00099
OG0000242	Prar.g_01362	Prad.g_00097
OG0000243	Prar.g_01373	Prad.g_01333
OG0000244	Prar.g_01376	Prad.g_01336
OG0000245	Prar.g_01378	Prad.g_01338
OG0000246	Prar.g_01382	Prad.g_01342
OG0000247	Prar.g_01392	Prad.g_01352
OG0000248	Prar.g_01394	Prad.g_01354
OG0000249	Prar.g_01396	Prad.g_01356
OG0000250	Prar.g_01401	Prad.g_01361
OG0000251	Prar.g_01420	Prad.g_01380
OG0000252	Prar.g_01424	Prad.g_01383
OG0000253	Prar.g_01425	Prad.g_01384
OG0000254	Prar.g_01441	Prad.g_01400
OG0000255	Prar.g_01447	Prad.g_01406
OG0000256	Prar.g_01457	Prad.g_01416
OG0000257	Prar.g_01460	Prad.g_01419
OG0000258	Prar.g_01473	Prad.g_01432
OG0000259	Prar.g_01490	Prad.g_01234
OG0000260	Prar.g_01493	Prad.g_01237
OG0000261	Prar.g_01495	Prad.g_01239
OG0000262	Prar.g_01499	Prad.g_01243
OG0000263	Prar.g_01511	Prad.g_01255
OG0000264	Prar.g_01521	Prad.g_01265
OG0000265	Prar.g_01599	Prad.g_01049
OG0000266	Prar.g_01609	Prad.g_01059
OG0000267	Prar.g_01620	Prad.g_01070
OG0000268	Prar.g_01621	Prad.g_01071
OG0000269	Prar.g_01679	Prad.g_01141
OG0000270	Prar.g_01682	Prad.g_01144
OG0000271	Prar.g_01690	Prad.g_01152
OG0000272	Prar.g_01691	Prad.g_01153
OG0000273	Prar.g_01714	Prad.g_01176
OG0000274	Prar.g_01715	Prad.g_01177
OG0000275	Prar.g_01717	Prad.g_01180
OG0000276	Prar.g_01722	Prad.g_01185
OG0000277	Prar.g_01723	Prad.g_00308
OG0000278	Prar.g_01726	Prad.g_00305
OG0000279	Prar.g_01733	Prad.g_00298
OG0000280	Prar.g_01734	Prad.g_00297
OG0000281	Prar.g_01740	Prad.g_00292
OG0000282	Prar.g_01778	Prad.g_00243
OG0000283	Prar.g_01810	Prad.g_00209
OG0000284	Prar.g_01815	Prad.g_00204
OG0000285	Prar.g_01820	Prad.g_00199
OG0000286	Prar.g_01832	Prad.g_00187
OG0000287	Prar.g_01849	Prad.g_00170
OG0000288	Prar.g_01877	Prad.g_00140
OG0000289	Prar.g_01888	Prad.g_01035
OG0000290	Prar.g_01901	Prad.g_01021
OG0000291	Prar.g_01903	Prad.g_01019
OG0000292	Prar.g_01953	Prad.g_00972
OG0000293	Prar.g_01272	Prad.g_01505
OG0000294	Prar.g_01271	Prad.g_01504
OG0000295	Prar.g_01251	Prad.g_01484
OG0000296	Prar.g_01249	Prad.g_01482
OG0000297	Prar.g_01241	Prad.g_01474
OG0000298	Prar.g_01240	Prad.g_01473
OG0000299	Prar.g_01223	Prad.g_01455
OG0000300	Prar.g_01220	Prad.g_01452
OG0000301	Prar.g_01219	Prad.g_01451
OG0000302	Prar.g_01217	Prad.g_01449
OG0000303	Prar.g_01210	Prad.g_01442
OG0000304	Prar.g_01206	Prad.g_01438
OG0000305	Prar.g_00919	Prad.g_00602
OG0000306	Prar.g_00916	Prad.g_00599
OG0000307	Prar.g_00902	Prad.g_00585
OG0000308	Prar.g_00901	Prad.g_00584
OG0000309	Prar.g_00897	Prad.g_00580
OG0000310	Prar.g_00354	Prad.g_00530
OG0000311	Prar.g_00352	Prad.g_00528
OG0000312	Prar.g_00349	Prad.g_00525
OG0000313	Prar.g_00335	Prad.g_00511
OG0000314	Prar.g_00820	Prad.g_00487
OG0000315	Prar.g_00810	Prad.g_00477
OG0000316	Prar.g_00790	Prad.g_00457
OG0000317	Prar.g_01145	Prad.g_00943
OG0000318	Prar.g_01142	Prad.g_00940
OG0000319	Prar.g_01129	Prad.g_00927
OG0000320	Prar.g_01127	Prad.g_00925
OG0000321	Prar.g_01126	Prad.g_00924
OG0000322	Prar.g_01125	Prad.g_00923
OG0000323	Prar.g_01967	Prad.g_00914
OG0000324	Prar.g_00609	Prad.g_00887
OG0000325	Prar.g_01113	Prad.g_00878
OG0000326	Prar.g_01107	Prad.g_00872
OG0000327	Prar.g_01068	Prad.g_00848
OG0000328	Prar.g_01067	Prad.g_00847
OG0000329	Prar.g_01050	Prad.g_00830
OG0000330	Prar.g_01049	Prad.g_00829
OG0000331	Prar.g_01048	Prad.g_00828
OG0000332	Prar.g_01034	Prad.g_00814
OG0000333	Prar.g_01032	Prad.g_00812
OG0000334	Prar.g_01024	Prad.g_00804
OG0000335	Prar.g_01020	Prad.g_00799
OG0000336	Prar.g_01016	Prad.g_00795
OG0000337	Prar.g_00625	Prad.g_00779
OG0000338	Prar.g_00626	Prad.g_00778
OG0000339	Prar.g_00630	Prad.g_00774
OG0000340	Prar.g_00638	Prad.g_00766
OG0000340	Prar.g_00638	Prad.g_01294
OG0000341	Prar.g_00640	Prad.g_00764
OG0000342	Prar.g_00641	Prad.g_00763
OG0000343	Prar.g_00642	Prad.g_00762
OG0000344	Prar.g_00645	Prad.g_01639
OG0000345	Prar.g_00650	Prad.g_01634
OG0000346	Prar.g_00654	Prad.g_01630
OG0000347	Prar.g_00669	Prad.g_01615
OG0000348	Prar.g_00678	Prad.g_01606
OG0000349	Prar.g_00695	Prad.g_01589
OG0000350	Prar.g_00072	Prad.g_01570
OG0000351	Prar.g_00055	Prad.g_01553
OG0000352	Prar.g_00054	Prad.g_01552
OG0000353	Prar.g_00039	Prad.g_01537
OG0000355	Prar.g_00037	Prad.g_01535
OG0000356	Prar.g_00036	Prad.g_01534
OG0000357	Prar.g_00035	Prad.g_01533
OG0000358	Prar.g_00031	Prad.g_01529
OG0000359	Prar.g_00030	Prad.g_01528
OG0000360	Prar.g_00029	Prad.g_01527
OG0000361	Prar.g_00028	Prad.g_01976
OG0000362	Prar.g_00026	Prad.g_01974
OG0000363	Prar.g_00024	Prad.g_01972
OG0000364	Prar.g_00023	Prad.g_01971
OG0000365	Prar.g_00018	Prad.g_01966
OG0000366	Prar.g_00017	Prad.g_01965
OG0000367	Prar.g_00016	Prad.g_01964
OG0000368	Prar.g_00014	Prad.g_01962
OG0000369	Prar.g_00013	Prad.g_01961
OG0000370	Prar.g_00012	Prad.g_01960
OG0000371	Prar.g_00006	Prad.g_01954
OG0000372	Prar.g_00002	Prad.g_01951
OG0000373	Prar.g_00001	Prad.g_01950
OG0000374	Prar.g_00594	Prad.g_01949
OG0000375	Prar.g_00580	Prad.g_01947
OG0000376	Prar.g_00578	Prad.g_01945
OG0000377	Prar.g_00574	Prad.g_01941
OG0000378	Prar.g_00572	Prad.g_01939
OG0000379	Prar.g_00569	Prad.g_01936
OG0000380	Prar.g_00552	Prad.g_01927
OG0000381	Prar.g_00548	Prad.g_01923
OG0000382	Prar.g_00247	Prad.g_01912
OG0000383	Prar.g_00245	Prad.g_01910
OG0000384	Prar.g_00244	Prad.g_01909
OG0000385	Prar.g_00243	Prad.g_01908
OG0000386	Prar.g_00242	Prad.g_01907
OG0000387	Prar.g_00229	Prad.g_01894
OG0000388	Prar.g_00226	Prad.g_01891
OG0000389	Prar.g_00222	Prad.g_01887
OG0000390	Prar.g_00215	Prad.g_01880
OG0000391	Prar.g_00212	Prad.g_01877
OG0000392	Prar.g_00208	Prad.g_01873
OG0000393	Prar.g_00206	Prad.g_01871
OG0000394	Prar.g_00205	Prad.g_01870
OG0000395	Prar.g_00204	Prad.g_01869
OG0000396	Prar.g_00201	Prad.g_01866
OG0000397	Prar.g_00199	Prad.g_01864
OG0000398	Prar.g_00197	Prad.g_01862
OG0000399	Prar.g_00196	Prad.g_01861
OG0000400	Prar.g_00195	Prad.g_01860
OG0000401	Prar.g_00194	Prad.g_01859
OG0000402	Prar.g_00192	Prad.g_01857
OG0000403	Prar.g_00191	Prad.g_01856
OG0000404	Prar.g_00190	Prad.g_01855
OG0000405	Prar.g_00186	Prad.g_01851
OG0000406	Prar.g_00180	Prad.g_01844
OG0000407	Prar.g_00179	Prad.g_01843
OG0000408	Prar.g_00177	Prad.g_01841
OG0000409	Prar.g_00175	Prad.g_01839
OG0000410	Prar.g_00174	Prad.g_01838
OG0000411	Prar.g_00173	Prad.g_01837
OG0000412	Prar.g_00172	Prad.g_01836
OG0000413	Prar.g_00171	Prad.g_01835
OG0000414	Prar.g_00170	Prad.g_01834
OG0000415	Prar.g_00169	Prad.g_01833
OG0000416	Prar.g_00168	Prad.g_01832
OG0000417	Prar.g_00167	Prad.g_01831
OG0000418	Prar.g_00162	Prad.g_01826
OG0000419	Prar.g_00160	Prad.g_01824
OG0000420	Prar.g_00159	Prad.g_01823
OG0000421	Prar.g_00154	Prad.g_01818
OG0000422	Prar.g_00153	Prad.g_01817
OG0000423	Prar.g_00152	Prad.g_01816
OG0000424	Prar.g_00151	Prad.g_01815
OG0000425	Prar.g_00150	Prad.g_01814
OG0000426	Prar.g_00149	Prad.g_01813
OG0000427	Prar.g_00148	Prad.g_01812
OG0000428	Prar.g_00146	Prad.g_01810
OG0000429	Prar.g_00145	Prad.g_01809
OG0000430	Prar.g_00144	Prad.g_01808
OG0000431	Prar.g_00142	Prad.g_01806
OG0000432	Prar.g_00139	Prad.g_01803
OG0000433	Prar.g_00138	Prad.g_01802
OG0000434	Prar.g_00137	Prad.g_01801
OG0000435	Prar.g_00136	Prad.g_01800
OG0000436	Prar.g_00131	Prad.g_01795
OG0000437	Prar.g_00130	Prad.g_01794
OG0000438	Prar.g_00129	Prad.g_01793
OG0000439	Prar.g_00127	Prad.g_01791
OG0000440	Prar.g_00126	Prad.g_01790
OG0000441	Prar.g_00123	Prad.g_01787
OG0000442	Prar.g_00122	Prad.g_01786
OG0000443	Prar.g_00121	Prad.g_01785
OG0000444	Prar.g_00116	Prad.g_01780
OG0000445	Prar.g_00115	Prad.g_01779
OG0000446	Prar.g_00114	Prad.g_01778
OG0000447	Prar.g_00113	Prad.g_01777
OG0000448	Prar.g_00112	Prad.g_01776
OG0000449	Prar.g_00111	Prad.g_01775
OG0000450	Prar.g_00110	Prad.g_01774
OG0000451	Prar.g_00109	Prad.g_01773
OG0000452	Prar.g_00106	Prad.g_01770
OG0000453	Prar.g_00105	Prad.g_01769
OG0000454	Prar.g_00104	Prad.g_01768
OG0000455	Prar.g_00103	Prad.g_01767
OG0000456	Prar.g_00102	Prad.g_01766
OG0000457	Prar.g_00101	Prad.g_01765
OG0000458	Prar.g_00100	Prad.g_01764
OG0000459	Prar.g_00099	Prad.g_01763
OG0000460	Prar.g_00092	Prad.g_01756
OG0000461	Prar.g_00085	Prad.g_01749
OG0000462	Prar.g_00083	Prad.g_01747
OG0000463	Prar.g_00082	Prad.g_01746
OG0000464	Prar.g_00081	Prad.g_01745
OG0000465	Prar.g_00080	Prad.g_01744
OG0000466	Prar.g_00077	Prad.g_01741
OG0000467	Prar.g_00076	Prad.g_01740
OG0000468	Prar.g_00334	Prad.g_01738
OG0000469	Prar.g_00325	Prad.g_01729
OG0000470	Prar.g_00323	Prad.g_01727
OG0000471	Prar.g_00322	Prad.g_01726
OG0000472	Prar.g_00321	Prad.g_01725
OG0000473	Prar.g_00319	Prad.g_01723
OG0000474	Prar.g_00318	Prad.g_01722
OG0000475	Prar.g_00317	Prad.g_01721
OG0000476	Prar.g_00316	Prad.g_01720
OG0000477	Prar.g_00312	Prad.g_01716
OG0000478	Prar.g_00311	Prad.g_01715
OG0000479	Prar.g_00310	Prad.g_01714
OG0000480	Prar.g_00305	Prad.g_01709
OG0000481	Prar.g_00303	Prad.g_01707
OG0000482	Prar.g_00302	Prad.g_01706
OG0000483	Prar.g_00299	Prad.g_01703
OG0000484	Prar.g_00298	Prad.g_01702
OG0000485	Prar.g_00297	Prad.g_01701
OG0000486	Prar.g_00296	Prad.g_01700
OG0000487	Prar.g_00292	Prad.g_01696
OG0000488	Prar.g_00289	Prad.g_01693
OG0000489	Prar.g_00284	Prad.g_01688
OG0000490	Prar.g_00279	Prad.g_01683
OG0000491	Prar.g_00278	Prad.g_01682
OG0000492	Prar.g_00276	Prad.g_01680
OG0000493	Prar.g_00275	Prad.g_01679
OG0000494	Prar.g_00274	Prad.g_01678
OG0000495	Prar.g_00273	Prad.g_01677
OG0000496	Prar.g_00272	Prad.g_01676
OG0000497	Prar.g_00271	Prad.g_01675
OG0000498	Prar.g_00270	Prad.g_01674
OG0000499	Prar.g_00269	Prad.g_01673
OG0000500	Prar.g_00268	Prad.g_01672
OG0000501	Prar.g_00266	Prad.g_01670
OG0000502	Prar.g_00263	Prad.g_01667
OG0000503	Prar.g_00394	Prad.g_01657
OG0000504	Prar.g_00395	Prad.g_01656
OG0000505	Prar.g_00396	Prad.g_01655
OG0000506	Prar.g_00398	Prad.g_01653
OG0000507	Prar.g_00401	Prad.g_01650
OG0000508	Prar.g_00405	Prad.g_01646
OG0000509	Prar.g_00407	Prad.g_01644
OG0000510	Prar.g_00408	Prad.g_01643
OG0000511	Prar.g_00409	Prad.g_01642
OG0000512	Prar.g_00411	Prad.g_00760
OG0000513	Prar.g_00418	Prad.g_00753
OG0000514	Prar.g_00479	Prad.g_00671
OG0000515	Prar.g_00480	Prad.g_00670
OG0000516	Prar.g_00481	Prad.g_00669
OG0000517	Prar.g_00483	Prad.g_00667
OG0000518	Prar.g_00494	Prad.g_00061
OG0000519	Prar.g_00495	Prad.g_00060
OG0000520	Prar.g_00496	Prad.g_00059
OG0000521	Prar.g_00501	Prad.g_00054
OG0000522	Prar.g_00503	Prad.g_00052
OG0000523	Prar.g_00504	Prad.g_00051
OG0000524	Prar.g_00510	Prad.g_00045
OG0000525	Prar.g_00513	Prad.g_00042
OG0000526	Prar.g_00514	Prad.g_00041
OG0000527	Prar.g_00523	Prad.g_00034
OG0000528	Prar.g_00528	Prad.g_00029
OG0000529	Prar.g_00531	Prad.g_00026
OG0000530	Prar.g_00534	Prad.g_00023
OG0000531	Prar.g_00535	Prad.g_00022
OG0000532	Prar.g_00537	Prad.g_00020
OG0000533	Prar.g_00538	Prad.g_00019
OG0000534	Prar.g_00539	Prad.g_00018
OG0000535	Prar.g_00540	Prad.g_00017
OG0000536	Prar.g_00541	Prad.g_00016
OG0000537	Prar.g_00542	Prad.g_00015
OG0000538	Prar.g_01331	Prad.g_00129
OG0000539	Prar.g_01332	Prad.g_00128
OG0000540	Prar.g_01333	Prad.g_00127
OG0000541	Prar.g_01334	Prad.g_00126
OG0000542	Prar.g_01336	Prad.g_00124
OG0000543	Prar.g_01338	Prad.g_00122
OG0000544	Prar.g_01339	Prad.g_00121
OG0000545	Prar.g_01341	Prad.g_00119
OG0000546	Prar.g_01344	Prad.g_00116
OG0000547	Prar.g_01345	Prad.g_00114
OG0000548	Prar.g_01346	Prad.g_00113
OG0000549	Prar.g_01348	Prad.g_00111
OG0000550	Prar.g_01353	Prad.g_00106
OG0000551	Prar.g_01357	Prad.g_00102
OG0000552	Prar.g_01358	Prad.g_00101
OG0000553	Prar.g_01359	Prad.g_00100
OG0000554	Prar.g_01364	Prad.g_00095
OG0000555	Prar.g_01372	Prad.g_01332
OG0000556	Prar.g_01374	Prad.g_01334
OG0000557	Prar.g_01375	Prad.g_01335
OG0000558	Prar.g_01377	Prad.g_01337
OG0000559	Prar.g_01381	Prad.g_01341
OG0000560	Prar.g_01384	Prad.g_01344
OG0000561	Prar.g_01385	Prad.g_01345
OG0000562	Prar.g_01386	Prad.g_01346
OG0000563	Prar.g_01387	Prad.g_01347
OG0000564	Prar.g_01388	Prad.g_01348
