Orthogroup	Prar	Syaq
OG0000084	Prar.g_00343	Syaq.g_00367
OG0000085	Prar.g_01150	Syaq.g_01683
OG0000086	Prar.g_00240	Syaq.g_01525
OG0000087	Prar.g_00189	Syaq.g_01438
OG0000088	Prar.g_00161	Syaq.g_01402
OG0000089	Prar.g_00416	Syaq.g_00529
OG0000090	Prar.g_01363	Syaq.g_01838
OG0000091	Prar.g_01472	Syaq.g_02090
OG0000094	Prar.g_01885	Syaq.g_00056, Syaq.g_02554
OG0000097	Prar.g_01222	Syaq.g_00167
OG0000098	Prar.g_00929	Syaq.g_02221
OG0000099	Prar.g_00872	Syaq.g_00882
OG0000100	Prar.g_00773	Syaq.g_02371
OG0000101	Prar.g_01027	Syaq.g_00607
OG0000102	Prar.g_00658	Syaq.g_01033
OG0000103	Prar.g_00050	Syaq.g_01170
OG0000104	Prar.g_00042	Syaq.g_01154
OG0000105	Prar.g_00313	Syaq.g_00754
OG0000106	Prar.g_00431	Syaq.g_01863
OG0000108	Prar.g_00530	Syaq.g_01772
OG0000109	Prar.g_00544	Syaq.g_01788
OG0000110	Prar.g_01404	Syaq.g_01962
OG0000111	Prar.g_01529	Syaq.g_02606
OG0000112	Prar.g_01652	Syaq.g_02476
OG0000114	Prar.g_01776	Syaq.g_02269
OG0000115	Prar.g_01318	Syaq.g_00395
OG0000116	Prar.g_01273	Syaq.g_00263
OG0000117	Prar.g_01003	Syaq.g_00203
OG0000118	Prar.g_00943	Syaq.g_00325, Syaq.g_00316
OG0000120	Prar.g_00880	Syaq.g_00883
OG0000121	Prar.g_00337	Syaq.g_00375
OG0000122	Prar.g_00807	Syaq.g_02118
OG0000123	Prar.g_01021	Syaq.g_00599
OG0000124	Prar.g_00668	Syaq.g_01055
OG0000125	Prar.g_00704	Syaq.g_01256
OG0000126	Prar.g_00043	Syaq.g_01156
OG0000128	Prar.g_00027	Syaq.g_01138
OG0000129	Prar.g_00576	Syaq.g_01269
OG0000130	Prar.g_00549	Syaq.g_01559
OG0000131	Prar.g_00182	Syaq.g_01427, Syaq.g_01424
OG0000132	Prar.g_00163	Syaq.g_01404
OG0000133	Prar.g_00265	Syaq.g_02481
OG0000134	Prar.g_00417	Syaq.g_00526
OG0000135	Prar.g_00444	Syaq.g_01227
OG0000136	Prar.g_00489	Syaq.g_00496
OG0000137	Prar.g_00525	Syaq.g_00442
OG0000138	Prar.g_00545	Syaq.g_01789
OG0000139	Prar.g_01367	Syaq.g_01844
OG0000140	Prar.g_01368	Syaq.g_01848
OG0000141	Prar.g_01437	Syaq.g_02010
OG0000142	Prar.g_01465	Syaq.g_02082
OG0000143	Prar.g_01469	Syaq.g_02086
OG0000144	Prar.g_01482	Syaq.g_02152
OG0000145	Prar.g_01651	Syaq.g_01796
OG0000146	Prar.g_01653	Syaq.g_02475
OG0000147	Prar.g_01654	Syaq.g_02474
OG0000148	Prar.g_01700	Syaq.g_02359
OG0000149	Prar.g_01730	Syaq.g_02395
OG0000150	Prar.g_01738	Syaq.g_02011
OG0000151	Prar.g_01786	Syaq.g_02283
OG0000152	Prar.g_01833	Syaq.g_02485
OG0000153	Prar.g_01852	Syaq.g_02518
OG0000154	Prar.g_01878	Syaq.g_00066
OG0000155	Prar.g_01243	Syaq.g_00212
OG0000156	Prar.g_00966	Syaq.g_00281
OG0000157	Prar.g_00965	Syaq.g_00282
OG0000158	Prar.g_00375	Syaq.g_01003
OG0000159	Prar.g_00380	Syaq.g_00918
OG0000160	Prar.g_00338	Syaq.g_00374
OG0000161	Prar.g_00840	Syaq.g_00382
OG0000162	Prar.g_00834	Syaq.g_00389
OG0000163	Prar.g_00800	Syaq.g_01730
OG0000164	Prar.g_01964	Syaq.g_01642
OG0000165	Prar.g_01971	Syaq.g_01630
OG0000166	Prar.g_01063	Syaq.g_00647
OG0000167	Prar.g_00627	Syaq.g_00983
OG0000168	Prar.g_00637	Syaq.g_01004
OG0000169	Prar.g_00647	Syaq.g_01016
OG0000170	Prar.g_00649	Syaq.g_01023
OG0000171	Prar.g_00667	Syaq.g_01052
OG0000172	Prar.g_00675	Syaq.g_01074
OG0000173	Prar.g_00690	Syaq.g_01092
OG0000174	Prar.g_00068	Syaq.g_01224
OG0000175	Prar.g_00058	Syaq.g_01183
OG0000176	Prar.g_00034	Syaq.g_01146
OG0000177	Prar.g_00033	Syaq.g_01145
OG0000178	Prar.g_00032	Syaq.g_01144
OG0000179	Prar.g_00022	Syaq.g_01129
OG0000180	Prar.g_00021	Syaq.g_01128
OG0000181	Prar.g_00020	Syaq.g_01127
OG0000182	Prar.g_00019	Syaq.g_01126
OG0000183	Prar.g_00015	Syaq.g_01122
OG0000184	Prar.g_00573	Syaq.g_01277
OG0000185	Prar.g_00570	Syaq.g_01290
OG0000186	Prar.g_00554	Syaq.g_01563
OG0000187	Prar.g_00553	Syaq.g_01561
OG0000188	Prar.g_00246	Syaq.g_01539
OG0000189	Prar.g_00232	Syaq.g_01499
OG0000190	Prar.g_00231	Syaq.g_01497
OG0000191	Prar.g_00211	Syaq.g_01467
OG0000192	Prar.g_00207	Syaq.g_01462
OG0000193	Prar.g_00181	Syaq.g_01423
OG0000194	Prar.g_00178	Syaq.g_01420
OG0000195	Prar.g_00176	Syaq.g_01418
OG0000196	Prar.g_00166	Syaq.g_01407
OG0000197	Prar.g_00165	Syaq.g_01406
OG0000198	Prar.g_00164	Syaq.g_01405
OG0000199	Prar.g_00157	Syaq.g_01398
OG0000200	Prar.g_00143	Syaq.g_01382
OG0000201	Prar.g_00135	Syaq.g_01365
OG0000202	Prar.g_00134	Syaq.g_01364
OG0000203	Prar.g_00133	Syaq.g_01363
OG0000204	Prar.g_00132	Syaq.g_01362
OG0000205	Prar.g_00125	Syaq.g_01355
OG0000206	Prar.g_00120	Syaq.g_01345
OG0000207	Prar.g_00118	Syaq.g_01338
OG0000208	Prar.g_00117	Syaq.g_01337
OG0000209	Prar.g_00108	Syaq.g_01310
OG0000210	Prar.g_00107	Syaq.g_01309
OG0000211	Prar.g_00094	Syaq.g_01570
OG0000212	Prar.g_00087	Syaq.g_01586
OG0000213	Prar.g_00330	Syaq.g_00729
OG0000214	Prar.g_00320	Syaq.g_00745
OG0000215	Prar.g_00295	Syaq.g_00777
OG0000216	Prar.g_00293	Syaq.g_00781
OG0000217	Prar.g_01154, Prar.g_00290	Syaq.g_00844
OG0000218	Prar.g_00288	Syaq.g_00846
OG0000219	Prar.g_00287	Syaq.g_00847
OG0000220	Prar.g_00286	Syaq.g_00848
OG0000221	Prar.g_00285	Syaq.g_00856
OG0000222	Prar.g_00277	Syaq.g_00868
OG0000223	Prar.g_00264	Syaq.g_00946
OG0000224	Prar.g_00262	Syaq.g_00950
OG0000225	Prar.g_00406	Syaq.g_00543
OG0000226	Prar.g_00410	Syaq.g_00536
OG0000227	Prar.g_00412	Syaq.g_00534
OG0000228	Prar.g_00415	Syaq.g_00531
OG0000229	Prar.g_00484	Syaq.g_00501
OG0000230	Prar.g_00486	Syaq.g_00499
OG0000231	Prar.g_00497	Syaq.g_00485
OG0000232	Prar.g_00506	Syaq.g_00472
OG0000233	Prar.g_00512	Syaq.g_00464
OG0000234	Prar.g_00526	Syaq.g_00440
OG0000235	Prar.g_00529	Syaq.g_01771
OG0000236	Prar.g_00543	Syaq.g_01787
OG0000237	Prar.g_01337	Syaq.g_01805
OG0000238	Prar.g_01343	Syaq.g_01810
OG0000239	Prar.g_01355	Syaq.g_01826
OG0000240	Prar.g_01356	Syaq.g_01827
OG0000241	Prar.g_01360	Syaq.g_02074
OG0000242	Prar.g_01362	Syaq.g_01836
OG0000243	Prar.g_01373	Syaq.g_01922
OG0000244	Prar.g_01376	Syaq.g_01928
OG0000245	Prar.g_01378	Syaq.g_01930
OG0000246	Prar.g_01382	Syaq.g_01934
OG0000247	Prar.g_01392	Syaq.g_01945
OG0000248	Prar.g_01394	Syaq.g_01948
OG0000249	Prar.g_01396	Syaq.g_01950
OG0000250	Prar.g_01401	Syaq.g_01958
OG0000251	Prar.g_01420	Syaq.g_01984
OG0000252	Prar.g_01424	Syaq.g_01987
OG0000253	Prar.g_01425	Syaq.g_01989
OG0000254	Prar.g_01441	Syaq.g_02016
OG0000255	Prar.g_01447	Syaq.g_02041
OG0000256	Prar.g_01457	Syaq.g_02068
OG0000257	Prar.g_01460	Syaq.g_02073
OG0000258	Prar.g_01473	Syaq.g_02095
OG0000259	Prar.g_01490	Syaq.g_02239
OG0000260	Prar.g_01493	Syaq.g_02242
OG0000261	Prar.g_01495	Syaq.g_02245
OG0000262	Prar.g_01499	Syaq.g_02250
OG0000263	Prar.g_01511	Syaq.g_00185
OG0000264	Prar.g_01521	Syaq.g_02582
OG0000266	Prar.g_01609	Syaq.g_00037
OG0000267	Prar.g_01620	Syaq.g_02430
OG0000268	Prar.g_01621	Syaq.g_02431
OG0000269	Prar.g_01679	Syaq.g_02335
OG0000270	Prar.g_01682	Syaq.g_02338
OG0000271	Prar.g_01690	Syaq.g_02346
OG0000272	Prar.g_01691	Syaq.g_02347
OG0000273	Prar.g_01714	Syaq.g_02376
OG0000274	Prar.g_01715	Syaq.g_02377
OG0000275	Prar.g_01717	Syaq.g_02380
OG0000276	Prar.g_01722	Syaq.g_02387
OG0000277	Prar.g_01723	Syaq.g_02388
OG0000278	Prar.g_01726	Syaq.g_02391
OG0000279	Prar.g_01733	Syaq.g_02401
OG0000280	Prar.g_01734	Syaq.g_02410
OG0000281	Prar.g_01740	Syaq.g_02224
OG0000282	Prar.g_01778	Syaq.g_02271
OG0000283	Prar.g_01810	Syaq.g_02445
OG0000284	Prar.g_01815	Syaq.g_02450
OG0000285	Prar.g_01820	Syaq.g_02466
OG0000286	Prar.g_01832	Syaq.g_02484
OG0000288	Prar.g_01877	Syaq.g_00067
OG0000289	Prar.g_01888	Syaq.g_00053
OG0000290	Prar.g_01901	Syaq.g_02682
OG0000291	Prar.g_01903	Syaq.g_02680
OG0000292	Prar.g_01953	Syaq.g_01157
OG0000293	Prar.g_01272	Syaq.g_00262
OG0000294	Prar.g_01271	Syaq.g_00261
OG0000295	Prar.g_01251	Syaq.g_00220
OG0000296	Prar.g_01249	Syaq.g_00218
OG0000297	Prar.g_01241	Syaq.g_00205
OG0000298	Prar.g_01240	Syaq.g_00204
OG0000299	Prar.g_01223	Syaq.g_00171
OG0000300	Prar.g_01220	Syaq.g_00164
OG0000301	Prar.g_01219	Syaq.g_00163
OG0000302	Prar.g_01217	Syaq.g_00162
OG0000303	Prar.g_01210	Syaq.g_00152
OG0000304	Prar.g_01206	Syaq.g_00146
OG0000305	Prar.g_00919	Syaq.g_02677
OG0000306	Prar.g_00916	Syaq.g_01861
OG0000307	Prar.g_00902	Syaq.g_01754
OG0000308	Prar.g_00901	Syaq.g_01752
OG0000309	Prar.g_00897	Syaq.g_01747
OG0000310	Prar.g_00354	Syaq.g_00347
OG0000311	Prar.g_00352	Syaq.g_00352
OG0000312	Prar.g_00349	Syaq.g_00359
OG0000313	Prar.g_00335	Syaq.g_00379
OG0000314	Prar.g_00820	Syaq.g_00408
OG0000315	Prar.g_00810	Syaq.g_00418
OG0000316	Prar.g_00790	Syaq.g_01716
OG0000317	Prar.g_01145	Syaq.g_01675
OG0000318	Prar.g_01142	Syaq.g_01672
OG0000319	Prar.g_01129	Syaq.g_01657
OG0000320	Prar.g_01127	Syaq.g_01655
OG0000321	Prar.g_01126	Syaq.g_01654
OG0000322	Prar.g_01125	Syaq.g_01653
OG0000323	Prar.g_01967	Syaq.g_01638
OG0000324	Prar.g_00609	Syaq.g_01605
OG0000325	Prar.g_01113	Syaq.g_00693
OG0000326	Prar.g_01107	Syaq.g_00686
OG0000327	Prar.g_01068	Syaq.g_00652
OG0000328	Prar.g_01067	Syaq.g_00651
OG0000329	Prar.g_01050	Syaq.g_00633
OG0000330	Prar.g_01049	Syaq.g_00632
OG0000331	Prar.g_01048	Syaq.g_00631
OG0000332	Prar.g_01034	Syaq.g_00616
OG0000333	Prar.g_01032	Syaq.g_00613
OG0000334	Prar.g_01024	Syaq.g_00603
OG0000335	Prar.g_01020	Syaq.g_00598
OG0000336	Prar.g_01016	Syaq.g_00594
OG0000337	Prar.g_00625	Syaq.g_00975
OG0000338	Prar.g_00626	Syaq.g_00981
OG0000339	Prar.g_00630	Syaq.g_00988
OG0000340	Prar.g_00638	Syaq.g_01005
OG0000341	Prar.g_00640	Syaq.g_01007
OG0000342	Prar.g_00641	Syaq.g_01008
OG0000343	Prar.g_00642	Syaq.g_01010
OG0000344	Prar.g_00645	Syaq.g_01014
OG0000345	Prar.g_00650	Syaq.g_01024
OG0000346	Prar.g_00654	Syaq.g_01029
OG0000347	Prar.g_00669	Syaq.g_01057
OG0000348	Prar.g_00678	Syaq.g_01070
OG0000349	Prar.g_00695	Syaq.g_01099
OG0000350	Prar.g_00072	Syaq.g_00679
OG0000351	Prar.g_00055	Syaq.g_01179
OG0000352	Prar.g_00054	Syaq.g_01178
OG0000353	Prar.g_00039	Syaq.g_01151
OG0000355	Prar.g_00037	Syaq.g_01149
OG0000356	Prar.g_00036	Syaq.g_01148
OG0000357	Prar.g_00035	Syaq.g_01147
OG0000358	Prar.g_00031	Syaq.g_01143
OG0000359	Prar.g_00030	Syaq.g_01141
OG0000360	Prar.g_00029	Syaq.g_01140
OG0000361	Prar.g_00028	Syaq.g_01139
OG0000362	Prar.g_00026	Syaq.g_01137
OG0000363	Prar.g_00024	Syaq.g_01135
OG0000364	Prar.g_00023	Syaq.g_01134
OG0000365	Prar.g_00018	Syaq.g_01125
OG0000366	Prar.g_00017	Syaq.g_01124
OG0000367	Prar.g_00016	Syaq.g_01123
OG0000368	Prar.g_00014	Syaq.g_01121
OG0000369	Prar.g_00013	Syaq.g_01120
OG0000370	Prar.g_00012	Syaq.g_01119
OG0000371	Prar.g_00006	Syaq.g_01111
OG0000372	Prar.g_00002	Syaq.g_01106
OG0000373	Prar.g_00001	Syaq.g_01105
OG0000374	Prar.g_00594	Syaq.g_01104
OG0000375	Prar.g_00580	Syaq.g_01103
OG0000376	Prar.g_00578	Syaq.g_01101
OG0000377	Prar.g_00574	Syaq.g_01270
OG0000378	Prar.g_00572	Syaq.g_01286
OG0000379	Prar.g_00569	Syaq.g_01291
OG0000380	Prar.g_00552	Syaq.g_01560
OG0000381	Prar.g_00548	Syaq.g_01558
OG0000382	Prar.g_00247	Syaq.g_01540
OG0000383	Prar.g_00245	Syaq.g_01535
OG0000384	Prar.g_00244	Syaq.g_01534
OG0000385	Prar.g_00243	Syaq.g_01533
OG0000386	Prar.g_00242	Syaq.g_01532
OG0000387	Prar.g_00229	Syaq.g_01495
OG0000388	Prar.g_00226	Syaq.g_01491
OG0000389	Prar.g_00222	Syaq.g_01488
OG0000390	Prar.g_00215	Syaq.g_01473
OG0000391	Prar.g_00212	Syaq.g_01468
OG0000392	Prar.g_00208	Syaq.g_01463
OG0000393	Prar.g_00206	Syaq.g_01460
OG0000394	Prar.g_00205	Syaq.g_01459
OG0000395	Prar.g_00204	Syaq.g_01458
OG0000396	Prar.g_00201	Syaq.g_01455
OG0000397	Prar.g_00199	Syaq.g_01453
OG0000398	Prar.g_00197	Syaq.g_01448
OG0000399	Prar.g_00196	Syaq.g_01447
OG0000400	Prar.g_00195	Syaq.g_01446
OG0000401	Prar.g_00194	Syaq.g_01445
OG0000402	Prar.g_00192	Syaq.g_01443
OG0000403	Prar.g_00191	Syaq.g_01442
OG0000404	Prar.g_00190	Syaq.g_01440
OG0000405	Prar.g_00186	Syaq.g_01429
OG0000406	Prar.g_00180	Syaq.g_01422
OG0000407	Prar.g_00179	Syaq.g_01421
OG0000408	Prar.g_00177	Syaq.g_01419
OG0000409	Prar.g_00175	Syaq.g_01417
OG0000410	Prar.g_00174	Syaq.g_01416
OG0000411	Prar.g_00173	Syaq.g_01415
OG0000412	Prar.g_00172	Syaq.g_01414
OG0000413	Prar.g_00171	Syaq.g_01412
OG0000414	Prar.g_01569, Prar.g_00170	Syaq.g_01411
OG0000415	Prar.g_00169	Syaq.g_01410
OG0000416	Prar.g_00168	Syaq.g_01409
OG0000417	Prar.g_00167	Syaq.g_01408
OG0000418	Prar.g_00162	Syaq.g_01403
OG0000419	Prar.g_00160	Syaq.g_01401
OG0000420	Prar.g_00159	Syaq.g_01400
OG0000421	Prar.g_00154	Syaq.g_01395
OG0000422	Prar.g_00153	Syaq.g_01394
OG0000423	Prar.g_00152	Syaq.g_01393
OG0000424	Prar.g_00151	Syaq.g_01392
OG0000425	Prar.g_00150	Syaq.g_01391
OG0000426	Prar.g_00149	Syaq.g_01390
OG0000427	Prar.g_00148	Syaq.g_01389
OG0000428	Prar.g_00146	Syaq.g_01386
OG0000429	Prar.g_00145	Syaq.g_01384
OG0000430	Prar.g_00144	Syaq.g_01383
OG0000431	Prar.g_00142	Syaq.g_01380
OG0000432	Prar.g_00139	Syaq.g_01374
OG0000433	Prar.g_00138	Syaq.g_01369
OG0000434	Prar.g_00137	Syaq.g_01368
OG0000435	Prar.g_00136	Syaq.g_01367
OG0000436	Prar.g_00131	Syaq.g_01361
OG0000437	Prar.g_00130	Syaq.g_01360
OG0000438	Prar.g_00129	Syaq.g_01359
OG0000439	Prar.g_00127	Syaq.g_01357
OG0000440	Prar.g_00126	Syaq.g_01356
OG0000441	Prar.g_00123	Syaq.g_01352
OG0000442	Prar.g_00122	Syaq.g_01350
OG0000443	Prar.g_00121	Syaq.g_01347
OG0000444	Prar.g_00116	Syaq.g_01333
OG0000445	Prar.g_00115	Syaq.g_01332
OG0000446	Prar.g_00114	Syaq.g_01330
OG0000447	Prar.g_00113	Syaq.g_01328
OG0000448	Prar.g_00112	Syaq.g_01327
OG0000449	Prar.g_00111	Syaq.g_01320
OG0000450	Prar.g_00110	Syaq.g_01313
OG0000451	Prar.g_00109	Syaq.g_01312
OG0000452	Prar.g_00106	Syaq.g_01308
OG0000453	Prar.g_00105	Syaq.g_01307
OG0000454	Prar.g_00104	Syaq.g_01306
OG0000455	Prar.g_00103	Syaq.g_01305
OG0000456	Prar.g_00102	Syaq.g_01304
OG0000457	Prar.g_00101	Syaq.g_01302
OG0000458	Prar.g_00100	Syaq.g_01299
OG0000459	Prar.g_00099	Syaq.g_01298
OG0000460	Prar.g_00092	Syaq.g_01577
OG0000461	Prar.g_00085	Syaq.g_00707
OG0000462	Prar.g_00083	Syaq.g_00710
OG0000463	Prar.g_00082	Syaq.g_00711
OG0000464	Prar.g_00081	Syaq.g_00712
OG0000465	Prar.g_00080	Syaq.g_00714
OG0000466	Prar.g_00077	Syaq.g_00718
OG0000467	Prar.g_00076	Syaq.g_00720
OG0000468	Prar.g_00334	Syaq.g_00725
OG0000469	Prar.g_00325	Syaq.g_00739
OG0000470	Prar.g_00323	Syaq.g_00741
OG0000471	Prar.g_00322	Syaq.g_00742
OG0000472	Prar.g_00321	Syaq.g_00744
OG0000473	Prar.g_00319	Syaq.g_00746
OG0000474	Prar.g_00318	Syaq.g_00747
OG0000475	Prar.g_00317	Syaq.g_00748
OG0000476	Prar.g_00316	Syaq.g_00750
OG0000477	Prar.g_00312	Syaq.g_00756
OG0000478	Prar.g_00311	Syaq.g_00757
OG0000479	Prar.g_00310	Syaq.g_00759
OG0000480	Prar.g_00305	Syaq.g_00766
OG0000481	Prar.g_00303	Syaq.g_00768
OG0000482	Prar.g_00302	Syaq.g_00769
OG0000483	Prar.g_00299	Syaq.g_00773
OG0000484	Prar.g_00298	Syaq.g_00774
OG0000485	Prar.g_00297	Syaq.g_00775
OG0000486	Prar.g_00296	Syaq.g_00776
OG0000487	Prar.g_00292	Syaq.g_00782
OG0000488	Prar.g_00289	Syaq.g_00845
OG0000489	Prar.g_00284	Syaq.g_00857
OG0000490	Prar.g_00279	Syaq.g_00864
OG0000491	Prar.g_00278	Syaq.g_00865
OG0000492	Prar.g_00276	Syaq.g_00869
OG0000493	Prar.g_00275	Syaq.g_00870
OG0000494	Prar.g_00274	Syaq.g_00871
OG0000495	Prar.g_00273	Syaq.g_00872
OG0000496	Prar.g_00272	Syaq.g_00873
OG0000497	Prar.g_00271	Syaq.g_00874
OG0000498	Prar.g_00270	Syaq.g_00875
OG0000499	Prar.g_00269	Syaq.g_00876
OG0000500	Prar.g_00268	Syaq.g_00877
OG0000501	Prar.g_00266	Syaq.g_00880
OG0000502	Prar.g_00263	Syaq.g_00953
OG0000503	Prar.g_00394	Syaq.g_00559
OG0000504	Prar.g_00395	Syaq.g_00557
OG0000505	Prar.g_00396	Syaq.g_00556
OG0000506	Prar.g_00398	Syaq.g_00554
OG0000507	Prar.g_00401	Syaq.g_00548
OG0000508	Prar.g_00405	Syaq.g_00544
OG0000509	Prar.g_00407	Syaq.g_00542
OG0000510	Prar.g_00408	Syaq.g_00538
OG0000511	Prar.g_00409	Syaq.g_00537
OG0000512	Prar.g_00411	Syaq.g_00535
OG0000513	Prar.g_00418	Syaq.g_00525
OG0000514	Prar.g_00479	Syaq.g_00514
OG0000515	Prar.g_00480	Syaq.g_00513
OG0000516	Prar.g_00481	Syaq.g_00509
OG0000517	Prar.g_00483	Syaq.g_00502
OG0000518	Prar.g_00494	Syaq.g_00490
OG0000519	Prar.g_00495	Syaq.g_00489
OG0000520	Prar.g_00496	Syaq.g_00488
OG0000521	Prar.g_00501	Syaq.g_00477
OG0000522	Prar.g_00503	Syaq.g_00475
OG0000523	Prar.g_00504	Syaq.g_00474
OG0000524	Prar.g_00510	Syaq.g_00469
OG0000525	Prar.g_00513	Syaq.g_00450
OG0000526	Prar.g_00514	Syaq.g_00448
OG0000527	Prar.g_00523	Syaq.g_00444
OG0000528	Prar.g_00528	Syaq.g_01768
OG0000529	Prar.g_00531	Syaq.g_01773
OG0000530	Prar.g_00534	Syaq.g_01776
OG0000531	Prar.g_00535	Syaq.g_01777
OG0000532	Prar.g_00537	Syaq.g_01780
OG0000533	Prar.g_00538	Syaq.g_01782
OG0000534	Prar.g_00539	Syaq.g_01783
OG0000535	Prar.g_00540	Syaq.g_01784
OG0000536	Prar.g_00541	Syaq.g_01785
OG0000537	Prar.g_00542	Syaq.g_01786
OG0000538	Prar.g_01331	Syaq.g_01798
OG0000539	Prar.g_01332	Syaq.g_01799
OG0000540	Prar.g_01333	Syaq.g_01800
OG0000541	Prar.g_01334	Syaq.g_01801
OG0000542	Prar.g_01336	Syaq.g_01804
OG0000543	Prar.g_01338	Syaq.g_01806
OG0000544	Prar.g_01339	Syaq.g_02567
OG0000545	Prar.g_01341	Syaq.g_01809
OG0000546	Prar.g_01344	Syaq.g_01811
OG0000547	Prar.g_01345	Syaq.g_01813
OG0000548	Prar.g_01346	Syaq.g_01814
OG0000549	Prar.g_01348	Syaq.g_01819
OG0000550	Prar.g_01353	Syaq.g_01824
OG0000551	Prar.g_01357	Syaq.g_01829
OG0000552	Prar.g_01358	Syaq.g_01830
OG0000553	Prar.g_01359	Syaq.g_01834
OG0000554	Prar.g_01364	Syaq.g_01839
OG0000555	Prar.g_01372	Syaq.g_01857
OG0000556	Prar.g_01374	Syaq.g_01925
OG0000557	Prar.g_01375	Syaq.g_01927
OG0000558	Prar.g_01377	Syaq.g_01929
OG0000559	Prar.g_01381	Syaq.g_01933
OG0000560	Prar.g_01384	Syaq.g_01936
OG0000561	Prar.g_01385	Syaq.g_01937
OG0000562	Prar.g_01386	Syaq.g_01938
OG0000563	Prar.g_01387	Syaq.g_01939
OG0000564	Prar.g_01388	Syaq.g_01940
OG0000565	Prar.g_01391	Syaq.g_01943
OG0000566	Prar.g_01393	Syaq.g_01947
OG0000567	Prar.g_01397	Syaq.g_01951
OG0000568	Prar.g_01398	Syaq.g_01954
OG0000569	Prar.g_01399	Syaq.g_01955
OG0000570	Prar.g_01400	Syaq.g_01956
OG0000571	Prar.g_01402	Syaq.g_01960
OG0000572	Prar.g_01415	Syaq.g_01977
OG0000573	Prar.g_01422	Syaq.g_01985
OG0000574	Prar.g_01423	Syaq.g_01986
OG0000575	Prar.g_01427	Syaq.g_01991
OG0000576	Prar.g_01429	Syaq.g_01993
OG0000577	Prar.g_01430	Syaq.g_01994
OG0000578	Prar.g_01431	Syaq.g_01995
OG0000579	Prar.g_01432	Syaq.g_01996
OG0000580	Prar.g_01433	Syaq.g_01997
OG0000581	Prar.g_01435	Syaq.g_02003
OG0000582	Prar.g_01438	Syaq.g_02012
OG0000583	Prar.g_01439	Syaq.g_02013
OG0000584	Prar.g_01440	Syaq.g_02014
