Orthogroup	Pram	Prag
OG0000192	Pram.g_00029	Prag.g_00044
OG0000193	Pram.g_00030	Prag.g_00045
OG0000194	Pram.g_00033	Prag.g_00046
OG0000195	Pram.g_00034	Prag.g_00047
OG0000196	Pram.g_00035	Prag.g_00048
OG0000197	Pram.g_00037	Prag.g_00050
OG0000198	Pram.g_00038	Prag.g_00051
OG0000199	Pram.g_00039	Prag.g_00052
OG0000200	Pram.g_00048	Prag.g_00058
OG0000201	Pram.g_00049	Prag.g_00059
OG0000202	Pram.g_00050	Prag.g_00060
OG0000203	Pram.g_00054	Prag.g_00063
OG0000204	Pram.g_00055	Prag.g_00064
OG0000205	Pram.g_00058	Prag.g_00067
OG0000206	Pram.g_00060	Prag.g_00069
OG0000207	Pram.g_00062	Prag.g_00071
OG0000208	Pram.g_00063	Prag.g_00072
OG0000209	Pram.g_01536	Prag.g_00073
OG0000210	Pram.g_00064	Prag.g_00074
OG0000211	Pram.g_00065	Prag.g_00075
OG0000212	Pram.g_00066	Prag.g_00076
OG0000213	Pram.g_00067	Prag.g_00077
OG0000214	Pram.g_00068	Prag.g_00078
OG0000215	Pram.g_00069	Prag.g_00079
OG0000216	Pram.g_00070	Prag.g_00080
OG0000217	Pram.g_00072	Prag.g_00082
OG0000218	Pram.g_00073	Prag.g_00083
OG0000219	Pram.g_00074	Prag.g_00084
OG0000220	Pram.g_00075	Prag.g_00085
OG0000221	Pram.g_00078	Prag.g_00087
OG0000222	Pram.g_00079	Prag.g_00088
OG0000223	Pram.g_00080	Prag.g_00089
OG0000224	Pram.g_00081	Prag.g_00090
OG0000225	Pram.g_00082	Prag.g_00091
OG0000226	Pram.g_00083	Prag.g_00092
OG0000227	Pram.g_00085	Prag.g_00093
OG0000228	Pram.g_00086	Prag.g_00094
OG0000229	Pram.g_00087	Prag.g_00095
OG0000230	Pram.g_00088	Prag.g_00096
OG0000231	Pram.g_00089	Prag.g_00097
OG0000232	Pram.g_00090	Prag.g_00099
OG0000233	Pram.g_00091	Prag.g_00100
OG0000234	Pram.g_00092	Prag.g_00101
OG0000235	Pram.g_00093	Prag.g_00102
OG0000236	Pram.g_00096	Prag.g_00103
OG0000237	Pram.g_00097	Prag.g_00104
OG0000238	Pram.g_00098	Prag.g_00105
OG0000239	Pram.g_00100	Prag.g_00107
OG0000240	Pram.g_00101	Prag.g_00108
OG0000241	Pram.g_00102	Prag.g_00109
OG0000242	Pram.g_00103	Prag.g_00110
OG0000243	Pram.g_00106	Prag.g_00113
OG0000244	Pram.g_00109	Prag.g_00115
OG0000245	Pram.g_00110	Prag.g_00116
OG0000246	Pram.g_00111	Prag.g_00117
OG0000247	Pram.g_00113	Prag.g_00120
OG0000248	Pram.g_00115	Prag.g_00122
OG0000249	Pram.g_00117	Prag.g_00123
OG0000250	Pram.g_00118	Prag.g_00124
OG0000251	Pram.g_00119	Prag.g_00125
OG0000252	Pram.g_00120	Prag.g_00126
OG0000253	Pram.g_00121	Prag.g_00127
OG0000254	Pram.g_01001	Prag.g_00129
OG0000255	Pram.g_00123	Prag.g_00130
OG0000256	Pram.g_00126	Prag.g_00133
OG0000257	Pram.g_00128	Prag.g_00135
OG0000258	Pram.g_00130	Prag.g_00138
OG0000259	Pram.g_00131	Prag.g_00139
OG0000260	Pram.g_00132	Prag.g_00140
OG0000261	Pram.g_00133	Prag.g_00141
OG0000262	Pram.g_00134	Prag.g_00142
OG0000263	Pram.g_00136	Prag.g_00144
OG0000264	Pram.g_00137	Prag.g_00145
OG0000265	Pram.g_00138	Prag.g_00146
OG0000266	Pram.g_00139	Prag.g_00147
OG0000267	Pram.g_00140	Prag.g_00148
OG0000268	Pram.g_00141	Prag.g_00149
OG0000269	Pram.g_00143	Prag.g_00151
OG0000270	Pram.g_00144	Prag.g_00152
OG0000271	Pram.g_00145	Prag.g_00153
OG0000272	Pram.g_00146	Prag.g_00154
OG0000273	Pram.g_00147	Prag.g_00155
OG0000274	Pram.g_00148	Prag.g_00156
OG0000275	Pram.g_00149	Prag.g_00157
OG0000276	Pram.g_00150	Prag.g_00158
OG0000277	Pram.g_00152	Prag.g_00160
OG0000278	Pram.g_00153	Prag.g_00161
OG0000279	Pram.g_00154	Prag.g_00162
OG0000280	Pram.g_00156	Prag.g_00164
OG0000281	Pram.g_00157	Prag.g_00166
OG0000282	Pram.g_00158	Prag.g_00167
OG0000283	Pram.g_00159	Prag.g_00168
OG0000284	Pram.g_00160	Prag.g_00169
OG0000285	Pram.g_00161	Prag.g_00170
OG0000286	Pram.g_00162	Prag.g_00171
OG0000287	Pram.g_00163	Prag.g_00172
OG0000288	Pram.g_00165	Prag.g_00174
OG0000289	Pram.g_00166	Prag.g_00175
OG0000290	Pram.g_00167	Prag.g_00176
OG0000291	Pram.g_00169	Prag.g_00178
OG0000292	Pram.g_00171	Prag.g_00179
OG0000293	Pram.g_00172	Prag.g_00180
OG0000294	Pram.g_00173	Prag.g_00181
OG0000295	Pram.g_00174	Prag.g_00182
OG0000296	Pram.g_00175	Prag.g_00183
OG0000297	Pram.g_00176	Prag.g_00184
OG0000298	Pram.g_00178	Prag.g_00186
OG0000299	Pram.g_00179	Prag.g_00187
OG0000300	Pram.g_00180	Prag.g_00188
OG0000301	Pram.g_00181	Prag.g_00189
OG0000302	Pram.g_00182	Prag.g_00190
OG0000303	Pram.g_00183	Prag.g_00191
OG0000304	Pram.g_00185	Prag.g_00193
OG0000305	Pram.g_00186	Prag.g_00194
OG0000306	Pram.g_00189	Prag.g_00197
OG0000307	Pram.g_00190	Prag.g_00198
OG0000308	Pram.g_00191	Prag.g_00199
OG0000309	Pram.g_00192	Prag.g_00200
OG0000310	Pram.g_00193	Prag.g_00201
OG0000311	Pram.g_00194	Prag.g_00202
OG0000312	Pram.g_00195	Prag.g_00203
OG0000313	Pram.g_00196	Prag.g_00204
OG0000314	Pram.g_00197	Prag.g_00205
OG0000315	Pram.g_00198	Prag.g_00206
OG0000316	Pram.g_00199	Prag.g_00207
OG0000317	Pram.g_00200	Prag.g_00208
OG0000318	Pram.g_00201	Prag.g_00209
OG0000319	Pram.g_00202	Prag.g_00210
OG0000320	Pram.g_00203	Prag.g_00211
OG0000321	Pram.g_00204	Prag.g_00212
OG0000322	Pram.g_00205	Prag.g_00213
OG0000323	Pram.g_00206	Prag.g_00214
OG0000324	Pram.g_00207	Prag.g_00215
OG0000325	Pram.g_00208	Prag.g_00216
OG0000326	Pram.g_00209	Prag.g_00217
OG0000327	Pram.g_00210	Prag.g_00218
OG0000328	Pram.g_00212	Prag.g_00219
OG0000329	Pram.g_00213	Prag.g_00220
OG0000330	Pram.g_00214	Prag.g_00221
OG0000331	Pram.g_00216	Prag.g_00222
OG0000332	Pram.g_00217	Prag.g_00223
OG0000333	Pram.g_00218	Prag.g_00224
OG0000334	Pram.g_00219	Prag.g_00225
OG0000335	Pram.g_00220	Prag.g_00226
OG0000336	Pram.g_00222	Prag.g_00228
OG0000337	Pram.g_00223	Prag.g_00229
OG0000338	Pram.g_00228	Prag.g_00233
OG0000339	Pram.g_00230	Prag.g_00235
OG0000340	Pram.g_00232	Prag.g_00237
OG0000341	Pram.g_00233	Prag.g_00238
OG0000342	Pram.g_00234	Prag.g_00239
OG0000343	Pram.g_00235	Prag.g_00240
OG0000344	Pram.g_00238	Prag.g_00243
OG0000345	Pram.g_00242	Prag.g_00245
OG0000346	Pram.g_00243	Prag.g_00246
OG0000347	Pram.g_00246	Prag.g_00249
OG0000348	Pram.g_00247	Prag.g_00250
OG0000349	Pram.g_00248	Prag.g_00251
OG0000350	Pram.g_00250	Prag.g_00253
OG0000351	Pram.g_00251	Prag.g_00254
OG0000352	Pram.g_00252	Prag.g_00255
OG0000353	Pram.g_00253	Prag.g_00256
OG0000354	Pram.g_00254	Prag.g_00257
OG0000355	Pram.g_00255	Prag.g_00258
OG0000356	Pram.g_00256	Prag.g_00259
OG0000357	Pram.g_00257	Prag.g_00260
OG0000358	Pram.g_00258	Prag.g_00261
OG0000359	Pram.g_00260	Prag.g_00262
OG0000360	Pram.g_00263	Prag.g_00266
OG0000361	Pram.g_00264	Prag.g_00267
OG0000362	Pram.g_00265	Prag.g_00268
OG0000363	Pram.g_00266	Prag.g_00269
OG0000364	Pram.g_00270	Prag.g_00273
OG0000365	Pram.g_00271	Prag.g_00274
OG0000366	Pram.g_00274	Prag.g_00276
OG0000367	Pram.g_00275	Prag.g_00277
OG0000368	Pram.g_00276	Prag.g_00278
OG0000369	Pram.g_00277	Prag.g_00279
OG0000370	Pram.g_00278	Prag.g_00280
OG0000371	Pram.g_00280	Prag.g_00281
OG0000372	Pram.g_00281	Prag.g_00282
OG0000373	Pram.g_00282	Prag.g_00283
OG0000374	Pram.g_00283	Prag.g_00285
OG0000375	Pram.g_00284	Prag.g_00286
OG0000376	Pram.g_00287	Prag.g_00289
OG0000377	Pram.g_00288	Prag.g_00290
OG0000378	Pram.g_00289	Prag.g_00291
OG0000379	Pram.g_00290	Prag.g_00292
OG0000380	Pram.g_00291	Prag.g_00293
OG0000381	Pram.g_00292	Prag.g_00294
OG0000382	Pram.g_00293	Prag.g_00295
OG0000383	Pram.g_00294	Prag.g_00296
OG0000384	Pram.g_00296	Prag.g_00299
OG0000385	Pram.g_00297	Prag.g_00300
OG0000386	Pram.g_00298	Prag.g_00301
OG0000387	Pram.g_00299	Prag.g_00302
OG0000388	Pram.g_00300	Prag.g_00303
OG0000389	Pram.g_00301	Prag.g_00304
OG0000390	Pram.g_00302	Prag.g_00305
OG0000391	Pram.g_00303	Prag.g_00306
OG0000392	Pram.g_00304	Prag.g_00307
OG0000393	Pram.g_00305	Prag.g_00308
OG0000394	Pram.g_00306	Prag.g_00309
OG0000395	Pram.g_00307	Prag.g_00310
OG0000396	Pram.g_00309	Prag.g_00312
OG0000397	Pram.g_00311	Prag.g_00314
OG0000398	Pram.g_00312	Prag.g_00315
OG0000399	Pram.g_00315	Prag.g_00318
OG0000400	Pram.g_00321	Prag.g_00319
OG0000401	Pram.g_00322	Prag.g_00320
OG0000402	Pram.g_00328	Prag.g_00329
OG0000403	Pram.g_00330	Prag.g_00330
OG0000404	Pram.g_00331	Prag.g_00331
OG0000405	Pram.g_00332	Prag.g_00333
OG0000406	Pram.g_00336	Prag.g_00336
OG0000407	Pram.g_00337	Prag.g_00337
OG0000408	Pram.g_00340	Prag.g_00339
OG0000409	Pram.g_00341	Prag.g_00340
OG0000410	Pram.g_00342	Prag.g_00341
OG0000411	Pram.g_00343	Prag.g_00342
OG0000412	Pram.g_00344	Prag.g_00343
OG0000413	Pram.g_00345	Prag.g_00344
OG0000414	Pram.g_00346	Prag.g_00345
OG0000415	Pram.g_00347	Prag.g_00346
OG0000416	Pram.g_00351	Prag.g_00349
OG0000417	Pram.g_00352	Prag.g_00350
OG0000418	Pram.g_00354	Prag.g_00351
OG0000419	Pram.g_00355	Prag.g_00352
OG0000420	Pram.g_00864	Prag.g_00353
OG0000421	Pram.g_01184	Prag.g_00365
OG0000422	Pram.g_01537	Prag.g_00372
OG0000423	Pram.g_01177	Prag.g_00373
OG0000424	Pram.g_01696	Prag.g_00378
OG0000425	Pram.g_00366	Prag.g_00410
OG0000426	Pram.g_00367	Prag.g_00411
OG0000427	Pram.g_00368	Prag.g_00412
OG0000428	Pram.g_00370	Prag.g_00414
OG0000429	Pram.g_00371	Prag.g_00415
OG0000430	Pram.g_00373	Prag.g_00417
OG0000431	Pram.g_00374	Prag.g_00418
OG0000432	Pram.g_00375	Prag.g_00419
OG0000433	Pram.g_00376	Prag.g_00420
OG0000434	Pram.g_00377	Prag.g_00421
OG0000435	Pram.g_00378	Prag.g_00422
OG0000436	Pram.g_00379	Prag.g_00423
OG0000437	Pram.g_00380	Prag.g_00424
OG0000438	Pram.g_00381	Prag.g_00425
OG0000439	Pram.g_00382	Prag.g_00426
OG0000440	Pram.g_00383	Prag.g_00427
OG0000441	Pram.g_00384	Prag.g_00428
OG0000442	Pram.g_00385	Prag.g_00429
OG0000443	Pram.g_00386	Prag.g_00430
OG0000444	Pram.g_00387	Prag.g_00431
OG0000445	Pram.g_00393	Prag.g_00432
OG0000446	Pram.g_00395	Prag.g_00434
OG0000447	Pram.g_00396	Prag.g_00435
OG0000448	Pram.g_00397	Prag.g_00437
OG0000449	Pram.g_00400	Prag.g_00440
OG0000450	Pram.g_00401	Prag.g_00441
OG0000451	Pram.g_00402	Prag.g_00442
OG0000452	Pram.g_00404	Prag.g_00443
OG0000453	Pram.g_00406	Prag.g_00444
OG0000454	Pram.g_00407	Prag.g_00450
OG0000455	Pram.g_00409	Prag.g_00452
OG0000456	Pram.g_00413	Prag.g_00456
OG0000457	Pram.g_00414	Prag.g_00457
OG0000458	Pram.g_00415	Prag.g_00458
OG0000459	Pram.g_00417	Prag.g_00460
OG0000460	Pram.g_00419	Prag.g_00462
OG0000461	Pram.g_00420	Prag.g_00463
OG0000462	Pram.g_00421	Prag.g_00464
OG0000463	Pram.g_00423	Prag.g_00466
OG0000464	Pram.g_00424	Prag.g_00467
OG0000465	Pram.g_00425	Prag.g_00468
OG0000466	Pram.g_00426	Prag.g_00469
OG0000467	Pram.g_00427	Prag.g_00470
OG0000468	Pram.g_00428	Prag.g_00471
OG0000469	Pram.g_00429	Prag.g_00472
OG0000470	Pram.g_00430	Prag.g_00473
OG0000471	Pram.g_00431	Prag.g_00474
OG0000472	Pram.g_00438	Prag.g_00479
OG0000473	Pram.g_00439	Prag.g_00480
OG0000474	Pram.g_00440	Prag.g_00481
OG0000475	Pram.g_00441	Prag.g_00482
OG0000476	Pram.g_00442	Prag.g_00484
OG0000477	Pram.g_00443	Prag.g_00485
OG0000478	Pram.g_00444	Prag.g_00486
OG0000479	Pram.g_00445	Prag.g_00487
OG0000480	Pram.g_00447	Prag.g_00489
OG0000481	Pram.g_00449	Prag.g_00491
OG0000482	Pram.g_00450	Prag.g_00492
OG0000483	Pram.g_00452	Prag.g_00494
OG0000484	Pram.g_00453	Prag.g_00495
OG0000485	Pram.g_00454	Prag.g_00496
OG0000486	Pram.g_00456	Prag.g_00497
OG0000487	Pram.g_00461	Prag.g_00502
OG0000488	Pram.g_00462	Prag.g_00504
OG0000489	Pram.g_00463	Prag.g_00505
OG0000490	Pram.g_00464	Prag.g_00506
OG0000491	Pram.g_00465	Prag.g_00507
OG0000492	Pram.g_00466	Prag.g_00508
OG0000493	Pram.g_00468	Prag.g_00509
OG0000494	Pram.g_00469	Prag.g_00510
OG0000495	Pram.g_00472	Prag.g_00513
OG0000496	Pram.g_00473	Prag.g_00514
OG0000497	Pram.g_00474	Prag.g_00515
OG0000498	Pram.g_00475	Prag.g_00516
OG0000499	Pram.g_00476	Prag.g_00517
OG0000500	Pram.g_00477	Prag.g_00519
OG0000501	Pram.g_00478	Prag.g_00520
OG0000502	Pram.g_00479	Prag.g_00521
OG0000503	Pram.g_00481	Prag.g_00523
OG0000504	Pram.g_00482	Prag.g_00524
OG0000505	Pram.g_00483	Prag.g_00525
OG0000506	Pram.g_00484	Prag.g_00526
OG0000507	Pram.g_00485	Prag.g_00527
OG0000508	Pram.g_00486	Prag.g_00528
OG0000509	Pram.g_00487	Prag.g_00529
OG0000510	Pram.g_00488	Prag.g_00530
OG0000511	Pram.g_00490	Prag.g_00532
OG0000512	Pram.g_00491	Prag.g_00533
OG0000513	Pram.g_00492	Prag.g_00534
OG0000514	Pram.g_00493	Prag.g_00535
OG0000515	Pram.g_00494	Prag.g_00536
OG0000516	Pram.g_00495	Prag.g_00537
OG0000517	Pram.g_00497	Prag.g_00539
OG0000518	Pram.g_00498	Prag.g_00540
OG0000519	Pram.g_00500	Prag.g_00541
OG0000520	Pram.g_00502	Prag.g_00542
OG0000521	Pram.g_00503	Prag.g_00543
OG0000522	Pram.g_00504	Prag.g_00544
OG0000523	Pram.g_00505	Prag.g_00545
OG0000524	Pram.g_00506	Prag.g_00546
OG0000525	Pram.g_00507	Prag.g_00547
OG0000526	Pram.g_00508	Prag.g_00548
OG0000527	Pram.g_00509	Prag.g_00549
OG0000528	Pram.g_00510	Prag.g_00550
OG0000529	Pram.g_00511	Prag.g_00551
OG0000530	Pram.g_00512	Prag.g_00552
OG0000531	Pram.g_00513	Prag.g_00553
OG0000532	Pram.g_00514	Prag.g_00554
OG0000533	Pram.g_00516	Prag.g_00556
OG0000534	Pram.g_00517	Prag.g_00557
OG0000535	Pram.g_00518	Prag.g_00558
OG0000536	Pram.g_00519	Prag.g_00559
OG0000537	Pram.g_00520	Prag.g_00560
OG0000538	Pram.g_00521	Prag.g_00561
OG0000539	Pram.g_00523	Prag.g_00564
OG0000540	Pram.g_00524	Prag.g_00565
OG0000541	Pram.g_00525	Prag.g_00566
OG0000542	Pram.g_00528	Prag.g_00569
OG0000543	Pram.g_00529	Prag.g_00570
OG0000544	Pram.g_00530	Prag.g_00571
OG0000545	Pram.g_00531	Prag.g_00572
OG0000546	Pram.g_00532	Prag.g_00573
OG0000547	Pram.g_00533	Prag.g_00574
OG0000548	Pram.g_00534	Prag.g_00575
OG0000549	Pram.g_00536	Prag.g_00577
OG0000550	Pram.g_00537	Prag.g_00578
OG0000551	Pram.g_00538	Prag.g_00579
OG0000552	Pram.g_00539	Prag.g_00580
OG0000553	Pram.g_00540	Prag.g_00581
OG0000554	Pram.g_00541	Prag.g_00582
OG0000555	Pram.g_00543	Prag.g_00583
OG0000556	Pram.g_00544	Prag.g_00584
OG0000557	Pram.g_00545	Prag.g_00585
OG0000558	Pram.g_00546	Prag.g_00586
OG0000559	Pram.g_00547	Prag.g_00587
OG0000560	Pram.g_00548	Prag.g_00588
OG0000561	Pram.g_00549	Prag.g_00589
OG0000562	Pram.g_00550	Prag.g_00590
OG0000563	Pram.g_00551	Prag.g_00591
OG0000564	Pram.g_00552	Prag.g_00592
OG0000565	Pram.g_00553	Prag.g_00593
OG0000566	Pram.g_00554	Prag.g_00594
OG0000567	Pram.g_00555	Prag.g_00595
OG0000568	Pram.g_00556	Prag.g_00596
OG0000569	Pram.g_00559	Prag.g_00599
OG0000570	Pram.g_00560	Prag.g_00600
OG0000571	Pram.g_00562	Prag.g_00602
OG0000572	Pram.g_00564	Prag.g_00603
OG0000573	Pram.g_00565	Prag.g_00604
OG0000574	Pram.g_00566	Prag.g_00605
OG0000575	Pram.g_00568	Prag.g_00606
OG0000576	Pram.g_00569	Prag.g_00607
OG0000577	Pram.g_01080	Prag.g_00608
OG0000578	Pram.g_01079	Prag.g_00609
OG0000579	Pram.g_01078	Prag.g_00610
OG0000580	Pram.g_01077	Prag.g_00611
OG0000581	Pram.g_01076	Prag.g_00612
OG0000582	Pram.g_01075	Prag.g_00613
OG0000583	Pram.g_01074	Prag.g_00614
OG0000584	Pram.g_01073	Prag.g_00616
OG0000585	Pram.g_01072	Prag.g_00617
OG0000586	Pram.g_01070	Prag.g_00618
OG0000587	Pram.g_01069	Prag.g_00619
OG0000588	Pram.g_01068	Prag.g_00620
