Orthogroup	Pram	Prax
OG0000409	Pram.g_00341	Prax.g_00827
OG0000410	Pram.g_00342	Prax.g_00826
OG0000411	Pram.g_00343	Prax.g_00825
OG0000412	Pram.g_00344	Prax.g_00824
OG0000413	Pram.g_00345	Prax.g_00823
OG0000414	Pram.g_00346	Prax.g_00822
OG0000415	Pram.g_00347	Prax.g_00821
OG0000416	Pram.g_00351	Prax.g_00818
OG0000417	Pram.g_00352	Prax.g_00817
OG0000418	Pram.g_00354	Prax.g_00816
OG0000419	Pram.g_00355	Prax.g_00815
OG0000420	Pram.g_00864	Prax.g_00814
OG0000421	Pram.g_01184	Prax.g_00802
OG0000422	Pram.g_01537	Prax.g_00795
OG0000423	Pram.g_01177	Prax.g_00794
OG0000424	Pram.g_01696	Prax.g_00790
OG0000425	Pram.g_00366	Prax.g_00769
OG0000426	Pram.g_00367	Prax.g_00768
OG0000427	Pram.g_00368	Prax.g_00767
OG0000428	Pram.g_00370	Prax.g_00765
OG0000429	Pram.g_00371	Prax.g_00764
OG0000430	Pram.g_00373	Prax.g_00762
OG0000431	Pram.g_00374	Prax.g_00761
OG0000432	Pram.g_00375	Prax.g_00760
OG0000433	Pram.g_00376	Prax.g_00759
OG0000434	Pram.g_00377	Prax.g_00758
OG0000435	Pram.g_00378	Prax.g_00757
OG0000436	Pram.g_00379	Prax.g_00756
OG0000437	Pram.g_00380	Prax.g_00755
OG0000438	Pram.g_00381	Prax.g_00754
OG0000439	Pram.g_00382	Prax.g_00753
OG0000440	Pram.g_00383	Prax.g_00752
OG0000441	Pram.g_00384	Prax.g_00751
OG0000442	Pram.g_00385	Prax.g_00750
OG0000443	Pram.g_00386	Prax.g_00749
OG0000444	Pram.g_00387	Prax.g_00748
OG0000445	Pram.g_00393	Prax.g_00747
OG0000446	Pram.g_00395	Prax.g_00746
OG0000447	Pram.g_00396	Prax.g_00745
OG0000448	Pram.g_00397	Prax.g_00743
OG0000449	Pram.g_00400	Prax.g_00740
OG0000450	Pram.g_00401	Prax.g_00739
OG0000451	Pram.g_00402	Prax.g_00738
OG0000452	Pram.g_00404	Prax.g_00737
OG0000453	Pram.g_00406	Prax.g_00736
OG0000454	Pram.g_00407	Prax.g_00731
OG0000455	Pram.g_00409	Prax.g_00729
OG0000456	Pram.g_00413	Prax.g_00725
OG0000457	Pram.g_00414	Prax.g_00724
OG0000458	Pram.g_00415	Prax.g_00723
OG0000459	Pram.g_00417	Prax.g_00721
OG0000460	Pram.g_00419	Prax.g_00719
OG0000461	Pram.g_00420	Prax.g_00718
OG0000462	Pram.g_00421	Prax.g_00717
OG0000463	Pram.g_00423	Prax.g_00715
OG0000464	Pram.g_00424	Prax.g_00714
OG0000465	Pram.g_00425	Prax.g_00713
OG0000466	Pram.g_00426	Prax.g_00712
OG0000467	Pram.g_00427	Prax.g_00711
OG0000468	Pram.g_00428	Prax.g_00709
OG0000469	Pram.g_00429	Prax.g_00708
OG0000470	Pram.g_00430	Prax.g_00707
OG0000471	Pram.g_00431	Prax.g_00706
OG0000472	Pram.g_00438	Prax.g_00701
OG0000473	Pram.g_00439	Prax.g_00700
OG0000474	Pram.g_00440	Prax.g_00699
OG0000475	Pram.g_00441	Prax.g_00698
OG0000476	Pram.g_00442	Prax.g_00696
OG0000477	Pram.g_00443	Prax.g_00695
OG0000478	Pram.g_00444	Prax.g_00694
OG0000479	Pram.g_00445	Prax.g_00693
OG0000480	Pram.g_00447	Prax.g_00691
OG0000481	Pram.g_00449	Prax.g_00689
OG0000482	Pram.g_00450	Prax.g_00688
OG0000483	Pram.g_00452	Prax.g_00686
OG0000484	Pram.g_00453	Prax.g_00685
OG0000485	Pram.g_00454	Prax.g_00684
OG0000486	Pram.g_00456	Prax.g_00683
OG0000487	Pram.g_00461	Prax.g_00678
OG0000488	Pram.g_00462	Prax.g_00676
OG0000489	Pram.g_00463	Prax.g_00675
OG0000490	Pram.g_00464	Prax.g_00674
OG0000491	Pram.g_00465	Prax.g_00673
OG0000492	Pram.g_00466	Prax.g_00672
OG0000493	Pram.g_00468	Prax.g_00671
OG0000494	Pram.g_00469	Prax.g_00670
OG0000495	Pram.g_00472	Prax.g_00667
OG0000496	Pram.g_00473	Prax.g_00666
OG0000497	Pram.g_00474	Prax.g_00665
OG0000498	Pram.g_00475	Prax.g_00664
OG0000499	Pram.g_00476	Prax.g_00663
OG0000500	Pram.g_00477	Prax.g_00001
OG0000501	Pram.g_00478	Prax.g_00002
OG0000502	Pram.g_00479	Prax.g_00003
OG0000503	Pram.g_00481	Prax.g_00005
OG0000504	Pram.g_00482	Prax.g_00006
OG0000505	Pram.g_00483	Prax.g_00007
OG0000506	Pram.g_00484	Prax.g_00008
OG0000507	Pram.g_00485	Prax.g_00009
OG0000508	Pram.g_00486	Prax.g_00010
OG0000509	Pram.g_00487	Prax.g_00011
OG0000510	Pram.g_00488	Prax.g_00012
OG0000511	Pram.g_00490	Prax.g_00014
OG0000512	Pram.g_00491	Prax.g_00015
OG0000513	Pram.g_00492	Prax.g_00016
OG0000514	Pram.g_00493	Prax.g_00017
OG0000515	Pram.g_00494	Prax.g_00018
OG0000516	Pram.g_00495	Prax.g_00019
OG0000517	Pram.g_00497	Prax.g_00021
OG0000518	Pram.g_00498	Prax.g_00022
OG0000519	Pram.g_00500	Prax.g_00023
OG0000520	Pram.g_00502	Prax.g_00024
OG0000521	Pram.g_00503	Prax.g_00025
OG0000522	Pram.g_00504	Prax.g_00026
OG0000523	Pram.g_00505	Prax.g_00027
OG0000524	Pram.g_00506	Prax.g_00028
OG0000525	Pram.g_00507	Prax.g_00029
OG0000526	Pram.g_00508	Prax.g_00030
OG0000527	Pram.g_00509	Prax.g_00031
OG0000528	Pram.g_00510	Prax.g_00032
OG0000529	Pram.g_00511	Prax.g_00033
OG0000530	Pram.g_00512	Prax.g_00034
OG0000531	Pram.g_00513	Prax.g_00035
OG0000532	Pram.g_00514	Prax.g_00036
OG0000533	Pram.g_00516	Prax.g_00038
OG0000534	Pram.g_00517	Prax.g_00039
OG0000535	Pram.g_00518	Prax.g_00040
OG0000536	Pram.g_00519	Prax.g_00041
OG0000537	Pram.g_00520	Prax.g_00042
OG0000538	Pram.g_00521	Prax.g_00043
OG0000539	Pram.g_00523	Prax.g_00046
OG0000540	Pram.g_00524	Prax.g_00047
OG0000541	Pram.g_00525	Prax.g_00048
OG0000542	Pram.g_00528	Prax.g_00050
OG0000543	Pram.g_00529	Prax.g_00051
OG0000544	Pram.g_00530	Prax.g_00052
OG0000545	Pram.g_00531	Prax.g_00053
OG0000546	Pram.g_00532	Prax.g_00054
OG0000547	Pram.g_00533	Prax.g_00055
OG0000548	Pram.g_00534	Prax.g_00056
OG0000549	Pram.g_00536	Prax.g_00058
OG0000550	Pram.g_00537	Prax.g_00059
OG0000551	Pram.g_00538	Prax.g_00060
OG0000552	Pram.g_00539	Prax.g_00061
OG0000553	Pram.g_00540	Prax.g_00062
OG0000554	Pram.g_00541	Prax.g_00063
OG0000555	Pram.g_00543	Prax.g_00064
OG0000556	Pram.g_00544	Prax.g_00065
OG0000557	Pram.g_00545	Prax.g_00066
OG0000558	Pram.g_00546	Prax.g_00067
OG0000559	Pram.g_00547	Prax.g_00068
OG0000560	Pram.g_00548	Prax.g_00069
OG0000561	Pram.g_00549	Prax.g_00070
OG0000562	Pram.g_00550	Prax.g_00071
OG0000563	Pram.g_00551	Prax.g_00072
OG0000564	Pram.g_00552	Prax.g_00073
OG0000565	Pram.g_00553	Prax.g_00074
OG0000566	Pram.g_00554	Prax.g_00075
OG0000567	Pram.g_00555	Prax.g_00076
OG0000568	Pram.g_00556	Prax.g_00077
OG0000569	Pram.g_00559	Prax.g_00080
OG0000570	Pram.g_00560	Prax.g_00081
OG0000571	Pram.g_00562	Prax.g_00083
OG0000572	Pram.g_00564	Prax.g_00084
OG0000573	Pram.g_00565	Prax.g_00085
OG0000574	Pram.g_00566	Prax.g_00086
OG0000575	Pram.g_00568	Prax.g_00087
OG0000576	Pram.g_00569	Prax.g_00088
OG0000577	Pram.g_01080	Prax.g_00089
OG0000578	Pram.g_01079	Prax.g_00090
OG0000579	Pram.g_01078	Prax.g_00091
OG0000580	Pram.g_01077	Prax.g_00092
OG0000581	Pram.g_01076	Prax.g_00093
OG0000582	Pram.g_01075	Prax.g_00094
OG0000583	Pram.g_01074	Prax.g_00095
OG0000584	Pram.g_01073	Prax.g_00097
OG0000585	Pram.g_01072	Prax.g_00098
OG0000586	Pram.g_01070	Prax.g_00099
OG0000587	Pram.g_01069	Prax.g_00100
OG0000588	Pram.g_01068	Prax.g_00101
OG0000589	Pram.g_01067	Prax.g_00102
OG0000590	Pram.g_01066	Prax.g_00103
OG0000591	Pram.g_01065	Prax.g_00104
OG0000592	Pram.g_01064	Prax.g_00105
OG0000593	Pram.g_01063	Prax.g_00106
