Orthogroup	Pram	Prat
OG0000074	Pram.g_01446	Prat.g_00344
OG0000075	Pram.g_01770	Prat.g_01726
OG0000076	Pram.g_01339	Prat.g_01394
OG0000077	Pram.g_01949	Prat.g_00011
OG0000078	Pram.g_00310	Prat.g_00329
OG0000079	Pram.g_01589	Prat.g_01477
OG0000080	Pram.g_01039	Prat.g_01054
OG0000081	Pram.g_00782	Prat.g_00765
OG0000082	Pram.g_00816	Prat.g_01030
OG0000083	Pram.g_01161	Prat.g_01176
OG0000084	Pram.g_00943	Prat.g_00896
OG0000085	Pram.g_01185	Prat.g_01208
OG0000086	Pram.g_01546	Prat.g_01561, Prat.g_01495
OG0000090	Pram.g_01445	Prat.g_01312
OG0000091	Pram.g_01370	Prat.g_01361
OG0000092	Pram.g_01554	Prat.g_01539
OG0000093	Pram.g_01719	Prat.g_01679
OG0000094	Pram.g_01766	Prat.g_01722
OG0000095	Pram.g_01805	Prat.g_01759
OG0000096	Pram.g_01878	Prat.g_01833
OG0000097	Pram.g_01898	Prat.g_01853
OG0000098	Pram.g_01941	Prat.g_00003
OG0000099	Pram.g_00010	Prat.g_01314, Prat.g_00024
OG0000100	Pram.g_01588	Prat.g_00614
OG0000101	Pram.g_00036	Prat.g_00054
OG0000102	Pram.g_00099	Prat.g_00112
OG0000103	Pram.g_00108	Prat.g_00121
OG0000104	Pram.g_00125	Prat.g_00138
OG0000105	Pram.g_00155	Prat.g_00171
OG0000106	Pram.g_00168	Prat.g_00185
OG0000107	Pram.g_00177	Prat.g_00194
OG0000108	Pram.g_00187	Prat.g_00204
OG0000109	Pram.g_00227	Prat.g_00245
OG0000110	Pram.g_00239	Prat.g_00257
OG0000111	Pram.g_00262	Prat.g_00281
OG0000112	Pram.g_00273	Prat.g_00292
OG0000113	Pram.g_00286	Prat.g_00305
OG0000114	Pram.g_00313	Prat.g_00332
OG0000115	Pram.g_00410	Prat.g_00433
OG0000116	Pram.g_00412	Prat.g_00435
OG0000117	Pram.g_00416	Prat.g_00440
OG0000118	Pram.g_00437	Prat.g_00462
OG0000119	Pram.g_00470	Prat.g_00494
OG0000120	Pram.g_00471	Prat.g_00495
OG0000121	Pram.g_00480	Prat.g_00504
OG0000122	Pram.g_00489	Prat.g_00514, Prat.g_00513
OG0000123	Pram.g_00522	Prat.g_00548
OG0000124	Pram.g_01059	Prat.g_01073
OG0000125	Pram.g_01058	Prat.g_01072
OG0000126	Pram.g_01057	Prat.g_01071
OG0000127	Pram.g_00777	Prat.g_00760
OG0000128	Pram.g_00803	Prat.g_00790
OG0000129	Pram.g_01006	Prat.g_00815
OG0000130	Pram.g_00905	Prat.g_00856
OG0000131	Pram.g_00807	Prat.g_01039
OG0000132	Pram.g_00843	Prat.g_01004
OG0000133	Pram.g_00751	Prat.g_00734
OG0000134	Pram.g_01038	Prat.g_01053
OG0000135	Pram.g_00947	Prat.g_00900
OG0000136	Pram.g_00891	Prat.g_00962
OG0000137	Pram.g_01549	Prat.g_01557
OG0000138	Pram.g_01146	Prat.g_01161
OG0000139	Pram.g_01133	Prat.g_01150
OG0000140	Pram.g_00571	Prat.g_00595
OG0000141	Pram.g_01254	Prat.g_01509
OG0000142	Pram.g_01242	Prat.g_01261
OG0000143	Pram.g_01468	Prat.g_01291
OG0000144	Pram.g_01393	Prat.g_01338
OG0000145	Pram.g_01377	Prat.g_01354
OG0000146	Pram.g_01341	Prat.g_01392
OG0000147	Pram.g_01294	Prat.g_01441
OG0000148	Pram.g_01293	Prat.g_01442
OG0000149	Pram.g_01629	Prat.g_01589
OG0000150	Pram.g_01669	Prat.g_01377, Prat.g_01628
OG0000151	Pram.g_01672	Prat.g_01631
OG0000152	Pram.g_01691	Prat.g_01652
OG0000153	Pram.g_01728	Prat.g_01685
OG0000154	Pram.g_01764	Prat.g_01720
OG0000155	Pram.g_01783	Prat.g_01739
OG0000156	Pram.g_01817	Prat.g_01771
OG0000157	Pram.g_01851	Prat.g_01806
OG0000158	Pram.g_01917	Prat.g_01873
OG0000160	Pram.g_01939	Prat.g_00001
OG0000161	Pram.g_01940	Prat.g_00002
OG0000162	Pram.g_01942	Prat.g_00004
OG0000163	Pram.g_01943	Prat.g_00005
OG0000164	Pram.g_01944	Prat.g_00006
OG0000165	Pram.g_01945	Prat.g_00007
OG0000166	Pram.g_01946	Prat.g_00008
OG0000167	Pram.g_01947	Prat.g_00009
OG0000168	Pram.g_01948	Prat.g_00010
OG0000169	Pram.g_01950	Prat.g_00013
OG0000170	Pram.g_00001	Prat.g_00015
OG0000171	Pram.g_00002	Prat.g_00016
OG0000172	Pram.g_00003	Prat.g_00017
OG0000173	Pram.g_00004	Prat.g_00018
OG0000174	Pram.g_00005	Prat.g_00019
OG0000175	Pram.g_00006	Prat.g_00020
OG0000176	Pram.g_00007	Prat.g_00021
OG0000177	Pram.g_00008	Prat.g_00022
OG0000178	Pram.g_00009	Prat.g_00023
OG0000179	Pram.g_00011	Prat.g_00025
OG0000180	Pram.g_00012	Prat.g_00026
OG0000181	Pram.g_00013	Prat.g_00027
OG0000182	Pram.g_00014	Prat.g_00028
OG0000183	Pram.g_00015	Prat.g_00029
OG0000184	Pram.g_00016	Prat.g_00031
OG0000185	Pram.g_00019	Prat.g_00034
OG0000186	Pram.g_00021	Prat.g_00036
OG0000187	Pram.g_00022	Prat.g_00037
OG0000188	Pram.g_00023	Prat.g_00038
OG0000189	Pram.g_00024	Prat.g_00042
OG0000190	Pram.g_00026	Prat.g_00044
OG0000191	Pram.g_00028	Prat.g_00046
OG0000192	Pram.g_00029	Prat.g_00047
OG0000193	Pram.g_00030	Prat.g_00048
OG0000194	Pram.g_00033	Prat.g_00051
OG0000195	Pram.g_00034	Prat.g_00052
OG0000196	Pram.g_00035	Prat.g_00053
OG0000197	Pram.g_00037	Prat.g_00055
OG0000198	Pram.g_00038	Prat.g_00056
OG0000199	Pram.g_00039	Prat.g_00057
OG0000200	Pram.g_00048	Prat.g_00060
OG0000201	Pram.g_00049	Prat.g_00061
OG0000202	Pram.g_00050	Prat.g_00062
OG0000203	Pram.g_00054	Prat.g_00066
OG0000204	Pram.g_00055	Prat.g_00067
OG0000205	Pram.g_00058	Prat.g_00070
OG0000206	Pram.g_00060	Prat.g_00072
OG0000207	Pram.g_00062	Prat.g_00074
OG0000208	Pram.g_00063	Prat.g_00075
OG0000209	Pram.g_01536	Prat.g_01504
OG0000210	Pram.g_00064	Prat.g_00076
OG0000211	Pram.g_00065	Prat.g_00079
OG0000212	Pram.g_00066	Prat.g_00080
OG0000213	Pram.g_00067	Prat.g_00081
OG0000214	Pram.g_00068	Prat.g_00082
OG0000215	Pram.g_00069	Prat.g_00083
OG0000216	Pram.g_00070	Prat.g_00084
OG0000217	Pram.g_00072	Prat.g_00086
OG0000218	Pram.g_00073	Prat.g_00087
OG0000219	Pram.g_00074	Prat.g_00088
OG0000220	Pram.g_00075	Prat.g_00089
OG0000221	Pram.g_00078	Prat.g_00091
OG0000222	Pram.g_00079	Prat.g_00092
OG0000223	Pram.g_00080	Prat.g_00093
OG0000224	Pram.g_00081	Prat.g_00094
OG0000225	Pram.g_00082	Prat.g_00095
OG0000226	Pram.g_00083	Prat.g_00096
OG0000227	Pram.g_00085	Prat.g_00098
OG0000228	Pram.g_00086	Prat.g_00099
OG0000229	Pram.g_00087	Prat.g_00100
OG0000230	Pram.g_00088	Prat.g_00101
OG0000231	Pram.g_00089	Prat.g_00102
OG0000232	Pram.g_00090	Prat.g_00103
OG0000233	Pram.g_00091	Prat.g_00104
OG0000234	Pram.g_00092	Prat.g_00105
OG0000235	Pram.g_00093	Prat.g_00106
OG0000236	Pram.g_00096	Prat.g_00109
OG0000237	Pram.g_00097	Prat.g_00110
OG0000238	Pram.g_00098	Prat.g_00111
OG0000239	Pram.g_00100	Prat.g_00113
OG0000240	Pram.g_00101	Prat.g_00114
OG0000241	Pram.g_00102	Prat.g_00115
OG0000242	Pram.g_00103	Prat.g_00116
OG0000243	Pram.g_00106	Prat.g_00118
OG0000244	Pram.g_00109	Prat.g_00122
OG0000245	Pram.g_00110	Prat.g_00123
OG0000246	Pram.g_00111	Prat.g_00124
OG0000247	Pram.g_00113	Prat.g_00126
OG0000248	Pram.g_00115	Prat.g_00128
OG0000249	Pram.g_00117	Prat.g_00130
OG0000250	Pram.g_00118	Prat.g_00131
OG0000251	Pram.g_00119	Prat.g_00132
OG0000252	Pram.g_00120	Prat.g_00133
OG0000253	Pram.g_00121	Prat.g_00134
OG0000254	Pram.g_01001	Prat.g_00601
OG0000255	Pram.g_00123	Prat.g_00136
OG0000256	Pram.g_00126	Prat.g_00139
OG0000257	Pram.g_00128	Prat.g_00141
OG0000258	Pram.g_00130	Prat.g_00144
OG0000259	Pram.g_00131	Prat.g_00145
OG0000260	Pram.g_00132	Prat.g_00146
OG0000261	Pram.g_00133	Prat.g_00147
OG0000262	Pram.g_00134	Prat.g_00148
OG0000263	Pram.g_00136	Prat.g_00150
OG0000264	Pram.g_00137	Prat.g_00151
OG0000265	Pram.g_00138	Prat.g_00152
OG0000266	Pram.g_00139	Prat.g_00153
OG0000267	Pram.g_00140	Prat.g_00154
OG0000268	Pram.g_00141	Prat.g_00156
OG0000269	Pram.g_00143	Prat.g_00158
OG0000270	Pram.g_00144	Prat.g_00159
OG0000271	Pram.g_00145	Prat.g_00160
OG0000272	Pram.g_00146	Prat.g_00161
OG0000273	Pram.g_00147	Prat.g_00162
OG0000274	Pram.g_00148	Prat.g_00163
OG0000275	Pram.g_00149	Prat.g_00164
OG0000276	Pram.g_00150	Prat.g_00165
OG0000277	Pram.g_00152	Prat.g_00167
OG0000278	Pram.g_00153	Prat.g_00169
OG0000279	Pram.g_00154	Prat.g_00170
OG0000280	Pram.g_00156	Prat.g_00172
OG0000281	Pram.g_00157	Prat.g_00174
OG0000282	Pram.g_00158	Prat.g_00175
OG0000283	Pram.g_00159	Prat.g_00176
OG0000284	Pram.g_00160	Prat.g_00177
OG0000285	Pram.g_00161	Prat.g_00178
OG0000286	Pram.g_00162	Prat.g_00179
OG0000287	Pram.g_00163	Prat.g_00180
OG0000288	Pram.g_00165	Prat.g_00182
OG0000289	Pram.g_00166	Prat.g_00183
OG0000290	Pram.g_00167	Prat.g_00184
OG0000291	Pram.g_00169	Prat.g_00186
OG0000292	Pram.g_00171	Prat.g_00188
OG0000293	Pram.g_00172	Prat.g_00189
OG0000294	Pram.g_00173	Prat.g_00190
OG0000295	Pram.g_00174	Prat.g_00191
OG0000296	Pram.g_00175	Prat.g_00192
OG0000297	Pram.g_00176	Prat.g_00193
OG0000298	Pram.g_00178	Prat.g_00195
OG0000299	Pram.g_00179	Prat.g_00196
OG0000300	Pram.g_00180	Prat.g_00197
OG0000301	Pram.g_00181	Prat.g_00198
OG0000302	Pram.g_00182	Prat.g_00199
OG0000303	Pram.g_00183	Prat.g_00200
OG0000304	Pram.g_00185	Prat.g_00202
OG0000305	Pram.g_00186	Prat.g_00203
OG0000306	Pram.g_00189	Prat.g_00206
OG0000307	Pram.g_00190	Prat.g_00207
OG0000308	Pram.g_00191	Prat.g_00208
OG0000309	Pram.g_00192	Prat.g_00209
OG0000310	Pram.g_00193	Prat.g_00210
OG0000311	Pram.g_00194	Prat.g_00211
OG0000312	Pram.g_00195	Prat.g_00212
OG0000313	Pram.g_00196	Prat.g_00213
OG0000314	Pram.g_00197	Prat.g_00214
OG0000315	Pram.g_00198	Prat.g_00215
OG0000316	Pram.g_00199	Prat.g_00216
OG0000317	Pram.g_00200	Prat.g_00217
OG0000318	Pram.g_00201	Prat.g_00218
OG0000319	Pram.g_00202	Prat.g_00219
OG0000320	Pram.g_00203	Prat.g_00220
OG0000321	Pram.g_00204	Prat.g_00221
OG0000322	Pram.g_00205	Prat.g_00222
OG0000323	Pram.g_00206	Prat.g_00223
OG0000324	Pram.g_00207	Prat.g_00224
OG0000325	Pram.g_00208	Prat.g_00225
OG0000326	Pram.g_00209	Prat.g_00226
OG0000327	Pram.g_00210	Prat.g_00227
OG0000328	Pram.g_00212	Prat.g_00229
OG0000329	Pram.g_00213	Prat.g_00230
OG0000330	Pram.g_00214	Prat.g_00231
OG0000331	Pram.g_00216	Prat.g_00233
OG0000332	Pram.g_00217	Prat.g_00234
OG0000333	Pram.g_00218	Prat.g_00235
OG0000334	Pram.g_00219	Prat.g_00236
OG0000335	Pram.g_00220	Prat.g_00238
OG0000336	Pram.g_00222	Prat.g_00240
OG0000337	Pram.g_00223	Prat.g_00241
OG0000338	Pram.g_00228	Prat.g_00246
OG0000339	Pram.g_00230	Prat.g_00249
OG0000340	Pram.g_00232	Prat.g_00250
OG0000341	Pram.g_00233	Prat.g_00251
OG0000342	Pram.g_00234	Prat.g_00252
OG0000343	Pram.g_00235	Prat.g_00253
OG0000344	Pram.g_00238	Prat.g_00256
OG0000345	Pram.g_00242	Prat.g_00260
OG0000346	Pram.g_00243	Prat.g_00261
OG0000347	Pram.g_00246	Prat.g_00264
OG0000348	Pram.g_00247	Prat.g_00266
OG0000349	Pram.g_00248	Prat.g_00267
OG0000350	Pram.g_00250	Prat.g_00269
OG0000351	Pram.g_00251	Prat.g_00270
OG0000352	Pram.g_00252	Prat.g_00271
OG0000353	Pram.g_00253	Prat.g_00272
OG0000354	Pram.g_00254	Prat.g_00273
OG0000355	Pram.g_00255	Prat.g_00274
OG0000356	Pram.g_00256	Prat.g_00275
OG0000357	Pram.g_00257	Prat.g_00276
OG0000358	Pram.g_00258	Prat.g_00277
OG0000359	Pram.g_00260	Prat.g_00279
OG0000360	Pram.g_00263	Prat.g_00282
OG0000361	Pram.g_00264	Prat.g_00283
OG0000362	Pram.g_00265	Prat.g_00284
OG0000363	Pram.g_00266	Prat.g_00285
OG0000364	Pram.g_00270	Prat.g_00290
OG0000365	Pram.g_00271	Prat.g_00291
OG0000366	Pram.g_00274	Prat.g_00293
OG0000367	Pram.g_00275	Prat.g_00294
OG0000368	Pram.g_00276	Prat.g_00295
OG0000369	Pram.g_00277	Prat.g_00296
OG0000370	Pram.g_00278	Prat.g_00297
OG0000371	Pram.g_00280	Prat.g_00298
OG0000372	Pram.g_00281	Prat.g_00299
OG0000373	Pram.g_00282	Prat.g_00300
OG0000374	Pram.g_00283	Prat.g_00302
OG0000375	Pram.g_00284	Prat.g_00303
OG0000376	Pram.g_00287	Prat.g_00306
OG0000377	Pram.g_00288	Prat.g_00307
OG0000378	Pram.g_00289	Prat.g_00308
OG0000379	Pram.g_00290	Prat.g_00309
OG0000380	Pram.g_00291	Prat.g_00310
OG0000381	Pram.g_00292	Prat.g_00311
OG0000382	Pram.g_00293	Prat.g_00312
OG0000383	Pram.g_00294	Prat.g_00313
OG0000384	Pram.g_00296	Prat.g_00315
OG0000385	Pram.g_00297	Prat.g_00316
OG0000386	Pram.g_00298	Prat.g_00317
OG0000387	Pram.g_00299	Prat.g_00318
OG0000388	Pram.g_00300	Prat.g_00319
OG0000389	Pram.g_00301	Prat.g_00320
OG0000390	Pram.g_00302	Prat.g_00321
OG0000391	Pram.g_00303	Prat.g_00322
OG0000392	Pram.g_00304	Prat.g_00323
OG0000393	Pram.g_00305	Prat.g_00324
OG0000394	Pram.g_00306	Prat.g_00325
OG0000395	Pram.g_00307	Prat.g_00326
OG0000396	Pram.g_00309	Prat.g_00328
OG0000397	Pram.g_00311	Prat.g_00330
OG0000398	Pram.g_00312	Prat.g_00331
OG0000399	Pram.g_00315	Prat.g_00334
OG0000400	Pram.g_00321	Prat.g_00340
OG0000401	Pram.g_00322	Prat.g_00341
OG0000402	Pram.g_00328	Prat.g_00348
OG0000403	Pram.g_00330	Prat.g_00350
OG0000404	Pram.g_00331	Prat.g_00351
OG0000405	Pram.g_00332	Prat.g_00352
OG0000406	Pram.g_00336	Prat.g_00355
OG0000407	Pram.g_00337	Prat.g_00356
OG0000408	Pram.g_00340	Prat.g_00359
OG0000409	Pram.g_00341	Prat.g_00360
OG0000410	Pram.g_00342	Prat.g_00361
OG0000411	Pram.g_00343	Prat.g_00362
OG0000412	Pram.g_00344	Prat.g_00363
OG0000413	Pram.g_00345	Prat.g_00364
OG0000414	Pram.g_00346	Prat.g_00365
OG0000415	Pram.g_00347	Prat.g_00366
OG0000416	Pram.g_00351	Prat.g_00369
OG0000417	Pram.g_00352	Prat.g_00370
OG0000418	Pram.g_00354	Prat.g_00372
OG0000419	Pram.g_00355	Prat.g_00373
OG0000420	Pram.g_00864	Prat.g_00985
OG0000421	Pram.g_01184	Prat.g_01203
OG0000422	Pram.g_01537	Prat.g_01469
OG0000423	Pram.g_01177	Prat.g_00671
OG0000424	Pram.g_01696	Prat.g_01656
OG0000425	Pram.g_00366	Prat.g_00390
OG0000426	Pram.g_00367	Prat.g_00391
OG0000427	Pram.g_00368	Prat.g_00392
OG0000428	Pram.g_00370	Prat.g_00395
OG0000429	Pram.g_00371	Prat.g_00396
OG0000430	Pram.g_00373	Prat.g_00398
OG0000431	Pram.g_00374	Prat.g_00399
OG0000432	Pram.g_00375	Prat.g_00400
OG0000433	Pram.g_00376	Prat.g_00401
OG0000434	Pram.g_00377	Prat.g_00403
OG0000435	Pram.g_00378	Prat.g_00404
OG0000436	Pram.g_00379	Prat.g_00405
OG0000437	Pram.g_00380	Prat.g_00406
OG0000438	Pram.g_00381	Prat.g_00407
OG0000439	Pram.g_00382	Prat.g_00408
OG0000440	Pram.g_00383	Prat.g_00410
OG0000441	Pram.g_00384	Prat.g_00411
OG0000442	Pram.g_00385	Prat.g_00412
OG0000443	Pram.g_00386	Prat.g_00413
OG0000444	Pram.g_00387	Prat.g_00414
OG0000445	Pram.g_00393	Prat.g_00415
OG0000446	Pram.g_00395	Prat.g_00417
OG0000447	Pram.g_00396	Prat.g_00418
OG0000448	Pram.g_00397	Prat.g_00419
OG0000449	Pram.g_00400	Prat.g_00424
OG0000450	Pram.g_00401	Prat.g_00425
OG0000451	Pram.g_00402	Prat.g_00426
OG0000452	Pram.g_00404	Prat.g_00428
OG0000453	Pram.g_00406	Prat.g_00429
OG0000454	Pram.g_00407	Prat.g_00430
OG0000455	Pram.g_00409	Prat.g_00432
OG0000456	Pram.g_00413	Prat.g_00436
OG0000457	Pram.g_00414	Prat.g_00438
OG0000458	Pram.g_00415	Prat.g_00439
OG0000459	Pram.g_00417	Prat.g_00441
OG0000460	Pram.g_00419	Prat.g_00443
OG0000461	Pram.g_00420	Prat.g_00444
OG0000462	Pram.g_00421	Prat.g_00445
OG0000463	Pram.g_00423	Prat.g_00447
OG0000464	Pram.g_00424	Prat.g_00448
OG0000465	Pram.g_00425	Prat.g_00449
OG0000466	Pram.g_00426	Prat.g_00450
OG0000467	Pram.g_00427	Prat.g_00451
OG0000468	Pram.g_00428	Prat.g_00453
OG0000469	Pram.g_00429	Prat.g_00454
OG0000470	Pram.g_00430	Prat.g_00455
OG0000471	Pram.g_00431	Prat.g_00456
OG0000472	Pram.g_00438	Prat.g_00463
OG0000473	Pram.g_00439	Prat.g_00464
OG0000474	Pram.g_00440	Prat.g_00465
OG0000475	Pram.g_00441	Prat.g_00466
OG0000476	Pram.g_00442	Prat.g_00468
OG0000477	Pram.g_00443	Prat.g_00469
OG0000478	Pram.g_00444	Prat.g_00470
OG0000479	Pram.g_00445	Prat.g_00471
OG0000480	Pram.g_00447	Prat.g_00473
OG0000481	Pram.g_00449	Prat.g_00475
OG0000482	Pram.g_00450	Prat.g_00476
OG0000483	Pram.g_00452	Prat.g_00478
OG0000484	Pram.g_00453	Prat.g_00479
OG0000485	Pram.g_00454	Prat.g_00480
OG0000486	Pram.g_00456	Prat.g_00482
OG0000487	Pram.g_00461	Prat.g_00486
OG0000488	Pram.g_00462	Prat.g_00487
OG0000489	Pram.g_00463	Prat.g_00488
OG0000490	Pram.g_00464	Prat.g_00489
OG0000491	Pram.g_00465	Prat.g_00490
OG0000492	Pram.g_00466	Prat.g_00491
OG0000493	Pram.g_00468	Prat.g_00492
OG0000494	Pram.g_00469	Prat.g_00493
OG0000495	Pram.g_00472	Prat.g_00496
OG0000496	Pram.g_00473	Prat.g_00497
OG0000497	Pram.g_00474	Prat.g_00498
OG0000498	Pram.g_00475	Prat.g_00499
OG0000499	Pram.g_00476	Prat.g_00500
OG0000500	Pram.g_00477	Prat.g_00501
OG0000501	Pram.g_00478	Prat.g_00502
OG0000502	Pram.g_00479	Prat.g_00503
OG0000503	Pram.g_00481	Prat.g_00505
OG0000504	Pram.g_00482	Prat.g_00506
OG0000505	Pram.g_00483	Prat.g_00507
OG0000506	Pram.g_00484	Prat.g_00508
OG0000507	Pram.g_00485	Prat.g_00509
OG0000508	Pram.g_00486	Prat.g_00510
OG0000509	Pram.g_00487	Prat.g_00511
OG0000510	Pram.g_00488	Prat.g_00512
OG0000511	Pram.g_00490	Prat.g_00515
OG0000512	Pram.g_00491	Prat.g_00516
OG0000513	Pram.g_00492	Prat.g_00517
OG0000514	Pram.g_00493	Prat.g_00518
OG0000515	Pram.g_00494	Prat.g_00519
OG0000516	Pram.g_00495	Prat.g_00520
OG0000517	Pram.g_00497	Prat.g_00522
OG0000518	Pram.g_00498	Prat.g_00523
OG0000519	Pram.g_00500	Prat.g_00525
OG0000520	Pram.g_00502	Prat.g_00527
OG0000521	Pram.g_00503	Prat.g_00528
OG0000522	Pram.g_00504	Prat.g_00529
OG0000523	Pram.g_00505	Prat.g_00530
OG0000524	Pram.g_00506	Prat.g_00531
OG0000525	Pram.g_00507	Prat.g_00532
OG0000526	Pram.g_00508	Prat.g_00533
OG0000527	Pram.g_00509	Prat.g_00534
OG0000528	Pram.g_00510	Prat.g_00536
OG0000529	Pram.g_00511	Prat.g_00537
OG0000530	Pram.g_00512	Prat.g_00538
OG0000531	Pram.g_00513	Prat.g_00539
OG0000532	Pram.g_00514	Prat.g_00540
OG0000533	Pram.g_00516	Prat.g_00542
OG0000534	Pram.g_00517	Prat.g_00543
OG0000535	Pram.g_00518	Prat.g_00544
OG0000536	Pram.g_00519	Prat.g_00545
OG0000537	Pram.g_00520	Prat.g_00546
OG0000538	Pram.g_00521	Prat.g_00547
OG0000539	Pram.g_00523	Prat.g_00549
OG0000540	Pram.g_00524	Prat.g_00550
OG0000541	Pram.g_00525	Prat.g_00551
OG0000542	Pram.g_00528	Prat.g_00553
OG0000543	Pram.g_00529	Prat.g_00554
OG0000544	Pram.g_00530	Prat.g_00555
OG0000545	Pram.g_00531	Prat.g_00556
OG0000546	Pram.g_00532	Prat.g_00557
OG0000547	Pram.g_00533	Prat.g_00558
OG0000548	Pram.g_00534	Prat.g_00559
OG0000549	Pram.g_00536	Prat.g_00561
OG0000550	Pram.g_00537	Prat.g_00562
OG0000551	Pram.g_00538	Prat.g_00563
OG0000552	Pram.g_00539	Prat.g_00564
OG0000553	Pram.g_00540	Prat.g_00565
OG0000554	Pram.g_00541	Prat.g_00566
OG0000555	Pram.g_00543	Prat.g_00568
OG0000556	Pram.g_00544	Prat.g_00569
OG0000557	Pram.g_00545	Prat.g_00570
OG0000558	Pram.g_00546	Prat.g_00571
OG0000559	Pram.g_00547	Prat.g_00572
OG0000560	Pram.g_00548	Prat.g_00573
OG0000561	Pram.g_00549	Prat.g_00574
OG0000562	Pram.g_00550	Prat.g_00575
OG0000563	Pram.g_00551	Prat.g_00576
OG0000564	Pram.g_00552	Prat.g_00577
OG0000565	Pram.g_00553	Prat.g_00579
OG0000566	Pram.g_00554	Prat.g_00580
OG0000567	Pram.g_00555	Prat.g_00581
OG0000568	Pram.g_00556	Prat.g_00582
OG0000569	Pram.g_00559	Prat.g_00584
OG0000570	Pram.g_00560	Prat.g_00585
OG0000571	Pram.g_00562	Prat.g_00587
OG0000572	Pram.g_00564	Prat.g_00589
OG0000573	Pram.g_00565	Prat.g_00590
OG0000574	Pram.g_00566	Prat.g_00591
OG0000575	Pram.g_00568	Prat.g_00592
OG0000576	Pram.g_00569	Prat.g_00593
OG0000577	Pram.g_01080	Prat.g_01097
