Orthogroup	Prar	Praw
OG0000093	Prar.g_01090	Praw.g_01894
OG0000094	Prar.g_01030	Praw.g_00099
OG0000095	Prar.g_00627	Praw.g_00066
OG0000096	Prar.g_00696	Praw.g_01188
OG0000097	Prar.g_00072	Praw.g_01170
OG0000098	Prar.g_00035	Praw.g_01133
OG0000099	Prar.g_00015	Praw.g_01405
OG0000100	Prar.g_00581	Praw.g_01389
OG0000101	Prar.g_00570	Praw.g_01379
OG0000102	Prar.g_00215	Praw.g_01322
OG0000103	Prar.g_00207	Praw.g_01314
OG0000104	Prar.g_00189	Praw.g_01296
OG0000105	Prar.g_00157	Praw.g_01265
OG0000106	Prar.g_00143	Praw.g_01251
OG0000107	Prar.g_00135	Praw.g_01243
OG0000108	Prar.g_00125	Praw.g_01233
OG0000109	Prar.g_00088	Praw.g_01196
OG0000110	Prar.g_00076	Praw.g_00882
OG0000111	Prar.g_00313	Praw.g_00860
OG0000112	Prar.g_00303	Praw.g_00850
OG0000113	Prar.g_00290	Praw.g_00837
OG0000114	Prar.g_00262	Praw.g_00809
OG0000115	Prar.g_00524	Praw.g_00673
OG0000116	Prar.g_00526	Praw.g_00671
OG0000117	Prar.g_00530	Praw.g_00667
OG0000118	Prar.g_01330	Praw.g_00649
OG0000119	Prar.g_01362	Praw.g_00616
OG0000120	Prar.g_01363	Praw.g_00615
OG0000121	Prar.g_01373	Praw.g_00605
OG0000122	Prar.g_01382	Praw.g_00596
OG0000123	Prar.g_01413	Praw.g_01931
OG0000124	Prar.g_01481	Praw.g_01871
OG0000125	Prar.g_01482	Praw.g_01870
OG0000126	Prar.g_01483	Praw.g_01869
OG0000127	Prar.g_01516	Praw.g_01836
OG0000128	Prar.g_01601	Praw.g_01807
OG0000129	Prar.g_01621	Praw.g_01787
OG0000130	Prar.g_01668	Praw.g_01712
OG0000131	Prar.g_01682	Praw.g_01699
OG0000132	Prar.g_01717	Praw.g_01665
OG0000133	Prar.g_01792	Praw.g_01581
OG0000134	Prar.g_01801	Praw.g_01571
OG0000135	Prar.g_01837	Praw.g_01535
OG0000136	Prar.g_01901	Praw.g_01470
OG0000137	Prar.g_01293	Praw.g_00204
OG0000138	Prar.g_01268	Praw.g_00229
OG0000139	Prar.g_01257	Praw.g_00240
OG0000140	Prar.g_01206	Praw.g_00291
OG0000141	Prar.g_00376	Praw.g_00904
OG0000142	Prar.g_00943	Praw.g_00993
OG0000143	Prar.g_00911	Praw.g_01016
OG0000144	Prar.g_00352	Praw.g_01096
OG0000145	Prar.g_00338	Praw.g_01080
OG0000146	Prar.g_00810	Praw.g_00374
OG0000147	Prar.g_00770	Praw.g_00414
OG0000148	Prar.g_00769	Praw.g_00415
OG0000149	Prar.g_01145	Praw.g_00513
OG0000150	Prar.g_01959	Praw.g_00551
OG0000151	Prar.g_01956, Prar.g_00595	Praw.g_00554
OG0000152	Prar.g_01119	Praw.g_01921
OG0000153	Prar.g_01068	Praw.g_00137
OG0000154	Prar.g_01032	Praw.g_00101
OG0000155	Prar.g_01015	Praw.g_00083
OG0000156	Prar.g_00638	Praw.g_00055
OG0000157	Prar.g_00669	Praw.g_00022
OG0000158	Prar.g_00055	Praw.g_01153
OG0000160	Prar.g_00037	Praw.g_01135
OG0000161	Prar.g_00036	Praw.g_01134
OG0000162	Prar.g_00034	Praw.g_01132
OG0000163	Prar.g_00033	Praw.g_01131
OG0000164	Prar.g_00032	Praw.g_01130
OG0000165	Prar.g_00031	Praw.g_01129
OG0000166	Prar.g_00030	Praw.g_01128
OG0000167	Prar.g_00029	Praw.g_01127
OG0000168	Prar.g_00028	Praw.g_01126
OG0000169	Prar.g_00026	Praw.g_01124
OG0000170	Prar.g_00024	Praw.g_01414
OG0000171	Prar.g_00023	Praw.g_01413
OG0000172	Prar.g_00022	Praw.g_01412
OG0000173	Prar.g_00021	Praw.g_01411
OG0000174	Prar.g_00020	Praw.g_01410
OG0000175	Prar.g_00019	Praw.g_01409
OG0000176	Prar.g_00018	Praw.g_01408
OG0000177	Prar.g_00017	Praw.g_01407
OG0000178	Prar.g_00016	Praw.g_01406
OG0000179	Prar.g_00014	Praw.g_01404
OG0000180	Prar.g_00013	Praw.g_01403
OG0000181	Prar.g_00012	Praw.g_01402
OG0000182	Prar.g_00011	Praw.g_01401
OG0000183	Prar.g_00010	Praw.g_01400
OG0000184	Prar.g_00009	Praw.g_01399
OG0000185	Prar.g_00006	Praw.g_01396
OG0000186	Prar.g_00002	Praw.g_01393
OG0000187	Prar.g_00001	Praw.g_01392
OG0000188	Prar.g_00594	Praw.g_01391
OG0000189	Prar.g_00580	Praw.g_01388
OG0000190	Prar.g_00578	Praw.g_01386
OG0000191	Prar.g_00577	Praw.g_01385
OG0000192	Prar.g_00576	Praw.g_01384
OG0000193	Prar.g_00574	Praw.g_01383
OG0000194	Prar.g_00573	Praw.g_01382
OG0000195	Prar.g_00572	Praw.g_01381
OG0000196	Prar.g_00571	Praw.g_01380
OG0000197	Prar.g_00569	Praw.g_01378
OG0000198	Prar.g_00568	Praw.g_01377
OG0000199	Prar.g_00567	Praw.g_01376
OG0000200	Prar.g_00554	Praw.g_01370
OG0000201	Prar.g_00553	Praw.g_01369
OG0000202	Prar.g_00552	Praw.g_01368
OG0000203	Prar.g_00549	Praw.g_01365
OG0000204	Prar.g_00548	Praw.g_01364
OG0000205	Prar.g_00255	Praw.g_01361
OG0000206	Prar.g_00253	Praw.g_01359
OG0000207	Prar.g_00251	Praw.g_01357
OG0000208	Prar.g_00250	Praw.g_01356
OG0000209	Prar.g_00249	Praw.g_01355
OG0000210	Prar.g_00248	Praw.g_01354
OG0000211	Prar.g_00247	Praw.g_01353
OG0000212	Prar.g_00246	Praw.g_01352
OG0000213	Prar.g_00245	Praw.g_01351
OG0000214	Prar.g_00244	Praw.g_01350
OG0000215	Prar.g_00243	Praw.g_01349
OG0000216	Prar.g_00242	Praw.g_01348
OG0000217	Prar.g_00240	Praw.g_01346
OG0000218	Prar.g_00239	Praw.g_01345
OG0000219	Prar.g_00238	Praw.g_01344
OG0000220	Prar.g_00237	Praw.g_01343
OG0000221	Prar.g_00234	Praw.g_01341
OG0000222	Prar.g_00233	Praw.g_01340
OG0000223	Prar.g_00232	Praw.g_01339
OG0000224	Prar.g_00231	Praw.g_01338
OG0000225	Prar.g_00230	Praw.g_01337
OG0000226	Prar.g_00229	Praw.g_01336
OG0000227	Prar.g_00228	Praw.g_01335
OG0000228	Prar.g_00227	Praw.g_01334
OG0000229	Prar.g_00226	Praw.g_01333
OG0000230	Prar.g_00225	Praw.g_01332
OG0000231	Prar.g_00224	Praw.g_01331
OG0000232	Prar.g_00222	Praw.g_01329
OG0000233	Prar.g_00221	Praw.g_01328
OG0000234	Prar.g_00220	Praw.g_01327
OG0000235	Prar.g_00219	Praw.g_01326
OG0000236	Prar.g_00218	Praw.g_01325
OG0000237	Prar.g_00217	Praw.g_01324
OG0000238	Prar.g_00216	Praw.g_01323
OG0000239	Prar.g_00214	Praw.g_01321
OG0000240	Prar.g_00213	Praw.g_01320
OG0000241	Prar.g_00212	Praw.g_01319
OG0000242	Prar.g_00211	Praw.g_01318
OG0000243	Prar.g_00208	Praw.g_01315
OG0000244	Prar.g_00206	Praw.g_01313
OG0000245	Prar.g_00205	Praw.g_01312
OG0000246	Prar.g_00204	Praw.g_01311
OG0000247	Prar.g_00201	Praw.g_01308
OG0000248	Prar.g_00199	Praw.g_01306
OG0000249	Prar.g_00198	Praw.g_01305
OG0000250	Prar.g_00197	Praw.g_01304
OG0000251	Prar.g_00196	Praw.g_01303
OG0000252	Prar.g_00195	Praw.g_01302
OG0000253	Prar.g_00194	Praw.g_01301
OG0000254	Prar.g_00192	Praw.g_01299
OG0000255	Prar.g_00191	Praw.g_01298
OG0000256	Prar.g_00188	Praw.g_01295
OG0000257	Prar.g_00186	Praw.g_01293
OG0000258	Prar.g_00182	Praw.g_01290
OG0000259	Prar.g_00181	Praw.g_01289
OG0000260	Prar.g_00180	Praw.g_01288
OG0000261	Prar.g_00179	Praw.g_01287
OG0000262	Prar.g_00178	Praw.g_01286
OG0000263	Prar.g_00176	Praw.g_01284
OG0000264	Prar.g_00175	Praw.g_01283
OG0000265	Prar.g_00174	Praw.g_01282
OG0000266	Prar.g_00173	Praw.g_01281
OG0000267	Prar.g_00172	Praw.g_01280
OG0000268	Prar.g_00171	Praw.g_01279
OG0000269	Prar.g_00169	Praw.g_01277
OG0000270	Prar.g_00168	Praw.g_01276
OG0000271	Prar.g_00167	Praw.g_01275
OG0000272	Prar.g_00166	Praw.g_01274
OG0000273	Prar.g_00165	Praw.g_01273
OG0000274	Prar.g_00164	Praw.g_01272
OG0000275	Prar.g_00163	Praw.g_01271
OG0000276	Prar.g_00162	Praw.g_01270
OG0000277	Prar.g_00160	Praw.g_01268
OG0000278	Prar.g_00159	Praw.g_01267
OG0000279	Prar.g_00158	Praw.g_01266
OG0000280	Prar.g_00156	Praw.g_01264
OG0000281	Prar.g_00154	Praw.g_01262
OG0000282	Prar.g_00153	Praw.g_01261
OG0000283	Prar.g_00152	Praw.g_01260
OG0000284	Prar.g_00151	Praw.g_01259
OG0000285	Prar.g_00150	Praw.g_01258
OG0000286	Prar.g_00149	Praw.g_01257
OG0000287	Prar.g_00148	Praw.g_01256
OG0000288	Prar.g_00146	Praw.g_01254
OG0000289	Prar.g_00145	Praw.g_01253
OG0000290	Prar.g_00144	Praw.g_01252
OG0000291	Prar.g_00142	Praw.g_01250
OG0000292	Prar.g_00141	Praw.g_01249
OG0000293	Prar.g_00140	Praw.g_01248
OG0000294	Prar.g_00139	Praw.g_01247
OG0000295	Prar.g_00138	Praw.g_01246
OG0000296	Prar.g_00137	Praw.g_01245
OG0000297	Prar.g_00136	Praw.g_01244
OG0000298	Prar.g_00134	Praw.g_01242
OG0000299	Prar.g_00133	Praw.g_01241
OG0000300	Prar.g_00132	Praw.g_01240
OG0000301	Prar.g_00131	Praw.g_01239
OG0000302	Prar.g_00130	Praw.g_01238
OG0000303	Prar.g_00129	Praw.g_01237
OG0000304	Prar.g_00127	Praw.g_01235
OG0000305	Prar.g_00126	Praw.g_01234
OG0000306	Prar.g_00123	Praw.g_01231
OG0000307	Prar.g_00122	Praw.g_01230
OG0000308	Prar.g_00121	Praw.g_01229
OG0000309	Prar.g_00120	Praw.g_01228
OG0000310	Prar.g_00119	Praw.g_01227
OG0000311	Prar.g_00118	Praw.g_01226
OG0000312	Prar.g_00117	Praw.g_01225
OG0000313	Prar.g_00116	Praw.g_01224
OG0000314	Prar.g_00115	Praw.g_01223
OG0000315	Prar.g_00114	Praw.g_01222
OG0000316	Prar.g_00113	Praw.g_01221
OG0000317	Prar.g_00112	Praw.g_01220
OG0000318	Prar.g_00111	Praw.g_01219
OG0000319	Prar.g_00110	Praw.g_01218
OG0000320	Prar.g_00109	Praw.g_01217
OG0000321	Prar.g_00108	Praw.g_01216
OG0000322	Prar.g_00107	Praw.g_01215
OG0000323	Prar.g_00106	Praw.g_01214
OG0000324	Prar.g_00105	Praw.g_01213
OG0000325	Prar.g_00104	Praw.g_01212
OG0000326	Prar.g_00103	Praw.g_01211
OG0000327	Prar.g_00102	Praw.g_01210
OG0000328	Prar.g_00101	Praw.g_01209
OG0000329	Prar.g_00100	Praw.g_01208
OG0000330	Prar.g_00099	Praw.g_01207
OG0000331	Prar.g_00098	Praw.g_01206
OG0000332	Prar.g_00097	Praw.g_01205
OG0000333	Prar.g_00096	Praw.g_01204
OG0000334	Prar.g_00095	Praw.g_01203
OG0000335	Prar.g_00094	Praw.g_01202
OG0000336	Prar.g_00092	Praw.g_01200
OG0000337	Prar.g_00091	Praw.g_01199
OG0000338	Prar.g_00087	Praw.g_01195
OG0000339	Prar.g_00085	Praw.g_00891
OG0000340	Prar.g_00083	Praw.g_00889
OG0000341	Prar.g_00082	Praw.g_00888
OG0000342	Prar.g_00081	Praw.g_00887
OG0000343	Prar.g_00080	Praw.g_00886
OG0000344	Prar.g_00077	Praw.g_00883
OG0000345	Prar.g_00334	Praw.g_00880
OG0000346	Prar.g_00333	Praw.g_00879
OG0000347	Prar.g_00330	Praw.g_00876
OG0000348	Prar.g_00328	Praw.g_00875
OG0000349	Prar.g_00327	Praw.g_00874
OG0000350	Prar.g_00325	Praw.g_00872
OG0000351	Prar.g_00324	Praw.g_00871
OG0000352	Prar.g_00323	Praw.g_00870
OG0000353	Prar.g_00322	Praw.g_00869
OG0000354	Prar.g_00321	Praw.g_00868
OG0000355	Prar.g_00320	Praw.g_00867
OG0000356	Prar.g_00319	Praw.g_00866
OG0000357	Prar.g_00318	Praw.g_00865
OG0000358	Prar.g_00317	Praw.g_00864
OG0000359	Prar.g_00316	Praw.g_00863
OG0000360	Prar.g_00312	Praw.g_00859
OG0000361	Prar.g_00311	Praw.g_00858
OG0000362	Prar.g_00310	Praw.g_00857
OG0000363	Prar.g_00309	Praw.g_00856
OG0000364	Prar.g_00305	Praw.g_00852
OG0000365	Prar.g_00304	Praw.g_00851
OG0000366	Prar.g_00302	Praw.g_00849
OG0000367	Prar.g_00301	Praw.g_00848
OG0000368	Prar.g_00300	Praw.g_00847
OG0000369	Prar.g_00299	Praw.g_00846
OG0000370	Prar.g_00298	Praw.g_00845
OG0000371	Prar.g_00297	Praw.g_00844
OG0000372	Prar.g_00296	Praw.g_00843
OG0000373	Prar.g_00295	Praw.g_00842
OG0000374	Prar.g_00293	Praw.g_00840
OG0000375	Prar.g_00292	Praw.g_00839
OG0000376	Prar.g_00289	Praw.g_00836
OG0000377	Prar.g_00288	Praw.g_00835
OG0000378	Prar.g_00287	Praw.g_00834
OG0000379	Prar.g_00286	Praw.g_00833
OG0000380	Prar.g_00285	Praw.g_00832
OG0000381	Prar.g_00284	Praw.g_00831
OG0000382	Prar.g_00283	Praw.g_00830
OG0000383	Prar.g_00282	Praw.g_00829
OG0000384	Prar.g_00279	Praw.g_00826
OG0000385	Prar.g_00278	Praw.g_00825
OG0000386	Prar.g_00277	Praw.g_00824
OG0000387	Prar.g_00276	Praw.g_00823
OG0000388	Prar.g_00275	Praw.g_00822
OG0000389	Prar.g_00274	Praw.g_00821
OG0000390	Prar.g_00273	Praw.g_00820
OG0000391	Prar.g_00272	Praw.g_00819
OG0000392	Prar.g_00271	Praw.g_00818
OG0000393	Prar.g_00270	Praw.g_00817
OG0000394	Prar.g_00269	Praw.g_00816
OG0000395	Prar.g_00268	Praw.g_00815
OG0000396	Prar.g_00266	Praw.g_00813
OG0000397	Prar.g_00264	Praw.g_00811
OG0000398	Prar.g_00263	Praw.g_00810
OG0000399	Prar.g_00260	Praw.g_00807
OG0000400	Prar.g_00259	Praw.g_00806
OG0000401	Prar.g_00258	Praw.g_00805
OG0000402	Prar.g_00394	Praw.g_00796
OG0000403	Prar.g_00395	Praw.g_00795
OG0000404	Prar.g_00396	Praw.g_00794
OG0000405	Prar.g_00398	Praw.g_00792
OG0000406	Prar.g_00401	Praw.g_00790
OG0000407	Prar.g_00402	Praw.g_00789
OG0000408	Prar.g_00405	Praw.g_00787
OG0000409	Prar.g_00406	Praw.g_00786
OG0000410	Prar.g_00407	Praw.g_00785
OG0000411	Prar.g_00408	Praw.g_00784
OG0000412	Prar.g_00409	Praw.g_00783
OG0000413	Prar.g_00410	Praw.g_00782
OG0000414	Prar.g_00411	Praw.g_00781
OG0000415	Prar.g_00412	Praw.g_00780
OG0000416	Prar.g_00415	Praw.g_00777
OG0000417	Prar.g_00416	Praw.g_00776
OG0000418	Prar.g_00417	Praw.g_00775
OG0000419	Prar.g_00418	Praw.g_00774
OG0000420	Prar.g_00419	Praw.g_00773
OG0000421	Prar.g_00432	Praw.g_00761
OG0000422	Prar.g_00440	Praw.g_00754
OG0000423	Prar.g_00441	Praw.g_00753
OG0000424	Prar.g_00446	Praw.g_00748
OG0000425	Prar.g_00479	Praw.g_00716
OG0000426	Prar.g_00480	Praw.g_00715
OG0000427	Prar.g_00481	Praw.g_00714
OG0000428	Prar.g_00483	Praw.g_00712
OG0000429	Prar.g_00484	Praw.g_00711
OG0000430	Prar.g_00486	Praw.g_00709
OG0000431	Prar.g_00487	Praw.g_00708
OG0000432	Prar.g_00488	Praw.g_00707
OG0000433	Prar.g_00489	Praw.g_00706
OG0000434	Prar.g_00490	Praw.g_00705
OG0000435	Prar.g_00491	Praw.g_00704
OG0000436	Prar.g_00492	Praw.g_00703
OG0000437	Prar.g_00493	Praw.g_00702
OG0000438	Prar.g_00494	Praw.g_00701
OG0000439	Prar.g_00495	Praw.g_00700
OG0000440	Prar.g_00496	Praw.g_00699
OG0000441	Prar.g_00497	Praw.g_00698
OG0000442	Prar.g_00498	Praw.g_00697
OG0000443	Prar.g_00499	Praw.g_00696
OG0000444	Prar.g_00500	Praw.g_00695
OG0000445	Prar.g_00501	Praw.g_00694
OG0000446	Prar.g_00503	Praw.g_00692
OG0000447	Prar.g_00504	Praw.g_00691
OG0000448	Prar.g_00506	Praw.g_00689
OG0000449	Prar.g_00510	Praw.g_00686
OG0000450	Prar.g_00511	Praw.g_00685
OG0000451	Prar.g_00512	Praw.g_00684
OG0000452	Prar.g_00513	Praw.g_00683
OG0000453	Prar.g_00514	Praw.g_00682
OG0000454	Prar.g_00521	Praw.g_00676
OG0000455	Prar.g_00523	Praw.g_00674
OG0000456	Prar.g_00527	Praw.g_00670
OG0000457	Prar.g_00528	Praw.g_00669
OG0000458	Prar.g_00529	Praw.g_00668
OG0000459	Prar.g_00531	Praw.g_00666
OG0000460	Prar.g_00533	Praw.g_00665
OG0000461	Prar.g_00534	Praw.g_00664
OG0000462	Prar.g_00535	Praw.g_00663
OG0000463	Prar.g_00537	Praw.g_00661
OG0000464	Prar.g_00538	Praw.g_00660
OG0000465	Prar.g_00539	Praw.g_00659
OG0000466	Prar.g_00540	Praw.g_00658
OG0000467	Prar.g_00541	Praw.g_00657
OG0000468	Prar.g_00542	Praw.g_00656
OG0000469	Prar.g_00543	Praw.g_00655
OG0000470	Prar.g_00544	Praw.g_00654
OG0000471	Prar.g_00545	Praw.g_00653
OG0000472	Prar.g_01331	Praw.g_00648
OG0000473	Prar.g_01332	Praw.g_00647
OG0000474	Prar.g_01333	Praw.g_00646
OG0000475	Prar.g_01334	Praw.g_00645
OG0000476	Prar.g_01336	Praw.g_00643
OG0000477	Prar.g_01337	Praw.g_00642
OG0000478	Prar.g_01338	Praw.g_00641
OG0000479	Prar.g_01339	Praw.g_00640
OG0000480	Prar.g_01341	Praw.g_00638
OG0000481	Prar.g_01343	Praw.g_00636
OG0000482	Prar.g_01344	Praw.g_00635
OG0000483	Prar.g_01345	Praw.g_00633
OG0000484	Prar.g_01346	Praw.g_00632
OG0000485	Prar.g_01347	Praw.g_00631
OG0000486	Prar.g_01348	Praw.g_00630
OG0000487	Prar.g_01353	Praw.g_00625
OG0000488	Prar.g_01355	Praw.g_00623
OG0000489	Prar.g_01356	Praw.g_00622
OG0000490	Prar.g_01357	Praw.g_00621
OG0000491	Prar.g_01358	Praw.g_00620
OG0000492	Prar.g_01359	Praw.g_00619
OG0000493	Prar.g_01360	Praw.g_00618
OG0000494	Prar.g_01361	Praw.g_00617
OG0000495	Prar.g_01364	Praw.g_00614
OG0000496	Prar.g_01365	Praw.g_00613
OG0000497	Prar.g_01366	Praw.g_00612
OG0000498	Prar.g_01367	Praw.g_00611
OG0000499	Prar.g_01368	Praw.g_00610
OG0000500	Prar.g_01370	Praw.g_00608
OG0000501	Prar.g_01371	Praw.g_00607
OG0000502	Prar.g_01372	Praw.g_00606
OG0000503	Prar.g_01374	Praw.g_00604
OG0000504	Prar.g_01375	Praw.g_00603
OG0000505	Prar.g_01376	Praw.g_00602
OG0000506	Prar.g_01377	Praw.g_00601
OG0000507	Prar.g_01378	Praw.g_00600
OG0000508	Prar.g_01379	Praw.g_00599
OG0000509	Prar.g_01380	Praw.g_00598
OG0000510	Prar.g_01381	Praw.g_00597
OG0000511	Prar.g_01383	Praw.g_00595
OG0000512	Prar.g_01384	Praw.g_00594
OG0000513	Prar.g_01385	Praw.g_00593
OG0000514	Prar.g_01386	Praw.g_00592
OG0000515	Prar.g_01387	Praw.g_00591
OG0000516	Prar.g_01388	Praw.g_00590
OG0000517	Prar.g_01390	Praw.g_00588
OG0000518	Prar.g_01391	Praw.g_00587
OG0000519	Prar.g_01392	Praw.g_00586
OG0000520	Prar.g_01393	Praw.g_00585
OG0000521	Prar.g_01394	Praw.g_00584
OG0000522	Prar.g_01395	Praw.g_00583
OG0000523	Prar.g_01396	Praw.g_00582
OG0000524	Prar.g_01397	Praw.g_00581
OG0000525	Prar.g_01398	Praw.g_00580
OG0000526	Prar.g_01399	Praw.g_00579
OG0000527	Prar.g_01400	Praw.g_00578
OG0000528	Prar.g_01401	Praw.g_00577
OG0000529	Prar.g_01402	Praw.g_00576
OG0000530	Prar.g_01403	Praw.g_00575
OG0000531	Prar.g_01404	Praw.g_01922
OG0000532	Prar.g_01405	Praw.g_01923
OG0000533	Prar.g_01407	Praw.g_01925
OG0000534	Prar.g_01408	Praw.g_01926
OG0000535	Prar.g_01409	Praw.g_01927
OG0000536	Prar.g_01410	Praw.g_01928
OG0000537	Prar.g_01411	Praw.g_01929
OG0000538	Prar.g_01412	Praw.g_01930
OG0000539	Prar.g_01415	Praw.g_01933
OG0000540	Prar.g_01416	Praw.g_01934
OG0000541	Prar.g_01417	Praw.g_01935
OG0000542	Prar.g_01420	Praw.g_01937
OG0000543	Prar.g_01422	Praw.g_01938
OG0000544	Prar.g_01423	Praw.g_01939
OG0000545	Prar.g_01424	Praw.g_01940
OG0000546	Prar.g_01425	Praw.g_01941
OG0000547	Prar.g_01426	Praw.g_01942
OG0000548	Prar.g_01427	Praw.g_01943
OG0000549	Prar.g_01429	Praw.g_01945
OG0000550	Prar.g_01430	Praw.g_01946
OG0000551	Prar.g_01431	Praw.g_01947
OG0000552	Prar.g_01432	Praw.g_01948
OG0000553	Prar.g_01433	Praw.g_01949
OG0000554	Prar.g_01434	Praw.g_00140
OG0000555	Prar.g_01435	Praw.g_00141
OG0000556	Prar.g_01436	Praw.g_00142
OG0000557	Prar.g_01437	Praw.g_00143
OG0000558	Prar.g_01438	Praw.g_00144
OG0000559	Prar.g_01439	Praw.g_00145
OG0000560	Prar.g_01440	Praw.g_00146
OG0000561	Prar.g_01441	Praw.g_00147
OG0000562	Prar.g_01442	Praw.g_00148
OG0000563	Prar.g_01443	Praw.g_00149
OG0000564	Prar.g_01444	Praw.g_00150
OG0000565	Prar.g_01445	Praw.g_00151
OG0000566	Prar.g_01446	Praw.g_00152
OG0000567	Prar.g_01447	Praw.g_00153
OG0000568	Prar.g_01448	Praw.g_00154
OG0000569	Prar.g_01451	Praw.g_00157
OG0000570	Prar.g_01452	Praw.g_00158
OG0000571	Prar.g_01454	Praw.g_00160
OG0000572	Prar.g_01455	Praw.g_00161
