Orthogroup	Prar	Praa
OG0000085	Prar.g_01953	Praa.g_01089
OG0000086	Prar.g_01296	Praa.g_01127
OG0000087	Prar.g_00712	Praa.g_01236
OG0000088	Prar.g_00998	Praa.g_01262
OG0000089	Prar.g_00997	Praa.g_01268
OG0000090	Prar.g_00872	Praa.g_01394
OG0000091	Prar.g_00839	Praa.g_01484
OG0000092	Prar.g_01166	Praa.g_01606
OG0000093	Prar.g_01090	Praa.g_01723
OG0000094	Prar.g_01030	Praa.g_01772
OG0000095	Prar.g_00627	Praa.g_01806
OG0000096	Prar.g_00696	Praa.g_01877
OG0000097	Prar.g_00072	Praa.g_01894
OG0000098	Prar.g_00035	Praa.g_00003
OG0000099	Prar.g_00015	Praa.g_00023
OG0000100	Prar.g_00581	Praa.g_00039
OG0000101	Prar.g_00570	Praa.g_00049
OG0000102	Prar.g_00215	Praa.g_00113
OG0000103	Prar.g_00207	Praa.g_00121
OG0000104	Prar.g_00189	Praa.g_00139
OG0000105	Prar.g_00157	Praa.g_00170
OG0000106	Prar.g_00143	Praa.g_00184
OG0000107	Prar.g_00135	Praa.g_00192
OG0000108	Prar.g_00125	Praa.g_00202
OG0000109	Prar.g_00088	Praa.g_00239
OG0000110	Prar.g_00076	Praa.g_00251
OG0000111	Prar.g_00313	Praa.g_00274
OG0000112	Prar.g_00303	Praa.g_00284
OG0000113	Prar.g_00290	Praa.g_00297
OG0000114	Prar.g_00262	Praa.g_00325
OG0000115	Prar.g_00524	Praa.g_00474
OG0000116	Prar.g_00526	Praa.g_00476
OG0000117	Prar.g_00530	Praa.g_00480
OG0000118	Prar.g_01330	Praa.g_00499
OG0000119	Prar.g_01362	Praa.g_00532
OG0000120	Prar.g_01363	Praa.g_00533
OG0000121	Prar.g_01373	Praa.g_00544
OG0000122	Prar.g_01382	Praa.g_00553
OG0000123	Prar.g_01413	Praa.g_00584
OG0000124	Prar.g_01481	Praa.g_00651
OG0000125	Prar.g_01482	Praa.g_00652
OG0000126	Prar.g_01483	Praa.g_00653
OG0000127	Prar.g_01516	Praa.g_00686
OG0000128	Prar.g_01601	Praa.g_00713
OG0000129	Prar.g_01621	Praa.g_00733
OG0000130	Prar.g_01668	Praa.g_00787
OG0000131	Prar.g_01682	Praa.g_00801
OG0000132	Prar.g_01717	Praa.g_00838
OG0000133	Prar.g_01792	Praa.g_00923
OG0000134	Prar.g_01801	Praa.g_00932
OG0000135	Prar.g_01837	Praa.g_00968
OG0000136	Prar.g_01901	Praa.g_01036
OG0000137	Prar.g_01293	Praa.g_01130
OG0000138	Prar.g_01268	Praa.g_01155
OG0000139	Prar.g_01257	Praa.g_01165
OG0000140	Prar.g_01206	Praa.g_01216
OG0000141	Prar.g_00376	Praa.g_01224
OG0000142	Prar.g_00943	Praa.g_01330
OG0000143	Prar.g_00911	Praa.g_01366
OG0000144	Prar.g_00352	Praa.g_01463
OG0000145	Prar.g_00338	Praa.g_01477
OG0000146	Prar.g_00810	Praa.g_01513
OG0000147	Prar.g_00770	Praa.g_01554
OG0000148	Prar.g_00769	Praa.g_01555
OG0000149	Prar.g_01145	Praa.g_01633
OG0000150	Prar.g_01959	Praa.g_01672
OG0000151	Prar.g_01956, Prar.g_00595	Praa.g_01675
OG0000152	Prar.g_01119	Praa.g_01695
OG0000153	Prar.g_01068	Praa.g_01734
OG0000154	Prar.g_01032	Praa.g_01770
OG0000155	Prar.g_01015	Praa.g_01788
OG0000156	Prar.g_00638	Praa.g_01817
OG0000157	Prar.g_00669	Praa.g_01849
OG0000158	Prar.g_00055	Praa.g_01911
OG0000160	Prar.g_00037	Praa.g_00001
OG0000161	Prar.g_00036	Praa.g_00002
OG0000162	Prar.g_00034	Praa.g_00004
OG0000163	Prar.g_00033	Praa.g_00005
OG0000164	Prar.g_00032	Praa.g_00006
OG0000165	Prar.g_00031	Praa.g_00007
OG0000166	Prar.g_00030	Praa.g_00008
OG0000167	Prar.g_00029	Praa.g_00009
OG0000168	Prar.g_00028	Praa.g_00010
OG0000169	Prar.g_00026	Praa.g_00012
OG0000170	Prar.g_00024	Praa.g_00014
OG0000171	Prar.g_00023	Praa.g_00015
OG0000172	Prar.g_00022	Praa.g_00016
OG0000173	Prar.g_00021	Praa.g_00017
OG0000174	Prar.g_00020	Praa.g_00018
OG0000175	Prar.g_00019	Praa.g_00019
OG0000176	Prar.g_00018	Praa.g_00020
OG0000177	Prar.g_00017	Praa.g_00021
OG0000178	Prar.g_00016	Praa.g_00022
OG0000179	Prar.g_00014	Praa.g_00024
OG0000180	Prar.g_00013	Praa.g_00025
OG0000181	Prar.g_00012	Praa.g_00026
OG0000182	Prar.g_00011	Praa.g_00027
OG0000183	Prar.g_00010	Praa.g_00028
OG0000184	Prar.g_00009	Praa.g_00029
OG0000185	Prar.g_00006	Praa.g_00032
OG0000186	Prar.g_00002	Praa.g_00035
OG0000187	Prar.g_00001	Praa.g_00036
OG0000188	Prar.g_00594	Praa.g_00037
OG0000189	Prar.g_00580	Praa.g_00040
OG0000190	Prar.g_00578	Praa.g_00042
OG0000191	Prar.g_00577	Praa.g_00043
OG0000192	Prar.g_00576	Praa.g_00044
OG0000193	Prar.g_00574	Praa.g_00045
OG0000194	Prar.g_00573	Praa.g_00046
OG0000195	Prar.g_00572	Praa.g_00047
OG0000196	Prar.g_00571	Praa.g_00048
OG0000197	Prar.g_00569	Praa.g_00050
OG0000198	Prar.g_00568	Praa.g_00051
OG0000199	Prar.g_00567	Praa.g_00052
OG0000200	Prar.g_00554	Praa.g_00064
OG0000201	Prar.g_00553	Praa.g_00065
OG0000202	Prar.g_00552	Praa.g_00066
OG0000203	Prar.g_00549	Praa.g_00069
OG0000204	Prar.g_00548	Praa.g_00070
OG0000205	Prar.g_00255	Praa.g_00073
OG0000206	Prar.g_00253	Praa.g_00075
OG0000207	Prar.g_00251	Praa.g_00077
OG0000208	Prar.g_00250	Praa.g_00078
OG0000209	Prar.g_00249	Praa.g_00079
OG0000210	Prar.g_00248	Praa.g_00080
OG0000211	Prar.g_00247	Praa.g_00081
OG0000212	Prar.g_00246	Praa.g_00082
OG0000213	Prar.g_00245	Praa.g_00083
OG0000214	Prar.g_00244	Praa.g_00084
OG0000215	Prar.g_00243	Praa.g_00085
OG0000216	Prar.g_00242	Praa.g_00086
OG0000217	Prar.g_00240	Praa.g_00088
OG0000218	Prar.g_00239	Praa.g_00089
OG0000219	Prar.g_00238	Praa.g_00090
OG0000220	Prar.g_00237	Praa.g_00091
OG0000221	Prar.g_00234	Praa.g_00094
OG0000222	Prar.g_00233	Praa.g_00095
OG0000223	Prar.g_00232	Praa.g_00096
OG0000224	Prar.g_00231	Praa.g_00097
OG0000225	Prar.g_00230	Praa.g_00098
OG0000226	Prar.g_00229	Praa.g_00099
OG0000227	Prar.g_00228	Praa.g_00100
OG0000228	Prar.g_00227	Praa.g_00101
OG0000229	Prar.g_00226	Praa.g_00102
OG0000230	Prar.g_00225	Praa.g_00103
OG0000231	Prar.g_00224	Praa.g_00104
OG0000232	Prar.g_00222	Praa.g_00106
OG0000233	Prar.g_00221	Praa.g_00107
OG0000234	Prar.g_00220	Praa.g_00108
OG0000235	Prar.g_00219	Praa.g_00109
OG0000236	Prar.g_00218	Praa.g_00110
OG0000237	Prar.g_00217	Praa.g_00111
OG0000238	Prar.g_00216	Praa.g_00112
OG0000239	Prar.g_00214	Praa.g_00114
OG0000240	Prar.g_00213	Praa.g_00115
OG0000241	Prar.g_00212	Praa.g_00116
OG0000242	Prar.g_00211	Praa.g_00117
OG0000243	Prar.g_00208	Praa.g_00120
OG0000244	Prar.g_00206	Praa.g_00122
OG0000245	Prar.g_00205	Praa.g_00123
OG0000246	Prar.g_00204	Praa.g_00124
OG0000247	Prar.g_00201	Praa.g_00127
OG0000248	Prar.g_00199	Praa.g_00129
OG0000249	Prar.g_00198	Praa.g_00130
OG0000250	Prar.g_00197	Praa.g_00131
OG0000251	Prar.g_00196	Praa.g_00132
OG0000252	Prar.g_00195	Praa.g_00133
OG0000253	Prar.g_00194	Praa.g_00134
OG0000254	Prar.g_00192	Praa.g_00136
OG0000255	Prar.g_00191	Praa.g_00137
OG0000256	Prar.g_00188	Praa.g_00140
OG0000257	Prar.g_00186	Praa.g_00142
OG0000258	Prar.g_00182	Praa.g_00145
OG0000259	Prar.g_00181	Praa.g_00146
OG0000260	Prar.g_00180	Praa.g_00147
OG0000261	Prar.g_00179	Praa.g_00148
OG0000262	Prar.g_00178	Praa.g_00149
OG0000263	Prar.g_00176	Praa.g_00151
OG0000264	Prar.g_00175	Praa.g_00152
OG0000265	Prar.g_00174	Praa.g_00153
OG0000266	Prar.g_00173	Praa.g_00154
OG0000267	Prar.g_00172	Praa.g_00155
OG0000268	Prar.g_00171	Praa.g_00156
OG0000269	Prar.g_00169	Praa.g_00158
OG0000270	Prar.g_00168	Praa.g_00159
OG0000271	Prar.g_00167	Praa.g_00160
OG0000272	Prar.g_00166	Praa.g_00161
OG0000273	Prar.g_00165	Praa.g_00162
OG0000274	Prar.g_00164	Praa.g_00163
OG0000275	Prar.g_00163	Praa.g_00164
OG0000276	Prar.g_00162	Praa.g_00165
OG0000277	Prar.g_00160	Praa.g_00167
OG0000278	Prar.g_00159	Praa.g_00168
OG0000279	Prar.g_00158	Praa.g_00169
OG0000280	Prar.g_00156	Praa.g_00171
OG0000281	Prar.g_00154	Praa.g_00173
OG0000282	Prar.g_00153	Praa.g_00174
OG0000283	Prar.g_00152	Praa.g_00175
OG0000284	Prar.g_00151	Praa.g_00176
OG0000285	Prar.g_00150	Praa.g_00177
OG0000286	Prar.g_00149	Praa.g_00178
OG0000287	Prar.g_00148	Praa.g_00179
OG0000288	Prar.g_00146	Praa.g_00181
OG0000289	Prar.g_00145	Praa.g_00182
OG0000290	Prar.g_00144	Praa.g_00183
OG0000291	Prar.g_00142	Praa.g_00185
OG0000292	Prar.g_00141	Praa.g_00186
OG0000293	Prar.g_00140	Praa.g_00187
OG0000294	Prar.g_00139	Praa.g_00188
OG0000295	Prar.g_00138	Praa.g_00189
OG0000296	Prar.g_00137	Praa.g_00190
OG0000297	Prar.g_00136	Praa.g_00191
OG0000298	Prar.g_00134	Praa.g_00193
OG0000299	Prar.g_00133	Praa.g_00194
OG0000300	Prar.g_00132	Praa.g_00195
OG0000301	Prar.g_00131	Praa.g_00196
OG0000302	Prar.g_00130	Praa.g_00197
OG0000303	Prar.g_00129	Praa.g_00198
OG0000304	Prar.g_00127	Praa.g_00200
OG0000305	Prar.g_00126	Praa.g_00201
OG0000306	Prar.g_00123	Praa.g_00204
OG0000307	Prar.g_00122	Praa.g_00205
OG0000308	Prar.g_00121	Praa.g_00206
OG0000309	Prar.g_00120	Praa.g_00207
OG0000310	Prar.g_00119	Praa.g_00208
OG0000311	Prar.g_00118	Praa.g_00209
OG0000312	Prar.g_00117	Praa.g_00210
OG0000313	Prar.g_00116	Praa.g_00211
OG0000314	Prar.g_00115	Praa.g_00212
OG0000315	Prar.g_00114	Praa.g_00213
OG0000316	Prar.g_00113	Praa.g_00214
OG0000317	Prar.g_00112	Praa.g_00215
OG0000318	Prar.g_00111	Praa.g_00216
OG0000319	Prar.g_00110	Praa.g_00217
OG0000320	Prar.g_00109	Praa.g_00218
OG0000321	Prar.g_00108	Praa.g_00219
OG0000322	Prar.g_00107	Praa.g_00220
OG0000323	Prar.g_00106	Praa.g_00221
OG0000324	Prar.g_00105	Praa.g_00222
OG0000325	Prar.g_00104	Praa.g_00223
OG0000326	Prar.g_00103	Praa.g_00224
OG0000327	Prar.g_00102	Praa.g_00225
OG0000328	Prar.g_00101	Praa.g_00226
OG0000329	Prar.g_00100	Praa.g_00227
OG0000330	Prar.g_00099	Praa.g_00228
OG0000331	Prar.g_00098	Praa.g_00229
OG0000332	Prar.g_00097	Praa.g_00230
OG0000333	Prar.g_00096	Praa.g_00231
OG0000334	Prar.g_00095	Praa.g_00232
OG0000335	Prar.g_00094	Praa.g_00233
OG0000336	Prar.g_00092	Praa.g_00235
OG0000337	Prar.g_00091	Praa.g_00236
OG0000338	Prar.g_00087	Praa.g_00240
OG0000339	Prar.g_00085	Praa.g_00242
OG0000340	Prar.g_00083	Praa.g_00244
OG0000341	Prar.g_00082	Praa.g_00245
OG0000342	Prar.g_00081	Praa.g_00246
OG0000343	Prar.g_00080	Praa.g_00247
OG0000344	Prar.g_00077	Praa.g_00250
OG0000345	Prar.g_00334	Praa.g_00253
OG0000346	Prar.g_00333	Praa.g_00254
OG0000347	Prar.g_00330	Praa.g_00257
OG0000348	Prar.g_00328	Praa.g_00259
OG0000349	Prar.g_00327	Praa.g_00260
OG0000350	Prar.g_00325	Praa.g_00262
OG0000351	Prar.g_00324	Praa.g_00263
OG0000352	Prar.g_00323	Praa.g_00264
OG0000353	Prar.g_00322	Praa.g_00265
OG0000354	Prar.g_00321	Praa.g_00266
OG0000355	Prar.g_00320	Praa.g_00267
OG0000356	Prar.g_00319	Praa.g_00268
OG0000357	Prar.g_00318	Praa.g_00269
OG0000358	Prar.g_00317	Praa.g_00270
OG0000359	Prar.g_00316	Praa.g_00271
OG0000360	Prar.g_00312	Praa.g_00275
OG0000361	Prar.g_00311	Praa.g_00276
OG0000362	Prar.g_00310	Praa.g_00277
OG0000363	Prar.g_00309	Praa.g_00278
OG0000364	Prar.g_00305	Praa.g_00282
OG0000365	Prar.g_00304	Praa.g_00283
OG0000366	Prar.g_00302	Praa.g_00285
OG0000367	Prar.g_00301	Praa.g_00286
OG0000368	Prar.g_00300	Praa.g_00287
OG0000369	Prar.g_00299	Praa.g_00288
OG0000370	Prar.g_00298	Praa.g_00289
OG0000371	Prar.g_00297	Praa.g_00290
OG0000372	Prar.g_00296	Praa.g_00291
OG0000373	Prar.g_00295	Praa.g_00292
OG0000374	Prar.g_00293	Praa.g_00294
OG0000375	Prar.g_00292	Praa.g_00295
OG0000376	Prar.g_00289	Praa.g_00298
OG0000377	Prar.g_00288	Praa.g_00299
OG0000378	Prar.g_00287	Praa.g_00300
OG0000379	Prar.g_00286	Praa.g_00301
OG0000380	Prar.g_00285	Praa.g_00302
OG0000381	Prar.g_00284	Praa.g_00303
OG0000382	Prar.g_00283	Praa.g_00304
OG0000383	Prar.g_00282	Praa.g_00305
OG0000384	Prar.g_00279	Praa.g_00308
OG0000385	Prar.g_00278	Praa.g_00309
OG0000386	Prar.g_00277	Praa.g_00310
OG0000387	Prar.g_00276	Praa.g_00311
OG0000388	Prar.g_00275	Praa.g_00312
OG0000389	Prar.g_00274	Praa.g_00313
OG0000390	Prar.g_00273	Praa.g_00314
OG0000391	Prar.g_00272	Praa.g_00315
OG0000392	Prar.g_00271	Praa.g_00316
OG0000393	Prar.g_00270	Praa.g_00317
OG0000394	Prar.g_00269	Praa.g_00318
OG0000395	Prar.g_00268	Praa.g_00319
OG0000396	Prar.g_00266	Praa.g_00321
OG0000397	Prar.g_00264	Praa.g_00323
OG0000398	Prar.g_00263	Praa.g_00324
OG0000399	Prar.g_00260	Praa.g_00327
OG0000400	Prar.g_00259	Praa.g_00328
OG0000401	Prar.g_00258	Praa.g_00329
OG0000402	Prar.g_00394	Praa.g_00334
OG0000403	Prar.g_00395	Praa.g_00335
OG0000404	Prar.g_00396	Praa.g_00336
OG0000405	Prar.g_00398	Praa.g_00338
OG0000406	Prar.g_00401	Praa.g_00340
OG0000407	Prar.g_00402	Praa.g_00341
OG0000408	Prar.g_00405	Praa.g_00344
OG0000409	Prar.g_00406	Praa.g_00345
OG0000410	Prar.g_00407	Praa.g_00346
OG0000411	Prar.g_00408	Praa.g_00347
OG0000412	Prar.g_00409	Praa.g_00348
OG0000413	Prar.g_00410	Praa.g_00349
OG0000414	Prar.g_00411	Praa.g_00350
OG0000415	Prar.g_00412	Praa.g_00351
OG0000416	Prar.g_00415	Praa.g_00354
OG0000417	Prar.g_00416	Praa.g_00355
OG0000418	Prar.g_00417	Praa.g_00356
OG0000419	Prar.g_00418	Praa.g_00357
OG0000420	Prar.g_00419	Praa.g_00358
OG0000421	Prar.g_00432	Praa.g_00370
OG0000422	Prar.g_00440	Praa.g_00378
OG0000423	Prar.g_00441	Praa.g_00379
OG0000424	Prar.g_00446	Praa.g_00383
OG0000425	Prar.g_00479	Praa.g_00431
OG0000426	Prar.g_00480	Praa.g_00432
OG0000427	Prar.g_00481	Praa.g_00433
OG0000428	Prar.g_00483	Praa.g_00435
OG0000429	Prar.g_00484	Praa.g_00436
OG0000430	Prar.g_00486	Praa.g_00437
OG0000431	Prar.g_00487	Praa.g_00438
OG0000432	Prar.g_00488	Praa.g_00439
OG0000433	Prar.g_00489	Praa.g_00440
OG0000434	Prar.g_00490	Praa.g_00441
OG0000435	Prar.g_00491	Praa.g_00442
OG0000436	Prar.g_00492	Praa.g_00443
OG0000437	Prar.g_00493	Praa.g_00444
OG0000438	Prar.g_00494	Praa.g_00445
OG0000439	Prar.g_00495	Praa.g_00446
OG0000440	Prar.g_00496	Praa.g_00447
OG0000441	Prar.g_00497	Praa.g_00448
OG0000442	Prar.g_00498	Praa.g_00449
OG0000443	Prar.g_00499	Praa.g_00450
OG0000444	Prar.g_00500	Praa.g_00451
OG0000445	Prar.g_00501	Praa.g_00452
OG0000446	Prar.g_00503	Praa.g_00454
OG0000447	Prar.g_00504	Praa.g_00455
OG0000448	Prar.g_00506	Praa.g_00457
OG0000449	Prar.g_00510	Praa.g_00461
OG0000450	Prar.g_00511	Praa.g_00462
OG0000451	Prar.g_00512	Praa.g_00463
OG0000452	Prar.g_00513	Praa.g_00464
OG0000453	Prar.g_00514	Praa.g_00465
OG0000454	Prar.g_00521	Praa.g_00471
OG0000455	Prar.g_00523	Praa.g_00473
OG0000456	Prar.g_00527	Praa.g_00477
OG0000457	Prar.g_00528	Praa.g_00478
OG0000458	Prar.g_00529	Praa.g_00479
OG0000459	Prar.g_00531	Praa.g_00481
OG0000460	Prar.g_00533	Praa.g_00483
OG0000461	Prar.g_00534	Praa.g_00484
OG0000462	Prar.g_00535	Praa.g_00485
OG0000463	Prar.g_00537	Praa.g_00487
OG0000464	Prar.g_00538	Praa.g_00488
OG0000465	Prar.g_00539	Praa.g_00489
OG0000466	Prar.g_00540	Praa.g_00490
OG0000467	Prar.g_00541	Praa.g_00491
OG0000468	Prar.g_00542	Praa.g_00492
OG0000469	Prar.g_00543	Praa.g_00493
OG0000470	Prar.g_00544	Praa.g_00494
OG0000471	Prar.g_00545	Praa.g_00495
OG0000472	Prar.g_01331	Praa.g_00500
OG0000473	Prar.g_01332	Praa.g_00501
OG0000474	Prar.g_01333	Praa.g_00502
OG0000475	Prar.g_01334	Praa.g_00503
OG0000476	Prar.g_01336	Praa.g_00505
OG0000477	Prar.g_01337	Praa.g_00506
OG0000478	Prar.g_01338	Praa.g_00507
OG0000479	Prar.g_01339	Praa.g_00508
OG0000480	Prar.g_01341	Praa.g_00510
OG0000481	Prar.g_01343	Praa.g_00512
OG0000482	Prar.g_01344	Praa.g_00513
OG0000483	Prar.g_01345	Praa.g_00515
OG0000484	Prar.g_01346	Praa.g_00516
OG0000485	Prar.g_01347	Praa.g_00517
OG0000486	Prar.g_01348	Praa.g_00518
OG0000487	Prar.g_01353	Praa.g_00523
OG0000488	Prar.g_01355	Praa.g_00525
OG0000489	Prar.g_01356	Praa.g_00526
OG0000490	Prar.g_01357	Praa.g_00527
OG0000491	Prar.g_01358	Praa.g_00528
OG0000492	Prar.g_01359	Praa.g_00529
OG0000493	Prar.g_01360	Praa.g_00530
OG0000494	Prar.g_01361	Praa.g_00531
OG0000495	Prar.g_01364	Praa.g_00534
OG0000496	Prar.g_01365	Praa.g_00535
OG0000497	Prar.g_01366	Praa.g_00536
OG0000498	Prar.g_01367	Praa.g_00537
OG0000499	Prar.g_01368	Praa.g_00538
OG0000500	Prar.g_01370	Praa.g_00540
OG0000501	Prar.g_01371	Praa.g_00541
OG0000502	Prar.g_01372	Praa.g_00543
OG0000503	Prar.g_01374	Praa.g_00545
OG0000504	Prar.g_01375	Praa.g_00546
OG0000505	Prar.g_01376	Praa.g_00547
OG0000506	Prar.g_01377	Praa.g_00548
OG0000507	Prar.g_01378	Praa.g_00549
OG0000508	Prar.g_01379	Praa.g_00550
OG0000509	Prar.g_01380	Praa.g_00551
OG0000510	Prar.g_01381	Praa.g_00552
OG0000511	Prar.g_01383	Praa.g_00554
OG0000512	Prar.g_01384	Praa.g_00555
OG0000513	Prar.g_01385	Praa.g_00556
OG0000514	Prar.g_01386	Praa.g_00557
OG0000515	Prar.g_01387	Praa.g_00558
OG0000516	Prar.g_01388	Praa.g_00559
OG0000517	Prar.g_01390	Praa.g_00561
OG0000518	Prar.g_01391	Praa.g_00562
OG0000519	Prar.g_01392	Praa.g_00563
OG0000520	Prar.g_01393	Praa.g_00564
OG0000521	Prar.g_01394	Praa.g_00565
OG0000522	Prar.g_01395	Praa.g_00566
OG0000523	Prar.g_01396	Praa.g_00567
OG0000524	Prar.g_01397	Praa.g_00568
OG0000525	Prar.g_01398	Praa.g_00569
OG0000526	Prar.g_01399	Praa.g_00570
OG0000527	Prar.g_01400	Praa.g_00571
OG0000528	Prar.g_01401	Praa.g_00572
OG0000529	Prar.g_01402	Praa.g_00573
OG0000530	Prar.g_01403	Praa.g_00574
OG0000531	Prar.g_01404	Praa.g_00575
OG0000532	Prar.g_01405	Praa.g_00576
OG0000533	Prar.g_01407	Praa.g_00578
OG0000534	Prar.g_01408	Praa.g_00579
OG0000535	Prar.g_01409	Praa.g_00580
OG0000536	Prar.g_01410	Praa.g_00581
OG0000537	Prar.g_01411	Praa.g_00582
OG0000538	Prar.g_01412	Praa.g_00583
OG0000539	Prar.g_01415	Praa.g_00586
OG0000540	Prar.g_01416	Praa.g_00587
OG0000541	Prar.g_01417	Praa.g_00588
OG0000542	Prar.g_01420	Praa.g_00591
OG0000543	Prar.g_01422	Praa.g_00592
OG0000544	Prar.g_01423	Praa.g_00593
OG0000545	Prar.g_01424	Praa.g_00594
OG0000546	Prar.g_01425	Praa.g_00595
OG0000547	Prar.g_01426	Praa.g_00596
OG0000548	Prar.g_01427	Praa.g_00597
OG0000549	Prar.g_01429	Praa.g_00599
OG0000550	Prar.g_01430	Praa.g_00600
OG0000551	Prar.g_01431	Praa.g_00601
OG0000552	Prar.g_01432	Praa.g_00602
OG0000553	Prar.g_01433	Praa.g_00603
OG0000554	Prar.g_01434	Praa.g_00604
OG0000555	Prar.g_01435	Praa.g_00605
OG0000556	Prar.g_01436	Praa.g_00606
OG0000557	Prar.g_01437	Praa.g_00607
OG0000558	Prar.g_01438	Praa.g_00608
OG0000559	Prar.g_01439	Praa.g_00609
OG0000560	Prar.g_01440	Praa.g_00610
OG0000561	Prar.g_01441	Praa.g_00611
OG0000562	Prar.g_01442	Praa.g_00612
OG0000563	Prar.g_01443	Praa.g_00613
OG0000564	Prar.g_01444	Praa.g_00614
OG0000565	Prar.g_01445	Praa.g_00615
OG0000566	Prar.g_01446	Praa.g_00616
OG0000567	Prar.g_01447	Praa.g_00617
OG0000568	Prar.g_01448	Praa.g_00618
OG0000569	Prar.g_01451	Praa.g_00621
OG0000570	Prar.g_01452	Praa.g_00622
OG0000571	Prar.g_01454	Praa.g_00624
OG0000572	Prar.g_01455	Praa.g_00625
OG0000573	Prar.g_01456	Praa.g_00626
