Orthogroup	Prar	Praq
OG0000274	Prar.g_00164	Praq.g_01839
OG0000275	Prar.g_00163	Praq.g_01838
OG0000276	Prar.g_00162	Praq.g_01837
OG0000277	Prar.g_00160	Praq.g_01835
OG0000278	Prar.g_00159	Praq.g_01834
OG0000279	Prar.g_00158	Praq.g_01833
OG0000280	Prar.g_00156	Praq.g_01831
OG0000281	Prar.g_00154	Praq.g_01829
OG0000282	Prar.g_00153	Praq.g_01828
OG0000283	Prar.g_00152	Praq.g_01827
OG0000284	Prar.g_00151	Praq.g_01826
OG0000285	Prar.g_00150	Praq.g_01825
OG0000286	Prar.g_00149	Praq.g_01824
OG0000287	Prar.g_00148	Praq.g_01823
OG0000288	Prar.g_00146	Praq.g_01821
OG0000289	Prar.g_00145	Praq.g_01820
OG0000290	Prar.g_00144	Praq.g_01819
OG0000291	Prar.g_00142	Praq.g_01817
OG0000292	Prar.g_00141	Praq.g_01816
OG0000293	Prar.g_00140	Praq.g_01815
OG0000294	Prar.g_00139	Praq.g_01814
OG0000295	Prar.g_00138	Praq.g_01813
OG0000296	Prar.g_00137	Praq.g_01812
OG0000297	Prar.g_00136	Praq.g_01811
OG0000298	Prar.g_00134	Praq.g_01809
OG0000299	Prar.g_00133	Praq.g_01808
OG0000300	Prar.g_00132	Praq.g_01807
OG0000301	Prar.g_00131	Praq.g_01806
OG0000302	Prar.g_00130	Praq.g_01805
OG0000303	Prar.g_00129	Praq.g_01804
OG0000304	Prar.g_00127	Praq.g_01802
OG0000305	Prar.g_00126	Praq.g_01801
OG0000306	Prar.g_00123	Praq.g_01798
OG0000307	Prar.g_00122	Praq.g_01797
OG0000308	Prar.g_00121	Praq.g_01796
OG0000309	Prar.g_00120	Praq.g_01795
OG0000310	Prar.g_00119	Praq.g_01794
OG0000311	Prar.g_00118	Praq.g_01793
OG0000312	Prar.g_00117	Praq.g_01792
OG0000313	Prar.g_00116	Praq.g_01791
OG0000314	Prar.g_00115	Praq.g_01790
OG0000315	Prar.g_00114	Praq.g_01789
OG0000316	Prar.g_00113	Praq.g_01788
OG0000317	Prar.g_00112	Praq.g_01787
OG0000318	Prar.g_00111	Praq.g_01786
OG0000319	Prar.g_00110	Praq.g_01785
OG0000320	Prar.g_00109	Praq.g_01784
OG0000321	Prar.g_00108	Praq.g_01783
OG0000322	Prar.g_00107	Praq.g_01782
OG0000323	Prar.g_00106	Praq.g_01781
OG0000324	Prar.g_00105	Praq.g_01780
OG0000325	Prar.g_00104	Praq.g_01779
OG0000326	Prar.g_00103	Praq.g_01778
OG0000327	Prar.g_00102	Praq.g_01777
OG0000328	Prar.g_00101	Praq.g_01776
OG0000329	Prar.g_00100	Praq.g_01775
OG0000330	Prar.g_00099	Praq.g_01774
OG0000331	Prar.g_00098	Praq.g_01773
OG0000332	Prar.g_00097	Praq.g_01772
OG0000333	Prar.g_00096	Praq.g_01771
OG0000334	Prar.g_00095	Praq.g_01770
OG0000335	Prar.g_00094	Praq.g_01769
OG0000336	Prar.g_00092	Praq.g_01767
OG0000337	Prar.g_00091	Praq.g_01766
OG0000338	Prar.g_00087	Praq.g_01762
OG0000339	Prar.g_00085	Praq.g_01760
OG0000340	Prar.g_00083	Praq.g_01758
OG0000341	Prar.g_00082	Praq.g_01757
OG0000342	Prar.g_00081	Praq.g_01756
OG0000343	Prar.g_00080	Praq.g_01755
OG0000344	Prar.g_00077	Praq.g_01752
OG0000345	Prar.g_00334	Praq.g_01750
OG0000346	Prar.g_00333	Praq.g_01749
OG0000347	Prar.g_00330	Praq.g_01746
OG0000348	Prar.g_00328	Praq.g_01744
OG0000349	Prar.g_00327	Praq.g_01743
OG0000350	Prar.g_00325	Praq.g_01741
OG0000351	Prar.g_00324	Praq.g_01740
OG0000352	Prar.g_00323	Praq.g_01739
OG0000353	Prar.g_00322	Praq.g_01738
OG0000354	Prar.g_00321	Praq.g_01737
OG0000355	Prar.g_00320	Praq.g_01736
OG0000356	Prar.g_00319	Praq.g_01735
OG0000357	Prar.g_00318	Praq.g_01734
OG0000358	Prar.g_00317	Praq.g_01733
OG0000359	Prar.g_00316	Praq.g_01732
OG0000360	Prar.g_00312	Praq.g_01728
OG0000361	Prar.g_00311	Praq.g_01727
OG0000362	Prar.g_00310	Praq.g_01726
OG0000363	Prar.g_00309	Praq.g_01725
OG0000364	Prar.g_00305	Praq.g_01721
OG0000365	Prar.g_00304	Praq.g_01719
OG0000366	Prar.g_00302	Praq.g_01717
OG0000367	Prar.g_00301	Praq.g_01716
OG0000368	Prar.g_00300	Praq.g_01715
OG0000369	Prar.g_00299	Praq.g_01714
OG0000370	Prar.g_00298	Praq.g_01713
OG0000371	Prar.g_00297	Praq.g_01712
OG0000372	Prar.g_00296	Praq.g_01711
OG0000373	Prar.g_00295	Praq.g_01710
OG0000374	Prar.g_00293	Praq.g_01708
OG0000375	Prar.g_00292	Praq.g_01707
OG0000376	Prar.g_00289	Praq.g_01704
OG0000377	Prar.g_00288	Praq.g_01703
OG0000378	Prar.g_00287	Praq.g_01702
OG0000379	Prar.g_00286	Praq.g_01701
OG0000380	Prar.g_00285	Praq.g_01700
OG0000381	Prar.g_00284	Praq.g_01699
OG0000382	Prar.g_00283	Praq.g_01698
OG0000383	Prar.g_00282	Praq.g_01697
OG0000384	Prar.g_00279	Praq.g_01694
OG0000385	Prar.g_00278	Praq.g_01693
OG0000386	Prar.g_00277	Praq.g_01692
OG0000387	Prar.g_00276	Praq.g_01691
OG0000388	Prar.g_00275	Praq.g_01690
OG0000389	Prar.g_00274	Praq.g_01689
OG0000390	Prar.g_00273	Praq.g_01688
OG0000391	Prar.g_00272	Praq.g_01687
OG0000392	Prar.g_00271	Praq.g_01686
OG0000393	Prar.g_00270	Praq.g_01685
OG0000394	Prar.g_00269	Praq.g_01684
OG0000395	Prar.g_00268	Praq.g_01683
OG0000396	Prar.g_00266	Praq.g_01681
OG0000397	Prar.g_00264	Praq.g_01679
OG0000398	Prar.g_00263	Praq.g_01678
OG0000399	Prar.g_00260	Praq.g_01675
OG0000400	Prar.g_00259	Praq.g_01674
OG0000401	Prar.g_00258	Praq.g_01673
OG0000402	Prar.g_00394	Praq.g_01211
OG0000403	Prar.g_00395	Praq.g_01210
OG0000404	Prar.g_00396	Praq.g_01209
OG0000405	Prar.g_00398	Praq.g_01207
OG0000406	Prar.g_00401	Praq.g_01204
OG0000407	Prar.g_00402	Praq.g_01203
OG0000408	Prar.g_00405	Praq.g_01200
OG0000409	Prar.g_00406	Praq.g_01199
OG0000410	Prar.g_00407	Praq.g_01198
OG0000411	Prar.g_00408	Praq.g_01197
OG0000412	Prar.g_00409	Praq.g_01196
OG0000413	Prar.g_00410	Praq.g_01195
OG0000414	Prar.g_00411	Praq.g_01194
OG0000415	Prar.g_00412	Praq.g_01193
OG0000416	Prar.g_00415	Praq.g_01189
OG0000417	Prar.g_00416	Praq.g_01188
OG0000418	Prar.g_00417	Praq.g_01187
OG0000419	Prar.g_00418	Praq.g_01186
OG0000420	Prar.g_00419	Praq.g_01185
OG0000421	Prar.g_00432	Praq.g_01172
OG0000422	Prar.g_00440	Praq.g_01164
OG0000423	Prar.g_00441	Praq.g_01163
OG0000424	Prar.g_00446	Praq.g_01158
OG0000425	Prar.g_00479	Praq.g_01126
OG0000426	Prar.g_00480	Praq.g_01125
OG0000427	Prar.g_00481	Praq.g_01124
OG0000428	Prar.g_00483	Praq.g_01122
OG0000429	Prar.g_00484	Praq.g_01121
OG0000430	Prar.g_00486	Praq.g_01119
OG0000431	Prar.g_00487	Praq.g_01118
OG0000432	Prar.g_00488	Praq.g_01117
OG0000433	Prar.g_00489	Praq.g_01116
OG0000434	Prar.g_00490	Praq.g_01115
OG0000435	Prar.g_00491	Praq.g_01114
OG0000436	Prar.g_00492	Praq.g_01113
OG0000437	Prar.g_00493	Praq.g_01112
OG0000438	Prar.g_00494	Praq.g_01111
OG0000439	Prar.g_00495	Praq.g_01110
OG0000440	Prar.g_00496	Praq.g_01109
OG0000441	Prar.g_00497	Praq.g_01108
OG0000442	Prar.g_00498	Praq.g_01107
OG0000443	Prar.g_00499	Praq.g_00500
OG0000444	Prar.g_00500	Praq.g_00501
OG0000445	Prar.g_00501	Praq.g_00502
OG0000446	Prar.g_00503	Praq.g_00504
OG0000447	Prar.g_00504	Praq.g_00505
OG0000448	Prar.g_00506	Praq.g_00507
OG0000449	Prar.g_00510	Praq.g_00511
OG0000450	Prar.g_00511	Praq.g_00512
OG0000451	Prar.g_00512	Praq.g_00513
OG0000452	Prar.g_00513	Praq.g_00514
OG0000453	Prar.g_00514	Praq.g_00515
OG0000454	Prar.g_00521	Praq.g_00522
OG0000455	Prar.g_00523	Praq.g_00524
OG0000456	Prar.g_00527	Praq.g_00528
OG0000457	Prar.g_00528	Praq.g_00529
OG0000458	Prar.g_00529	Praq.g_00530
OG0000459	Prar.g_00531	Praq.g_00532
OG0000460	Prar.g_00533	Praq.g_00534
OG0000461	Prar.g_00534	Praq.g_00535
OG0000462	Prar.g_00535	Praq.g_00536
OG0000463	Prar.g_00537	Praq.g_00538
OG0000464	Prar.g_00538	Praq.g_00539
OG0000465	Prar.g_00539	Praq.g_00540
OG0000466	Prar.g_00540	Praq.g_00541
OG0000467	Prar.g_00541	Praq.g_00542
OG0000468	Prar.g_00542	Praq.g_00543
OG0000469	Prar.g_00543	Praq.g_00544
OG0000470	Prar.g_00544	Praq.g_00545
OG0000471	Prar.g_00545	Praq.g_00546
OG0000472	Prar.g_01331	Praq.g_01102
OG0000473	Prar.g_01332	Praq.g_01101
OG0000474	Prar.g_01333	Praq.g_01100
OG0000475	Prar.g_01334	Praq.g_01099
OG0000476	Prar.g_01336	Praq.g_01097
OG0000477	Prar.g_01337	Praq.g_01096
OG0000478	Prar.g_01338	Praq.g_01095
OG0000479	Prar.g_01339	Praq.g_01094
OG0000480	Prar.g_01341	Praq.g_01092
OG0000481	Prar.g_01343	Praq.g_01090
OG0000482	Prar.g_01344	Praq.g_01089
OG0000483	Prar.g_01345	Praq.g_01087
OG0000484	Prar.g_01346	Praq.g_01086
OG0000485	Prar.g_01347	Praq.g_01085
OG0000486	Prar.g_01348	Praq.g_01084
OG0000487	Prar.g_01353	Praq.g_01079
OG0000488	Prar.g_01355	Praq.g_01077
OG0000489	Prar.g_01356	Praq.g_01076
OG0000490	Prar.g_01357	Praq.g_01075
OG0000491	Prar.g_01358	Praq.g_01074
OG0000492	Prar.g_01359	Praq.g_01073
OG0000493	Prar.g_01360	Praq.g_01072
OG0000494	Prar.g_01361	Praq.g_01071
OG0000495	Prar.g_01364	Praq.g_01068
OG0000496	Prar.g_01365	Praq.g_01067
OG0000497	Prar.g_01366	Praq.g_01066
OG0000498	Prar.g_01367	Praq.g_01065
OG0000499	Prar.g_01368	Praq.g_01064
OG0000500	Prar.g_01370	Praq.g_01062
OG0000501	Prar.g_01371	Praq.g_01061
OG0000502	Prar.g_01372	Praq.g_01060
OG0000503	Prar.g_01374	Praq.g_01058
OG0000504	Prar.g_01375	Praq.g_01057
OG0000505	Prar.g_01376	Praq.g_01056
OG0000506	Prar.g_01377	Praq.g_01055
OG0000507	Prar.g_01378	Praq.g_01054
OG0000508	Prar.g_01379	Praq.g_01053
OG0000509	Prar.g_01380	Praq.g_01052
OG0000510	Prar.g_01381	Praq.g_01051
OG0000511	Prar.g_01383	Praq.g_01049
OG0000512	Prar.g_01384	Praq.g_01048
OG0000513	Prar.g_01385	Praq.g_01047
OG0000514	Prar.g_01386	Praq.g_01046
OG0000515	Prar.g_01387	Praq.g_01045
OG0000516	Prar.g_01388	Praq.g_01044
OG0000517	Prar.g_01390	Praq.g_01042
OG0000518	Prar.g_01391	Praq.g_01041
OG0000519	Prar.g_01392	Praq.g_01040
OG0000520	Prar.g_01393	Praq.g_01039
OG0000521	Prar.g_01394	Praq.g_01038
OG0000522	Prar.g_01395	Praq.g_01037
OG0000523	Prar.g_01396	Praq.g_01036
OG0000524	Prar.g_01397	Praq.g_01035
OG0000525	Prar.g_01398	Praq.g_01034
OG0000526	Prar.g_01399	Praq.g_01033
OG0000527	Prar.g_01400	Praq.g_01032
OG0000528	Prar.g_01401	Praq.g_01031
OG0000529	Prar.g_01402	Praq.g_01030
OG0000530	Prar.g_01403	Praq.g_01029
OG0000531	Prar.g_01404	Praq.g_01028
OG0000532	Prar.g_01405	Praq.g_01027
OG0000533	Prar.g_01407	Praq.g_01025
OG0000534	Prar.g_01408	Praq.g_01024
OG0000535	Prar.g_01409	Praq.g_01023
OG0000536	Prar.g_01410	Praq.g_01022
OG0000537	Prar.g_01411	Praq.g_01021
OG0000538	Prar.g_01412	Praq.g_01020
OG0000539	Prar.g_01415	Praq.g_01017
OG0000540	Prar.g_01416	Praq.g_01016
OG0000541	Prar.g_01417	Praq.g_01015
OG0000542	Prar.g_01420	Praq.g_01012
OG0000543	Prar.g_01422	Praq.g_01010
OG0000544	Prar.g_01423	Praq.g_01009
OG0000545	Prar.g_01424	Praq.g_01008
OG0000546	Prar.g_01425	Praq.g_01007
OG0000547	Prar.g_01426	Praq.g_01006
OG0000548	Prar.g_01427	Praq.g_01005
OG0000549	Prar.g_01429	Praq.g_01003
OG0000550	Prar.g_01430	Praq.g_01002
OG0000551	Prar.g_01431	Praq.g_01001
OG0000552	Prar.g_01432	Praq.g_01000
OG0000553	Prar.g_01433	Praq.g_00999
OG0000554	Prar.g_01434	Praq.g_00998
OG0000555	Prar.g_01435	Praq.g_00997
OG0000556	Prar.g_01436	Praq.g_00996
OG0000557	Prar.g_01437	Praq.g_00995
