Orthogroup	Praz	Prak
OG0000050	Praz.g_00396	Prak.g_00032
OG0000051	Praz.g_00517	Prak.g_00169
OG0000052	Praz.g_00804	Prak.g_00687
OG0000053	Praz.g_01789	Prak.g_00498, Prak.g_01557
OG0000054	Praz.g_01561	Prak.g_00601
OG0000055	Praz.g_01490	Prak.g_00868
OG0000056	Praz.g_00038	Prak.g_01228
OG0000057	Praz.g_00597	Prak.g_00253
OG0000058	Praz.g_01853	Prak.g_00436
OG0000059	Praz.g_01632	Prak.g_00829
OG0000062	Praz.g_00025	Prak.g_01550
OG0000063	Praz.g_01237	Prak.g_01145
OG0000065	Praz.g_01180	Prak.g_01277
OG0000066	Praz.g_01118	Prak.g_01349
OG0000067	Praz.g_00768	Prak.g_00660
OG0000068	Praz.g_00263	Prak.g_01780
OG0000069	Praz.g_01092	Prak.g_01430
OG0000071	Praz.g_00376	Prak.g_00011
OG0000072	Praz.g_00679	Prak.g_00339
OG0000073	Praz.g_01661	Prak.g_01072
OG0000074	Praz.g_01639	Prak.g_00819
OG0000075	Praz.g_01505	Prak.g_00852
OG0000076	Praz.g_00066	Prak.g_00920
OG0000077	Praz.g_00893	Prak.g_01561
OG0000078	Praz.g_01098	Prak.g_01352
OG0000079	Praz.g_00963	Prak.g_01476
OG0000080	Praz.g_00913	Prak.g_00661
OG0000081	Praz.g_00232	Prak.g_01814
OG0000082	Praz.g_00142	Prak.g_00656
OG0000083	Praz.g_00368	Prak.g_00003
OG0000084	Praz.g_00371	Prak.g_00006
OG0000085	Praz.g_00388	Prak.g_00023
OG0000087	Praz.g_00415	Prak.g_00052
OG0000088	Praz.g_00473	Prak.g_00121
OG0000089	Praz.g_00481	Prak.g_00130
OG0000090	Praz.g_00499	Prak.g_00147
OG0000091	Praz.g_00529	Prak.g_00181
OG0000092	Praz.g_00530	Prak.g_00182
OG0000093	Praz.g_00544	Prak.g_00196
OG0000094	Praz.g_00562	Prak.g_00215
OG0000095	Praz.g_00567	Prak.g_00220
OG0000096	Praz.g_00611	Prak.g_00268
OG0000097	Praz.g_00632	Prak.g_00292
OG0000099	Praz.g_00651	Prak.g_00313
OG0000100	Praz.g_00654	Prak.g_00316
OG0000101	Praz.g_00817	Prak.g_00381
OG0000102	Praz.g_00791	Prak.g_01259
OG0000103	Praz.g_01852	Prak.g_00437
OG0000104	Praz.g_01848	Prak.g_00441
OG0000105	Praz.g_01829	Prak.g_00461
OG0000106	Praz.g_01796	Prak.g_00491
OG0000107	Praz.g_01795	Prak.g_00492
OG0000108	Praz.g_01785	Prak.g_00502
OG0000109	Praz.g_01776	Prak.g_00512
OG0000110	Praz.g_01760	Prak.g_00529
OG0000111	Praz.g_01679	Prak.g_01091
OG0000112	Praz.g_01678	Prak.g_01090
OG0000113	Praz.g_01585	Prak.g_01040
OG0000114	Praz.g_01514	Prak.g_00843
OG0000115	Praz.g_01350	Prak.g_00973
OG0000116	Praz.g_01346	Prak.g_00977
OG0000117	Praz.g_01279, Praz.g_00063	Prak.g_00923
OG0000118	Praz.g_00114	Prak.g_01217
OG0000119	Praz.g_00022	Prak.g_01553
OG0000120	Praz.g_00748	Prak.g_01166
OG0000121	Praz.g_00729	Prak.g_01143
OG0000122	Praz.g_00710	Prak.g_01123
OG0000123	Praz.g_00697	Prak.g_00594
OG0000124	Praz.g_01936	Prak.g_01487
OG0000125	Praz.g_01168	Prak.g_01290
OG0000126	Praz.g_01139	Prak.g_01329
OG0000127	Praz.g_01054	Prak.g_01379
OG0000128	Praz.g_01040	Prak.g_01392
OG0000129	Praz.g_01004	Prak.g_01428
OG0000130	Praz.g_00879	Prak.g_01642
OG0000131	Praz.g_00841	Prak.g_01681
OG0000132	Praz.g_00838	Prak.g_01684
OG0000133	Praz.g_00304	Prak.g_01738
OG0000134	Praz.g_00268	Prak.g_01774
OG0000135	Praz.g_00266	Prak.g_01776
OG0000136	Praz.g_00221	Prak.g_01826
OG0000137	Praz.g_00188	Prak.g_01860
OG0000138	Praz.g_00152	Prak.g_01895
OG0000139	Praz.g_00125	Prak.g_01926
OG0000140	Praz.g_00366	Prak.g_00001
OG0000141	Praz.g_00367	Prak.g_00002
OG0000142	Praz.g_00369	Prak.g_00004
OG0000143	Praz.g_00370	Prak.g_00005
OG0000144	Praz.g_00372	Prak.g_00007
OG0000145	Praz.g_00373	Prak.g_00008
OG0000146	Praz.g_00374	Prak.g_00009
OG0000147	Praz.g_00375	Prak.g_00010
OG0000148	Praz.g_00377	Prak.g_00012
OG0000149	Praz.g_00379	Prak.g_00014
OG0000150	Praz.g_00380	Prak.g_00015
OG0000151	Praz.g_00381	Prak.g_00016
OG0000152	Praz.g_00382	Prak.g_00017
OG0000153	Praz.g_00383	Prak.g_00018
OG0000154	Praz.g_00384	Prak.g_00019
OG0000155	Praz.g_00385	Prak.g_00020
OG0000156	Praz.g_00386	Prak.g_00021
OG0000157	Praz.g_00387	Prak.g_00022
OG0000158	Praz.g_00389	Prak.g_00024
OG0000159	Praz.g_00390	Prak.g_00025
OG0000160	Praz.g_00391	Prak.g_00026
OG0000161	Praz.g_00392	Prak.g_00027
OG0000162	Praz.g_00393	Prak.g_00028
OG0000163	Praz.g_00394	Prak.g_00030
OG0000164	Praz.g_00397	Prak.g_00033
OG0000165	Praz.g_00400	Prak.g_00036
OG0000166	Praz.g_00401	Prak.g_00037
OG0000167	Praz.g_00402	Prak.g_00038
OG0000168	Praz.g_00406	Prak.g_00040
OG0000169	Praz.g_00408	Prak.g_00042
OG0000170	Praz.g_00409	Prak.g_00044
OG0000171	Praz.g_00410	Prak.g_00045
OG0000172	Praz.g_00411	Prak.g_00046
OG0000173	Praz.g_00412	Prak.g_00049
OG0000174	Praz.g_00413	Prak.g_00050
OG0000175	Praz.g_00414	Prak.g_00051
OG0000176	Praz.g_00416	Prak.g_00053
OG0000177	Praz.g_00417	Prak.g_00054
OG0000178	Praz.g_00418	Prak.g_00056
OG0000179	Praz.g_00424	Prak.g_00068
OG0000180	Praz.g_00425	Prak.g_00069
OG0000181	Praz.g_00426	Prak.g_00070
OG0000182	Praz.g_00429	Prak.g_00074
OG0000183	Praz.g_00430	Prak.g_00075
OG0000184	Praz.g_00433	Prak.g_00078
OG0000185	Praz.g_00437	Prak.g_00082
OG0000186	Praz.g_00438	Prak.g_00083
OG0000187	Praz.g_00439	Prak.g_00717
OG0000188	Praz.g_00440	Prak.g_00084
OG0000189	Praz.g_00441	Prak.g_00085
OG0000190	Praz.g_00442	Prak.g_00086
OG0000191	Praz.g_00443	Prak.g_00087
OG0000192	Praz.g_00444	Prak.g_00088
OG0000193	Praz.g_00445	Prak.g_00089
OG0000194	Praz.g_00446	Prak.g_00090
OG0000195	Praz.g_00448	Prak.g_00092
OG0000196	Praz.g_00449	Prak.g_00093
OG0000197	Praz.g_00450	Prak.g_00094
OG0000198	Praz.g_00451	Prak.g_00095
OG0000199	Praz.g_00454	Prak.g_00098
OG0000200	Praz.g_00455	Prak.g_00099
OG0000201	Praz.g_00456	Prak.g_00100
OG0000202	Praz.g_00457	Prak.g_00102
OG0000203	Praz.g_00458	Prak.g_00103
OG0000204	Praz.g_00459	Prak.g_00104
OG0000205	Praz.g_00460	Prak.g_00106
OG0000206	Praz.g_00461	Prak.g_00107
OG0000207	Praz.g_00462	Prak.g_00108
OG0000208	Praz.g_00463	Prak.g_00109
OG0000209	Praz.g_00464	Prak.g_00110
OG0000210	Praz.g_00466	Prak.g_00111
OG0000211	Praz.g_00467	Prak.g_00113
OG0000212	Praz.g_00468	Prak.g_00114
OG0000213	Praz.g_00469	Prak.g_00115
OG0000214	Praz.g_00471	Prak.g_00119
OG0000215	Praz.g_00472	Prak.g_00120
OG0000216	Praz.g_00474	Prak.g_00122
OG0000217	Praz.g_00475	Prak.g_00123
OG0000218	Praz.g_00476	Prak.g_00124
OG0000219	Praz.g_00477	Prak.g_00125
OG0000220	Praz.g_00480	Prak.g_00128
OG0000221	Praz.g_00482	Prak.g_00131
OG0000222	Praz.g_00483	Prak.g_00132
OG0000223	Praz.g_00484	Prak.g_00133
OG0000224	Praz.g_00487	Prak.g_00135
OG0000225	Praz.g_00489	Prak.g_00137
OG0000226	Praz.g_00490	Prak.g_00139
OG0000227	Praz.g_00491	Prak.g_00140
OG0000228	Praz.g_00492	Prak.g_00141
OG0000229	Praz.g_00493	Prak.g_00142
OG0000230	Praz.g_00494	Prak.g_00143
OG0000231	Praz.g_00496	Prak.g_01035
OG0000232	Praz.g_00497	Prak.g_00145
OG0000233	Praz.g_00500	Prak.g_00148
OG0000234	Praz.g_00502	Prak.g_00150
OG0000235	Praz.g_00505	Prak.g_00156
OG0000236	Praz.g_00506	Prak.g_00157
OG0000237	Praz.g_00507	Prak.g_00158
OG0000238	Praz.g_00508	Prak.g_00159
OG0000239	Praz.g_00509	Prak.g_00160
OG0000240	Praz.g_00511	Prak.g_00162
OG0000241	Praz.g_00512	Prak.g_00163
OG0000242	Praz.g_00513	Prak.g_00164
OG0000243	Praz.g_00514	Prak.g_00165
OG0000244	Praz.g_00515	Prak.g_00166
OG0000245	Praz.g_00516	Prak.g_00168
OG0000246	Praz.g_00518	Prak.g_00170
OG0000247	Praz.g_00519	Prak.g_00171
OG0000248	Praz.g_00520	Prak.g_00172
OG0000249	Praz.g_00521	Prak.g_00173
OG0000250	Praz.g_00522	Prak.g_00174
OG0000251	Praz.g_00523	Prak.g_00175
OG0000252	Praz.g_00524	Prak.g_00176
OG0000253	Praz.g_00525	Prak.g_00177
OG0000254	Praz.g_00527	Prak.g_00179
OG0000255	Praz.g_00528	Prak.g_00180
OG0000256	Praz.g_00531	Prak.g_00183
OG0000257	Praz.g_00533	Prak.g_00185
OG0000258	Praz.g_00534	Prak.g_00186
OG0000259	Praz.g_00535	Prak.g_00187
OG0000260	Praz.g_00536	Prak.g_00188
OG0000261	Praz.g_00537	Prak.g_00189
OG0000262	Praz.g_00538	Prak.g_00190
OG0000263	Praz.g_00539	Prak.g_00191
OG0000264	Praz.g_00541	Prak.g_00193
OG0000265	Praz.g_00542	Prak.g_00194
OG0000266	Praz.g_00543	Prak.g_00195
OG0000267	Praz.g_00545	Prak.g_00197
OG0000268	Praz.g_00546	Prak.g_00199
OG0000269	Praz.g_00547	Prak.g_00200
OG0000270	Praz.g_00548	Prak.g_00201
OG0000271	Praz.g_00549	Prak.g_00202
OG0000272	Praz.g_00550	Prak.g_00203
OG0000273	Praz.g_00551	Prak.g_00204
OG0000274	Praz.g_00552	Prak.g_00205
OG0000275	Praz.g_00553	Prak.g_00206
OG0000276	Praz.g_00554	Prak.g_00207
OG0000277	Praz.g_00555	Prak.g_00208
OG0000278	Praz.g_00556	Prak.g_00209
OG0000279	Praz.g_00557	Prak.g_00210
OG0000280	Praz.g_00558	Prak.g_00211
OG0000281	Praz.g_00560	Prak.g_00213
OG0000282	Praz.g_00561	Prak.g_00214
OG0000283	Praz.g_00564	Prak.g_00217
OG0000284	Praz.g_00565	Prak.g_00218
OG0000285	Praz.g_00566	Prak.g_00219
OG0000286	Praz.g_00568	Prak.g_00221
OG0000287	Praz.g_00569	Prak.g_00223
OG0000288	Praz.g_00570	Prak.g_00224
OG0000289	Praz.g_00571	Prak.g_00225
OG0000290	Praz.g_00572	Prak.g_00226
OG0000291	Praz.g_00573	Prak.g_00227
OG0000292	Praz.g_00574	Prak.g_00228
OG0000293	Praz.g_00575	Prak.g_00229
OG0000294	Praz.g_00576	Prak.g_00230
OG0000295	Praz.g_00577	Prak.g_00231
OG0000296	Praz.g_00578	Prak.g_00232
OG0000297	Praz.g_00579	Prak.g_00233
OG0000298	Praz.g_00580	Prak.g_00234
OG0000299	Praz.g_00581	Prak.g_00235
OG0000300	Praz.g_00582	Prak.g_00236
OG0000301	Praz.g_00583	Prak.g_00237
OG0000302	Praz.g_00584	Prak.g_00238
OG0000303	Praz.g_00585	Prak.g_00239
OG0000304	Praz.g_00586	Prak.g_00241
OG0000305	Praz.g_00587	Prak.g_00242
OG0000306	Praz.g_00588	Prak.g_00243
OG0000307	Praz.g_00589	Prak.g_00245
OG0000308	Praz.g_00590	Prak.g_00246
OG0000309	Praz.g_00591	Prak.g_00247
OG0000310	Praz.g_00592	Prak.g_00248
OG0000311	Praz.g_00593	Prak.g_00249
OG0000312	Praz.g_00595	Prak.g_00251
OG0000313	Praz.g_00596	Prak.g_00252
OG0000314	Praz.g_00599	Prak.g_00256
OG0000315	Praz.g_00600	Prak.g_00257
OG0000316	Praz.g_00602	Prak.g_00259
OG0000317	Praz.g_00604	Prak.g_00261
OG0000318	Praz.g_00605	Prak.g_00262
OG0000319	Praz.g_00606	Prak.g_00263
OG0000320	Praz.g_00607	Prak.g_00264
OG0000321	Praz.g_00610	Prak.g_00267
OG0000322	Praz.g_00613	Prak.g_00271
OG0000323	Praz.g_00614	Prak.g_00272
OG0000324	Praz.g_00617	Prak.g_00275
OG0000325	Praz.g_00618	Prak.g_00276
OG0000326	Praz.g_00619	Prak.g_00277
OG0000327	Praz.g_00621	Prak.g_00279
OG0000328	Praz.g_00622	Prak.g_00280
OG0000329	Praz.g_00623	Prak.g_00281
OG0000330	Praz.g_00624	Prak.g_00282
OG0000331	Praz.g_00625	Prak.g_00284
OG0000332	Praz.g_00626	Prak.g_00285
OG0000333	Praz.g_00627	Prak.g_00286
OG0000334	Praz.g_00628	Prak.g_00287
OG0000335	Praz.g_00629	Prak.g_00288
OG0000336	Praz.g_00630	Prak.g_00290
OG0000337	Praz.g_00633	Prak.g_00293
OG0000338	Praz.g_00634	Prak.g_00294
OG0000339	Praz.g_00635	Prak.g_00295
OG0000340	Praz.g_00636	Prak.g_00296
OG0000341	Praz.g_00640	Prak.g_00300
OG0000342	Praz.g_00641	Prak.g_00301
OG0000343	Praz.g_00643	Prak.g_00304
OG0000344	Praz.g_00644	Prak.g_00305
OG0000345	Praz.g_00645	Prak.g_00306
OG0000346	Praz.g_00646	Prak.g_00307
OG0000347	Praz.g_00647	Prak.g_00308
OG0000348	Praz.g_00648	Prak.g_00310
OG0000349	Praz.g_00649	Prak.g_00311
OG0000350	Praz.g_00650	Prak.g_00312
OG0000351	Praz.g_00652	Prak.g_00314
OG0000352	Praz.g_00655	Prak.g_00317
OG0000353	Praz.g_00656	Prak.g_00318
OG0000354	Praz.g_00657	Prak.g_00319
OG0000355	Praz.g_00658	Prak.g_00320
OG0000356	Praz.g_00659	Prak.g_00321
OG0000357	Praz.g_00660	Prak.g_00322
OG0000358	Praz.g_00661	Prak.g_00323
OG0000359	Praz.g_00662	Prak.g_00324
OG0000360	Praz.g_00665	Prak.g_00326
OG0000361	Praz.g_00666	Prak.g_00327
OG0000362	Praz.g_00667	Prak.g_00328
OG0000363	Praz.g_00668	Prak.g_00329
OG0000364	Praz.g_00669	Prak.g_00330
OG0000365	Praz.g_00670	Prak.g_00331
OG0000366	Praz.g_00671	Prak.g_00332
OG0000367	Praz.g_00672	Prak.g_00333
OG0000368	Praz.g_00673	Prak.g_00334
OG0000369	Praz.g_00674	Prak.g_00335
OG0000370	Praz.g_00675	Prak.g_00336
OG0000371	Praz.g_00676	Prak.g_00337
OG0000372	Praz.g_00678	Prak.g_00338
OG0000373	Praz.g_00680	Prak.g_00340
OG0000374	Praz.g_00681	Prak.g_00341
OG0000375	Praz.g_00682	Prak.g_00342
OG0000376	Praz.g_00684	Prak.g_00343
OG0000377	Praz.g_00685	Prak.g_00349
OG0000378	Praz.g_00686	Prak.g_00350
OG0000379	Praz.g_01931	Prak.g_00356
OG0000380	Praz.g_01932	Prak.g_00358
OG0000381	Praz.g_01933	Prak.g_00359
OG0000382	Praz.g_01935	Prak.g_00360
OG0000383	Praz.g_00343	Prak.g_00363
OG0000384	Praz.g_00344	Prak.g_00364
OG0000385	Praz.g_00347	Prak.g_00367
OG0000386	Praz.g_00348	Prak.g_00368
OG0000387	Praz.g_00349	Prak.g_00369
OG0000388	Praz.g_00350	Prak.g_00370
OG0000389	Praz.g_00351	Prak.g_00371
OG0000390	Praz.g_00352	Prak.g_00372
OG0000391	Praz.g_00353	Prak.g_00373
OG0000392	Praz.g_00354	Prak.g_00374
OG0000393	Praz.g_00819	Prak.g_00378
OG0000394	Praz.g_00818	Prak.g_00379
OG0000395	Praz.g_00816	Prak.g_00382
OG0000396	Praz.g_00815	Prak.g_00900
OG0000397	Praz.g_00803	Prak.g_01216
OG0000398	Praz.g_00795	Prak.g_01597
OG0000399	Praz.g_00794	Prak.g_01211
OG0000400	Praz.g_00788	Prak.g_01709
OG0000401	Praz.g_01897	Prak.g_00393
OG0000402	Praz.g_01896	Prak.g_00394
OG0000403	Praz.g_01895	Prak.g_00395
OG0000404	Praz.g_01893	Prak.g_00397
OG0000405	Praz.g_01892	Prak.g_00398
OG0000406	Praz.g_01890	Prak.g_00400
OG0000407	Praz.g_01889	Prak.g_00401
OG0000408	Praz.g_01888	Prak.g_00402
OG0000409	Praz.g_01887	Prak.g_00403
OG0000410	Praz.g_01886	Prak.g_00404
OG0000411	Praz.g_01885	Prak.g_00405
OG0000412	Praz.g_01884	Prak.g_00406
OG0000413	Praz.g_01883	Prak.g_00407
OG0000414	Praz.g_01882	Prak.g_00408
OG0000415	Praz.g_01881	Prak.g_00409
OG0000416	Praz.g_01880	Prak.g_00410
OG0000417	Praz.g_01879	Prak.g_00411
OG0000418	Praz.g_01878	Prak.g_00412
OG0000419	Praz.g_01877	Prak.g_00413
OG0000420	Praz.g_01876	Prak.g_00414
OG0000421	Praz.g_01875	Prak.g_00418
OG0000422	Praz.g_01873	Prak.g_00420
OG0000423	Praz.g_01872	Prak.g_00421
OG0000424	Praz.g_01870	Prak.g_00422
OG0000425	Praz.g_01867	Prak.g_00426
OG0000426	Praz.g_01866	Prak.g_00427
OG0000427	Praz.g_01865	Prak.g_00428
OG0000428	Praz.g_01864	Prak.g_00430
OG0000429	Praz.g_01863	Prak.g_00431
OG0000430	Praz.g_01857	Prak.g_00432
OG0000431	Praz.g_01855	Prak.g_00434
OG0000432	Praz.g_01854	Prak.g_00435
OG0000433	Praz.g_01851	Prak.g_00438
OG0000434	Praz.g_01850	Prak.g_00439
OG0000435	Praz.g_01849	Prak.g_00440
OG0000436	Praz.g_01847	Prak.g_00442
OG0000437	Praz.g_01845	Prak.g_00444
OG0000438	Praz.g_01844	Prak.g_00445
OG0000439	Praz.g_01843	Prak.g_00446
OG0000440	Praz.g_01841	Prak.g_00448
OG0000441	Praz.g_01840	Prak.g_00449
OG0000442	Praz.g_01839	Prak.g_00450
OG0000443	Praz.g_01838	Prak.g_00451
OG0000444	Praz.g_01837	Prak.g_00452
OG0000445	Praz.g_01836	Prak.g_00453
OG0000446	Praz.g_01835	Prak.g_00454
OG0000447	Praz.g_01834	Prak.g_00455
OG0000448	Praz.g_01833	Prak.g_00456
OG0000449	Praz.g_01828	Prak.g_00462
OG0000450	Praz.g_01827	Prak.g_00463
OG0000451	Praz.g_01826	Prak.g_00464
OG0000452	Praz.g_01825	Prak.g_00465
OG0000453	Praz.g_01823	Prak.g_00466
OG0000454	Praz.g_01822	Prak.g_00467
OG0000455	Praz.g_01821	Prak.g_00468
OG0000456	Praz.g_01820	Prak.g_00469
OG0000457	Praz.g_01818	Prak.g_00471
OG0000458	Praz.g_01816	Prak.g_00473
OG0000459	Praz.g_01815	Prak.g_00474
OG0000460	Praz.g_01813	Prak.g_00476
OG0000461	Praz.g_01812	Prak.g_00477
OG0000462	Praz.g_01811	Prak.g_00478
OG0000463	Praz.g_01810	Prak.g_00479
OG0000464	Praz.g_01805	Prak.g_00483
OG0000465	Praz.g_01803	Prak.g_00484
OG0000466	Praz.g_01802	Prak.g_00485
OG0000467	Praz.g_01801	Prak.g_00486
OG0000468	Praz.g_01800	Prak.g_00487
OG0000469	Praz.g_01799	Prak.g_00488
OG0000470	Praz.g_01798	Prak.g_00489
OG0000471	Praz.g_01797	Prak.g_00490
OG0000472	Praz.g_01794	Prak.g_00493
OG0000473	Praz.g_01793	Prak.g_00494
OG0000474	Praz.g_01792	Prak.g_00495
OG0000475	Praz.g_01791	Prak.g_00496
OG0000476	Praz.g_01790	Prak.g_00497
OG0000477	Praz.g_01788	Prak.g_00499
OG0000478	Praz.g_01787	Prak.g_00500
OG0000479	Praz.g_01786	Prak.g_00501
OG0000480	Praz.g_01784	Prak.g_00503
OG0000481	Praz.g_01783	Prak.g_00504
OG0000482	Praz.g_01782	Prak.g_00506
OG0000483	Praz.g_01781	Prak.g_00507
OG0000484	Praz.g_01780	Prak.g_00508
OG0000485	Praz.g_01779	Prak.g_00509
OG0000486	Praz.g_01778	Prak.g_00510
OG0000487	Praz.g_01777	Prak.g_00511
OG0000488	Praz.g_01775	Prak.g_00513
OG0000489	Praz.g_01774	Prak.g_00514
OG0000490	Praz.g_01773	Prak.g_00515
OG0000491	Praz.g_01772	Prak.g_00516
OG0000492	Praz.g_01771	Prak.g_00517
OG0000493	Praz.g_01770	Prak.g_00518
OG0000494	Praz.g_01768	Prak.g_00519
OG0000495	Praz.g_01767	Prak.g_00520
OG0000496	Praz.g_01766	Prak.g_00522
OG0000497	Praz.g_01765	Prak.g_00524
OG0000498	Praz.g_01764	Prak.g_00525
OG0000499	Praz.g_01762	Prak.g_00527
OG0000500	Praz.g_01761	Prak.g_00528
OG0000501	Praz.g_01759	Prak.g_00530
OG0000502	Praz.g_01758	Prak.g_00531
OG0000503	Praz.g_01757	Prak.g_00532
OG0000504	Praz.g_01756	Prak.g_00533
OG0000505	Praz.g_01755	Prak.g_00534
OG0000506	Praz.g_01754	Prak.g_00535
OG0000507	Praz.g_01753	Prak.g_00536
OG0000508	Praz.g_01751	Prak.g_00538
OG0000509	Praz.g_01750	Prak.g_00539
OG0000510	Praz.g_01749	Prak.g_00540
OG0000511	Praz.g_01748	Prak.g_00541
OG0000512	Praz.g_01747	Prak.g_00542
OG0000513	Praz.g_01746	Prak.g_00543
OG0000514	Praz.g_01745	Prak.g_00544
OG0000515	Praz.g_01743	Prak.g_00547
OG0000516	Praz.g_01742	Prak.g_00548
OG0000517	Praz.g_01741	Prak.g_00549
OG0000518	Praz.g_01739	Prak.g_00552
OG0000519	Praz.g_01738	Prak.g_00553
OG0000520	Praz.g_01737	Prak.g_00554
OG0000521	Praz.g_01736	Prak.g_00555
OG0000522	Praz.g_01735	Prak.g_00556
OG0000523	Praz.g_01734	Prak.g_00557
OG0000524	Praz.g_01733	Prak.g_00558
OG0000525	Praz.g_01731	Prak.g_00560
OG0000526	Praz.g_01730	Prak.g_00561
OG0000527	Praz.g_01729	Prak.g_00562
OG0000528	Praz.g_01728	Prak.g_00563
OG0000529	Praz.g_01727	Prak.g_00564
OG0000530	Praz.g_01726	Prak.g_00565
OG0000531	Praz.g_01725	Prak.g_00567
OG0000532	Praz.g_01724	Prak.g_00568
OG0000533	Praz.g_01723	Prak.g_00569
OG0000534	Praz.g_01722	Prak.g_00570
OG0000535	Praz.g_01721	Prak.g_00571
OG0000536	Praz.g_01720	Prak.g_00572
OG0000537	Praz.g_01719	Prak.g_00573
OG0000538	Praz.g_01718	Prak.g_00574
OG0000539	Praz.g_01717	Prak.g_00575
OG0000540	Praz.g_01716	Prak.g_00576
OG0000541	Praz.g_01715	Prak.g_00577
OG0000542	Praz.g_01714	Prak.g_00578
OG0000543	Praz.g_01713	Prak.g_00579
OG0000544	Praz.g_01712	Prak.g_00580
OG0000545	Praz.g_01709	Prak.g_00582
OG0000546	Praz.g_01708	Prak.g_00583
OG0000547	Praz.g_01706	Prak.g_00585
OG0000548	Praz.g_01705	Prak.g_00587
OG0000549	Praz.g_01704	Prak.g_00588
OG0000550	Praz.g_01703	Prak.g_00589
OG0000551	Praz.g_01702	Prak.g_00591
OG0000552	Praz.g_01701	Prak.g_00592
OG0000553	Praz.g_01700	Prak.g_01113
OG0000554	Praz.g_01699	Prak.g_01112
OG0000555	Praz.g_01698	Prak.g_01111
OG0000556	Praz.g_01697	Prak.g_01110
OG0000557	Praz.g_01696	Prak.g_01109
OG0000558	Praz.g_01695	Prak.g_01108
OG0000559	Praz.g_01694	Prak.g_01107
OG0000560	Praz.g_01692	Prak.g_01105
OG0000561	Praz.g_01691	Prak.g_01104
OG0000562	Praz.g_01690	Prak.g_01102
OG0000563	Praz.g_01689	Prak.g_01101
OG0000564	Praz.g_01688	Prak.g_01100
OG0000565	Praz.g_01687	Prak.g_01099
OG0000566	Praz.g_01686	Prak.g_01098
OG0000567	Praz.g_01685	Prak.g_01097
OG0000568	Praz.g_01684	Prak.g_01096
OG0000569	Praz.g_01683	Prak.g_01095
OG0000570	Praz.g_01682	Prak.g_01094
OG0000571	Praz.g_01681	Prak.g_01093
OG0000572	Praz.g_01680	Prak.g_01092
OG0000573	Praz.g_01677	Prak.g_01089
OG0000574	Praz.g_01676	Prak.g_01088
OG0000575	Praz.g_01675	Prak.g_01087
OG0000576	Praz.g_01674	Prak.g_01086
OG0000577	Praz.g_01673	Prak.g_01085
OG0000578	Praz.g_01672	Prak.g_01084
OG0000579	Praz.g_01671	Prak.g_01083
OG0000580	Praz.g_01670	Prak.g_01082
OG0000581	Praz.g_01669	Prak.g_01081
OG0000582	Praz.g_01668	Prak.g_01080
OG0000583	Praz.g_01667	Prak.g_01079
OG0000584	Praz.g_01666	Prak.g_01077
OG0000585	Praz.g_01665	Prak.g_01076
