Orthogroup	Praz	Pran
OG0000116	Praz.g_01346	Pran.g_00491
OG0000117	Praz.g_01279, Praz.g_00063	Pran.g_00565
OG0000118	Praz.g_00114	Pran.g_00135
OG0000119	Praz.g_00022	Pran.g_00090
OG0000120	Praz.g_00748	Pran.g_00054
OG0000121	Praz.g_00729	Pran.g_00035
OG0000122	Praz.g_00710	Pran.g_00016
OG0000123	Praz.g_00697	Pran.g_00003
OG0000124	Praz.g_01936	Pran.g_00918
OG0000125	Praz.g_01168	Pran.g_00864
OG0000126	Praz.g_01139	Pran.g_00841
OG0000127	Praz.g_01054	Pran.g_00746
OG0000128	Praz.g_01040	Pran.g_00732
OG0000129	Praz.g_01004	Pran.g_00696
OG0000130	Praz.g_00879	Pran.g_00968
OG0000131	Praz.g_00841	Pran.g_01006
OG0000132	Praz.g_00838	Pran.g_01009
OG0000133	Praz.g_00304	Pran.g_01063
OG0000134	Praz.g_00268	Pran.g_01100
OG0000135	Praz.g_00266	Pran.g_01102
OG0000136	Praz.g_00221	Pran.g_01145
OG0000137	Praz.g_00188	Pran.g_01177
OG0000138	Praz.g_00152	Pran.g_01212
OG0000139	Praz.g_00125	Pran.g_01239
OG0000140	Praz.g_00366	Pran.g_01258
OG0000141	Praz.g_00367	Pran.g_01259
OG0000142	Praz.g_00369	Pran.g_01261
OG0000143	Praz.g_00370	Pran.g_01262
OG0000144	Praz.g_00372	Pran.g_01264
OG0000145	Praz.g_00373	Pran.g_01265
OG0000146	Praz.g_00374	Pran.g_01266
OG0000147	Praz.g_00375	Pran.g_01267
OG0000148	Praz.g_00377	Pran.g_01269
OG0000149	Praz.g_00379	Pran.g_00410
OG0000150	Praz.g_00380	Pran.g_00409
OG0000151	Praz.g_00381	Pran.g_00408
OG0000152	Praz.g_00382	Pran.g_00407
OG0000153	Praz.g_00383	Pran.g_00406
OG0000154	Praz.g_00384	Pran.g_00405
OG0000155	Praz.g_00385	Pran.g_00404
OG0000156	Praz.g_00386	Pran.g_00403
OG0000157	Praz.g_00387	Pran.g_00402
OG0000158	Praz.g_00389	Pran.g_00400
OG0000159	Praz.g_00390	Pran.g_00399
OG0000160	Praz.g_00391	Pran.g_00398
OG0000161	Praz.g_00392	Pran.g_00397
OG0000162	Praz.g_00393	Pran.g_00396
OG0000163	Praz.g_00394	Pran.g_00395
OG0000164	Praz.g_00397	Pran.g_00392
OG0000165	Praz.g_00400	Pran.g_00389
OG0000166	Praz.g_00401	Pran.g_00388
OG0000167	Praz.g_00402	Pran.g_00387
OG0000168	Praz.g_00406	Pran.g_00385
OG0000169	Praz.g_00408	Pran.g_00383
OG0000170	Praz.g_00409	Pran.g_00382
OG0000171	Praz.g_00410	Pran.g_00381
OG0000172	Praz.g_00411	Pran.g_00380
OG0000173	Praz.g_00412	Pran.g_00379
OG0000174	Praz.g_00413	Pran.g_00378
OG0000175	Praz.g_00414	Pran.g_00377
OG0000176	Praz.g_00416	Pran.g_00375
OG0000177	Praz.g_00417	Pran.g_00374
OG0000178	Praz.g_00418	Pran.g_00373
OG0000179	Praz.g_00424	Pran.g_00368
OG0000180	Praz.g_00425	Pran.g_00367
OG0000181	Praz.g_00426	Pran.g_00366
OG0000182	Praz.g_00429	Pran.g_00363
OG0000183	Praz.g_00430	Pran.g_00362
OG0000184	Praz.g_00433	Pran.g_00359
OG0000185	Praz.g_00437	Pran.g_00355
OG0000186	Praz.g_00438	Pran.g_00354
OG0000187	Praz.g_00439	Pran.g_00353
OG0000188	Praz.g_00440	Pran.g_00352
OG0000189	Praz.g_00441	Pran.g_00351
OG0000190	Praz.g_00442	Pran.g_00350
OG0000191	Praz.g_00443	Pran.g_00349
OG0000192	Praz.g_00444	Pran.g_00348
OG0000193	Praz.g_00445	Pran.g_00347
OG0000194	Praz.g_00446	Pran.g_00346
OG0000195	Praz.g_00448	Pran.g_00344
OG0000196	Praz.g_00449	Pran.g_00343
OG0000197	Praz.g_00450	Pran.g_00342
OG0000198	Praz.g_00451	Pran.g_00341
OG0000199	Praz.g_00454	Pran.g_00339
OG0000200	Praz.g_00455	Pran.g_00338
OG0000201	Praz.g_00456	Pran.g_00337
OG0000202	Praz.g_00457	Pran.g_00336
OG0000203	Praz.g_00458	Pran.g_00335
OG0000204	Praz.g_00459	Pran.g_00334
OG0000205	Praz.g_00460	Pran.g_00333
OG0000206	Praz.g_00461	Pran.g_00332
OG0000207	Praz.g_00462	Pran.g_00331
OG0000208	Praz.g_00463	Pran.g_00330
OG0000209	Praz.g_00464	Pran.g_00329
OG0000210	Praz.g_00466	Pran.g_00327
OG0000211	Praz.g_00467	Pran.g_00326
OG0000212	Praz.g_00468	Pran.g_00325
OG0000213	Praz.g_00469	Pran.g_00324
OG0000214	Praz.g_00471	Pran.g_00322
OG0000215	Praz.g_00472	Pran.g_00321
OG0000216	Praz.g_00474	Pran.g_00319
OG0000217	Praz.g_00475	Pran.g_00318
OG0000218	Praz.g_00476	Pran.g_00317
OG0000219	Praz.g_00477	Pran.g_00316
OG0000220	Praz.g_00480	Pran.g_00313
OG0000221	Praz.g_00482	Pran.g_00311
OG0000222	Praz.g_00483	Pran.g_00310
OG0000223	Praz.g_00484	Pran.g_00309
OG0000224	Praz.g_00487	Pran.g_00307
OG0000225	Praz.g_00489	Pran.g_00305
OG0000226	Praz.g_00490	Pran.g_00304
OG0000227	Praz.g_00491	Pran.g_00303
OG0000228	Praz.g_00492	Pran.g_00302
OG0000229	Praz.g_00493	Pran.g_00301
OG0000230	Praz.g_00494	Pran.g_00300
OG0000231	Praz.g_00496	Pran.g_00298
OG0000232	Praz.g_00497	Pran.g_00297
OG0000233	Praz.g_00500	Pran.g_00294
OG0000234	Praz.g_00502	Pran.g_00292
OG0000235	Praz.g_00505	Pran.g_00288
OG0000236	Praz.g_00506	Pran.g_00287
OG0000237	Praz.g_00507	Pran.g_00286
OG0000238	Praz.g_00508	Pran.g_00285
OG0000239	Praz.g_00509	Pran.g_00283
OG0000240	Praz.g_00511	Pran.g_00281
OG0000241	Praz.g_00512	Pran.g_00280
OG0000242	Praz.g_00513	Pran.g_00279
OG0000243	Praz.g_00514	Pran.g_00278
OG0000244	Praz.g_00515	Pran.g_00277
OG0000245	Praz.g_00516	Pran.g_00276
OG0000246	Praz.g_00518	Pran.g_00274
OG0000247	Praz.g_00519	Pran.g_00273
OG0000248	Praz.g_00520	Pran.g_00272
OG0000249	Praz.g_00521	Pran.g_00271
OG0000250	Praz.g_00522	Pran.g_00270
OG0000251	Praz.g_00523	Pran.g_00269
OG0000252	Praz.g_00524	Pran.g_00268
OG0000253	Praz.g_00525	Pran.g_00267
OG0000254	Praz.g_00527	Pran.g_00265
OG0000255	Praz.g_00528	Pran.g_00264
OG0000256	Praz.g_00531	Pran.g_00261
OG0000257	Praz.g_00533	Pran.g_00259
OG0000258	Praz.g_00534	Pran.g_00258
OG0000259	Praz.g_00535	Pran.g_00257
OG0000260	Praz.g_00536	Pran.g_00256
OG0000261	Praz.g_00537	Pran.g_00255
OG0000262	Praz.g_00538	Pran.g_00254
OG0000263	Praz.g_00539	Pran.g_00253
OG0000264	Praz.g_00541	Pran.g_00251
OG0000265	Praz.g_00542	Pran.g_00250
OG0000266	Praz.g_00543	Pran.g_00249
OG0000267	Praz.g_00545	Pran.g_00247
OG0000268	Praz.g_00546	Pran.g_00246
OG0000269	Praz.g_00547	Pran.g_00245
OG0000270	Praz.g_00548	Pran.g_00244
OG0000271	Praz.g_00549	Pran.g_00243
OG0000272	Praz.g_00550	Pran.g_00242
OG0000273	Praz.g_00551	Pran.g_00241
OG0000274	Praz.g_00552	Pran.g_00240
OG0000275	Praz.g_00553	Pran.g_00239
OG0000276	Praz.g_00554	Pran.g_00238
OG0000277	Praz.g_00555	Pran.g_00237
OG0000278	Praz.g_00556	Pran.g_00236
OG0000279	Praz.g_00557	Pran.g_00235
OG0000280	Praz.g_00558	Pran.g_00234
OG0000281	Praz.g_00560	Pran.g_00232
OG0000282	Praz.g_00561	Pran.g_00231
OG0000283	Praz.g_00564	Pran.g_00228
OG0000284	Praz.g_00565	Pran.g_00227
OG0000285	Praz.g_00566	Pran.g_00226
OG0000286	Praz.g_00568	Pran.g_00224
OG0000287	Praz.g_00569	Pran.g_00223
OG0000288	Praz.g_00570	Pran.g_00222
OG0000289	Praz.g_00571	Pran.g_00221
OG0000290	Praz.g_00572	Pran.g_00220
OG0000291	Praz.g_00573	Pran.g_00219
OG0000292	Praz.g_00574	Pran.g_00218
OG0000293	Praz.g_00575	Pran.g_00217
OG0000294	Praz.g_00576	Pran.g_00216
OG0000295	Praz.g_00577	Pran.g_00215
OG0000296	Praz.g_00578	Pran.g_00214
OG0000297	Praz.g_00579	Pran.g_00213
OG0000298	Praz.g_00580	Pran.g_00212
OG0000299	Praz.g_00581	Pran.g_00211
OG0000300	Praz.g_00582	Pran.g_00210
OG0000301	Praz.g_00583	Pran.g_00209
OG0000302	Praz.g_00584	Pran.g_00208
OG0000303	Praz.g_00585	Pran.g_00207
OG0000304	Praz.g_00586	Pran.g_00206
OG0000305	Praz.g_00587	Pran.g_00205
OG0000306	Praz.g_00588	Pran.g_00204
OG0000307	Praz.g_00589	Pran.g_00203
OG0000308	Praz.g_00590	Pran.g_00202
OG0000309	Praz.g_00591	Pran.g_00201
OG0000310	Praz.g_00592	Pran.g_00200
OG0000311	Praz.g_00593	Pran.g_00199
OG0000312	Praz.g_00595	Pran.g_00197
OG0000313	Praz.g_00596	Pran.g_00196
OG0000314	Praz.g_00599	Pran.g_00194
OG0000315	Praz.g_00600	Pran.g_00193
OG0000316	Praz.g_00602	Pran.g_01950
OG0000317	Praz.g_00604	Pran.g_01948
OG0000318	Praz.g_00605	Pran.g_01947
OG0000319	Praz.g_00606	Pran.g_01946
OG0000320	Praz.g_00607	Pran.g_01945
OG0000321	Praz.g_00610	Pran.g_01942
OG0000322	Praz.g_00613	Pran.g_01939
OG0000323	Praz.g_00614	Pran.g_01938
OG0000324	Praz.g_00617	Pran.g_01935
OG0000325	Praz.g_00618	Pran.g_01934
OG0000326	Praz.g_00619	Pran.g_01933
OG0000327	Praz.g_00621	Pran.g_01931
OG0000328	Praz.g_00622	Pran.g_01930
OG0000329	Praz.g_00623	Pran.g_01929
OG0000330	Praz.g_00624	Pran.g_01928
OG0000331	Praz.g_00625	Pran.g_01927
OG0000332	Praz.g_00626	Pran.g_01926
OG0000333	Praz.g_00627	Pran.g_01925
OG0000334	Praz.g_00628	Pran.g_01924
OG0000335	Praz.g_00629	Pran.g_01923
OG0000336	Praz.g_00630	Pran.g_01922
OG0000337	Praz.g_00633	Pran.g_01919
OG0000338	Praz.g_00634	Pran.g_01918
OG0000339	Praz.g_00635	Pran.g_01917
OG0000340	Praz.g_00636	Pran.g_01916
OG0000341	Praz.g_00640	Pran.g_01912
OG0000342	Praz.g_00641	Pran.g_01911
OG0000343	Praz.g_00643	Pran.g_01909
OG0000344	Praz.g_00644	Pran.g_01908
OG0000345	Praz.g_00645	Pran.g_01907
OG0000346	Praz.g_00646	Pran.g_01906
OG0000347	Praz.g_00647	Pran.g_01905
OG0000348	Praz.g_00648	Pran.g_01904
OG0000349	Praz.g_00649	Pran.g_01903
OG0000350	Praz.g_00650	Pran.g_01902
OG0000351	Praz.g_00652	Pran.g_01899
OG0000352	Praz.g_00655	Pran.g_01896
OG0000353	Praz.g_00656	Pran.g_01895
OG0000354	Praz.g_00657	Pran.g_01894
OG0000355	Praz.g_00658	Pran.g_01893
OG0000356	Praz.g_00659	Pran.g_01892
OG0000357	Praz.g_00660	Pran.g_01891
OG0000358	Praz.g_00661	Pran.g_01890
OG0000359	Praz.g_00662	Pran.g_01889
OG0000360	Praz.g_00665	Pran.g_01886
OG0000361	Praz.g_00666	Pran.g_01885
OG0000362	Praz.g_00667	Pran.g_01884
OG0000363	Praz.g_00668	Pran.g_01883
OG0000364	Praz.g_00669	Pran.g_01882
OG0000365	Praz.g_00670	Pran.g_01881
OG0000366	Praz.g_00671	Pran.g_01880
OG0000367	Praz.g_00672	Pran.g_01879
OG0000368	Praz.g_00673	Pran.g_01878
OG0000369	Praz.g_00674	Pran.g_01877
OG0000370	Praz.g_00675	Pran.g_01876
OG0000371	Praz.g_00676	Pran.g_01875
OG0000372	Praz.g_00678	Pran.g_01873
OG0000373	Praz.g_00680	Pran.g_01871
OG0000374	Praz.g_00681	Pran.g_01870
OG0000375	Praz.g_00682	Pran.g_01869
OG0000376	Praz.g_00684	Pran.g_01867
OG0000377	Praz.g_00685	Pran.g_01866
OG0000378	Praz.g_00686	Pran.g_01865
OG0000379	Praz.g_01931	Pran.g_01860
OG0000380	Praz.g_01932	Pran.g_01859
OG0000381	Praz.g_01933	Pran.g_01858
OG0000382	Praz.g_01935	Pran.g_01857
OG0000383	Praz.g_00343	Pran.g_01854
OG0000384	Praz.g_00344	Pran.g_01853
OG0000385	Praz.g_00347	Pran.g_01850
OG0000386	Praz.g_00348	Pran.g_01849
OG0000387	Praz.g_00349	Pran.g_01848
OG0000388	Praz.g_00350	Pran.g_01847
OG0000389	Praz.g_00351	Pran.g_01846
OG0000390	Praz.g_00352	Pran.g_01845
OG0000391	Praz.g_00353	Pran.g_01844
OG0000392	Praz.g_00354	Pran.g_01843
OG0000393	Praz.g_00819	Pran.g_01840
OG0000394	Praz.g_00818	Pran.g_01839
OG0000395	Praz.g_00816	Pran.g_01837
OG0000396	Praz.g_00815	Pran.g_01835
OG0000397	Praz.g_00803	Pran.g_01823
OG0000398	Praz.g_00795	Pran.g_01816
OG0000399	Praz.g_00794	Pran.g_01815
OG0000400	Praz.g_00788	Pran.g_01808
OG0000401	Praz.g_01897	Pran.g_01749
OG0000402	Praz.g_01896	Pran.g_01748
OG0000403	Praz.g_01895	Pran.g_01747
OG0000404	Praz.g_01893	Pran.g_01745
OG0000405	Praz.g_01892	Pran.g_01744
OG0000406	Praz.g_01890	Pran.g_01742
OG0000407	Praz.g_01889	Pran.g_01741
OG0000408	Praz.g_01888	Pran.g_01740
OG0000409	Praz.g_01887	Pran.g_01739
OG0000410	Praz.g_01886	Pran.g_01738
OG0000411	Praz.g_01885	Pran.g_01737
OG0000412	Praz.g_01884	Pran.g_01736
OG0000413	Praz.g_01883	Pran.g_01735
OG0000414	Praz.g_01882	Pran.g_01734
OG0000415	Praz.g_01881	Pran.g_01733
OG0000416	Praz.g_01880	Pran.g_01729
OG0000417	Praz.g_01879	Pran.g_01728
OG0000418	Praz.g_01878	Pran.g_01727
OG0000419	Praz.g_01877	Pran.g_01726
OG0000420	Praz.g_01876	Pran.g_01725
OG0000421	Praz.g_01875	Pran.g_01724
OG0000422	Praz.g_01873	Pran.g_01723
OG0000423	Praz.g_01872	Pran.g_01722
OG0000424	Praz.g_01870	Pran.g_01720
OG0000425	Praz.g_01867	Pran.g_01717
OG0000426	Praz.g_01866	Pran.g_01716
OG0000427	Praz.g_01865	Pran.g_01715
OG0000428	Praz.g_01864	Pran.g_01714
OG0000429	Praz.g_01863	Pran.g_01713
OG0000430	Praz.g_01857	Pran.g_01707
OG0000431	Praz.g_01855	Pran.g_01705
OG0000432	Praz.g_01854	Pran.g_01704
OG0000433	Praz.g_01851	Pran.g_01701
OG0000434	Praz.g_01850	Pran.g_01700
OG0000435	Praz.g_01849	Pran.g_01699
OG0000436	Praz.g_01847	Pran.g_01697
OG0000437	Praz.g_01845	Pran.g_01695
OG0000438	Praz.g_01844	Pran.g_01694
OG0000439	Praz.g_01843	Pran.g_01693
OG0000440	Praz.g_01841	Pran.g_01691
OG0000441	Praz.g_01840	Pran.g_01690
OG0000442	Praz.g_01839	Pran.g_01689
OG0000443	Praz.g_01838	Pran.g_01688
OG0000444	Praz.g_01837	Pran.g_01687
OG0000445	Praz.g_01836	Pran.g_01686
OG0000446	Praz.g_01835	Pran.g_01685
OG0000447	Praz.g_01834	Pran.g_01684
OG0000448	Praz.g_01833	Pran.g_01683
OG0000449	Praz.g_01828	Pran.g_01678
OG0000450	Praz.g_01827	Pran.g_01677
OG0000451	Praz.g_01826	Pran.g_01676
OG0000452	Praz.g_01825	Pran.g_01675
OG0000453	Praz.g_01823	Pran.g_01673
OG0000454	Praz.g_01822	Pran.g_01672
OG0000455	Praz.g_01821	Pran.g_01671
OG0000456	Praz.g_01820	Pran.g_01670
OG0000457	Praz.g_01818	Pran.g_01668
OG0000458	Praz.g_01816	Pran.g_01666
OG0000459	Praz.g_01815	Pran.g_01665
OG0000460	Praz.g_01813	Pran.g_01663
OG0000461	Praz.g_01812	Pran.g_01662
OG0000462	Praz.g_01811	Pran.g_01661
OG0000463	Praz.g_01810	Pran.g_01660
OG0000464	Praz.g_01805	Pran.g_01655
OG0000465	Praz.g_01803	Pran.g_01653
OG0000466	Praz.g_01802	Pran.g_01652
OG0000467	Praz.g_01801	Pran.g_01651
OG0000468	Praz.g_01800	Pran.g_01650
OG0000469	Praz.g_01799	Pran.g_01649
OG0000470	Praz.g_01798	Pran.g_01648
OG0000471	Praz.g_01797	Pran.g_01647
OG0000472	Praz.g_01794	Pran.g_01644
OG0000473	Praz.g_01793	Pran.g_01643
OG0000474	Praz.g_01792	Pran.g_01642
OG0000475	Praz.g_01791	Pran.g_01641
OG0000476	Praz.g_01790	Pran.g_01640
OG0000477	Praz.g_01788	Pran.g_01638
OG0000478	Praz.g_01787	Pran.g_01637
OG0000479	Praz.g_01786	Pran.g_01636
OG0000480	Praz.g_01784	Pran.g_01634
OG0000481	Praz.g_01783	Pran.g_01633
OG0000482	Praz.g_01782	Pran.g_01632
OG0000483	Praz.g_01781	Pran.g_01631
OG0000484	Praz.g_01780	Pran.g_01630
OG0000485	Praz.g_01779	Pran.g_01629
OG0000486	Praz.g_01778	Pran.g_01628
OG0000487	Praz.g_01777	Pran.g_01627
OG0000488	Praz.g_01775	Pran.g_01625
OG0000489	Praz.g_01774	Pran.g_01624
OG0000490	Praz.g_01773	Pran.g_01623
OG0000491	Praz.g_01772	Pran.g_01622
OG0000492	Praz.g_01771	Pran.g_01621
OG0000493	Praz.g_01770	Pran.g_01620
OG0000494	Praz.g_01768	Pran.g_01618
OG0000495	Praz.g_01767	Pran.g_01617
OG0000496	Praz.g_01766	Pran.g_01616
OG0000497	Praz.g_01765	Pran.g_01614
OG0000498	Praz.g_01764	Pran.g_01613
OG0000499	Praz.g_01762	Pran.g_01611
OG0000500	Praz.g_01761	Pran.g_01610
OG0000501	Praz.g_01759	Pran.g_01608
OG0000502	Praz.g_01758	Pran.g_01607
OG0000503	Praz.g_01757	Pran.g_01606
OG0000504	Praz.g_01756	Pran.g_01605
OG0000505	Praz.g_01755	Pran.g_01604
OG0000506	Praz.g_01754	Pran.g_01603
OG0000507	Praz.g_01753	Pran.g_01602
OG0000508	Praz.g_01751	Pran.g_01600
OG0000509	Praz.g_01750	Pran.g_01599
OG0000510	Praz.g_01749	Pran.g_01598
OG0000511	Praz.g_01748	Pran.g_01597
OG0000512	Praz.g_01747	Pran.g_01596
OG0000513	Praz.g_01746	Pran.g_01595
OG0000514	Praz.g_01745	Pran.g_01594
OG0000515	Praz.g_01743	Pran.g_01592
OG0000516	Praz.g_01742	Pran.g_01591
OG0000517	Praz.g_01741	Pran.g_01590
OG0000518	Praz.g_01739	Pran.g_01587
OG0000519	Praz.g_01738	Pran.g_01586
OG0000520	Praz.g_01737	Pran.g_01585
OG0000521	Praz.g_01736	Pran.g_01584
OG0000522	Praz.g_01735	Pran.g_01583
OG0000523	Praz.g_01734	Pran.g_01582
OG0000524	Praz.g_01733	Pran.g_01581
OG0000525	Praz.g_01731	Pran.g_01579
OG0000526	Praz.g_01730	Pran.g_01578
OG0000527	Praz.g_01729	Pran.g_01577
OG0000528	Praz.g_01728	Pran.g_01576
OG0000529	Praz.g_01727	Pran.g_01575
OG0000530	Praz.g_01726	Pran.g_01574
OG0000531	Praz.g_01725	Pran.g_01573
OG0000532	Praz.g_01724	Pran.g_01572
OG0000533	Praz.g_01723	Pran.g_01571
OG0000534	Praz.g_01722	Pran.g_01570
OG0000535	Praz.g_01721	Pran.g_01569
OG0000536	Praz.g_01720	Pran.g_01568
OG0000537	Praz.g_01719	Pran.g_01567
OG0000538	Praz.g_01718	Pran.g_01566
OG0000539	Praz.g_01717	Pran.g_01565
OG0000540	Praz.g_01716	Pran.g_01564
OG0000541	Praz.g_01715	Pran.g_01563
OG0000542	Praz.g_01714	Pran.g_01562
OG0000543	Praz.g_01713	Pran.g_01561
OG0000544	Praz.g_01712	Pran.g_01560
OG0000545	Praz.g_01709	Pran.g_01557
OG0000546	Praz.g_01708	Pran.g_01556
OG0000547	Praz.g_01706	Pran.g_01554
OG0000548	Praz.g_01705	Pran.g_01553
OG0000549	Praz.g_01704	Pran.g_01552
OG0000550	Praz.g_01703	Pran.g_01551
OG0000551	Praz.g_01702	Pran.g_01550
OG0000552	Praz.g_01701	Pran.g_01549
OG0000553	Praz.g_01700	Pran.g_01548
OG0000554	Praz.g_01699	Pran.g_01547
OG0000555	Praz.g_01698	Pran.g_01546
OG0000556	Praz.g_01697	Pran.g_01545
OG0000557	Praz.g_01696	Pran.g_01544
OG0000558	Praz.g_01695	Pran.g_01543
OG0000559	Praz.g_01694	Pran.g_01542
OG0000560	Praz.g_01692	Pran.g_01540
OG0000561	Praz.g_01691	Pran.g_01539
OG0000562	Praz.g_01690	Pran.g_01538
OG0000563	Praz.g_01689	Pran.g_01537
OG0000564	Praz.g_01688	Pran.g_01536
OG0000565	Praz.g_01687	Pran.g_01535
OG0000566	Praz.g_01686	Pran.g_01534
OG0000567	Praz.g_01685	Pran.g_01533
OG0000568	Praz.g_01684	Pran.g_01532
OG0000569	Praz.g_01683	Pran.g_01531
OG0000570	Praz.g_01682	Pran.g_01530
OG0000571	Praz.g_01681	Pran.g_01529
OG0000572	Praz.g_01680	Pran.g_01528
OG0000573	Praz.g_01677	Pran.g_01525
OG0000574	Praz.g_01676	Pran.g_01524
OG0000575	Praz.g_01675	Pran.g_01523
