Orthogroup	Prbc	Prbm
OG0000197	Prbc.g_00409	Prbm.g_00221
OG0000198	Prbc.g_00408	Prbm.g_00222
OG0000199	Prbc.g_00401	Prbm.g_00229
OG0000200	Prbc.g_00388	Prbm.g_00243
OG0000201	Prbc.g_00379	Prbm.g_00252
OG0000202	Prbc.g_00378	Prbm.g_00253
OG0000203	Prbc.g_00377	Prbm.g_00254
OG0000204	Prbc.g_00376	Prbm.g_00255
OG0000205	Prbc.g_00369	Prbm.g_00262
OG0000206	Prbc.g_00365	Prbm.g_00266
OG0000207	Prbc.g_00363	Prbm.g_00268
OG0000208	Prbc.g_00362	Prbm.g_00269
OG0000209	Prbc.g_00352	Prbm.g_00278
OG0000210	Prbc.g_00351	Prbm.g_00279
OG0000211	Prbc.g_00337	Prbm.g_00293
OG0000212	Prbc.g_00329	Prbm.g_00301
OG0000213	Prbc.g_01153	Prbm.g_00317
OG0000214	Prbc.g_01161	Prbm.g_00325
OG0000215	Prbc.g_01185	Prbm.g_00349
OG0000216	Prbc.g_01186	Prbm.g_00350
OG0000217	Prbc.g_01189	Prbm.g_00353
OG0000218	Prbc.g_01191	Prbm.g_00355
OG0000219	Prbc.g_01192	Prbm.g_00356
OG0000220	Prbc.g_01193	Prbm.g_00357
OG0000221	Prbc.g_01194	Prbm.g_00358
OG0000222	Prbc.g_01202	Prbm.g_00366
OG0000223	Prbc.g_01215	Prbm.g_00378
OG0000224	Prbc.g_01217	Prbm.g_00380
OG0000225	Prbc.g_01257	Prbm.g_00411
OG0000226	Prbc.g_01261	Prbm.g_00415
OG0000227	Prbc.g_01263	Prbm.g_00417
OG0000228	Prbc.g_01267	Prbm.g_00422
OG0000229	Prbc.g_01497	Prbm.g_00446
OG0000230	Prbc.g_01499	Prbm.g_00448
OG0000231	Prbc.g_01510	Prbm.g_00459
OG0000232	Prbc.g_01518	Prbm.g_00484
OG0000233	Prbc.g_01526	Prbm.g_00492
OG0000234	Prbc.g_01535	Prbm.g_00501
OG0000235	Prbc.g_01539	Prbm.g_00505
OG0000236	Prbc.g_01552	Prbm.g_00518
OG0000237	Prbc.g_01586	Prbm.g_00540
OG0000238	Prbc.g_01592	Prbm.g_00546
OG0000239	Prbc.g_01604	Prbm.g_00558
OG0000240	Prbc.g_01605	Prbm.g_00559
OG0000241	Prbc.g_01609	Prbm.g_00563
OG0000242	Prbc.g_01611	Prbm.g_00565
OG0000243	Prbc.g_01622	Prbm.g_00576
OG0000244	Prbc.g_01626	Prbm.g_00579
OG0000245	Prbc.g_01628	Prbm.g_00581
OG0000246	Prbc.g_01632	Prbm.g_00585
OG0000247	Prbc.g_01642	Prbm.g_00595
OG0000248	Prbc.g_01644	Prbm.g_00597
OG0000249	Prbc.g_01646	Prbm.g_00599
OG0000250	Prbc.g_01651	Prbm.g_00604
OG0000251	Prbc.g_01667	Prbm.g_00620
OG0000252	Prbc.g_01669	Prbm.g_00623
OG0000253	Prbc.g_01671	Prbm.g_00625
OG0000254	Prbc.g_01688	Prbm.g_00642
OG0000255	Prbc.g_01694	Prbm.g_00648
OG0000256	Prbc.g_01704	Prbm.g_00658
OG0000257	Prbc.g_01707	Prbm.g_00661
OG0000258	Prbc.g_01720	Prbm.g_00674
OG0000259	Prbc.g_01737	Prbm.g_00691
OG0000260	Prbc.g_01740	Prbm.g_00694
OG0000261	Prbc.g_01743	Prbm.g_00697
OG0000262	Prbc.g_01748	Prbm.g_00702
OG0000263	Prbc.g_01762	Prbm.g_00716
OG0000264	Prbc.g_01773	Prbm.g_00728
OG0000265	Prbc.g_01787	Prbm.g_00742
OG0000266	Prbc.g_01797	Prbm.g_00752
OG0000267	Prbc.g_01810	Prbm.g_00765
OG0000268	Prbc.g_01811	Prbm.g_00766
OG0000269	Prbc.g_01853	Prbm.g_00809
OG0000270	Prbc.g_01856	Prbm.g_00812
OG0000271	Prbc.g_01864	Prbm.g_00820
OG0000272	Prbc.g_01865	Prbm.g_00821
OG0000273	Prbc.g_01890	Prbm.g_00845
OG0000274	Prbc.g_01891	Prbm.g_00846
OG0000275	Prbc.g_01893	Prbm.g_00848
OG0000276	Prbc.g_01899	Prbm.g_00854
OG0000277	Prbc.g_01900	Prbm.g_00855
OG0000278	Prbc.g_01904	Prbm.g_00858
OG0000279	Prbc.g_01911	Prbm.g_00865
OG0000281	Prbc.g_01917	Prbm.g_00871
OG0000282	Prbc.g_01979	Prbm.g_00931
OG0000283	Prbc.g_02010	Prbm.g_00962
OG0000284	Prbc.g_02015	Prbm.g_00967
OG0000285	Prbc.g_02020	Prbm.g_00972
OG0000286	Prbc.g_02035	Prbm.g_00987
OG0000287	Prbc.g_02190	Prbm.g_00102
OG0000288	Prbc.g_02082	Prbm.g_01034
OG0000289	Prbc.g_02094	Prbm.g_01045
OG0000290	Prbc.g_02110	Prbm.g_01061
OG0000291	Prbc.g_02112	Prbm.g_01063
OG0000292	Prbc.g_00173	Prbm.g_01210
OG0000293	Prbc.g_01456	Prbm.g_01559
OG0000294	Prbc.g_01455	Prbm.g_01558
OG0000295	Prbc.g_01431	Prbm.g_01534
OG0000296	Prbc.g_01429	Prbm.g_01532
OG0000297	Prbc.g_01421	Prbm.g_01524
OG0000298	Prbc.g_01420	Prbm.g_01523
OG0000299	Prbc.g_01401	Prbm.g_01503
OG0000300	Prbc.g_01398	Prbm.g_01500
OG0000301	Prbc.g_01397	Prbm.g_01499
OG0000302	Prbc.g_01395	Prbm.g_01497
OG0000303	Prbc.g_01390	Prbm.g_01492
OG0000304	Prbc.g_01387	Prbm.g_01489
OG0000305	Prbc.g_00810	Prbm.g_01812
OG0000306	Prbc.g_01921	Prbm.g_00875
OG0000307	Prbc.g_00666	Prbm.g_01669
OG0000308	Prbc.g_00667	Prbm.g_01670
OG0000309	Prbc.g_00671	Prbm.g_01674
OG0000310	Prbc.g_00693	Prbm.g_01694
OG0000311	Prbc.g_00695	Prbm.g_01696
OG0000312	Prbc.g_00698	Prbm.g_01699
OG0000313	Prbc.g_00713	Prbm.g_01714
OG0000314	Prbc.g_00734	Prbm.g_01735
OG0000315	Prbc.g_00744	Prbm.g_01745
OG0000316	Prbc.g_00768	Prbm.g_01770
OG0000317	Prbc.g_00830	Prbm.g_01839
OG0000318	Prbc.g_00833	Prbm.g_01842
OG0000319	Prbc.g_00844	Prbm.g_01853
OG0000320	Prbc.g_00846	Prbm.g_01855
OG0000321	Prbc.g_00847	Prbm.g_01856
OG0000322	Prbc.g_00848	Prbm.g_01857
OG0000323	Prbc.g_00857	Prbm.g_01866
OG0000324	Prbc.g_00884	Prbm.g_01893
OG0000325	Prbc.g_00935	Prbm.g_01950
OG0000326	Prbc.g_00941	Prbm.g_01956
OG0000327	Prbc.g_00326	Prbm.g_01991
OG0000328	Prbc.g_00325	Prbm.g_01992
OG0000329	Prbc.g_00308	Prbm.g_02009
OG0000330	Prbc.g_00307	Prbm.g_02010
OG0000331	Prbc.g_00306	Prbm.g_02011
OG0000332	Prbc.g_00292	Prbm.g_02025
OG0000333	Prbc.g_00290	Prbm.g_02027
OG0000334	Prbc.g_00281	Prbm.g_02036
OG0000335	Prbc.g_00276	Prbm.g_02041
OG0000336	Prbc.g_00272	Prbm.g_02045
OG0000337	Prbc.g_00241	Prbm.g_02064
OG0000338	Prbc.g_00240	Prbm.g_02065
OG0000339	Prbc.g_00235	Prbm.g_02070
OG0000340	Prbc.g_00226	Prbm.g_02079
OG0000341	Prbc.g_00224	Prbm.g_02081
OG0000342	Prbc.g_00223	Prbm.g_02082
OG0000343	Prbc.g_00222	Prbm.g_02083
OG0000344	Prbc.g_00219	Prbm.g_02086
OG0000345	Prbc.g_00214	Prbm.g_02091
OG0000346	Prbc.g_00210	Prbm.g_02095
OG0000347	Prbc.g_00190	Prbm.g_02114
OG0000348	Prbc.g_00970	Prbm.g_02149
OG0000349	Prbc.g_00988	Prbm.g_02167
OG0000350	Prbc.g_01009	Prbm.g_02188
OG0000351	Prbc.g_01047	Prbm.g_02212
OG0000352	Prbc.g_01048	Prbm.g_02213
OG0000353	Prbc.g_01068	Prbm.g_02232
OG0000355	Prbc.g_01071	Prbm.g_00001
OG0000356	Prbc.g_01072	Prbm.g_00002
OG0000357	Prbc.g_01073	Prbm.g_00003
OG0000358	Prbc.g_01077	Prbm.g_00007
OG0000359	Prbc.g_01078	Prbm.g_00008
OG0000360	Prbc.g_01079	Prbm.g_00009
OG0000361	Prbc.g_01080	Prbm.g_00010
OG0000362	Prbc.g_01082	Prbm.g_00012
OG0000363	Prbc.g_01084	Prbm.g_00014
OG0000364	Prbc.g_01085	Prbm.g_00015
OG0000365	Prbc.g_01090	Prbm.g_00020
OG0000366	Prbc.g_01091	Prbm.g_00021
OG0000367	Prbc.g_01092	Prbm.g_00022
OG0000368	Prbc.g_01094	Prbm.g_00024
OG0000369	Prbc.g_01095	Prbm.g_00025
OG0000370	Prbc.g_01096	Prbm.g_00026
OG0000371	Prbc.g_01102	Prbm.g_00032
OG0000372	Prbc.g_01104	Prbm.g_00033
OG0000373	Prbc.g_01105	Prbm.g_00034
OG0000374	Prbc.g_01106	Prbm.g_00035
OG0000375	Prbc.g_01118	Prbm.g_00049
OG0000376	Prbc.g_01120	Prbm.g_00051
OG0000377	Prbc.g_01123	Prbm.g_00054
OG0000378	Prbc.g_01125	Prbm.g_00056
OG0000379	Prbc.g_01128	Prbm.g_00059
OG0000380	Prbc.g_00507	Prbm.g_00123
OG0000381	Prbc.g_00503	Prbm.g_00127
OG0000382	Prbc.g_00492	Prbm.g_00138
OG0000383	Prbc.g_00490	Prbm.g_00140
OG0000384	Prbc.g_00489	Prbm.g_00141
OG0000385	Prbc.g_00488	Prbm.g_00142
OG0000386	Prbc.g_00487	Prbm.g_00143
OG0000387	Prbc.g_00474	Prbm.g_00156
OG0000388	Prbc.g_00470	Prbm.g_00160
OG0000389	Prbc.g_00467	Prbm.g_00163
OG0000390	Prbc.g_00458	Prbm.g_00172
OG0000391	Prbc.g_00454	Prbm.g_00176
OG0000392	Prbc.g_00451	Prbm.g_00179
OG0000393	Prbc.g_00448	Prbm.g_00182
OG0000394	Prbc.g_00447	Prbm.g_00183
OG0000395	Prbc.g_00446	Prbm.g_00184
OG0000396	Prbc.g_00443	Prbm.g_00187
OG0000397	Prbc.g_00441	Prbm.g_00189
OG0000398	Prbc.g_00438	Prbm.g_00192
OG0000399	Prbc.g_00437	Prbm.g_00193
OG0000400	Prbc.g_00436	Prbm.g_00194
OG0000401	Prbc.g_00435	Prbm.g_00195
OG0000402	Prbc.g_02145	Prbm.g_01096
OG0000403	Prbc.g_00434	Prbm.g_00196
OG0000404	Prbc.g_00433	Prbm.g_00197
OG0000405	Prbc.g_00428	Prbm.g_00202
OG0000406	Prbc.g_00424	Prbm.g_00206
OG0000407	Prbc.g_00423	Prbm.g_00207
OG0000408	Prbc.g_00421	Prbm.g_00209
OG0000409	Prbc.g_00419	Prbm.g_00211
OG0000410	Prbc.g_00418	Prbm.g_00212
OG0000411	Prbc.g_00417	Prbm.g_00213
OG0000412	Prbc.g_00416	Prbm.g_00214
OG0000413	Prbc.g_00415	Prbm.g_00215
OG0000414	Prbc.g_00414	Prbm.g_00216
OG0000415	Prbc.g_00413	Prbm.g_00217
OG0000416	Prbc.g_00412	Prbm.g_00218
OG0000417	Prbc.g_00411	Prbm.g_00219
OG0000418	Prbc.g_00406	Prbm.g_00224
OG0000419	Prbc.g_00404	Prbm.g_00226
OG0000420	Prbc.g_00403	Prbm.g_00227
OG0000421	Prbc.g_00399	Prbm.g_00232
OG0000422	Prbc.g_00398	Prbm.g_00233
OG0000423	Prbc.g_00397	Prbm.g_00234
OG0000424	Prbc.g_00396	Prbm.g_00235
OG0000425	Prbc.g_00395	Prbm.g_00236
OG0000426	Prbc.g_00394	Prbm.g_00237
OG0000427	Prbc.g_00393	Prbm.g_00238
OG0000428	Prbc.g_00391	Prbm.g_00240
OG0000429	Prbc.g_00390	Prbm.g_00241
OG0000430	Prbc.g_00389	Prbm.g_00242
OG0000431	Prbc.g_00387	Prbm.g_00244
OG0000432	Prbc.g_00383	Prbm.g_00248
OG0000433	Prbc.g_00382	Prbm.g_00249
OG0000434	Prbc.g_00381	Prbm.g_00250
OG0000435	Prbc.g_00380	Prbm.g_00251
OG0000436	Prbc.g_00375	Prbm.g_00256
OG0000437	Prbc.g_00374	Prbm.g_00257
OG0000438	Prbc.g_00373	Prbm.g_00258
OG0000439	Prbc.g_00371	Prbm.g_00260
OG0000440	Prbc.g_00370	Prbm.g_00261
OG0000441	Prbc.g_00368	Prbm.g_00263
OG0000442	Prbc.g_00367	Prbm.g_00264
OG0000443	Prbc.g_00366	Prbm.g_00265
OG0000444	Prbc.g_00361	Prbm.g_00270
OG0000445	Prbc.g_00360	Prbm.g_00271
OG0000446	Prbc.g_00358	Prbm.g_00272
OG0000447	Prbc.g_00357	Prbm.g_00273
OG0000448	Prbc.g_00356	Prbm.g_00274
OG0000449	Prbc.g_00355	Prbm.g_00275
OG0000450	Prbc.g_00354	Prbm.g_00276
OG0000451	Prbc.g_00353	Prbm.g_00277
OG0000452	Prbc.g_00350	Prbm.g_00280
OG0000453	Prbc.g_00349	Prbm.g_00281
OG0000454	Prbc.g_00348	Prbm.g_00282
OG0000455	Prbc.g_00347	Prbm.g_00283
OG0000456	Prbc.g_00346	Prbm.g_00284
OG0000457	Prbc.g_00345	Prbm.g_00285
OG0000458	Prbc.g_00344	Prbm.g_00286
OG0000459	Prbc.g_00343	Prbm.g_00287
OG0000460	Prbc.g_00335	Prbm.g_00295
OG0000461	Prbc.g_01140	Prbm.g_00303
OG0000462	Prbc.g_01142	Prbm.g_00305
OG0000463	Prbc.g_01143	Prbm.g_00306
OG0000464	Prbc.g_01144	Prbm.g_00307
OG0000465	Prbc.g_01145	Prbm.g_00308
OG0000466	Prbc.g_01146	Prbm.g_00309
OG0000467	Prbc.g_01147	Prbm.g_00310
OG0000468	Prbc.g_01149	Prbm.g_00312
OG0000469	Prbc.g_01156	Prbm.g_00320
OG0000470	Prbc.g_01158	Prbm.g_00322
OG0000471	Prbc.g_01159	Prbm.g_00323
OG0000472	Prbc.g_01160	Prbm.g_00324
OG0000473	Prbc.g_01162	Prbm.g_00326
OG0000474	Prbc.g_01163	Prbm.g_00327
OG0000475	Prbc.g_01164	Prbm.g_00328
OG0000476	Prbc.g_01166	Prbm.g_00330
OG0000477	Prbc.g_01168	Prbm.g_00332
OG0000478	Prbc.g_01169	Prbm.g_00333
OG0000479	Prbc.g_01170	Prbm.g_00334
OG0000480	Prbc.g_01175	Prbm.g_00339
OG0000481	Prbc.g_01177	Prbm.g_00341
OG0000482	Prbc.g_01178	Prbm.g_00342
OG0000483	Prbc.g_01181	Prbm.g_00345
OG0000484	Prbc.g_01182	Prbm.g_00346
OG0000485	Prbc.g_01183	Prbm.g_00347
OG0000486	Prbc.g_01184	Prbm.g_00348
OG0000487	Prbc.g_01187	Prbm.g_00351
OG0000488	Prbc.g_01190	Prbm.g_00354
OG0000489	Prbc.g_01195	Prbm.g_00359
OG0000490	Prbc.g_01200	Prbm.g_00364
