Orthogroup	Prbc	Syal
OG0000063	Prbc.g_00932	Syal.g_00136
OG0000065	Prbc.g_00466	Syal.g_00820, Syal.g_02528
OG0000066	Prbc.g_01618	Syal.g_02828
OG0000067	Prbc.g_01858	Syal.g_02414
OG0000068	Prbc.g_00657	Syal.g_02888
OG0000070	Prbc.g_01511	Syal.g_00509
OG0000071	Prbc.g_00566	Syal.g_02099, Syal.g_01601
OG0000072	Prbc.g_00400	Syal.g_00914
OG0000073	Prbc.g_01579	Syal.g_02920
OG0000075	Prbc.g_00236	Syal.g_01350
OG0000076	Prbc.g_00211	Syal.g_01459
OG0000077	Prbc.g_00495	Syal.g_00763, Syal.g_00506
OG0000078	Prbc.g_00330	Syal.g_00680
OG0000079	Prbc.g_01148	Syal.g_01213
OG0000080	Prbc.g_00679	Syal.g_01394
OG0000081	Prbc.g_01610	Syal.g_02555
OG0000082	Prbc.g_00891	Syal.g_02769
OG0000084	Prbc.g_00705	Syal.g_01896, Syal.g_00023
OG0000085	Prbc.g_00826	Syal.g_00575
OG0000086	Prbc.g_00485	Syal.g_00784
OG0000087	Prbc.g_00432	Syal.g_00871
OG0000088	Prbc.g_00405	Syal.g_00908
OG0000089	Prbc.g_01268	Syal.g_00555
OG0000090	Prbc.g_01612	Syal.g_02838
OG0000091	Prbc.g_01719	Syal.g_02628
OG0000092	Prbc.g_01982	Syal.g_00470
OG0000093	Prbc.g_01843	Syal.g_02233
OG0000094	Prbc.g_01935	Syal.g_01907
OG0000095	Prbc.g_02113	Syal.g_01823
OG0000097	Prbc.g_01400	Syal.g_01735, Syal.g_01553
OG0000098	Prbc.g_00585	Syal.g_02196
OG0000099	Prbc.g_01229	Syal.g_01323
OG0000100	Prbc.g_00785	Syal.g_02448
OG0000101	Prbc.g_00284	Syal.g_00275
OG0000102	Prbc.g_00206	Syal.g_01488
OG0000103	Prbc.g_01053	Syal.g_00077, Syal.g_01897
OG0000104	Prbc.g_01065	Syal.g_00092
OG0000105	Prbc.g_01167	Syal.g_01255
OG0000106	Prbc.g_00134, Prbc.g_00641	Syal.g_02577
OG0000107	Prbc.g_00934	Syal.g_00194
OG0000108	Prbc.g_01540	Syal.g_02897
OG0000109	Prbc.g_01553	Syal.g_02913
OG0000110	Prbc.g_01654	Syal.g_02782
OG0000111	Prbc.g_01781	Syal.g_01813
OG0000112	Prbc.g_02028	Syal.g_02000
OG0000113	Prbc.g_01882, Prbc.g_00153	Syal.g_02443
OG0000114	Prbc.g_01977	Syal.g_02286
OG0000115	Prbc.g_00801	Syal.g_00404
OG0000116	Prbc.g_01457	Syal.g_01630
OG0000117	Prbc.g_00102	Syal.g_01704
OG0000118	Prbc.g_00577	Syal.g_01583
OG0000119	Prbc.g_00650	Syal.g_02056
OG0000120	Prbc.g_01753	Syal.g_01324
OG0000121	Prbc.g_00711	Syal.g_00374
OG0000122	Prbc.g_00750	Syal.g_02602
OG0000123	Prbc.g_00277	Syal.g_00283
OG0000124	Prbc.g_00193	Syal.g_01519
OG0000125	Prbc.g_00997	Syal.g_01075
OG0000126	Prbc.g_01063	Syal.g_00090
OG0000127	Prbc.g_01367	Syal.g_00720
OG0000128	Prbc.g_01081	Syal.g_00109
OG0000129	Prbc.g_01122	Syal.g_01062
OG0000130	Prbc.g_00504	Syal.g_00751
OG0000131	Prbc.g_00426	Syal.g_00886
OG0000132	Prbc.g_00407	Syal.g_00906
OG0000133	Prbc.g_01214	Syal.g_01995
OG0000134	Prbc.g_01270	Syal.g_00552
OG0000135	Prbc.g_02198, Prbc.g_02183	Syal.g_01119
OG0000136	Prbc.g_01502	Syal.g_00520
OG0000137	Prbc.g_01534	Syal.g_00463
OG0000138	Prbc.g_01554	Syal.g_02914
OG0000139	Prbc.g_01616	Syal.g_02832
OG0000140	Prbc.g_01617	Syal.g_02830
OG0000141	Prbc.g_01684	Syal.g_02738
OG0000142	Prbc.g_01712	Syal.g_02636
OG0000143	Prbc.g_01716	Syal.g_02632
OG0000144	Prbc.g_01729	Syal.g_02515
OG0000145	Prbc.g_02142	Syal.g_02921
OG0000146	Prbc.g_02027	Syal.g_02001
OG0000147	Prbc.g_02026	Syal.g_02002
OG0000148	Prbc.g_01876	Syal.g_02437
OG0000149	Prbc.g_01908	Syal.g_02475
OG0000150	Prbc.g_01916	Syal.g_02737
OG0000151	Prbc.g_01988	Syal.g_02263
OG0000152	Prbc.g_02036	Syal.g_01991
OG0000153	Prbc.g_02054	Syal.g_01958
OG0000154	Prbc.g_02083	Syal.g_01918
OG0000155	Prbc.g_01424	Syal.g_01695
OG0000156	Prbc.g_00555	Syal.g_01620
OG0000157	Prbc.g_00556	Syal.g_01619
OG0000158	Prbc.g_00228	Syal.g_01431
OG0000160	Prbc.g_00710	Syal.g_00372
OG0000161	Prbc.g_00716	Syal.g_00384
OG0000162	Prbc.g_00722	Syal.g_00396
OG0000163	Prbc.g_00758	Syal.g_02971
OG0000164	Prbc.g_00854	Syal.g_00623
OG0000165	Prbc.g_00862	Syal.g_00632
OG0000166	Prbc.g_00321	Syal.g_00236
OG0000167	Prbc.g_00238	Syal.g_01347
OG0000168	Prbc.g_00227	Syal.g_01433
OG0000169	Prbc.g_00217	Syal.g_01447
OG0000170	Prbc.g_00215	Syal.g_01454
OG0000171	Prbc.g_00194	Syal.g_01518
OG0000172	Prbc.g_00967	Syal.g_00174, Syal.g_00173
OG0000173	Prbc.g_00982	Syal.g_00155
OG0000174	Prbc.g_01013	Syal.g_01121
OG0000175	Prbc.g_01044	Syal.g_01172
OG0000176	Prbc.g_01074	Syal.g_00101
OG0000177	Prbc.g_01075	Syal.g_00102
OG0000178	Prbc.g_01076	Syal.g_00103
OG0000179	Prbc.g_01086	Syal.g_00118
OG0000180	Prbc.g_01087	Syal.g_00119
OG0000181	Prbc.g_01088	Syal.g_00120
OG0000182	Prbc.g_01089	Syal.g_00121
OG0000183	Prbc.g_01093	Syal.g_00125
OG0000184	Prbc.g_01124	Syal.g_02678, Syal.g_01050
OG0000185	Prbc.g_01127	Syal.g_01025
OG0000186	Prbc.g_00509	Syal.g_02684, Syal.g_00747
OG0000187	Prbc.g_00508	Syal.g_02685, Syal.g_00748
OG0000188	Prbc.g_00491	Syal.g_00771
OG0000189	Prbc.g_00477	Syal.g_00807
OG0000190	Prbc.g_00476	Syal.g_01364
OG0000191	Prbc.g_00453	Syal.g_00841
OG0000192	Prbc.g_00449	Syal.g_00847
OG0000193	Prbc.g_00425	Syal.g_00887
OG0000194	Prbc.g_00422	Syal.g_00890
OG0000195	Prbc.g_00420	Syal.g_00892
OG0000196	Prbc.g_00410	Syal.g_00903
OG0000197	Prbc.g_00409	Syal.g_00904
OG0000198	Prbc.g_00408	Syal.g_00905
OG0000199	Prbc.g_00401	Syal.g_00913
OG0000200	Prbc.g_00388	Syal.g_00932
OG0000201	Prbc.g_00379	Syal.g_00949
OG0000202	Prbc.g_00378	Syal.g_00950
OG0000203	Prbc.g_00377	Syal.g_00951
OG0000204	Prbc.g_00376	Syal.g_00952
OG0000205	Prbc.g_00369	Syal.g_00959
OG0000206	Prbc.g_00365	Syal.g_00971
OG0000207	Prbc.g_00363	Syal.g_00974
OG0000208	Prbc.g_00362	Syal.g_00975
OG0000209	Prbc.g_00352	Syal.g_01000
OG0000210	Prbc.g_00351	Syal.g_01001
OG0000211	Prbc.g_00337	Syal.g_00688
OG0000212	Prbc.g_00329	Syal.g_00679
OG0000213	Prbc.g_01153	Syal.g_01229
OG0000214	Prbc.g_01161	Syal.g_01246
OG0000215	Prbc.g_01185	Syal.g_01277
OG0000216	Prbc.g_01186	Syal.g_01281
OG0000217	Prbc.g_01189	Syal.g_01285
OG0000218	Prbc.g_01191	Syal.g_01287
OG0000219	Prbc.g_01192	Syal.g_01288
OG0000220	Prbc.g_01193	Syal.g_01289
OG0000221	Prbc.g_01194	Syal.g_01297
OG0000222	Prbc.g_01202	Syal.g_01309
OG0000223	Prbc.g_01215	Syal.g_01327
OG0000224	Prbc.g_01217	Syal.g_01329
OG0000225	Prbc.g_01257	Syal.g_00363
OG0000226	Prbc.g_01261	Syal.g_00367
OG0000227	Prbc.g_01263	Syal.g_00369
OG0000228	Prbc.g_01267	Syal.g_00556
OG0000229	Prbc.g_01497	Syal.g_00525
OG0000230	Prbc.g_01499	Syal.g_00523
OG0000231	Prbc.g_01510	Syal.g_00510
OG0000232	Prbc.g_01518	Syal.g_00495
OG0000233	Prbc.g_01526	Syal.g_00487
OG0000234	Prbc.g_01535	Syal.g_00461
OG0000235	Prbc.g_01539	Syal.g_02896
OG0000236	Prbc.g_01552	Syal.g_02912
OG0000237	Prbc.g_01586	Syal.g_02930
OG0000238	Prbc.g_01592	Syal.g_02935
OG0000239	Prbc.g_01604	Syal.g_02951
OG0000240	Prbc.g_01605	Syal.g_02952
OG0000241	Prbc.g_01609	Syal.g_02696
OG0000242	Prbc.g_01611	Syal.g_02840
OG0000243	Prbc.g_01622	Syal.g_02822
OG0000244	Prbc.g_01626	Syal.g_02815
OG0000245	Prbc.g_01628	Syal.g_02813
OG0000246	Prbc.g_01632	Syal.g_02809
OG0000247	Prbc.g_01642	Syal.g_02797
OG0000248	Prbc.g_01644	Syal.g_02794
OG0000249	Prbc.g_01646	Syal.g_02792
OG0000250	Prbc.g_01651	Syal.g_02786
OG0000251	Prbc.g_01667	Syal.g_02760
OG0000252	Prbc.g_01669	Syal.g_02757
OG0000253	Prbc.g_01671	Syal.g_02755
OG0000254	Prbc.g_01688	Syal.g_02732
OG0000255	Prbc.g_01694	Syal.g_02719
OG0000256	Prbc.g_01704	Syal.g_02705
OG0000257	Prbc.g_01707	Syal.g_02697
OG0000258	Prbc.g_01720	Syal.g_02623
OG0000259	Prbc.g_01737	Syal.g_02182
OG0000260	Prbc.g_01740	Syal.g_02188
OG0000261	Prbc.g_01743	Syal.g_02199
OG0000262	Prbc.g_01748	Syal.g_02204
OG0000263	Prbc.g_01762	Syal.g_01720
OG0000264	Prbc.g_01773	Syal.g_01788
OG0000265	Prbc.g_01787	Syal.g_02534
OG0000266	Prbc.g_01797	Syal.g_02421
OG0000267	Prbc.g_01810	Syal.g_02043
OG0000268	Prbc.g_01811	Syal.g_02042
OG0000269	Prbc.g_01853	Syal.g_02409
OG0000270	Prbc.g_01856	Syal.g_02412
OG0000271	Prbc.g_01864	Syal.g_01871
OG0000272	Prbc.g_01865	Syal.g_01872
OG0000273	Prbc.g_01890	Syal.g_02454
OG0000274	Prbc.g_01891	Syal.g_02455
OG0000275	Prbc.g_01893	Syal.g_02458
OG0000276	Prbc.g_01899	Syal.g_02467
OG0000277	Prbc.g_01900	Syal.g_02468
OG0000278	Prbc.g_01904	Syal.g_02471
OG0000279	Prbc.g_01911	Syal.g_02479
OG0000280	Prbc.g_00068	Syal.g_02493
OG0000281	Prbc.g_01917	Syal.g_02190
OG0000282	Prbc.g_01979	Syal.g_02284
OG0000283	Prbc.g_02010	Syal.g_02028, Syal.g_02131
OG0000284	Prbc.g_02015	Syal.g_02023
OG0000285	Prbc.g_02020	Syal.g_02012
OG0000286	Prbc.g_02035	Syal.g_01992
OG0000287	Prbc.g_02190	Syal.g_01965
OG0000288	Prbc.g_02082	Syal.g_01919
OG0000289	Prbc.g_02094	Syal.g_01904
OG0000290	Prbc.g_02110	Syal.g_01826
OG0000291	Prbc.g_02112	Syal.g_01824
OG0000292	Prbc.g_00173	Syal.g_00089
OG0000293	Prbc.g_01456	Syal.g_01631
OG0000294	Prbc.g_01455	Syal.g_01632
OG0000295	Prbc.g_01431	Syal.g_01687
OG0000296	Prbc.g_01429	Syal.g_01689
OG0000297	Prbc.g_01421	Syal.g_01702
OG0000298	Prbc.g_01420	Syal.g_01703
OG0000299	Prbc.g_01401	Syal.g_01732
OG0000300	Prbc.g_01398	Syal.g_01738
OG0000301	Prbc.g_01397	Syal.g_01739
OG0000302	Prbc.g_01395	Syal.g_01740
OG0000303	Prbc.g_01390	Syal.g_01763
OG0000304	Prbc.g_01387	Syal.g_01756
OG0000305	Prbc.g_00810	Syal.g_01821
OG0000306	Prbc.g_01921	Syal.g_02579
OG0000307	Prbc.g_00666	Syal.g_02880
OG0000308	Prbc.g_00667	Syal.g_02878
OG0000309	Prbc.g_00671	Syal.g_02873
OG0000310	Prbc.g_00693	Syal.g_01537
OG0000311	Prbc.g_00695	Syal.g_00061
OG0000312	Prbc.g_00698	Syal.g_00031
OG0000313	Prbc.g_00713	Syal.g_00381
OG0000314	Prbc.g_00734	Syal.g_00416
OG0000315	Prbc.g_00744	Syal.g_00426
OG0000316	Prbc.g_00768	Syal.g_02987
OG0000317	Prbc.g_00830	Syal.g_00583
OG0000318	Prbc.g_00833	Syal.g_00588
OG0000319	Prbc.g_00844	Syal.g_00608
OG0000320	Prbc.g_00846	Syal.g_00610
OG0000321	Prbc.g_00847	Syal.g_00611
OG0000322	Prbc.g_00848	Syal.g_00612
OG0000323	Prbc.g_00857	Syal.g_00626
OG0000324	Prbc.g_00884	Syal.g_00656
OG0000325	Prbc.g_00935	Syal.g_00195
OG0000326	Prbc.g_00941	Syal.g_00202
OG0000327	Prbc.g_00326	Syal.g_00230
OG0000328	Prbc.g_00325	Syal.g_00231
OG0000329	Prbc.g_00308	Syal.g_00249
OG0000330	Prbc.g_00307	Syal.g_00250
OG0000331	Prbc.g_00306	Syal.g_00251
OG0000332	Prbc.g_00292	Syal.g_00266
OG0000333	Prbc.g_00290	Syal.g_00269
OG0000334	Prbc.g_00281	Syal.g_00279
OG0000335	Prbc.g_00276	Syal.g_00284
OG0000336	Prbc.g_00272	Syal.g_00288
OG0000337	Prbc.g_00241	Syal.g_01343
OG0000338	Prbc.g_00240	Syal.g_01345
OG0000339	Prbc.g_00235	Syal.g_01351
OG0000340	Prbc.g_00226	Syal.g_01434
OG0000341	Prbc.g_00224	Syal.g_01436
OG0000342	Prbc.g_00223	Syal.g_01437
OG0000343	Prbc.g_00222	Syal.g_01441
OG0000344	Prbc.g_00219	Syal.g_01445
OG0000345	Prbc.g_00214	Syal.g_01455
OG0000346	Prbc.g_00210	Syal.g_01460
OG0000347	Prbc.g_00190	Syal.g_01525
OG0000348	Prbc.g_00970	Syal.g_00170
OG0000349	Prbc.g_00988	Syal.g_00148
OG0000350	Prbc.g_01009	Syal.g_00209
OG0000351	Prbc.g_01047	Syal.g_01175
OG0000352	Prbc.g_01048	Syal.g_01176
OG0000353	Prbc.g_01068	Syal.g_00095
OG0000355	Prbc.g_01071	Syal.g_00098
OG0000356	Prbc.g_01072	Syal.g_00099
OG0000357	Prbc.g_01073	Syal.g_00100
OG0000358	Prbc.g_01077	Syal.g_00104
OG0000359	Prbc.g_01078	Syal.g_00106
OG0000360	Prbc.g_01079	Syal.g_00107
OG0000361	Prbc.g_01080	Syal.g_00108
OG0000362	Prbc.g_01082	Syal.g_00110
OG0000363	Prbc.g_01084	Syal.g_00112
OG0000364	Prbc.g_01085	Syal.g_00113
OG0000365	Prbc.g_01090	Syal.g_00122
OG0000366	Prbc.g_01091	Syal.g_00123
OG0000367	Prbc.g_01092	Syal.g_00124
OG0000368	Prbc.g_01094	Syal.g_00126
OG0000369	Prbc.g_01095	Syal.g_00127
OG0000370	Prbc.g_01096	Syal.g_00128
OG0000371	Prbc.g_01102	Syal.g_00135
OG0000372	Prbc.g_01104	Syal.g_00141
OG0000373	Prbc.g_01105	Syal.g_00142
OG0000374	Prbc.g_01106	Syal.g_00143
OG0000375	Prbc.g_01118	Syal.g_00144
OG0000376	Prbc.g_01120	Syal.g_00146
OG0000377	Prbc.g_01123	Syal.g_01061
OG0000378	Prbc.g_01125	Syal.g_01027
OG0000379	Prbc.g_01128	Syal.g_02681, Syal.g_01024
OG0000380	Prbc.g_00507	Syal.g_00749
OG0000381	Prbc.g_00503	Syal.g_00752
OG0000382	Prbc.g_00492	Syal.g_00770
OG0000383	Prbc.g_00490	Syal.g_00775
OG0000384	Prbc.g_00489	Syal.g_00776
OG0000385	Prbc.g_00488	Syal.g_00777
OG0000386	Prbc.g_00487	Syal.g_00778
OG0000387	Prbc.g_00474	Syal.g_00811
OG0000388	Prbc.g_00470	Syal.g_00815
OG0000389	Prbc.g_00467	Syal.g_00819
OG0000390	Prbc.g_00458	Syal.g_00835
OG0000391	Prbc.g_00454	Syal.g_00840
OG0000392	Prbc.g_00451	Syal.g_00846
OG0000393	Prbc.g_00448	Syal.g_00849
OG0000394	Prbc.g_00447	Syal.g_00850
OG0000395	Prbc.g_00446	Syal.g_00851
OG0000396	Prbc.g_00443	Syal.g_00854
OG0000397	Prbc.g_00441	Syal.g_00857
OG0000398	Prbc.g_00438	Syal.g_00862
OG0000399	Prbc.g_00437	Syal.g_00863
OG0000400	Prbc.g_00436	Syal.g_00864
OG0000401	Prbc.g_00435	Syal.g_00865
OG0000402	Prbc.g_02145	Syal.g_00867
OG0000403	Prbc.g_00434	Syal.g_00868
OG0000404	Prbc.g_00433	Syal.g_00870
OG0000405	Prbc.g_00428	Syal.g_00883
OG0000406	Prbc.g_00424	Syal.g_00888
OG0000407	Prbc.g_00423	Syal.g_00889
OG0000408	Prbc.g_00421	Syal.g_00891
OG0000409	Prbc.g_00419	Syal.g_00893
OG0000410	Prbc.g_00418	Syal.g_00894
OG0000411	Prbc.g_00417	Syal.g_00895
OG0000412	Prbc.g_00416	Syal.g_00896
OG0000413	Prbc.g_00415	Syal.g_00898
OG0000414	Prbc.g_00414	Syal.g_00899
OG0000415	Prbc.g_00413	Syal.g_00900
OG0000416	Prbc.g_00412	Syal.g_00901
OG0000417	Prbc.g_00411	Syal.g_00902
OG0000418	Prbc.g_00406	Syal.g_00907
OG0000419	Prbc.g_00404	Syal.g_00909
OG0000420	Prbc.g_00403	Syal.g_00911
OG0000421	Prbc.g_00399	Syal.g_00916
OG0000422	Prbc.g_00398	Syal.g_00917
OG0000423	Prbc.g_00397	Syal.g_00918
OG0000424	Prbc.g_00396	Syal.g_00919
OG0000425	Prbc.g_00395	Syal.g_00920
OG0000426	Prbc.g_00394	Syal.g_00921
OG0000427	Prbc.g_00393	Syal.g_00922
OG0000428	Prbc.g_00391	Syal.g_00925
OG0000429	Prbc.g_00390	Syal.g_00929
OG0000430	Prbc.g_00389	Syal.g_00931
OG0000431	Prbc.g_00387	Syal.g_00934
OG0000432	Prbc.g_00383	Syal.g_00940
OG0000433	Prbc.g_00382	Syal.g_00943
OG0000434	Prbc.g_00381	Syal.g_00944
OG0000435	Prbc.g_00380	Syal.g_00946
OG0000436	Prbc.g_00375	Syal.g_00953
OG0000437	Prbc.g_00374	Syal.g_00954
OG0000438	Prbc.g_00373	Syal.g_00955
OG0000439	Prbc.g_00371	Syal.g_00957
OG0000440	Prbc.g_00370	Syal.g_00958
OG0000441	Prbc.g_00368	Syal.g_00962
OG0000442	Prbc.g_00367	Syal.g_00964
OG0000443	Prbc.g_00366	Syal.g_00966
OG0000444	Prbc.g_00361	Syal.g_00978
OG0000445	Prbc.g_00360	Syal.g_00979
OG0000446	Prbc.g_00358	Syal.g_00981
OG0000447	Prbc.g_00357	Syal.g_00989
OG0000448	Prbc.g_00356	Syal.g_00990
OG0000449	Prbc.g_00355	Syal.g_00991
OG0000450	Prbc.g_00354	Syal.g_00997
OG0000451	Prbc.g_00353	Syal.g_00998
OG0000452	Prbc.g_00350	Syal.g_01002
OG0000453	Prbc.g_00349	Syal.g_01003
OG0000454	Prbc.g_00348	Syal.g_01004
OG0000455	Prbc.g_00347	Syal.g_01005
OG0000456	Prbc.g_00346	Syal.g_01006
OG0000457	Prbc.g_00345	Syal.g_01008
OG0000458	Prbc.g_00344	Syal.g_01009
OG0000459	Prbc.g_00343	Syal.g_01010
OG0000460	Prbc.g_00335	Syal.g_00686
OG0000461	Prbc.g_01140	Syal.g_01199
OG0000462	Prbc.g_01142	Syal.g_01202
OG0000463	Prbc.g_01143	Syal.g_01203
OG0000464	Prbc.g_01144	Syal.g_01204
OG0000465	Prbc.g_01145	Syal.g_01205
OG0000466	Prbc.g_01146	Syal.g_01210
OG0000467	Prbc.g_01147	Syal.g_01212
OG0000468	Prbc.g_01149	Syal.g_01225
OG0000469	Prbc.g_01156	Syal.g_01240
OG0000470	Prbc.g_01158	Syal.g_01242
OG0000471	Prbc.g_01159	Syal.g_01243
OG0000472	Prbc.g_01160	Syal.g_01245
OG0000473	Prbc.g_01162	Syal.g_01247
OG0000474	Prbc.g_01163	Syal.g_01248
OG0000475	Prbc.g_01164	Syal.g_01249
OG0000476	Prbc.g_01166	Syal.g_01251
OG0000477	Prbc.g_01168	Syal.g_01257
OG0000478	Prbc.g_01169	Syal.g_01258
OG0000479	Prbc.g_01170	Syal.g_01259
OG0000480	Prbc.g_01175	Syal.g_01266
OG0000481	Prbc.g_01177	Syal.g_01268
OG0000482	Prbc.g_01178	Syal.g_01269
OG0000483	Prbc.g_01181	Syal.g_01273
OG0000484	Prbc.g_01182	Syal.g_01274
OG0000485	Prbc.g_01183	Syal.g_01275
OG0000486	Prbc.g_01184	Syal.g_01276
OG0000487	Prbc.g_01187	Syal.g_01282
OG0000488	Prbc.g_01190	Syal.g_01286
OG0000489	Prbc.g_01195	Syal.g_01298
OG0000490	Prbc.g_01200	Syal.g_01307
OG0000491	Prbc.g_01201	Syal.g_01308
OG0000492	Prbc.g_01203	Syal.g_01310
OG0000493	Prbc.g_01204	Syal.g_01311
OG0000494	Prbc.g_01205	Syal.g_01312
OG0000495	Prbc.g_01206	Syal.g_01313
OG0000496	Prbc.g_01207	Syal.g_01314
OG0000497	Prbc.g_01208	Syal.g_01315
OG0000498	Prbc.g_01209	Syal.g_01316
OG0000499	Prbc.g_01210	Syal.g_01317
OG0000500	Prbc.g_01211	Syal.g_01318
OG0000501	Prbc.g_01213	Syal.g_01321
OG0000502	Prbc.g_01216	Syal.g_01328
OG0000503	Prbc.g_01246	Syal.g_00347
OG0000504	Prbc.g_01248	Syal.g_00349
OG0000505	Prbc.g_01249	Syal.g_00350
OG0000506	Prbc.g_01250	Syal.g_00352
OG0000507	Prbc.g_01253	Syal.g_00358
OG0000508	Prbc.g_01256	Syal.g_00362
OG0000509	Prbc.g_01258	Syal.g_00364
OG0000510	Prbc.g_01259	Syal.g_00365
OG0000511	Prbc.g_01260	Syal.g_00366
OG0000512	Prbc.g_01262	Syal.g_00368
OG0000513	Prbc.g_01271	Syal.g_00551
OG0000514	Prbc.g_01492	Syal.g_00539
OG0000515	Prbc.g_01493	Syal.g_00538
OG0000516	Prbc.g_01494	Syal.g_00534
OG0000517	Prbc.g_01496	Syal.g_00526
OG0000518	Prbc.g_01507	Syal.g_00514
OG0000519	Prbc.g_01508	Syal.g_00513
OG0000520	Prbc.g_01509	Syal.g_00512
OG0000521	Prbc.g_01514	Syal.g_00502
OG0000522	Prbc.g_01516	Syal.g_00500
OG0000523	Prbc.g_01517	Syal.g_00499
OG0000524	Prbc.g_01524	Syal.g_00491
OG0000525	Prbc.g_01528	Syal.g_00473
OG0000526	Prbc.g_01529	Syal.g_00471
OG0000527	Prbc.g_01532	Syal.g_00465
OG0000528	Prbc.g_01538	Syal.g_02893
OG0000529	Prbc.g_01541	Syal.g_02898
OG0000530	Prbc.g_01544	Syal.g_02901
OG0000531	Prbc.g_01545	Syal.g_02902
OG0000532	Prbc.g_01546	Syal.g_02905
OG0000533	Prbc.g_01547	Syal.g_02907
OG0000534	Prbc.g_01548	Syal.g_02908
OG0000535	Prbc.g_01549	Syal.g_02909
OG0000536	Prbc.g_01550	Syal.g_02910
OG0000537	Prbc.g_01551	Syal.g_02911
OG0000538	Prbc.g_01580	Syal.g_02923
OG0000539	Prbc.g_01581	Syal.g_02924
OG0000540	Prbc.g_01582	Syal.g_02925
OG0000541	Prbc.g_01583	Syal.g_02926
OG0000542	Prbc.g_01585	Syal.g_02929
OG0000543	Prbc.g_01587	Syal.g_02931
OG0000544	Prbc.g_01588	Syal.g_02932
OG0000545	Prbc.g_01590	Syal.g_02934
OG0000546	Prbc.g_01593	Syal.g_02936
OG0000547	Prbc.g_01595	Syal.g_02938
OG0000548	Prbc.g_01596	Syal.g_02939
OG0000549	Prbc.g_01599	Syal.g_02945
OG0000550	Prbc.g_01603	Syal.g_02949
OG0000551	Prbc.g_01606	Syal.g_02953
OG0000552	Prbc.g_01607	Syal.g_02954
