Orthogroup	Prbc	Prbh
OG0000035	Prbc.g_00709	Prbh.g_00096, Prbh.g_00099
OG0000037	Prbc.g_00464	Prbh.g_00674
OG0000038	Prbc.g_00995	Prbh.g_01530
OG0000039	Prbc.g_01768	Prbh.g_00921
OG0000040	Prbc.g_00909, Prbc.g_00811	Prbh.g_01815
OG0000041	Prbc.g_00877	Prbh.g_01734
OG0000042	Prbc.g_00203	Prbh.g_01573
OG0000043	Prbc.g_00135, Prbc.g_01953	Prbh.g_01304
OG0000044	Prbc.g_00533	Prbh.g_01794
OG0000045	Prbc.g_02137	Prbh.g_01327
OG0000046	Prbc.g_01220	Prbh.g_00451
OG0000047	Prbc.g_01273	Prbh.g_00408
OG0000048	Prbc.g_01165	Prbh.g_00508
OG0000050	Prbc.g_01383	Prbh.g_01445
OG0000052	Prbc.g_00518, Prbc.g_00517	Prbh.g_00727
OG0000053	Prbc.g_00728	Prbh.g_00120, Prbh.g_01834
OG0000054	Prbc.g_01683	Prbh.g_00223
OG0000055	Prbc.g_00907	Prbh.g_01797
OG0000056	Prbc.g_00532	Prbh.g_01803
OG0000056	Prbc.g_00011	Prbh.g_01417, Prbh.g_01418
OG0000057	Prbc.g_00055, Prbc.g_01780	Prbh.g_00936
OG0000059	Prbc.g_00958	Prbh.g_01695
OG0000061	Prbc.g_01446	Prbh.g_01283
OG0000062	Prbc.g_00790	Prbh.g_00184
OG0000063	Prbc.g_00932	Prbh.g_01401
OG0000065	Prbc.g_00466	Prbh.g_00676
OG0000066	Prbc.g_01618	Prbh.g_01856
OG0000067	Prbc.g_01858	Prbh.g_00953
OG0000068	Prbc.g_00657	Prbh.g_00009
OG0000069	Prbc.g_00752	Prbh.g_00376
OG0000070	Prbc.g_01511	Prbh.g_00382
OG0000071	Prbc.g_00566	Prbh.g_01373
OG0000072	Prbc.g_00400	Prbh.g_00611
OG0000073	Prbc.g_01579	Prbh.g_00330
OG0000074	Prbc.g_01960	Prbh.g_00859
OG0000074	Prbc.g_02148	Prbh.g_00828
OG0000075	Prbc.g_00236	Prbh.g_01607
OG0000076	Prbc.g_00211	Prbh.g_01581
OG0000077	Prbc.g_00495	Prbh.g_00704
OG0000078	Prbc.g_00330	Prbh.g_00540
OG0000079	Prbc.g_01148	Prbh.g_00527
OG0000080	Prbc.g_00679	Prbh.g_00069
OG0000081	Prbc.g_01610	Prbh.g_00298
OG0000082	Prbc.g_00891	Prbh.g_01855
OG0000084	Prbc.g_00705	Prbh.g_00093
OG0000085	Prbc.g_00826	Prbh.g_01408
OG0000086	Prbc.g_00485	Prbh.g_00695
OG0000087	Prbc.g_00432	Prbh.g_00642
OG0000088	Prbc.g_00405	Prbh.g_00616
OG0000089	Prbc.g_01268	Prbh.g_00415
OG0000090	Prbc.g_01612	Prbh.g_00296
OG0000091	Prbc.g_01719	Prbh.g_01211
OG0000093	Prbc.g_01843	Prbh.g_01181
OG0000094	Prbc.g_01935	Prbh.g_01130
OG0000095	Prbc.g_02113	Prbh.g_01031
OG0000096	Prbc.g_01323	Prbh.g_01909, Prbh.g_01948
OG0000097	Prbc.g_01400	Prbh.g_01236
OG0000098	Prbc.g_00585	Prbh.g_01935
OG0000099	Prbc.g_01229	Prbh.g_00032
OG0000100	Prbc.g_00785	Prbh.g_00179
OG0000101	Prbc.g_00284	Prbh.g_01644
OG0000102	Prbc.g_00206	Prbh.g_01576
OG0000103	Prbc.g_01053	Prbh.g_01489
OG0000104	Prbc.g_01065	Prbh.g_01480
OG0000105	Prbc.g_01167	Prbh.g_00505
OG0000106	Prbc.g_00134, Prbc.g_00641	Prbh.g_00821
OG0000107	Prbc.g_00934	Prbh.g_01718
OG0000108	Prbc.g_01540	Prbh.g_00351
OG0000109	Prbc.g_01553	Prbh.g_00337
OG0000110	Prbc.g_01654	Prbh.g_00254
OG0000111	Prbc.g_01781	Prbh.g_00937
OG0000112	Prbc.g_02028	Prbh.g_01078
OG0000113	Prbc.g_00153	Prbh.g_00976
OG0000114	Prbc.g_01977	Prbh.g_00878
OG0000115	Prbc.g_00801	Prbh.g_01344
OG0000116	Prbc.g_01457	Prbh.g_01294
OG0000117	Prbc.g_00102	Prbh.g_01255
OG0000118	Prbc.g_00577	Prbh.g_01385
OG0000119	Prbc.g_00650	Prbh.g_01333, Prbh.g_00194
OG0000120	Prbc.g_01753	Prbh.g_00031
OG0000121	Prbc.g_00711	Prbh.g_00101
OG0000122	Prbc.g_00750	Prbh.g_00143
OG0000123	Prbc.g_00277	Prbh.g_01637
OG0000124	Prbc.g_00193	Prbh.g_01564
OG0000125	Prbc.g_00997	Prbh.g_01528
OG0000126	Prbc.g_01063	Prbh.g_01481
OG0000127	Prbc.g_01352, Prbc.g_00621, Prbc.g_00002, Prbc.g_00016, Prbc.g_01367	Prbh.g_01938
OG0000128	Prbc.g_01081	Prbh.g_01953
OG0000129	Prbc.g_01122	Prbh.g_00738
OG0000130	Prbc.g_00504	Prbh.g_00713
OG0000131	Prbc.g_00426	Prbh.g_00637
OG0000132	Prbc.g_00407	Prbh.g_00618
OG0000133	Prbc.g_01214	Prbh.g_00457
OG0000134	Prbc.g_01270	Prbh.g_00413
OG0000135	Prbc.g_02198, Prbc.g_02183	Prbh.g_01825
OG0000136	Prbc.g_01502	Prbh.g_00391
OG0000137	Prbc.g_01534	Prbh.g_00356
OG0000138	Prbc.g_01554	Prbh.g_00336
OG0000139	Prbc.g_01616	Prbh.g_00292
OG0000140	Prbc.g_01617	Prbh.g_00291
OG0000141	Prbc.g_01684	Prbh.g_00222
OG0000142	Prbc.g_01712	Prbh.g_01218
OG0000143	Prbc.g_01716	Prbh.g_01215
OG0000144	Prbc.g_01729	Prbh.g_01201
OG0000145	Prbc.g_02142	Prbh.g_01880
OG0000146	Prbc.g_02027	Prbh.g_01077
OG0000147	Prbc.g_02026	Prbh.g_01076
OG0000148	Prbc.g_01876	Prbh.g_00970
OG0000149	Prbc.g_01908	Prbh.g_01002
OG0000150	Prbc.g_01916	Prbh.g_01012
OG0000151	Prbc.g_01988	Prbh.g_00888
OG0000152	Prbc.g_02036	Prbh.g_01086
OG0000153	Prbc.g_02054	Prbh.g_01104
OG0000154	Prbc.g_02083	Prbh.g_01121
OG0000155	Prbc.g_01424	Prbh.g_01261
OG0000156	Prbc.g_00555	Prbh.g_01362
OG0000157	Prbc.g_00556	Prbh.g_01363
OG0000158	Prbc.g_00228	Prbh.g_01599
OG0000160	Prbc.g_00710	Prbh.g_00100
OG0000161	Prbc.g_00716	Prbh.g_01288, Prbh.g_00106
OG0000162	Prbc.g_00722	Prbh.g_00112
OG0000163	Prbc.g_00758	Prbh.g_00151
OG0000164	Prbc.g_00854	Prbh.g_01758
OG0000165	Prbc.g_00862	Prbh.g_01750
OG0000166	Prbc.g_00321	Prbh.g_01681
OG0000167	Prbc.g_00238	Prbh.g_01609
OG0000168	Prbc.g_00227	Prbh.g_01598
OG0000169	Prbc.g_00217	Prbh.g_01588
OG0000170	Prbc.g_00215	Prbh.g_01585
OG0000171	Prbc.g_00194	Prbh.g_01565
OG0000172	Prbc.g_00967	Prbh.g_01558
OG0000173	Prbc.g_00982	Prbh.g_01543
OG0000174	Prbc.g_01013	Prbh.g_01512
OG0000175	Prbc.g_01044	Prbh.g_01500
OG0000176	Prbc.g_01074	Prbh.g_01472
OG0000177	Prbc.g_01075	Prbh.g_01471
OG0000178	Prbc.g_01076	Prbh.g_01470
OG0000179	Prbc.g_01086	Prbh.g_00764
OG0000180	Prbc.g_01087	Prbh.g_00763
OG0000181	Prbc.g_01088	Prbh.g_00762
OG0000182	Prbc.g_01089	Prbh.g_00761
OG0000183	Prbc.g_01093	Prbh.g_00757
OG0000184	Prbc.g_01124	Prbh.g_00734
OG0000185	Prbc.g_01127	Prbh.g_00731
OG0000186	Prbc.g_00509	Prbh.g_00719
OG0000187	Prbc.g_00508	Prbh.g_00718
OG0000188	Prbc.g_00491	Prbh.g_00701
OG0000189	Prbc.g_00477	Prbh.g_00687
OG0000190	Prbc.g_00476	Prbh.g_00686
OG0000191	Prbc.g_00453	Prbh.g_00664
OG0000192	Prbc.g_00449	Prbh.g_00659
OG0000193	Prbc.g_00425	Prbh.g_00636
OG0000194	Prbc.g_00422	Prbh.g_00633
OG0000195	Prbc.g_00420	Prbh.g_00631
OG0000196	Prbc.g_00410	Prbh.g_00621
OG0000197	Prbc.g_00409	Prbh.g_00620
OG0000198	Prbc.g_00408	Prbh.g_00619
OG0000199	Prbc.g_00401	Prbh.g_00612
OG0000200	Prbc.g_00388	Prbh.g_00599
OG0000201	Prbc.g_00379	Prbh.g_00590
OG0000202	Prbc.g_00378	Prbh.g_00589
OG0000203	Prbc.g_00377	Prbh.g_00588
OG0000204	Prbc.g_00376	Prbh.g_00587
OG0000205	Prbc.g_00369	Prbh.g_00580
OG0000206	Prbc.g_00365	Prbh.g_00575
OG0000207	Prbc.g_00363	Prbh.g_00573
OG0000208	Prbc.g_00362	Prbh.g_00572
OG0000209	Prbc.g_00352	Prbh.g_00563
OG0000210	Prbc.g_00351	Prbh.g_00562
OG0000211	Prbc.g_00337	Prbh.g_00547
OG0000212	Prbc.g_00329	Prbh.g_00539
OG0000213	Prbc.g_01153	Prbh.g_00521
OG0000214	Prbc.g_01161	Prbh.g_00512
OG0000215	Prbc.g_01185	Prbh.g_00485
OG0000216	Prbc.g_01186	Prbh.g_00484
OG0000217	Prbc.g_01189	Prbh.g_00481
OG0000218	Prbc.g_01191	Prbh.g_00479
OG0000219	Prbc.g_01192	Prbh.g_00478
OG0000220	Prbc.g_01193	Prbh.g_00477
OG0000221	Prbc.g_01194	Prbh.g_00476
OG0000222	Prbc.g_01202	Prbh.g_00469
OG0000223	Prbc.g_01215	Prbh.g_00456
OG0000224	Prbc.g_01217	Prbh.g_00454
OG0000225	Prbc.g_01257	Prbh.g_00426
OG0000226	Prbc.g_01261	Prbh.g_00422
OG0000227	Prbc.g_01263	Prbh.g_00420
OG0000228	Prbc.g_01267	Prbh.g_00416
OG0000229	Prbc.g_01497	Prbh.g_00396
OG0000230	Prbc.g_01499	Prbh.g_00394
OG0000231	Prbc.g_01510	Prbh.g_00383
OG0000232	Prbc.g_01518	Prbh.g_00370
OG0000233	Prbc.g_01526	Prbh.g_00365
OG0000234	Prbc.g_01535	Prbh.g_00355
OG0000235	Prbc.g_01539	Prbh.g_00352
OG0000236	Prbc.g_01552	Prbh.g_00338
OG0000237	Prbc.g_01586	Prbh.g_00324
OG0000238	Prbc.g_01592	Prbh.g_00318
OG0000239	Prbc.g_01604	Prbh.g_00305
OG0000240	Prbc.g_01605	Prbh.g_00304
OG0000241	Prbc.g_01609	Prbh.g_00299
OG0000242	Prbc.g_01611	Prbh.g_00297
OG0000243	Prbc.g_01622	Prbh.g_00287
OG0000244	Prbc.g_01626	Prbh.g_00284
OG0000245	Prbc.g_01628	Prbh.g_00282
OG0000246	Prbc.g_01632	Prbh.g_00278
OG0000247	Prbc.g_01642	Prbh.g_00267
OG0000248	Prbc.g_01644	Prbh.g_00264
OG0000249	Prbc.g_01646	Prbh.g_00262
OG0000250	Prbc.g_01651	Prbh.g_00257
OG0000251	Prbc.g_01667	Prbh.g_00239
OG0000252	Prbc.g_01669	Prbh.g_00236
OG0000253	Prbc.g_01671	Prbh.g_00235
OG0000254	Prbc.g_01688	Prbh.g_00218
OG0000255	Prbc.g_01694	Prbh.g_00212
OG0000256	Prbc.g_01704	Prbh.g_01455
OG0000257	Prbc.g_01707	Prbh.g_01223
OG0000258	Prbc.g_01720	Prbh.g_01210
OG0000259	Prbc.g_01737	Prbh.g_01193
OG0000260	Prbc.g_01740	Prbh.g_01190
OG0000261	Prbc.g_01743	Prbh.g_01187
OG0000262	Prbc.g_01748	Prbh.g_01182
OG0000263	Prbc.g_01762	Prbh.g_00915
OG0000264	Prbc.g_01773	Prbh.g_00926
OG0000265	Prbc.g_01787	Prbh.g_00945
OG0000266	Prbc.g_01797	Prbh.g_01163
OG0000267	Prbc.g_01810	Prbh.g_01150
OG0000268	Prbc.g_01811	Prbh.g_01149
OG0000269	Prbc.g_01853	Prbh.g_00948
OG0000270	Prbc.g_01856	Prbh.g_00951
OG0000271	Prbc.g_01864	Prbh.g_00959
OG0000272	Prbc.g_01865	Prbh.g_00960
OG0000273	Prbc.g_01890	Prbh.g_00983
OG0000274	Prbc.g_01891	Prbh.g_00984
OG0000275	Prbc.g_01893	Prbh.g_00987
OG0000276	Prbc.g_01899	Prbh.g_00993
OG0000277	Prbc.g_01900	Prbh.g_00994
OG0000278	Prbc.g_01904	Prbh.g_00997
OG0000279	Prbc.g_01911	Prbh.g_01005
OG0000280	Prbc.g_00068	Prbh.g_01006
OG0000281	Prbc.g_01917	Prbh.g_01013
OG0000282	Prbc.g_01979	Prbh.g_00880
OG0000283	Prbc.g_02010	Prbh.g_01059
OG0000284	Prbc.g_02015	Prbh.g_01064
OG0000285	Prbc.g_02020	Prbh.g_01069
OG0000286	Prbc.g_02035	Prbh.g_01085
OG0000287	Prbc.g_02190	Prbh.g_01342
OG0000288	Prbc.g_02082	Prbh.g_01120
OG0000289	Prbc.g_02094	Prbh.g_01135
OG0000290	Prbc.g_02110	Prbh.g_01034
OG0000291	Prbc.g_02112	Prbh.g_01032
OG0000292	Prbc.g_00173	Prbh.g_01328
OG0000293	Prbc.g_01456	Prbh.g_01293
OG0000294	Prbc.g_01455	Prbh.g_01292
OG0000295	Prbc.g_01431	Prbh.g_01268
OG0000296	Prbc.g_01429	Prbh.g_01266
OG0000297	Prbc.g_01421	Prbh.g_01257
OG0000298	Prbc.g_01420	Prbh.g_01256
OG0000299	Prbc.g_01401	Prbh.g_01237
OG0000300	Prbc.g_01398	Prbh.g_01234
OG0000301	Prbc.g_01397	Prbh.g_01233
OG0000302	Prbc.g_01395	Prbh.g_01231
OG0000303	Prbc.g_01390	Prbh.g_01225
OG0000304	Prbc.g_01387	Prbh.g_01450
OG0000305	Prbc.g_00810	Prbh.g_01326
OG0000306	Prbc.g_01921	Prbh.g_01017
OG0000307	Prbc.g_00666	Prbh.g_00019
OG0000308	Prbc.g_00667	Prbh.g_00020
OG0000309	Prbc.g_00671	Prbh.g_00024
OG0000310	Prbc.g_00693	Prbh.g_00082
OG0000311	Prbc.g_00695	Prbh.g_00084
OG0000312	Prbc.g_00698	Prbh.g_00087
OG0000313	Prbc.g_00713	Prbh.g_00103
OG0000314	Prbc.g_00734	Prbh.g_00126
OG0000315	Prbc.g_00744	Prbh.g_00136
OG0000316	Prbc.g_00768	Prbh.g_00162
OG0000317	Prbc.g_00830	Prbh.g_01785
OG0000318	Prbc.g_00833	Prbh.g_01781
OG0000319	Prbc.g_00844	Prbh.g_01768
OG0000320	Prbc.g_00846	Prbh.g_01766
OG0000321	Prbc.g_00847	Prbh.g_01765
OG0000322	Prbc.g_00848	Prbh.g_01764
OG0000323	Prbc.g_00857	Prbh.g_01755
OG0000324	Prbc.g_00884	Prbh.g_01727
OG0000325	Prbc.g_00935	Prbh.g_01717
OG0000326	Prbc.g_00941	Prbh.g_01710
OG0000327	Prbc.g_00326	Prbh.g_01686
OG0000328	Prbc.g_00325	Prbh.g_01685
OG0000329	Prbc.g_00308	Prbh.g_01668
OG0000330	Prbc.g_00307	Prbh.g_01667
OG0000331	Prbc.g_00306	Prbh.g_01666
OG0000332	Prbc.g_00292	Prbh.g_01652
OG0000333	Prbc.g_00290	Prbh.g_01650
OG0000334	Prbc.g_00281	Prbh.g_01641
OG0000335	Prbc.g_00276	Prbh.g_01636
OG0000336	Prbc.g_00272	Prbh.g_01632
OG0000337	Prbc.g_00241	Prbh.g_01613
OG0000338	Prbc.g_00240	Prbh.g_01612
OG0000339	Prbc.g_00235	Prbh.g_01606
OG0000340	Prbc.g_00226	Prbh.g_01597
OG0000341	Prbc.g_00224	Prbh.g_01595
OG0000342	Prbc.g_00223	Prbh.g_01594
OG0000343	Prbc.g_00222	Prbh.g_01593
OG0000344	Prbc.g_00219	Prbh.g_01590
OG0000345	Prbc.g_00214	Prbh.g_01584
OG0000346	Prbc.g_00210	Prbh.g_01580
OG0000347	Prbc.g_00190	Prbh.g_01563
OG0000348	Prbc.g_00970	Prbh.g_01555
OG0000349	Prbc.g_00988	Prbh.g_01537
OG0000350	Prbc.g_01009	Prbh.g_01516
OG0000351	Prbc.g_01047	Prbh.g_01497
OG0000352	Prbc.g_01048	Prbh.g_01496
OG0000353	Prbc.g_01068	Prbh.g_01477
OG0000355	Prbc.g_01071	Prbh.g_01475
OG0000356	Prbc.g_01072	Prbh.g_01474
OG0000357	Prbc.g_01073	Prbh.g_01473
OG0000358	Prbc.g_01077	Prbh.g_01469
OG0000359	Prbc.g_01078	Prbh.g_01468
OG0000360	Prbc.g_01079	Prbh.g_01467
OG0000361	Prbc.g_01080	Prbh.g_01466
OG0000362	Prbc.g_01082	Prbh.g_01952
OG0000363	Prbc.g_01084	Prbh.g_00766
OG0000364	Prbc.g_01085	Prbh.g_00765
OG0000365	Prbc.g_01090	Prbh.g_00760
OG0000366	Prbc.g_01091	Prbh.g_00759
OG0000367	Prbc.g_01092	Prbh.g_00758
OG0000368	Prbc.g_01094	Prbh.g_00756
OG0000369	Prbc.g_01095	Prbh.g_00755
OG0000370	Prbc.g_01096	Prbh.g_00754
OG0000371	Prbc.g_01102	Prbh.g_00748
OG0000372	Prbc.g_01104	Prbh.g_00746
OG0000373	Prbc.g_01105	Prbh.g_00745
OG0000374	Prbc.g_01106	Prbh.g_00744
OG0000375	Prbc.g_01118	Prbh.g_00743
OG0000376	Prbc.g_01120	Prbh.g_00741
OG0000377	Prbc.g_01123	Prbh.g_00737
OG0000378	Prbc.g_01125	Prbh.g_00733
OG0000379	Prbc.g_01128	Prbh.g_00730
OG0000380	Prbc.g_00507	Prbh.g_00717
OG0000381	Prbc.g_00503	Prbh.g_00712
OG0000382	Prbc.g_00492	Prbh.g_00702
OG0000383	Prbc.g_00490	Prbh.g_00700
OG0000384	Prbc.g_00489	Prbh.g_00699
OG0000385	Prbc.g_00488	Prbh.g_00698
OG0000386	Prbc.g_00487	Prbh.g_00697
OG0000387	Prbc.g_00474	Prbh.g_00684
OG0000388	Prbc.g_00470	Prbh.g_00680
OG0000389	Prbc.g_00467	Prbh.g_00677
OG0000390	Prbc.g_00458	Prbh.g_00668
OG0000391	Prbc.g_00454	Prbh.g_00665
OG0000392	Prbc.g_00451	Prbh.g_00661
OG0000393	Prbc.g_00448	Prbh.g_00658
OG0000394	Prbc.g_00447	Prbh.g_00657
OG0000395	Prbc.g_00446	Prbh.g_00656
OG0000396	Prbc.g_00443	Prbh.g_00654
OG0000397	Prbc.g_00441	Prbh.g_00652
OG0000398	Prbc.g_00438	Prbh.g_00649
OG0000399	Prbc.g_00437	Prbh.g_00648
OG0000400	Prbc.g_00436	Prbh.g_00647
OG0000401	Prbc.g_00435	Prbh.g_00646
OG0000402	Prbc.g_02145	Prbh.g_01144
OG0000403	Prbc.g_00434	Prbh.g_00644
OG0000404	Prbc.g_00433	Prbh.g_00643
OG0000405	Prbc.g_00428	Prbh.g_00639
OG0000406	Prbc.g_00424	Prbh.g_00635
OG0000407	Prbc.g_00423	Prbh.g_00634
OG0000408	Prbc.g_00421	Prbh.g_00632
OG0000409	Prbc.g_00419	Prbh.g_00630
OG0000410	Prbc.g_00418	Prbh.g_00629
OG0000411	Prbc.g_00417	Prbh.g_00628
OG0000412	Prbc.g_00416	Prbh.g_00627
OG0000413	Prbc.g_00415	Prbh.g_00626
OG0000414	Prbc.g_00414	Prbh.g_00625
OG0000415	Prbc.g_00413	Prbh.g_00624
OG0000416	Prbc.g_00412	Prbh.g_00623
OG0000417	Prbc.g_00411	Prbh.g_00622
OG0000418	Prbc.g_00406	Prbh.g_00617
OG0000419	Prbc.g_00404	Prbh.g_00615
OG0000420	Prbc.g_00403	Prbh.g_00614
OG0000421	Prbc.g_00399	Prbh.g_00610
OG0000422	Prbc.g_00398	Prbh.g_00609
OG0000423	Prbc.g_00397	Prbh.g_00608
OG0000424	Prbc.g_00396	Prbh.g_00607
OG0000425	Prbc.g_00395	Prbh.g_00606
OG0000426	Prbc.g_00394	Prbh.g_00605
OG0000427	Prbc.g_00393	Prbh.g_00604
OG0000428	Prbc.g_00391	Prbh.g_00602
OG0000429	Prbc.g_00390	Prbh.g_00601
OG0000430	Prbc.g_00389	Prbh.g_00600
OG0000431	Prbc.g_00387	Prbh.g_00598
OG0000432	Prbc.g_00383	Prbh.g_00594
OG0000433	Prbc.g_00382	Prbh.g_00593
OG0000434	Prbc.g_00381	Prbh.g_00592
OG0000435	Prbc.g_00380	Prbh.g_00591
OG0000436	Prbc.g_00375	Prbh.g_00586
OG0000437	Prbc.g_00374	Prbh.g_00585
OG0000438	Prbc.g_00373	Prbh.g_00584
OG0000439	Prbc.g_00371	Prbh.g_00582
OG0000440	Prbc.g_00370	Prbh.g_00581
OG0000441	Prbc.g_00368	Prbh.g_00578
OG0000442	Prbc.g_00367	Prbh.g_00577
OG0000443	Prbc.g_00366	Prbh.g_00576
OG0000444	Prbc.g_00361	Prbh.g_00571
OG0000445	Prbc.g_00360	Prbh.g_00570
OG0000446	Prbc.g_00358	Prbh.g_00569
OG0000447	Prbc.g_00357	Prbh.g_00568
OG0000448	Prbc.g_00356	Prbh.g_00567
OG0000449	Prbc.g_00355	Prbh.g_00566
OG0000450	Prbc.g_00354	Prbh.g_00565
OG0000451	Prbc.g_00353	Prbh.g_00564
OG0000452	Prbc.g_00350	Prbh.g_00561
OG0000453	Prbc.g_00349	Prbh.g_00560
OG0000454	Prbc.g_00348	Prbh.g_00559
OG0000455	Prbc.g_00347	Prbh.g_00558
OG0000456	Prbc.g_00346	Prbh.g_00557
OG0000457	Prbc.g_00345	Prbh.g_00555
OG0000458	Prbc.g_00344	Prbh.g_00554
OG0000459	Prbc.g_00343	Prbh.g_00553
OG0000460	Prbc.g_00335	Prbh.g_00545
OG0000461	Prbc.g_01140	Prbh.g_00537
OG0000462	Prbc.g_01142	Prbh.g_00535
OG0000463	Prbc.g_01143	Prbh.g_00534
OG0000464	Prbc.g_01144	Prbh.g_00533
OG0000465	Prbc.g_01145	Prbh.g_00532
OG0000466	Prbc.g_01146	Prbh.g_00529
OG0000467	Prbc.g_01147	Prbh.g_00528
OG0000468	Prbc.g_01149	Prbh.g_00525
OG0000469	Prbc.g_01156	Prbh.g_00517
OG0000470	Prbc.g_01158	Prbh.g_00515
OG0000471	Prbc.g_01159	Prbh.g_00514
OG0000472	Prbc.g_01160	Prbh.g_00513
OG0000473	Prbc.g_01162	Prbh.g_00511
OG0000474	Prbc.g_01163	Prbh.g_00510
OG0000475	Prbc.g_01164	Prbh.g_00509
OG0000476	Prbc.g_01166	Prbh.g_00507
OG0000477	Prbc.g_01168	Prbh.g_00504
OG0000478	Prbc.g_01169	Prbh.g_00503
OG0000479	Prbc.g_01170	Prbh.g_00502
OG0000480	Prbc.g_01175	Prbh.g_00497
OG0000481	Prbc.g_01177	Prbh.g_00494
OG0000482	Prbc.g_01178	Prbh.g_00493
OG0000483	Prbc.g_01181	Prbh.g_00490
OG0000484	Prbc.g_01182	Prbh.g_00489
OG0000485	Prbc.g_01183	Prbh.g_00487
OG0000486	Prbc.g_01184	Prbh.g_00486
OG0000487	Prbc.g_01187	Prbh.g_00483
OG0000488	Prbc.g_01190	Prbh.g_00480
OG0000489	Prbc.g_01195	Prbh.g_00475
OG0000490	Prbc.g_01200	Prbh.g_00471
OG0000491	Prbc.g_01201	Prbh.g_00470
OG0000492	Prbc.g_01203	Prbh.g_00468
OG0000493	Prbc.g_01204	Prbh.g_00467
OG0000494	Prbc.g_01205	Prbh.g_00466
OG0000495	Prbc.g_01206	Prbh.g_00465
OG0000496	Prbc.g_01207	Prbh.g_00464
OG0000497	Prbc.g_01208	Prbh.g_00463
OG0000498	Prbc.g_01209	Prbh.g_00462
OG0000499	Prbc.g_01210	Prbh.g_00461
OG0000500	Prbc.g_01211	Prbh.g_00460
OG0000501	Prbc.g_01213	Prbh.g_00458
OG0000502	Prbc.g_01216	Prbh.g_00455
OG0000503	Prbc.g_01246	Prbh.g_00439
OG0000504	Prbc.g_01248	Prbh.g_00437
OG0000505	Prbc.g_01249	Prbh.g_00436
OG0000506	Prbc.g_01250	Prbh.g_00435
OG0000507	Prbc.g_01253	Prbh.g_00431
OG0000508	Prbc.g_01256	Prbh.g_00427
OG0000509	Prbc.g_01258	Prbh.g_00425
OG0000510	Prbc.g_01259	Prbh.g_00424
OG0000511	Prbc.g_01260	Prbh.g_00423
OG0000512	Prbc.g_01262	Prbh.g_00421
OG0000513	Prbc.g_01271	Prbh.g_00412
OG0000514	Prbc.g_01492	Prbh.g_00401
OG0000515	Prbc.g_01493	Prbh.g_00400
OG0000516	Prbc.g_01494	Prbh.g_00399
OG0000517	Prbc.g_01496	Prbh.g_00397
