Orthogroup	Prbc	Syao
OG0000131	Prbc.g_00426	Syao.g_02480
OG0000132	Prbc.g_00407	Syao.g_02501
OG0000133	Prbc.g_01214	Syao.g_00678
OG0000134	Prbc.g_01270	Syao.g_01719
OG0000135	Prbc.g_02198, Prbc.g_02183	Syao.g_00147
OG0000136	Prbc.g_01502	Syao.g_01614, Syao.g_01613
OG0000137	Prbc.g_01534	Syao.g_02682
OG0000138	Prbc.g_01554	Syao.g_00108
OG0000139	Prbc.g_01616	Syao.g_01418, Syao.g_02005
OG0000140	Prbc.g_01617	Syao.g_01373, Syao.g_01372
OG0000141	Prbc.g_01684	Syao.g_01202
OG0000142	Prbc.g_01712	Syao.g_00894
OG0000143	Prbc.g_01716	Syao.g_00898
OG0000145	Prbc.g_02142	Syao.g_00102
OG0000146	Prbc.g_02027	Syao.g_00684, Syao.g_00304
OG0000147	Prbc.g_02026	Syao.g_00305, Syao.g_00685
OG0000148	Prbc.g_01876	Syao.g_00776
OG0000149	Prbc.g_01908	Syao.g_00534
OG0000150	Prbc.g_01916	Syao.g_01203
OG0000151	Prbc.g_01988	Syao.g_00975
OG0000152	Prbc.g_02036	Syao.g_00674
OG0000153	Prbc.g_02054	Syao.g_00818, Syao.g_01176
OG0000154	Prbc.g_02083	Syao.g_00447
OG0000155	Prbc.g_01424	Syao.g_00178
OG0000156	Prbc.g_00555	Syao.g_00151
OG0000157	Prbc.g_00556	Syao.g_00152
OG0000158	Prbc.g_00228	Syao.g_01141, Syao.g_02267
OG0000160	Prbc.g_00710	Syao.g_01488
OG0000161	Prbc.g_00716	Syao.g_01494
OG0000162	Prbc.g_00722	Syao.g_01515
OG0000163	Prbc.g_00758	Syao.g_01745
OG0000164	Prbc.g_00854	Syao.g_01663
OG0000165	Prbc.g_00862	Syao.g_01655
OG0000166	Prbc.g_00321	Syao.g_01790
OG0000167	Prbc.g_00238	Syao.g_01960
OG0000168	Prbc.g_00227	Syao.g_02128
OG0000169	Prbc.g_00217	Syao.g_02139
OG0000170	Prbc.g_00215	Syao.g_02148
OG0000171	Prbc.g_00194	Syao.g_02181
OG0000172	Prbc.g_00967	Syao.g_02170
OG0000173	Prbc.g_00982	Syao.g_02212
OG0000174	Prbc.g_01013	Syao.g_02364, Syao.g_02355
OG0000175	Prbc.g_01044	Syao.g_02327, Syao.g_00308
OG0000176	Prbc.g_01074	Syao.g_02165
OG0000177	Prbc.g_01075	Syao.g_02156
OG0000178	Prbc.g_01076	Syao.g_02155
OG0000179	Prbc.g_01086	Syao.g_02250
OG0000180	Prbc.g_01087	Syao.g_02249
OG0000181	Prbc.g_01088	Syao.g_02248
OG0000182	Prbc.g_01089	Syao.g_02247
OG0000183	Prbc.g_01093	Syao.g_02243
OG0000184	Prbc.g_01124	Syao.g_02423
OG0000185	Prbc.g_01127	Syao.g_02410
OG0000186	Prbc.g_00509	Syao.g_02613
OG0000187	Prbc.g_00508	Syao.g_02615
OG0000188	Prbc.g_00491	Syao.g_02637
OG0000189	Prbc.g_00477	Syao.g_02672
OG0000190	Prbc.g_00476	Syao.g_01015
OG0000191	Prbc.g_00453	Syao.g_02573
OG0000192	Prbc.g_00449	Syao.g_02579
OG0000193	Prbc.g_00425	Syao.g_02481
OG0000194	Prbc.g_00422	Syao.g_02484
OG0000195	Prbc.g_00420	Syao.g_02486
OG0000196	Prbc.g_00410	Syao.g_02498
OG0000197	Prbc.g_00409	Syao.g_02499
OG0000198	Prbc.g_00408	Syao.g_02500
OG0000199	Prbc.g_00401	Syao.g_02508
OG0000200	Prbc.g_00388	Syao.g_02524
OG0000201	Prbc.g_00379	Syao.g_02540
OG0000202	Prbc.g_00378	Syao.g_02454
OG0000203	Prbc.g_00377	Syao.g_02455
OG0000204	Prbc.g_00376	Syao.g_02456
OG0000205	Prbc.g_00369	Syao.g_02464
OG0000206	Prbc.g_00365	Syao.g_02469
OG0000207	Prbc.g_00363	Syao.g_02471
OG0000208	Prbc.g_00362	Syao.g_02472
OG0000209	Prbc.g_00352	Syao.g_02394
OG0000210	Prbc.g_00351	Syao.g_02395
OG0000211	Prbc.g_00337	Syao.g_01700
OG0000212	Prbc.g_00329	Syao.g_01710
OG0000213	Prbc.g_01153	Syao.g_02098
OG0000214	Prbc.g_01161	Syao.g_02081
OG0000215	Prbc.g_01185	Syao.g_02050
OG0000216	Prbc.g_01186	Syao.g_02045
OG0000217	Prbc.g_01189	Syao.g_02041
OG0000218	Prbc.g_01191	Syao.g_02039
OG0000219	Prbc.g_01192	Syao.g_02038
OG0000220	Prbc.g_01193	Syao.g_02037
OG0000221	Prbc.g_01194	Syao.g_02034
OG0000222	Prbc.g_01202	Syao.g_02023
OG0000223	Prbc.g_01215	Syao.g_00291
OG0000224	Prbc.g_01217	Syao.g_01973
OG0000225	Prbc.g_01257	Syao.g_01751
OG0000226	Prbc.g_01261	Syao.g_01758
OG0000227	Prbc.g_01263	Syao.g_01760
OG0000228	Prbc.g_01267	Syao.g_01715
OG0000229	Prbc.g_01497	Syao.g_01736
OG0000230	Prbc.g_01499	Syao.g_01738
OG0000231	Prbc.g_01510	Syao.g_01513
OG0000232	Prbc.g_01518	Syao.g_00057
OG0000233	Prbc.g_01526	Syao.g_02698
OG0000234	Prbc.g_01535	Syao.g_02680
OG0000235	Prbc.g_01539	Syao.g_00029
OG0000236	Prbc.g_01552	Syao.g_00111
OG0000237	Prbc.g_01586	Syao.g_00166
OG0000238	Prbc.g_01592	Syao.g_00161
OG0000239	Prbc.g_01604	Syao.g_01398
OG0000240	Prbc.g_01605	Syao.g_01399
OG0000241	Prbc.g_01609	Syao.g_00887
OG0000242	Prbc.g_01611	Syao.g_01410
OG0000243	Prbc.g_01622	Syao.g_00873
OG0000244	Prbc.g_01626	Syao.g_00865
OG0000245	Prbc.g_01628	Syao.g_00863
OG0000246	Prbc.g_01632	Syao.g_00859
OG0000247	Prbc.g_01642	Syao.g_00847
OG0000248	Prbc.g_01644	Syao.g_00844
OG0000249	Prbc.g_01646	Syao.g_00842
OG0000250	Prbc.g_01651	Syao.g_00835
OG0000251	Prbc.g_01667	Syao.g_01026
OG0000252	Prbc.g_01669	Syao.g_01020
OG0000253	Prbc.g_01671	Syao.g_01003
OG0000254	Prbc.g_01688	Syao.g_01053
OG0000255	Prbc.g_01694	Syao.g_01009
OG0000256	Prbc.g_01704	Syao.g_01328
OG0000257	Prbc.g_01707	Syao.g_00884
OG0000258	Prbc.g_01720	Syao.g_00907
OG0000259	Prbc.g_01737	Syao.g_00933, Syao.g_00932
OG0000260	Prbc.g_01740	Syao.g_00936
OG0000261	Prbc.g_01743	Syao.g_00941
OG0000262	Prbc.g_01748	Syao.g_00946
OG0000263	Prbc.g_01762	Syao.g_00247
OG0000264	Prbc.g_01773	Syao.g_00699
OG0000265	Prbc.g_01787	Syao.g_00049
OG0000266	Prbc.g_01797	Syao.g_00480
OG0000267	Prbc.g_01810	Syao.g_00589
OG0000268	Prbc.g_01811	Syao.g_00588
OG0000269	Prbc.g_01853	Syao.g_00751
OG0000270	Prbc.g_01856	Syao.g_00754
OG0000271	Prbc.g_01864	Syao.g_00762
OG0000272	Prbc.g_01865	Syao.g_00763
OG0000273	Prbc.g_01890	Syao.g_00791
OG0000274	Prbc.g_01891	Syao.g_00792
OG0000275	Prbc.g_01893	Syao.g_00438
OG0000276	Prbc.g_01899	Syao.g_00558
OG0000277	Prbc.g_01900	Syao.g_00557
OG0000278	Prbc.g_01904	Syao.g_00554
OG0000279	Prbc.g_01911	Syao.g_00529
OG0000280	Prbc.g_00068	Syao.g_00608
OG0000281	Prbc.g_01917	Syao.g_01377
OG0000282	Prbc.g_01979	Syao.g_00967
OG0000283	Prbc.g_02010	Syao.g_00640
OG0000284	Prbc.g_02015	Syao.g_00634
OG0000285	Prbc.g_02020	Syao.g_00706
OG0000286	Prbc.g_02035	Syao.g_00675
OG0000287	Prbc.g_02190	Syao.g_00825
OG0000288	Prbc.g_02082	Syao.g_00446
OG0000289	Prbc.g_02094	Syao.g_00461
OG0000290	Prbc.g_02110	Syao.g_00428
OG0000291	Prbc.g_02112	Syao.g_00333
OG0000292	Prbc.g_00173	Syao.g_02196
OG0000293	Prbc.g_01456	Syao.g_00136
OG0000294	Prbc.g_01455	Syao.g_00135
OG0000295	Prbc.g_01431	Syao.g_00186
OG0000296	Prbc.g_01429	Syao.g_00184
OG0000297	Prbc.g_01421	Syao.g_00171
OG0000298	Prbc.g_01420	Syao.g_00170
OG0000299	Prbc.g_01401	Syao.g_00231
OG0000300	Prbc.g_01398	Syao.g_00274
OG0000301	Prbc.g_01397	Syao.g_00272, Syao.g_00273
OG0000302	Prbc.g_01395	Syao.g_00271
OG0000303	Prbc.g_01390	Syao.g_00262
OG0000304	Prbc.g_01387	Syao.g_00256
OG0000305	Prbc.g_00810	Syao.g_00388
OG0000306	Prbc.g_01921	Syao.g_01216
OG0000307	Prbc.g_00666	Syao.g_00045
OG0000308	Prbc.g_00667	Syao.g_00047
OG0000309	Prbc.g_00671	Syao.g_02705
OG0000310	Prbc.g_00693	Syao.g_01530
OG0000311	Prbc.g_00695	Syao.g_01533
OG0000312	Prbc.g_00698	Syao.g_01538
OG0000313	Prbc.g_00713	Syao.g_01491
OG0000314	Prbc.g_00734	Syao.g_00078
OG0000315	Prbc.g_00744	Syao.g_00088
OG0000316	Prbc.g_00768	Syao.g_01602
OG0000317	Prbc.g_00830	Syao.g_01560
OG0000318	Prbc.g_00833	Syao.g_01553
OG0000319	Prbc.g_00844	Syao.g_01678
OG0000320	Prbc.g_00846	Syao.g_01676
OG0000321	Prbc.g_00847	Syao.g_01675
OG0000322	Prbc.g_00848	Syao.g_01674
OG0000323	Prbc.g_00857	Syao.g_01661
OG0000324	Prbc.g_00884	Syao.g_01630
OG0000325	Prbc.g_00935	Syao.g_01936
OG0000326	Prbc.g_00941	Syao.g_01918
OG0000327	Prbc.g_00326	Syao.g_01795
OG0000328	Prbc.g_00325	Syao.g_01794
OG0000329	Prbc.g_00308	Syao.g_01776
OG0000330	Prbc.g_00307	Syao.g_01775
OG0000331	Prbc.g_00306	Syao.g_01774
OG0000332	Prbc.g_00292	Syao.g_01813
OG0000333	Prbc.g_00290	Syao.g_01810
OG0000334	Prbc.g_00281	Syao.g_01836
OG0000335	Prbc.g_00276	Syao.g_01831
OG0000336	Prbc.g_00272	Syao.g_01827
OG0000337	Prbc.g_00241	Syao.g_01968
OG0000338	Prbc.g_00240	Syao.g_01962
OG0000339	Prbc.g_00235	Syao.g_02259
OG0000340	Prbc.g_00226	Syao.g_02129
OG0000341	Prbc.g_00224	Syao.g_02131
OG0000342	Prbc.g_00223	Syao.g_02132
OG0000343	Prbc.g_00222	Syao.g_02133
OG0000344	Prbc.g_00219	Syao.g_02137
OG0000345	Prbc.g_00214	Syao.g_01953
OG0000346	Prbc.g_00210	Syao.g_01948
OG0000347	Prbc.g_00190	Syao.g_02178
OG0000348	Prbc.g_00970	Syao.g_02166
OG0000349	Prbc.g_00988	Syao.g_02219
OG0000350	Prbc.g_01009	Syao.g_01925
OG0000351	Prbc.g_01047	Syao.g_02331
OG0000352	Prbc.g_01048	Syao.g_02332
OG0000353	Prbc.g_01068	Syao.g_02160
OG0000355	Prbc.g_01071	Syao.g_02162
OG0000356	Prbc.g_01072	Syao.g_02163
OG0000357	Prbc.g_01073	Syao.g_02164
OG0000358	Prbc.g_01077	Syao.g_02154
OG0000359	Prbc.g_01078	Syao.g_02152
OG0000360	Prbc.g_01079	Syao.g_02151
OG0000361	Prbc.g_01080	Syao.g_02150
OG0000362	Prbc.g_01082	Syao.g_01954
OG0000363	Prbc.g_01084	Syao.g_02255
OG0000364	Prbc.g_01085	Syao.g_01558
OG0000365	Prbc.g_01090	Syao.g_02246
OG0000366	Prbc.g_01091	Syao.g_02245
OG0000367	Prbc.g_01092	Syao.g_02244
OG0000368	Prbc.g_01094	Syao.g_02242
OG0000369	Prbc.g_01095	Syao.g_02241
OG0000370	Prbc.g_01096	Syao.g_02240
OG0000371	Prbc.g_01102	Syao.g_02231
OG0000372	Prbc.g_01104	Syao.g_02226
OG0000373	Prbc.g_01105	Syao.g_02225
OG0000374	Prbc.g_01106	Syao.g_02224
OG0000375	Prbc.g_01118	Syao.g_02223
OG0000376	Prbc.g_01120	Syao.g_02221
OG0000377	Prbc.g_01123	Syao.g_02429
OG0000378	Prbc.g_01125	Syao.g_02414
OG0000379	Prbc.g_01128	Syao.g_02409
OG0000380	Prbc.g_00507	Syao.g_02616
OG0000381	Prbc.g_00503	Syao.g_02618
OG0000382	Prbc.g_00492	Syao.g_02636
OG0000383	Prbc.g_00490	Syao.g_02643
OG0000384	Prbc.g_00489	Syao.g_02644
OG0000385	Prbc.g_00488	Syao.g_02645
OG0000386	Prbc.g_00487	Syao.g_02646
OG0000387	Prbc.g_00474	Syao.g_01019
OG0000388	Prbc.g_00470	Syao.g_02596
OG0000389	Prbc.g_00467	Syao.g_02599
OG0000390	Prbc.g_00458	Syao.g_02567
OG0000391	Prbc.g_00454	Syao.g_02572
OG0000392	Prbc.g_00451	Syao.g_02578
OG0000393	Prbc.g_00448	Syao.g_02581
OG0000394	Prbc.g_00447	Syao.g_02582
OG0000395	Prbc.g_00446	Syao.g_02583
OG0000396	Prbc.g_00443	Syao.g_02586
OG0000397	Prbc.g_00441	Syao.g_02542
OG0000398	Prbc.g_00438	Syao.g_02547
OG0000399	Prbc.g_00437	Syao.g_02548
OG0000400	Prbc.g_00436	Syao.g_02549
OG0000401	Prbc.g_00435	Syao.g_02550
OG0000402	Prbc.g_02145	Syao.g_02552
OG0000403	Prbc.g_00434	Syao.g_02553
OG0000404	Prbc.g_00433	Syao.g_02554
OG0000405	Prbc.g_00428	Syao.g_02478
OG0000406	Prbc.g_00424	Syao.g_02482
OG0000407	Prbc.g_00423	Syao.g_02483
OG0000408	Prbc.g_00421	Syao.g_02485
OG0000409	Prbc.g_00419	Syao.g_02487
OG0000410	Prbc.g_00418	Syao.g_02488
OG0000411	Prbc.g_00417	Syao.g_02489
OG0000412	Prbc.g_00416	Syao.g_02490
OG0000413	Prbc.g_00415	Syao.g_02492
OG0000414	Prbc.g_00414	Syao.g_02493
OG0000415	Prbc.g_00413	Syao.g_02494
OG0000416	Prbc.g_00412	Syao.g_02495
OG0000417	Prbc.g_00411	Syao.g_02497
OG0000418	Prbc.g_00406	Syao.g_02502
OG0000419	Prbc.g_00404	Syao.g_02504
OG0000420	Prbc.g_00403	Syao.g_02506
OG0000421	Prbc.g_00399	Syao.g_02510
OG0000422	Prbc.g_00398	Syao.g_02511
OG0000423	Prbc.g_00397	Syao.g_02512
OG0000424	Prbc.g_00396	Syao.g_02513
OG0000425	Prbc.g_00395	Syao.g_02514
OG0000426	Prbc.g_00394	Syao.g_02515
OG0000427	Prbc.g_00393	Syao.g_02516
OG0000428	Prbc.g_00391	Syao.g_02519
OG0000429	Prbc.g_00390	Syao.g_02522
OG0000430	Prbc.g_00389	Syao.g_02523
OG0000431	Prbc.g_00387	Syao.g_02526
OG0000432	Prbc.g_00383	Syao.g_02532
OG0000433	Prbc.g_00382	Syao.g_02534
OG0000434	Prbc.g_00381	Syao.g_02535
OG0000435	Prbc.g_00380	Syao.g_02538
OG0000436	Prbc.g_00375	Syao.g_02458
OG0000437	Prbc.g_00374	Syao.g_02459
OG0000438	Prbc.g_00373	Syao.g_02460
OG0000439	Prbc.g_00371	Syao.g_02462
OG0000440	Prbc.g_00370	Syao.g_02463
OG0000441	Prbc.g_00368	Syao.g_02466
OG0000442	Prbc.g_00367	Syao.g_02467
OG0000443	Prbc.g_00366	Syao.g_02468
OG0000444	Prbc.g_00361	Syao.g_02473
OG0000445	Prbc.g_00360	Syao.g_02474
OG0000446	Prbc.g_00358	Syao.g_02476
OG0000447	Prbc.g_00357	Syao.g_02383
OG0000448	Prbc.g_00356	Syao.g_02384
OG0000449	Prbc.g_00355	Syao.g_02385
OG0000450	Prbc.g_00354	Syao.g_02391
OG0000451	Prbc.g_00353	Syao.g_02392
OG0000452	Prbc.g_00350	Syao.g_02396
OG0000453	Prbc.g_00349	Syao.g_02397
OG0000454	Prbc.g_00348	Syao.g_02398
OG0000455	Prbc.g_00347	Syao.g_02399
OG0000456	Prbc.g_00346	Syao.g_02400
OG0000457	Prbc.g_00345	Syao.g_02402
OG0000458	Prbc.g_00344	Syao.g_02403
OG0000459	Prbc.g_00343	Syao.g_02404
OG0000460	Prbc.g_00335	Syao.g_01702
OG0000461	Prbc.g_01140	Syao.g_02119
OG0000462	Prbc.g_01142	Syao.g_02116
OG0000463	Prbc.g_01143	Syao.g_02115
OG0000464	Prbc.g_01144	Syao.g_02114
OG0000465	Prbc.g_01145	Syao.g_02112
OG0000466	Prbc.g_01146	Syao.g_02107
OG0000467	Prbc.g_01147	Syao.g_02106
OG0000468	Prbc.g_01149	Syao.g_02102
OG0000469	Prbc.g_01156	Syao.g_02087
OG0000470	Prbc.g_01158	Syao.g_02085
OG0000471	Prbc.g_01159	Syao.g_02084
OG0000472	Prbc.g_01160	Syao.g_02082
OG0000473	Prbc.g_01162	Syao.g_02080
OG0000474	Prbc.g_01163	Syao.g_02079
OG0000475	Prbc.g_01164	Syao.g_02078
OG0000476	Prbc.g_01166	Syao.g_02076
OG0000477	Prbc.g_01168	Syao.g_02069
OG0000478	Prbc.g_01169	Syao.g_02068
OG0000479	Prbc.g_01170	Syao.g_02067
OG0000480	Prbc.g_01175	Syao.g_02060
OG0000481	Prbc.g_01177	Syao.g_01012
OG0000482	Prbc.g_01178	Syao.g_02058
OG0000483	Prbc.g_01181	Syao.g_02054
OG0000484	Prbc.g_01182	Syao.g_02053
OG0000485	Prbc.g_01183	Syao.g_02052
OG0000486	Prbc.g_01184	Syao.g_02051
OG0000487	Prbc.g_01187	Syao.g_02044
OG0000488	Prbc.g_01190	Syao.g_02040
OG0000489	Prbc.g_01195	Syao.g_02033
OG0000490	Prbc.g_01200	Syao.g_02025
OG0000491	Prbc.g_01201	Syao.g_02024
OG0000492	Prbc.g_01203	Syao.g_02022
OG0000493	Prbc.g_01204	Syao.g_02021
OG0000494	Prbc.g_01205	Syao.g_02020
OG0000495	Prbc.g_01206	Syao.g_02018
OG0000496	Prbc.g_01207	Syao.g_02017
OG0000497	Prbc.g_01208	Syao.g_02016
OG0000498	Prbc.g_01209	Syao.g_02015
OG0000499	Prbc.g_01210	Syao.g_02014
OG0000500	Prbc.g_01211	Syao.g_02013
OG0000501	Prbc.g_01213	Syao.g_02010
OG0000502	Prbc.g_01216	Syao.g_01974
OG0000503	Prbc.g_01246	Syao.g_01877
OG0000504	Prbc.g_01248	Syao.g_01875
OG0000505	Prbc.g_01249	Syao.g_01874
OG0000506	Prbc.g_01250	Syao.g_01872
OG0000507	Prbc.g_01253	Syao.g_01866
OG0000508	Prbc.g_01256	Syao.g_01750
OG0000509	Prbc.g_01258	Syao.g_01755
OG0000510	Prbc.g_01259	Syao.g_01756
OG0000511	Prbc.g_01260	Syao.g_01757
OG0000512	Prbc.g_01262	Syao.g_01759
OG0000513	Prbc.g_01271	Syao.g_01720
OG0000514	Prbc.g_01492	Syao.g_01727
OG0000515	Prbc.g_01493	Syao.g_01728
OG0000516	Prbc.g_01494	Syao.g_01730
OG0000517	Prbc.g_01496	Syao.g_01735
OG0000518	Prbc.g_01507	Syao.g_01621
OG0000519	Prbc.g_01508	Syao.g_01622
OG0000520	Prbc.g_01509	Syao.g_01512
OG0000521	Prbc.g_01514	Syao.g_00061
OG0000522	Prbc.g_01516	Syao.g_00059
OG0000523	Prbc.g_01517	Syao.g_00058
OG0000524	Prbc.g_01524	Syao.g_02699
OG0000525	Prbc.g_01528	Syao.g_02691
OG0000526	Prbc.g_01529	Syao.g_02688
OG0000527	Prbc.g_01532	Syao.g_02684
OG0000528	Prbc.g_01538	Syao.g_00031
OG0000529	Prbc.g_01541	Syao.g_00027
OG0000530	Prbc.g_01544	Syao.g_00122
OG0000531	Prbc.g_01545	Syao.g_00121
OG0000532	Prbc.g_01546	Syao.g_00118
OG0000533	Prbc.g_01547	Syao.g_00116
OG0000534	Prbc.g_01548	Syao.g_00115
OG0000535	Prbc.g_01549	Syao.g_00114
OG0000536	Prbc.g_01550	Syao.g_00113
OG0000537	Prbc.g_01551	Syao.g_00112
OG0000538	Prbc.g_01580	Syao.g_00100
OG0000539	Prbc.g_01581	Syao.g_00099
OG0000540	Prbc.g_01582	Syao.g_00098
OG0000541	Prbc.g_01583	Syao.g_00097
OG0000542	Prbc.g_01585	Syao.g_00167
OG0000543	Prbc.g_01587	Syao.g_00165
OG0000544	Prbc.g_01588	Syao.g_00164
OG0000545	Prbc.g_01590	Syao.g_00162
OG0000546	Prbc.g_01593	Syao.g_00160
OG0000547	Prbc.g_01595	Syao.g_00158
OG0000548	Prbc.g_01596	Syao.g_00157
OG0000549	Prbc.g_01599	Syao.g_01391
OG0000550	Prbc.g_01603	Syao.g_01396
OG0000551	Prbc.g_01606	Syao.g_01401
OG0000552	Prbc.g_01607	Syao.g_01402
OG0000553	Prbc.g_01608	Syao.g_01404
OG0000554	Prbc.g_01613	Syao.g_01413
OG0000555	Prbc.g_01621	Syao.g_00875
OG0000556	Prbc.g_01623	Syao.g_00871
