Orthogroup	Prbc	Prag
OG0000332	Prbc.g_00292	Prag.g_01797
OG0000333	Prbc.g_00290	Prag.g_01799
OG0000334	Prbc.g_00281	Prag.g_01807
OG0000335	Prbc.g_00276	Prag.g_01812
OG0000336	Prbc.g_00272	Prag.g_01816
OG0000337	Prbc.g_00241	Prag.g_01832
OG0000338	Prbc.g_00240	Prag.g_01833
OG0000339	Prbc.g_00235	Prag.g_01837
OG0000340	Prbc.g_00226	Prag.g_01845
OG0000341	Prbc.g_00224	Prag.g_01847
OG0000342	Prbc.g_00223	Prag.g_01848
OG0000343	Prbc.g_00222	Prag.g_01849
OG0000344	Prbc.g_00219	Prag.g_01852
OG0000345	Prbc.g_00214	Prag.g_01857
OG0000346	Prbc.g_00210	Prag.g_01862
OG0000347	Prbc.g_00190	Prag.g_01878
OG0000348	Prbc.g_00970	Prag.g_01887
OG0000349	Prbc.g_00988	Prag.g_01904
OG0000350	Prbc.g_01009	Prag.g_01923
OG0000351	Prbc.g_01047	Prag.g_01940
OG0000352	Prbc.g_01048	Prag.g_01941
OG0000353	Prbc.g_01068	Prag.g_01956
OG0000355	Prbc.g_01071	Prag.g_00001
OG0000356	Prbc.g_01072	Prag.g_00002
OG0000357	Prbc.g_01073	Prag.g_00003
OG0000358	Prbc.g_01077	Prag.g_00007
OG0000359	Prbc.g_01078	Prag.g_00008
OG0000360	Prbc.g_01079	Prag.g_00009
OG0000361	Prbc.g_01080	Prag.g_00010
OG0000362	Prbc.g_01082	Prag.g_00012
OG0000363	Prbc.g_01084	Prag.g_00014
OG0000364	Prbc.g_01085	Prag.g_00015
OG0000365	Prbc.g_01090	Prag.g_00020
OG0000366	Prbc.g_01091	Prag.g_00021
OG0000367	Prbc.g_01092	Prag.g_00022
OG0000368	Prbc.g_01094	Prag.g_00024
OG0000369	Prbc.g_01095	Prag.g_00025
OG0000370	Prbc.g_01096	Prag.g_00026
OG0000371	Prbc.g_01102	Prag.g_00032
OG0000372	Prbc.g_01104	Prag.g_00035
OG0000373	Prbc.g_01105	Prag.g_00036
OG0000374	Prbc.g_01106	Prag.g_00037
OG0000375	Prbc.g_01118	Prag.g_00040
OG0000376	Prbc.g_01120	Prag.g_00042
OG0000377	Prbc.g_01123	Prag.g_00045
OG0000378	Prbc.g_01125	Prag.g_00047
OG0000379	Prbc.g_01128	Prag.g_00050
OG0000380	Prbc.g_00507	Prag.g_00060
OG0000381	Prbc.g_00503	Prag.g_00064
OG0000382	Prbc.g_00492	Prag.g_00075
OG0000383	Prbc.g_00490	Prag.g_00077
OG0000384	Prbc.g_00489	Prag.g_00078
OG0000385	Prbc.g_00488	Prag.g_00079
OG0000386	Prbc.g_00487	Prag.g_00080
OG0000387	Prbc.g_00474	Prag.g_00092
OG0000388	Prbc.g_00470	Prag.g_00095
OG0000389	Prbc.g_00467	Prag.g_00099
OG0000390	Prbc.g_00458	Prag.g_00106
OG0000391	Prbc.g_00454	Prag.g_00109
OG0000392	Prbc.g_00451	Prag.g_00113
OG0000393	Prbc.g_00448	Prag.g_00115
OG0000394	Prbc.g_00447	Prag.g_00116
OG0000395	Prbc.g_00446	Prag.g_00117
OG0000396	Prbc.g_00443	Prag.g_00120
OG0000397	Prbc.g_00441	Prag.g_00122
OG0000398	Prbc.g_00438	Prag.g_00124
OG0000399	Prbc.g_00437	Prag.g_00125
OG0000400	Prbc.g_00436	Prag.g_00126
OG0000401	Prbc.g_00435	Prag.g_00127
OG0000402	Prbc.g_02145	Prag.g_00129
OG0000403	Prbc.g_00434	Prag.g_00130
OG0000404	Prbc.g_00433	Prag.g_00131
OG0000405	Prbc.g_00428	Prag.g_00135
OG0000406	Prbc.g_00424	Prag.g_00140
OG0000407	Prbc.g_00423	Prag.g_00141
OG0000408	Prbc.g_00421	Prag.g_00143
OG0000409	Prbc.g_00419	Prag.g_00145
OG0000410	Prbc.g_00418	Prag.g_00146
OG0000411	Prbc.g_00417	Prag.g_00147
OG0000412	Prbc.g_00416	Prag.g_00148
OG0000413	Prbc.g_00415	Prag.g_00149
OG0000414	Prbc.g_00414	Prag.g_00150
OG0000415	Prbc.g_00413	Prag.g_00151
OG0000416	Prbc.g_00412	Prag.g_00152
OG0000417	Prbc.g_00411	Prag.g_00153
OG0000418	Prbc.g_00406	Prag.g_00158
OG0000419	Prbc.g_00404	Prag.g_00160
OG0000420	Prbc.g_00403	Prag.g_00161
OG0000421	Prbc.g_00399	Prag.g_00166
OG0000422	Prbc.g_00398	Prag.g_00167
OG0000423	Prbc.g_00397	Prag.g_00168
OG0000424	Prbc.g_00396	Prag.g_00169
OG0000425	Prbc.g_00395	Prag.g_00170
OG0000426	Prbc.g_00394	Prag.g_00171
OG0000427	Prbc.g_00393	Prag.g_00172
OG0000428	Prbc.g_00391	Prag.g_00174
OG0000429	Prbc.g_00390	Prag.g_00175
OG0000430	Prbc.g_00389	Prag.g_00176
OG0000431	Prbc.g_00387	Prag.g_00178
OG0000432	Prbc.g_00383	Prag.g_00181
OG0000433	Prbc.g_00382	Prag.g_00182
OG0000434	Prbc.g_00381	Prag.g_00183
OG0000435	Prbc.g_00380	Prag.g_00184
OG0000436	Prbc.g_00375	Prag.g_00189
OG0000437	Prbc.g_00374	Prag.g_00190
OG0000438	Prbc.g_00373	Prag.g_00191
OG0000439	Prbc.g_00371	Prag.g_00193
OG0000440	Prbc.g_00370	Prag.g_00194
OG0000441	Prbc.g_00368	Prag.g_00197
OG0000442	Prbc.g_00367	Prag.g_00198
OG0000443	Prbc.g_00366	Prag.g_00199
OG0000444	Prbc.g_00361	Prag.g_00204
OG0000445	Prbc.g_00360	Prag.g_00205
OG0000446	Prbc.g_00358	Prag.g_00206
OG0000447	Prbc.g_00357	Prag.g_00207
OG0000448	Prbc.g_00356	Prag.g_00208
OG0000449	Prbc.g_00355	Prag.g_00209
OG0000450	Prbc.g_00354	Prag.g_00210
OG0000451	Prbc.g_00353	Prag.g_00211
OG0000452	Prbc.g_00350	Prag.g_00214
OG0000453	Prbc.g_00349	Prag.g_00215
OG0000454	Prbc.g_00348	Prag.g_00216
OG0000455	Prbc.g_00347	Prag.g_00217
OG0000456	Prbc.g_00346	Prag.g_00218
OG0000457	Prbc.g_00345	Prag.g_00219
OG0000458	Prbc.g_00344	Prag.g_00220
OG0000459	Prbc.g_00343	Prag.g_00221
OG0000460	Prbc.g_00335	Prag.g_00228
OG0000461	Prbc.g_01140	Prag.g_00235
OG0000462	Prbc.g_01142	Prag.g_00237
OG0000463	Prbc.g_01143	Prag.g_00238
OG0000464	Prbc.g_01144	Prag.g_00239
OG0000465	Prbc.g_01145	Prag.g_00240
OG0000466	Prbc.g_01146	Prag.g_00243
OG0000467	Prbc.g_01147	Prag.g_00244
OG0000468	Prbc.g_01149	Prag.g_00245
OG0000469	Prbc.g_01156	Prag.g_00253
OG0000470	Prbc.g_01158	Prag.g_00255
OG0000471	Prbc.g_01159	Prag.g_00256
OG0000472	Prbc.g_01160	Prag.g_00257
OG0000473	Prbc.g_01162	Prag.g_00259
OG0000474	Prbc.g_01163	Prag.g_00260
OG0000475	Prbc.g_01164	Prag.g_00261
OG0000476	Prbc.g_01166	Prag.g_00262
OG0000477	Prbc.g_01168	Prag.g_00266
OG0000478	Prbc.g_01169	Prag.g_00267
OG0000479	Prbc.g_01170	Prag.g_00268
OG0000480	Prbc.g_01175	Prag.g_00273
OG0000481	Prbc.g_01177	Prag.g_00275
OG0000482	Prbc.g_01178	Prag.g_00276
OG0000483	Prbc.g_01181	Prag.g_00279
OG0000484	Prbc.g_01182	Prag.g_00280
OG0000485	Prbc.g_01183	Prag.g_00281
OG0000486	Prbc.g_01184	Prag.g_00282
OG0000487	Prbc.g_01187	Prag.g_00286
OG0000488	Prbc.g_01190	Prag.g_00289
OG0000489	Prbc.g_01195	Prag.g_00294
OG0000490	Prbc.g_01200	Prag.g_00299
OG0000491	Prbc.g_01201	Prag.g_00300
OG0000492	Prbc.g_01203	Prag.g_00302
OG0000493	Prbc.g_01204	Prag.g_00303
OG0000494	Prbc.g_01205	Prag.g_00304
OG0000495	Prbc.g_01206	Prag.g_00305
OG0000496	Prbc.g_01207	Prag.g_00306
OG0000497	Prbc.g_01208	Prag.g_00307
OG0000498	Prbc.g_01209	Prag.g_00308
OG0000499	Prbc.g_01210	Prag.g_00309
OG0000500	Prbc.g_01211	Prag.g_00310
OG0000501	Prbc.g_01213	Prag.g_00312
OG0000502	Prbc.g_01216	Prag.g_00315
OG0000503	Prbc.g_01246	Prag.g_00329
OG0000504	Prbc.g_01248	Prag.g_00330
OG0000505	Prbc.g_01249	Prag.g_00331
OG0000506	Prbc.g_01250	Prag.g_00333
OG0000507	Prbc.g_01253	Prag.g_00336
OG0000508	Prbc.g_01256	Prag.g_00339
OG0000509	Prbc.g_01258	Prag.g_00341
OG0000510	Prbc.g_01259	Prag.g_00342
OG0000511	Prbc.g_01260	Prag.g_00343
OG0000512	Prbc.g_01262	Prag.g_00345
OG0000513	Prbc.g_01271	Prag.g_00352
OG0000514	Prbc.g_01492	Prag.g_00410
OG0000515	Prbc.g_01493	Prag.g_00411
OG0000516	Prbc.g_01494	Prag.g_00412
OG0000517	Prbc.g_01496	Prag.g_00414
OG0000518	Prbc.g_01507	Prag.g_00425
OG0000519	Prbc.g_01508	Prag.g_00426
OG0000520	Prbc.g_01509	Prag.g_00427
OG0000521	Prbc.g_01514	Prag.g_00432
OG0000522	Prbc.g_01516	Prag.g_00434
OG0000523	Prbc.g_01517	Prag.g_00435
OG0000524	Prbc.g_01524	Prag.g_00440
OG0000525	Prbc.g_01528	Prag.g_00443
OG0000526	Prbc.g_01529	Prag.g_00444
OG0000527	Prbc.g_01532	Prag.g_00452
OG0000528	Prbc.g_01538	Prag.g_00457
OG0000529	Prbc.g_01541	Prag.g_00460
OG0000530	Prbc.g_01544	Prag.g_00463
OG0000531	Prbc.g_01545	Prag.g_00464
OG0000532	Prbc.g_01546	Prag.g_00466
OG0000533	Prbc.g_01547	Prag.g_00467
OG0000534	Prbc.g_01548	Prag.g_00468
OG0000535	Prbc.g_01549	Prag.g_00469
OG0000536	Prbc.g_01550	Prag.g_00470
OG0000537	Prbc.g_01551	Prag.g_00471
OG0000538	Prbc.g_01580	Prag.g_00479
OG0000539	Prbc.g_01581	Prag.g_00480
OG0000540	Prbc.g_01582	Prag.g_00481
OG0000541	Prbc.g_01583	Prag.g_00482
OG0000542	Prbc.g_01585	Prag.g_00484
OG0000543	Prbc.g_01587	Prag.g_00486
OG0000544	Prbc.g_01588	Prag.g_00487
OG0000545	Prbc.g_01590	Prag.g_00489
OG0000546	Prbc.g_01593	Prag.g_00492
OG0000547	Prbc.g_01595	Prag.g_00494
OG0000548	Prbc.g_01596	Prag.g_00495
OG0000549	Prbc.g_01599	Prag.g_00497
OG0000550	Prbc.g_01603	Prag.g_00502
