Orthogroup	Praf	Pral
OG0000185	Praf.g_00310	Pral.g_00970
OG0000186	Praf.g_00309	Pral.g_00969
OG0000187	Praf.g_00962	Pral.g_00048
OG0000188	Praf.g_00308	Pral.g_00968
OG0000189	Praf.g_00304	Pral.g_00966
OG0000190	Praf.g_00303	Pral.g_00965
OG0000191	Praf.g_00302	Pral.g_00964
OG0000192	Praf.g_00301	Pral.g_00963
OG0000193	Praf.g_00300	Pral.g_00962
OG0000194	Praf.g_00299	Pral.g_00961
OG0000195	Praf.g_00297	Pral.g_00959
OG0000196	Praf.g_00296	Pral.g_00958
OG0000197	Praf.g_00268	Pral.g_00957
OG0000198	Praf.g_00264	Pral.g_00956
OG0000199	Praf.g_00259	Pral.g_00953
OG0000200	Praf.g_00258	Pral.g_00952
OG0000201	Praf.g_00257	Pral.g_00951
OG0000202	Praf.g_00255	Pral.g_00950
OG0000203	Praf.g_00254	Pral.g_00949
OG0000204	Praf.g_00253	Pral.g_00948
OG0000205	Praf.g_00251	Pral.g_00946
OG0000206	Praf.g_00250	Pral.g_00945
OG0000207	Praf.g_00249	Pral.g_00944
OG0000208	Praf.g_00248	Pral.g_00943
OG0000209	Praf.g_00247	Pral.g_00942
OG0000210	Praf.g_00245	Pral.g_00941
OG0000211	Praf.g_00244	Pral.g_00940
OG0000212	Praf.g_00243	Pral.g_00939
OG0000213	Praf.g_00240	Pral.g_00938
OG0000214	Praf.g_00230	Pral.g_00934
OG0000215	Praf.g_00225	Pral.g_00933
OG0000216	Praf.g_00223	Pral.g_00931
OG0000217	Praf.g_00221	Pral.g_00930
OG0000218	Praf.g_00219	Pral.g_00929
OG0000219	Praf.g_00218	Pral.g_00928
OG0000220	Praf.g_00214	Pral.g_00925
OG0000221	Praf.g_00209	Pral.g_00922
OG0000222	Praf.g_00208	Pral.g_00921
OG0000223	Praf.g_00207	Pral.g_00920
OG0000224	Praf.g_02403	Pral.g_00918
OG0000225	Praf.g_02405	Pral.g_00916
OG0000226	Praf.g_02408	Pral.g_00914
OG0000227	Praf.g_02410	Pral.g_00913
OG0000228	Praf.g_02411	Pral.g_00912
OG0000229	Praf.g_02412	Pral.g_00911
OG0000230	Praf.g_02413	Pral.g_00910
OG0000231	Praf.g_02415	Pral.g_00450
OG0000232	Praf.g_02416	Pral.g_00908
OG0000233	Praf.g_02421	Pral.g_00905
OG0000234	Praf.g_02430	Pral.g_00903
OG0000235	Praf.g_02432	Pral.g_00900
OG0000236	Praf.g_02433	Pral.g_00899
OG0000237	Praf.g_02434	Pral.g_00898
OG0000238	Praf.g_02435	Pral.g_00897
OG0000239	Praf.g_02436	Pral.g_00896
OG0000240	Praf.g_02438	Pral.g_00894
OG0000241	Praf.g_02439	Pral.g_00893
OG0000242	Praf.g_02440	Pral.g_00892
OG0000243	Praf.g_02441	Pral.g_00891
OG0000244	Praf.g_02442	Pral.g_00890
OG0000245	Praf.g_02444	Pral.g_00888
OG0000246	Praf.g_02446	Pral.g_00886
OG0000247	Praf.g_02447	Pral.g_00885
OG0000248	Praf.g_02448	Pral.g_00884
OG0000249	Praf.g_02449	Pral.g_00883
OG0000250	Praf.g_02450	Pral.g_00882
OG0000251	Praf.g_02451	Pral.g_00881
OG0000252	Praf.g_02452	Pral.g_00880
OG0000253	Praf.g_02453	Pral.g_00879
OG0000254	Praf.g_02455	Pral.g_00877
OG0000255	Praf.g_02456	Pral.g_00875
OG0000256	Praf.g_02469	Pral.g_00872
OG0000257	Praf.g_02470	Pral.g_00871
OG0000258	Praf.g_02471	Pral.g_00870
OG0000259	Praf.g_02472	Pral.g_00869
OG0000260	Praf.g_02473	Pral.g_00868
OG0000261	Praf.g_02474	Pral.g_00867
OG0000262	Praf.g_02475	Pral.g_00866
OG0000263	Praf.g_02476	Pral.g_00865
OG0000264	Praf.g_01486	Pral.g_00863
OG0000265	Praf.g_02489	Pral.g_00862
OG0000266	Praf.g_02491	Pral.g_00861
OG0000267	Praf.g_02495	Pral.g_00859
OG0000268	Praf.g_02497	Pral.g_00857
OG0000269	Praf.g_02500	Pral.g_00856
OG0000270	Praf.g_02502	Pral.g_00855
OG0000271	Praf.g_02505	Pral.g_00854
OG0000272	Praf.g_02506	Pral.g_00853
OG0000273	Praf.g_02509	Pral.g_00852
OG0000274	Praf.g_02511	Pral.g_00851
OG0000275	Praf.g_02512	Pral.g_00850
OG0000276	Praf.g_02513	Pral.g_00849
OG0000277	Praf.g_02514	Pral.g_00848
OG0000278	Praf.g_02515	Pral.g_00847
OG0000279	Praf.g_02516	Pral.g_00846
OG0000280	Praf.g_02517	Pral.g_00845
OG0000281	Praf.g_02519	Pral.g_00844
OG0000282	Praf.g_02520	Pral.g_00843
OG0000283	Praf.g_02524	Pral.g_00840
OG0000284	Praf.g_02525	Pral.g_00839
OG0000285	Praf.g_02531	Pral.g_00838
OG0000286	Praf.g_02533	Pral.g_00836
OG0000287	Praf.g_02582	Pral.g_00835
OG0000288	Praf.g_02581	Pral.g_00834
OG0000289	Praf.g_02575	Pral.g_00833
OG0000290	Praf.g_02574	Pral.g_00832
OG0000291	Praf.g_02572	Pral.g_00831
OG0000292	Praf.g_02568	Pral.g_00830
OG0000293	Praf.g_02567	Pral.g_00829
OG0000294	Praf.g_02566	Pral.g_00828
OG0000295	Praf.g_02560	Pral.g_00827
OG0000296	Praf.g_02559	Pral.g_00826
OG0000297	Praf.g_02557	Pral.g_00825
OG0000298	Praf.g_02556	Pral.g_00824
OG0000299	Praf.g_02555	Pral.g_00823
OG0000300	Praf.g_02554	Pral.g_00822
OG0000301	Praf.g_02553	Pral.g_00821
OG0000302	Praf.g_02552	Pral.g_00820
OG0000303	Praf.g_02551	Pral.g_00819
OG0000304	Praf.g_02549	Pral.g_00817
OG0000305	Praf.g_02548	Pral.g_00816
OG0000306	Praf.g_02547	Pral.g_00815
OG0000307	Praf.g_00374	Pral.g_00812
OG0000308	Praf.g_00745	Pral.g_00811
OG0000309	Praf.g_00744	Pral.g_00810
OG0000310	Praf.g_00743	Pral.g_00809
OG0000311	Praf.g_00378	Pral.g_00807
OG0000312	Praf.g_00379	Pral.g_00805
OG0000313	Praf.g_00385	Pral.g_00804
OG0000314	Praf.g_00391	Pral.g_00800
OG0000315	Praf.g_00392	Pral.g_00799
OG0000316	Praf.g_02203	Pral.g_00796
OG0000317	Praf.g_02207	Pral.g_00795
OG0000318	Praf.g_02208	Pral.g_00794
OG0000319	Praf.g_02209	Pral.g_00793
OG0000320	Praf.g_02210	Pral.g_00792
OG0000321	Praf.g_02215	Pral.g_00789
OG0000322	Praf.g_02242	Pral.g_00785
OG0000323	Praf.g_02243	Pral.g_00784
OG0000324	Praf.g_02245	Pral.g_00781
OG0000325	Praf.g_02247	Pral.g_00780
OG0000326	Praf.g_02249	Pral.g_00779
OG0000327	Praf.g_02255	Pral.g_00777
OG0000328	Praf.g_00375	Pral.g_00776
OG0000329	Praf.g_02259	Pral.g_00775
OG0000330	Praf.g_02260	Pral.g_00774
OG0000331	Praf.g_02262	Pral.g_00773
OG0000332	Praf.g_02263	Pral.g_00772
OG0000333	Praf.g_02264	Pral.g_00771
OG0000334	Praf.g_02265	Pral.g_00770
OG0000335	Praf.g_02266	Pral.g_00769
OG0000336	Praf.g_02268	Pral.g_00767
OG0000337	Praf.g_02273	Pral.g_00764
OG0000338	Praf.g_02274	Pral.g_00763
OG0000339	Praf.g_02275	Pral.g_00762
OG0000340	Praf.g_02277	Pral.g_00761
OG0000341	Praf.g_02282	Pral.g_00756
OG0000342	Praf.g_02283	Pral.g_00755
OG0000343	Praf.g_02285	Pral.g_00753
OG0000344	Praf.g_02287	Pral.g_00752
OG0000345	Praf.g_02288	Pral.g_00751
OG0000346	Praf.g_02289	Pral.g_00750
OG0000347	Praf.g_02290	Pral.g_00749
OG0000348	Praf.g_02291	Pral.g_00748
OG0000349	Praf.g_02292	Pral.g_00747
OG0000350	Praf.g_02293	Pral.g_00746
OG0000351	Praf.g_02297	Pral.g_00743
OG0000352	Praf.g_02301	Pral.g_00740
OG0000353	Praf.g_02302	Pral.g_00739
OG0000354	Praf.g_02303	Pral.g_00738
OG0000355	Praf.g_02304	Pral.g_00737
OG0000356	Praf.g_02314	Pral.g_00736
OG0000357	Praf.g_02315	Pral.g_00735
OG0000358	Praf.g_02316	Pral.g_00734
OG0000359	Praf.g_02318	Pral.g_00733
OG0000360	Praf.g_02321	Pral.g_00731
OG0000361	Praf.g_02322	Pral.g_00730
OG0000362	Praf.g_02323	Pral.g_00729
OG0000363	Praf.g_02324	Pral.g_00728
OG0000364	Praf.g_02325	Pral.g_00727
OG0000365	Praf.g_02326	Pral.g_00726
OG0000366	Praf.g_02327	Pral.g_00725
OG0000367	Praf.g_02328	Pral.g_00724
OG0000368	Praf.g_02329	Pral.g_00723
OG0000369	Praf.g_02330	Pral.g_00722
OG0000370	Praf.g_02331	Pral.g_00721
OG0000371	Praf.g_02332	Pral.g_00720
OG0000372	Praf.g_02335	Pral.g_00718
OG0000373	Praf.g_02347	Pral.g_00716
OG0000374	Praf.g_02349	Pral.g_00715
OG0000375	Praf.g_02358	Pral.g_00714
OG0000376	Praf.g_02073	Pral.g_00712
OG0000377	Praf.g_02066	Pral.g_00706
OG0000378	Praf.g_02065	Pral.g_00705
OG0000379	Praf.g_02054	Pral.g_00698
OG0000380	Praf.g_02052	Pral.g_00696
OG0000381	Praf.g_02051	Pral.g_00695
OG0000382	Praf.g_02049	Pral.g_00694
OG0000383	Praf.g_02045	Pral.g_00691
OG0000384	Praf.g_02044	Pral.g_00690
OG0000385	Praf.g_02031	Pral.g_00687
OG0000386	Praf.g_02030	Pral.g_00686
OG0000387	Praf.g_02029	Pral.g_00685
OG0000388	Praf.g_02028	Pral.g_00684
OG0000389	Praf.g_02027	Pral.g_00683
OG0000390	Praf.g_02026	Pral.g_00682
OG0000391	Praf.g_02025	Pral.g_00681
OG0000392	Praf.g_02024	Pral.g_00680
OG0000393	Praf.g_02016	Pral.g_00677
OG0000394	Praf.g_02015	Pral.g_00676
OG0000395	Praf.g_02011	Pral.g_00673
OG0000396	Praf.g_01616	Pral.g_01541
OG0000397	Praf.g_00322	Pral.g_01322
OG0000398	Praf.g_00495	Pral.g_01039
OG0000399	Praf.g_01003	Pral.g_01840
OG0000400	Praf.g_02201	Pral.g_00171
OG0000401	Praf.g_02002	Pral.g_00663
OG0000402	Praf.g_02001	Pral.g_00662
OG0000403	Praf.g_01999	Pral.g_00661
OG0000404	Praf.g_01990	Pral.g_00659
OG0000405	Praf.g_01989	Pral.g_00658
OG0000406	Praf.g_01987	Pral.g_00656
OG0000407	Praf.g_01986	Pral.g_00655
OG0000408	Praf.g_01985	Pral.g_00654
OG0000409	Praf.g_01984	Pral.g_00653
OG0000410	Praf.g_01982	Pral.g_00651
OG0000411	Praf.g_01981	Pral.g_00650
OG0000412	Praf.g_01980	Pral.g_00649
OG0000413	Praf.g_01979	Pral.g_00648
OG0000414	Praf.g_01978	Pral.g_00647
OG0000415	Praf.g_01977	Pral.g_00646
OG0000416	Praf.g_01972	Pral.g_00645
OG0000417	Praf.g_01963	Pral.g_00644
OG0000418	Praf.g_01962	Pral.g_00643
OG0000419	Praf.g_01961	Pral.g_00642
OG0000420	Praf.g_01960	Pral.g_00641
OG0000421	Praf.g_01959	Pral.g_00635
OG0000422	Praf.g_01957	Pral.g_00633
OG0000423	Praf.g_01956	Pral.g_00632
OG0000424	Praf.g_01952	Pral.g_00631
OG0000425	Praf.g_01942	Pral.g_00627
OG0000426	Praf.g_01941	Pral.g_00626
OG0000427	Praf.g_01938	Pral.g_00625
OG0000428	Praf.g_01915	Pral.g_00623
OG0000429	Praf.g_01913	Pral.g_00622
OG0000430	Praf.g_01911	Pral.g_00621
OG0000431	Praf.g_01909	Pral.g_00619
OG0000432	Praf.g_01908	Pral.g_00618
OG0000433	Praf.g_00586	Pral.g_00615
OG0000434	Praf.g_00589	Pral.g_00613
OG0000435	Praf.g_00594	Pral.g_00612
OG0000436	Praf.g_00596	Pral.g_00610
OG0000437	Praf.g_00598	Pral.g_00608
OG0000438	Praf.g_00599	Pral.g_00607
OG0000439	Praf.g_00600	Pral.g_00606
OG0000440	Praf.g_00603	Pral.g_00603
OG0000441	Praf.g_00605	Pral.g_00602
OG0000442	Praf.g_00606	Pral.g_00601
OG0000443	Praf.g_00607	Pral.g_00600
OG0000444	Praf.g_00608	Pral.g_00599
OG0000445	Praf.g_00609	Pral.g_00598
OG0000446	Praf.g_00610	Pral.g_00597
OG0000447	Praf.g_00611	Pral.g_00596
OG0000448	Praf.g_00612	Pral.g_00595
OG0000449	Praf.g_00619	Pral.g_00590
OG0000450	Praf.g_00621	Pral.g_00589
OG0000451	Praf.g_00622	Pral.g_00588
OG0000452	Praf.g_00623	Pral.g_00587
OG0000453	Praf.g_00626	Pral.g_00585
OG0000454	Praf.g_00627	Pral.g_00584
OG0000455	Praf.g_00628	Pral.g_00583
OG0000456	Praf.g_00629	Pral.g_00582
OG0000457	Praf.g_00630	Pral.g_00580
OG0000458	Praf.g_00631	Pral.g_00578
OG0000459	Praf.g_00632	Pral.g_00577
OG0000460	Praf.g_00634	Pral.g_00575
OG0000461	Praf.g_00635	Pral.g_00574
OG0000462	Praf.g_00636	Pral.g_00573
OG0000463	Praf.g_00641	Pral.g_00571
OG0000464	Praf.g_00646	Pral.g_00566
OG0000465	Praf.g_00647	Pral.g_00565
OG0000466	Praf.g_00648	Pral.g_00564
OG0000467	Praf.g_00650	Pral.g_00563
OG0000468	Praf.g_00651	Pral.g_00562
OG0000469	Praf.g_00656	Pral.g_00561
OG0000470	Praf.g_01177	Pral.g_00560
OG0000471	Praf.g_01131	Pral.g_00559
OG0000472	Praf.g_00661	Pral.g_00556
OG0000473	Praf.g_00663	Pral.g_00555
OG0000474	Praf.g_00665	Pral.g_00554
OG0000475	Praf.g_00666	Pral.g_00553
OG0000476	Praf.g_00670	Pral.g_00552
OG0000477	Praf.g_00673	Pral.g_00550
OG0000478	Praf.g_00675	Pral.g_00549
OG0000479	Praf.g_00677	Pral.g_00548
OG0000480	Praf.g_00683	Pral.g_00546
OG0000481	Praf.g_00684	Pral.g_00545
OG0000482	Praf.g_00685	Pral.g_00544
OG0000483	Praf.g_00687	Pral.g_00543
OG0000484	Praf.g_00688	Pral.g_00542
OG0000485	Praf.g_00689	Pral.g_00541
OG0000486	Praf.g_00690	Pral.g_00540
OG0000487	Praf.g_00691	Pral.g_00539
OG0000488	Praf.g_00693	Pral.g_00537
OG0000489	Praf.g_00694	Pral.g_00536
OG0000490	Praf.g_00695	Pral.g_00535
OG0000491	Praf.g_00696	Pral.g_00534
OG0000492	Praf.g_00697	Pral.g_00533
OG0000493	Praf.g_00698	Pral.g_00532
OG0000494	Praf.g_00700	Pral.g_00530
OG0000495	Praf.g_00701	Pral.g_00529
OG0000496	Praf.g_00703	Pral.g_00527
OG0000497	Praf.g_00705	Pral.g_00525
OG0000498	Praf.g_00706	Pral.g_00524
OG0000499	Praf.g_00708	Pral.g_00522
OG0000500	Praf.g_00709	Pral.g_00521
OG0000501	Praf.g_00712	Pral.g_00519
OG0000502	Praf.g_00713	Pral.g_00518
OG0000503	Praf.g_00714	Pral.g_00516
OG0000504	Praf.g_00716	Pral.g_00515
OG0000505	Praf.g_00717	Pral.g_00514
OG0000506	Praf.g_00718	Pral.g_00513
OG0000507	Praf.g_00719	Pral.g_00512
OG0000508	Praf.g_00723	Pral.g_00510
OG0000509	Praf.g_00724	Pral.g_00509
OG0000510	Praf.g_00725	Pral.g_00508
OG0000511	Praf.g_00726	Pral.g_00507
OG0000512	Praf.g_00728	Pral.g_00506
OG0000513	Praf.g_00729	Pral.g_00505
OG0000514	Praf.g_00730	Pral.g_00504
OG0000515	Praf.g_00733	Pral.g_00503
OG0000516	Praf.g_00734	Pral.g_00502
OG0000517	Praf.g_00735	Pral.g_00501
OG0000518	Praf.g_00739	Pral.g_00498
OG0000519	Praf.g_00740	Pral.g_00497
OG0000520	Praf.g_00741	Pral.g_00496
OG0000521	Praf.g_00742	Pral.g_00495
OG0000522	Praf.g_00749	Pral.g_00494
OG0000523	Praf.g_00750	Pral.g_00493
OG0000524	Praf.g_00751	Pral.g_00492
OG0000525	Praf.g_00753	Pral.g_00490
OG0000526	Praf.g_00754	Pral.g_00489
OG0000527	Praf.g_00755	Pral.g_00488
OG0000528	Praf.g_00756	Pral.g_00487
OG0000529	Praf.g_00757	Pral.g_00486
OG0000530	Praf.g_00758	Pral.g_00485
OG0000531	Praf.g_00761	Pral.g_00483
OG0000532	Praf.g_00763	Pral.g_00482
OG0000533	Praf.g_00764	Pral.g_00481
OG0000534	Praf.g_00765	Pral.g_00480
OG0000535	Praf.g_00766	Pral.g_00479
OG0000536	Praf.g_00767	Pral.g_00478
OG0000537	Praf.g_00768	Pral.g_00477
OG0000538	Praf.g_00769	Pral.g_00476
OG0000539	Praf.g_00771	Pral.g_00475
OG0000540	Praf.g_00773	Pral.g_00474
OG0000541	Praf.g_01659	Pral.g_00472
OG0000542	Praf.g_01661	Pral.g_00471
OG0000543	Praf.g_01662	Pral.g_00470
OG0000544	Praf.g_01663	Pral.g_00469
OG0000545	Praf.g_01666	Pral.g_00466
OG0000546	Praf.g_01667	Pral.g_00465
OG0000547	Praf.g_01669	Pral.g_00464
OG0000548	Praf.g_01674	Pral.g_00462
OG0000549	Praf.g_01675	Pral.g_00461
OG0000550	Praf.g_01676	Pral.g_00460
OG0000551	Praf.g_01680	Pral.g_00459
OG0000552	Praf.g_01684	Pral.g_00458
OG0000553	Praf.g_01685	Pral.g_01430
OG0000554	Praf.g_01687	Pral.g_01432
OG0000555	Praf.g_01688	Pral.g_01433
OG0000556	Praf.g_01689	Pral.g_01434
OG0000557	Praf.g_01690	Pral.g_01435
OG0000558	Praf.g_01692	Pral.g_01436
OG0000559	Praf.g_01693	Pral.g_01437
OG0000560	Praf.g_01695	Pral.g_01439
OG0000561	Praf.g_01696	Pral.g_01440
OG0000562	Praf.g_01698	Pral.g_01441
OG0000563	Praf.g_01699	Pral.g_01442
OG0000564	Praf.g_01700	Pral.g_01443
OG0000565	Praf.g_01708	Pral.g_01444
OG0000566	Praf.g_01709	Pral.g_01445
OG0000567	Praf.g_01710	Pral.g_01446
OG0000568	Praf.g_01711	Pral.g_01447
OG0000569	Praf.g_01713	Pral.g_01448
OG0000570	Praf.g_01716	Pral.g_01449
OG0000571	Praf.g_01717	Pral.g_01450
OG0000572	Praf.g_01718	Pral.g_01451
OG0000573	Praf.g_01722	Pral.g_01454
OG0000574	Praf.g_01727	Pral.g_01455
OG0000575	Praf.g_01728	Pral.g_01456
OG0000576	Praf.g_01729	Pral.g_01457
OG0000577	Praf.g_01730	Pral.g_01458
OG0000578	Praf.g_01731	Pral.g_01459
OG0000579	Praf.g_01733	Pral.g_01460
OG0000580	Praf.g_01736	Pral.g_01461
OG0000581	Praf.g_01737	Pral.g_01462
