Orthogroup	Praf	Prax
OG0000193	Praf.g_00300	Prax.g_00656
OG0000194	Praf.g_00299	Prax.g_00657
OG0000195	Praf.g_00297	Prax.g_00659
OG0000196	Praf.g_00296	Prax.g_00660
OG0000197	Praf.g_00268	Prax.g_01128
OG0000198	Praf.g_00264	Prax.g_01127
OG0000199	Praf.g_00259	Prax.g_01124
OG0000200	Praf.g_00258	Prax.g_01123
OG0000201	Praf.g_00257	Prax.g_01122
OG0000202	Praf.g_00255	Prax.g_01121
OG0000203	Praf.g_00254	Prax.g_01120
OG0000204	Praf.g_00253	Prax.g_01119
OG0000205	Praf.g_00251	Prax.g_01118
OG0000206	Praf.g_00250	Prax.g_01117
OG0000207	Praf.g_00249	Prax.g_01116
OG0000208	Praf.g_00248	Prax.g_01115
OG0000209	Praf.g_00247	Prax.g_01114
OG0000210	Praf.g_00245	Prax.g_01113
OG0000211	Praf.g_00244	Prax.g_01112
OG0000212	Praf.g_00243	Prax.g_01111
OG0000213	Praf.g_00240	Prax.g_01110
OG0000214	Praf.g_00230	Prax.g_01108
OG0000215	Praf.g_00225	Prax.g_01107
OG0000216	Praf.g_00223	Prax.g_01105
OG0000217	Praf.g_00221	Prax.g_01103
OG0000218	Praf.g_00219	Prax.g_01102
OG0000219	Praf.g_00218	Prax.g_01101
OG0000220	Praf.g_00214	Prax.g_01098
OG0000221	Praf.g_00209	Prax.g_01096
OG0000222	Praf.g_00208	Prax.g_01095
OG0000223	Praf.g_00207	Prax.g_01094
OG0000224	Praf.g_02403	Prax.g_01091
OG0000225	Praf.g_02405	Prax.g_01089
OG0000226	Praf.g_02408	Prax.g_01088
OG0000227	Praf.g_02410	Prax.g_01087
OG0000228	Praf.g_02411	Prax.g_01086
OG0000229	Praf.g_02412	Prax.g_01085
OG0000230	Praf.g_02413	Prax.g_01084
OG0000231	Praf.g_02415	Prax.g_01082
OG0000232	Praf.g_02416	Prax.g_01081
OG0000233	Praf.g_02421	Prax.g_01078
OG0000234	Praf.g_02430	Prax.g_01076
OG0000235	Praf.g_02432	Prax.g_01073
OG0000236	Praf.g_02433	Prax.g_01072
OG0000237	Praf.g_02434	Prax.g_01071
OG0000238	Praf.g_02435	Prax.g_01070
OG0000239	Praf.g_02436	Prax.g_01069
OG0000240	Praf.g_02438	Prax.g_01067
OG0000241	Praf.g_02439	Prax.g_01066
OG0000242	Praf.g_02440	Prax.g_01065
OG0000243	Praf.g_02441	Prax.g_01064
OG0000244	Praf.g_02442	Prax.g_01063
OG0000245	Praf.g_02444	Prax.g_01062
OG0000246	Praf.g_02446	Prax.g_01060
OG0000247	Praf.g_02447	Prax.g_01059
OG0000248	Praf.g_02448	Prax.g_01058
OG0000249	Praf.g_02449	Prax.g_01057
OG0000250	Praf.g_02450	Prax.g_01056
OG0000251	Praf.g_02451	Prax.g_01055
OG0000252	Praf.g_02452	Prax.g_01054
OG0000253	Praf.g_02453	Prax.g_01053
OG0000254	Praf.g_02455	Prax.g_01051
OG0000255	Praf.g_02456	Prax.g_01050
OG0000256	Praf.g_02469	Prax.g_01047
OG0000257	Praf.g_02470	Prax.g_01045
OG0000258	Praf.g_02471	Prax.g_01044
OG0000259	Praf.g_02472	Prax.g_01043
OG0000260	Praf.g_02473	Prax.g_01042
OG0000261	Praf.g_02474	Prax.g_01041
OG0000262	Praf.g_02475	Prax.g_01040
OG0000263	Praf.g_02476	Prax.g_01039
OG0000264	Praf.g_01486	Prax.g_01037
OG0000265	Praf.g_02489	Prax.g_01036
OG0000266	Praf.g_02491	Prax.g_01035
OG0000267	Praf.g_02495	Prax.g_01033
OG0000268	Praf.g_02497	Prax.g_01032
OG0000269	Praf.g_02500	Prax.g_01031
OG0000270	Praf.g_02502	Prax.g_01030
OG0000271	Praf.g_02505	Prax.g_01029
OG0000272	Praf.g_02506	Prax.g_01028
OG0000273	Praf.g_02509	Prax.g_01027
OG0000274	Praf.g_02511	Prax.g_01026
OG0000275	Praf.g_02512	Prax.g_01025
OG0000276	Praf.g_02513	Prax.g_01024
OG0000277	Praf.g_02514	Prax.g_01023
OG0000278	Praf.g_02515	Prax.g_01022
OG0000279	Praf.g_02516	Prax.g_01021
OG0000280	Praf.g_02517	Prax.g_01020
OG0000281	Praf.g_02519	Prax.g_01018
OG0000282	Praf.g_02520	Prax.g_01017
OG0000283	Praf.g_02524	Prax.g_01014
OG0000284	Praf.g_02525	Prax.g_01013
OG0000285	Praf.g_02531	Prax.g_01012
OG0000286	Praf.g_02533	Prax.g_01010
OG0000287	Praf.g_02582	Prax.g_01009
OG0000288	Praf.g_02581	Prax.g_01008
OG0000289	Praf.g_02575	Prax.g_01007
OG0000290	Praf.g_02574	Prax.g_01006
OG0000291	Praf.g_02572	Prax.g_01005
OG0000292	Praf.g_02568	Prax.g_01004
OG0000293	Praf.g_02567	Prax.g_01003
OG0000294	Praf.g_02566	Prax.g_01002
OG0000295	Praf.g_02560	Prax.g_01001
OG0000296	Praf.g_02559	Prax.g_01000
OG0000297	Praf.g_02557	Prax.g_00999
OG0000298	Praf.g_02556	Prax.g_00998
OG0000299	Praf.g_02555	Prax.g_00997
OG0000300	Praf.g_02554	Prax.g_00996
OG0000301	Praf.g_02553	Prax.g_00995
OG0000302	Praf.g_02552	Prax.g_00994
OG0000303	Praf.g_02551	Prax.g_00993
OG0000304	Praf.g_02549	Prax.g_00992
OG0000305	Praf.g_02548	Prax.g_00991
OG0000306	Praf.g_02547	Prax.g_00990
OG0000307	Praf.g_00374	Prax.g_00989
OG0000308	Praf.g_00745	Prax.g_00988
OG0000309	Praf.g_00744	Prax.g_00987
OG0000310	Praf.g_00743	Prax.g_00986
OG0000311	Praf.g_00378	Prax.g_00985
OG0000312	Praf.g_00379	Prax.g_00983
OG0000313	Praf.g_00385	Prax.g_00982
OG0000314	Praf.g_00391	Prax.g_00979
OG0000315	Praf.g_00392	Prax.g_00978
OG0000316	Praf.g_02203	Prax.g_00933
OG0000317	Praf.g_02207	Prax.g_00931
OG0000318	Praf.g_02208	Prax.g_00930
OG0000319	Praf.g_02209	Prax.g_00929
OG0000320	Praf.g_02210	Prax.g_00928
OG0000321	Praf.g_02215	Prax.g_00925
OG0000322	Praf.g_02242	Prax.g_00922
OG0000323	Praf.g_02243	Prax.g_00921
OG0000324	Praf.g_02245	Prax.g_00918
OG0000325	Praf.g_02247	Prax.g_00916
OG0000326	Praf.g_02249	Prax.g_00915
OG0000327	Praf.g_02255	Prax.g_00913
OG0000328	Praf.g_00375	Prax.g_00912
OG0000329	Praf.g_02259	Prax.g_00911
OG0000330	Praf.g_02260	Prax.g_00910
OG0000331	Praf.g_02262	Prax.g_00909
OG0000332	Praf.g_02263	Prax.g_00908
OG0000333	Praf.g_02264	Prax.g_00907
OG0000334	Praf.g_02265	Prax.g_00906
OG0000335	Praf.g_02266	Prax.g_00905
OG0000336	Praf.g_02268	Prax.g_00904
OG0000337	Praf.g_02273	Prax.g_00900
OG0000338	Praf.g_02274	Prax.g_00899
OG0000339	Praf.g_02275	Prax.g_00898
OG0000340	Praf.g_02277	Prax.g_00897
OG0000341	Praf.g_02282	Prax.g_00893
OG0000342	Praf.g_02283	Prax.g_00892
OG0000343	Praf.g_02285	Prax.g_00890
OG0000344	Praf.g_02287	Prax.g_00889
OG0000345	Praf.g_02288	Prax.g_00888
OG0000346	Praf.g_02289	Prax.g_00887
OG0000347	Praf.g_02290	Prax.g_00886
OG0000348	Praf.g_02291	Prax.g_00885
OG0000349	Praf.g_02292	Prax.g_00884
OG0000350	Praf.g_02293	Prax.g_00883
OG0000351	Praf.g_02297	Prax.g_00880
OG0000352	Praf.g_02301	Prax.g_00877
OG0000353	Praf.g_02302	Prax.g_00876
OG0000354	Praf.g_02303	Prax.g_00875
OG0000355	Praf.g_02304	Prax.g_00874
OG0000356	Praf.g_02314	Prax.g_00873
OG0000357	Praf.g_02315	Prax.g_00872
OG0000358	Praf.g_02316	Prax.g_00871
OG0000359	Praf.g_02318	Prax.g_00870
OG0000360	Praf.g_02321	Prax.g_00867
OG0000361	Praf.g_02322	Prax.g_00866
OG0000362	Praf.g_02323	Prax.g_00865
OG0000363	Praf.g_02324	Prax.g_00864
OG0000364	Praf.g_02325	Prax.g_00863
OG0000365	Praf.g_02326	Prax.g_00862
OG0000366	Praf.g_02327	Prax.g_00861
OG0000367	Praf.g_02328	Prax.g_00860
OG0000368	Praf.g_02329	Prax.g_00859
OG0000369	Praf.g_02330	Prax.g_00858
OG0000370	Praf.g_02331	Prax.g_00857
OG0000371	Praf.g_02332	Prax.g_00856
OG0000372	Praf.g_02335	Prax.g_00854
OG0000373	Praf.g_02347	Prax.g_00850
OG0000374	Praf.g_02349	Prax.g_00849
OG0000375	Praf.g_02358	Prax.g_00848
OG0000376	Praf.g_02073	Prax.g_00846
OG0000377	Praf.g_02066	Prax.g_00845
OG0000378	Praf.g_02065	Prax.g_00844
OG0000379	Praf.g_02054	Prax.g_00839
OG0000380	Praf.g_02052	Prax.g_00838
OG0000381	Praf.g_02051	Prax.g_00837
OG0000382	Praf.g_02049	Prax.g_00835
OG0000383	Praf.g_02045	Prax.g_00832
OG0000384	Praf.g_02044	Prax.g_00831
OG0000385	Praf.g_02031	Prax.g_00828
OG0000386	Praf.g_02030	Prax.g_00827
OG0000387	Praf.g_02029	Prax.g_00826
OG0000388	Praf.g_02028	Prax.g_00825
OG0000389	Praf.g_02027	Prax.g_00824
OG0000390	Praf.g_02026	Prax.g_00823
OG0000391	Praf.g_02025	Prax.g_00822
OG0000392	Praf.g_02024	Prax.g_00821
OG0000393	Praf.g_02016	Prax.g_00818
OG0000394	Praf.g_02015	Prax.g_00817
OG0000395	Praf.g_02011	Prax.g_00815
OG0000396	Praf.g_01616	Prax.g_00814
OG0000397	Praf.g_00322	Prax.g_00802
OG0000398	Praf.g_00495	Prax.g_00795
OG0000399	Praf.g_01003	Prax.g_00794
OG0000400	Praf.g_02201	Prax.g_00790
OG0000401	Praf.g_02002	Prax.g_00769
OG0000402	Praf.g_02001	Prax.g_00768
OG0000403	Praf.g_01999	Prax.g_00767
OG0000404	Praf.g_01990	Prax.g_00765
OG0000405	Praf.g_01989	Prax.g_00764
OG0000406	Praf.g_01987	Prax.g_00762
OG0000407	Praf.g_01986	Prax.g_00761
OG0000408	Praf.g_01985	Prax.g_00760
OG0000409	Praf.g_01984	Prax.g_00759
OG0000410	Praf.g_01982	Prax.g_00758
OG0000411	Praf.g_01981	Prax.g_00757
OG0000412	Praf.g_01980	Prax.g_00756
OG0000413	Praf.g_01979	Prax.g_00755
OG0000414	Praf.g_01978	Prax.g_00754
OG0000415	Praf.g_01977	Prax.g_00753
OG0000416	Praf.g_01972	Prax.g_00752
OG0000417	Praf.g_01963	Prax.g_00751
OG0000418	Praf.g_01962	Prax.g_00750
OG0000419	Praf.g_01961	Prax.g_00749
OG0000420	Praf.g_01960	Prax.g_00748
OG0000421	Praf.g_01959	Prax.g_00747
OG0000422	Praf.g_01957	Prax.g_00746
OG0000423	Praf.g_01956	Prax.g_00745
OG0000424	Praf.g_01952	Prax.g_00743
OG0000425	Praf.g_01942	Prax.g_00740
OG0000426	Praf.g_01941	Prax.g_00739
OG0000427	Praf.g_01938	Prax.g_00738
OG0000428	Praf.g_01915	Prax.g_00737
OG0000429	Praf.g_01913	Prax.g_00736
OG0000430	Praf.g_01911	Prax.g_00731
OG0000431	Praf.g_01909	Prax.g_00729
OG0000432	Praf.g_01908	Prax.g_00728
OG0000433	Praf.g_00586	Prax.g_00725
OG0000434	Praf.g_00589	Prax.g_00724
OG0000435	Praf.g_00594	Prax.g_00723
OG0000436	Praf.g_00596	Prax.g_00721
OG0000437	Praf.g_00598	Prax.g_00719
OG0000438	Praf.g_00599	Prax.g_00718
OG0000439	Praf.g_00600	Prax.g_00717
OG0000440	Praf.g_00603	Prax.g_00715
OG0000441	Praf.g_00605	Prax.g_00714
OG0000442	Praf.g_00606	Prax.g_00713
OG0000443	Praf.g_00607	Prax.g_00712
OG0000444	Praf.g_00608	Prax.g_00711
OG0000445	Praf.g_00609	Prax.g_00709
OG0000446	Praf.g_00610	Prax.g_00708
OG0000447	Praf.g_00611	Prax.g_00707
OG0000448	Praf.g_00612	Prax.g_00706
OG0000449	Praf.g_00619	Prax.g_00701
OG0000450	Praf.g_00621	Prax.g_00700
OG0000451	Praf.g_00622	Prax.g_00699
OG0000452	Praf.g_00623	Prax.g_00698
OG0000453	Praf.g_00626	Prax.g_00696
OG0000454	Praf.g_00627	Prax.g_00695
OG0000455	Praf.g_00628	Prax.g_00694
OG0000456	Praf.g_00629	Prax.g_00693
OG0000457	Praf.g_00630	Prax.g_00691
OG0000458	Praf.g_00631	Prax.g_00689
OG0000459	Praf.g_00632	Prax.g_00688
OG0000460	Praf.g_00634	Prax.g_00686
OG0000461	Praf.g_00635	Prax.g_00685
OG0000462	Praf.g_00636	Prax.g_00684
OG0000463	Praf.g_00641	Prax.g_00683
OG0000464	Praf.g_00646	Prax.g_00678
OG0000465	Praf.g_00647	Prax.g_00676
OG0000466	Praf.g_00648	Prax.g_00675
OG0000467	Praf.g_00650	Prax.g_00674
OG0000468	Praf.g_00651	Prax.g_00673
OG0000469	Praf.g_00656	Prax.g_00672
OG0000470	Praf.g_01177	Prax.g_00671
OG0000471	Praf.g_01131	Prax.g_00670
OG0000472	Praf.g_00661	Prax.g_00667
OG0000473	Praf.g_00663	Prax.g_00666
OG0000474	Praf.g_00665	Prax.g_00665
OG0000475	Praf.g_00666	Prax.g_00664
OG0000476	Praf.g_00670	Prax.g_00663
OG0000477	Praf.g_00673	Prax.g_00001
OG0000478	Praf.g_00675	Prax.g_00002
OG0000479	Praf.g_00677	Prax.g_00003
OG0000480	Praf.g_00683	Prax.g_00005
OG0000481	Praf.g_00684	Prax.g_00006
OG0000482	Praf.g_00685	Prax.g_00007
OG0000483	Praf.g_00687	Prax.g_00008
OG0000484	Praf.g_00688	Prax.g_00009
OG0000485	Praf.g_00689	Prax.g_00010
OG0000486	Praf.g_00690	Prax.g_00011
OG0000487	Praf.g_00691	Prax.g_00012
OG0000488	Praf.g_00693	Prax.g_00014
OG0000489	Praf.g_00694	Prax.g_00015
OG0000490	Praf.g_00695	Prax.g_00016
OG0000491	Praf.g_00696	Prax.g_00017
OG0000492	Praf.g_00697	Prax.g_00018
OG0000493	Praf.g_00698	Prax.g_00019
OG0000494	Praf.g_00700	Prax.g_00021
OG0000495	Praf.g_00701	Prax.g_00022
OG0000496	Praf.g_00703	Prax.g_00023
OG0000497	Praf.g_00705	Prax.g_00024
OG0000498	Praf.g_00706	Prax.g_00025
OG0000499	Praf.g_00708	Prax.g_00027
OG0000500	Praf.g_00709	Prax.g_00028
OG0000501	Praf.g_00712	Prax.g_00030
OG0000502	Praf.g_00713	Prax.g_00031
OG0000503	Praf.g_00714	Prax.g_00032
OG0000504	Praf.g_00716	Prax.g_00033
OG0000505	Praf.g_00717	Prax.g_00034
OG0000506	Praf.g_00718	Prax.g_00035
OG0000507	Praf.g_00719	Prax.g_00036
OG0000508	Praf.g_00723	Prax.g_00038
OG0000509	Praf.g_00724	Prax.g_00039
OG0000510	Praf.g_00725	Prax.g_00040
OG0000511	Praf.g_00726	Prax.g_00041
OG0000512	Praf.g_00728	Prax.g_00042
OG0000513	Praf.g_00729	Prax.g_00043
OG0000514	Praf.g_00730	Prax.g_00044
OG0000515	Praf.g_00733	Prax.g_00046
OG0000516	Praf.g_00734	Prax.g_00047
OG0000517	Praf.g_00735	Prax.g_00048
OG0000518	Praf.g_00739	Prax.g_00050
OG0000519	Praf.g_00740	Prax.g_00051
OG0000520	Praf.g_00741	Prax.g_00052
OG0000521	Praf.g_00742	Prax.g_00053
OG0000522	Praf.g_00749	Prax.g_00054
OG0000523	Praf.g_00750	Prax.g_00055
OG0000524	Praf.g_00751	Prax.g_00056
OG0000525	Praf.g_00753	Prax.g_00058
OG0000526	Praf.g_00754	Prax.g_00059
OG0000527	Praf.g_00755	Prax.g_00060
OG0000528	Praf.g_00756	Prax.g_00061
OG0000529	Praf.g_00757	Prax.g_00062
OG0000530	Praf.g_00758	Prax.g_00063
OG0000531	Praf.g_00761	Prax.g_00064
OG0000532	Praf.g_00763	Prax.g_00065
OG0000533	Praf.g_00764	Prax.g_00066
OG0000534	Praf.g_00765	Prax.g_00067
OG0000535	Praf.g_00766	Prax.g_00068
OG0000536	Praf.g_00767	Prax.g_00069
OG0000537	Praf.g_00768	Prax.g_00070
OG0000538	Praf.g_00769	Prax.g_00071
OG0000539	Praf.g_00771	Prax.g_00072
OG0000540	Praf.g_00773	Prax.g_00073
OG0000541	Praf.g_01659	Prax.g_00074
OG0000542	Praf.g_01661	Prax.g_00075
OG0000543	Praf.g_01662	Prax.g_00076
OG0000544	Praf.g_01663	Prax.g_00077
OG0000545	Praf.g_01666	Prax.g_00080
OG0000546	Praf.g_01667	Prax.g_00081
OG0000547	Praf.g_01669	Prax.g_00083
OG0000548	Praf.g_01674	Prax.g_00084
OG0000549	Praf.g_01675	Prax.g_00085
OG0000550	Praf.g_01676	Prax.g_00086
OG0000551	Praf.g_01680	Prax.g_00087
OG0000552	Praf.g_01684	Prax.g_00088
OG0000553	Praf.g_01685	Prax.g_00089
OG0000554	Praf.g_01687	Prax.g_00090
OG0000555	Praf.g_01688	Prax.g_00091
OG0000556	Praf.g_01689	Prax.g_00092
OG0000557	Praf.g_01690	Prax.g_00093
OG0000558	Praf.g_01692	Prax.g_00094
OG0000559	Praf.g_01693	Prax.g_00095
OG0000560	Praf.g_01695	Prax.g_00097
OG0000561	Praf.g_01696	Prax.g_00098
OG0000562	Praf.g_01698	Prax.g_00099
OG0000563	Praf.g_01699	Prax.g_00100
OG0000564	Praf.g_01700	Prax.g_00101
OG0000565	Praf.g_01708	Prax.g_00102
OG0000566	Praf.g_01709	Prax.g_00103
OG0000567	Praf.g_01710	Prax.g_00104
OG0000568	Praf.g_01711	Prax.g_00105
OG0000569	Praf.g_01713	Prax.g_00106
OG0000570	Praf.g_01716	Prax.g_00107
OG0000571	Praf.g_01717	Prax.g_00108
OG0000572	Praf.g_01718	Prax.g_00109
OG0000573	Praf.g_01722	Prax.g_00112
OG0000574	Praf.g_01727	Prax.g_00113
OG0000575	Praf.g_01728	Prax.g_00114
OG0000576	Praf.g_01729	Prax.g_00115
OG0000577	Praf.g_01730	Prax.g_00116
OG0000578	Praf.g_01731	Prax.g_00117
OG0000579	Praf.g_01733	Prax.g_00118
OG0000580	Praf.g_01736	Prax.g_00119
OG0000581	Praf.g_01737	Prax.g_00120
OG0000582	Praf.g_01738	Prax.g_00121
OG0000583	Praf.g_01739	Prax.g_00122
OG0000584	Praf.g_01741	Prax.g_00123
OG0000585	Praf.g_01742	Prax.g_00977
OG0000586	Praf.g_01744	Prax.g_00975
OG0000587	Praf.g_01745	Prax.g_00974
