Orthogroup	Praf	Prbg
OG0000164	Praf.g_00040	Prbg.g_00841
OG0000165	Praf.g_00045	Prbg.g_00838
OG0000166	Praf.g_00046	Prbg.g_00837
OG0000167	Praf.g_00047	Prbg.g_00836
OG0000168	Praf.g_00050	Prbg.g_00834
OG0000169	Praf.g_00052	Prbg.g_00832
OG0000170	Praf.g_02654	Prbg.g_00830
OG0000171	Praf.g_02652	Prbg.g_00829
OG0000172	Praf.g_02618	Prbg.g_00828
OG0000173	Praf.g_02611	Prbg.g_00825
OG0000174	Praf.g_02605	Prbg.g_00824
OG0000175	Praf.g_02603	Prbg.g_00823
OG0000176	Praf.g_02601	Prbg.g_00821
OG0000177	Praf.g_02597	Prbg.g_00820
OG0000178	Praf.g_02596	Prbg.g_00818
OG0000179	Praf.g_00328	Prbg.g_00806
OG0000180	Praf.g_00326	Prbg.g_00805
OG0000181	Praf.g_00325	Prbg.g_00804
OG0000182	Praf.g_00321	Prbg.g_00800
OG0000183	Praf.g_00320	Prbg.g_00799
OG0000184	Praf.g_00316	Prbg.g_00796
OG0000185	Praf.g_00310	Prbg.g_00792
OG0000186	Praf.g_00309	Prbg.g_00791
OG0000187	Praf.g_00962	Prbg.g_00017
OG0000188	Praf.g_00308	Prbg.g_00790
OG0000189	Praf.g_00304	Prbg.g_00789
OG0000190	Praf.g_00303	Prbg.g_00788
OG0000191	Praf.g_00302	Prbg.g_00787
OG0000192	Praf.g_00301	Prbg.g_00786
OG0000193	Praf.g_00300	Prbg.g_00785
OG0000194	Praf.g_00299	Prbg.g_00784
OG0000195	Praf.g_00297	Prbg.g_00782
OG0000196	Praf.g_00296	Prbg.g_00781
OG0000197	Praf.g_00268	Prbg.g_00780
OG0000198	Praf.g_00264	Prbg.g_00861
OG0000199	Praf.g_00259	Prbg.g_00864
OG0000200	Praf.g_00258	Prbg.g_00865
OG0000201	Praf.g_00257	Prbg.g_00866
OG0000202	Praf.g_00255	Prbg.g_00868
OG0000203	Praf.g_00254	Prbg.g_00869
OG0000204	Praf.g_00253	Prbg.g_00870
OG0000205	Praf.g_00251	Prbg.g_00872
OG0000206	Praf.g_00250	Prbg.g_00873
OG0000207	Praf.g_00249	Prbg.g_00874
OG0000208	Praf.g_00248	Prbg.g_00875
OG0000209	Praf.g_00247	Prbg.g_00876
OG0000210	Praf.g_00245	Prbg.g_00877
OG0000211	Praf.g_00244	Prbg.g_00879
OG0000212	Praf.g_00243	Prbg.g_00880
OG0000213	Praf.g_00240	Prbg.g_00881
OG0000214	Praf.g_00230	Prbg.g_00885
OG0000215	Praf.g_00225	Prbg.g_00886
OG0000216	Praf.g_00223	Prbg.g_00888
OG0000217	Praf.g_00221	Prbg.g_00889
OG0000218	Praf.g_00219	Prbg.g_00890
OG0000219	Praf.g_00218	Prbg.g_00891
OG0000220	Praf.g_00214	Prbg.g_00894
OG0000221	Praf.g_00209	Prbg.g_00897
OG0000222	Praf.g_00208	Prbg.g_00898
OG0000223	Praf.g_00207	Prbg.g_00899
OG0000224	Praf.g_02403	Prbg.g_00901
OG0000225	Praf.g_02405	Prbg.g_00903
OG0000226	Praf.g_02408	Prbg.g_00905
OG0000227	Praf.g_02410	Prbg.g_00906
OG0000228	Praf.g_02411	Prbg.g_00907
OG0000229	Praf.g_02412	Prbg.g_00908
OG0000230	Praf.g_02413	Prbg.g_00909
OG0000231	Praf.g_02415	Prbg.g_01349
OG0000232	Praf.g_02416	Prbg.g_00911
OG0000233	Praf.g_02421	Prbg.g_00914
OG0000234	Praf.g_02430	Prbg.g_00916
OG0000235	Praf.g_02432	Prbg.g_00922
OG0000236	Praf.g_02433	Prbg.g_00923
OG0000237	Praf.g_02434	Prbg.g_00924
OG0000238	Praf.g_02435	Prbg.g_00925
OG0000239	Praf.g_02436	Prbg.g_00926
OG0000240	Praf.g_02438	Prbg.g_00928
OG0000241	Praf.g_02439	Prbg.g_00929
OG0000242	Praf.g_02440	Prbg.g_00930
OG0000243	Praf.g_02441	Prbg.g_00931
OG0000244	Praf.g_02442	Prbg.g_00932
OG0000245	Praf.g_02444	Prbg.g_00934
OG0000246	Praf.g_02446	Prbg.g_00936
OG0000247	Praf.g_02447	Prbg.g_00937
OG0000248	Praf.g_02448	Prbg.g_00938
OG0000249	Praf.g_02449	Prbg.g_00939
OG0000250	Praf.g_02450	Prbg.g_00940
OG0000251	Praf.g_02451	Prbg.g_00941
OG0000252	Praf.g_02452	Prbg.g_00942
OG0000253	Praf.g_02453	Prbg.g_00943
OG0000254	Praf.g_02455	Prbg.g_00945
OG0000255	Praf.g_02456	Prbg.g_00946
OG0000256	Praf.g_02469	Prbg.g_00949
OG0000257	Praf.g_02470	Prbg.g_00951
OG0000258	Praf.g_02471	Prbg.g_00952
OG0000259	Praf.g_02472	Prbg.g_00953
OG0000260	Praf.g_02473	Prbg.g_00954
OG0000261	Praf.g_02474	Prbg.g_00955
OG0000262	Praf.g_02475	Prbg.g_00956
OG0000263	Praf.g_02476	Prbg.g_00957
OG0000264	Praf.g_01486	Prbg.g_00959
OG0000265	Praf.g_02489	Prbg.g_00960
OG0000266	Praf.g_02491	Prbg.g_00961
OG0000267	Praf.g_02495	Prbg.g_00963
OG0000268	Praf.g_02497	Prbg.g_00965
OG0000269	Praf.g_02500	Prbg.g_00966
OG0000270	Praf.g_02502	Prbg.g_00967
OG0000271	Praf.g_02505	Prbg.g_00968
OG0000272	Praf.g_02506	Prbg.g_00969
OG0000273	Praf.g_02509	Prbg.g_00970
OG0000274	Praf.g_02511	Prbg.g_00971
OG0000275	Praf.g_02512	Prbg.g_00972
OG0000276	Praf.g_02513	Prbg.g_00973
OG0000277	Praf.g_02514	Prbg.g_00974
OG0000278	Praf.g_02515	Prbg.g_00975
OG0000279	Praf.g_02516	Prbg.g_00976
OG0000280	Praf.g_02517	Prbg.g_00977
OG0000281	Praf.g_02519	Prbg.g_00979
OG0000282	Praf.g_02520	Prbg.g_00980
OG0000283	Praf.g_02524	Prbg.g_00983
OG0000284	Praf.g_02525	Prbg.g_00984
OG0000285	Praf.g_02531	Prbg.g_00985
OG0000286	Praf.g_02533	Prbg.g_00987
OG0000287	Praf.g_02582	Prbg.g_00989
OG0000288	Praf.g_02581	Prbg.g_00990
OG0000289	Praf.g_02575	Prbg.g_00991
OG0000290	Praf.g_02574	Prbg.g_00992
OG0000291	Praf.g_02572	Prbg.g_00993
OG0000292	Praf.g_02568	Prbg.g_00994
OG0000293	Praf.g_02567	Prbg.g_00995
OG0000294	Praf.g_02566	Prbg.g_00996
OG0000295	Praf.g_02560	Prbg.g_00997
OG0000296	Praf.g_02559	Prbg.g_00998
OG0000297	Praf.g_02557	Prbg.g_00999
OG0000298	Praf.g_02556	Prbg.g_01000
OG0000299	Praf.g_02555	Prbg.g_01001
OG0000300	Praf.g_02554	Prbg.g_01002
OG0000301	Praf.g_02553	Prbg.g_01003
OG0000302	Praf.g_02552	Prbg.g_01004
OG0000303	Praf.g_02551	Prbg.g_01005
OG0000304	Praf.g_02549	Prbg.g_01007
OG0000305	Praf.g_02548	Prbg.g_01008
OG0000306	Praf.g_02547	Prbg.g_01009
OG0000307	Praf.g_00374	Prbg.g_01011
OG0000308	Praf.g_00745	Prbg.g_01012
OG0000309	Praf.g_00744	Prbg.g_01013
OG0000310	Praf.g_00743	Prbg.g_01014
OG0000311	Praf.g_00378	Prbg.g_01015
OG0000312	Praf.g_00379	Prbg.g_01017
OG0000313	Praf.g_00385	Prbg.g_01018
OG0000314	Praf.g_00391	Prbg.g_01022
OG0000315	Praf.g_00392	Prbg.g_01023
OG0000316	Praf.g_02203	Prbg.g_01025
OG0000317	Praf.g_02207	Prbg.g_01027
OG0000318	Praf.g_02208	Prbg.g_01028
OG0000319	Praf.g_02209	Prbg.g_01029
OG0000320	Praf.g_02210	Prbg.g_01030
OG0000321	Praf.g_02215	Prbg.g_01033
OG0000322	Praf.g_02242	Prbg.g_01037
OG0000323	Praf.g_02243	Prbg.g_01038
OG0000324	Praf.g_02245	Prbg.g_01041
OG0000325	Praf.g_02247	Prbg.g_01042
OG0000326	Praf.g_02249	Prbg.g_01043
OG0000327	Praf.g_02255	Prbg.g_01045
OG0000328	Praf.g_00375	Prbg.g_01046
OG0000329	Praf.g_02259	Prbg.g_00042
OG0000330	Praf.g_02260	Prbg.g_00043
OG0000331	Praf.g_02262	Prbg.g_00045
OG0000332	Praf.g_02263	Prbg.g_00046
OG0000333	Praf.g_02264	Prbg.g_00047
OG0000334	Praf.g_02265	Prbg.g_00048
OG0000335	Praf.g_02266	Prbg.g_00049
OG0000336	Praf.g_02268	Prbg.g_00051
OG0000337	Praf.g_02273	Prbg.g_00054
OG0000338	Praf.g_02274	Prbg.g_00055
OG0000339	Praf.g_02275	Prbg.g_00056
OG0000340	Praf.g_02277	Prbg.g_00057
OG0000341	Praf.g_02282	Prbg.g_00061
OG0000342	Praf.g_02283	Prbg.g_00062
OG0000343	Praf.g_02285	Prbg.g_00065
OG0000344	Praf.g_02287	Prbg.g_00066
OG0000345	Praf.g_02288	Prbg.g_00067
OG0000346	Praf.g_02289	Prbg.g_00068
OG0000347	Praf.g_02290	Prbg.g_00069
OG0000348	Praf.g_02291	Prbg.g_00071
OG0000349	Praf.g_02292	Prbg.g_00072
OG0000350	Praf.g_02293	Prbg.g_00073
OG0000351	Praf.g_02297	Prbg.g_00075
OG0000352	Praf.g_02301	Prbg.g_00078
OG0000353	Praf.g_02302	Prbg.g_00079
OG0000354	Praf.g_02303	Prbg.g_00080
OG0000355	Praf.g_02304	Prbg.g_00081
OG0000356	Praf.g_02314	Prbg.g_00082
OG0000357	Praf.g_02315	Prbg.g_00083
OG0000358	Praf.g_02316	Prbg.g_00084
OG0000359	Praf.g_02318	Prbg.g_00085
OG0000360	Praf.g_02321	Prbg.g_00087
OG0000361	Praf.g_02322	Prbg.g_00088
OG0000362	Praf.g_02323	Prbg.g_00089
OG0000363	Praf.g_02324	Prbg.g_00090
OG0000364	Praf.g_02325	Prbg.g_00091
OG0000365	Praf.g_02326	Prbg.g_00092
OG0000366	Praf.g_02327	Prbg.g_00093
OG0000367	Praf.g_02328	Prbg.g_00094
OG0000368	Praf.g_02329	Prbg.g_00095
OG0000369	Praf.g_02330	Prbg.g_00096
OG0000370	Praf.g_02331	Prbg.g_00097
OG0000371	Praf.g_02332	Prbg.g_00098
OG0000372	Praf.g_02335	Prbg.g_00099
OG0000373	Praf.g_02347	Prbg.g_00101
OG0000374	Praf.g_02349	Prbg.g_00102
OG0000375	Praf.g_02358	Prbg.g_00103
OG0000376	Praf.g_02073	Prbg.g_00104
OG0000377	Praf.g_02066	Prbg.g_00110
OG0000378	Praf.g_02065	Prbg.g_00111
OG0000379	Praf.g_02054	Prbg.g_00117
OG0000380	Praf.g_02052	Prbg.g_00119
OG0000381	Praf.g_02051	Prbg.g_00120
OG0000382	Praf.g_02049	Prbg.g_00121
OG0000383	Praf.g_02045	Prbg.g_00124
OG0000384	Praf.g_02044	Prbg.g_00125
OG0000385	Praf.g_02031	Prbg.g_00128
OG0000386	Praf.g_02030	Prbg.g_00129
OG0000387	Praf.g_02029	Prbg.g_00130
OG0000388	Praf.g_02028	Prbg.g_00131
OG0000389	Praf.g_02027	Prbg.g_00132
OG0000390	Praf.g_02026	Prbg.g_01941
OG0000391	Praf.g_02025	Prbg.g_01942
OG0000392	Praf.g_02024	Prbg.g_01943
OG0000393	Praf.g_02016	Prbg.g_00136
OG0000394	Praf.g_02015	Prbg.g_00137
OG0000395	Praf.g_02011	Prbg.g_00140
OG0000396	Praf.g_01616	Prbg.g_01214
OG0000397	Praf.g_00322	Prbg.g_01530
OG0000398	Praf.g_00495	Prbg.g_01602
OG0000399	Praf.g_01003	Prbg.g_01525
OG0000400	Praf.g_02201	Prbg.g_01714
OG0000401	Praf.g_02002	Prbg.g_00151
OG0000402	Praf.g_02001	Prbg.g_00152
OG0000403	Praf.g_01999	Prbg.g_00153
OG0000404	Praf.g_01990	Prbg.g_00155
OG0000405	Praf.g_01989	Prbg.g_00156
OG0000406	Praf.g_01987	Prbg.g_00158
OG0000407	Praf.g_01986	Prbg.g_00159
OG0000408	Praf.g_01985	Prbg.g_00160
OG0000409	Praf.g_01984	Prbg.g_00161
OG0000410	Praf.g_01982	Prbg.g_00162
OG0000411	Praf.g_01981	Prbg.g_00163
OG0000412	Praf.g_01980	Prbg.g_00164
OG0000413	Praf.g_01979	Prbg.g_00165
OG0000414	Praf.g_01978	Prbg.g_00166
OG0000415	Praf.g_01977	Prbg.g_00167
OG0000416	Praf.g_01972	Prbg.g_00168
OG0000417	Praf.g_01963	Prbg.g_00169
OG0000418	Praf.g_01962	Prbg.g_00170
OG0000419	Praf.g_01961	Prbg.g_00171
OG0000420	Praf.g_01960	Prbg.g_00172
OG0000421	Praf.g_01959	Prbg.g_00176
OG0000422	Praf.g_01957	Prbg.g_00178
OG0000423	Praf.g_01956	Prbg.g_00179
OG0000424	Praf.g_01952	Prbg.g_00180
OG0000425	Praf.g_01942	Prbg.g_00184
OG0000426	Praf.g_01941	Prbg.g_00185
OG0000427	Praf.g_01938	Prbg.g_00186
OG0000428	Praf.g_01915	Prbg.g_00188
OG0000429	Praf.g_01913	Prbg.g_00189
OG0000430	Praf.g_01911	Prbg.g_00190
OG0000431	Praf.g_01909	Prbg.g_00192
OG0000432	Praf.g_01908	Prbg.g_00193
OG0000433	Praf.g_00586	Prbg.g_00196
OG0000434	Praf.g_00589	Prbg.g_00197
OG0000435	Praf.g_00594	Prbg.g_00198
OG0000436	Praf.g_00596	Prbg.g_00200
OG0000437	Praf.g_00598	Prbg.g_00202
OG0000438	Praf.g_00599	Prbg.g_00203
OG0000439	Praf.g_00600	Prbg.g_00204
OG0000440	Praf.g_00603	Prbg.g_00206
OG0000441	Praf.g_00605	Prbg.g_00207
OG0000442	Praf.g_00606	Prbg.g_00208
OG0000443	Praf.g_00607	Prbg.g_00209
OG0000444	Praf.g_00608	Prbg.g_00210
OG0000445	Praf.g_00609	Prbg.g_00211
OG0000446	Praf.g_00610	Prbg.g_00212
OG0000447	Praf.g_00611	Prbg.g_00213
OG0000448	Praf.g_00612	Prbg.g_00214
OG0000449	Praf.g_00619	Prbg.g_00220
OG0000450	Praf.g_00621	Prbg.g_00221
OG0000451	Praf.g_00622	Prbg.g_00222
OG0000452	Praf.g_00623	Prbg.g_00223
OG0000453	Praf.g_00626	Prbg.g_00224
OG0000454	Praf.g_00627	Prbg.g_00225
OG0000455	Praf.g_00628	Prbg.g_00226
OG0000456	Praf.g_00629	Prbg.g_00227
OG0000457	Praf.g_00630	Prbg.g_00229
OG0000458	Praf.g_00631	Prbg.g_00231
OG0000459	Praf.g_00632	Prbg.g_00232
OG0000460	Praf.g_00634	Prbg.g_00234
OG0000461	Praf.g_00635	Prbg.g_00235
OG0000462	Praf.g_00636	Prbg.g_00236
OG0000463	Praf.g_00641	Prbg.g_00237
OG0000464	Praf.g_00646	Prbg.g_00241
OG0000465	Praf.g_00647	Prbg.g_00242
OG0000466	Praf.g_00648	Prbg.g_00243
OG0000467	Praf.g_00650	Prbg.g_00244
OG0000468	Praf.g_00651	Prbg.g_00245
OG0000469	Praf.g_00656	Prbg.g_00246
OG0000470	Praf.g_01177	Prbg.g_00247
OG0000471	Praf.g_01131	Prbg.g_00248
OG0000472	Praf.g_00661	Prbg.g_00251
OG0000473	Praf.g_00663	Prbg.g_00252
OG0000474	Praf.g_00665	Prbg.g_00253
OG0000475	Praf.g_00666	Prbg.g_00254
OG0000476	Praf.g_00670	Prbg.g_00255
OG0000477	Praf.g_00673	Prbg.g_00257
OG0000478	Praf.g_00675	Prbg.g_00258
OG0000479	Praf.g_00677	Prbg.g_00259
OG0000480	Praf.g_00683	Prbg.g_00261
OG0000481	Praf.g_00684	Prbg.g_00262
OG0000482	Praf.g_00685	Prbg.g_00264
OG0000483	Praf.g_00687	Prbg.g_00265
OG0000484	Praf.g_00688	Prbg.g_00266
OG0000485	Praf.g_00689	Prbg.g_00267
OG0000486	Praf.g_00690	Prbg.g_00268
OG0000487	Praf.g_00691	Prbg.g_00269
OG0000488	Praf.g_00693	Prbg.g_00271
OG0000489	Praf.g_00694	Prbg.g_00272
OG0000490	Praf.g_00695	Prbg.g_00273
OG0000491	Praf.g_00696	Prbg.g_00274
OG0000492	Praf.g_00697	Prbg.g_00275
OG0000493	Praf.g_00698	Prbg.g_00276
OG0000494	Praf.g_00700	Prbg.g_00277
OG0000495	Praf.g_00701	Prbg.g_00278
OG0000496	Praf.g_00703	Prbg.g_00280
OG0000497	Praf.g_00705	Prbg.g_00282
OG0000498	Praf.g_00706	Prbg.g_00283
OG0000499	Praf.g_00708	Prbg.g_00285
OG0000500	Praf.g_00709	Prbg.g_00286
OG0000501	Praf.g_00712	Prbg.g_00288
OG0000502	Praf.g_00713	Prbg.g_00289
OG0000503	Praf.g_00714	Prbg.g_00290
OG0000504	Praf.g_00716	Prbg.g_00291
OG0000505	Praf.g_00717	Prbg.g_00292
OG0000506	Praf.g_00718	Prbg.g_00293
OG0000507	Praf.g_00719	Prbg.g_00294
OG0000508	Praf.g_00723	Prbg.g_00296
OG0000509	Praf.g_00724	Prbg.g_00297
OG0000510	Praf.g_00725	Prbg.g_00298
OG0000511	Praf.g_00726	Prbg.g_00299
OG0000512	Praf.g_00728	Prbg.g_00300
OG0000513	Praf.g_00729	Prbg.g_00301
OG0000514	Praf.g_00730	Prbg.g_00302
OG0000515	Praf.g_00733	Prbg.g_00305
OG0000516	Praf.g_00734	Prbg.g_00306
OG0000517	Praf.g_00735	Prbg.g_00307
OG0000518	Praf.g_00739	Prbg.g_00310
OG0000519	Praf.g_00740	Prbg.g_00311
OG0000520	Praf.g_00741	Prbg.g_00312
OG0000521	Praf.g_00742	Prbg.g_00313
OG0000522	Praf.g_00749	Prbg.g_00314
OG0000523	Praf.g_00750	Prbg.g_00315
OG0000524	Praf.g_00751	Prbg.g_00316
OG0000525	Praf.g_00753	Prbg.g_00318
OG0000526	Praf.g_00754	Prbg.g_00319
OG0000527	Praf.g_00755	Prbg.g_00320
OG0000528	Praf.g_00756	Prbg.g_00321
OG0000529	Praf.g_00757	Prbg.g_00322
OG0000530	Praf.g_00758	Prbg.g_00323
OG0000531	Praf.g_00761	Prbg.g_00325
OG0000532	Praf.g_00763	Prbg.g_00326
OG0000533	Praf.g_00764	Prbg.g_00327
OG0000534	Praf.g_00765	Prbg.g_00328
OG0000535	Praf.g_00766	Prbg.g_00329
OG0000536	Praf.g_00767	Prbg.g_00330
OG0000537	Praf.g_00768	Prbg.g_00331
OG0000538	Praf.g_00769	Prbg.g_00332
OG0000539	Praf.g_00771	Prbg.g_00333
OG0000540	Praf.g_00773	Prbg.g_00334
OG0000541	Praf.g_01659	Prbg.g_00335
OG0000542	Praf.g_01661	Prbg.g_00336
OG0000543	Praf.g_01662	Prbg.g_00337
OG0000544	Praf.g_01663	Prbg.g_00338
OG0000545	Praf.g_01666	Prbg.g_00340
OG0000546	Praf.g_01667	Prbg.g_00341
OG0000547	Praf.g_01669	Prbg.g_00343
OG0000548	Praf.g_01674	Prbg.g_00345
OG0000549	Praf.g_01675	Prbg.g_00346
OG0000550	Praf.g_01676	Prbg.g_00347
OG0000551	Praf.g_01680	Prbg.g_00349
OG0000552	Praf.g_01684	Prbg.g_00350
OG0000553	Praf.g_01685	Prbg.g_01427
OG0000554	Praf.g_01687	Prbg.g_01426
OG0000555	Praf.g_01688	Prbg.g_01425
OG0000556	Praf.g_01689	Prbg.g_01424
OG0000557	Praf.g_01690	Prbg.g_01423
OG0000558	Praf.g_01692	Prbg.g_01422
OG0000559	Praf.g_01693	Prbg.g_01421
OG0000560	Praf.g_01695	Prbg.g_01419
OG0000561	Praf.g_01696	Prbg.g_01418
