Orthogroup	Praf	Praz
OG0000154	Praf.g_00024	Praz.g_00384
OG0000155	Praf.g_00025	Praz.g_00385
OG0000156	Praf.g_00026	Praz.g_00386
OG0000157	Praf.g_00027	Praz.g_00387
OG0000158	Praf.g_00029	Praz.g_00389
OG0000159	Praf.g_00030	Praz.g_00390
OG0000160	Praf.g_00031	Praz.g_00391
OG0000161	Praf.g_00032	Praz.g_00392
OG0000162	Praf.g_00033	Praz.g_00393
OG0000163	Praf.g_00035	Praz.g_00394
OG0000164	Praf.g_00040	Praz.g_00397
OG0000165	Praf.g_00045	Praz.g_00400
OG0000166	Praf.g_00046	Praz.g_00401
OG0000167	Praf.g_00047	Praz.g_00402
OG0000168	Praf.g_00050	Praz.g_00406
OG0000169	Praf.g_00052	Praz.g_00408
OG0000170	Praf.g_02654	Praz.g_00409
OG0000171	Praf.g_02652	Praz.g_00410
OG0000172	Praf.g_02618	Praz.g_00411
OG0000173	Praf.g_02611	Praz.g_00412
OG0000174	Praf.g_02605	Praz.g_00413
OG0000175	Praf.g_02603	Praz.g_00414
OG0000176	Praf.g_02601	Praz.g_00416
OG0000177	Praf.g_02597	Praz.g_00417
OG0000178	Praf.g_02596	Praz.g_00418
OG0000179	Praf.g_00328	Praz.g_00424
OG0000180	Praf.g_00326	Praz.g_00425
OG0000181	Praf.g_00325	Praz.g_00426
OG0000182	Praf.g_00321	Praz.g_00429
OG0000183	Praf.g_00320	Praz.g_00430
OG0000184	Praf.g_00316	Praz.g_00433
OG0000185	Praf.g_00310	Praz.g_00437
OG0000186	Praf.g_00309	Praz.g_00438
OG0000187	Praf.g_00962	Praz.g_00439
OG0000188	Praf.g_00308	Praz.g_00440
OG0000189	Praf.g_00304	Praz.g_00441
OG0000190	Praf.g_00303	Praz.g_00442
OG0000191	Praf.g_00302	Praz.g_00443
OG0000192	Praf.g_00301	Praz.g_00444
OG0000193	Praf.g_00300	Praz.g_00445
OG0000194	Praf.g_00299	Praz.g_00446
OG0000195	Praf.g_00297	Praz.g_00448
OG0000196	Praf.g_00296	Praz.g_00449
OG0000197	Praf.g_00268	Praz.g_00450
OG0000198	Praf.g_00264	Praz.g_00451
OG0000199	Praf.g_00259	Praz.g_00454
OG0000200	Praf.g_00258	Praz.g_00455
OG0000201	Praf.g_00257	Praz.g_00456
OG0000202	Praf.g_00255	Praz.g_00457
OG0000203	Praf.g_00254	Praz.g_00458
OG0000204	Praf.g_00253	Praz.g_00459
OG0000205	Praf.g_00251	Praz.g_00460
OG0000206	Praf.g_00250	Praz.g_00461
OG0000207	Praf.g_00249	Praz.g_00462
OG0000208	Praf.g_00248	Praz.g_00463
OG0000209	Praf.g_00247	Praz.g_00464
OG0000210	Praf.g_00245	Praz.g_00466
OG0000211	Praf.g_00244	Praz.g_00467
OG0000212	Praf.g_00243	Praz.g_00468
OG0000213	Praf.g_00240	Praz.g_00469
OG0000214	Praf.g_00230	Praz.g_00471
OG0000215	Praf.g_00225	Praz.g_00472
OG0000216	Praf.g_00223	Praz.g_00474
OG0000217	Praf.g_00221	Praz.g_00475
OG0000218	Praf.g_00219	Praz.g_00476
OG0000219	Praf.g_00218	Praz.g_00477
OG0000220	Praf.g_00214	Praz.g_00480
OG0000221	Praf.g_00209	Praz.g_00482
OG0000222	Praf.g_00208	Praz.g_00483
OG0000223	Praf.g_00207	Praz.g_00484
OG0000224	Praf.g_02403	Praz.g_00487
OG0000225	Praf.g_02405	Praz.g_00489
OG0000226	Praf.g_02408	Praz.g_00490
OG0000227	Praf.g_02410	Praz.g_00491
OG0000228	Praf.g_02411	Praz.g_00492
OG0000229	Praf.g_02412	Praz.g_00493
OG0000230	Praf.g_02413	Praz.g_00494
OG0000231	Praf.g_02415	Praz.g_00496
OG0000232	Praf.g_02416	Praz.g_00497
OG0000233	Praf.g_02421	Praz.g_00500
OG0000234	Praf.g_02430	Praz.g_00502
OG0000235	Praf.g_02432	Praz.g_00505
OG0000236	Praf.g_02433	Praz.g_00506
OG0000237	Praf.g_02434	Praz.g_00507
OG0000238	Praf.g_02435	Praz.g_00508
OG0000239	Praf.g_02436	Praz.g_00509
OG0000240	Praf.g_02438	Praz.g_00511
OG0000241	Praf.g_02439	Praz.g_00512
OG0000242	Praf.g_02440	Praz.g_00513
OG0000243	Praf.g_02441	Praz.g_00514
OG0000244	Praf.g_02442	Praz.g_00515
OG0000245	Praf.g_02444	Praz.g_00516
OG0000246	Praf.g_02446	Praz.g_00518
OG0000247	Praf.g_02447	Praz.g_00519
OG0000248	Praf.g_02448	Praz.g_00520
OG0000249	Praf.g_02449	Praz.g_00521
OG0000250	Praf.g_02450	Praz.g_00522
OG0000251	Praf.g_02451	Praz.g_00523
OG0000252	Praf.g_02452	Praz.g_00524
OG0000253	Praf.g_02453	Praz.g_00525
OG0000254	Praf.g_02455	Praz.g_00527
OG0000255	Praf.g_02456	Praz.g_00528
OG0000256	Praf.g_02469	Praz.g_00531
OG0000257	Praf.g_02470	Praz.g_00533
OG0000258	Praf.g_02471	Praz.g_00534
OG0000259	Praf.g_02472	Praz.g_00535
OG0000260	Praf.g_02473	Praz.g_00536
OG0000261	Praf.g_02474	Praz.g_00537
OG0000262	Praf.g_02475	Praz.g_00538
OG0000263	Praf.g_02476	Praz.g_00539
OG0000264	Praf.g_01486	Praz.g_00541
OG0000265	Praf.g_02489	Praz.g_00542
OG0000266	Praf.g_02491	Praz.g_00543
OG0000267	Praf.g_02495	Praz.g_00545
OG0000268	Praf.g_02497	Praz.g_00546
OG0000269	Praf.g_02500	Praz.g_00547
OG0000270	Praf.g_02502	Praz.g_00548
OG0000271	Praf.g_02505	Praz.g_00549
OG0000272	Praf.g_02506	Praz.g_00550
OG0000273	Praf.g_02509	Praz.g_00551
OG0000274	Praf.g_02511	Praz.g_00552
OG0000275	Praf.g_02512	Praz.g_00553
OG0000276	Praf.g_02513	Praz.g_00554
OG0000277	Praf.g_02514	Praz.g_00555
OG0000278	Praf.g_02515	Praz.g_00556
OG0000279	Praf.g_02516	Praz.g_00557
OG0000280	Praf.g_02517	Praz.g_00558
OG0000281	Praf.g_02519	Praz.g_00560
OG0000282	Praf.g_02520	Praz.g_00561
OG0000283	Praf.g_02524	Praz.g_00564
OG0000284	Praf.g_02525	Praz.g_00565
OG0000285	Praf.g_02531	Praz.g_00566
OG0000286	Praf.g_02533	Praz.g_00568
OG0000287	Praf.g_02582	Praz.g_00569
OG0000288	Praf.g_02581	Praz.g_00570
OG0000289	Praf.g_02575	Praz.g_00571
OG0000290	Praf.g_02574	Praz.g_00572
OG0000291	Praf.g_02572	Praz.g_00573
OG0000292	Praf.g_02568	Praz.g_00574
OG0000293	Praf.g_02567	Praz.g_00575
OG0000294	Praf.g_02566	Praz.g_00576
OG0000295	Praf.g_02560	Praz.g_00577
OG0000296	Praf.g_02559	Praz.g_00578
OG0000297	Praf.g_02557	Praz.g_00579
OG0000298	Praf.g_02556	Praz.g_00580
OG0000299	Praf.g_02555	Praz.g_00581
OG0000300	Praf.g_02554	Praz.g_00582
OG0000301	Praf.g_02553	Praz.g_00583
OG0000302	Praf.g_02552	Praz.g_00584
OG0000303	Praf.g_02551	Praz.g_00585
OG0000304	Praf.g_02549	Praz.g_00586
OG0000305	Praf.g_02548	Praz.g_00587
OG0000306	Praf.g_02547	Praz.g_00588
OG0000307	Praf.g_00374	Praz.g_00589
OG0000308	Praf.g_00745	Praz.g_00590
OG0000309	Praf.g_00744	Praz.g_00591
OG0000310	Praf.g_00743	Praz.g_00592
OG0000311	Praf.g_00378	Praz.g_00593
OG0000312	Praf.g_00379	Praz.g_00595
OG0000313	Praf.g_00385	Praz.g_00596
OG0000314	Praf.g_00391	Praz.g_00599
OG0000315	Praf.g_00392	Praz.g_00600
OG0000316	Praf.g_02203	Praz.g_00602
OG0000317	Praf.g_02207	Praz.g_00604
OG0000318	Praf.g_02208	Praz.g_00605
OG0000319	Praf.g_02209	Praz.g_00606
OG0000320	Praf.g_02210	Praz.g_00607
OG0000321	Praf.g_02215	Praz.g_00610
OG0000322	Praf.g_02242	Praz.g_00613
OG0000323	Praf.g_02243	Praz.g_00614
OG0000324	Praf.g_02245	Praz.g_00617
OG0000325	Praf.g_02247	Praz.g_00618
OG0000326	Praf.g_02249	Praz.g_00619
OG0000327	Praf.g_02255	Praz.g_00621
OG0000328	Praf.g_00375	Praz.g_00622
OG0000329	Praf.g_02259	Praz.g_00623
OG0000330	Praf.g_02260	Praz.g_00624
OG0000331	Praf.g_02262	Praz.g_00625
OG0000332	Praf.g_02263	Praz.g_00626
OG0000333	Praf.g_02264	Praz.g_00627
OG0000334	Praf.g_02265	Praz.g_00628
OG0000335	Praf.g_02266	Praz.g_00629
OG0000336	Praf.g_02268	Praz.g_00630
OG0000337	Praf.g_02273	Praz.g_00633
OG0000338	Praf.g_02274	Praz.g_00634
OG0000339	Praf.g_02275	Praz.g_00635
OG0000340	Praf.g_02277	Praz.g_00636
OG0000341	Praf.g_02282	Praz.g_00640
OG0000342	Praf.g_02283	Praz.g_00641
OG0000343	Praf.g_02285	Praz.g_00643
OG0000344	Praf.g_02287	Praz.g_00644
OG0000345	Praf.g_02288	Praz.g_00645
OG0000346	Praf.g_02289	Praz.g_00646
OG0000347	Praf.g_02290	Praz.g_00647
OG0000348	Praf.g_02291	Praz.g_00648
OG0000349	Praf.g_02292	Praz.g_00649
OG0000350	Praf.g_02293	Praz.g_00650
OG0000351	Praf.g_02297	Praz.g_00652
OG0000352	Praf.g_02301	Praz.g_00655
OG0000353	Praf.g_02302	Praz.g_00656
OG0000354	Praf.g_02303	Praz.g_00657
OG0000355	Praf.g_02304	Praz.g_00658
OG0000356	Praf.g_02314	Praz.g_00659
OG0000357	Praf.g_02315	Praz.g_00660
OG0000358	Praf.g_02316	Praz.g_00661
OG0000359	Praf.g_02318	Praz.g_00662
OG0000360	Praf.g_02321	Praz.g_00665
OG0000361	Praf.g_02322	Praz.g_00666
OG0000362	Praf.g_02323	Praz.g_00667
OG0000363	Praf.g_02324	Praz.g_00668
OG0000364	Praf.g_02325	Praz.g_00669
OG0000365	Praf.g_02326	Praz.g_00670
OG0000366	Praf.g_02327	Praz.g_00671
OG0000367	Praf.g_02328	Praz.g_00672
OG0000368	Praf.g_02329	Praz.g_00673
OG0000369	Praf.g_02330	Praz.g_00674
OG0000370	Praf.g_02331	Praz.g_00675
OG0000371	Praf.g_02332	Praz.g_00676
OG0000372	Praf.g_02335	Praz.g_00678
OG0000373	Praf.g_02347	Praz.g_00680
OG0000374	Praf.g_02349	Praz.g_00681
OG0000375	Praf.g_02358	Praz.g_00682
OG0000376	Praf.g_02073	Praz.g_00684
OG0000377	Praf.g_02066	Praz.g_00685
OG0000378	Praf.g_02065	Praz.g_00686
OG0000379	Praf.g_02054	Praz.g_01931
OG0000380	Praf.g_02052	Praz.g_01932
OG0000381	Praf.g_02051	Praz.g_01933
OG0000382	Praf.g_02049	Praz.g_01935
OG0000383	Praf.g_02045	Praz.g_00343
OG0000384	Praf.g_02044	Praz.g_00344
OG0000385	Praf.g_02031	Praz.g_00347
OG0000386	Praf.g_02030	Praz.g_00348
OG0000387	Praf.g_02029	Praz.g_00349
OG0000388	Praf.g_02028	Praz.g_00350
OG0000389	Praf.g_02027	Praz.g_00351
OG0000390	Praf.g_02026	Praz.g_00352
OG0000391	Praf.g_02025	Praz.g_00353
OG0000392	Praf.g_02024	Praz.g_00354
OG0000393	Praf.g_02016	Praz.g_00819
OG0000394	Praf.g_02015	Praz.g_00818
OG0000395	Praf.g_02011	Praz.g_00816
OG0000396	Praf.g_01616	Praz.g_00815
OG0000397	Praf.g_00322	Praz.g_00803
OG0000398	Praf.g_00495	Praz.g_00795
OG0000399	Praf.g_01003	Praz.g_00794
OG0000400	Praf.g_02201	Praz.g_00788
OG0000401	Praf.g_02002	Praz.g_01897
OG0000402	Praf.g_02001	Praz.g_01896
OG0000403	Praf.g_01999	Praz.g_01895
OG0000404	Praf.g_01990	Praz.g_01893
OG0000405	Praf.g_01989	Praz.g_01892
OG0000406	Praf.g_01987	Praz.g_01890
OG0000407	Praf.g_01986	Praz.g_01889
OG0000408	Praf.g_01985	Praz.g_01888
OG0000409	Praf.g_01984	Praz.g_01887
OG0000410	Praf.g_01982	Praz.g_01886
OG0000411	Praf.g_01981	Praz.g_01885
OG0000412	Praf.g_01980	Praz.g_01884
OG0000413	Praf.g_01979	Praz.g_01883
OG0000414	Praf.g_01978	Praz.g_01882
OG0000415	Praf.g_01977	Praz.g_01881
OG0000416	Praf.g_01972	Praz.g_01880
OG0000417	Praf.g_01963	Praz.g_01879
OG0000418	Praf.g_01962	Praz.g_01878
OG0000419	Praf.g_01961	Praz.g_01877
OG0000420	Praf.g_01960	Praz.g_01876
OG0000421	Praf.g_01959	Praz.g_01875
OG0000422	Praf.g_01957	Praz.g_01873
OG0000423	Praf.g_01956	Praz.g_01872
OG0000424	Praf.g_01952	Praz.g_01870
OG0000425	Praf.g_01942	Praz.g_01867
OG0000426	Praf.g_01941	Praz.g_01866
OG0000427	Praf.g_01938	Praz.g_01865
OG0000428	Praf.g_01915	Praz.g_01864
OG0000429	Praf.g_01913	Praz.g_01863
OG0000430	Praf.g_01911	Praz.g_01857
OG0000431	Praf.g_01909	Praz.g_01855
OG0000432	Praf.g_01908	Praz.g_01854
OG0000433	Praf.g_00586	Praz.g_01851
OG0000434	Praf.g_00589	Praz.g_01850
OG0000435	Praf.g_00594	Praz.g_01849
OG0000436	Praf.g_00596	Praz.g_01847
OG0000437	Praf.g_00598	Praz.g_01845
OG0000438	Praf.g_00599	Praz.g_01844
OG0000439	Praf.g_00600	Praz.g_01843
OG0000440	Praf.g_00603	Praz.g_01841
OG0000441	Praf.g_00605	Praz.g_01840
OG0000442	Praf.g_00606	Praz.g_01839
OG0000443	Praf.g_00607	Praz.g_01838
OG0000444	Praf.g_00608	Praz.g_01837
OG0000445	Praf.g_00609	Praz.g_01836
OG0000446	Praf.g_00610	Praz.g_01835
OG0000447	Praf.g_00611	Praz.g_01834
OG0000448	Praf.g_00612	Praz.g_01833
OG0000449	Praf.g_00619	Praz.g_01828
OG0000450	Praf.g_00621	Praz.g_01827
OG0000451	Praf.g_00622	Praz.g_01826
OG0000452	Praf.g_00623	Praz.g_01825
OG0000453	Praf.g_00626	Praz.g_01823
OG0000454	Praf.g_00627	Praz.g_01822
OG0000455	Praf.g_00628	Praz.g_01821
OG0000456	Praf.g_00629	Praz.g_01820
OG0000457	Praf.g_00630	Praz.g_01818
OG0000458	Praf.g_00631	Praz.g_01816
OG0000459	Praf.g_00632	Praz.g_01815
OG0000460	Praf.g_00634	Praz.g_01813
OG0000461	Praf.g_00635	Praz.g_01812
OG0000462	Praf.g_00636	Praz.g_01811
OG0000463	Praf.g_00641	Praz.g_01810
OG0000464	Praf.g_00646	Praz.g_01805
OG0000465	Praf.g_00647	Praz.g_01803
OG0000466	Praf.g_00648	Praz.g_01802
OG0000467	Praf.g_00650	Praz.g_01801
OG0000468	Praf.g_00651	Praz.g_01800
OG0000469	Praf.g_00656	Praz.g_01799
OG0000470	Praf.g_01177	Praz.g_01798
OG0000471	Praf.g_01131	Praz.g_01797
OG0000472	Praf.g_00661	Praz.g_01794
OG0000473	Praf.g_00663	Praz.g_01793
OG0000474	Praf.g_00665	Praz.g_01792
OG0000475	Praf.g_00666	Praz.g_01791
OG0000476	Praf.g_00670	Praz.g_01790
OG0000477	Praf.g_00673	Praz.g_01788
OG0000478	Praf.g_00675	Praz.g_01787
OG0000479	Praf.g_00677	Praz.g_01786
OG0000480	Praf.g_00683	Praz.g_01784
OG0000481	Praf.g_00684	Praz.g_01783
OG0000482	Praf.g_00685	Praz.g_01782
OG0000483	Praf.g_00687	Praz.g_01781
OG0000484	Praf.g_00688	Praz.g_01780
OG0000485	Praf.g_00689	Praz.g_01779
OG0000486	Praf.g_00690	Praz.g_01778
OG0000487	Praf.g_00691	Praz.g_01777
OG0000488	Praf.g_00693	Praz.g_01775
OG0000489	Praf.g_00694	Praz.g_01774
OG0000490	Praf.g_00695	Praz.g_01773
OG0000491	Praf.g_00696	Praz.g_01772
OG0000492	Praf.g_00697	Praz.g_01771
OG0000493	Praf.g_00698	Praz.g_01770
OG0000494	Praf.g_00700	Praz.g_01768
OG0000495	Praf.g_00701	Praz.g_01767
OG0000496	Praf.g_00703	Praz.g_01766
OG0000497	Praf.g_00705	Praz.g_01765
OG0000498	Praf.g_00706	Praz.g_01764
OG0000499	Praf.g_00708	Praz.g_01762
OG0000500	Praf.g_00709	Praz.g_01761
OG0000501	Praf.g_00712	Praz.g_01759
OG0000502	Praf.g_00713	Praz.g_01758
OG0000503	Praf.g_00714	Praz.g_01757
OG0000504	Praf.g_00716	Praz.g_01756
OG0000505	Praf.g_00717	Praz.g_01755
OG0000506	Praf.g_00718	Praz.g_01754
OG0000507	Praf.g_00719	Praz.g_01753
OG0000508	Praf.g_00723	Praz.g_01751
OG0000509	Praf.g_00724	Praz.g_01750
OG0000510	Praf.g_00725	Praz.g_01749
OG0000511	Praf.g_00726	Praz.g_01748
OG0000512	Praf.g_00728	Praz.g_01747
OG0000513	Praf.g_00729	Praz.g_01746
OG0000514	Praf.g_00730	Praz.g_01745
OG0000515	Praf.g_00733	Praz.g_01743
OG0000516	Praf.g_00734	Praz.g_01742
OG0000517	Praf.g_00735	Praz.g_01741
OG0000518	Praf.g_00739	Praz.g_01739
OG0000519	Praf.g_00740	Praz.g_01738
OG0000520	Praf.g_00741	Praz.g_01737
OG0000521	Praf.g_00742	Praz.g_01736
OG0000522	Praf.g_00749	Praz.g_01735
OG0000523	Praf.g_00750	Praz.g_01734
OG0000524	Praf.g_00751	Praz.g_01733
OG0000525	Praf.g_00753	Praz.g_01731
OG0000526	Praf.g_00754	Praz.g_01730
OG0000527	Praf.g_00755	Praz.g_01729
OG0000528	Praf.g_00756	Praz.g_01728
OG0000529	Praf.g_00757	Praz.g_01727
OG0000530	Praf.g_00758	Praz.g_01726
OG0000531	Praf.g_00761	Praz.g_01725
OG0000532	Praf.g_00763	Praz.g_01724
OG0000533	Praf.g_00764	Praz.g_01723
OG0000534	Praf.g_00765	Praz.g_01722
OG0000535	Praf.g_00766	Praz.g_01721
OG0000536	Praf.g_00767	Praz.g_01720
OG0000537	Praf.g_00768	Praz.g_01719
OG0000538	Praf.g_00769	Praz.g_01718
OG0000539	Praf.g_00771	Praz.g_01717
OG0000540	Praf.g_00773	Praz.g_01716
OG0000541	Praf.g_01659	Praz.g_01715
OG0000542	Praf.g_01661	Praz.g_01714
OG0000543	Praf.g_01662	Praz.g_01713
OG0000544	Praf.g_01663	Praz.g_01712
OG0000545	Praf.g_01666	Praz.g_01709
OG0000546	Praf.g_01667	Praz.g_01708
OG0000547	Praf.g_01669	Praz.g_01706
OG0000548	Praf.g_01674	Praz.g_01705
OG0000549	Praf.g_01675	Praz.g_01704
OG0000550	Praf.g_01676	Praz.g_01703
OG0000551	Praf.g_01680	Praz.g_01702
OG0000552	Praf.g_01684	Praz.g_01701
OG0000553	Praf.g_01685	Praz.g_01700
OG0000554	Praf.g_01687	Praz.g_01699
OG0000555	Praf.g_01688	Praz.g_01698
OG0000556	Praf.g_01689	Praz.g_01697
OG0000557	Praf.g_01690	Praz.g_01696
OG0000558	Praf.g_01692	Praz.g_01695
OG0000559	Praf.g_01693	Praz.g_01694
OG0000560	Praf.g_01695	Praz.g_01692
OG0000561	Praf.g_01696	Praz.g_01691
OG0000562	Praf.g_01698	Praz.g_01690
OG0000563	Praf.g_01699	Praz.g_01689
OG0000564	Praf.g_01700	Praz.g_01688
OG0000565	Praf.g_01708	Praz.g_01687
OG0000566	Praf.g_01709	Praz.g_01686
OG0000567	Praf.g_01710	Praz.g_01685
OG0000568	Praf.g_01711	Praz.g_01684
OG0000569	Praf.g_01713	Praz.g_01683
OG0000570	Praf.g_01716	Praz.g_01682
OG0000571	Praf.g_01717	Praz.g_01681
OG0000572	Praf.g_01718	Praz.g_01680
OG0000573	Praf.g_01722	Praz.g_01677
OG0000574	Praf.g_01727	Praz.g_01676
OG0000575	Praf.g_01728	Praz.g_01675
OG0000576	Praf.g_01729	Praz.g_01674
OG0000577	Praf.g_01730	Praz.g_01673
OG0000578	Praf.g_01731	Praz.g_01672
OG0000579	Praf.g_01733	Praz.g_01671
OG0000580	Praf.g_01736	Praz.g_01670
OG0000581	Praf.g_01737	Praz.g_01669
OG0000582	Praf.g_01738	Praz.g_01668
OG0000583	Praf.g_01739	Praz.g_01667
