HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn	Syaa	Syab	Syac	Syad	Syae	Syaf	Syag	Syah	Syai	Syaj	Syak	Syal	Syam	Syan	Syao	Syap	Syaq	Syar	Syas	Syat
N14.HOG0000034	OG0000015	n4																						Prav.g_00363																																						
N14.HOG0000035	OG0000015	n8							Prag.g_00765															Prav.g_00961	Praw.g_01738																																					
N14.HOG0000036	OG0000016	n2							Prag.g_00013															Prav.g_00081																																						
N14.HOG0000037	OG0000016	n52																							Praw.g_01415																																					
N14.HOG0000038	OG0000016	n76							Prag.g_01638															Prav.g_01385	Praw.g_00484																																					
N14.HOG0000039	OG0000017	n0							Prag.g_00576															Prav.g_01194	Praw.g_01944																																					
N14.HOG0000040	OG0000018	n1							Prag.g_00833															Prav.g_00424	Praw.g_01670																																					
N14.HOG0000041	OG0000018	n29							Prag.g_01134															Prav.g_00046	Praw.g_00215																																					
N14.HOG0000042	OG0000019	n2							Prag.g_00242															Prav.g_01896	Praw.g_00884																																					
N14.HOG0000043	OG0000019	n26							Prag.g_00786															Prav.g_00375	Praw.g_01717																																					
N14.HOG0000044	OG0000020	n7							Prag.g_01100															Prav.g_00014	Praw.g_00181																																					
N14.HOG0000045	OG0000020	n37							Prag.g_01637															Prav.g_01386	Praw.g_00483																																					
N14.HOG0000046	OG0000021	n50							Prag.g_01633																Praw.g_00479																																					
N14.HOG0000047	OG0000021	n62							Prag.g_00359																Praw.g_00767																																					
N14.HOG0000048	OG0000022	n1							Prag.g_01116															Prav.g_00029	Praw.g_00197																																					
N14.HOG0000049	OG0000022	n47							Prag.g_00757															Prav.g_00360	Praw.g_01746																																					
N14.HOG0000050	OG0000023	n0							Prag.g_00354															Prav.g_00979	Praw.g_00772																																					
N14.HOG0000051	OG0000024	n6							Prag.g_00740															Prav.g_00343	Praw.g_01763																																					
N14.HOG0000052	OG0000024	n34							Prag.g_00653															Prav.g_01273	Praw.g_01847																																					
N14.HOG0000053	OG0000025	n27							Prag.g_00322															Prav.g_01977	Praw.g_00803																																					
N14.HOG0000054	OG0000025	n53							Prag.g_00839															Prav.g_00431	Praw.g_01664																																					
N14.HOG0000055	OG0000026	n32																						Prav.g_01324																																						
N14.HOG0000056	OG0000026	n35							Prag.g_00031															Prav.g_00099	Praw.g_01397																																					
N14.HOG0000057	OG0000026	n51							Prag.g_01050															Prav.g_00226	Praw.g_01453																																					
N14.HOG0000058	OG0000027	n43							Prag.g_00449															Prav.g_01068	Praw.g_00677																																					
N14.HOG0000059	OG0000027	n57							Prag.g_01646																Praw.g_00492																																					
N14.HOG0000060	OG0000027	n59							Prag.g_01336																Praw.g_00962																																					
N14.HOG0000061	OG0000028	n21							Prag.g_01270															Prav.g_01885	Praw.g_00334																																					
N14.HOG0000062	OG0000028	n46							Prag.g_00311															Prav.g_01966	Praw.g_00814																																					
N14.HOG0000063	OG0000029	n16							Prag.g_00748															Prav.g_00350	Praw.g_01755																																					
N14.HOG0000064	OG0000030	n0							Prag.g_01871															Prav.g_00699	Praw.g_00029																																					
N14.HOG0000065	OG0000031	n40							Prag.g_01446																Praw.g_01073																																					
N14.HOG0000066	OG0000032	n37							Prag.g_01416															Prav.g_01499	Praw.g_01043																																					
N14.HOG0000067	OG0000033	n50							Prag.g_00162															Prav.g_00869	Praw.g_01266																																					
N14.HOG0000068	OG0000034	n0							Prag.g_01365															Prav.g_01448	Praw.g_00991																																					
N14.HOG0000069	OG0000035	n52																						Prav.g_01578																																						
N14.HOG0000070	OG0000035	n64							Prag.g_01490																Praw.g_01081																																					
N14.HOG0000071	OG0000035	n68							Prag.g_01488																Praw.g_01083																																					
N14.HOG0000072	OG0000037	n0							Prag.g_00102															Prav.g_00174	Praw.g_01326																																					
N14.HOG0000073	OG0000038	n0							Prag.g_01911															Prav.g_00739	Praw.g_01182																																					
N14.HOG0000074	OG0000039	n0							Prag.g_00664															Prav.g_01284	Praw.g_01836																																					
N14.HOG0000075	OG0000040	n1							Prag.g_01630															Prav.g_01720	Praw.g_00476																																					
N14.HOG0000076	OG0000040	n36							Prag.g_01133															Prav.g_00045	Praw.g_00214																																					
N14.HOG0000077	OG0000041	n0							Prag.g_01716															Prav.g_01808	Praw.g_00562																																					
N14.HOG0000078	OG0000042	n0							Prag.g_01868															Prav.g_00696	Praw.g_00032																																					
N14.HOG0000079	OG0000043	n46							Prag.g_00876															Prav.g_00467	Praw.g_01627																																					
N14.HOG0000080	OG0000045	n2							Prag.g_00365															Prav.g_00990	Praw.g_00761																																					
N14.HOG0000081	OG0000047	n5							Prag.g_00321															Prav.g_01976	Praw.g_00804																																					
N14.HOG0000082	OG0000048	n9							Prag.g_01658																Praw.g_00504																																					
N14.HOG0000083	OG0000048	n11							Prag.g_00368															Prav.g_00993	Praw.g_00758																																					
N14.HOG0000084	OG0000049	n1							Prag.g_00376															Prav.g_01000	Praw.g_00750																																					
N14.HOG0000085	OG0000049	n22							Prag.g_01264																Praw.g_00328																																					
N14.HOG0000086	OG0000049	n39							Prag.g_01300															Prav.g_01016	Praw.g_00928																																					
N14.HOG0000087	OG0000050	n22																						Prav.g_01013																																						
N14.HOG0000088	OG0000050	n33							Prag.g_01071															Prav.g_00247	Praw.g_01432																																					
N14.HOG0000089	OG0000051	n27							Prag.g_01645																Praw.g_00491																																					
N14.HOG0000090	OG0000051	n33							Prag.g_01329															Prav.g_01410	Praw.g_00955																																					
N14.HOG0000091	OG0000052	n7							Prag.g_01444																Praw.g_01071																																					
N14.HOG0000092	OG0000052	n26																						Prav.g_01533																																						
N14.HOG0000093	OG0000053	n10							Prag.g_01510															Prav.g_01598	Praw.g_00357																																					
N14.HOG0000094	OG0000054	n0							Prag.g_00584															Prav.g_01202	Praw.g_00142																																					
N14.HOG0000095	OG0000055	n0							Prag.g_00787															Prav.g_00376	Praw.g_01716																																					
N14.HOG0000096	OG0000056	n0																						Prav.g_00106, Prav.g_00107, Prav.g_01421																																						
N14.HOG0000097	OG0000057	n0							Prag.g_00676															Prav.g_01296	Praw.g_01824																																					
N14.HOG0000098	OG0000058	n4							Prag.g_01428															Prav.g_01512	Praw.g_01055																																					
N14.HOG0000099	OG0000059	n10							Prag.g_01755															Prav.g_00292	Praw.g_01894																																					
N14.HOG0000100	OG0000060	n0							Prag.g_00760															Prav.g_00964	Praw.g_01743																																					
N14.HOG0000101	OG0000061	n11							Prag.g_01153															Prav.g_00065	Praw.g_00234																																					
N14.HOG0000102	OG0000062	n1																						Prav.g_01551, Prav.g_01338																																						
N14.HOG0000103	OG0000062	n10							Prag.g_01568															Prav.g_01656	Praw.g_00415																																					
N14.HOG0000104	OG0000063	n6							Prag.g_00033															Prav.g_00101	Praw.g_01395																																					
N14.HOG0000105	OG0000065	n0							Prag.g_00100															Prav.g_00172	Praw.g_01328																																					
N14.HOG0000106	OG0000066	n0							Prag.g_00518															Prav.g_01137	Praw.g_00609																																					
N14.HOG0000107	OG0000067	n46																						Prav.g_00397																																						
N14.HOG0000108	OG0000067	n59							Prag.g_00806																Praw.g_01697																																					
N14.HOG0000109	OG0000068	n0							Prag.g_01389															Prav.g_01473	Praw.g_01016																																					
N14.HOG0000110	OG0000069	n40																						Prav.g_01881																																						
N14.HOG0000111	OG0000069	n45							Prag.g_01601															Prav.g_01689	Praw.g_00448																																					
N14.HOG0000112	OG0000070	n0							Prag.g_00429															Prav.g_01049	Praw.g_00697																																					
N14.HOG0000113	OG0000071	n0							Prag.g_01355															Prav.g_01438	Praw.g_00981																																					
N14.HOG0000114	OG0000072	n0							Prag.g_00164															Prav.g_00867	Praw.g_01264																																					
N14.HOG0000115	OG0000073	n0							Prag.g_00478															Prav.g_01097	Praw.g_00649																																					
N14.HOG0000116	OG0000074	n0							Prag.g_00660															Prav.g_01280	Praw.g_01840																																					
N14.HOG0000117	OG0000075	n0							Prag.g_01836															Prav.g_00665	Praw.g_00064																																					
N14.HOG0000118	OG0000076	n41							Prag.g_01861															Prav.g_00689	Praw.g_00039																																					
N14.HOG0000119	OG0000077	n0							Prag.g_00072															Prav.g_00143	Praw.g_01356																																					
N14.HOG0000120	OG0000078	n0							Prag.g_00232															Prav.g_00799	Praw.g_01196																																					
N14.HOG0000121	OG0000079	n0																						Prav.g_01899																																						
N14.HOG0000122	OG0000081	n0							Prag.g_00510															Prav.g_01129	Praw.g_00617																																					
N14.HOG0000123	OG0000082	n0							Prag.g_00563															Prav.g_01182	Praw.g_01932																																					
N14.HOG0000124	OG0000083	n13							Prag.g_00734															Prav.g_00338	Praw.g_01769																																					
N14.HOG0000125	OG0000083	n29							Prag.g_01332																Praw.g_00958																																					
N14.HOG0000126	OG0000083	n41							Prag.g_00726															Prav.g_00330	Praw.g_01775																																					
N14.HOG0000127	OG0000084	n0							Prag.g_01484															Prav.g_01574	Praw.g_01087																																					
N14.HOG0000128	OG0000085	n0							Prag.g_01662															Prav.g_01754	Praw.g_00508																																					
N14.HOG0000129	OG0000086	n0							Prag.g_00082															Prav.g_00153	Praw.g_01346																																					
N14.HOG0000130	OG0000087	n0							Prag.g_00132															Prav.g_00204	Praw.g_01296																																					
N14.HOG0000131	OG0000088	n0							Prag.g_00159															Prav.g_00872	Praw.g_01269																																					
N14.HOG0000132	OG0000089	n0							Prag.g_00350															Prav.g_00975	Praw.g_00776																																					
N14.HOG0000133	OG0000090	n0							Prag.g_00512															Prav.g_01131	Praw.g_00615																																					
N14.HOG0000134	OG0000091	n0							Prag.g_00620															Prav.g_01240	Praw.g_01880																																					
N14.HOG0000135	OG0000092	n3							Prag.g_00911															Prav.g_00504	Praw.g_01592																																					
N14.HOG0000136	OG0000092	n27																						Prav.g_01735																																						
N14.HOG0000137	OG0000093	n1																						Prav.g_01497																																						
N14.HOG0000138	OG0000093	n7							Prag.g_00932															Prav.g_00525	Praw.g_01571																																					
N14.HOG0000139	OG0000094	n0							Prag.g_01017															Prav.g_00914	Praw.g_01486																																					
N14.HOG0000140	OG0000095	n2							Prag.g_01036															Prav.g_00933	Praw.g_01467																																					
N14.HOG0000141	OG0000096	n7							Prag.g_01636															Prav.g_01732	Praw.g_00482																																					
N14.HOG0000142	OG0000096	n16							Prag.g_01103																Praw.g_00184																																					
N14.HOG0000143	OG0000096	n32							Prag.g_01319															Prav.g_01400	Praw.g_00945																																					
N14.HOG0000144	OG0000097	n0							Prag.g_01194															Prav.g_01840	Praw.g_00275																																					
N14.HOG0000145	OG0000098	n0							Prag.g_01371															Prav.g_01455	Praw.g_00997																																					
N14.HOG0000146	OG0000099	n0							Prag.g_01424															Prav.g_01514	Praw.g_01051																																					
N14.HOG0000147	OG0000100	n0							Prag.g_01564															Prav.g_01652	Praw.g_00411																																					
N14.HOG0000148	OG0000101	n0							Prag.g_01804															Prav.g_00632	Praw.g_00096																																					
N14.HOG0000149	OG0000102	n0							Prag.g_01866															Prav.g_00694	Praw.g_00034																																					
N14.HOG0000150	OG0000103	n0							Prag.g_01945															Prav.g_00773	Praw.g_01148																																					
N14.HOG0000151	OG0000104	n0							Prag.g_01953															Prav.g_00782	Praw.g_01140																																					
N14.HOG0000152	OG0000105	n0							Prag.g_00265															Prav.g_01920	Praw.g_00860																																					
N14.HOG0000153	OG0000106	n0							Prag.g_00364															Prav.g_00989	Praw.g_00762																																					
N14.HOG0000154	OG0000107	n0							Prag.g_00378															Prav.g_01001	Praw.g_00748																																					
N14.HOG0000155	OG0000108	n0							Prag.g_00459															Prav.g_01078	Praw.g_00667																																					
N14.HOG0000156	OG0000109	n0							Prag.g_00473															Prav.g_01092	Praw.g_00654																																					
N14.HOG0000157	OG0000110	n0							Prag.g_00553															Prav.g_01172	Praw.g_01922																																					
N14.HOG0000158	OG0000111	n0							Prag.g_00677															Prav.g_01297	Praw.g_01823																																					
N14.HOG0000159	OG0000112	n0							Prag.g_00771															Prav.g_00364	Praw.g_01732																																					
N14.HOG0000160	OG0000113	n0							Prag.g_00828															Prav.g_00419	Praw.g_01675																																					
N14.HOG0000161	OG0000114	n0							Prag.g_00906															Prav.g_00499	Praw.g_01597																																					
N14.HOG0000162	OG0000115	n0							Prag.g_01097															Prav.g_00010	Praw.g_00178																																					
N14.HOG0000163	OG0000116	n0							Prag.g_01143															Prav.g_00055	Praw.g_00224																																					
N14.HOG0000164	OG0000117	n0							Prag.g_01298															Prav.g_01390	Praw.g_00926																																					
N14.HOG0000165	OG0000118	n0							Prag.g_01367															Prav.g_01450	Praw.g_00993																																					
N14.HOG0000166	OG0000119	n0							Prag.g_01385															Prav.g_01469	Praw.g_01012																																					
N14.HOG0000167	OG0000120	n0							Prag.g_01423															Prav.g_01513	Praw.g_01050																																					
N14.HOG0000168	OG0000121	n0							Prag.g_01492															Prav.g_01580	Praw.g_01078																																					
N14.HOG0000169	OG0000122	n0							Prag.g_01530															Prav.g_01618	Praw.g_00377																																					
N14.HOG0000170	OG0000123	n0							Prag.g_01811															Prav.g_00639	Praw.g_00089																																					
N14.HOG0000171	OG0000124	n0							Prag.g_01877															Prav.g_00705	Praw.g_00023																																					
N14.HOG0000172	OG0000125	n0							Prag.g_01913															Prav.g_00741	Praw.g_01180																																					
N14.HOG0000173	OG0000126	n0							Prag.g_01952															Prav.g_00781	Praw.g_01141																																					
N14.HOG0000174	OG0000127	n0																						Prav.g_00965																																						
N14.HOG0000175	OG0000128	n0							Prag.g_00011															Prav.g_00079	Praw.g_01125																																					
N14.HOG0000176	OG0000129	n0							Prag.g_00044															Prav.g_00115	Praw.g_01384																																					
N14.HOG0000177	OG0000130	n0							Prag.g_00063															Prav.g_00134	Praw.g_01365																																					
N14.HOG0000178	OG0000131	n0							Prag.g_00138															Prav.g_00212	Praw.g_01290																																					
N14.HOG0000179	OG0000132	n0							Prag.g_00157															Prav.g_00874	Praw.g_01271																																					
N14.HOG0000180	OG0000133	n0							Prag.g_00313															Prav.g_01968	Praw.g_00812																																					
N14.HOG0000181	OG0000134	n0							Prag.g_00351															Prav.g_00976	Praw.g_00775																																					
N14.HOG0000182	OG0000135	n0							Prag.g_00375															Prav.g_00999	Praw.g_00751																																					
N14.HOG0000183	OG0000136	n0							Prag.g_00420															Prav.g_01040	Praw.g_00706																																					
N14.HOG0000184	OG0000137	n5							Prag.g_00454															Prav.g_01073	Praw.g_00672																																					
N14.HOG0000185	OG0000138	n0							Prag.g_00474															Prav.g_01093	Praw.g_00653																																					
N14.HOG0000186	OG0000139	n0							Prag.g_00516															Prav.g_01135	Praw.g_00611																																					
N14.HOG0000187	OG0000140	n0							Prag.g_00517															Prav.g_01136	Praw.g_00610																																					
N14.HOG0000188	OG0000141	n0							Prag.g_00585															Prav.g_01203	Praw.g_00143																																					
N14.HOG0000189	OG0000142	n0							Prag.g_00613															Prav.g_01233	Praw.g_01887																																					
N14.HOG0000190	OG0000143	n0							Prag.g_00617															Prav.g_01237	Praw.g_01883																																					
N14.HOG0000191	OG0000144	n0							Prag.g_00630															Prav.g_01250	Praw.g_01870																																					
N14.HOG0000192	OG0000145	n0							Prag.g_00758															Prav.g_00362	Praw.g_01745																																					
N14.HOG0000193	OG0000146	n0							Prag.g_00772															Prav.g_00365	Praw.g_01731																																					
N14.HOG0000194	OG0000147	n0							Prag.g_00773															Prav.g_00366	Praw.g_01730																																					
N14.HOG0000195	OG0000148	n0							Prag.g_00822															Prav.g_00413	Praw.g_01681																																					
N14.HOG0000196	OG0000149	n0							Prag.g_00851															Prav.g_00443	Praw.g_01652																																					
N14.HOG0000197	OG0000150	n0							Prag.g_00859															Prav.g_00451	Praw.g_01644																																					
N14.HOG0000198	OG0000151	n0							Prag.g_00916															Prav.g_00509	Praw.g_01587																																					
N14.HOG0000199	OG0000152	n0							Prag.g_00964															Prav.g_00556	Praw.g_01539																																					
N14.HOG0000200	OG0000153	n0							Prag.g_00983															Prav.g_00575	Praw.g_01520																																					
N14.HOG0000201	OG0000154	n0							Prag.g_01010															Prav.g_00907	Praw.g_01493																																					
N14.HOG0000202	OG0000155	n0							Prag.g_01173															Prav.g_01861	Praw.g_00254																																					
N14.HOG0000203	OG0000156	n0							Prag.g_01342															Prav.g_01427	Praw.g_00968																																					
N14.HOG0000204	OG0000157	n0							Prag.g_01343															Prav.g_01428	Praw.g_00969																																					
N14.HOG0000205	OG0000158	n0							Prag.g_01425															Prav.g_01505	Praw.g_01052																																					
N14.HOG0000206	OG0000159	n9							Prag.g_01427															Prav.g_01506	Praw.g_01054																																					
N14.HOG0000207	OG0000160	n0							Prag.g_01491															Prav.g_01579	Praw.g_01079, Praw.g_01080																																					
N14.HOG0000208	OG0000161	n0							Prag.g_01497															Prav.g_01585	Praw.g_00344																																					
N14.HOG0000209	OG0000162	n0							Prag.g_01503															Prav.g_01591	Praw.g_00350																																					
N14.HOG0000210	OG0000163	n0							Prag.g_01537															Prav.g_01625	Praw.g_00384																																					
N14.HOG0000211	OG0000164	n0							Prag.g_01693															Prav.g_01785	Praw.g_00539																																					
N14.HOG0000212	OG0000165	n0							Prag.g_01700															Prav.g_01792	Praw.g_00546																																					
N14.HOG0000213	OG0000166	n0							Prag.g_01768															Prav.g_00596	Praw.g_00132																																					
N14.HOG0000214	OG0000167	n0							Prag.g_01834															Prav.g_00663	Praw.g_00066																																					
N14.HOG0000215	OG0000168	n0							Prag.g_01844															Prav.g_00673	Praw.g_00056																																					
N14.HOG0000216	OG0000169	n0							Prag.g_01854															Prav.g_00683	Praw.g_00046																																					
N14.HOG0000217	OG0000170	n0							Prag.g_01856															Prav.g_00685	Praw.g_00044																																					
N14.HOG0000218	OG0000171	n0							Prag.g_01876															Prav.g_00704	Praw.g_00024																																					
N14.HOG0000219	OG0000172	n0							Prag.g_01884															Prav.g_00712	Praw.g_00016																																					
N14.HOG0000220	OG0000173	n0							Prag.g_01899															Prav.g_00727	Praw.g_00001																																					
N14.HOG0000221	OG0000174	n0							Prag.g_01927															Prav.g_00755	Praw.g_01166																																					
N14.HOG0000222	OG0000175	n0							Prag.g_01937															Prav.g_00765	Praw.g_01156																																					
N14.HOG0000223	OG0000176	n0							Prag.g_00004															Prav.g_00790	Praw.g_01132																																					
N14.HOG0000224	OG0000177	n0							Prag.g_00005															Prav.g_00791	Praw.g_01131																																					
N14.HOG0000225	OG0000178	n0							Prag.g_00006															Prav.g_00792	Praw.g_01130																																					
N14.HOG0000226	OG0000179	n0							Prag.g_00016															Prav.g_00084	Praw.g_01412																																					
N14.HOG0000227	OG0000180	n0							Prag.g_00017															Prav.g_00085	Praw.g_01411																																					
N14.HOG0000228	OG0000181	n0							Prag.g_00018															Prav.g_00086	Praw.g_01410																																					
N14.HOG0000229	OG0000182	n0							Prag.g_00019															Prav.g_00087	Praw.g_01409																																					
N14.HOG0000230	OG0000183	n0							Prag.g_00023															Prav.g_00091	Praw.g_01405																																					
N14.HOG0000231	OG0000184	n0							Prag.g_00046															Prav.g_00117	Praw.g_01382																																					
N14.HOG0000232	OG0000185	n0							Prag.g_00049															Prav.g_00120	Praw.g_01379																																					
N14.HOG0000233	OG0000186	n0							Prag.g_00058															Prav.g_00129	Praw.g_01370																																					
N14.HOG0000234	OG0000187	n0							Prag.g_00059															Prav.g_00130	Praw.g_01369																																					
N14.HOG0000235	OG0000188	n0							Prag.g_00076															Prav.g_00147	Praw.g_01352																																					
N14.HOG0000236	OG0000189	n0							Prag.g_00089															Prav.g_00161	Praw.g_01339																																					
N14.HOG0000237	OG0000190	n0							Prag.g_00090															Prav.g_00162	Praw.g_01338																																					
N14.HOG0000238	OG0000191	n0							Prag.g_00110															Prav.g_00182	Praw.g_01318																																					
N14.HOG0000239	OG0000192	n0							Prag.g_00114															Prav.g_00186	Praw.g_01314																																					
N14.HOG0000240	OG0000193	n0							Prag.g_00139															Prav.g_00213	Praw.g_01289																																					
N14.HOG0000241	OG0000194	n0							Prag.g_00142															Prav.g_00216	Praw.g_01286																																					
N14.HOG0000242	OG0000195	n0							Prag.g_00144															Prav.g_00887	Praw.g_01284																																					
N14.HOG0000243	OG0000196	n0							Prag.g_00154															Prav.g_00877	Praw.g_01274																																					
N14.HOG0000244	OG0000197	n0							Prag.g_00155															Prav.g_00876	Praw.g_01273																																					
N14.HOG0000245	OG0000198	n0							Prag.g_00156															Prav.g_00875	Praw.g_01272																																					
N14.HOG0000246	OG0000199	n0							Prag.g_00163															Prav.g_00868	Praw.g_01265																																					
N14.HOG0000247	OG0000200	n0							Prag.g_00177															Prav.g_00854	Praw.g_01251																																					
N14.HOG0000248	OG0000201	n0							Prag.g_00185															Prav.g_00846	Praw.g_01243																																					
N14.HOG0000249	OG0000202	n0							Prag.g_00186															Prav.g_00845	Praw.g_01242																																					
N14.HOG0000250	OG0000203	n0							Prag.g_00187															Prav.g_00844	Praw.g_01241																																					
N14.HOG0000251	OG0000204	n0							Prag.g_00188															Prav.g_00843	Praw.g_01240																																					
N14.HOG0000252	OG0000205	n0							Prag.g_00195															Prav.g_00836	Praw.g_01233																																					
N14.HOG0000253	OG0000206	n0							Prag.g_00200															Prav.g_00831	Praw.g_01228																																					
N14.HOG0000254	OG0000207	n0							Prag.g_00202															Prav.g_00829	Praw.g_01226																																					
N14.HOG0000255	OG0000208	n0							Prag.g_00203															Prav.g_00828	Praw.g_01225																																					
N14.HOG0000256	OG0000209	n0							Prag.g_00212															Prav.g_00819	Praw.g_01216																																					
N14.HOG0000257	OG0000210	n0							Prag.g_00213															Prav.g_00818	Praw.g_01215																																					
N14.HOG0000258	OG0000211	n0							Prag.g_00226															Prav.g_00805	Praw.g_01202																																					
N14.HOG0000259	OG0000212	n0							Prag.g_00233															Prav.g_00798	Praw.g_01195																																					
N14.HOG0000260	OG0000213	n0							Prag.g_00249															Prav.g_01904	Praw.g_00876																																					
N14.HOG0000261	OG0000214	n0							Prag.g_00258															Prav.g_01914	Praw.g_00867																																					
N14.HOG0000262	OG0000215	n0							Prag.g_00283															Prav.g_01938	Praw.g_00842																																					
N14.HOG0000263	OG0000216	n0							Prag.g_00285															Prav.g_01940	Praw.g_00840																																					
N14.HOG0000264	OG0000217	n0							Prag.g_00288															Prav.g_01943	Praw.g_00837																																					
N14.HOG0000265	OG0000218	n0							Prag.g_00290															Prav.g_01945	Praw.g_00835																																					
N14.HOG0000266	OG0000219	n0							Prag.g_00291															Prav.g_01946	Praw.g_00834																																					
N14.HOG0000267	OG0000220	n0							Prag.g_00292															Prav.g_01947	Praw.g_00833																																					
N14.HOG0000268	OG0000221	n0							Prag.g_00293															Prav.g_01948	Praw.g_00832																																					
N14.HOG0000269	OG0000222	n0							Prag.g_00301															Prav.g_01956	Praw.g_00824																																					
N14.HOG0000270	OG0000223	n0							Prag.g_00314															Prav.g_01969	Praw.g_00811																																					
N14.HOG0000271	OG0000224	n0							Prag.g_00316															Prav.g_01971	Praw.g_00809																																					
N14.HOG0000272	OG0000225	n0							Prag.g_00340															Prav.g_01992	Praw.g_00786																																					
N14.HOG0000273	OG0000226	n0							Prag.g_00344															Prav.g_01996	Praw.g_00782																																					
N14.HOG0000274	OG0000227	n0							Prag.g_00346															Prav.g_01998	Praw.g_00780																																					
N14.HOG0000275	OG0000228	n0							Prag.g_00349															Prav.g_00974	Praw.g_00777																																					
N14.HOG0000276	OG0000229	n0							Prag.g_00415															Prav.g_01035	Praw.g_00711																																					
