HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn	Syaa	Syab	Syac	Syad	Syae	Syaf	Syag	Syah	Syai	Syaj	Syak	Syal	Syam	Syan	Syao	Syap	Syaq	Syar	Syas	Syat
N1.HOG0000018	OG0000004	n1	Praa.g_00695	Prab.g_00700	Prac.g_00676	Prad.g_01269	Prae.g_00669		Prag.g_00673		Prai.g_00724					Pran.g_01483	Prao.g_00133		Praq.g_00824	Prar.g_01525	Pras.g_01571		Prau.g_00735	Prav.g_01293	Praw.g_01827	Prax.g_00947	Pray.g_01068	Praz.g_01635	Prba.g_01622			Prbd.g_00549					Prbi.g_00698																									
N1.HOG0000019	OG0000004	n53	Praa.g_00232	Prab.g_00223	Prac.g_01698	Prad.g_01759	Prae.g_00235		Prag.g_00225		Prai.g_00243					Pran.g_00200	Prao.g_00370		Praq.g_01770	Prar.g_00095	Pras.g_01084		Prau.g_00233	Prav.g_00806	Praw.g_01203	Prax.g_00986	Pray.g_00713	Praz.g_00592	Prba.g_00451			Prbd.g_01007					Prbi.g_00256																									
N1.HOG0000020	OG0000005	n1	Praa.g_01648	Prab.g_01682	Prac.g_00612	Prad.g_00928	Prae.g_01636		Prag.g_01682		Prai.g_01651					Pran.g_00983	Prao.g_01565		Praq.g_00484	Prar.g_01130	Pras.g_00563		Prau.g_01745	Prav.g_01774	Praw.g_00528	Prax.g_01546	Pray.g_01546	Praz.g_00864	Prba.g_00607			Prbd.g_01512					Prbi.g_01800																									
N1.HOG0000021	OG0000005	n41	Praa.g_01553	Prab.g_01542	Prac.g_00335	Prad.g_00438	Prae.g_01535		Prag.g_01566		Prai.g_01538					Pran.g_00657	Prao.g_01472		Praq.g_00370	Prar.g_00771	Pras.g_00429		Prau.g_01607	Prav.g_01654	Praw.g_00413	Prax.g_01652	Pray.g_01646	Praz.g_00965	Prba.g_00312			Prbd.g_01612					Prbi.g_01666																									
N1.HOG0000022	OG0000006	n0	Praa.g_00241, Praa.g_01245	Prab.g_00231	Prac.g_01689	Prad.g_01750	Prae.g_00244		Prag.g_00234, Prag.g_01231		Prai.g_00252, Prai.g_00254					Pran.g_01951	Prao.g_00379		Praq.g_01761	Prar.g_00086	Pras.g_00148, Pras.g_01093		Prau.g_01316	Prav.g_02001	Praw.g_01950	Prax.g_01972	Pray.g_00722	Praz.g_00601	Prba.g_00460			Prbd.g_00998					Prbi.g_00265																									
N1.HOG0000023	OG0000007	n1	Praa.g_00497	Prab.g_00501	Prac.g_00874	Prad.g_00132	Prae.g_00471		Prag.g_00476		Prai.g_00527					Pran.g_01681	Prao.g_00603		Praq.g_01105	Prar.g_01328	Pras.g_01375		Prau.g_00538	Prav.g_01095	Praw.g_00651	Prax.g_00704	Pray.g_00988, Pray.g_00987	Praz.g_01831	Prba.g_00964			Prbd.g_00745					Prbi.g_00500																									
N1.HOG0000024	OG0000007	n56	Praa.g_01635	Prab.g_01669	Prac.g_00625	Prad.g_00941	Prae.g_01623		Prag.g_01669		Prai.g_01638					Pran.g_00970	Prao.g_01552		Praq.g_00497	Prar.g_01143	Pras.g_00550		Prau.g_01732	Prav.g_01761	Praw.g_00515	Prax.g_01559	Pray.g_01559	Praz.g_00877	Prba.g_00226			Prbd.g_01525					Prbi.g_01787																									
N1.HOG0000025	OG0000008	n2	Praa.g_01241		Prac.g_00904				Prag.g_01655										Praq.g_00071	Prar.g_01185			Prau.g_00781	Prav.g_01749	Praw.g_00501		Pray.g_01931	Praz.g_01241	Prba.g_01131								Prbi.g_01764																									
N1.HOG0000026	OG0000008	n46							Prag.g_01656															Prav.g_01750	Praw.g_00502												Prbi.g_01540, Prbi.g_01765, Prbi.g_01539																									
N1.HOG0000027	OG0000008	n86	Praa.g_00672	Prab.g_00677	Prac.g_00699	Prad.g_01246	Prae.g_00646		Prag.g_00650							Pran.g_01506	Prao.g_00111		Praq.g_00801	Prar.g_01502	Pras.g_01548		Prau.g_00712	Prav.g_01270	Praw.g_01850	Prax.g_00970	Pray.g_01091	Praz.g_01658	Prba.g_01645			Prbd.g_00572					Prbi.g_00675																									
N1.HOG0000028	OG0000009	n2	Praa.g_01264, Praa.g_01589	Prab.g_01584	Prac.g_00301	Prad.g_00317, Prad.g_00401	Prae.g_01270, Prae.g_01572		Prag.g_01600		Prai.g_01578					Pran.g_00615	Prao.g_01342, Prao.g_01507		Praq.g_00017	Prar.g_00737	Pras.g_00157, Pras.g_00463		Prau.g_01324, Prau.g_01641	Prav.g_01688	Praw.g_00447	Prax.g_01950, Prax.g_01617	Pray.g_01920, Pray.g_01610	Praz.g_01230, Praz.g_00929	Prba.g_01142, Prba.g_00276			Prbd.g_01887, Prbd.g_01576					Prbi.g_01338, Prbi.g_01701																									
N1.HOG0000029	OG0000009	n56	Praa.g_00105	Prab.g_00096	Prac.g_01826	Prad.g_01888			Prag.g_00098		Prai.g_00105					Pran.g_00328			Praq.g_01898	Prar.g_00223	Pras.g_00956		Prau.g_00106	Prav.g_00170	Praw.g_01330		Pray.g_00184	Praz.g_00465	Prba.g_01893			Prbd.g_01139					Prbi.g_00112																									
N1.HOG0000030	OG0000010	n1	Praa.g_00474	Prab.g_00478	Prac.g_01070	Prad.g_00033	Prae.g_00448		Prag.g_00453		Prai.g_00504					Pran.g_01704	Prao.g_00580		Praq.g_00525	Prar.g_00524	Pras.g_01352		Prau.g_00515	Prav.g_01072	Praw.g_00673	Prax.g_00728	Pray.g_00964	Praz.g_01854	Prba.g_00987			Prbd.g_00768					Prbi.g_00477																									
N1.HOG0000031	OG0000010	n49		Prab.g_01104												Pran.g_00175																																														
N1.HOG0000032	OG0000010	n51			Prac.g_01592	Prad.g_01304					Prai.g_01292								Praq.g_00552	Prar.g_01567	Pras.g_00523		Prau.g_01698																																							
N1.HOG0000033	OG0000010	n57	Praa.g_01047		Prac.g_01248	Prad.g_01011	Prae.g_01048		Prag.g_01043		Prai.g_01067						Prao.g_00985		Praq.g_01626	Prar.g_01912	Pras.g_01942		Prau.g_01096	Prav.g_00218	Praw.g_01460	Prax.g_01212	Pray.g_00592	Praz.g_00074	Prba.g_01256			Prbd.g_00348					Prbi.g_01094																									
N1.HOG0000034	OG0000011	n1	Praa.g_01288	Prab.g_01624	Prac.g_00152	Prad.g_01218, Prad.g_00339	Prae.g_01291		Prag.g_01326							Pran.g_00925	Prao.g_01307		Praq.g_00110	Prar.g_00978	Pras.g_00176, Pras.g_01289		Prau.g_00441	Prav.g_01014, Prav.g_01407	Praw.g_00952	Prax.g_01930, Prax.g_00460	Pray.g_00884, Pray.g_01897	Praz.g_00768, Praz.g_01207	Prba.g_00900, Prba.g_01165			Prbd.g_01859					Prbi.g_01361																									
N1.HOG0000035	OG0000011	n39	Praa.g_00396				Prae.g_00398				Prai.g_01599						Prao.g_00529									Prax.g_00776						Prbd.g_00836					Prbi.g_00426																									
N1.HOG0000036	OG0000011	n49	Praa.g_01626	Prab.g_00799	Prac.g_00142	Prad.g_01212	Prae.g_01245									Pran.g_01384			Praq.g_00100	Prar.g_00988	Pras.g_00142, Pras.g_00166		Prau.g_01307, Prau.g_01335	Prav.g_01334		Prax.g_00454	Pray.g_01930	Praz.g_01240	Prba.g_01132			Prbd.g_00534, Prbd.g_01867																														
N1.HOG0000037	OG0000012	n0	Praa.g_00623	Prab.g_00627	Prac.g_00748	Prad.g_01412	Prae.g_00597		Prag.g_00601		Prai.g_00652					Pran.g_01555	Prao.g_00062		Praq.g_00979	Prar.g_01453	Pras.g_01499		Prau.g_00663	Prav.g_01221	Praw.g_00159	Prax.g_00082	Pray.g_01140	Praz.g_01707	Prba.g_01694			Prbd.g_00621					Prbi.g_00625																									
N1.HOG0000038	OG0000013	n0	Praa.g_00327	Prab.g_00315	Prac.g_01604	Prad.g_01664	Prae.g_00328		Prag.g_00318		Prai.g_00340					Pran.g_01867	Prao.g_00463		Praq.g_01675	Prar.g_00260	Pras.g_01179		Prau.g_00329	Prav.g_01973	Praw.g_00807	Prax.g_00846	Pray.g_00805	Praz.g_00684	Prba.g_00543			Prbd.g_00912					Prbi.g_00351																									
N1.HOG0000039	OG0000014	n2	Praa.g_00306	Prab.g_00294	Prac.g_01625	Prad.g_01685	Prae.g_00307		Prag.g_00297		Prai.g_00319					Pran.g_01888			Praq.g_01696	Prar.g_00281	Pras.g_01158		Prau.g_00308	Prav.g_01952	Praw.g_00828	Prax.g_00869	Pray.g_00784	Praz.g_00663	Prba.g_00522			Prbd.g_00933					Prbi.g_00330																									
N1.HOG0000040	OG0000014	n56		Prab.g_01444, Prab.g_01445												Pran.g_00755, Pran.g_00754																																														
N1.HOG0000041	OG0000014	n60																			Pras.g_00304																Prbi.g_01502																									
N1.HOG0000042	OG0000014	n69																																			Prbi.g_01508																									
N1.HOG0000043	OG0000014	n73					Prae.g_01401																Prau.g_01470			Prax.g_01763	Pray.g_01792	Praz.g_01102	Prba.g_00159								Prbi.g_01475																									
N1.HOG0000044	OG0000015	n0	Praa.g_00765	Prab.g_00789	Prac.g_00898	Prad.g_01108	Prae.g_00769, Prae.g_01235		Prag.g_00765		Prai.g_01243					Pran.g_01394	Prao.g_00703		Praq.g_00065	Prar.g_01179	Pras.g_00127		Prau.g_00817	Prav.g_00363, Prav.g_00961	Praw.g_01738	Prax.g_00523, Prax.g_00410	Pray.g_00309	Praz.g_01551	Prba.g_01538			Prbd.g_00065, Prbd.g_00826					Prbi.g_00810, Prbi.g_01304																									
N1.HOG0000045	OG0000016	n2	Praa.g_00013	Prab.g_00013	Prac.g_01934	Prad.g_01973	Prae.g_00013		Prag.g_00013		Prai.g_00013						Prao.g_00160			Prar.g_00025	Pras.g_00855		Prau.g_00013	Prav.g_00081			Pray.g_01475	Praz.g_00378	Prba.g_01806			Prbd.g_01224					Prbi.g_00013																									
N1.HOG0000046	OG0000016	n52																							Praw.g_01415																																					
N1.HOG0000047	OG0000016	n76		Prab.g_01579					Prag.g_01638		Prai.g_01573					Pran.g_00620								Prav.g_01385	Praw.g_00484																																					
N1.HOG0000048	OG0000017	n0	Praa.g_00598	Prab.g_00602	Prac.g_00773	Prad.g_01387	Prae.g_00572		Prag.g_00576		Prai.g_00626					Pran.g_01580	Prao.g_00036		Praq.g_01004	Prar.g_01428	Pras.g_01474		Prau.g_00636	Prav.g_01194	Praw.g_01944	Prax.g_00057	Pray.g_01165	Praz.g_01732	Prba.g_01719			Prbd.g_00646					Prbi.g_00600																									
N1.HOG0000049	OG0000018	n1	Praa.g_00831	Prab.g_00867	Prac.g_01448	Prad.g_01173	Prae.g_00833		Prag.g_00833		Prai.g_00820					Pran.g_01316	Prao.g_00768		Praq.g_01425	Prar.g_01711	Pras.g_01728		Prau.g_00881	Prav.g_00424	Praw.g_01670	Prax.g_00346	Pray.g_00375	Praz.g_01485	Prba.g_01472			Prbd.g_00129					Prbi.g_00874																									
N1.HOG0000050	OG0000018	n29	Praa.g_01141	Prab.g_01201	Prac.g_01004	Prad.g_01515	Prae.g_01144		Prag.g_01134		Prai.g_01153					Pran.g_00078	Prao.g_01108		Praq.g_01314	Prar.g_01282	Pras.g_00037		Prau.g_01188	Prav.g_00046	Praw.g_00215	Prax.g_00181	Pray.g_00083	Praz.g_00011	Prba.g_00083			Prbd.g_00449					Prbi.g_01188																									
N1.HOG0000051	OG0000019	n2	Praa.g_00249	Prab.g_00239	Prac.g_01681	Prad.g_01742	Prae.g_00252		Prag.g_00242		Prai.g_00262					Pran.g_01943	Prao.g_00387		Praq.g_01753	Prar.g_00078	Pras.g_01101		Prau.g_00251	Prav.g_01896	Praw.g_00884	Prax.g_00926	Pray.g_00730	Praz.g_00609	Prba.g_00468			Prbd.g_00990					Prbi.g_00273																									
N1.HOG0000052	OG0000019	n26	Praa.g_00782	Prab.g_00820	Prac.g_01496	Prad.g_01125	Prae.g_00786		Prag.g_00786		Prai.g_00867					Pran.g_01363	Prao.g_00720		Praq.g_00649	Prar.g_01663	Pras.g_01681		Prau.g_00834	Prav.g_00375	Praw.g_01717	Prax.g_00393	Pray.g_00328	Praz.g_01532	Prba.g_01519			Prbd.g_00082					Prbi.g_00827																									
N1.HOG0000053	OG0000020	n7	Praa.g_01107	Prab.g_01162	Prac.g_01037	Prad.g_00647	Prae.g_01107		Prag.g_01100		Prai.g_01125					Pran.g_00117	Prao.g_01145		Praq.g_01281	Prar.g_01315	Pras.g_00001		Prau.g_01153	Prav.g_00014	Praw.g_00181	Prax.g_00138	Pray.g_00120	Praz.g_00048	Prba.g_00737			Prbd.g_00406					Prbi.g_01153																									
N1.HOG0000054	OG0000020	n29			Prac.g_00906						Prai.g_01248								Praq.g_00073	Prar.g_01187																																										
N1.HOG0000055	OG0000020	n37		Prab.g_00379	Prac.g_00875, Prac.g_01598	Prad.g_01299			Prag.g_01637		Prai.g_00400					Pran.g_01804			Praq.g_00041, Praq.g_00080, Praq.g_00547	Prar.g_01007, Prar.g_01155, Prar.g_01561	Pras.g_00530		Prau.g_01704	Prav.g_01386	Praw.g_00483																																					
N1.HOG0000056	OG0000021	n0	Praa.g_01623, Praa.g_00364	Prab.g_00354	Prac.g_01169	Prad.g_01981, Prad.g_00745	Prae.g_01600, Prae.g_00364		Prag.g_01633, Prag.g_00359		Prai.g_00378					Pran.g_01829	Prao.g_01346, Prao.g_00500		Praq.g_01179	Prar.g_00425	Pras.g_00507, Pras.g_01218		Prau.g_01680, Prau.g_00367	Prav.g_00984	Praw.g_00479, Praw.g_00767	Prax.g_01587, Prax.g_00808	Pray.g_01578, Pray.g_00842	Praz.g_00896, Praz.g_00810	Prba.g_00245, Prba.g_00858			Prbd.g_01546, Prbd.g_00874					Prbi.g_01742, Prbi.g_00389																									
N1.HOG0000057	OG0000022	n1	Praa.g_01124	Prab.g_01182	Prac.g_01022	Prad.g_01993	Prae.g_01125		Prag.g_01116		Prai.g_01139					Pran.g_00097	Prao.g_01126		Praq.g_01296	Prar.g_01300	Pras.g_00019		Prau.g_01170	Prav.g_00029	Praw.g_00197	Prax.g_00157	Pray.g_00101	Praz.g_00029	Prba.g_00101			Prbd.g_00423					Prbi.g_01170																									
N1.HOG0000058	OG0000022	n47	Praa.g_00763	Prab.g_00782	Prac.g_01510	Prad.g_01105	Prae.g_00764		Prag.g_00757		Prai.g_00885					Pran.g_01401	Prao.g_00699		Praq.g_00635	Prar.g_01649	Pras.g_01662		Prau.g_00814	Prav.g_00360	Praw.g_01746	Prax.g_00415	Pray.g_00304	Praz.g_01556	Prba.g_01543			Prbd.g_00061					Prbi.g_00805																									
N1.HOG0000059	OG0000023	n0	Praa.g_00359	Prab.g_00348	Prac.g_01174	Prad.g_00751	Prae.g_00359		Prag.g_00354		Prai.g_00373					Pran.g_01834	Prao.g_00494		Praq.g_01184	Prar.g_00420	Pras.g_01213		Prau.g_00362	Prav.g_00979	Praw.g_00772	Prax.g_00813	Pray.g_00838	Praz.g_00814	Prba.g_00854			Prbd.g_00879					Prbi.g_00384																									
N1.HOG0000060	OG0000024	n6	Praa.g_00747	Prab.g_00763	Prac.g_01525	Prad.g_01088	Prae.g_00748		Prag.g_00740		Prai.g_00899					Pran.g_01420	Prao.g_00683		Praq.g_00618	Prar.g_01634	Pras.g_01645		Prau.g_00796	Prav.g_00343	Praw.g_01763	Prax.g_00432	Pray.g_00289	Praz.g_01571	Prba.g_01558			Prbd.g_00045					Prbi.g_00788																									
N1.HOG0000061	OG0000024	n34	Praa.g_00675	Prab.g_00680	Prac.g_00696	Prad.g_01249	Prae.g_00649		Prag.g_00653		Prai.g_00704					Pran.g_01503	Prao.g_00114		Praq.g_00804	Prar.g_01505	Pras.g_01551		Prau.g_00715	Prav.g_01273	Praw.g_01847	Prax.g_00967	Pray.g_01088	Praz.g_01655	Prba.g_01642			Prbd.g_00569					Prbi.g_00678																									
N1.HOG0000062	OG0000025	n27	Praa.g_00331	Prab.g_00319	Prac.g_01600	Prad.g_01660	Prae.g_00332		Prag.g_00322		Prai.g_00344					Pran.g_01863	Prao.g_00467		Praq.g_01671	Prar.g_00256	Pras.g_01183		Prau.g_00333	Prav.g_01977	Praw.g_00803	Prax.g_00842	Pray.g_00809	Praz.g_00688	Prba.g_00547			Prbd.g_00908					Prbi.g_00355																									
N1.HOG0000063	OG0000025	n53	Praa.g_00839	Prab.g_00874	Prac.g_01441	Prad.g_01181	Prae.g_00840		Prag.g_00839		Prai.g_00812					Pran.g_01309	Prao.g_00776		Praq.g_01432	Prar.g_01718	Pras.g_01735		Prau.g_00888	Prav.g_00431	Praw.g_01664	Prax.g_00338	Pray.g_00383	Praz.g_01477	Prba.g_01464			Prbd.g_00137					Prbi.g_00882																									
N1.HOG0000064	OG0000026	n30																			Pras.g_00873		Prau.g_00030																																							
N1.HOG0000065	OG0000026	n32		Prab.g_01629												Pran.g_00930								Prav.g_01324		Prax.g_00458																																				
N1.HOG0000066	OG0000026	n35	Praa.g_00031	Prab.g_00031	Prac.g_01916	Prad.g_01955	Prae.g_00031		Prag.g_00031		Prai.g_00031					Pran.g_00393	Prao.g_00177		Praq.g_01234	Prar.g_00007				Prav.g_00099	Praw.g_01397	Prax.g_00282	Pray.g_01493	Praz.g_00396	Prba.g_01824			Prbd.g_01206					Prbi.g_00031																									
N1.HOG0000067	OG0000026	n51	Praa.g_01054	Prab.g_01111	Prac.g_01241	Prad.g_01004	Prae.g_01056		Prag.g_01050		Prai.g_01074					Pran.g_00168	Prao.g_00992		Praq.g_01633	Prar.g_01919	Pras.g_01949		Prau.g_01103	Prav.g_00226	Praw.g_01453	Prax.g_01220	Pray.g_00599	Praz.g_00081	Prba.g_01249			Prbd.g_00355					Prbi.g_01101																									
N1.HOG0000068	OG0000027	n0	Praa.g_00470, Praa.g_01301	Prab.g_00914, Prab.g_01616	Prac.g_01074	Prad.g_01298, Prad.g_00353	Prae.g_00444, Prae.g_01311		Prag.g_00449, Prag.g_01646, Prag.g_01336		Prai.g_00904					Pran.g_00583	Prao.g_00576, Prao.g_01293		Praq.g_00521	Prar.g_00520	Pras.g_01348, Pras.g_00185		Prau.g_01353	Prav.g_01068, Prav.g_01416	Praw.g_00677, Praw.g_00492, Praw.g_00962	Prax.g_01916	Pray.g_00960, Pray.g_01887	Praz.g_01858, Praz.g_01197	Prba.g_00991, Prba.g_01175			Prbd.g_00772, Prbd.g_01832					Prbi.g_00472, Prbi.g_01374																									
N1.HOG0000069	OG0000028	n21	Praa.g_01248		Prac.g_00145	Prad.g_01204			Prag.g_01270		Prai.g_01297						Prao.g_01348		Praq.g_00103	Prar.g_00985	Pras.g_00169		Prau.g_01338	Prav.g_01885	Praw.g_00334		Pray.g_01935	Praz.g_01246	Prba.g_01126			Prbd.g_01864					Prbi.g_01319, Prbi.g_01768																									
N1.HOG0000070	OG0000028	n46	Praa.g_00320	Prab.g_00308	Prac.g_01611	Prad.g_01671	Prae.g_00321		Prag.g_00311		Prai.g_00333					Pran.g_01874	Prao.g_00456		Praq.g_01682	Prar.g_00267	Pras.g_01172		Prau.g_00322	Prav.g_01966	Praw.g_00814	Prax.g_00855	Pray.g_00798	Praz.g_00677	Prba.g_00536			Prbd.g_00919					Prbi.g_00344																									
N1.HOG0000071	OG0000029	n16	Praa.g_00754	Prab.g_00773		Prad.g_01096	Prae.g_00755		Prag.g_00748		Prai.g_00890					Pran.g_01410	Prao.g_00690		Praq.g_00627		Pras.g_01653		Prau.g_00804	Prav.g_00350	Praw.g_01755	Prax.g_00425	Pray.g_00296	Praz.g_01564	Prba.g_01551			Prbd.g_00052					Prbi.g_00796																									
N1.HOG0000072	OG0000029	n42	Praa.g_00374		Prac.g_01158	Prad.g_00734	Prae.g_00375										Prao.g_00510		Praq.g_01168	Prar.g_00436	Pras.g_01228		Prau.g_00378			Prax.g_00798	Pray.g_00853	Praz.g_00799	Prba.g_00869			Prbd.g_00863					Prbi.g_00399																									
N1.HOG0000073	OG0000030	n0	Praa.g_01842	Prab.g_01867	Prac.g_00050		Prae.g_01825		Prag.g_01871		Prai.g_01848					Pran.g_01170	Prao.g_01753		Praq.g_00772	Prar.g_00662	Pras.g_00753		Prau.g_01935	Prav.g_00699	Praw.g_00029	Prax.g_01404	Pray.g_01374	Praz.g_00195	Prba.g_00778			Prbd.g_01325					Prbi.g_02004																									
N1.HOG0000074	OG0000031	n2			Prac.g_00249														Praq.g_00209	Prar.g_00879						Prax.g_01831																																				
N1.HOG0000075	OG0000031	n40							Prag.g_01446								Prao.g_01355								Praw.g_01073												Prbi.g_01467																									
N1.HOG0000076	OG0000031	n51					Prae.g_01402										Prao.g_01364						Prau.g_01431, Prau.g_01469																																							
N1.HOG0000077	OG0000031	n60									Prai.g_01444										Pras.g_00331																																									
N1.HOG0000078	OG0000031	n61		Prab.g_01446												Pran.g_00753											Pray.g_01806	Praz.g_01116	Prba.g_00173																																	
