HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn	Syaa	Syab	Syac	Syad	Syae	Syaf	Syag	Syah	Syai	Syaj	Syak	Syal	Syam	Syan	Syao	Syap	Syaq	Syar	Syas	Syat
N40.HOG0000062	OG0000038	n7																																																										Syar.g_00334		Syat.g_02688
N40.HOG0000063	OG0000038	n29																																																										Syar.g_00336		Syat.g_02686
N40.HOG0000064	OG0000039	n15																																																										Syar.g_00007		
N40.HOG0000065	OG0000039	n27																																																										Syar.g_02827		
N40.HOG0000066	OG0000039	n34																																																										Syar.g_02151		
N40.HOG0000067	OG0000040	n1																																																										Syar.g_02831		
N40.HOG0000068	OG0000040	n36																																																										Syar.g_00858		Syat.g_02551
N40.HOG0000069	OG0000041	n47																																																										Syar.g_01370, Syar.g_02014		Syat.g_00785
N40.HOG0000070	OG0000041	n66																																																										Syar.g_02993		Syat.g_03006
N40.HOG0000071	OG0000042	n41																																																										Syar.g_00595, Syar.g_01970		Syat.g_00223
N40.HOG0000072	OG0000042	n48																																																												Syat.g_02222
N40.HOG0000073	OG0000044	n47																																																										Syar.g_02052, Syar.g_02167		Syat.g_00933
N40.HOG0000074	OG0000044	n51																																																										Syar.g_01631		Syat.g_01910, Syat.g_00146, Syat.g_03333
N40.HOG0000075	OG0000045	n57																																																										Syar.g_02592		Syat.g_00935
N40.HOG0000076	OG0000046	n27																																																										Syar.g_03233		
N40.HOG0000077	OG0000046	n38																																																										Syar.g_01102, Syar.g_01105		Syat.g_01626, Syat.g_01026
N40.HOG0000078	OG0000048	n0																																																										Syar.g_00213		Syat.g_02046
N40.HOG0000079	OG0000051	n1																																																										Syar.g_01597		
N40.HOG0000080	OG0000052	n45																																																										Syar.g_02742, Syar.g_02751		
N40.HOG0000081	OG0000052	n47																																																										Syar.g_00281		Syat.g_02140
N40.HOG0000082	OG0000053	n0																																																										Syar.g_01413		Syat.g_01330
N40.HOG0000083	OG0000054	n39																																																										Syar.g_02265		Syat.g_00987
N40.HOG0000084	OG0000054	n43																																																												Syat.g_03390
N40.HOG0000085	OG0000055	n0																																																										Syar.g_01386		Syat.g_00693
N40.HOG0000086	OG0000056	n49																																																										Syar.g_01662		
N40.HOG0000087	OG0000057	n43																																																												Syat.g_02055
N40.HOG0000088	OG0000057	n52																																																										Syar.g_00006		
N40.HOG0000089	OG0000058	n23																																																										Syar.g_00648		Syat.g_02133, Syat.g_02238
N40.HOG0000090	OG0000058	n50																																																												Syat.g_01189
N40.HOG0000091	OG0000059	n10																																																										Syar.g_01024		Syat.g_01832
N40.HOG0000092	OG0000060	n26																																																												Syat.g_01384
N40.HOG0000093	OG0000060	n42																																																												Syat.g_01383
N40.HOG0000094	OG0000060	n51																																																										Syar.g_00178		
N40.HOG0000095	OG0000060	n52																																																												Syat.g_01047
N40.HOG0000096	OG0000061	n11																																																										Syar.g_01539		Syat.g_03260
N40.HOG0000097	OG0000062	n1																																																										Syar.g_01439		
N40.HOG0000098	OG0000062	n10																																																										Syar.g_02911		Syat.g_03107
N40.HOG0000099	OG0000063	n0																																																										Syar.g_00509		Syat.g_02303
N40.HOG0000100	OG0000064	n32																																																										Syar.g_03117		Syat.g_01568
N40.HOG0000101	OG0000064	n50																																																										Syar.g_00860		
N40.HOG0000102	OG0000065	n0																																																										Syar.g_03119		Syat.g_01571
N40.HOG0000103	OG0000066	n35																																																												Syat.g_03283
N40.HOG0000104	OG0000066	n44																																																										Syar.g_03187		
N40.HOG0000105	OG0000066	n56																																																										Syar.g_02228		
N40.HOG0000106	OG0000067	n18																																																										Syar.g_02639		Syat.g_00479
N40.HOG0000107	OG0000067	n33																																																												Syat.g_01324, Syat.g_02018
N40.HOG0000108	OG0000067	n36																																																												Syat.g_02874
N40.HOG0000109	OG0000068	n44																																																										Syar.g_02329		Syat.g_00085
N40.HOG0000110	OG0000068	n50																																																												Syat.g_01295
N40.HOG0000111	OG0000068	n52																																																										Syar.g_01461		
N40.HOG0000112	OG0000069	n8																																																												Syat.g_00090
N40.HOG0000113	OG0000069	n9																																																												Syat.g_00879
N40.HOG0000114	OG0000070	n14																																																												Syat.g_01032
N40.HOG0000115	OG0000070	n17																																																												Syat.g_01040
N40.HOG0000116	OG0000071	n0																																																										Syar.g_02777		Syat.g_01153
N40.HOG0000117	OG0000072	n12																																																										Syar.g_00107		Syat.g_02856
N40.HOG0000118	OG0000072	n30																																																										Syar.g_01140		Syat.g_01597
N40.HOG0000119	OG0000073	n20																																																										Syar.g_01364		
N40.HOG0000120	OG0000073	n25																																																										Syar.g_01493		Syat.g_03201
N40.HOG0000121	OG0000075	n26																																																												Syat.g_02497
N40.HOG0000122	OG0000075	n33																																																										Syar.g_03065		Syat.g_01713
N40.HOG0000123	OG0000075	n35																																																										Syar.g_00659		Syat.g_02154
N40.HOG0000124	OG0000076	n0																																																										Syar.g_00608		Syat.g_02206
N40.HOG0000125	OG0000077	n5																																																										Syar.g_03051		Syat.g_01481
N40.HOG0000126	OG0000078	n40																																																										Syar.g_03265		
N40.HOG0000127	OG0000078	n42																																																										Syar.g_03018		
N40.HOG0000128	OG0000078	n53																																																										Syar.g_01366		
N40.HOG0000129	OG0000079	n46																																																										Syar.g_00166		Syat.g_01879
N40.HOG0000130	OG0000080	n25																																																												Syat.g_02246
N40.HOG0000131	OG0000080	n28																																																												Syat.g_02282
N40.HOG0000132	OG0000080	n36																																																										Syar.g_00585		
N40.HOG0000133	OG0000081	n0																																																										Syar.g_01898		Syat.g_00980
N40.HOG0000134	OG0000082	n0																																																										Syar.g_02202		Syat.g_00035
N40.HOG0000135	OG0000085	n0																																																										Syar.g_02919		Syat.g_03113
N40.HOG0000136	OG0000086	n0																																																										Syar.g_03085		Syat.g_01531, Syat.g_00798, Syat.g_00635
N40.HOG0000137	OG0000087	n0																																																										Syar.g_00068		Syat.g_02912
N40.HOG0000138	OG0000088	n0																																																										Syar.g_00101		Syat.g_02862
N40.HOG0000139	OG0000089	n0																																																										Syar.g_01162		Syat.g_02953
N40.HOG0000140	OG0000090	n0																																																										Syar.g_02363, Syar.g_02353, Syar.g_02356		Syat.g_03270
N40.HOG0000141	OG0000091	n41																																																										Syar.g_01891		Syat.g_00939
N40.HOG0000142	OG0000091	n44																																																										Syar.g_02426		Syat.g_00862
N40.HOG0000143	OG0000092	n27																																																										Syar.g_01960		Syat.g_00825
N40.HOG0000144	OG0000093	n1																																																										Syar.g_00819		
N40.HOG0000145	OG0000093	n7																																																										Syar.g_02623		
N40.HOG0000146	OG0000094	n34																																																												Syat.g_00698
N40.HOG0000147	OG0000094	n52																																																												Syat.g_01034
N40.HOG0000148	OG0000095	n18																																																										Syar.g_01932		Syat.g_00808
N40.HOG0000149	OG0000097	n31																																																												Syat.g_00907
N40.HOG0000150	OG0000097	n33																																																										Syar.g_01706		
N40.HOG0000151	OG0000097	n48																																																										Syar.g_00364		Syat.g_00535
N40.HOG0000152	OG0000098	n0																																																										Syar.g_02343		Syat.g_03281
N40.HOG0000153	OG0000099	n0																																																										Syar.g_00715		Syat.g_02130
N40.HOG0000154	OG0000100	n0																																																										Syar.g_02477		Syat.g_00517
N40.HOG0000155	OG0000101	n30																																																										Syar.g_01073		Syat.g_01661
N40.HOG0000156	OG0000101	n37																																																										Syar.g_03154		
N40.HOG0000157	OG0000102	n47																																																										Syar.g_00602		
N40.HOG0000158	OG0000102	n49																																																										Syar.g_02164, Syar.g_01644, Syar.g_02138		
N40.HOG0000159	OG0000103	n36																																																										Syar.g_00014		
N40.HOG0000160	OG0000103	n48																																																										Syar.g_00452		Syat.g_02399
N40.HOG0000161	OG0000104	n35																																																										Syar.g_00466		Syat.g_02385
N40.HOG0000162	OG0000105	n0																																																										Syar.g_00218		Syat.g_02052
N40.HOG0000163	OG0000106	n0																																																										Syar.g_01748		Syat.g_00957
N40.HOG0000164	OG0000107	n35																																																										Syar.g_03290		
N40.HOG0000165	OG0000107	n37																																																										Syar.g_00149		Syat.g_01862
N40.HOG0000166	OG0000108	n0																																																										Syar.g_01469		Syat.g_03170
N40.HOG0000167	OG0000109	n41																																																										Syar.g_03310		
N40.HOG0000168	OG0000109	n49																																																										Syar.g_01485		Syat.g_03187
N40.HOG0000169	OG0000111	n19																																																										Syar.g_01940		
N40.HOG0000170	OG0000111	n21																																																										Syar.g_00005		
N40.HOG0000171	OG0000111	n27																																																												Syat.g_00816
N40.HOG0000172	OG0000112	n0																																																										Syar.g_02548		Syat.g_00593
N40.HOG0000173	OG0000113	n0																																																										Syar.g_02664		Syat.g_00509
N40.HOG0000174	OG0000114	n50																																																										Syar.g_01616		
N40.HOG0000175	OG0000115	n22																																																										Syar.g_02854		
N40.HOG0000176	OG0000115	n23																																																										Syar.g_01415		
N40.HOG0000177	OG0000116	n51																																																										Syar.g_01525		
N40.HOG0000178	OG0000116	n54																																																										Syar.g_02255		Syat.g_02641
N40.HOG0000179	OG0000117	n0																																																										Syar.g_01969		Syat.g_00224
N40.HOG0000180	OG0000118	n51																																																										Syar.g_02793		Syat.g_01168
N40.HOG0000181	OG0000119	n2																																																												Syat.g_00309
N40.HOG0000182	OG0000120	n0																																																										Syar.g_00713		Syat.g_02132
N40.HOG0000183	OG0000121	n0																																																										Syar.g_02806		Syat.g_01223
N40.HOG0000184	OG0000123	n0																																																										Syar.g_01079		Syat.g_01653
N40.HOG0000185	OG0000124	n22																																																										Syar.g_00586		Syat.g_02231
N40.HOG0000186	OG0000125	n13																																																												Syat.g_02684
N40.HOG0000187	OG0000126	n7																																																										Syar.g_00887, Syar.g_00888		Syat.g_00976
N40.HOG0000188	OG0000127	n40																																																												Syat.g_00175
N40.HOG0000189	OG0000128	n0																																																										Syar.g_00482		Syat.g_02331
N40.HOG0000190	OG0000129	n49																																																												Syat.g_02693
N40.HOG0000191	OG0000129	n52																																																												Syat.g_02694
N40.HOG0000192	OG0000130	n0																																																										Syar.g_03040		Syat.g_01469
N40.HOG0000193	OG0000131	n0																																																										Syar.g_02216, Syar.g_00078		Syat.g_02898
N40.HOG0000194	OG0000132	n0																																																										Syar.g_00099		Syat.g_02864
N40.HOG0000195	OG0000133	n0																																																										Syar.g_02543		Syat.g_00588
N40.HOG0000196	OG0000134	n0																																																										Syar.g_02009, Syar.g_01165		Syat.g_02956
N40.HOG0000197	OG0000135	n0																																																										Syar.g_00698		Syat.g_02501
N40.HOG0000198	OG0000136	n0																																																										Syar.g_02874		Syat.g_01292
N40.HOG0000199	OG0000137	n5																																																										Syar.g_01273		Syat.g_01371
N40.HOG0000200	OG0000138	n0																																																										Syar.g_01486		Syat.g_03188
N40.HOG0000201	OG0000139	n0																																																										Syar.g_02348		Syat.g_03276
N40.HOG0000202	OG0000140	n0																																																										Syar.g_02344		Syat.g_03280
N40.HOG0000203	OG0000141	n0																																																										Syar.g_02129		Syat.g_03398
N40.HOG0000204	OG0000142	n0																																																										Syar.g_02418		Syat.g_00117
N40.HOG0000205	OG0000143	n0																																																										Syar.g_02422		Syat.g_00130
N40.HOG0000206	OG0000144	n0																																																										Syar.g_02441		Syat.g_00369
N40.HOG0000207	OG0000145	n0																																																										Syar.g_01494		Syat.g_03202
N40.HOG0000208	OG0000146	n0																																																										Syar.g_02549		Syat.g_00594
N40.HOG0000209	OG0000147	n0																																																										Syar.g_02550		Syat.g_00595
N40.HOG0000210	OG0000148	n0																																																										Syar.g_02658		Syat.g_00503
N40.HOG0000211	OG0000149	n0																																																										Syar.g_01830, Syar.g_03289, Syar.g_03288		Syat.g_00747
N40.HOG0000212	OG0000150	n0																																																										Syar.g_02130		Syat.g_03399
N40.HOG0000213	OG0000151	n42																																																												Syat.g_00801
N40.HOG0000214	OG0000151	n43																																																												Syat.g_00440
N40.HOG0000215	OG0000152	n0																																																										Syar.g_02539		Syat.g_00578
N40.HOG0000216	OG0000153	n0																																																										Syar.g_02503		Syat.g_00542
N40.HOG0000217	OG0000154	n0																																																										Syar.g_01800		Syat.g_00708
N40.HOG0000218	OG0000155	n0																																																										Syar.g_01959		Syat.g_00287
N40.HOG0000219	OG0000156	n0																																																										Syar.g_01517		Syat.g_03228
N40.HOG0000220	OG0000157	n0																																																										Syar.g_01516		Syat.g_02012, Syat.g_03227
N40.HOG0000221	OG0000158	n0																																																										Syar.g_00650		Syat.g_02163
N40.HOG0000222	OG0000159	n43																																																										Syar.g_02359		Syat.g_01187
N40.HOG0000223	OG0000159	n46																																																										Syar.g_02762		
N40.HOG0000224	OG0000160	n0																																																										Syar.g_02807		Syat.g_01224
N40.HOG0000225	OG0000161	n0																																																										Syar.g_02801		Syat.g_01180
N40.HOG0000226	OG0000162	n0																																																										Syar.g_02863		Syat.g_01281
N40.HOG0000227	OG0000163	n7																																																												Syat.g_02979
N40.HOG0000228	OG0000163	n11																																																										Syar.g_00639		
N40.HOG0000229	OG0000163	n13																																																										Syar.g_01186		
N40.HOG0000230	OG0000164	n42																																																										Syar.g_03168		
N40.HOG0000231	OG0000164	n48																																																										Syar.g_02969		Syat.g_03040
N40.HOG0000232	OG0000165	n0																																																										Syar.g_02976		Syat.g_03033
N40.HOG0000233	OG0000166	n0																																																										Syar.g_01034		Syat.g_01822
N40.HOG0000234	OG0000167	n0																																																										Syar.g_00662		Syat.g_02148
N40.HOG0000235	OG0000168	n0																																																										Syar.g_00246		Syat.g_02164
N40.HOG0000236	OG0000169	n0																																																										Syar.g_00262		Syat.g_02192
N40.HOG0000237	OG0000170	n0																																																										Syar.g_00613		Syat.g_02201
N40.HOG0000238	OG0000171	n0																																																										Syar.g_00587		Syat.g_02230
N40.HOG0000239	OG0000172	n0																																																										Syar.g_00547		Syat.g_02260
N40.HOG0000240	OG0000173	n0																																																										Syar.g_00528		Syat.g_02284
N40.HOG0000241	OG0000174	n0																																																										Syar.g_00701		Syat.g_02504
N40.HOG0000242	OG0000175	n0																																																										Syar.g_00438		Syat.g_02416
N40.HOG0000243	OG0000176	n0																																																										Syar.g_00474		Syat.g_02372
N40.HOG0000244	OG0000177	n0																																																										Syar.g_00475		Syat.g_02338
N40.HOG0000245	OG0000178	n0																																																										Syar.g_00476		Syat.g_02337
N40.HOG0000246	OG0000179	n0																																																										Syar.g_00489		Syat.g_02322
N40.HOG0000247	OG0000180	n0																																																										Syar.g_00490		Syat.g_02321
N40.HOG0000248	OG0000181	n0																																																										Syar.g_00491		Syat.g_02320
N40.HOG0000249	OG0000182	n0																																																										Syar.g_00492		Syat.g_02319
N40.HOG0000250	OG0000183	n0																																																										Syar.g_00496		Syat.g_02315
N40.HOG0000251	OG0000184	n0																																																										Syar.g_00897		Syat.g_02704
N40.HOG0000252	OG0000185	n0																																																										Syar.g_00909		Syat.g_02719
N40.HOG0000253	OG0000186	n0																																																										Syar.g_03036		Syat.g_01463
N40.HOG0000254	OG0000187	n0																																																										Syar.g_03038		Syat.g_01467
N40.HOG0000255	OG0000188	n0																																																										Syar.g_03058		Syat.g_01489
N40.HOG0000256	OG0000189	n0																																																										Syar.g_03104		Syat.g_00386, Syat.g_01557
N40.HOG0000257	OG0000190	n0																																																										Syar.g_03107, Syar.g_02374		Syat.g_00330
N40.HOG0000258	OG0000191	n0																																																										Syar.g_00039		Syat.g_03344, Syat.g_02939
N40.HOG0000259	OG0000192	n0																																																										Syar.g_00046		Syat.g_02933
N40.HOG0000260	OG0000193	n0																																																										Syar.g_00079		Syat.g_02897
N40.HOG0000261	OG0000194	n0																																																										Syar.g_00082		Syat.g_02894
N40.HOG0000262	OG0000195	n31																																																										Syar.g_00023		
N40.HOG0000263	OG0000195	n43																																																										Syar.g_00084		Syat.g_02892
N40.HOG0000264	OG0000196	n0																																																										Syar.g_00096		Syat.g_02867
N40.HOG0000265	OG0000197	n0																																																										Syar.g_00097		Syat.g_02866
N40.HOG0000266	OG0000198	n0																																																										Syar.g_00098		Syat.g_02865
N40.HOG0000267	OG0000199	n0																																																										Syar.g_00106		Syat.g_02857
N40.HOG0000268	OG0000200	n0																																																										Syar.g_00124		Syat.g_02840
N40.HOG0000269	OG0000201	n0																																																										Syar.g_01000		Syat.g_02821
N40.HOG0000270	OG0000202	n0																																																										Syar.g_00998		Syat.g_02820
N40.HOG0000271	OG0000203	n0																																																										Syar.g_00997		Syat.g_02819
N40.HOG0000272	OG0000204	n0																																																										Syar.g_00996		Syat.g_02818
N40.HOG0000273	OG0000205	n0																																																										Syar.g_00988		Syat.g_02809
N40.HOG0000274	OG0000206	n0																																																										Syar.g_00963		Syat.g_02785
N40.HOG0000275	OG0000207	n0																																																										Syar.g_00957		Syat.g_02778
N40.HOG0000276	OG0000208	n0																																																										Syar.g_00956		Syat.g_02777
N40.HOG0000277	OG0000209	n0																																																										Syar.g_00936, Syar.g_03261		Syat.g_02735
N40.HOG0000278	OG0000210	n0																																																										Syar.g_00935		Syat.g_02734
N40.HOG0000279	OG0000211	n0																																																										Syar.g_03026		Syat.g_01452
N40.HOG0000280	OG0000212	n0																																																										Syar.g_03017		Syat.g_01442
N40.HOG0000281	OG0000213	n0																																																										Syar.g_00187		Syat.g_01889
N40.HOG0000282	OG0000214	n0																																																										Syar.g_00209		Syat.g_02042
N40.HOG0000283	OG0000215	n0																																																										Syar.g_00239		Syat.g_02075
N40.HOG0000284	OG0000216	n0																																																										Syar.g_00244		Syat.g_02079
N40.HOG0000285	OG0000217	n0																																																										Syar.g_00854		Syat.g_02085
N40.HOG0000286	OG0000218	n0																																																										Syar.g_00852		Syat.g_02087
N40.HOG0000287	OG0000219	n0																																																										Syar.g_00851		Syat.g_02088
N40.HOG0000288	OG0000220	n0																																																										Syar.g_00850, Syar.g_02026		Syat.g_02089
N40.HOG0000289	OG0000221	n0																																																										Syar.g_00834		Syat.g_02095
N40.HOG0000290	OG0000222	n0																																																										Syar.g_02119, Syar.g_00728		Syat.g_02109
N40.HOG0000291	OG0000223	n0																																																										Syar.g_00649		Syat.g_02570
N40.HOG0000292	OG0000224	n0																																																										Syar.g_00762, Syar.g_00273		Syat.g_02139
N40.HOG0000293	OG0000225	n0																																																										Syar.g_01142		Syat.g_01595
N40.HOG0000294	OG0000226	n0																																																										Syar.g_01146		Syat.g_01588
N40.HOG0000295	OG0000227	n0																																																										Syar.g_01148		
N40.HOG0000296	OG0000228	n0																																																										Syar.g_01161		Syat.g_02952
N40.HOG0000297	OG0000229	n0																																																										Syar.g_01177		Syat.g_02970
N40.HOG0000298	OG0000230	n0																																																										Syar.g_01179		Syat.g_02972
N40.HOG0000299	OG0000231	n39																																																										Syar.g_02865		
N40.HOG0000300	OG0000231	n41																																																										Syar.g_03151		
N40.HOG0000301	OG0000231	n47																																																												Syat.g_01283
N40.HOG0000302	OG0000232	n0																																																										Syar.g_01424		Syat.g_01313
N40.HOG0000303	OG0000233	n0																																																										Syar.g_01247		Syat.g_01407
N40.HOG0000304	OG0000234	n0																																																										Syar.g_01275		Syat.g_01369
N40.HOG0000305	OG0000235	n0																																																										Syar.g_01468		Syat.g_03169
N40.HOG0000306	OG0000236	n0																																																										Syar.g_01484		Syat.g_03186
N40.HOG0000307	OG0000237	n0																																																										Syar.g_01503		Syat.g_03214
N40.HOG0000308	OG0000238	n0																																																										Syar.g_01508		Syat.g_03219
N40.HOG0000309	OG0000239	n0																																																										Syar.g_02687		Syat.g_01105
N40.HOG0000310	OG0000240	n0																																																										Syar.g_02686		Syat.g_01104
N40.HOG0000311	OG0000241	n0																																																										Syar.g_02410		Syat.g_00111
N40.HOG0000312	OG0000242	n0																																																										Syar.g_01926		Syat.g_01077
N40.HOG0000313	OG0000243	n0																																																										Syar.g_02335		Syat.g_00092
N40.HOG0000314	OG0000244	n0																																																										Syar.g_02327		Syat.g_00082
N40.HOG0000315	OG0000245	n42																																																										Syar.g_02325		Syat.g_00080
N40.HOG0000316	OG0000245	n47																																																										Syar.g_03238		
N40.HOG0000317	OG0000246	n0																																																										Syar.g_02321		Syat.g_00076
N40.HOG0000318	OG0000247	n0																																																										Syar.g_02310		Syat.g_00065
N40.HOG0000319	OG0000248	n12																																																										Syar.g_02307		
N40.HOG0000320	OG0000248	n14																																																										Syar.g_03293		
N40.HOG0000321	OG0000248	n21																																																												Syat.g_00062
N40.HOG0000322	OG0000249	n0																																																										Syar.g_02305		Syat.g_00060
N40.HOG0000323	OG0000250	n20																																																										Syar.g_02299		Syat.g_00053
N40.HOG0000324	OG0000250	n27																																																										Syar.g_03194		
N40.HOG0000325	OG0000251	n0																																																										Syar.g_02194		Syat.g_00027
N40.HOG0000326	OG0000252	n0																																																										Syar.g_02189, Syar.g_03263		Syat.g_00022
N40.HOG0000327	OG0000253	n0																																																										Syar.g_02028		Syat.g_00021
N40.HOG0000328	OG0000254	n0																																																										Syar.g_02169		Syat.g_03407
N40.HOG0000329	OG0000255	n0																																																										Syar.g_00011, Syar.g_02224		Syat.g_02405
N40.HOG0000330	OG0000256	n0																																																										Syar.g_02244		Syat.g_03306
N40.HOG0000331	OG0000257	n0																																																										Syar.g_02407, Syar.g_01762		Syat.g_00109
N40.HOG0000332	OG0000258	n0																																																										Syar.g_02427		Syat.g_00382
N40.HOG0000333	OG0000259	n0																																																										Syar.g_02472		Syat.g_00342
N40.HOG0000334	OG0000260	n0																																																										Syar.g_03220, Syar.g_02475		Syat.g_00392
N40.HOG0000335	OG0000261	n0																																																										Syar.g_01916		Syat.g_00400
N40.HOG0000336	OG0000262	n0																																																										Syar.g_01690		Syat.g_00407
N40.HOG0000337	OG0000263	n0																																																										Syar.g_01991		Syat.g_00200
N40.HOG0000338	OG0000264	n0																																																										Syar.g_02135		
N40.HOG0000339	OG0000266	n0																																																										Syar.g_01570		Syat.g_00671
N40.HOG0000340	OG0000267	n0																																																										Syar.g_01873		Syat.g_00636
N40.HOG0000341	OG0000268	n0																																																										Syar.g_02589		Syat.g_00634
N40.HOG0000342	OG0000269	n0																																																										Syar.g_02634		Syat.g_00474, Syat.g_00126
N40.HOG0000343	OG0000270	n0																																																										Syar.g_00744, Syar.g_02637		Syat.g_00477
N40.HOG0000344	OG0000271	n0																																																										Syar.g_02645		Syat.g_00485
N40.HOG0000345	OG0000272	n0																																																										Syar.g_02646		Syat.g_00486
N40.HOG0000346	OG0000273	n31																																																										Syar.g_02481		Syat.g_00520
