HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn	Syaa	Syab	Syac	Syad	Syae	Syaf	Syag	Syah	Syai	Syaj	Syak	Syal	Syam	Syan	Syao	Syap	Syaq	Syar	Syas	Syat
N35.HOG0000106	OG0000044	n55																																									Syaa.g_00851		Syac.g_00858			Syaf.g_01400		Syah.g_02072												
N35.HOG0000107	OG0000044	n64																																													Syae.g_01067			Syah.g_01194	Syai.g_00833				Syam.g_01562							
N35.HOG0000108	OG0000045	n2																																									Syaa.g_01560		Syac.g_01040			Syaf.g_00979		Syah.g_01872	Syai.g_02432				Syam.g_02028							
N35.HOG0000109	OG0000045	n33																																									Syaa.g_01518		Syac.g_00576	Syad.g_00964	Syae.g_00732			Syah.g_02356		Syaj.g_00132										
N35.HOG0000110	OG0000046	n15																																									Syaa.g_02211		Syac.g_02055	Syad.g_00730	Syae.g_02161	Syaf.g_00055		Syah.g_00823	Syai.g_00443	Syaj.g_02775			Syam.g_00410							
N35.HOG0000111	OG0000046	n27																																									Syaa.g_02205		Syac.g_02047	Syad.g_00736	Syae.g_02168	Syaf.g_00045		Syah.g_00830	Syai.g_00449	Syaj.g_02781			Syam.g_00420							
N35.HOG0000112	OG0000046	n38																																									Syaa.g_02218		Syac.g_02063	Syad.g_00723	Syae.g_02154	Syaf.g_00062		Syah.g_00816	Syai.g_00435	Syaj.g_02768			Syam.g_00403							
N35.HOG0000113	OG0000047	n54																																									Syaa.g_02189		Syac.g_02031	Syad.g_00754	Syae.g_02184	Syaf.g_00030		Syah.g_00847	Syai.g_00462	Syaj.g_02799			Syam.g_00434							
N35.HOG0000114	OG0000048	n0																																									Syaa.g_00275, Syaa.g_02719		Syac.g_02240	Syad.g_00534	Syae.g_01982	Syaf.g_00230		Syah.g_00637	Syai.g_00272	Syaj.g_02578			Syam.g_00243							
N35.HOG0000115	OG0000050	n4																																									Syaa.g_01591				Syae.g_00122															
N35.HOG0000116	OG0000050	n6																																														Syaf.g_01770			Syai.g_01893											
N35.HOG0000117	OG0000050	n14																																												Syad.g_02114						Syaj.g_01242										
N35.HOG0000118	OG0000050	n33																																									Syaa.g_01213, Syaa.g_01712		Syac.g_01937	Syad.g_02478	Syae.g_01023			Syah.g_00941	Syai.g_01332	Syaj.g_01584										
N35.HOG0000119	OG0000051	n4																																														Syaf.g_00972														
N35.HOG0000120	OG0000051	n17																																											Syac.g_01292																	
N35.HOG0000121	OG0000051	n33																																									Syaa.g_01531		Syac.g_01073	Syad.g_00842	Syae.g_00438			Syah.g_02473	Syai.g_01773	Syaj.g_02898										
N35.HOG0000122	OG0000051	n56																																												Syad.g_01967						Syaj.g_00017										
N35.HOG0000123	OG0000052	n7																																									Syaa.g_00461																			
N35.HOG0000124	OG0000052	n22																																													Syae.g_01224															
N35.HOG0000125	OG0000052	n27																																									Syaa.g_00174		Syac.g_00207	Syad.g_00434	Syae.g_01886	Syaf.g_00335		Syah.g_00171	Syai.g_00176	Syaj.g_02476										
N35.HOG0000126	OG0000053	n0																																									Syaa.g_01797		Syac.g_01657	Syad.g_02302	Syae.g_02629	Syaf.g_02447		Syah.g_01267	Syai.g_00930	Syaj.g_01409			Syam.g_01636							
N35.HOG0000127	OG0000054	n26																																									Syaa.g_01691		Syac.g_00933	Syad.g_02209	Syae.g_00014	Syaf.g_02376		Syah.g_01982	Syai.g_01040	Syaj.g_01341			Syam.g_01515							
N35.HOG0000128	OG0000054	n34																																									Syaa.g_01502		Syac.g_01050		Syae.g_00221			Syah.g_01862												
N35.HOG0000129	OG0000055	n32																																									Syaa.g_01564		Syac.g_01034					Syah.g_01878												
N35.HOG0000130	OG0000055	n49																																									Syaa.g_00852		Syac.g_00859	Syad.g_01255	Syae.g_00817	Syaf.g_01402		Syah.g_02071	Syai.g_02029	Syaj.g_00394			Syam.g_00754							
N35.HOG0000131	OG0000056	n11																																												Syad.g_01997, Syad.g_01971, Syad.g_01409, Syad.g_02690, Syad.g_01425, Syad.g_00400, Syad.g_01999, Syad.g_01346, Syad.g_02228, Syad.g_02691						Syaj.g_01081, Syaj.g_00880, Syaj.g_01082, Syaj.g_00533, Syaj.g_01676, Syaj.g_00546, Syaj.g_00879, Syaj.g_00462, Syaj.g_01088, Syaj.g_00360, Syaj.g_01093, Syaj.g_00962										
N35.HOG0000132	OG0000056	n36																																																		Syaj.g_00985, Syaj.g_02864										
N35.HOG0000133	OG0000056	n41																																																		Syaj.g_01794										
N35.HOG0000134	OG0000057	n33																																												Syad.g_01301	Syae.g_00782					Syaj.g_00438										
N35.HOG0000135	OG0000057	n36																																									Syaa.g_01466					Syaf.g_01665														
N35.HOG0000136	OG0000057	n52																																									Syaa.g_00889		Syac.g_00894			Syaf.g_01452		Syah.g_02020	Syai.g_01997				Syam.g_00784							
N35.HOG0000137	OG0000058	n23																																									Syaa.g_00193, Syaa.g_00455		Syac.g_00226	Syad.g_00452	Syae.g_01905, Syae.g_01227	Syaf.g_00316		Syah.g_00152	Syai.g_00195	Syaj.g_02495			Syam.g_00169							
N35.HOG0000138	OG0000059	n10																																									Syaa.g_02315		Syac.g_02142	Syad.g_00642	Syae.g_02074	Syaf.g_00143		Syah.g_00737	Syai.g_00351	Syaj.g_02686			Syam.g_00320							
N35.HOG0000139	OG0000060	n17																																												Syad.g_02370	Syae.g_02514	Syaf.g_02515				Syaj.g_01469										
N35.HOG0000140	OG0000060	n26																																									Syaa.g_02053		Syac.g_01909	Syad.g_00899	Syae.g_02306	Syaf.g_02726			Syai.g_00635	Syaj.g_00067										
N35.HOG0000141	OG0000060	n42																																														Syaf.g_01425														
N35.HOG0000142	OG0000060	n52																																									Syaa.g_01007			Syad.g_01508	Syae.g_00649	Syaf.g_01603		Syah.g_01515	Syai.g_01758	Syaj.g_00635			Syam.g_00902							
N35.HOG0000143	OG0000061	n1																																									Syaa.g_00469							Syah.g_00215		Syaj.g_02351										
N35.HOG0000144	OG0000061	n11																																									Syaa.g_00770		Syac.g_00769	Syad.g_01152	Syae.g_00921	Syaf.g_01288		Syah.g_02158	Syai.g_02144	Syaj.g_00302			Syam.g_01795							
N35.HOG0000145	OG0000062	n1																																														Syaf.g_02167														
N35.HOG0000146	OG0000062	n10																																									Syaa.g_00571		Syac.g_00567	Syad.g_02598	Syae.g_01145	Syaf.g_01055		Syah.g_02365	Syai.g_02358	Syaj.g_01700			Syam.g_01972							
N35.HOG0000147	OG0000063	n0																																									Syaa.g_00042		Syac.g_00037	Syad.g_00202	Syae.g_01752	Syaf.g_00457		Syah.g_00337	Syai.g_00042	Syaj.g_02302			Syam.g_00039							
N35.HOG0000148	OG0000064	n7																																									Syaa.g_00579		Syac.g_00575		Syae.g_01137	Syaf.g_01063		Syah.g_02357	Syai.g_02350				Syam.g_01964							
N35.HOG0000149	OG0000064	n20																																												Syad.g_00873	Syae.g_00012					Syaj.g_00041										
N35.HOG0000150	OG0000064	n28																																									Syaa.g_01284																			
N35.HOG0000151	OG0000064	n32																																									Syaa.g_02666			Syad.g_00081, Syad.g_02125	Syae.g_01631				Syai.g_02844	Syaj.g_01253			Syam.g_02363							
N35.HOG0000152	OG0000064	n47																																														Syaf.g_02253			Syai.g_01162				Syam.g_01415							
N35.HOG0000153	OG0000064	n50																																									Syaa.g_01568		Syac.g_01567		Syae.g_00194	Syaf.g_01667		Syah.g_01353	Syai.g_01163, Syai.g_01668				Syam.g_01414, Syam.g_00978							
N35.HOG0000154	OG0000065	n30																																									Syaa.g_02380		Syac.g_00396	Syad.g_02801	Syae.g_01363	Syaf.g_00903		Syah.g_02537		Syaj.g_01887			Syam.g_02121							
N35.HOG0000155	OG0000065	n51																																											Syac.g_00490	Syad.g_02574	Syae.g_00722			Syah.g_02443		Syaj.g_00007										
N35.HOG0000156	OG0000066	n44																																									Syaa.g_01968		Syac.g_01827	Syad.g_00992	Syae.g_02386	Syaf.g_02643		Syah.g_01073	Syai.g_01709, Syai.g_00719	Syaj.g_00157			Syam.g_00552, Syam.g_00662							
N35.HOG0000157	OG0000067	n9																																									Syaa.g_01154		Syac.g_01341	Syad.g_01889	Syae.g_00521	Syaf.g_02049		Syah.g_01779	Syai.g_01321	Syaj.g_01023			Syam.g_01290							
N35.HOG0000158	OG0000068	n0																																									Syaa.g_02059		Syac.g_01916	Syad.g_00891	Syae.g_02299	Syaf.g_02733		Syah.g_00986	Syai.g_00628	Syaj.g_00059			Syam.g_00575							
N35.HOG0000159	OG0000069	n2																																									Syaa.g_01497, Syaa.g_01256		Syac.g_01272		Syae.g_00458			Syah.g_01715					Syam.g_01521							
N35.HOG0000160	OG0000070	n0																																									Syaa.g_00718		Syac.g_00711	Syad.g_02424	Syae.g_00979	Syaf.g_01237		Syah.g_02217	Syai.g_02196	Syaj.g_01529			Syam.g_01847							
N35.HOG0000161	OG0000071	n12																																											Syac.g_01049					Syah.g_01863												
N35.HOG0000162	OG0000071	n19																																									Syaa.g_00735		Syac.g_00729	Syad.g_02405	Syae.g_00961	Syaf.g_01254		Syah.g_02199	Syai.g_02179	Syaj.g_01511			Syam.g_01830							
N35.HOG0000163	OG0000072	n12																																									Syaa.g_02480		Syac.g_00302	Syad.g_02905	Syae.g_01455	Syaf.g_00805		Syah.g_00080	Syai.g_02636	Syaj.g_01992			Syam.g_02219							
N35.HOG0000164	OG0000073	n25																																									Syaa.g_02030		Syac.g_01883	Syad.g_00926	Syae.g_02330	Syaf.g_02700		Syah.g_01018	Syai.g_00659	Syaj.g_00093			Syam.g_00604							
N35.HOG0000165	OG0000074	n39																																									Syaa.g_00372				Syae.g_00719			Syah.g_00951					Syam.g_00533							
