Orthogroup	Prao	Prbd
OG0000040	Prao.g_01307	Prbd.g_01859
OG0000040	Prao.g_00529	Prbd.g_00836
OG0000041	Prao.g_00062	Prbd.g_00621
OG0000042	Prao.g_01796	Prbd.g_01281
OG0000043	Prao.g_01015	Prbd.g_00379
OG0000043	Prao.g_00831	Prbd.g_00192
OG0000045	Prao.g_00024	Prbd.g_00658
OG0000046	Prao.g_00699	Prbd.g_00061
OG0000047	Prao.g_01089	Prbd.g_00468
OG0000049	Prao.g_01191	Prbd.g_01733
OG0000050	Prao.g_00304	Prbd.g_01074
OG0000051	Prao.g_00494	Prbd.g_00879
OG0000052	Prao.g_00532	Prbd.g_00833
OG0000053	Prao.g_00648	Prbd.g_00007
OG0000054	Prao.g_01545	Prbd.g_01532
OG0000055	Prao.g_01743	Prbd.g_01335
OG0000056	Prao.g_00177	Prbd.g_01206
OG0000057	Prao.g_00295	Prbd.g_01083
OG0000058	Prao.g_00505	Prbd.g_00868
OG0000060	Prao.g_00661	Prbd.g_00020
OG0000061	Prao.g_00693	Prbd.g_00055
OG0000062	Prao.g_00763	Prbd.g_00124
OG0000065	Prao.g_00375	Prbd.g_01002
OG0000065	Prao.g_01537	Prbd.g_01537
OG0000066	Prao.g_00581	Prbd.g_00767
OG0000067	Prao.g_00136	Prbd.g_00546
OG0000068	Prao.g_00677	Prbd.g_00036
OG0000069	Prao.g_01124	Prbd.g_00425
OG0000069	Prao.g_00922	Prbd.g_00284
OG0000070	Prao.g_00974	Prbd.g_00340
OG0000071	Prao.g_01332	Prbd.g_01895
OG0000072	Prao.g_01276	Prbd.g_01801
OG0000074	Prao.g_01215	Prbd.g_01737
OG0000075	Prao.g_01687	Prbd.g_01391
OG0000076	Prao.g_01362, Prao.g_01201	Prbd.g_01730
OG0000077	Prao.g_00158	Prbd.g_01226
OG0000078	Prao.g_00458	Prbd.g_00917
OG0000079	Prao.g_00516	Prbd.g_00855
OG0000080	Prao.g_00108	Prbd.g_00575
OG0000081	Prao.g_00129	Prbd.g_00553
OG0000082	Prao.g_00748	Prbd.g_00109
OG0000083	Prao.g_00812	Prbd.g_00174
OG0000084	Prao.g_00902	Prbd.g_00264
OG0000085	Prao.g_01025	Prbd.g_00389
OG0000086	Prao.g_01122	Prbd.g_00427
OG0000088	Prao.g_01329	Prbd.g_01889
OG0000089	Prao.g_01538	Prbd.g_01536
OG0000089	Prao.g_01327	Prbd.g_01884
OG0000090	Prao.g_01214	Prbd.g_01734
OG0000091	Prao.g_01405	Prbd.g_01681
OG0000092	Prao.g_01522	Prbd.g_01561
OG0000093	Prao.g_01639	Prbd.g_01439
OG0000094	Prao.g_01684	Prbd.g_01394
OG0000095	Prao.g_01717	Prbd.g_01361
OG0000096	Prao.g_01788	Prbd.g_01289
OG0000097	Prao.g_01806	Prbd.g_01272
OG0000098	Prao.g_01844	Prbd.g_01234
OG0000099	Prao.g_00170	Prbd.g_01214
OG0000100	Prao.g_00185	Prbd.g_01199
OG0000101	Prao.g_00195	Prbd.g_01188
OG0000102	Prao.g_00251	Prbd.g_01131
OG0000103	Prao.g_00260	Prbd.g_01122
OG0000104	Prao.g_00277	Prbd.g_01103, Prbd.g_01104
OG0000105	Prao.g_00308	Prbd.g_01070
OG0000106	Prao.g_00322	Prbd.g_01056
OG0000107	Prao.g_00330	Prbd.g_01048
OG0000108	Prao.g_00340	Prbd.g_01038
OG0000109	Prao.g_00377	Prbd.g_01000
OG0000110	Prao.g_00389	Prbd.g_00988
OG0000111	Prao.g_01378	Prbd.g_00965
OG0000112	Prao.g_00421	Prbd.g_00955
OG0000113	Prao.g_00434	Prbd.g_00942
OG0000114	Prao.g_00461	Prbd.g_00914
OG0000115	Prao.g_00580	Prbd.g_00768
OG0000116	Prao.g_00582	Prbd.g_00766
OG0000117	Prao.g_00586	Prbd.g_00762
OG0000118	Prao.g_00605	Prbd.g_00743
OG0000119	Prao.g_01859	Prbd.g_00710
OG0000120	Prao.g_01858	Prbd.g_00709
OG0000121	Prao.g_01162	Prbd.g_00699
OG0000122	Prao.g_01171	Prbd.g_00690
OG0000123	Prao.g_00023	Prbd.g_00659
OG0000124	Prao.g_00090	Prbd.g_00593
OG0000125	Prao.g_00091	Prbd.g_00592
OG0000126	Prao.g_00092	Prbd.g_00591
OG0000127	Prao.g_00124	Prbd.g_00558
OG0000128	Prao.g_00650	Prbd.g_00009
OG0000129	Prao.g_00670	Prbd.g_00029
OG0000130	Prao.g_00725	Prbd.g_00087
OG0000131	Prao.g_00739	Prbd.g_00100
OG0000132	Prao.g_00775	Prbd.g_00136
OG0000133	Prao.g_00861	Prbd.g_00222
OG0000134	Prao.g_00870	Prbd.g_00232
OG0000135	Prao.g_00906	Prbd.g_00268
OG0000136	Prao.g_00971	Prbd.g_00337
OG0000137	Prao.g_01119	Prbd.g_00430
OG0000138	Prao.g_01094	Prbd.g_00463
OG0000139	Prao.g_01083	Prbd.g_00474
OG0000140	Prao.g_01032	Prbd.g_00525
OG0000141	Prao.g_00014	Prbd.g_01921
OG0000142	Prao.g_01264	Prbd.g_01789
OG0000143	Prao.g_01239	Prbd.g_01764
OG0000144	Prao.g_01384	Prbd.g_01702
OG0000145	Prao.g_01398	Prbd.g_01688
OG0000146	Prao.g_01433	Prbd.g_01652
OG0000147	Prao.g_01473	Prbd.g_01611
OG0000148	Prao.g_01474	Prbd.g_01610
OG0000149	Prao.g_01550	Prbd.g_01527
OG0000150	Prao.g_01588	Prbd.g_01489
OG0000151	Prao.g_01591	Prbd.g_01486
OG0000152	Prao.g_01610	Prbd.g_01466
OG0000153	Prao.g_01646	Prbd.g_01432
OG0000154	Prao.g_01682	Prbd.g_01396
OG0000155	Prao.g_01700	Prbd.g_01378
OG0000156	Prao.g_01728	Prbd.g_01350
OG0000157	Prao.g_01760	Prbd.g_01317
OG0000158	Prao.g_01823	Prbd.g_01255
OG0000160	Prao.g_01842	Prbd.g_01236
OG0000161	Prao.g_01843	Prbd.g_01235
OG0000162	Prao.g_01845	Prbd.g_01233
OG0000163	Prao.g_01846	Prbd.g_01232
OG0000164	Prao.g_01847	Prbd.g_01231
OG0000165	Prao.g_01848	Prbd.g_01230
OG0000166	Prao.g_01849	Prbd.g_01229
OG0000167	Prao.g_01850	Prbd.g_01228
OG0000168	Prao.g_00157	Prbd.g_01227
OG0000169	Prao.g_00159	Prbd.g_01225
OG0000170	Prao.g_00161	Prbd.g_01223
OG0000171	Prao.g_00162	Prbd.g_01222
OG0000172	Prao.g_00163	Prbd.g_01221
OG0000173	Prao.g_00164	Prbd.g_01220
OG0000174	Prao.g_00165	Prbd.g_01219
OG0000175	Prao.g_00166	Prbd.g_01218
OG0000176	Prao.g_00167	Prbd.g_01217
OG0000177	Prao.g_00168	Prbd.g_01216
OG0000178	Prao.g_00169	Prbd.g_01215
OG0000179	Prao.g_00171	Prbd.g_01213
OG0000180	Prao.g_00172	Prbd.g_01212
OG0000181	Prao.g_00173	Prbd.g_01211
OG0000182	Prao.g_00174	Prbd.g_01210
OG0000183	Prao.g_00175	Prbd.g_01209
OG0000184	Prao.g_00176	Prbd.g_01208
OG0000185	Prao.g_00178	Prbd.g_01205
OG0000186	Prao.g_00181	Prbd.g_01202
OG0000187	Prao.g_00182	Prbd.g_01201
OG0000188	Prao.g_00183	Prbd.g_01200
OG0000189	Prao.g_00186	Prbd.g_01198
OG0000190	Prao.g_00188	Prbd.g_01196
OG0000191	Prao.g_00189	Prbd.g_01195
OG0000192	Prao.g_00190	Prbd.g_01194
OG0000193	Prao.g_00191	Prbd.g_01192
OG0000194	Prao.g_00192	Prbd.g_01191
OG0000195	Prao.g_00193	Prbd.g_01190
OG0000196	Prao.g_00194	Prbd.g_01189
OG0000197	Prao.g_00196	Prbd.g_01187
OG0000198	Prao.g_00197	Prbd.g_01186
OG0000199	Prao.g_00198	Prbd.g_01185
OG0000200	Prao.g_00203	Prbd.g_01180
OG0000201	Prao.g_00204	Prbd.g_01179
OG0000202	Prao.g_00205	Prbd.g_01178
OG0000203	Prao.g_00208	Prbd.g_01175
OG0000204	Prao.g_00209	Prbd.g_01174
OG0000205	Prao.g_00212	Prbd.g_01171
OG0000206	Prao.g_00214	Prbd.g_01169
OG0000207	Prao.g_00216	Prbd.g_01167
OG0000208	Prao.g_00217	Prbd.g_01166
OG0000209	Prao.g_00218	Prbd.g_01165
OG0000210	Prao.g_00219	Prbd.g_01164
OG0000211	Prao.g_00220	Prbd.g_01163
OG0000212	Prao.g_00221	Prbd.g_01162
OG0000213	Prao.g_00222	Prbd.g_01161
OG0000214	Prao.g_00223	Prbd.g_01160
OG0000215	Prao.g_00224	Prbd.g_01159
OG0000216	Prao.g_00225	Prbd.g_01158
OG0000217	Prao.g_00227	Prbd.g_01156
OG0000218	Prao.g_00228	Prbd.g_01155
OG0000219	Prao.g_00229	Prbd.g_01154
OG0000220	Prao.g_00230	Prbd.g_01153
OG0000221	Prao.g_00233	Prbd.g_01150
OG0000222	Prao.g_00234	Prbd.g_01149
OG0000223	Prao.g_00235	Prbd.g_01148
OG0000224	Prao.g_00236	Prbd.g_01147
OG0000225	Prao.g_00237	Prbd.g_01146
OG0000226	Prao.g_00238	Prbd.g_01145
OG0000227	Prao.g_00239	Prbd.g_01144
OG0000228	Prao.g_00240	Prbd.g_01143
OG0000229	Prao.g_00241	Prbd.g_01142
OG0000230	Prao.g_00242	Prbd.g_01141
OG0000231	Prao.g_00243	Prbd.g_01140
OG0000232	Prao.g_00244	Prbd.g_01138
OG0000233	Prao.g_00245	Prbd.g_01137
OG0000234	Prao.g_00246	Prbd.g_01136
OG0000235	Prao.g_00247	Prbd.g_01135
OG0000236	Prao.g_00248	Prbd.g_01134
OG0000237	Prao.g_00249	Prbd.g_01133
OG0000238	Prao.g_00250	Prbd.g_01132
OG0000239	Prao.g_00252	Prbd.g_01130
OG0000240	Prao.g_00254	Prbd.g_01128
OG0000241	Prao.g_00255	Prbd.g_01127
OG0000242	Prao.g_00256	Prbd.g_01126
OG0000243	Prao.g_00259	Prbd.g_01123
OG0000244	Prao.g_00261	Prbd.g_01121
OG0000245	Prao.g_00262	Prbd.g_01120
OG0000246	Prao.g_00263	Prbd.g_01119
OG0000247	Prao.g_00266	Prbd.g_01116
OG0000248	Prao.g_00268	Prbd.g_01114
OG0000249	Prao.g_00269	Prbd.g_01113
OG0000250	Prao.g_00270	Prbd.g_01112
OG0000251	Prao.g_00271	Prbd.g_01111
OG0000252	Prao.g_00272	Prbd.g_01110
OG0000253	Prao.g_00273	Prbd.g_01109
OG0000254	Prao.g_00274	Prbd.g_01107
OG0000255	Prao.g_00275	Prbd.g_01106
OG0000256	Prao.g_00278	Prbd.g_01102
OG0000257	Prao.g_00280	Prbd.g_01100
OG0000258	Prao.g_00283	Prbd.g_01095
OG0000259	Prao.g_00284	Prbd.g_01094
OG0000260	Prao.g_00285	Prbd.g_01093
OG0000261	Prao.g_00286	Prbd.g_01092
OG0000262	Prao.g_00287	Prbd.g_01091
OG0000263	Prao.g_00289	Prbd.g_01089
OG0000264	Prao.g_00290	Prbd.g_01088
OG0000265	Prao.g_00291	Prbd.g_01087
OG0000266	Prao.g_00292	Prbd.g_01086
OG0000267	Prao.g_00293	Prbd.g_01085
OG0000268	Prao.g_00294	Prbd.g_01084
OG0000269	Prao.g_00296	Prbd.g_01082
OG0000270	Prao.g_00297	Prbd.g_01081
OG0000271	Prao.g_00298	Prbd.g_01080
OG0000272	Prao.g_00299	Prbd.g_01079
OG0000273	Prao.g_00300	Prbd.g_01078
OG0000274	Prao.g_00301	Prbd.g_01077
OG0000275	Prao.g_00302	Prbd.g_01076
OG0000276	Prao.g_00303	Prbd.g_01075
OG0000277	Prao.g_00305	Prbd.g_01073
OG0000278	Prao.g_00306	Prbd.g_01072
OG0000279	Prao.g_00307	Prbd.g_01071
OG0000280	Prao.g_00309	Prbd.g_01069
OG0000281	Prao.g_00311	Prbd.g_01067
OG0000282	Prao.g_00312	Prbd.g_01066
OG0000283	Prao.g_00313	Prbd.g_01065
OG0000284	Prao.g_00314	Prbd.g_01064
OG0000285	Prao.g_00315	Prbd.g_01063
OG0000286	Prao.g_00316	Prbd.g_01062
OG0000287	Prao.g_00317	Prbd.g_01061
OG0000288	Prao.g_00319	Prbd.g_01059
OG0000289	Prao.g_00320	Prbd.g_01058
OG0000290	Prao.g_00321	Prbd.g_01057
OG0000291	Prao.g_00323	Prbd.g_01055
OG0000292	Prao.g_00324	Prbd.g_01054
OG0000293	Prao.g_00325	Prbd.g_01053
OG0000294	Prao.g_00326	Prbd.g_01052
OG0000295	Prao.g_00327	Prbd.g_01051
OG0000296	Prao.g_00328	Prbd.g_01050
OG0000297	Prao.g_00329	Prbd.g_01049
OG0000298	Prao.g_00331	Prbd.g_01047
OG0000299	Prao.g_00332	Prbd.g_01046
OG0000300	Prao.g_00333	Prbd.g_01045
OG0000301	Prao.g_00334	Prbd.g_01044
OG0000302	Prao.g_00335	Prbd.g_01043
OG0000303	Prao.g_00336	Prbd.g_01042
OG0000304	Prao.g_00338	Prbd.g_01040
OG0000305	Prao.g_00339	Prbd.g_01039
OG0000306	Prao.g_00342	Prbd.g_01036
OG0000307	Prao.g_00343	Prbd.g_01035
OG0000308	Prao.g_00344	Prbd.g_01034
OG0000309	Prao.g_00345	Prbd.g_01033
OG0000310	Prao.g_00346	Prbd.g_01032
OG0000311	Prao.g_00347	Prbd.g_01031
OG0000312	Prao.g_00348	Prbd.g_01030
OG0000313	Prao.g_00349	Prbd.g_01029
OG0000314	Prao.g_00350	Prbd.g_01028
OG0000315	Prao.g_00351	Prbd.g_01027
OG0000316	Prao.g_00352	Prbd.g_01026
OG0000317	Prao.g_00353	Prbd.g_01025
OG0000318	Prao.g_00354	Prbd.g_01024
OG0000319	Prao.g_00355	Prbd.g_01023
OG0000320	Prao.g_00356	Prbd.g_01022
OG0000321	Prao.g_00357	Prbd.g_01021
OG0000322	Prao.g_00358	Prbd.g_01020
OG0000323	Prao.g_00359	Prbd.g_01019
OG0000324	Prao.g_00360	Prbd.g_01018
OG0000325	Prao.g_00361	Prbd.g_01017
OG0000326	Prao.g_00362	Prbd.g_01016
OG0000327	Prao.g_00363	Prbd.g_01015
OG0000328	Prao.g_00364	Prbd.g_01013
OG0000329	Prao.g_00365	Prbd.g_01012
OG0000330	Prao.g_00366	Prbd.g_01011
OG0000331	Prao.g_00367	Prbd.g_01010
OG0000332	Prao.g_00368	Prbd.g_01009
OG0000333	Prao.g_00369	Prbd.g_01008
OG0000334	Prao.g_00370	Prbd.g_01007
OG0000335	Prao.g_00371	Prbd.g_01006
OG0000336	Prao.g_00373	Prbd.g_01004
OG0000337	Prao.g_00374	Prbd.g_01003
OG0000338	Prao.g_00378	Prbd.g_00999
OG0000339	Prao.g_00380	Prbd.g_00997
OG0000340	Prao.g_00382	Prbd.g_00995
OG0000341	Prao.g_00383	Prbd.g_00994
OG0000342	Prao.g_00384	Prbd.g_00993
OG0000343	Prao.g_00385	Prbd.g_00992
OG0000344	Prao.g_00388	Prbd.g_00989
OG0000345	Prao.g_00391	Prbd.g_00986
OG0000346	Prao.g_00392	Prbd.g_00985
OG0000347	Prao.g_00395	Prbd.g_00982
OG0000348	Prao.g_00397	Prbd.g_00980
OG0000349	Prao.g_00398	Prbd.g_00979
OG0000350	Prao.g_00400	Prbd.g_00977
OG0000351	Prao.g_00401	Prbd.g_00976
OG0000352	Prao.g_00402	Prbd.g_00975
OG0000353	Prao.g_00403	Prbd.g_00974
OG0000354	Prao.g_00404	Prbd.g_00973
OG0000355	Prao.g_00405	Prbd.g_00972
OG0000356	Prao.g_00406	Prbd.g_00971
OG0000357	Prao.g_00407	Prbd.g_00970
OG0000358	Prao.g_00408	Prbd.g_00969
OG0000359	Prao.g_00409	Prbd.g_00968
OG0000360	Prao.g_00412	Prbd.g_00964
OG0000361	Prao.g_00413	Prbd.g_00963
OG0000362	Prao.g_00414	Prbd.g_00962
OG0000363	Prao.g_00415	Prbd.g_00961
OG0000364	Prao.g_00419	Prbd.g_00957
OG0000365	Prao.g_00420	Prbd.g_00956
OG0000366	Prao.g_00422	Prbd.g_00954
OG0000367	Prao.g_00423	Prbd.g_00953
OG0000368	Prao.g_00424	Prbd.g_00952
OG0000369	Prao.g_00425	Prbd.g_00951
OG0000370	Prao.g_00426	Prbd.g_00950
OG0000371	Prao.g_00427	Prbd.g_00949
OG0000372	Prao.g_00428	Prbd.g_00948
OG0000373	Prao.g_00429	Prbd.g_00947
OG0000374	Prao.g_00431	Prbd.g_00945
OG0000375	Prao.g_00432	Prbd.g_00944
OG0000376	Prao.g_00435	Prbd.g_00941
OG0000377	Prao.g_00436	Prbd.g_00940
OG0000378	Prao.g_00437	Prbd.g_00939
OG0000379	Prao.g_00438	Prbd.g_00938
OG0000380	Prao.g_00439	Prbd.g_00937
OG0000381	Prao.g_00440	Prbd.g_00936
OG0000382	Prao.g_00441	Prbd.g_00935
OG0000383	Prao.g_00442	Prbd.g_00934
OG0000384	Prao.g_00444	Prbd.g_00931
OG0000385	Prao.g_00445	Prbd.g_00930
OG0000386	Prao.g_00446	Prbd.g_00929
OG0000387	Prao.g_00447	Prbd.g_00928
OG0000388	Prao.g_00448	Prbd.g_00927
OG0000389	Prao.g_00449	Prbd.g_00926
OG0000390	Prao.g_00450	Prbd.g_00925
OG0000391	Prao.g_00451	Prbd.g_00924
OG0000392	Prao.g_00452	Prbd.g_00923
OG0000393	Prao.g_00453	Prbd.g_00922
OG0000394	Prao.g_00454	Prbd.g_00921
OG0000395	Prao.g_00455	Prbd.g_00920
OG0000396	Prao.g_00457	Prbd.g_00918
OG0000397	Prao.g_00459	Prbd.g_00916
OG0000398	Prao.g_00460	Prbd.g_00915
OG0000399	Prao.g_00463	Prbd.g_00912
OG0000400	Prao.g_00464	Prbd.g_00911
OG0000401	Prao.g_00465	Prbd.g_00910
OG0000402	Prao.g_00470	Prbd.g_00905
OG0000403	Prao.g_00471	Prbd.g_00904
OG0000404	Prao.g_00472	Prbd.g_00903
OG0000405	Prao.g_00474	Prbd.g_00901
OG0000406	Prao.g_00476	Prbd.g_00898
OG0000407	Prao.g_00477	Prbd.g_00897
OG0000408	Prao.g_00479	Prbd.g_00894
OG0000409	Prao.g_00480	Prbd.g_00893
OG0000410	Prao.g_00481	Prbd.g_00892
OG0000411	Prao.g_00482	Prbd.g_00891
OG0000412	Prao.g_00483	Prbd.g_00890
OG0000413	Prao.g_00484	Prbd.g_00889
OG0000414	Prao.g_00485	Prbd.g_00888
OG0000415	Prao.g_00486	Prbd.g_00887
OG0000416	Prao.g_00489	Prbd.g_00884
OG0000417	Prao.g_00490	Prbd.g_00883
OG0000418	Prao.g_00491	Prbd.g_00882
OG0000419	Prao.g_00492	Prbd.g_00881
OG0000420	Prao.g_00493	Prbd.g_00880
OG0000421	Prao.g_00506	Prbd.g_00867
OG0000422	Prao.g_00513	Prbd.g_00859
OG0000423	Prao.g_00514	Prbd.g_00858
OG0000424	Prao.g_00518	Prbd.g_00852
OG0000425	Prao.g_00535	Prbd.g_00811
OG0000426	Prao.g_00536	Prbd.g_00810
OG0000427	Prao.g_00537	Prbd.g_00809
OG0000428	Prao.g_00539	Prbd.g_00807
OG0000429	Prao.g_00540	Prbd.g_00806
OG0000430	Prao.g_00542	Prbd.g_00804
OG0000431	Prao.g_00543	Prbd.g_00803
OG0000432	Prao.g_00544	Prbd.g_00802
OG0000433	Prao.g_00545	Prbd.g_00801
OG0000434	Prao.g_00546	Prbd.g_00800
OG0000435	Prao.g_00547	Prbd.g_00799
OG0000436	Prao.g_00548	Prbd.g_00798
OG0000437	Prao.g_00549	Prbd.g_00797
OG0000438	Prao.g_00550	Prbd.g_00796
OG0000439	Prao.g_00551	Prbd.g_00795
OG0000440	Prao.g_00552	Prbd.g_00794
OG0000441	Prao.g_00553	Prbd.g_00793
OG0000442	Prao.g_00554	Prbd.g_00792
OG0000443	Prao.g_00555	Prbd.g_00791
OG0000444	Prao.g_00556	Prbd.g_00790
OG0000445	Prao.g_00557	Prbd.g_00789
OG0000446	Prao.g_00559	Prbd.g_00787
OG0000447	Prao.g_00560	Prbd.g_00786
OG0000448	Prao.g_00564	Prbd.g_00784
OG0000449	Prao.g_00567	Prbd.g_00781
OG0000450	Prao.g_00568	Prbd.g_00780
OG0000451	Prao.g_00569	Prbd.g_00779
OG0000452	Prao.g_00570	Prbd.g_00778
OG0000453	Prao.g_00571	Prbd.g_00777
OG0000454	Prao.g_00577	Prbd.g_00771
OG0000455	Prao.g_00579	Prbd.g_00769
OG0000456	Prao.g_00583	Prbd.g_00765
OG0000457	Prao.g_00584	Prbd.g_00764
OG0000458	Prao.g_00585	Prbd.g_00763
OG0000459	Prao.g_00587	Prbd.g_00761
OG0000460	Prao.g_00589	Prbd.g_00759
OG0000461	Prao.g_00590	Prbd.g_00758
OG0000462	Prao.g_00591	Prbd.g_00757
OG0000463	Prao.g_00593	Prbd.g_00755
OG0000464	Prao.g_00594	Prbd.g_00754
OG0000465	Prao.g_00595	Prbd.g_00753
OG0000466	Prao.g_00596	Prbd.g_00752
OG0000467	Prao.g_00597	Prbd.g_00751
OG0000468	Prao.g_00598	Prbd.g_00750
OG0000469	Prao.g_00599	Prbd.g_00749
OG0000470	Prao.g_00600	Prbd.g_00748
OG0000471	Prao.g_00601	Prbd.g_00747
OG0000472	Prao.g_00606	Prbd.g_00742
OG0000473	Prao.g_00607	Prbd.g_00741
OG0000474	Prao.g_00608	Prbd.g_00740
OG0000475	Prao.g_00609	Prbd.g_00739
OG0000476	Prao.g_00611	Prbd.g_00737
OG0000477	Prao.g_00612	Prbd.g_00736
OG0000478	Prao.g_00613	Prbd.g_00735
OG0000479	Prao.g_00614	Prbd.g_00734
OG0000480	Prao.g_00616	Prbd.g_00732
OG0000481	Prao.g_00618	Prbd.g_00730
OG0000482	Prao.g_00619	Prbd.g_00729
OG0000483	Prao.g_00621	Prbd.g_00727
OG0000484	Prao.g_00622	Prbd.g_00726
OG0000485	Prao.g_00623	Prbd.g_00725
OG0000486	Prao.g_00624	Prbd.g_00724
OG0000487	Prao.g_00629	Prbd.g_00719
OG0000488	Prao.g_00631	Prbd.g_00717
OG0000489	Prao.g_00632	Prbd.g_00716
OG0000490	Prao.g_00633	Prbd.g_00715
OG0000491	Prao.g_00634	Prbd.g_00714
OG0000492	Prao.g_00635	Prbd.g_00713
OG0000493	Prao.g_01861	Prbd.g_00712
OG0000494	Prao.g_01860	Prbd.g_00711
OG0000495	Prao.g_01857	Prbd.g_00708
OG0000496	Prao.g_01856	Prbd.g_00707
OG0000497	Prao.g_01855	Prbd.g_00706
OG0000498	Prao.g_01854	Prbd.g_00705
OG0000499	Prao.g_01853	Prbd.g_00704
OG0000500	Prao.g_01159	Prbd.g_00702
OG0000501	Prao.g_01160	Prbd.g_00701
OG0000502	Prao.g_01161	Prbd.g_00700
OG0000503	Prao.g_01163	Prbd.g_00698
OG0000504	Prao.g_01164	Prbd.g_00697
OG0000505	Prao.g_01165	Prbd.g_00696
OG0000506	Prao.g_01166	Prbd.g_00695
OG0000507	Prao.g_01167	Prbd.g_00694
OG0000508	Prao.g_01168	Prbd.g_00693
OG0000509	Prao.g_01169	Prbd.g_00692
OG0000510	Prao.g_01170	Prbd.g_00691
OG0000511	Prao.g_01172	Prbd.g_00689
OG0000512	Prao.g_01173	Prbd.g_00688
OG0000513	Prao.g_01174	Prbd.g_00687
OG0000514	Prao.g_01175	Prbd.g_00686
OG0000515	Prao.g_01176	Prbd.g_00685
OG0000516	Prao.g_01177	Prbd.g_00684
OG0000517	Prao.g_01179	Prbd.g_00682
OG0000518	Prao.g_01180	Prbd.g_00681
OG0000519	Prao.g_01181	Prbd.g_00680
OG0000520	Prao.g_01182	Prbd.g_00679
OG0000521	Prao.g_01183	Prbd.g_00678
OG0000522	Prao.g_01184	Prbd.g_00677
OG0000523	Prao.g_01185	Prbd.g_00676
OG0000524	Prao.g_01186	Prbd.g_00675
OG0000525	Prao.g_01187	Prbd.g_00674
OG0000526	Prao.g_01862	Prbd.g_00673
OG0000527	Prao.g_01863	Prbd.g_00672
OG0000528	Prao.g_01864	Prbd.g_00671
OG0000529	Prao.g_01865	Prbd.g_00670
OG0000530	Prao.g_01866	Prbd.g_00669
OG0000531	Prao.g_01867	Prbd.g_00668
OG0000532	Prao.g_01868	Prbd.g_00667
OG0000533	Prao.g_01870	Prbd.g_00665
OG0000534	Prao.g_00018	Prbd.g_00664
OG0000535	Prao.g_00019	Prbd.g_00663
OG0000536	Prao.g_00020	Prbd.g_00662
OG0000537	Prao.g_00021	Prbd.g_00661
OG0000538	Prao.g_00022	Prbd.g_00660
OG0000539	Prao.g_00025	Prbd.g_00657
OG0000540	Prao.g_00026	Prbd.g_00656
OG0000541	Prao.g_00027	Prbd.g_00655
OG0000542	Prao.g_00029	Prbd.g_00653
OG0000543	Prao.g_00030	Prbd.g_00652
OG0000544	Prao.g_00031	Prbd.g_00651
OG0000545	Prao.g_00032	Prbd.g_00650
OG0000546	Prao.g_00033	Prbd.g_00649
OG0000547	Prao.g_00034	Prbd.g_00648
