Orthogroup	Prao	Prba
OG0000271	Prao.g_00298	Prba.g_01948
OG0000272	Prao.g_00299	Prba.g_01949
OG0000273	Prao.g_00300	Prba.g_01950
OG0000274	Prao.g_00301	Prba.g_01951
OG0000275	Prao.g_00302	Prba.g_01952
OG0000276	Prao.g_00303	Prba.g_01953
OG0000277	Prao.g_00305	Prba.g_00623
OG0000278	Prao.g_00306	Prba.g_00624
OG0000279	Prao.g_00307	Prba.g_00625
OG0000280	Prao.g_00309	Prba.g_00627
OG0000281	Prao.g_00311	Prba.g_00629
OG0000282	Prao.g_00312	Prba.g_00630
OG0000283	Prao.g_00313	Prba.g_00631
OG0000284	Prao.g_00314	Prba.g_00632
OG0000285	Prao.g_00315	Prba.g_00633
OG0000286	Prao.g_00316	Prba.g_00634
OG0000287	Prao.g_00317	Prba.g_00635
OG0000288	Prao.g_00319	Prba.g_00637
OG0000289	Prao.g_00320	Prba.g_00638
OG0000290	Prao.g_00321	Prba.g_00639
OG0000291	Prao.g_00323	Prba.g_00641
OG0000292	Prao.g_00324	Prba.g_00642
OG0000293	Prao.g_00325	Prba.g_00643
OG0000294	Prao.g_00326	Prba.g_00644
OG0000295	Prao.g_00327	Prba.g_00645
OG0000296	Prao.g_00328	Prba.g_00646
OG0000297	Prao.g_00329	Prba.g_00647
OG0000298	Prao.g_00331	Prba.g_00649
OG0000299	Prao.g_00332	Prba.g_00650
OG0000300	Prao.g_00333	Prba.g_00651
OG0000301	Prao.g_00334	Prba.g_00652
OG0000302	Prao.g_00335	Prba.g_00653
OG0000303	Prao.g_00336	Prba.g_00654
OG0000304	Prao.g_00338	Prba.g_00656
OG0000305	Prao.g_00339	Prba.g_00657
OG0000306	Prao.g_00342	Prba.g_00660
OG0000307	Prao.g_00343	Prba.g_00661
OG0000308	Prao.g_00344	Prba.g_00662
OG0000309	Prao.g_00345	Prba.g_00663
OG0000310	Prao.g_00346	Prba.g_00664
OG0000311	Prao.g_00347	Prba.g_00665
OG0000312	Prao.g_00348	Prba.g_00666
OG0000313	Prao.g_00349	Prba.g_00667
OG0000314	Prao.g_00350	Prba.g_00668
OG0000315	Prao.g_00351	Prba.g_00669
OG0000316	Prao.g_00352	Prba.g_00670
OG0000317	Prao.g_00353	Prba.g_00671
OG0000318	Prao.g_00354	Prba.g_00672
OG0000319	Prao.g_00355	Prba.g_00673
OG0000320	Prao.g_00356	Prba.g_00674
OG0000321	Prao.g_00357	Prba.g_00675
OG0000322	Prao.g_00358	Prba.g_00439
OG0000323	Prao.g_00359	Prba.g_00440
OG0000324	Prao.g_00360	Prba.g_00441
OG0000325	Prao.g_00361	Prba.g_00442
OG0000326	Prao.g_00362	Prba.g_00443
OG0000327	Prao.g_00363	Prba.g_00444
OG0000328	Prao.g_00364	Prba.g_00445
OG0000329	Prao.g_00365	Prba.g_00446
OG0000330	Prao.g_00366	Prba.g_00447
OG0000331	Prao.g_00367	Prba.g_00448
OG0000332	Prao.g_00368	Prba.g_00449
OG0000333	Prao.g_00369	Prba.g_00450
OG0000334	Prao.g_00370	Prba.g_00451
OG0000335	Prao.g_00371	Prba.g_00452
OG0000336	Prao.g_00373	Prba.g_00454
OG0000337	Prao.g_00374	Prba.g_00455
OG0000338	Prao.g_00378	Prba.g_00459
OG0000339	Prao.g_00380	Prba.g_00461
OG0000340	Prao.g_00382	Prba.g_00463
OG0000341	Prao.g_00383	Prba.g_00464
OG0000342	Prao.g_00384	Prba.g_00465
OG0000343	Prao.g_00385	Prba.g_00466
OG0000344	Prao.g_00388	Prba.g_00469
OG0000345	Prao.g_00391	Prba.g_00472
OG0000346	Prao.g_00392	Prba.g_00473
OG0000347	Prao.g_00395	Prba.g_00476
OG0000348	Prao.g_00397	Prba.g_00477
OG0000349	Prao.g_00398	Prba.g_00478
OG0000350	Prao.g_00400	Prba.g_00480
OG0000351	Prao.g_00401	Prba.g_00481
OG0000352	Prao.g_00402	Prba.g_00482
OG0000353	Prao.g_00403	Prba.g_00483
OG0000354	Prao.g_00404	Prba.g_00484
OG0000355	Prao.g_00405	Prba.g_00485
OG0000356	Prao.g_00406	Prba.g_00486
OG0000357	Prao.g_00407	Prba.g_00487
OG0000358	Prao.g_00408	Prba.g_00488
OG0000359	Prao.g_00409	Prba.g_00489
OG0000360	Prao.g_00412	Prba.g_00492
OG0000361	Prao.g_00413	Prba.g_00493
OG0000362	Prao.g_00414	Prba.g_00494
OG0000363	Prao.g_00415	Prba.g_00495
OG0000364	Prao.g_00419	Prba.g_00499
OG0000365	Prao.g_00420	Prba.g_00500
OG0000366	Prao.g_00422	Prba.g_00502
OG0000367	Prao.g_00423	Prba.g_00503
OG0000368	Prao.g_00424	Prba.g_00504
OG0000369	Prao.g_00425	Prba.g_00505
OG0000370	Prao.g_00426	Prba.g_00506
OG0000371	Prao.g_00427	Prba.g_00507
OG0000372	Prao.g_00428	Prba.g_00508
OG0000373	Prao.g_00429	Prba.g_00509
OG0000374	Prao.g_00431	Prba.g_00510
OG0000375	Prao.g_00432	Prba.g_00511
OG0000376	Prao.g_00435	Prba.g_00514
OG0000377	Prao.g_00436	Prba.g_00515
OG0000378	Prao.g_00437	Prba.g_00516
OG0000379	Prao.g_00438	Prba.g_00517
OG0000380	Prao.g_00439	Prba.g_00518
OG0000381	Prao.g_00440	Prba.g_00519
OG0000382	Prao.g_00441	Prba.g_00520
OG0000383	Prao.g_00442	Prba.g_00521
OG0000384	Prao.g_00444	Prba.g_00524
OG0000385	Prao.g_00445	Prba.g_00525
OG0000386	Prao.g_00446	Prba.g_00526
OG0000387	Prao.g_00447	Prba.g_00527
OG0000388	Prao.g_00448	Prba.g_00528
OG0000389	Prao.g_00449	Prba.g_00529
OG0000390	Prao.g_00450	Prba.g_00530
OG0000391	Prao.g_00451	Prba.g_00531
OG0000392	Prao.g_00452	Prba.g_00532
OG0000393	Prao.g_00453	Prba.g_00533
OG0000394	Prao.g_00454	Prba.g_00534
OG0000395	Prao.g_00455	Prba.g_00535
OG0000396	Prao.g_00457	Prba.g_00537
OG0000397	Prao.g_00459	Prba.g_00539
OG0000398	Prao.g_00460	Prba.g_00540
OG0000399	Prao.g_00463	Prba.g_00543
OG0000400	Prao.g_00464	Prba.g_00544
OG0000401	Prao.g_00465	Prba.g_00545
OG0000402	Prao.g_00470	Prba.g_00550
OG0000403	Prao.g_00471	Prba.g_00551
OG0000404	Prao.g_00472	Prba.g_00552
OG0000405	Prao.g_00474	Prba.g_00554
OG0000406	Prao.g_00476	Prba.g_00557
OG0000407	Prao.g_00477	Prba.g_00558
OG0000408	Prao.g_00479	Prba.g_00561
OG0000409	Prao.g_00480	Prba.g_00562
OG0000410	Prao.g_00481	Prba.g_00218
OG0000411	Prao.g_00482	Prba.g_00219
OG0000412	Prao.g_00483	Prba.g_00220
OG0000413	Prao.g_00484	Prba.g_00221
OG0000414	Prao.g_00485	Prba.g_00222
OG0000415	Prao.g_00486	Prba.g_00223
OG0000416	Prao.g_00489	Prba.g_00849
OG0000417	Prao.g_00490	Prba.g_00850
OG0000418	Prao.g_00491	Prba.g_00851
OG0000419	Prao.g_00492	Prba.g_00852
OG0000420	Prao.g_00493	Prba.g_00853
OG0000421	Prao.g_00506	Prba.g_00865
OG0000422	Prao.g_00513	Prba.g_00873
OG0000423	Prao.g_00514	Prba.g_00874
OG0000424	Prao.g_00518	Prba.g_00880
OG0000425	Prao.g_00535	Prba.g_01030
OG0000426	Prao.g_00536	Prba.g_01029
OG0000427	Prao.g_00537	Prba.g_01028
OG0000428	Prao.g_00539	Prba.g_01026
OG0000429	Prao.g_00540	Prba.g_01025
OG0000430	Prao.g_00542	Prba.g_01023
OG0000431	Prao.g_00543	Prba.g_01022
OG0000432	Prao.g_00544	Prba.g_01021
OG0000433	Prao.g_00545	Prba.g_01020
OG0000434	Prao.g_00546	Prba.g_01019
OG0000435	Prao.g_00547	Prba.g_01018
OG0000436	Prao.g_00548	Prba.g_01017
OG0000437	Prao.g_00549	Prba.g_01016
OG0000438	Prao.g_00550	Prba.g_01015
OG0000439	Prao.g_00551	Prba.g_01014
OG0000440	Prao.g_00552	Prba.g_01013
OG0000441	Prao.g_00553	Prba.g_01012
OG0000442	Prao.g_00554	Prba.g_01011
OG0000443	Prao.g_00555	Prba.g_01010
OG0000444	Prao.g_00556	Prba.g_01009
OG0000445	Prao.g_00557	Prba.g_01008
OG0000446	Prao.g_00559	Prba.g_01006
OG0000447	Prao.g_00560	Prba.g_01005
OG0000448	Prao.g_00564	Prba.g_01003
OG0000449	Prao.g_00567	Prba.g_01000
OG0000450	Prao.g_00568	Prba.g_00999
OG0000451	Prao.g_00569	Prba.g_00998
OG0000452	Prao.g_00570	Prba.g_00997
OG0000453	Prao.g_00571	Prba.g_00996
OG0000454	Prao.g_00577	Prba.g_00990
OG0000455	Prao.g_00579	Prba.g_00988
OG0000456	Prao.g_00583	Prba.g_00984
OG0000457	Prao.g_00584	Prba.g_00983
OG0000458	Prao.g_00585	Prba.g_00982
OG0000459	Prao.g_00587	Prba.g_00980
OG0000460	Prao.g_00589	Prba.g_00978
OG0000461	Prao.g_00590	Prba.g_00977
OG0000462	Prao.g_00591	Prba.g_00976
OG0000463	Prao.g_00593	Prba.g_00974
OG0000464	Prao.g_00594	Prba.g_00973
OG0000465	Prao.g_00595	Prba.g_00972
OG0000466	Prao.g_00596	Prba.g_00971
OG0000467	Prao.g_00597	Prba.g_00970
OG0000468	Prao.g_00598	Prba.g_00969
OG0000469	Prao.g_00599	Prba.g_00968
OG0000470	Prao.g_00600	Prba.g_00967
OG0000471	Prao.g_00601	Prba.g_00966
OG0000472	Prao.g_00606	Prba.g_00961
OG0000473	Prao.g_00607	Prba.g_00960
OG0000474	Prao.g_00608	Prba.g_00959
OG0000475	Prao.g_00609	Prba.g_00958
OG0000476	Prao.g_00611	Prba.g_00956
OG0000477	Prao.g_00612	Prba.g_00955
OG0000478	Prao.g_00613	Prba.g_00954
OG0000479	Prao.g_00614	Prba.g_00953
OG0000480	Prao.g_00616	Prba.g_00951
OG0000481	Prao.g_00618	Prba.g_00949
OG0000482	Prao.g_00619	Prba.g_00948
OG0000483	Prao.g_00621	Prba.g_00946
OG0000484	Prao.g_00622	Prba.g_00945
OG0000485	Prao.g_00623	Prba.g_00944
OG0000486	Prao.g_00624	Prba.g_00943
OG0000487	Prao.g_00629	Prba.g_00938
OG0000488	Prao.g_00631	Prba.g_00936
OG0000489	Prao.g_00632	Prba.g_00935
OG0000490	Prao.g_00633	Prba.g_00934
OG0000491	Prao.g_00634	Prba.g_00933
OG0000492	Prao.g_00635	Prba.g_00932
OG0000493	Prao.g_01861	Prba.g_00931
OG0000494	Prao.g_01860	Prba.g_00930
OG0000495	Prao.g_01857	Prba.g_00927
OG0000496	Prao.g_01856	Prba.g_00926
OG0000497	Prao.g_01855	Prba.g_00925
OG0000498	Prao.g_01854	Prba.g_00924
OG0000499	Prao.g_01853	Prba.g_00923
OG0000500	Prao.g_01159	Prba.g_01775
OG0000501	Prao.g_01160	Prba.g_01774
OG0000502	Prao.g_01161	Prba.g_01773
OG0000503	Prao.g_01163	Prba.g_01771
OG0000504	Prao.g_01164	Prba.g_01770
OG0000505	Prao.g_01165	Prba.g_01769
OG0000506	Prao.g_01166	Prba.g_01768
OG0000507	Prao.g_01167	Prba.g_01767
OG0000508	Prao.g_01168	Prba.g_01766
OG0000509	Prao.g_01169	Prba.g_01765
OG0000510	Prao.g_01170	Prba.g_01764
OG0000511	Prao.g_01172	Prba.g_01762
OG0000512	Prao.g_01173	Prba.g_01761
OG0000513	Prao.g_01174	Prba.g_01760
OG0000514	Prao.g_01175	Prba.g_01759
OG0000515	Prao.g_01176	Prba.g_01758
OG0000516	Prao.g_01177	Prba.g_01757
OG0000517	Prao.g_01179	Prba.g_01755
OG0000518	Prao.g_01180	Prba.g_01754
OG0000519	Prao.g_01181	Prba.g_01753
OG0000520	Prao.g_01182	Prba.g_01752
OG0000521	Prao.g_01183	Prba.g_01751
OG0000522	Prao.g_01184	Prba.g_01750
OG0000523	Prao.g_01185	Prba.g_01749
OG0000524	Prao.g_01186	Prba.g_01748
OG0000525	Prao.g_01187	Prba.g_01747
OG0000526	Prao.g_01862	Prba.g_01746
OG0000527	Prao.g_01863	Prba.g_01745
OG0000528	Prao.g_01864	Prba.g_01744
OG0000529	Prao.g_01865	Prba.g_01743
OG0000530	Prao.g_01866	Prba.g_01742
OG0000531	Prao.g_01867	Prba.g_01741
OG0000532	Prao.g_01868	Prba.g_01740
OG0000533	Prao.g_01870	Prba.g_01738
OG0000534	Prao.g_00018	Prba.g_01737
OG0000535	Prao.g_00019	Prba.g_01736
OG0000536	Prao.g_00020	Prba.g_01735
OG0000537	Prao.g_00021	Prba.g_01734
OG0000538	Prao.g_00022	Prba.g_01733
OG0000539	Prao.g_00025	Prba.g_01730
OG0000540	Prao.g_00026	Prba.g_01729
OG0000541	Prao.g_00027	Prba.g_01728
OG0000542	Prao.g_00029	Prba.g_01726
OG0000543	Prao.g_00030	Prba.g_01725
OG0000544	Prao.g_00031	Prba.g_01724
OG0000545	Prao.g_00032	Prba.g_01723
OG0000546	Prao.g_00033	Prba.g_01722
OG0000547	Prao.g_00034	Prba.g_01721
OG0000548	Prao.g_00035	Prba.g_01720
OG0000549	Prao.g_00037	Prba.g_01718
OG0000550	Prao.g_00038	Prba.g_01717
OG0000551	Prao.g_00039	Prba.g_01716
OG0000552	Prao.g_00040	Prba.g_01715
OG0000553	Prao.g_00041	Prba.g_01714
OG0000554	Prao.g_00042	Prba.g_01713
OG0000555	Prao.g_00043	Prba.g_01712
OG0000556	Prao.g_00044	Prba.g_01711
OG0000557	Prao.g_00045	Prba.g_01710
OG0000558	Prao.g_00046	Prba.g_01709
OG0000559	Prao.g_00047	Prba.g_01708
OG0000560	Prao.g_00048	Prba.g_01707
OG0000561	Prao.g_00049	Prba.g_01706
OG0000562	Prao.g_00050	Prba.g_01705
OG0000563	Prao.g_00051	Prba.g_01704
OG0000564	Prao.g_00052	Prba.g_01703
OG0000565	Prao.g_00053	Prba.g_01702
OG0000566	Prao.g_00054	Prba.g_01701
OG0000567	Prao.g_00055	Prba.g_01700
OG0000568	Prao.g_00056	Prba.g_01699
OG0000569	Prao.g_00060	Prba.g_01696
