Orthogroup	Prau	Pray
OG0000045	Prau.g_01432, Prau.g_01460	Pray.g_01786
OG0000046	Prau.g_01725	Pray.g_01566
OG0000047	Prau.g_01925	Pray.g_01364
OG0000048	Prau.g_01932	Pray.g_01371
OG0000050	Prau.g_00030	Pray.g_01493
OG0000051	Prau.g_00158	Pray.g_00638
OG0000052	Prau.g_00373	Pray.g_00848
OG0000053	Prau.g_00579	Pray.g_01222
OG0000054	Prau.g_00808	Pray.g_00299
OG0000055	Prau.g_00876	Pray.g_00370
OG0000056	Prau.g_01162, Prau.g_00749	Pray.g_00110
OG0000057	Prau.g_00238	Pray.g_00718
OG0000058	Prau.g_00516	Pray.g_00965
OG0000059	Prau.g_00738	Pray.g_01065
OG0000060	Prau.g_00790	Pray.g_00282
OG0000061	Prau.g_01035	Pray.g_00531
OG0000062	Prau.g_01174	Pray.g_00097
OG0000063	Prau.g_01318	Pray.g_01927
OG0000064	Prau.g_01325	Pray.g_01917
OG0000064	Prau.g_01677	Pray.g_01583
OG0000065	Prau.g_01371	Pray.g_01870
OG0000066	Prau.g_01430	Pray.g_01808
OG0000067	Prau.g_01307	Pray.g_01930
OG0000068	Prau.g_01869	Pray.g_01306
OG0000069	Prau.g_01446	Pray.g_01782
OG0000071	Prau.g_00011	Pray.g_01473
OG0000072	Prau.g_00324	Pray.g_00800
OG0000073	Prau.g_00709	Pray.g_01094
OG0000074	Prau.g_00731	Pray.g_01072
OG0000075	Prau.g_00861	Pray.g_00355
OG0000076	Prau.g_01089	Pray.g_00584
OG0000077	Prau.g_01666	Pray.g_01575
OG0000078	Prau.g_01435, Prau.g_01434, Prau.g_01491	Pray.g_01788
OG0000079	Prau.g_01609	Pray.g_01644
OG0000080	Prau.g_01658	Pray.g_01595
OG0000081	Prau.g_01899	Pray.g_01337
OG0000082	Prau.g_01297, Prau.g_01987	Pray.g_01427
OG0000083	Prau.g_00003	Pray.g_01464
OG0000084	Prau.g_00006	Pray.g_01468
OG0000085	Prau.g_00023	Pray.g_01485
OG0000086	Prau.g_00046	Pray.g_00244
OG0000086	Prau.g_00429, Prau.g_00422	Pray.g_00907
OG0000087	Prau.g_00057	Pray.g_00234
OG0000088	Prau.g_00114	Pray.g_00176
OG0000089	Prau.g_00122	Pray.g_00168
OG0000090	Prau.g_00140	Pray.g_00150
OG0000091	Prau.g_00170	Pray.g_00650
OG0000092	Prau.g_00171	Pray.g_00651
OG0000093	Prau.g_00185	Pray.g_00665
OG0000094	Prau.g_00203	Pray.g_00683
OG0000095	Prau.g_00208	Pray.g_00688
OG0000096	Prau.g_00253	Pray.g_00732
OG0000097	Prau.g_00276	Pray.g_00753
OG0000098	Prau.g_00286	Pray.g_00763
OG0000099	Prau.g_00296	Pray.g_00772
OG0000100	Prau.g_00299	Pray.g_00775
OG0000101	Prau.g_00359	Pray.g_00835
OG0000102	Prau.g_00386	Pray.g_00861
OG0000103	Prau.g_00517	Pray.g_00966
OG0000104	Prau.g_00521	Pray.g_00970
OG0000105	Prau.g_00540	Pray.g_00990
OG0000106	Prau.g_00572	Pray.g_01023
OG0000107	Prau.g_00573	Pray.g_01024, Pray.g_01228
OG0000108	Prau.g_00583	Pray.g_01218
OG0000109	Prau.g_00592	Pray.g_01209
OG0000110	Prau.g_00608	Pray.g_01193
OG0000111	Prau.g_00691	Pray.g_01112
OG0000112	Prau.g_00692	Pray.g_01111
OG0000113	Prau.g_00777	Pray.g_00275
OG0000114	Prau.g_00852	Pray.g_00346
OG0000115	Prau.g_01015	Pray.g_00511
OG0000116	Prau.g_01019	Pray.g_00515
OG0000117	Prau.g_01086	Pray.g_00581
OG0000118	Prau.g_01136	Pray.g_00632
OG0000119	Prau.g_01177	Pray.g_00094
OG0000120	Prau.g_01212	Pray.g_00057
OG0000121	Prau.g_01231	Pray.g_00038
OG0000122	Prau.g_01250	Pray.g_00019
OG0000123	Prau.g_01263	Pray.g_00006
OG0000124	Prau.g_01271	Pray.g_00250
OG0000125	Prau.g_01383	Pray.g_01858
OG0000126	Prau.g_01409	Pray.g_01829
OG0000127	Prau.g_01515	Pray.g_01735
OG0000128	Prau.g_01532	Pray.g_01721
OG0000129	Prau.g_01568	Pray.g_01685
OG0000130	Prau.g_01730	Pray.g_01561
OG0000131	Prau.g_01768	Pray.g_01523
OG0000132	Prau.g_01771	Pray.g_01520
OG0000133	Prau.g_01828	Pray.g_01265
OG0000134	Prau.g_01864	Pray.g_01301
OG0000135	Prau.g_01866	Pray.g_01303
OG0000136	Prau.g_01910	Pray.g_01348
OG0000137	Prau.g_01942	Pray.g_01381
OG0000138	Prau.g_01978	Pray.g_01417
OG0000139	Prau.g_02004	Pray.g_01444
OG0000140	Prau.g_00001	Pray.g_01462
OG0000141	Prau.g_00002	Pray.g_01463
OG0000142	Prau.g_00004	Pray.g_01465
OG0000143	Prau.g_00005	Pray.g_01467
OG0000144	Prau.g_00007	Pray.g_01469
OG0000145	Prau.g_00008	Pray.g_01470
OG0000146	Prau.g_00009	Pray.g_01471
OG0000147	Prau.g_00010	Pray.g_01472
OG0000148	Prau.g_00012	Pray.g_01474
OG0000149	Prau.g_00014	Pray.g_01476
OG0000150	Prau.g_00015	Pray.g_01477
OG0000151	Prau.g_00016	Pray.g_01478
OG0000152	Prau.g_00017	Pray.g_01479
OG0000153	Prau.g_00018	Pray.g_01480
OG0000154	Prau.g_00019	Pray.g_01481
OG0000155	Prau.g_00020	Pray.g_01482
OG0000156	Prau.g_00021	Pray.g_01483
OG0000157	Prau.g_00022	Pray.g_01484
OG0000158	Prau.g_00024	Pray.g_01486
OG0000159	Prau.g_00025	Pray.g_01487
OG0000160	Prau.g_00026	Pray.g_01488
OG0000161	Prau.g_00027	Pray.g_01489
OG0000162	Prau.g_00028	Pray.g_01490
OG0000163	Prau.g_00029	Pray.g_01491
OG0000164	Prau.g_00031	Pray.g_01494
OG0000165	Prau.g_00034	Pray.g_01497
OG0000166	Prau.g_00035	Pray.g_01498
OG0000167	Prau.g_00036	Pray.g_01499
OG0000168	Prau.g_00047	Pray.g_00243
OG0000169	Prau.g_00049	Pray.g_00241
OG0000170	Prau.g_00050	Pray.g_00240
OG0000171	Prau.g_00051	Pray.g_00239
OG0000172	Prau.g_00053	Pray.g_00238
OG0000173	Prau.g_00054	Pray.g_00237
OG0000174	Prau.g_00055	Pray.g_00236
OG0000175	Prau.g_00056	Pray.g_00235
OG0000176	Prau.g_00058	Pray.g_00233
OG0000177	Prau.g_00059	Pray.g_00232
OG0000178	Prau.g_00060	Pray.g_00231
OG0000179	Prau.g_00066	Pray.g_00225
OG0000180	Prau.g_00067	Pray.g_00224
OG0000181	Prau.g_00068	Pray.g_00223
OG0000182	Prau.g_00071	Pray.g_00220
OG0000183	Prau.g_00072	Pray.g_00219
OG0000184	Prau.g_00074	Pray.g_00216
OG0000185	Prau.g_00078	Pray.g_00212
OG0000186	Prau.g_00079	Pray.g_00211
OG0000187	Prau.g_00080	Pray.g_00210
OG0000188	Prau.g_00081	Pray.g_00209
OG0000189	Prau.g_00082	Pray.g_00208
OG0000190	Prau.g_00083	Pray.g_00207
OG0000191	Prau.g_00084	Pray.g_00206
OG0000192	Prau.g_00085	Pray.g_00205
OG0000193	Prau.g_00086	Pray.g_00204
OG0000194	Prau.g_00087	Pray.g_00203
OG0000195	Prau.g_00089	Pray.g_00201
OG0000196	Prau.g_00090	Pray.g_00200
OG0000197	Prau.g_00091	Pray.g_00199
OG0000198	Prau.g_00092	Pray.g_00198
OG0000199	Prau.g_00095	Pray.g_00195
OG0000200	Prau.g_00096	Pray.g_00194
OG0000201	Prau.g_00097	Pray.g_00193
OG0000202	Prau.g_00098	Pray.g_00192
OG0000203	Prau.g_00099	Pray.g_00191
OG0000204	Prau.g_00100	Pray.g_00190
OG0000205	Prau.g_00101	Pray.g_00189
OG0000206	Prau.g_00102	Pray.g_00188
OG0000207	Prau.g_00103	Pray.g_00187
OG0000208	Prau.g_00104	Pray.g_00186
OG0000209	Prau.g_00105	Pray.g_00185
OG0000210	Prau.g_00107	Pray.g_00183
OG0000211	Prau.g_00108	Pray.g_00182
OG0000212	Prau.g_00109	Pray.g_00181
OG0000213	Prau.g_00110	Pray.g_00180
OG0000214	Prau.g_00112	Pray.g_00178
OG0000215	Prau.g_00113	Pray.g_00177
OG0000216	Prau.g_00115	Pray.g_00175
OG0000217	Prau.g_00116	Pray.g_00174
OG0000218	Prau.g_00117	Pray.g_00173
OG0000219	Prau.g_00118	Pray.g_00172
OG0000220	Prau.g_00121	Pray.g_00169
OG0000221	Prau.g_00123	Pray.g_00167
OG0000222	Prau.g_00124	Pray.g_00166
OG0000223	Prau.g_00125	Pray.g_00165
OG0000224	Prau.g_00128	Pray.g_00162
OG0000225	Prau.g_00130	Pray.g_00160
OG0000226	Prau.g_00131	Pray.g_00159
OG0000227	Prau.g_00132	Pray.g_00158
OG0000228	Prau.g_00133	Pray.g_00157
OG0000229	Prau.g_00134	Pray.g_00156
OG0000230	Prau.g_00135	Pray.g_00155
OG0000231	Prau.g_00137	Pray.g_00153
OG0000232	Prau.g_00138	Pray.g_00152
OG0000233	Prau.g_00141	Pray.g_00149
OG0000234	Prau.g_00143	Pray.g_00147
OG0000235	Prau.g_00146	Pray.g_00144
OG0000236	Prau.g_00147	Pray.g_00143
OG0000237	Prau.g_00148	Pray.g_00142
OG0000238	Prau.g_00149	Pray.g_00141
OG0000239	Prau.g_00150	Pray.g_00140
OG0000240	Prau.g_00152	Pray.g_00138
OG0000241	Prau.g_00153	Pray.g_00137
OG0000242	Prau.g_00154	Pray.g_00136
OG0000243	Prau.g_00155	Pray.g_00635
OG0000244	Prau.g_00156	Pray.g_00636
OG0000245	Prau.g_00157	Pray.g_00637
OG0000246	Prau.g_00159	Pray.g_00639
OG0000247	Prau.g_00160	Pray.g_00640
OG0000248	Prau.g_00161	Pray.g_00641
OG0000249	Prau.g_00162	Pray.g_00642
OG0000250	Prau.g_00163	Pray.g_00643
OG0000251	Prau.g_00164	Pray.g_00644
OG0000252	Prau.g_00165	Pray.g_00645
OG0000253	Prau.g_00166	Pray.g_00646
OG0000254	Prau.g_00168	Pray.g_00648
OG0000255	Prau.g_00169	Pray.g_00649
OG0000256	Prau.g_00172	Pray.g_00652
OG0000257	Prau.g_00174	Pray.g_00654
OG0000258	Prau.g_00175	Pray.g_00655
OG0000259	Prau.g_00176	Pray.g_00656
OG0000260	Prau.g_00177	Pray.g_00657
OG0000261	Prau.g_00178	Pray.g_00658
OG0000262	Prau.g_00179	Pray.g_00659
OG0000263	Prau.g_00180	Pray.g_00660
OG0000264	Prau.g_00182	Pray.g_00662
OG0000265	Prau.g_00183	Pray.g_00663
OG0000266	Prau.g_00184	Pray.g_00664
OG0000267	Prau.g_00186	Pray.g_00666
OG0000268	Prau.g_00187	Pray.g_00667
OG0000269	Prau.g_00188	Pray.g_00668
OG0000270	Prau.g_00189	Pray.g_00669
OG0000271	Prau.g_00190	Pray.g_00670
OG0000272	Prau.g_00191	Pray.g_00671
OG0000273	Prau.g_00192	Pray.g_00672
OG0000274	Prau.g_00193	Pray.g_00673
OG0000275	Prau.g_00194	Pray.g_00674
OG0000276	Prau.g_00195	Pray.g_00675
OG0000277	Prau.g_00196	Pray.g_00676
OG0000278	Prau.g_00197	Pray.g_00677
OG0000279	Prau.g_00198	Pray.g_00678
OG0000280	Prau.g_00199	Pray.g_00679
OG0000281	Prau.g_00201	Pray.g_00681
OG0000282	Prau.g_00202	Pray.g_00682
OG0000283	Prau.g_00205	Pray.g_00685
OG0000284	Prau.g_00206	Pray.g_00686
OG0000285	Prau.g_00207	Pray.g_00687
OG0000286	Prau.g_00209	Pray.g_00689
OG0000287	Prau.g_00210	Pray.g_00690
OG0000288	Prau.g_00211	Pray.g_00691
OG0000289	Prau.g_00212	Pray.g_00692
OG0000290	Prau.g_00213	Pray.g_00693
OG0000291	Prau.g_00214	Pray.g_00694
OG0000292	Prau.g_00215	Pray.g_00695
OG0000293	Prau.g_00216	Pray.g_00696
OG0000294	Prau.g_00217	Pray.g_00697
OG0000295	Prau.g_00218	Pray.g_00698
OG0000296	Prau.g_00219	Pray.g_00699
OG0000297	Prau.g_00220	Pray.g_00700
OG0000298	Prau.g_00221	Pray.g_00701
OG0000299	Prau.g_00222	Pray.g_00702
OG0000300	Prau.g_00223	Pray.g_00703
OG0000301	Prau.g_00224	Pray.g_00704
OG0000302	Prau.g_00225	Pray.g_00705
OG0000303	Prau.g_00226	Pray.g_00706
OG0000304	Prau.g_00227	Pray.g_00707
OG0000305	Prau.g_00228	Pray.g_00708
OG0000306	Prau.g_00229	Pray.g_00709
OG0000307	Prau.g_00230	Pray.g_00710
OG0000308	Prau.g_00231	Pray.g_00711
OG0000309	Prau.g_00232	Pray.g_00712
OG0000310	Prau.g_00233	Pray.g_00713
OG0000311	Prau.g_00234	Pray.g_00714
OG0000312	Prau.g_00236	Pray.g_00716
OG0000313	Prau.g_00237	Pray.g_00717
OG0000314	Prau.g_00240	Pray.g_00720
OG0000315	Prau.g_00241	Pray.g_00721
OG0000316	Prau.g_00244	Pray.g_00723
OG0000317	Prau.g_00246	Pray.g_00725
OG0000318	Prau.g_00247	Pray.g_00726
OG0000319	Prau.g_00248	Pray.g_00727
OG0000320	Prau.g_00249	Pray.g_00728
OG0000321	Prau.g_00252	Pray.g_00731
OG0000322	Prau.g_00255	Pray.g_00734
OG0000323	Prau.g_00256	Pray.g_00735
OG0000324	Prau.g_00259	Pray.g_00738
OG0000325	Prau.g_00261	Pray.g_00739
OG0000326	Prau.g_00262	Pray.g_00740
OG0000327	Prau.g_00264	Pray.g_00742
OG0000328	Prau.g_00265	Pray.g_00743
OG0000329	Prau.g_00266	Pray.g_00744
OG0000330	Prau.g_00267	Pray.g_00745
OG0000331	Prau.g_00268	Pray.g_00746
OG0000332	Prau.g_00269	Pray.g_00747
OG0000333	Prau.g_00270	Pray.g_00748
OG0000334	Prau.g_00271	Pray.g_00749
OG0000335	Prau.g_00272	Pray.g_00750
OG0000336	Prau.g_00273	Pray.g_00751
OG0000337	Prau.g_00277	Pray.g_00754
OG0000338	Prau.g_00278	Pray.g_00755
OG0000339	Prau.g_00279	Pray.g_00756
OG0000340	Prau.g_00280	Pray.g_00757
OG0000341	Prau.g_00284	Pray.g_00761
OG0000342	Prau.g_00285	Pray.g_00762
OG0000343	Prau.g_00287	Pray.g_00764
OG0000344	Prau.g_00288	Pray.g_00765
OG0000345	Prau.g_00289	Pray.g_00766
OG0000346	Prau.g_00290	Pray.g_00767
OG0000347	Prau.g_00291	Pray.g_00768
OG0000348	Prau.g_00292	Pray.g_00769
OG0000349	Prau.g_00293	Pray.g_00770
OG0000350	Prau.g_00294	Pray.g_00771
OG0000351	Prau.g_00297	Pray.g_00773
OG0000352	Prau.g_00300	Pray.g_00776
OG0000353	Prau.g_00301	Pray.g_00777
OG0000354	Prau.g_00302	Pray.g_00778
OG0000355	Prau.g_00303	Pray.g_00779
OG0000356	Prau.g_00304	Pray.g_00780
OG0000357	Prau.g_00305	Pray.g_00781
OG0000358	Prau.g_00306	Pray.g_00782
OG0000359	Prau.g_00307	Pray.g_00783
OG0000360	Prau.g_00310	Pray.g_00786
OG0000361	Prau.g_00311	Pray.g_00787
OG0000362	Prau.g_00312	Pray.g_00788
OG0000363	Prau.g_00313	Pray.g_00789
OG0000364	Prau.g_00314	Pray.g_00790
OG0000365	Prau.g_00315	Pray.g_00791
OG0000366	Prau.g_00316	Pray.g_00792
OG0000367	Prau.g_00317	Pray.g_00793
OG0000368	Prau.g_00318	Pray.g_00794
OG0000369	Prau.g_00319	Pray.g_00795
OG0000370	Prau.g_00320	Pray.g_00796
OG0000371	Prau.g_00321	Pray.g_00797
OG0000372	Prau.g_00323	Pray.g_00799
OG0000373	Prau.g_00325	Pray.g_00801
OG0000374	Prau.g_00326	Pray.g_00802
OG0000375	Prau.g_00327	Pray.g_00803
OG0000376	Prau.g_00329	Pray.g_00805
OG0000377	Prau.g_00330	Pray.g_00806
OG0000378	Prau.g_00331	Pray.g_00807
OG0000379	Prau.g_00336	Pray.g_00812
OG0000380	Prau.g_00337	Pray.g_00813
OG0000381	Prau.g_00338	Pray.g_00814
OG0000382	Prau.g_00340	Pray.g_00816
OG0000383	Prau.g_00343	Pray.g_00819
OG0000384	Prau.g_00344	Pray.g_00820
OG0000385	Prau.g_00347	Pray.g_00823
OG0000386	Prau.g_00348	Pray.g_00824
OG0000387	Prau.g_00349	Pray.g_00825
OG0000388	Prau.g_00350	Pray.g_00826
OG0000389	Prau.g_00351	Pray.g_00827
OG0000390	Prau.g_00352	Pray.g_00828
OG0000391	Prau.g_00353	Pray.g_00829
OG0000392	Prau.g_00354	Pray.g_00830
OG0000393	Prau.g_00357	Pray.g_00833
OG0000394	Prau.g_00358	Pray.g_00834
OG0000395	Prau.g_00360	Pray.g_00836
OG0000396	Prau.g_00361	Pray.g_00837
OG0000397	Prau.g_00374	Pray.g_00849
OG0000398	Prau.g_00382	Pray.g_00857
OG0000399	Prau.g_00383	Pray.g_00858
OG0000400	Prau.g_00389	Pray.g_00864
OG0000401	Prau.g_00472	Pray.g_00921
OG0000402	Prau.g_00473	Pray.g_00922
OG0000403	Prau.g_00474	Pray.g_00923
OG0000404	Prau.g_00476	Pray.g_00925
OG0000405	Prau.g_00477	Pray.g_00926
OG0000406	Prau.g_00479	Pray.g_00928
OG0000407	Prau.g_00480	Pray.g_00929
OG0000408	Prau.g_00481	Pray.g_00930
OG0000409	Prau.g_00482	Pray.g_00931
OG0000410	Prau.g_00483	Pray.g_00932
OG0000411	Prau.g_00484	Pray.g_00933
OG0000412	Prau.g_00485	Pray.g_00934
OG0000413	Prau.g_00486	Pray.g_00935
OG0000414	Prau.g_00487	Pray.g_00936
OG0000415	Prau.g_00488	Pray.g_00937
OG0000416	Prau.g_00489	Pray.g_00938
OG0000417	Prau.g_00490	Pray.g_00939
OG0000418	Prau.g_00491	Pray.g_00940
OG0000419	Prau.g_00492	Pray.g_00941
OG0000420	Prau.g_00493	Pray.g_00942
OG0000421	Prau.g_00494	Pray.g_00943
OG0000422	Prau.g_00496	Pray.g_00945
OG0000423	Prau.g_00497	Pray.g_00946
OG0000424	Prau.g_00499	Pray.g_00948
OG0000425	Prau.g_00503	Pray.g_00951
OG0000426	Prau.g_00504	Pray.g_00952
OG0000427	Prau.g_00505	Pray.g_00953
OG0000428	Prau.g_00506	Pray.g_00954
OG0000429	Prau.g_00507	Pray.g_00955
OG0000430	Prau.g_00512	Pray.g_00961
OG0000431	Prau.g_00514	Pray.g_00963
OG0000432	Prau.g_00515	Pray.g_00964
OG0000433	Prau.g_00518	Pray.g_00967
OG0000434	Prau.g_00519	Pray.g_00968
OG0000435	Prau.g_00520	Pray.g_00969
OG0000436	Prau.g_00522	Pray.g_00971
OG0000437	Prau.g_00524	Pray.g_00973
OG0000438	Prau.g_00525	Pray.g_00974
OG0000439	Prau.g_00526	Pray.g_00975
OG0000440	Prau.g_00528	Pray.g_00977
OG0000441	Prau.g_00529	Pray.g_00978
OG0000442	Prau.g_00530	Pray.g_00979
OG0000443	Prau.g_00531	Pray.g_00980
OG0000444	Prau.g_00532	Pray.g_00981
OG0000445	Prau.g_00533	Pray.g_00982
OG0000446	Prau.g_00534	Pray.g_00983
OG0000447	Prau.g_00535	Pray.g_00984
OG0000448	Prau.g_00536	Pray.g_00985
OG0000449	Prau.g_00541	Pray.g_00991
OG0000450	Prau.g_00542	Pray.g_00992
OG0000451	Prau.g_00543	Pray.g_00993
OG0000452	Prau.g_00544	Pray.g_00994
OG0000453	Prau.g_00546	Pray.g_00996
OG0000454	Prau.g_00547	Pray.g_00997
OG0000455	Prau.g_00548	Pray.g_00998
OG0000456	Prau.g_00549	Pray.g_00999
OG0000457	Prau.g_00551	Pray.g_01001
OG0000458	Prau.g_00553	Pray.g_01003
OG0000459	Prau.g_00554	Pray.g_01004
OG0000460	Prau.g_00556	Pray.g_01006
OG0000461	Prau.g_00557	Pray.g_01007
OG0000462	Prau.g_00558	Pray.g_01008
OG0000463	Prau.g_00559	Pray.g_01009
OG0000464	Prau.g_00564	Pray.g_01014
OG0000465	Prau.g_00565	Pray.g_01016
OG0000466	Prau.g_00566	Pray.g_01017
OG0000467	Prau.g_00567	Pray.g_01018
OG0000468	Prau.g_00568	Pray.g_01019
OG0000469	Prau.g_00569	Pray.g_01020
OG0000470	Prau.g_00570	Pray.g_01021
OG0000471	Prau.g_00571	Pray.g_01022
OG0000472	Prau.g_00574	Pray.g_01227
OG0000473	Prau.g_00575	Pray.g_01226
OG0000474	Prau.g_00576	Pray.g_01225
OG0000475	Prau.g_00577	Pray.g_01224
OG0000476	Prau.g_00578	Pray.g_01223
OG0000477	Prau.g_00580	Pray.g_01221
OG0000478	Prau.g_00581	Pray.g_01220
OG0000479	Prau.g_00582	Pray.g_01219
OG0000480	Prau.g_00584	Pray.g_01217
OG0000481	Prau.g_00585	Pray.g_01216
OG0000482	Prau.g_00586	Pray.g_01215
OG0000483	Prau.g_00587	Pray.g_01214
OG0000484	Prau.g_00588	Pray.g_01213
OG0000485	Prau.g_00589	Pray.g_01212
OG0000486	Prau.g_00590	Pray.g_01211
OG0000487	Prau.g_00591	Pray.g_01210
OG0000488	Prau.g_00593	Pray.g_01208
OG0000489	Prau.g_00594	Pray.g_01207
OG0000490	Prau.g_00595	Pray.g_01206
OG0000491	Prau.g_00596	Pray.g_01205
OG0000492	Prau.g_00597	Pray.g_01204
OG0000493	Prau.g_00598	Pray.g_01203
OG0000494	Prau.g_00600	Pray.g_01201
OG0000495	Prau.g_00601	Pray.g_01200
OG0000496	Prau.g_00602	Pray.g_01199
OG0000497	Prau.g_00603	Pray.g_01198
OG0000498	Prau.g_00604	Pray.g_01197
OG0000499	Prau.g_00606	Pray.g_01195
OG0000500	Prau.g_00607	Pray.g_01194
OG0000501	Prau.g_00609	Pray.g_01192
OG0000502	Prau.g_00610	Pray.g_01191
OG0000503	Prau.g_00611	Pray.g_01190
OG0000504	Prau.g_00612	Pray.g_01189
OG0000505	Prau.g_00613	Pray.g_01188
OG0000506	Prau.g_00614	Pray.g_01187
OG0000507	Prau.g_00615	Pray.g_01186
OG0000508	Prau.g_00617	Pray.g_01184
OG0000509	Prau.g_00618	Pray.g_01183
OG0000510	Prau.g_00619	Pray.g_01182
OG0000511	Prau.g_00620	Pray.g_01181
OG0000512	Prau.g_00621	Pray.g_01180
OG0000513	Prau.g_00622	Pray.g_01179
OG0000514	Prau.g_00623	Pray.g_01178
OG0000515	Prau.g_00625	Pray.g_01176
OG0000516	Prau.g_00626	Pray.g_01175
OG0000517	Prau.g_00627	Pray.g_01174
OG0000518	Prau.g_00629	Pray.g_01172
OG0000519	Prau.g_00630	Pray.g_01171
OG0000520	Prau.g_00631	Pray.g_01170
OG0000521	Prau.g_00632	Pray.g_01169
OG0000522	Prau.g_00633	Pray.g_01168
OG0000523	Prau.g_00634	Pray.g_01167
OG0000524	Prau.g_00635	Pray.g_01166
OG0000525	Prau.g_00637	Pray.g_01164
OG0000526	Prau.g_00638	Pray.g_01163
OG0000527	Prau.g_00639	Pray.g_01162
OG0000528	Prau.g_00640	Pray.g_01161
OG0000529	Prau.g_00641	Pray.g_01160
OG0000530	Prau.g_00642	Pray.g_01159
OG0000531	Prau.g_00643	Pray.g_01158
OG0000532	Prau.g_00644	Pray.g_01157
OG0000533	Prau.g_00645	Pray.g_01156
OG0000534	Prau.g_00646	Pray.g_01155
OG0000535	Prau.g_00647	Pray.g_01154
OG0000536	Prau.g_00648	Pray.g_01153
OG0000537	Prau.g_00649	Pray.g_01152
OG0000538	Prau.g_00650	Pray.g_01151
OG0000539	Prau.g_00651	Pray.g_01150
OG0000540	Prau.g_00652	Pray.g_01149
OG0000541	Prau.g_00653	Pray.g_01148
OG0000542	Prau.g_00654	Pray.g_01147
OG0000543	Prau.g_00655	Pray.g_01146
OG0000544	Prau.g_00656	Pray.g_01145
OG0000545	Prau.g_00661	Pray.g_01142
OG0000546	Prau.g_00662	Pray.g_01141
OG0000547	Prau.g_00664	Pray.g_01139
OG0000548	Prau.g_00665	Pray.g_01138
OG0000549	Prau.g_00666	Pray.g_01137
OG0000550	Prau.g_00667	Pray.g_01136
OG0000551	Prau.g_00668	Pray.g_01135
OG0000552	Prau.g_00669	Pray.g_01134
OG0000553	Prau.g_00670	Pray.g_01133
OG0000554	Prau.g_00671	Pray.g_01132
OG0000555	Prau.g_00672	Pray.g_01131
OG0000556	Prau.g_00673	Pray.g_01130
OG0000557	Prau.g_00674	Pray.g_01129
OG0000558	Prau.g_00675	Pray.g_01128
OG0000559	Prau.g_00676	Pray.g_01127
OG0000560	Prau.g_00678	Pray.g_01125
OG0000561	Prau.g_00679	Pray.g_01124
OG0000562	Prau.g_00680	Pray.g_01123
