Orthogroup	Prau	Prbf
OG0000123	Prau.g_01263	Prbf.g_01915
OG0000124	Prau.g_01496, Prau.g_01271	Prbf.g_00253
OG0000125	Prau.g_01383	Prbf.g_00013
OG0000126	Prau.g_01409	Prbf.g_00095
OG0000127	Prau.g_01515	Prbf.g_00145
OG0000128	Prau.g_01532	Prbf.g_00158
OG0000129	Prau.g_01568	Prbf.g_00194
OG0000130	Prau.g_01730	Prbf.g_00696
OG0000131	Prau.g_01768	Prbf.g_00657
OG0000132	Prau.g_01771	Prbf.g_00654
OG0000133	Prau.g_01828	Prbf.g_00600
OG0000134	Prau.g_01864	Prbf.g_00564
OG0000135	Prau.g_01866	Prbf.g_00562
OG0000136	Prau.g_01910	Prbf.g_00512
OG0000137	Prau.g_01942	Prbf.g_00477
OG0000138	Prau.g_01978	Prbf.g_00443
OG0000139	Prau.g_02004	Prbf.g_00412
OG0000140	Prau.g_00001	Prbf.g_00392
OG0000141	Prau.g_00002	Prbf.g_00391
OG0000142	Prau.g_00004	Prbf.g_00389
OG0000143	Prau.g_00005	Prbf.g_00388
OG0000144	Prau.g_00007	Prbf.g_00386
OG0000145	Prau.g_00008	Prbf.g_00385
OG0000146	Prau.g_00009	Prbf.g_00384
OG0000147	Prau.g_00010	Prbf.g_00383
OG0000148	Prau.g_00012	Prbf.g_00381
OG0000149	Prau.g_00014	Prbf.g_01336
OG0000150	Prau.g_00015	Prbf.g_01337
OG0000151	Prau.g_00016	Prbf.g_01338
OG0000152	Prau.g_00017	Prbf.g_01339
OG0000153	Prau.g_00018	Prbf.g_01340
OG0000154	Prau.g_00019	Prbf.g_01341
OG0000155	Prau.g_00020	Prbf.g_01342
OG0000156	Prau.g_00021	Prbf.g_01343
OG0000157	Prau.g_00022	Prbf.g_01344
OG0000158	Prau.g_00024	Prbf.g_01346
OG0000159	Prau.g_00025	Prbf.g_01347
OG0000160	Prau.g_00026	Prbf.g_01348
OG0000161	Prau.g_00027	Prbf.g_01349
OG0000162	Prau.g_00028	Prbf.g_01350
OG0000163	Prau.g_00029	Prbf.g_01352
OG0000164	Prau.g_00031	Prbf.g_01355
OG0000165	Prau.g_00034	Prbf.g_01358
OG0000166	Prau.g_00035	Prbf.g_01359
OG0000167	Prau.g_00036	Prbf.g_01360
OG0000168	Prau.g_00047	Prbf.g_01362
OG0000169	Prau.g_00049	Prbf.g_01364
OG0000170	Prau.g_00050	Prbf.g_01366
OG0000171	Prau.g_00051	Prbf.g_01367
OG0000172	Prau.g_00053	Prbf.g_01368
OG0000173	Prau.g_00054	Prbf.g_01371
OG0000174	Prau.g_00055	Prbf.g_01372
OG0000175	Prau.g_00056	Prbf.g_01373
OG0000176	Prau.g_00058	Prbf.g_01375
OG0000177	Prau.g_00059	Prbf.g_01376
OG0000178	Prau.g_00060	Prbf.g_01378
OG0000179	Prau.g_00066	Prbf.g_01390
OG0000180	Prau.g_00067	Prbf.g_01391
OG0000181	Prau.g_00068	Prbf.g_01392
OG0000182	Prau.g_00071	Prbf.g_01396
OG0000183	Prau.g_00072	Prbf.g_01397
OG0000184	Prau.g_00074	Prbf.g_01400
OG0000185	Prau.g_00078	Prbf.g_01404
OG0000186	Prau.g_00079	Prbf.g_01405
OG0000187	Prau.g_00080	Prbf.g_00291
OG0000188	Prau.g_00081	Prbf.g_01406
OG0000189	Prau.g_00082	Prbf.g_01407
OG0000190	Prau.g_00083	Prbf.g_01408
OG0000191	Prau.g_00084	Prbf.g_01409
OG0000192	Prau.g_00085	Prbf.g_01410
OG0000193	Prau.g_00086	Prbf.g_01411
OG0000194	Prau.g_00087	Prbf.g_01412
OG0000195	Prau.g_00089	Prbf.g_01414
OG0000196	Prau.g_00090	Prbf.g_01415
OG0000197	Prau.g_00091	Prbf.g_01416
OG0000198	Prau.g_00092	Prbf.g_01417
OG0000199	Prau.g_00095	Prbf.g_01420
OG0000200	Prau.g_00096	Prbf.g_01421
OG0000201	Prau.g_00097	Prbf.g_01422
OG0000202	Prau.g_00098	Prbf.g_01424
OG0000203	Prau.g_00099	Prbf.g_01425
OG0000204	Prau.g_00100	Prbf.g_01426
OG0000205	Prau.g_00101	Prbf.g_01428
OG0000206	Prau.g_00102	Prbf.g_01429
OG0000207	Prau.g_00103	Prbf.g_01430
OG0000208	Prau.g_00104	Prbf.g_01431
OG0000209	Prau.g_00105	Prbf.g_01432
OG0000210	Prau.g_00107	Prbf.g_01433
OG0000211	Prau.g_00108	Prbf.g_01435
OG0000212	Prau.g_00109	Prbf.g_01436
OG0000213	Prau.g_00110	Prbf.g_01437
OG0000214	Prau.g_00112	Prbf.g_01441
OG0000215	Prau.g_00113	Prbf.g_01442
OG0000216	Prau.g_00115	Prbf.g_01444
OG0000217	Prau.g_00116	Prbf.g_01445
OG0000218	Prau.g_00117	Prbf.g_01446
OG0000219	Prau.g_00118	Prbf.g_01447
OG0000220	Prau.g_00121	Prbf.g_01450
OG0000221	Prau.g_00123	Prbf.g_01453
OG0000222	Prau.g_00124	Prbf.g_01454
OG0000223	Prau.g_00125	Prbf.g_01455
OG0000224	Prau.g_00128	Prbf.g_01457
OG0000225	Prau.g_00130	Prbf.g_01459
OG0000226	Prau.g_00131	Prbf.g_01461
OG0000227	Prau.g_00132	Prbf.g_01462
OG0000228	Prau.g_00133	Prbf.g_01463
OG0000229	Prau.g_00134	Prbf.g_01464
OG0000230	Prau.g_00135	Prbf.g_01465
OG0000231	Prau.g_00137	Prbf.g_01055
OG0000232	Prau.g_00138	Prbf.g_01467
OG0000233	Prau.g_00141	Prbf.g_01470
OG0000234	Prau.g_00143	Prbf.g_01472
OG0000235	Prau.g_00146	Prbf.g_01478
OG0000236	Prau.g_00147	Prbf.g_01479
OG0000237	Prau.g_00148	Prbf.g_01480
OG0000238	Prau.g_00149	Prbf.g_01481
OG0000239	Prau.g_00150	Prbf.g_01482
OG0000240	Prau.g_00152	Prbf.g_01484
OG0000241	Prau.g_00153	Prbf.g_01485
OG0000242	Prau.g_00154	Prbf.g_01486
OG0000243	Prau.g_00155	Prbf.g_01487
OG0000244	Prau.g_00156	Prbf.g_01488
OG0000245	Prau.g_00157	Prbf.g_01490
OG0000246	Prau.g_00159	Prbf.g_01492
OG0000247	Prau.g_00160	Prbf.g_01493
OG0000248	Prau.g_00161	Prbf.g_01494
OG0000249	Prau.g_00162	Prbf.g_01495
OG0000250	Prau.g_00163	Prbf.g_01496
OG0000251	Prau.g_00164	Prbf.g_01497
OG0000252	Prau.g_00165	Prbf.g_01498
OG0000253	Prau.g_00166	Prbf.g_01499
OG0000254	Prau.g_00168	Prbf.g_01501
OG0000255	Prau.g_00169	Prbf.g_01502
OG0000256	Prau.g_00172	Prbf.g_01505
OG0000257	Prau.g_00174	Prbf.g_01507
OG0000258	Prau.g_00175	Prbf.g_01508
OG0000259	Prau.g_00176	Prbf.g_01509
OG0000260	Prau.g_00177	Prbf.g_01510
OG0000261	Prau.g_00178	Prbf.g_01511
OG0000262	Prau.g_00179	Prbf.g_01512
OG0000263	Prau.g_00180	Prbf.g_01513
OG0000264	Prau.g_00182	Prbf.g_01515
OG0000265	Prau.g_00183	Prbf.g_01516
OG0000266	Prau.g_00184	Prbf.g_01517
OG0000267	Prau.g_00186	Prbf.g_01519
OG0000268	Prau.g_00187	Prbf.g_01521
OG0000269	Prau.g_00188	Prbf.g_01522
OG0000270	Prau.g_00189	Prbf.g_01523
OG0000271	Prau.g_00190	Prbf.g_01524
OG0000272	Prau.g_00191	Prbf.g_01525
OG0000273	Prau.g_00192	Prbf.g_01526
OG0000274	Prau.g_00193	Prbf.g_01527
OG0000275	Prau.g_00194	Prbf.g_01528
OG0000276	Prau.g_00195	Prbf.g_01529
OG0000277	Prau.g_00196	Prbf.g_01530
OG0000278	Prau.g_00197	Prbf.g_01531
OG0000279	Prau.g_00198	Prbf.g_01532
OG0000280	Prau.g_00199	Prbf.g_01533
OG0000281	Prau.g_00201	Prbf.g_01535
OG0000282	Prau.g_00202	Prbf.g_01536
OG0000283	Prau.g_00205	Prbf.g_01539
OG0000284	Prau.g_00206	Prbf.g_01540
OG0000285	Prau.g_00207	Prbf.g_01541
OG0000286	Prau.g_00209	Prbf.g_01543
OG0000287	Prau.g_00210	Prbf.g_01545
OG0000288	Prau.g_00211	Prbf.g_01546
OG0000289	Prau.g_00212	Prbf.g_01547
OG0000290	Prau.g_00213	Prbf.g_01548
OG0000291	Prau.g_00214	Prbf.g_01549
OG0000292	Prau.g_00215	Prbf.g_01550
OG0000293	Prau.g_00216	Prbf.g_01551
OG0000294	Prau.g_00217	Prbf.g_01552
OG0000295	Prau.g_00218	Prbf.g_01553
OG0000296	Prau.g_00219	Prbf.g_01554
OG0000297	Prau.g_00220	Prbf.g_01555
OG0000298	Prau.g_00221	Prbf.g_01556
OG0000299	Prau.g_00222	Prbf.g_01557
OG0000300	Prau.g_00223	Prbf.g_01558
OG0000301	Prau.g_00224	Prbf.g_01559
OG0000302	Prau.g_00225	Prbf.g_01560
OG0000303	Prau.g_00226	Prbf.g_01561
OG0000304	Prau.g_00227	Prbf.g_01563
OG0000305	Prau.g_00228	Prbf.g_01564
OG0000306	Prau.g_00229	Prbf.g_01565
OG0000307	Prau.g_00230	Prbf.g_01567
OG0000308	Prau.g_00231	Prbf.g_01568
OG0000309	Prau.g_00232	Prbf.g_01569
OG0000310	Prau.g_00233	Prbf.g_01570
OG0000311	Prau.g_00234	Prbf.g_01571
OG0000312	Prau.g_00236	Prbf.g_01573
OG0000313	Prau.g_00237	Prbf.g_01574
OG0000314	Prau.g_00240	Prbf.g_01578
OG0000315	Prau.g_00241	Prbf.g_01579
OG0000316	Prau.g_00244	Prbf.g_01581
OG0000317	Prau.g_00246	Prbf.g_01583
OG0000318	Prau.g_00247	Prbf.g_01584
OG0000319	Prau.g_00248	Prbf.g_01585
OG0000320	Prau.g_00249	Prbf.g_01586
OG0000321	Prau.g_00252	Prbf.g_01589
OG0000322	Prau.g_00255	Prbf.g_01593
OG0000323	Prau.g_00256	Prbf.g_01594
OG0000324	Prau.g_00259	Prbf.g_01597
OG0000325	Prau.g_00261	Prbf.g_01598
OG0000326	Prau.g_00262	Prbf.g_01599
OG0000327	Prau.g_00264	Prbf.g_01601
OG0000328	Prau.g_00265	Prbf.g_01602
OG0000329	Prau.g_00266	Prbf.g_01603
OG0000330	Prau.g_00267	Prbf.g_01604
OG0000331	Prau.g_00268	Prbf.g_01606
OG0000332	Prau.g_00269	Prbf.g_01607
OG0000333	Prau.g_00270	Prbf.g_01608
OG0000334	Prau.g_00271	Prbf.g_01609
OG0000335	Prau.g_00272	Prbf.g_01610
OG0000336	Prau.g_00273	Prbf.g_01612
OG0000337	Prau.g_00277	Prbf.g_01615
OG0000338	Prau.g_00278	Prbf.g_01616
OG0000339	Prau.g_00279	Prbf.g_01617
OG0000340	Prau.g_00280	Prbf.g_01618
OG0000341	Prau.g_00284	Prbf.g_01622
OG0000342	Prau.g_00285	Prbf.g_01623
OG0000343	Prau.g_00287	Prbf.g_01626
OG0000344	Prau.g_00288	Prbf.g_01627
OG0000345	Prau.g_00289	Prbf.g_01628
OG0000346	Prau.g_00290	Prbf.g_01629
OG0000347	Prau.g_00291	Prbf.g_01630
OG0000348	Prau.g_00292	Prbf.g_01632
OG0000349	Prau.g_00293	Prbf.g_01633
OG0000350	Prau.g_00294	Prbf.g_01634
OG0000351	Prau.g_00297	Prbf.g_01636
OG0000352	Prau.g_00300	Prbf.g_01639
OG0000353	Prau.g_00301	Prbf.g_01640
OG0000354	Prau.g_00302	Prbf.g_01641
OG0000355	Prau.g_00303	Prbf.g_01642
OG0000356	Prau.g_00304	Prbf.g_01643
OG0000357	Prau.g_00305	Prbf.g_01644
OG0000358	Prau.g_00306	Prbf.g_01645
OG0000359	Prau.g_00307	Prbf.g_01646
OG0000360	Prau.g_00310	Prbf.g_01648
OG0000361	Prau.g_00311	Prbf.g_01649
OG0000362	Prau.g_00312	Prbf.g_01650
OG0000363	Prau.g_00313	Prbf.g_01651
OG0000364	Prau.g_00314	Prbf.g_01652
OG0000365	Prau.g_00315	Prbf.g_01653
OG0000366	Prau.g_00316	Prbf.g_01654
OG0000367	Prau.g_00317	Prbf.g_01655
OG0000368	Prau.g_00318	Prbf.g_01656
OG0000369	Prau.g_00319	Prbf.g_01657
OG0000370	Prau.g_00320	Prbf.g_01658
OG0000371	Prau.g_00321	Prbf.g_01659
OG0000372	Prau.g_00323	Prbf.g_01660
OG0000373	Prau.g_00325	Prbf.g_01662
OG0000374	Prau.g_00326	Prbf.g_01663
OG0000375	Prau.g_00327	Prbf.g_01664
OG0000376	Prau.g_00329	Prbf.g_01665
OG0000377	Prau.g_00330	Prbf.g_01671
OG0000378	Prau.g_00331	Prbf.g_01672
OG0000379	Prau.g_00336	Prbf.g_01678
OG0000380	Prau.g_00337	Prbf.g_01680
OG0000381	Prau.g_00338	Prbf.g_01681
OG0000382	Prau.g_00340	Prbf.g_01682
OG0000383	Prau.g_00343	Prbf.g_01685
OG0000384	Prau.g_00344	Prbf.g_01686
OG0000385	Prau.g_00347	Prbf.g_01689
OG0000386	Prau.g_00348	Prbf.g_01690
OG0000387	Prau.g_00349	Prbf.g_01691
OG0000388	Prau.g_00350	Prbf.g_01692
OG0000389	Prau.g_00351	Prbf.g_01693
OG0000390	Prau.g_00352	Prbf.g_01694
OG0000391	Prau.g_00353	Prbf.g_01695
OG0000392	Prau.g_00354	Prbf.g_01696
OG0000393	Prau.g_00357	Prbf.g_01700
OG0000394	Prau.g_00358	Prbf.g_01701
OG0000395	Prau.g_00360	Prbf.g_01704
OG0000396	Prau.g_00361	Prbf.g_01190
OG0000397	Prau.g_00374	Prbf.g_00874
OG0000398	Prau.g_00382	Prbf.g_00741
OG0000399	Prau.g_00383	Prbf.g_00879
OG0000400	Prau.g_00389	Prbf.g_00629
OG0000401	Prau.g_00472	Prbf.g_01715
OG0000402	Prau.g_00473	Prbf.g_01716
OG0000403	Prau.g_00474	Prbf.g_01717
OG0000404	Prau.g_00476	Prbf.g_01719
OG0000405	Prau.g_00477	Prbf.g_01720
OG0000406	Prau.g_00479	Prbf.g_01722
OG0000407	Prau.g_00480	Prbf.g_01723
OG0000408	Prau.g_00481	Prbf.g_01724
OG0000409	Prau.g_00482	Prbf.g_01725
OG0000410	Prau.g_00483	Prbf.g_01726
OG0000411	Prau.g_00484	Prbf.g_01727
OG0000412	Prau.g_00485	Prbf.g_01728
OG0000413	Prau.g_00486	Prbf.g_01729
OG0000414	Prau.g_00487	Prbf.g_01730
OG0000415	Prau.g_00488	Prbf.g_01731
OG0000416	Prau.g_00489	Prbf.g_01732
OG0000417	Prau.g_00490	Prbf.g_01733
OG0000418	Prau.g_00491	Prbf.g_01734
OG0000419	Prau.g_00492	Prbf.g_01735
OG0000420	Prau.g_00493	Prbf.g_01736
OG0000421	Prau.g_00494	Prbf.g_01740
OG0000422	Prau.g_00496	Prbf.g_01742
OG0000423	Prau.g_00497	Prbf.g_01743
OG0000424	Prau.g_00499	Prbf.g_01744
OG0000425	Prau.g_00503	Prbf.g_01748
OG0000426	Prau.g_00504	Prbf.g_01749
OG0000427	Prau.g_00505	Prbf.g_01750
OG0000428	Prau.g_00506	Prbf.g_01752
OG0000429	Prau.g_00507	Prbf.g_01753
OG0000430	Prau.g_00512	Prbf.g_01754
OG0000431	Prau.g_00514	Prbf.g_01756
OG0000432	Prau.g_00515	Prbf.g_01757
OG0000433	Prau.g_00518	Prbf.g_01760
OG0000434	Prau.g_00519	Prbf.g_01761
OG0000435	Prau.g_00520	Prbf.g_01762
OG0000436	Prau.g_00522	Prbf.g_01764
OG0000437	Prau.g_00524	Prbf.g_01766
OG0000438	Prau.g_00525	Prbf.g_01767
OG0000439	Prau.g_00526	Prbf.g_01768
OG0000440	Prau.g_00528	Prbf.g_01770
OG0000441	Prau.g_00529	Prbf.g_01771
OG0000442	Prau.g_00530	Prbf.g_01772
OG0000443	Prau.g_00531	Prbf.g_01773
OG0000444	Prau.g_00532	Prbf.g_01774
OG0000445	Prau.g_00533	Prbf.g_01775
OG0000446	Prau.g_00534	Prbf.g_01776
OG0000447	Prau.g_00535	Prbf.g_01777
OG0000448	Prau.g_00536	Prbf.g_01778
OG0000449	Prau.g_00541	Prbf.g_01784
OG0000450	Prau.g_00542	Prbf.g_01785
OG0000451	Prau.g_00543	Prbf.g_01786
OG0000452	Prau.g_00544	Prbf.g_01787
OG0000453	Prau.g_00546	Prbf.g_01788
OG0000454	Prau.g_00547	Prbf.g_01789
OG0000455	Prau.g_00548	Prbf.g_01790
OG0000456	Prau.g_00549	Prbf.g_01791
OG0000457	Prau.g_00551	Prbf.g_01793
OG0000458	Prau.g_00553	Prbf.g_01795
OG0000459	Prau.g_00554	Prbf.g_01796
OG0000460	Prau.g_00556	Prbf.g_01798
OG0000461	Prau.g_00557	Prbf.g_01799
OG0000462	Prau.g_00558	Prbf.g_01800
OG0000463	Prau.g_00559	Prbf.g_01801
OG0000464	Prau.g_00564	Prbf.g_01805
OG0000465	Prau.g_00565	Prbf.g_01806
OG0000466	Prau.g_00566	Prbf.g_01807
OG0000467	Prau.g_00567	Prbf.g_01808
OG0000468	Prau.g_00568	Prbf.g_01809
OG0000469	Prau.g_00569	Prbf.g_01810
OG0000470	Prau.g_00570	Prbf.g_01811
OG0000471	Prau.g_00571	Prbf.g_01812
OG0000472	Prau.g_00574	Prbf.g_01815
OG0000473	Prau.g_00575	Prbf.g_01816
OG0000474	Prau.g_00576	Prbf.g_01817
OG0000475	Prau.g_00577	Prbf.g_01818
OG0000476	Prau.g_00578	Prbf.g_01819
OG0000477	Prau.g_00580	Prbf.g_01821
OG0000478	Prau.g_00581	Prbf.g_01822
OG0000479	Prau.g_00582	Prbf.g_01823
OG0000480	Prau.g_00584	Prbf.g_01825
OG0000481	Prau.g_00585	Prbf.g_01826
OG0000482	Prau.g_00586	Prbf.g_01827
OG0000483	Prau.g_00587	Prbf.g_01828
OG0000484	Prau.g_00588	Prbf.g_01829
OG0000485	Prau.g_00589	Prbf.g_01830
OG0000486	Prau.g_00590	Prbf.g_01831
OG0000487	Prau.g_00591	Prbf.g_01832
OG0000488	Prau.g_00593	Prbf.g_01834
OG0000489	Prau.g_00594	Prbf.g_01835
OG0000490	Prau.g_00595	Prbf.g_01836
OG0000491	Prau.g_00596	Prbf.g_01837
OG0000492	Prau.g_00597	Prbf.g_01838
OG0000493	Prau.g_00598	Prbf.g_01839
OG0000494	Prau.g_00600	Prbf.g_01840
OG0000495	Prau.g_00601	Prbf.g_01841
OG0000496	Prau.g_00602	Prbf.g_01843
OG0000497	Prau.g_00603	Prbf.g_01845
OG0000498	Prau.g_00604	Prbf.g_01846
OG0000499	Prau.g_00606	Prbf.g_01848
OG0000500	Prau.g_00607	Prbf.g_01849
OG0000501	Prau.g_00609	Prbf.g_01851
OG0000502	Prau.g_00610	Prbf.g_01852
OG0000503	Prau.g_00611	Prbf.g_01853
OG0000504	Prau.g_00612	Prbf.g_01854
OG0000505	Prau.g_00613	Prbf.g_01855
OG0000506	Prau.g_00614	Prbf.g_01856
OG0000507	Prau.g_00615	Prbf.g_01857
OG0000508	Prau.g_00617	Prbf.g_01859
OG0000509	Prau.g_00618	Prbf.g_01860
OG0000510	Prau.g_00619	Prbf.g_01861
OG0000511	Prau.g_00620	Prbf.g_01862
OG0000512	Prau.g_00621	Prbf.g_01863
OG0000513	Prau.g_00622	Prbf.g_01864
OG0000514	Prau.g_00623	Prbf.g_01865
OG0000515	Prau.g_00625	Prbf.g_01868
OG0000516	Prau.g_00626	Prbf.g_01869
OG0000517	Prau.g_00627	Prbf.g_01870
OG0000518	Prau.g_00629	Prbf.g_01873
OG0000519	Prau.g_00630	Prbf.g_01874
OG0000520	Prau.g_00631	Prbf.g_01875
OG0000521	Prau.g_00632	Prbf.g_01876
OG0000522	Prau.g_00633	Prbf.g_01877
OG0000523	Prau.g_00634	Prbf.g_01878
OG0000524	Prau.g_00635	Prbf.g_01879
OG0000525	Prau.g_00637	Prbf.g_01881
OG0000526	Prau.g_00638	Prbf.g_01882
OG0000527	Prau.g_00639	Prbf.g_01883
OG0000528	Prau.g_00640	Prbf.g_01884
OG0000529	Prau.g_00641	Prbf.g_01885
OG0000530	Prau.g_00642	Prbf.g_01886
OG0000531	Prau.g_00643	Prbf.g_01888
OG0000532	Prau.g_00644	Prbf.g_01889
OG0000533	Prau.g_00645	Prbf.g_01890
OG0000534	Prau.g_00646	Prbf.g_01891
OG0000535	Prau.g_00647	Prbf.g_01892
OG0000536	Prau.g_00648	Prbf.g_01893
OG0000537	Prau.g_00649	Prbf.g_01894
OG0000538	Prau.g_00650	Prbf.g_01895
OG0000539	Prau.g_00651	Prbf.g_01896
OG0000540	Prau.g_00652	Prbf.g_01897
OG0000541	Prau.g_00653	Prbf.g_01898
OG0000542	Prau.g_00654	Prbf.g_01899
OG0000543	Prau.g_00655	Prbf.g_01900
OG0000544	Prau.g_00656	Prbf.g_01901
OG0000545	Prau.g_00661	Prbf.g_01903
OG0000546	Prau.g_00662	Prbf.g_01904
OG0000547	Prau.g_00664	Prbf.g_01906
OG0000548	Prau.g_00665	Prbf.g_01908
OG0000549	Prau.g_00666	Prbf.g_01909
OG0000550	Prau.g_00667	Prbf.g_01910
OG0000551	Prau.g_00668	Prbf.g_01912
OG0000552	Prau.g_00669	Prbf.g_01913
OG0000553	Prau.g_00670	Prbf.g_00977
OG0000554	Prau.g_00671	Prbf.g_00978
OG0000555	Prau.g_00672	Prbf.g_00979
OG0000556	Prau.g_00673	Prbf.g_00980
OG0000557	Prau.g_00674	Prbf.g_00981
OG0000558	Prau.g_00675	Prbf.g_00982
OG0000559	Prau.g_00676	Prbf.g_00983
